@RELATION 'FEATURE_VALUES_COP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 15'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE s_labeled_vars NUMERIC
@ATTRIBUTE v_num_consts NUMERIC
@ATTRIBUTE c_avg_deg_cons NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE d_int_vars NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE gr_avg_diam_vg NUMERIC
@ATTRIBUTE c_min_dom_cons NUMERIC
@ATTRIBUTE v_ratio_bounded NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE v_min_domdeg_vars NUMERIC

@DATA
mznc12-problems/fast-food/fastfood.mzn_AND_mznc12-problems/fast-food/ff58.dzn,1,2.344549,1.008075,0.991989,9.831307,1,49,2.325768,1.55882,743,0.021092,13.903096,9.831307,0.067295,0.990654,23.358974
mznc12-problems/ship-schedule/ship-schedule.cp.mzn_AND_mznc12-problems/ship-schedule/5Ships.dzn,1,3.013487,1.132597,0.882927,16.955944,5,463,2.660689,41.464452,1590,0.638157,8.937602,1,0.076048,0.527116,0.013072
mznc12-problems/still-life-wastage/still-life.mzn_AND_mznc12-problems/still-life-wastage/09.dzn,1,5.101911,1.236579,0.808683,7.924813,81,0,4.125828,4.368694,821,0.420737,4.356688,1,0,0.612583,0.028571
mznc12-problems/still-life-wastage/still-life.mzn_AND_mznc12-problems/still-life-wastage/10.dzn,1,5.113291,1.236579,0.808683,8.174926,100,0,4.13503,4.813023,1001,0.412219,4.355424,1,0,0.610778,0.028571
mznc12-problems/mspsp/mspsp.mzn_AND_mznc12-problems/mspsp/medium_05.dzn,1,2.887728,0.921671,1.084986,5.426265,5,153,3.133144,2.193825,159,0.860159,2.939948,1,0.399478,0.373938,0.5
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/48_24_6.2.dzn,1,4.731959,0.876289,1.141176,1.036885,1,1200,5.4,0.176749,49,0.00282,8.216495,2,6.190722,0.005882,0.0625
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_6.dzn,1,2.536707,1.537332,0.650478,24.253497,0,80,1.650071,0,3201,0,76.185255,24.253497,0.024992,1,5000000.25
mznc12-problems/ship-schedule/ship-schedule.cp.mzn_AND_mznc12-problems/ship-schedule/6ShipsMixed.dzn,1,3.050366,1.158721,0.863021,15.708376,5,567,2.632529,42.614001,1449,0.624156,8.487969,1,0.085637,0.520057,0.012903
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/48_24_6.1.dzn,1,4.675258,0.876289,1.141176,1.036885,1,1200,5.335294,0.176749,49,0.00282,7.768041,2,6.190722,0.005882,0.066667
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_5_5_20_1.dzn,1,5.028169,0.907445,1.101996,6.716793,5,1105,5.54102,2.980295,287,0.543924,7.672032,2,2.263581,0.496674,0.285714
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_3.dzn,1,2.536707,1.537332,0.650478,24.253497,0,80,1.650071,0,3201,0,76.185255,24.253497,0.024992,1,5000000.25
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/52_26_6.1.dzn,1,4.903846,0.875,1.142857,1.034101,1,1404,5.604396,0.170873,53,0.00252,8.096154,2,6.754808,0.005495,0.0625
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_7_5_20_1.dzn,1,5.721461,0.899543,1.111675,7.227985,5,1905,6.360406,3.193293,367,0.557252,8.611872,2,2.929985,0.497462,0.285714
mznc12-problems/fast-food/fastfood.mzn_AND_mznc12-problems/fast-food/ff59.dzn,1,2.341869,1.011524,0.988608,9.475733,1,32,2.31519,1.004767,781,0.015857,25.861716,9.475733,0.042254,0.987342,24.551724
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/52_26_6.2.dzn,1,4.886256,0.876777,1.140541,1.034101,1,1404,5.572973,0.169688,53,0.0025,8.293839,2,6.658768,0.005405,0.0625
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/52_26_6.3.dzn,1,5.093596,0.871921,1.146893,1.034101,1,1404,5.841808,0.172904,53,0.002555,8.714286,2,6.921182,0.00565,0.060606
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_3_3_30_1.dzn,1,3.839858,0.950178,1.052434,6.056708,5,321,4.041199,2.372341,199,0.511989,5.996441,2,1.24911,0.494382,0.243243
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model20-3-5.dzn,1,3.74537,1.412037,0.708197,3.139517,5,40,2.652459,14.585228,76,0.28431,8.884259,2,0.189815,0.459016,0.153846
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model30-4-6.dzn,1,4.808656,1.85877,0.53799,2.978127,5,60,2.58701,20.828948,127,0.358875,11.881549,2,0.138952,0.392157,0.153846
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_5_3_20_1.dzn,1,4.27003,0.922849,1.083601,6.210112,5,505,4.62701,2.663326,207,0.524348,6.72997,2,1.557864,0.495177,0.285714
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model50-4-4.dzn,1,5.153846,1.902834,0.525532,3.307478,5,100,2.708511,27.021675,151,0.390604,13.25776,2,0.136302,0.425532,0.090909
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model55-3-12.dzn,1,4.660752,1.699374,0.588452,3.443816,5,110,2.742629,30.584922,254,0.408632,11.681628,2,0.115866,0.425676,0.083333
mznc12-problems/mspsp/mspsp.mzn_AND_mznc12-problems/mspsp/hard_01.dzn,1,2.955836,1.192429,0.838624,6.129283,5,130,2.478836,2.460887,67,0.777129,4.444795,1,0.410095,0.460317,0.5
mznc12-problems/mspsp/mspsp.mzn_AND_mznc12-problems/mspsp/hard_03.dzn,1,2.69391,1.073718,0.931343,6.209453,5,252,2.508955,2.803522,140,0.835597,3.753205,1,0.403846,0.373134,0.5
mznc12-problems/still-life-wastage/still-life.mzn_AND_mznc12-problems/still-life-wastage/11.dzn,1,5.122236,1.236486,0.808743,8.405141,121,0,4.142573,5.26117,1199,0.404559,4.354423,1,0,0.60929,0.028571
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.15.dzn,1,3.219451,1.38404,0.722523,19.507593,100,69,2.326126,10.606967,201,0.493897,10.209476,2,0.187032,0.81982,1
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_7_5_30_1.dzn,1,6.02439,0.905308,1.104596,7.520102,5,2245,6.654517,3.369892,407,0.559529,8.404591,2,3.263989,0.497623,0.285714
mznc12-problems/radiation/radiation.mzn_AND_mznc12-problems/radiation/m12_10_20.dzn,1,2.351576,0.710237,1.407981,11.184066,1451,144,3.310974,8.002356,4093,0.020927,17.040557,15.354835,0.035671,1,10.357143
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.2.dzn,1,3.201995,1.366584,0.731752,19.507593,100,69,2.343066,10.606967,201,0.497307,10.209476,2,0.187032,0.817518,1
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.7.dzn,1,3.209476,1.374065,0.727768,19.507593,100,69,2.335753,10.606967,201,0.495838,10.209476,2,0.187032,0.818512,1
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_7_3_20_1.dzn,1,4.736721,0.91224,1.096203,6.482982,5,841,5.192405,2.866642,255,0.537062,7.295612,2,1.988453,0.496203,0.285714
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.12.dzn,1,3.219451,1.38404,0.722523,19.507593,100,69,2.326126,10.606967,201,0.493897,10.209476,2,0.187032,0.81982,1
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.6.dzn,1,3.172691,1.369478,0.730205,19.520605,64,47,2.316716,8.55969,129,0.490018,9.799197,2,0.208835,0.824047,1
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.3.dzn,1,3.204489,1.369077,0.730419,19.507593,100,69,2.340619,10.606967,201,0.496816,10.209476,2,0.187032,0.817851,1
mznc12-problems/ship-schedule/ship-schedule.cp.mzn_AND_mznc12-problems/ship-schedule/7ShipsMixedUnconst.dzn,1,3.046889,1.153488,0.866935,15.818439,5,675,2.641456,45.904142,1752,0.624301,8.708988,1,0.085732,0.520924,0.012821
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_4.dzn,1,2.53702,1.537332,0.650478,24.253497,0,80,1.650274,0,3201,0,76.18463,24.253497,0.024992,1,5000000.25
mznc12-problems/ship-schedule/ship-schedule.cp.mzn_AND_mznc12-problems/ship-schedule/7ShipsMixed.dzn,1,3.046889,1.153488,0.866935,15.884779,5,675,2.641456,45.97092,1752,0.624775,8.708988,1,0.085732,0.520924,0.012821
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_10.dzn,1,2.53702,1.537332,0.650478,24.253497,0,80,1.650274,0,3201,0,76.18463,24.253497,0.024992,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_2.dzn,1,2.53702,1.537332,0.650478,24.253497,0,80,1.650274,0,3201,0,76.18463,24.253497,0.024992,1,5000000.25
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model90-18-20.dzn,1,5.278203,2.080315,0.480697,4.874947,5,180,2.537214,69.311839,871,0.542648,5.888843,2,0.037466,0.38209,0.060606
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_5.dzn,1,2.53702,1.537332,0.650478,24.253497,0,80,1.650274,0,3201,0,76.18463,24.253497,0.024992,1,5000000.25
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model100-21-12.dzn,1,5.321983,2.054912,0.486639,5.056894,5,200,2.589884,74.705763,713,0.540863,5.654127,2,0.035835,0.424779,0.090909
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_9.dzn,1,2.53702,1.537332,0.650478,24.253497,0,80,1.650274,0,3201,0,76.18463,24.253497,0.024992,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_7.dzn,1,2.536707,1.537332,0.650478,24.253497,0,80,1.650071,0,3201,0,76.185255,24.253497,0.024992,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_1.dzn,1,2.573034,1.574282,0.63521,24.253497,0,40,1.634417,0,801,0,36.126092,24.253497,0.049938,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_10.dzn,1,2.573034,1.574282,0.63521,24.253497,0,40,1.634417,0,801,0,36.126092,24.253497,0.049938,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_7.dzn,1,2.573034,1.574282,0.63521,24.253497,0,40,1.634417,0,801,0,36.126092,24.253497,0.049938,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_8.dzn,1,2.573034,1.574282,0.63521,24.253497,0,40,1.634417,0,801,0,36.126092,24.253497,0.049938,1,5000000.25
mznc12-problems/still-life-wastage/still-life.mzn_AND_mznc12-problems/still-life-wastage/13.dzn,1,5.135338,1.236179,0.808945,8.816984,169,0,4.154204,6.164847,1649,0.391243,4.352941,1,0,0.606977,0.028571
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_6.dzn,1,2.573034,1.574282,0.63521,24.253497,0,40,1.634417,0,801,0,36.126092,24.253497,0.049938,1,5000000.25
mznc12-problems/still-life-wastage/still-life.mzn_AND_mznc12-problems/still-life-wastage/12.dzn,1,5.129433,1.236345,0.808836,8.618386,144,0,4.148869,5.712071,1415,0.397605,4.353611,1,0,0.60804,0.028571
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_8.dzn,1,2.53702,1.537332,0.650478,24.253497,0,80,1.650274,0,3201,0,76.18463,24.253497,0.024992,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_2.dzn,1,2.52451,1.524927,0.655769,24.253497,0,120,1.655496,-1,7201,0,116.206221,24.253497,0.016664,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_3.dzn,1,2.524788,1.524927,0.655769,24.253497,0,120,1.655678,-1,7201,0,116.205666,24.253497,0.016664,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_1.dzn,1,2.524788,1.524927,0.655769,24.253497,0,120,1.655678,-1,7201,0,116.205666,24.253497,0.016664,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_6.dzn,1,2.524788,1.524927,0.655769,24.253497,0,120,1.655678,-1,7201,0,116.205666,24.253497,0.016664,1,5000000.25
mznc12-problems/radiation/radiation.mzn_AND_mznc12-problems/radiation/m07_07_20.dzn,1,2.363443,0.7322,1.365747,8.581783,351,49,3.227866,3.31787,941,0.031727,13.61424,12.273213,0.054198,1,5.555556
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_5.dzn,1,2.532958,1.537332,0.650478,24.253497,0,80,1.647633,0,3201,0,76.686348,24.253497,0.024992,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_7.dzn,1,2.524788,1.524927,0.655769,24.253497,0,120,1.655678,-1,7201,0,116.205666,24.253497,0.016664,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_9.dzn,1,2.524649,1.524927,0.655769,24.253497,0,120,1.655587,-1,7201,0,116.205944,24.253497,0.016664,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_4.dzn,1,2.524649,1.524927,0.655769,24.253497,0,120,1.655587,-1,7201,0,116.205944,24.253497,0.016664,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_8.dzn,1,2.524788,1.524927,0.655769,24.253497,0,120,1.655678,-1,7201,0,116.205666,24.253497,0.016664,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_4.dzn,1,2.535145,1.537332,0.650478,24.253497,0,80,1.649055,0,3201,0,2.371759,24.253497,0.024992,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_40_6.dzn,1,2.53702,1.537332,0.650478,24.253497,0,80,1.650274,0,3201,0,76.18463,24.253497,0.024992,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_10.dzn,1,2.536082,1.537332,0.650478,24.253497,0,80,1.649665,0,3201,0,76.185879,24.253497,0.024992,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_2.dzn,1,2.535145,1.537332,0.650478,24.253497,0,80,1.649055,0,3201,0,76.185879,24.253497,0.024992,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_5.dzn,1,2.524649,1.524927,0.655769,24.253497,0,120,1.655587,-1,7201,0,116.205944,24.253497,0.016664,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_10.dzn,1,2.524649,1.524927,0.655769,24.253497,0,120,1.655587,-1,7201,0,116.205944,24.253497,0.016664,1,5000000.25
mznc12-problems/ship-schedule/ship-schedule.cp.mzn_AND_mznc12-problems/ship-schedule/8ShipsUnconst.dzn,1,3.016186,1.128882,0.885832,17.008236,5,787,2.671834,51.038807,2499,0.640198,9.303288,1,0.080425,0.526481,0.012821
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_9.dzn,1,2.573034,1.574282,0.63521,24.253497,0,40,1.634417,0,801,0,36.126092,24.253497,0.049938,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_6.dzn,1,2.535458,1.537332,0.650478,24.253497,0,80,1.649258,0,3201,0,76.186504,24.253497,0.024992,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_7.dzn,1,2.532958,1.537332,0.650478,24.253497,0,80,1.647633,0,3201,0,76.188379,24.253497,0.024992,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_8.dzn,1,2.532958,1.537332,0.650478,24.253497,0,80,1.647633,0,3201,0,76.188379,24.253497,0.024992,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_9.dzn,1,2.534833,1.53702,0.65061,24.253497,0,80,1.649187,0,3201,0,76.186504,24.253497,0.024992,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_1.dzn,1,2.53577,1.537332,0.650478,24.253497,0,80,1.649461,0,3201,0,76.187129,24.253497,0.024992,1,5000000.25
mznc12-problems/radiation/radiation.mzn_AND_mznc12-problems/radiation/m18_12_05.dzn,1,2.345603,0.701254,1.426017,12.866631,3901,324,3.344871,12.459324,11247,0.016054,20.83071,17.686371,0.028986,1,16.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_3.dzn,1,2.533583,1.537332,0.650478,24.253497,0,80,1.648039,0,3201,0,2.371759,24.253497,0.024992,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_80_10.dzn,1,2.518475,1.518709,0.658454,24.253497,0,160,1.658299,-1,12801,0,156.21678,24.253497,0.012499,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_80_1.dzn,1,2.518631,1.518709,0.658454,24.253497,0,160,1.658402,-1,12801,0,156.216467,24.253497,0.012499,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_80_3.dzn,1,2.518553,1.518709,0.658454,24.253497,0,160,1.658351,-1,12801,0,156.216624,24.253497,0.012499,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_80_2.dzn,1,2.518631,1.518709,0.658454,24.253497,0,160,1.658402,-1,12801,0,156.216467,24.253497,0.012499,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_2.dzn,1,2.522983,1.524927,0.655769,24.253497,0,120,1.654494,-1,7201,0,2.333009,24.253497,0.016664,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_5.dzn,1,2.523538,1.524927,0.655769,24.253497,0,120,1.654858,-1,7201,0,116.206777,24.253497,0.016664,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_7.dzn,1,2.523677,1.524927,0.655769,24.253497,0,120,1.654949,-1,7201,0,116.207055,24.253497,0.016664,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_80_8.dzn,1,2.518475,1.518709,0.658454,24.253497,0,160,1.658299,-1,12801,0,2.300914,24.253497,0.012499,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_8.dzn,1,2.523261,1.524927,0.655769,24.253497,0,120,1.654676,-1,7201,0,116.207332,24.253497,0.016664,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_9.dzn,1,2.522705,1.524927,0.655769,24.253497,0,120,1.654312,-1,7201,0,116.208443,24.253497,0.016664,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_40_10.dzn,1,2.53702,1.537332,0.650478,24.253497,0,80,1.650274,0,3201,0,76.18463,24.253497,0.024992,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_40_1.dzn,1,2.53702,1.537332,0.650478,24.253497,0,80,1.650274,0,3201,0,76.18463,24.253497,0.024992,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_10.dzn,1,2.522983,1.524927,0.655769,24.253497,0,120,1.654494,-1,7201,0,116.207888,24.253497,0.016664,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_1.dzn,1,2.522983,1.524927,0.655769,24.253497,0,120,1.654494,-1,7201,0,116.208166,24.253497,0.016664,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_4.dzn,1,2.523261,1.524927,0.655769,24.253497,0,120,1.654676,-1,7201,0,116.207332,24.253497,0.016664,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_80_4.dzn,1,2.518553,1.518709,0.658454,24.253497,0,160,1.658351,-1,12801,0,156.216624,24.253497,0.012499,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_3.dzn,1,2.523261,1.524927,0.655769,24.253497,0,120,1.654676,-1,7201,0,116.20761,24.253497,0.016664,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_80_5.dzn,1,2.518631,1.518709,0.658454,24.253497,0,160,1.658402,-1,12801,0,156.216467,24.253497,0.012499,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_6.dzn,1,2.522983,1.524927,0.655769,24.253497,0,120,1.654494,-1,7201,0,116.208443,24.253497,0.016664,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_40_7.dzn,1,2.53702,1.537332,0.650478,24.253497,0,80,1.650274,0,3201,0,76.18463,24.253497,0.024992,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_40_4.dzn,1,2.53702,1.537332,0.650478,24.253497,0,80,1.650274,0,3201,0,76.18463,24.253497,0.024992,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_40_3.dzn,1,2.53702,1.537332,0.650478,24.253497,0,80,1.650274,0,3201,0,76.18463,24.253497,0.024992,1,5000000.25
