@RELATION 'feature_values_proteus_2014-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 6'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE csp_perten_avg_predshape NUMERIC
@ATTRIBUTE csp_perten_avg_predsize NUMERIC
@ATTRIBUTE csp_sqrt_max_domsize NUMERIC
@ATTRIBUTE csp_sqrt_avg_domsize NUMERIC
@ATTRIBUTE directorder_reducedVars NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-mean NUMERIC

@DATA
bool/logic-synthesis/bench1-pi.xml,1,?,?,?,?,0.554346,0.465185
bool/logic-synthesis/e-am-pi.xml,1,?,?,?,?,0.458279,0.421647
bool/logic-synthesis/sao2-b.xml,1,?,?,?,?,0.534149,0.473992
bool/logic-synthesis/count-b.xml,1,?,?,?,?,0.513091,0.469612
bool/logic-synthesis/prom2-pi.xml,1,?,?,?,?,0.732129,0.559483
bool/logic-synthesis/max1024-pi.xml,1,?,?,?,?,0.836029,0.578093
bool/logic-synthesis/rot-b.xml,1,?,?,?,?,0.567072,0.491028
bool/logic-synthesis/f51m-b.xml,1,?,?,?,?,0.496042,0.448955
bool/logic-synthesis/9symml.xml,1,?,?,?,?,1.273019,0.593335
bool/logic-synthesis/jac3.xml,1,?,?,?,?,0.490773,0.392534
bool/logic-synthesis/apex4-a.xml,1,?,?,?,?,0.865119,0.508712
bool/logic-synthesis/9sym-b.xml,1,?,?,?,?,0.507252,0.456988
bool/uclid/ooo-tag14.xml,1,55.917564,38.26594,1.414214,1.414205,?,?
bool/uclid/ooo-burch-dill-2-accl.xml,1,56.338204,49.509979,1.414214,1.41043,0.794934,0.473736
bool/uclid/elf-rf6.xml,1,?,?,?,?,-512,0
bool/uclid/ooo-tag10.xml,1,55.906302,40.24891,1.414214,1.414175,1.198663,0.472238
bool/uclid/ooo-rf7.xml,1,56.095065,41.303558,1.414214,1.41232,1.121872,0.47343
bool/uclid/blast-floppy1-8.xml,1,?,?,?,?,?,?
bool/uclid/22s-smv.xml,1,56.323223,57.854074,1.414214,1.370777,?,?
bool/uclid/dlx1c-rwmem1-ucl.xml,1,56.349533,42.329907,1.414214,1.414027,1.060784,0.474071
bool/uclid/ooo-rf6.xml,1,?,?,?,?,1.38701,0.49229
bool/uclid/elf-rf9.xml,1,56.515066,42.158,1.414214,1.414196,?,?
bool/uclid/blast-tlan3.xml,1,57.464448,81.365827,1.414214,1.414214,?,?
bool/uclid/44s-smv.xml,1,55.079872,67.231097,1.414214,1.327259,0.56032,0.456375
bool/uclid/cache-inv10-ucl.xml,1,57.415837,37.234212,1.414214,1.412313,4.036532,0.484217
bool/uclid/ooo-tag12.xml,1,55.912782,38.789307,1.414214,1.414196,1.470784,0.472265
bool/uclid/43s-smv.xml,1,55.851468,56.020725,1.414214,1.363086,?,?
bool/uclid/25s-smv.xml,1,56.248831,57.433739,1.414214,1.337033,?,?
bool/uclid/cache-ibm-q-unbounded-Icl2arity-ucl.xml,1,56.182012,44.842601,1.414214,1.395971,?,?
bool/uclid/elf-rf8.xml,1,56.511419,43.254211,1.414214,1.412929,0.961703,0.472129
bool/uclid/ooo-burch-dill-3-accl.xml,1,56.369351,46.33275,1.414214,1.412147,0.857738,0.473235
bool/uclid/dlx1c-rwmem-ucl.xml,1,56.417234,41.128445,1.414214,1.414057,1.167526,0.47397
bool/uclid/blast-floppy1-6.xml,1,?,?,?,?,?,?
bool/uclid/cache-inv12-ucl.xml,1,57.893296,36.653889,1.414214,1.413446,7.640999,0.473684
bool/uclid/cache-inv8-ucl.xml,1,?,?,?,?,2.031511,0.49338
bool/uclid/ooo-rf8.xml,1,56.073629,39.879339,1.414214,1.414162,1.306838,0.473399
bool/uclid/ooo-burch-dill-4-accl.xml,1,56.135818,48.875228,1.414214,1.410349,?,?
bool/uclid/ooo-burch-dill-6-accl.xml,1,56.405331,42.933432,1.414214,1.414199,?,?
bool/uclid/blast-floppy1-2.xml,1,?,?,?,?,0.427181,0.366239
bool/uclid/blast-floppy1-3.xml,1,?,?,?,?,0.535136,0.456696
bool/uclid/ooo-rf10.xml,1,56.054046,38.478485,1.414214,1.414194,1.55224,0.471254
bool/uclid/ooo-tag8.xml,1,55.905144,42.300156,1.414214,1.412798,1.059381,0.474614
bool/uclid/dlx1c-ucl.xml,1,56.268483,42.661018,1.414214,1.413992,1.0188,0.473167
bool/uclid/37s-smv.xml,1,56.54934,42.721559,1.414214,1.393864,0.990233,0.471034
bool/uclid/46s-smv.xml,1,55.638007,57.653341,1.414214,1.342196,0.583057,0.456428
bool/uclid/blast-tlan2.xml,1,57.825517,114.745818,1.414214,1.355696,?,?
bool/uclid/blast-floppy1-4.xml,1,?,?,?,?,?,?
bool/uclid/ooo-burch-dill-8-accl.xml,1,56.184018,42.870308,1.414214,1.414197,?,?
bool/uclid/ooo-rf9.xml,1,56.060624,38.939225,1.414214,1.414183,1.507941,0.473312
bool/uclid/elf-rf7.xml,1,?,?,?,?,1.008526,0.477528
bool/uclid/blast-floppy1-7.xml,1,?,?,?,?,?,?
bool/par/par-32-4-c.xml,1,12.010812,31.44316,1.414214,1.414214,87.078554,0.483262
bool/par/par-16-4-c.xml,1,12.029703,31.25,1.414214,1.414214,84.878173,0.476533
bool/par/par-16-1-c.xml,1,12.030361,31.233397,1.414214,1.414214,83.784615,0.481107
bool/par/par-16-5.xml,1,14.172679,30.169886,1.414214,1.271902,144.531401,0.506498
bool/par/par-16-4.xml,1,14.285714,30.091485,1.414214,1.2688,148.35533,0.508869
bool/par/par-8-5-c.xml,1,?,?,?,?,93.902439,0.410117
bool/par/par-16-2-c.xml,1,12.02757,31.303848,1.414214,1.414214,84.882629,0.482474
bool/par/par-8-2-c.xml,1,?,?,?,?,91.263158,0.427852
bool/par/par-16-3.xml,1,14.219005,30.137754,1.414214,1.269188,146.574257,0.512278
bool/par/par-32-3-c.xml,1,12.010878,31.439795,1.414214,1.414214,86.858573,0.483158
bool/par/par-32-2.xml,1,14.340759,30.078266,1.414214,1.406344,150.506329,0.501237
bool/par/par-16-5-c.xml,1,12.028219,31.287478,1.414214,1.414214,85.246377,0.470981
bool/par/par-8-1.xml,1,?,?,?,?,240.257143,0.38065
bool/par/par-32-4.xml,1,14.276296,30.122865,1.414214,1.406344,149.373599,0.49927
bool/par/par-32-1-c.xml,1,12.010961,31.435531,1.414214,1.414214,86.719144,0.483419
bool/par/par-32-3.xml,1,14.293429,30.111011,1.414214,1.406344,149.409488,0.502387
bool/par/par-32-1.xml,1,14.314904,30.096154,1.414214,1.406344,149.836683,0.50398
bool/par/par-8-1-c.xml,1,?,?,?,?,90.277778,0.421283
bool/par/par-16-3-c.xml,1,12.028812,31.272509,1.414214,1.414214,85.475248,0.477292
bool/par/par-32-2-c.xml,1,12.011062,31.430327,1.414214,1.414214,86.43853,0.485247
bool/par/par-8-2.xml,1,?,?,?,?,261.181818,0.385388
bool/par/par-32-5-c.xml,1,12.010764,31.445657,1.414214,1.414214,87.050868,0.479864
bool/par/par-8-4-c.xml,1,?,?,?,?,94.861111,0.424
bool/par/par-32-5.xml,1,14.263473,30.131737,1.414214,1.406344,148.980173,0.501589
bool/par/par-8-3-c.xml,1,?,?,?,?,96.275,0.39585
bool/par/par-8-5.xml,1,?,?,?,?,234.605263,0.405285
bool/par/par-16-2.xml,1,14.120102,30.206353,1.414214,1.273837,142.023474,0.506338
bool/par/par-8-4.xml,1,?,?,?,?,245.514286,0.409009
bool/par/par-16-1.xml,1,14.332784,30.058837,1.414214,1.264132,148.092308,0.50839
bool/par/par-8-3.xml,1,?,?,?,?,228.384615,0.401195
bool/fpga/fpga-11-9.xml,1,32.578125,81.640625,1.414214,1.414214,1.019335,0.648702
bool/fpga/fpga-13-11.xml,1,32.191011,92.752809,1.414214,1.414214,0.880267,0.617184
bool/fpga/fpga-40-40.xml,1,29.302326,213.953488,1.414214,1.414214,0.558631,0.504297
bool/fpga/fpga-35-35.xml,1,29.210526,188.954887,1.414214,1.414214,0.565507,0.513009
bool/fpga/fpga-40-39.xml,1,29.284863,209.177592,1.414214,1.414214,0.547586,0.503964
bool/fpga/fpga-35-33.xml,1,29.164013,179.458599,1.414214,1.414214,0.57376,0.517245
bool/fpga/fpga-25-25.xml,1,28.928571,138.585714,1.414214,1.414214,0.61743,0.536287
bool/fpga/fpga-45-43.xml,1,29.346563,229.574056,1.414214,1.414214,0.536926,0.496696
bool/fpga/fpga-15-14.xml,1,31.778656,107.905138,1.414214,1.414214,0.732657,0.585931
bool/fpga/fpga-20-20.xml,1,31.304348,139.130435,1.414214,1.414214,0.689371,0.557525
bool/fpga/fpga-12-11.xml,1,32.168675,91.445783,1.414214,1.414214,0.881546,0.617603
bool/fpga/fpga-20-18.xml,1,31.442308,129.807692,1.414214,1.414214,0.649332,0.559574
bool/fpga/fpga-13-12.xml,1,32.020725,96.994819,1.414214,1.414214,0.882385,0.599068
bool/fpga/fpga-40-38.xml,1,29.266504,204.400978,1.414214,1.414214,0.533918,0.503146
bool/fpga/fpga-30-30.xml,1,29.090909,163.636364,1.414214,1.414214,0.568189,0.521462
bool/fpga/fpga-11-11.xml,1,32.142857,90.779221,1.414214,1.414214,0.894856,0.621301
bool/fpga/fpga-35-34.xml,1,29.187935,184.068059,1.414214,1.414214,0.549716,0.511978
bool/fpga/fpga-15-15.xml,1,31.666667,112.814815,1.414214,1.414214,0.765343,0.584797
bool/fpga/fpga-45-45.xml,1,15,119.37963,1.414214,1.414214,0.531508,0.493116
bool/fpga/fpga-10-9.xml,1,32.542373,80.084746,1.414214,1.414214,1.03268,0.64884
bool/fpga/fpga-14-12.xml,1,32.038835,97.864078,1.414214,1.414214,0.868836,0.595758
bool/fpga/fpga-13-13.xml,1,31.875,101.923077,1.414214,1.414214,0.813083,0.593591
bool/fpga/fpga-10-8.xml,1,32.830189,75.471698,1.414214,1.414214,1.242823,0.639138
bool/fpga/fpga-10-10.xml,1,32.307692,84.615385,1.414214,1.414214,0.852941,0.643005
bool/fpga/fpga-30-28.xml,1,29.028078,154.211663,1.414214,1.414214,0.615895,0.529577
bool/fpga/fpga-11-10.xml,1,32.340426,85.815603,1.414214,1.414214,0.856763,0.643027
bool/fpga/fpga-15-13.xml,1,31.90678,103.601695,1.414214,1.414214,0.799393,0.591157
bool/fpga/fpga-25-23.xml,1,31.160991,147.058824,1.414214,1.414214,0.634355,0.541577
bool/fpga/fpga-20-19.xml,1,31.369863,134.474886,1.414214,1.414214,0.674947,0.559327
bool/fpga/fpga-14-14.xml,1,31.764706,107.058824,1.414214,1.414214,0.731942,0.585896
bool/fpga/fpga-25-24.xml,1,28.885587,133.729569,1.414214,1.414214,0.647399,0.540983
bool/fpga/fpga-12-12.xml,1,32,96,1.414214,1.414214,0.885246,0.597826
bool/fpga/fpga-30-29.xml,1,29.060543,158.924843,1.414214,1.414214,0.592728,0.525641
bool/fpga/fpga-45-44.xml,1,29.361098,234.26408,1.414214,1.414214,0.546816,0.496959
bool/fpga/fpga-14-13.xml,1,31.891892,102.477477,1.414214,1.414214,0.803559,0.591506
bool/fpga/fpga-12-10.xml,1,32.368421,86.842105,1.414214,1.414214,0.845003,0.637036
bool/mpsReduced/mps-red-markshare1-1.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-berlin-5-8_0.xml,1,9.258649,10.356947,1.414214,1.414214,?,?
bool/mpsReduced/mps-red-ran10x10c.xml,1,?,?,?,?,0.795618,0.515654
bool/mpsReduced/mps-red-mod013.xml,1,37.894737,315.789474,1.414214,1.235399,0.865315,0.480746
bool/mpsReduced/mps-red-flugpl.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-ran12x12.xml,1,?,?,?,?,0.845366,0.500559
bool/mpsReduced/mps-red-ran13x13.xml,1,?,?,?,?,0.780225,0.508328
bool/mpsReduced/mps-red-sc50a.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-testprob.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-markshare1.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-markshare2-1.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-capri.xml,1,17.757353,89.154412,1.414214,1.334585,?,?
bool/mpsReduced/mps-red-timtab1.xml,1,27.115385,116.121795,1.414214,1.414214,?,?
bool/mpsReduced/mps-red-misc03.xml,1,40,171.95122,1.414214,1.414214,?,?
bool/mpsReduced/mps-red-modglob.xml,1,0.621762,5.595855,1.414214,1.324972,?,?
bool/mpsReduced/mps-red-misc01.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-enigma.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-agg.xml,1,0,0,1.414214,1.414214,?,?
bool/mpsReduced/mps-red-sc205.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-afiro.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-gr4x6.xml,1,32.727273,272.727273,1.414214,1.234582,0.89854,0.491676
bool/mpsReduced/mps-red-bk4x3.xml,1,?,?,?,?,0.96171,0.496131
bool/mpsReduced/mps-red-ran8x32.xml,1,45.714286,379.285714,1.414214,1.238251,0.774741,0.431932
bool/mpsReduced/mps-red-ran10x26.xml,1,46.987952,389.759036,1.414214,1.237343,0.775879,0.507197
bool/mpsReduced/mps-red-blend.xml,1,3.076923,26.666667,1.414214,1.259343,?,?
bool/mpsReduced/mps-red-scagr7.xml,1,9.577465,77.13615,1.414214,1.31891,?,?
bool/mpsReduced/mps-red-arki001.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-nazareth.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-ran10x10b.xml,1,?,?,?,?,0.79632,0.515522
bool/mpsReduced/mps-red-est.xml,1,17.142857,71.428571,1.414214,1.414214,?,?
bool/mpsReduced/mps-red-egout.xml,1,?,?,?,?,0.950582,0.548982
bool/mpsReduced/mps-red-neos20.xml,1,45.771268,202.327828,1.414214,1.211446,?,?
bool/mpsReduced/mps-red-neos15.xml,1,5.504587,20.183486,1.414214,1.414214,?,?
bool/mpsReduced/mps-red-ran10x10a.xml,1,?,?,?,?,0.798919,0.515312
bool/mpsReduced/mps-red-glass4.xml,1,6.122449,28.253968,1.414214,1.412399,?,?
bool/mpsReduced/mps-red-liu.xml,1,0,0,1.414214,1.414214,?,?
bool/mpsReduced/mps-red-adlittle.xml,1,3.380282,28.732394,1.414214,1.276405,?,?
bool/mpsReduced/mps-red-sc50b.xml,1,0,0,1.414214,1.326022,?,?
bool/mpsReduced/mps-red-25fv47.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-beaconfd.xml,1,0,0,1.414214,1.414214,?,?
bool/mpsReduced/mps-red-ran17x17.xml,1,?,?,?,?,0.777516,0.436324
bool/mpsReduced/mps-red-qnet1.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-misc07.xml,1,24.534413,120.080972,1.414214,1.414214,?,?
bool/mpsReduced/mps-red-agg3.xml,1,0,0,1.414214,1.414214,?,?
bool/mpsReduced/mps-red-pk1.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-rout.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-lotfi.xml,1,3.629032,29.919355,1.414214,1.340955,?,?
bool/mpsReduced/mps-red-bandm.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-aflow30a.xml,1,54.551148,304.812109,1.414214,1.414214,?,?
bool/mpsReduced/mps-red-sc105.xml,1,0,0,1.414214,1.373348,?,?
bool/mpsReduced/mps-red-vpm1.xml,1,-1,-1,-1,-1,?,?
bool/mpsReduced/mps-red-UMTS.xml,1,37.995849,63.024014,1.414214,1.34178,?,?
bool/mpsReduced/mps-red-recipe.xml,1,22.331839,128.026906,1.414214,1.374457,?,?
bool/mpsReduced/mps-red-timtab2.xml,1,27.303058,113.846154,1.414214,1.414214,?,?
bool/mpsReduced/mps-red-ran14x18.xml,1,47.848101,398.291139,1.414214,1.241458,0.778665,0.49118
bool/mpsReduced/mps-red-kb2.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-stocfor1.xml,1,5.333333,47.555556,1.414214,1.263723,0.555568,0.472949
bool/mpsReduced/mps-red-ran16x16.xml,1,?,?,?,?,0.774918,0.441335
bool/mpsReduced/mps-red-bal8x12.xml,1,42.352941,352.941176,1.414214,1.24218,0.83391,0.482006
bool/mpsReduced/mps-red-harp2.xml,1,-1,-1,-1,-1,?,?
bool/mpsReduced/mps-red-pp08a.xml,1,19.2,160,1.414214,1.365338,?,?
bool/mpsReduced/mps-red-misc02.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-rgn.xml,1,38.709677,187.096774,1.414214,1.414214,?,?
bool/mpsReduced/mps-red-noswot.xml,1,?,?,?,?,0.796446,0.465388
bool/mpsReduced/mps-red-fiber.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-misc05.xml,1,30.455927,261.033435,1.414214,1.290129,?,?
bool/mpsReduced/mps-red-mkc.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-markshare2.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-share2b.xml,1,1.651376,13.211009,1.414214,1.251834,?,?
bool/mpsReduced/mps-red-vpm2.xml,1,-1,-1,-1,-1,?,?
bool/mpsReduced/mps-red-bg512142.xml,1,0.039037,0.039037,1.414214,1.414003,?,?
bool/mpsReduced/mps-red-blend2.xml,1,47.142857,395.408163,1.414214,1.315666,?,?
bool/mpsReduced/mps-red-bienst1.xml,1,2.622951,9.562842,1.414214,1.414214,?,?
bool/mpsReduced/mps-red-bell4.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-ran6x43.xml,1,43.483146,360.168539,1.414214,1.232581,0.797938,0.491761
bool/mpsReduced/mps-red-railway-8-1-0.xml,1,7.142403,8.175461,1.414214,1.414214,?,?
bool/mpsReduced/mps-red-ran4x64.xml,1,39.183673,324.183673,1.414214,1.232539,0.769282,0.437624
bool/mpsReduced/mps-red-bell3b.xml,1,27.870968,88.774194,1.414214,1.340759,?,?
bool/mpsReduced/mps-red-net12.xml,1,6.122449,28.253968,1.414214,1.412399,?,?
bool/mpsReduced/mps-red-agg2.xml,1,0,0,1.414214,1.414214,?,?
bool/mpsReduced/mps-red-aflow40b.xml,1,56.754508,314.868239,1.414214,1.414214,?,?
