@RELATION 'FEATURE_VALUES_COP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE v_num_consts NUMERIC
@ATTRIBUTE gr_avg_diam_vg NUMERIC
@ATTRIBUTE v_ratio_bounded NUMERIC
@ATTRIBUTE d_int_vars NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE c_avg_deg_cons NUMERIC
@ATTRIBUTE v_ent_deg_vars NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE c_max_dom_cons NUMERIC
@ATTRIBUTE c_avg_dom_cons NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE gr_cv_deg_vg NUMERIC
@ATTRIBUTE gr_ent_diam_vg NUMERIC
@ATTRIBUTE gr_avg_deg_vg NUMERIC
@ATTRIBUTE c_ent_deg_cons NUMERIC
@ATTRIBUTE gr_avg_clust_cg NUMERIC
@ATTRIBUTE gr_cv_deg_cg NUMERIC
@ATTRIBUTE v_ent_dom_vars NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC
@ATTRIBUTE v_sum_dom_vars NUMERIC
@ATTRIBUTE v_sum_domdeg_vars NUMERIC
@ATTRIBUTE v_ent_domdeg_vars NUMERIC
@ATTRIBUTE v_max_dom_vars NUMERIC
@ATTRIBUTE o_deg_avg NUMERIC
@ATTRIBUTE gr_ent_deg_cg NUMERIC
@ATTRIBUTE s_labeled_vars NUMERIC
@ATTRIBUTE c_max_deg_cons NUMERIC
@ATTRIBUTE gr_ent_clust_cg NUMERIC
@ATTRIBUTE v_cv_domdeg_vars NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE v_max_domdeg_vars NUMERIC
@ATTRIBUTE c_cv_dom_cons NUMERIC
@ATTRIBUTE v_avg_dom_vars NUMERIC
@ATTRIBUTE c_cv_deg_cons NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE v_min_domdeg_vars NUMERIC
@ATTRIBUTE gr_ent_deg_vg NUMERIC
@ATTRIBUTE gr_cv_clust_cg NUMERIC
@ATTRIBUTE gr_max_diam_vg NUMERIC
@ATTRIBUTE v_cv_deg_vars NUMERIC
@ATTRIBUTE c_min_dom_cons NUMERIC
@ATTRIBUTE o_deg_std NUMERIC
@ATTRIBUTE gr_cv_diam_vg NUMERIC
@ATTRIBUTE v_logprod_dom_vars NUMERIC
@ATTRIBUTE gr_min_deg_vg NUMERIC
@ATTRIBUTE gr_avg_deg_cg NUMERIC
@ATTRIBUTE o_di_de NUMERIC
@ATTRIBUTE gr_max_deg_vg NUMERIC
@ATTRIBUTE v_num_vars NUMERIC
@ATTRIBUTE c_logprod_deg_cons NUMERIC
@ATTRIBUTE o_dom_std NUMERIC
@ATTRIBUTE v_max_deg_vars NUMERIC
@ATTRIBUTE dy_tot_time NUMERIC
@ATTRIBUTE v_sum_deg_vars NUMERIC
@ATTRIBUTE o_de_di NUMERIC
@ATTRIBUTE v_logprod_deg_vars NUMERIC
@ATTRIBUTE o_de NUMERIC
@ATTRIBUTE c_num_cons NUMERIC
@ATTRIBUTE dy_static_time NUMERIC
@ATTRIBUTE o_dom NUMERIC

@DATA
mznc12-problems/fast-food/fastfood.mzn_AND_mznc12-problems/fast-food/ff58.dzn,1,1.008075,0.991989,2.344549,49,13.903096,0.067295,743,9.831307,2.325768,-0.27998,0.021092,357.382494,22.435233,9.667125,1.55882,1.684737,3.448916,4.950202,0.952429,0.332005,1.156939,4.214195,440.817284,624726,327527.24224,4.134441,36376,0.426521,2.017946,1,37,0.930256,2.997207,5.172519,36376,0.578327,840.815612,0.581189,0.990654,23.358974,1.843983,1.357019,20,1.513029,9.831307,-0.379027,0.278195,7146.246956,2,15.610147,0.055556,39,743,872.561354,27.112022,39,2.19,1742,18,771.922866,36,749,0.1,36376
mznc12-problems/ship-schedule/ship-schedule.cp.mzn_AND_mznc12-problems/ship-schedule/5Ships.dzn,1,1.132597,0.882927,3.013487,463,8.937602,0.076048,1590,16.955944,2.660689,0.677524,0.638157,101.735662,4.694991,1.858078,41.464452,2.403366,2.982112,6.916152,1.244891,-1,1.157256,0.821882,122.015236,1015648,750881.760939,0.4938,489501,-1,3.696004,5,15,-1,52.414635,2.361877,489501,0.901048,165.038674,0.648741,0.527116,0.013072,2.684019,-1,13,3.969955,1,-1,0.358603,7818.956673,2,131.197418,-1,381,6154,8909.692869,-1,377,10.14,18545,-1,7695.38016,-1,6970,7.65,-1
mznc12-problems/still-life-wastage/still-life.mzn_AND_mznc12-problems/still-life-wastage/09.dzn,1,1.236579,0.808683,5.101911,0,4.356688,0,821,7.924813,4.125828,2.233054,0.420737,33.284213,4.472188,1.077443,4.368694,1.570342,2.070913,11.353048,2.005262,0.557489,1.094559,0.950719,1.957987,8625,4303.654687,1.317199,243,0.196005,4.853027,81,13,0.953548,3.098101,2.581118,82,0.788778,3.924022,0.666015,0.612583,0.028571,3.327766,0.310104,9,2.271775,1,-0.353906,0.644739,2808.914978,1,80.844739,8,110,2198,4809.058151,4.554434,70,6.39,11214,0.125,3203.602709,1,2718,4.17,82
mznc12-problems/still-life-wastage/still-life.mzn_AND_mznc12-problems/still-life-wastage/10.dzn,1,1.236579,0.808683,5.113291,0,4.355424,0,1001,8.174926,4.13503,2.219026,0.412219,35.369401,4.472308,1.074275,4.813023,1.582794,2.062886,11.41207,1.996595,-1,1.092753,0.940732,1.984298,10789,5359.587557,1.298467,289,-1,4.776876,100,14,-1,3.394864,2.568544,101,0.791406,3.994447,0.66633,0.610778,0.028571,3.333746,-1,9,2.29508,1,-1,0.645376,3443.16973,1,82.826347,-1,110,2701,5922.485133,-1,70,6.36,13811,-1,3927.733788,-1,3340,4.1,-1
mznc12-problems/mspsp/mspsp.mzn_AND_mznc12-problems/mspsp/medium_05.dzn,1,0.921671,1.084986,2.887728,153,2.939948,0.399478,159,5.426265,3.133144,-0.641651,0.860159,122.09903,7.382977,1.843849,2.193825,1.538291,2.126112,21.853786,1.621332,0.637561,1.77042,0.321716,1.396668,1624,534.923833,1.228753,43,1.038879,3.572204,5,38,0.978351,0.692358,2.295541,13.333333,2.429713,4.240209,1.592922,0.373938,0.5,3.435012,0.619175,6,1.265659,1,0.030718,0.482795,475.847223,0,11.971671,1,168,383,438.46019,3.844197,26,2.16,1106,1,391.29417,3,353,0.03,40
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/48_24_6.2.dzn,1,0.876289,1.141176,4.731959,1200,8.216495,6.190722,49,1.036885,5.4,-62.338349,0.00282,50.807355,5.410631,1.000217,0.176749,0.940475,2.307031,22.185567,1.786629,0.270588,1.365459,0.046592,0.917744,393,178.042416,0.585543,7,0.211329,0.866431,1,49,0.858637,0.579021,1.786629,7,1.148069,2.025773,1.136138,0.005882,0.0625,3.059571,1.594261,11,1.564469,2,-0.504114,0.172762,195.807355,2,15.258824,0.083333,55,194,303.402703,13.892444,32,2.07,918,12,278.782259,48,170,0.02,7
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_6.dzn,1,1.537332,0.650478,2.536707,80,76.185255,0.024992,3201,24.253497,1.650071,0.988051,0,994.393366,40.019995,24.253497,0,1.010351,1.782067,27.646361,0.375475,0.336012,3.15605,0,8254191.811231,64020003201,26421667987.75,1.14605,20000001,0.394212,1.396447,0,41,0.919039,0.210497,0.375475,20000001,2.492171,20000001,2.492171,1,5000000.25,3.622882,1.400096,153,0.215428,24.253497,-2.812026,0.975041,77635.443053,0,2.729933,0.025,80,3201,647.306869,0,4,3.3,8120,40,4192.126464,40,4921,1.1,20000001
mznc12-problems/ship-schedule/ship-schedule.cp.mzn_AND_mznc12-problems/ship-schedule/6ShipsMixed.dzn,1,1.158721,0.863021,3.050366,567,8.487969,0.085637,1449,15.708376,2.632529,0.62244,0.624156,109.958634,4.780798,1.887802,42.614001,2.529774,3.272385,6.387386,1.285116,-1,-1,0.787578,74.893799,685403,501114.408082,0.52971,320401,-1,-1,5,13,-1,53.853309,2.567118,320401,0.893965,102.436557,0.555568,0.520057,0.012903,2.824645,-1,14,3.816994,1,-1,0.355358,8806.225761,0,-1,-1,396,6691,9921.086595,-1,391,10.47,20410,-1,8523.083498,-1,7753,7.93,-1
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/48_24_6.1.dzn,1,0.876289,1.141176,4.675258,1200,7.768041,6.190722,49,1.036885,5.335294,-62.353064,0.00282,50.807355,5.345926,1.000217,0.176749,0.943378,2.373171,22.072165,1.721586,0.270588,1.365459,0.046592,0.917961,393,178.084504,0.585543,7,0.213892,0.866431,1,49,0.858637,0.578514,1.721586,7,1.143693,2.025773,1.131355,0.005882,0.066667,2.960662,1.594261,10,1.55447,2,-0.505708,0.172555,195.807355,2,15.258824,0.083333,53,194,302.214645,13.892444,30,2.07,907,12,278.081503,48,170,0.02,7
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_5_5_20_1.dzn,1,0.907445,1.101996,5.028169,1105,7.672032,2.263581,287,6.716793,5.54102,-21.747981,0.543924,207.469667,21.105576,3.27153,2.980295,0.985038,3.010225,28.519115,1.502457,0.515285,1.290285,2.31155,15.743601,16166,7824.569745,2.201125,901,0.19888,3.531697,5,57,0.95423,3.795834,4.250655,901,1.808547,32.527163,1.52895,0.496674,0.285714,3.273428,0.697864,31,1.586518,2,-0.504955,0.691978,1502.160202,2,27.201774,0.022222,96,497,762.797267,8.95882,32,2.19,2499,45,753.728159,45,451,0.11,901
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_3.dzn,1,1.537332,0.650478,2.536707,80,76.185255,0.024992,3201,24.253497,1.650071,0.988051,0,994.393366,40.019995,24.253497,0,1.010264,1.782067,27.64886,0.375475,0.336013,3.156119,0,8254191.811231,64020003201,26421667987.75,1.14605,20000001,0.394212,1.396447,0,41,0.919039,0.210497,0.375475,20000001,2.49229,20000001,2.49229,1,5000000.25,3.622993,1.400092,153,0.215428,24.253497,-2.812026,0.975041,77635.443053,0,2.729933,0.025,80,3201,647.300637,0,4,3.28,8120,40,4192.126464,40,4921,1.11,20000001
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/52_26_6.1.dzn,1,0.875,1.142857,4.903846,1404,8.096154,6.754808,53,1.034101,5.604396,-69.604392,0.00252,54.807355,5.614326,1.000187,0.170873,0.943644,2.396448,23.932692,1.83798,0.274302,1.371493,0.043941,0.914078,421,190.128146,0.586577,7,0.203922,0.976799,1,53,0.863121,0.56962,1.83798,7,1.164253,2.024038,1.15315,0.005495,0.0625,3.081583,1.58114,11,1.598072,2,-0.498149,0.166965,209.807355,2,16.538462,0.096154,57,208,329.432519,14.387495,32,2.08,1020,10.4,301.559313,52,182,0.02,7
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_7_5_20_1.dzn,1,0.899543,1.111675,5.721461,1905,8.611872,2.929985,367,7.227985,6.360406,-30.795077,0.557252,251.682057,26.853431,3.397614,3.193293,1.013187,3.132882,36.748858,1.463517,0.52213,1.360711,2.290084,17.491634,24541,11492.003225,2.087748,1101,0.174781,3.50768,5,77,0.937275,4.02017,4.275372,1101,2.079193,37.35312,1.763898,0.497462,0.285714,3.22927,0.698235,41,1.74269,2,-0.473532,0.87669,2036.304128,2,32.65313,0.018182,116,657,1010.725497,8.917267,42,2.31,3759,55,1023.263127,55,591,0.22,1101
mznc12-problems/fast-food/fastfood.mzn_AND_mznc12-problems/fast-food/ff59.dzn,1,1.011524,0.988608,2.341869,32,25.861716,0.042254,781,9.475733,2.31519,-0.090918,0.015857,254.232599,21.621886,9.354814,1.004767,1.311141,4.319826,4.09219,0.98141,0.324505,1.101121,3.876575,340.251307,518909,265736.270936,3.905051,19189,0.427009,1.955615,1,27,0.926504,1.988981,4.782413,19189,0.430964,664.416133,0.432072,0.987342,24.551724,1.798124,1.361095,43,1.286912,9.475733,-0.445245,0.290814,7278.010833,2,12.086076,0.846154,28,781,920.636113,27.748724,29,2.2,1829,1.181818,818.478558,26,790,0.09,19189
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/52_26_6.2.dzn,1,0.876777,1.140541,4.886256,1404,8.293839,6.658768,53,1.034101,5.572973,-68.613653,0.0025,54.807355,5.582742,1.000184,0.169688,0.953467,2.252035,23.668246,1.756217,0.27027,1.384803,0.043414,0.915074,427,193.080697,0.581067,7,0.204656,0.864139,1,53,0.85692,0.565425,1.756217,7,1.164578,2.023697,1.153516,0.005405,0.0625,3.043669,1.599277,11,1.597559,2,-0.49785,0.156565,212.807355,2,16.324324,0.076923,57,211,333.267797,14.491377,32,2.09,1031,13,305.081788,52,185,0.02,7
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/52_26_6.3.dzn,1,0.871921,1.146893,5.093596,1404,8.714286,6.921182,53,1.034101,5.841808,-71.353348,0.002555,54.807355,5.852019,1.000193,0.172904,0.916728,2.304855,24.70936,1.8725,0.282486,1.349332,0.04485,0.911394,411,185.012898,0.596019,7,0.196325,0.880599,1,53,0.873561,0.579053,1.8725,7,1.156784,2.024631,1.146331,0.00565,0.060606,3.104586,1.550433,11,1.601439,2,-0.501845,0.168836,204.807355,2,16.971751,0.096154,58,203,326.955436,14.21267,33,2.09,1034,10.4,298.234631,52,177,0.02,7
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_3_3_30_1.dzn,1,0.950178,1.052434,3.839858,321,5.996441,1.24911,199,6.056708,4.041199,-9.288786,0.511989,180.909558,12.247367,3.147076,2.372341,1.060765,2.52629,16.868327,1.570187,0.521603,1.237546,2.468371,17.195523,9144,4831.942053,2.518395,781,0.260426,3.392545,5,40,0.962014,3.229792,3.968134,781,1.213946,32.540925,1.033173,0.494382,0.243243,3.286487,0.689417,15,1.65496,2,-0.446883,0.327089,873.465548,2,19.857678,0.025641,84,281,428.035041,9.695295,37,2.09,1079,39,384.878936,39,267,0.03,781
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model20-3-5.dzn,1,1.412037,0.708197,3.74537,40,8.884259,0.189815,76,3.139517,2.652459,1.108782,0.28431,48.76049,3.738665,1.306239,14.585228,0.754759,2.887558,9.574074,0.952347,0.53278,1.144968,1.060879,463.800475,100546,100180.902564,0.943064,100016,0.266996,2.90504,5,21,0.955931,14.63863,2.154957,100016,1.665442,465.490741,1.024247,0.459016,0.153846,3.210963,0.4602,13,0.715918,2,-1.023865,0.378627,278.432511,0,11.127869,0.1,29,216,358.489925,14.662878,13,2.12,809,10,361.477982,10,305,0.02,100016
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model30-4-6.dzn,1,1.85877,0.53799,4.808656,60,11.881549,0.138952,127,2.978127,2.58701,1.481071,0.358875,92.321928,3.944882,1.378036,20.828948,0.753422,2.790951,12.984055,0.566937,0.606333,1.444957,0.878584,547.434254,241169,240323.637296,0.993058,240025,0.207958,3.038005,5,31,0.577004,20.902384,1.695185,240025,2.305105,549.359909,1.24315,0.392157,0.153846,3.406426,0.319896,18,0.823497,2,-0.961802,0.394721,558.44825,0,16.29902,0.0625,45,439,917.46985,20.928449,16,2.2,2111,16,852.149173,16,816,0.06,240025
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_5_3_20_1.dzn,1,0.922849,1.083601,4.27003,505,6.72997,1.557864,207,6.210112,4.62701,-12.818364,0.524348,163.18438,15.1888,3.085834,2.663326,0.954104,2.816521,20.189911,1.563305,0.50823,1.199419,2.365588,13.397576,8891,4514.982966,2.287016,701,0.23419,3.564783,5,37,0.928643,3.59156,4.189744,701,1.433198,26.382789,1.218064,0.495177,0.285714,3.318525,0.692972,21,1.444347,2,-0.530212,0.470745,985.13233,2,21.344051,0.028571,76,337,514.452586,9.600911,27,2.11,1439,35,489.565861,35,311,0.05,701
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model50-4-4.dzn,1,1.902834,0.525532,5.153846,100,13.25776,0.136302,151,3.307478,2.708511,1.376153,0.390604,168.681367,4.492383,1.477287,27.021675,0.675835,1.993403,23.465587,0.432651,0.695121,1.92759,0.812855,405.578092,302051,300533.366234,0.84223,300041,0.19403,3.116492,5,51,0.419921,27.158314,1.609224,300041,3.164058,407.626181,1.783795,0.425532,0.090909,3.493077,0.290794,18,0.986545,2,-0.816962,0.243394,933.360111,0,21.70922,0.05,69,741,1557.988965,27.202941,22,2.41,3819,20,1466.604075,20,1410,0.24,300041
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model55-3-12.dzn,1,1.699374,0.588452,4.660752,110,11.681628,0.115866,254,3.443816,2.742629,1.196414,0.408632,192.853702,4.65896,1.501355,30.584922,0.997887,2.430425,16.279749,0.517291,0.70576,2.072155,0.719483,230.418666,222564,220741.082234,0.654813,220045,0.214558,2.97219,5,56,0.606448,30.837763,1.607132,220045,3.375379,232.321503,1.750287,0.425676,0.083333,3.569023,0.340301,17,1.166578,2,-0.673288,0.354253,1161.295737,0,23.787469,0.045455,76,958,1839.138847,30.935415,24,2.6,4465,22,1701.447695,22,1628,0.35,220045
