@RELATION 'feature_values_premarshalling_astar_2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 7'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE container-density NUMERIC
@ATTRIBUTE group-same-mean NUMERIC
@ATTRIBUTE stacks NUMERIC
@ATTRIBUTE group-same-stdev NUMERIC
@ATTRIBUTE tiers NUMERIC
@ATTRIBUTE overstowing-stack-pct NUMERIC
@ATTRIBUTE stack-tier-ratio NUMERIC

@DATA
BF18_cpmp_20_5_60_12_45_5,1,0.6,4.61538,20,2.20274,5,0.6,0.25
BF18_cpmp_20_5_60_12_45_6,1,0.6,4.61538,20,1.49556,5,0.6,0.25
BF18_cpmp_20_5_60_12_45_7,1,0.6,4.61538,20,1.54613,5,0.65,0.25
BF18_cpmp_20_5_60_12_45_8,1,0.6,4.61538,20,1.94297,5,0.6,0.25
BF18_cpmp_20_5_60_12_45_9,1,0.6,4.61538,20,1.38888,5,0.6,0.25
BF19_cpmp_20_5_60_24_36_1,1,0.6,2.4,20,0.979796,5,0.7,0.25
BF19_cpmp_20_5_60_24_36_10,1,0.6,2.4,20,1.13137,5,0.7,0.25
BF19_cpmp_20_5_60_24_36_11,1,0.6,2.4,20,0.938083,5,0.5,0.25
BF19_cpmp_20_5_60_24_36_14,1,0.6,2.4,20,0.748331,5,0.7,0.25
BF19_cpmp_20_5_60_24_36_15,1,0.6,2.4,20,1.0583,5,0.65,0.25
BF19_cpmp_20_5_60_24_36_16,1,0.6,2.4,20,0.848528,5,0.65,0.25
BF19_cpmp_20_5_60_24_36_17,1,0.6,2.4,20,0.979796,5,0.55,0.25
BF19_cpmp_20_5_60_24_36_18,1,0.6,2.4,20,0.8,5,0.65,0.25
BF19_cpmp_20_5_60_24_36_2,1,0.6,2.4,20,0.979796,5,0.6,0.25
BF19_cpmp_20_5_60_24_36_20,1,0.6,2.4,20,1.0198,5,0.55,0.25
BF19_cpmp_20_5_60_24_36_3,1,0.6,2.4,20,1.2,5,0.7,0.25
BF19_cpmp_20_5_60_24_36_5,1,0.6,2.4,20,0.848528,5,0.6,0.25
BF19_cpmp_20_5_60_24_36_6,1,0.6,2.4,20,0.938083,5,0.6,0.25
BF19_cpmp_20_5_60_24_36_7,1,0.6,2.4,20,1.0198,5,0.55,0.25
BF19_cpmp_20_5_60_24_36_8,1,0.6,2.4,20,0.848528,5,0.75,0.25
BF19_cpmp_20_5_60_24_36_9,1,0.6,2.4,20,0.894427,5,0.65,0.25
BF2_cpmp_16_5_48_10_36_1,1,0.6,4.36364,16,1.66639,5,625,0.3125
BF2_cpmp_16_5_48_10_36_11,1,0.6,4.36364,16,1.49379,5,625,0.3125
BF2_cpmp_16_5_48_10_36_12,1,0.6,4.36364,16,2.1436,5,625,0.3125
BF2_cpmp_16_5_48_10_36_13,1,0.6,4.36364,16,1.87193,5,0.6875,0.3125
BF2_cpmp_16_5_48_10_36_14,1,0.6,4.36364,16,1.82272,5,625,0.3125
BF2_cpmp_16_5_48_10_36_15,1,0.6,4.36364,16,1.66639,5,625,0.3125
BF2_cpmp_16_5_48_10_36_17,1,0.6,4.36364,16,1.43164,5,0.6875,0.3125
BF2_cpmp_16_5_48_10_36_18,1,0.6,4.36364,16,1.55346,5,625,0.3125
BF2_cpmp_16_5_48_10_36_19,1,0.6,4.36364,16,1.61091,5,625,0.3125
BF2_cpmp_16_5_48_10_36_2,1,0.6,4.36364,16,1.72008,5,0.6875,0.3125
BF2_cpmp_16_5_48_10_36_20,1,0.6,4.36364,16,1.87193,5,625,0.3125
BF2_cpmp_16_5_48_10_36_3,1,0.6,4.36364,16,1.55346,5,625,0.3125
BF2_cpmp_16_5_48_10_36_4,1,0.6,4.36364,16,1.77214,5,625,0.3125
BF2_cpmp_16_5_48_10_36_5,1,0.6,4.36364,16,1.55346,5,625,0.3125
BF2_cpmp_16_5_48_10_36_6,1,0.6,4.36364,16,1.55346,5,625,0.3125
BF2_cpmp_16_5_48_10_36_7,1,0.6,4.36364,16,1.82272,5,625,0.3125
BF2_cpmp_16_5_48_10_36_8,1,0.6,4.36364,16,1.55346,5,625,0.3125
BF2_cpmp_16_5_48_10_36_9,1,0.6,4.36364,16,1.77214,5,625,0.3125
BF20_cpmp_20_5_60_24_45_1,1,0.6,2.4,20,0.938083,5,0.6,0.25
BF20_cpmp_20_5_60_24_45_10,1,0.6,2.4,20,0.848528,5,0.6,0.25
BF20_cpmp_20_5_60_24_45_11,1,0.6,2.4,20,1.49666,5,0.65,0.25
BF20_cpmp_20_5_60_24_45_12,1,0.6,2.4,20,1.09545,5,0.65,0.25
BF20_cpmp_20_5_60_24_45_13,1,0.6,2.4,20,1.2,5,0.65,0.25
BF20_cpmp_20_5_60_24_45_14,1,0.6,2.4,20,0.979796,5,0.6,0.25
BF20_cpmp_20_5_60_24_45_15,1,0.6,2.4,20,0.8,5,0.6,0.25
BF20_cpmp_20_5_60_24_45_17,1,0.6,2.4,20,0.979796,5,0.65,0.25
BF20_cpmp_20_5_60_24_45_2,1,0.6,2.4,20,0.894427,5,0.6,0.25
BF20_cpmp_20_5_60_24_45_20,1,0.6,2.4,20,0.894427,5,0.6,0.25
BF20_cpmp_20_5_60_24_45_3,1,0.6,2.4,20,1.09545,5,0.65,0.25
BF20_cpmp_20_5_60_24_45_5,1,0.6,2.4,20,0.894427,5,0.6,0.25
BF20_cpmp_20_5_60_24_45_6,1,0.6,2.4,20,1.0198,5,0.6,0.25
BF20_cpmp_20_5_60_24_45_7,1,0.6,2.4,20,1.0198,5,0.6,0.25
BF20_cpmp_20_5_60_24_45_8,1,0.6,2.4,20,1.0198,5,0.6,0.25
BF20_cpmp_20_5_60_24_45_9,1,0.6,2.4,20,1.0583,5,0.6,0.25
BF21_cpmp_20_5_80_16_48_11,1,0.8,4.70588,20,1.22545,5,0.8,0.25
BF21_cpmp_20_5_80_16_48_14,1,0.8,4.70588,20,1.36186,5,0.9,0.25
BF21_cpmp_20_5_80_16_48_16,1,0.8,4.70588,20,1.4858,5,0.85,0.25
BF21_cpmp_20_5_80_16_48_18,1,0.8,4.70588,20,1.63652,5,0.8,0.25
BF21_cpmp_20_5_80_16_48_19,1,0.8,4.70588,20,1.52488,5,1,0.25
BF21_cpmp_20_5_80_16_48_2,1,0.8,4.70588,20,1.44567,5,0.8,0.25
BF21_cpmp_20_5_80_16_48_3,1,0.8,4.70588,20,1.80733,5,0.75,0.25
BF21_cpmp_20_5_80_16_48_4,1,0.8,4.70588,20,1.40439,5,0.85,0.25
BF21_cpmp_20_5_80_16_48_5,1,0.8,4.70588,20,1.36186,5,0.85,0.25
BF21_cpmp_20_5_80_16_48_7,1,0.8,4.70588,20,1.31796,5,0.75,0.25
BF21_cpmp_20_5_80_16_48_8,1,0.8,4.70588,20,1.52488,5,0.75,0.25
BF21_cpmp_20_5_80_16_48_9,1,0.8,4.70588,20,1.52488,5,0.75,0.25
BF22_cpmp_20_5_80_16_60_11,1,0.8,4.70588,20,1.36186,5,0.8,0.25
BF22_cpmp_20_5_80_16_60_16,1,0.8,4.70588,20,1.67208,5,0.85,0.25
BF22_cpmp_20_5_80_16_60_4,1,0.8,4.70588,20,1.7069,5,0.9,0.25
BF22_cpmp_20_5_80_16_60_6,1,0.8,4.70588,20,1.52488,5,0.8,0.25
BF22_cpmp_20_5_80_16_60_7,1,0.8,4.70588,20,1.77448,5,0.8,0.25
BF22_cpmp_20_5_80_16_60_9,1,0.8,4.70588,20,1.52488,5,0.85,0.25
BF23_cpmp_20_5_80_32_48_10,1,0.8,2.42424,20,1.07394,5,0.9,0.25
BF23_cpmp_20_5_80_32_48_11,1,0.8,2.42424,20,0.985664,5,0.85,0.25
BF23_cpmp_20_5_80_32_48_12,1,0.8,2.42424,20,1.20681,5,0.9,0.25
BF23_cpmp_20_5_80_32_48_15,1,0.8,2.42424,20,0.922129,5,0.8,0.25
BF23_cpmp_20_5_80_32_48_16,1,0.8,2.42424,20,1.39328,5,0.9,0.25
BF23_cpmp_20_5_80_32_48_18,1,0.8,2.42424,20,1.25602,5,0.65,0.25
BF23_cpmp_20_5_80_32_48_3,1,0.8,2.42424,20,0.888659,5,0.85,0.25
BF23_cpmp_20_5_80_32_48_4,1,0.8,2.42424,20,0.922129,5,0.75,0.25
BF23_cpmp_20_5_80_32_48_6,1,0.8,2.42424,20,1.41486,5,0.85,0.25
BF23_cpmp_20_5_80_32_48_7,1,0.8,2.42424,20,1.04534,5,0.75,0.25
BF24_cpmp_20_5_80_32_60_13,1,0.8,2.42424,20,0.853879,5,0.85,0.25
BF24_cpmp_20_5_80_32_60_17,1,0.8,2.42424,20,0.779678,5,0.8,0.25
BF24_cpmp_20_5_80_32_60_2,1,0.8,2.42424,20,0.888659,5,0.8,0.25
BF24_cpmp_20_5_80_32_60_8,1,0.8,2.42424,20,1.1018,5,0.8,0.25
BF25_cpmp_20_8_96_20_58_20,1,0.6,4.57143,20,1.56057,8,0.8,0.4
BF26_cpmp_20_8_96_20_72_5,1,0.6,4.57143,20,1.62045,8,0.6,0.4
BF27_cpmp_20_8_96_39_58_12,1,0.6,2.4,20,0.830662,8,0.8,0.4
BF27_cpmp_20_8_96_39_58_6,1,0.6,2.4,20,0.860233,8,0.8,0.4
BF27_cpmp_20_8_96_39_58_9,1,0.6,2.4,20,0.943398,8,0.9,0.4
BF28_cpmp_20_8_96_39_72_19,1,0.6,2.4,20,1.09087,8,0.7,0.4
BF3_cpmp_16_5_48_20_29_1,1,0.6,2.28571,16,1.45219,5,0.6875,0.3125
BF3_cpmp_16_5_48_20_29_11,1,0.6,2.28571,16,0.764875,5,0.5625,0.3125
BF3_cpmp_16_5_48_20_29_13,1,0.6,2.28571,16,0.933139,5,625,0.3125
BF3_cpmp_16_5_48_20_29_14,1,0.6,2.28571,16,1.16058,5,0.75,0.3125
BF3_cpmp_16_5_48_20_29_16,1,0.6,2.28571,16,1.07539,5,0.5625,0.3125
BF3_cpmp_16_5_48_20_29_19,1,0.6,2.28571,16,1.20091,5,625,0.3125
BF3_cpmp_16_5_48_20_29_20,1,0.6,2.28571,16,0.982846,5,625,0.3125
BF3_cpmp_16_5_48_20_29_3,1,0.6,2.28571,16,0.982846,5,0.5625,0.3125
BF3_cpmp_16_5_48_20_29_5,1,0.6,2.28571,16,0.824786,5,0.6875,0.3125
BF3_cpmp_16_5_48_20_29_6,1,0.6,2.28571,16,0.933139,5,625,0.3125
BF3_cpmp_16_5_48_20_29_8,1,0.6,2.28571,16,0.824786,5,0.75,0.3125
BF3_cpmp_16_5_48_20_29_9,1,0.6,2.28571,16,0.880631,5,625,0.3125
BF4_cpmp_16_5_48_20_36_1,1,0.6,2.28571,16,0.764875,5,625,0.3125
BF4_cpmp_16_5_48_20_36_10,1,0.6,2.28571,16,0.933139,5,625,0.3125
BF4_cpmp_16_5_48_20_36_11,1,0.6,2.28571,16,0.933139,5,625,0.3125
BF4_cpmp_16_5_48_20_36_13,1,0.6,2.28571,16,1.35023,5,625,0.3125
BF4_cpmp_16_5_48_20_36_14,1,0.6,2.28571,16,1.11879,5,625,0.3125
BF4_cpmp_16_5_48_20_36_15,1,0.6,2.28571,16,1.20091,5,625,0.3125
BF4_cpmp_16_5_48_20_36_16,1,0.6,2.28571,16,0.880631,5,625,0.3125
BF4_cpmp_16_5_48_20_36_17,1,0.6,2.28571,16,0.982846,5,625,0.3125
BF4_cpmp_16_5_48_20_36_18,1,0.6,2.28571,16,0.933139,5,625,0.3125
BF4_cpmp_16_5_48_20_36_19,1,0.6,2.28571,16,1.11879,5,0.5625,0.3125
BF4_cpmp_16_5_48_20_36_2,1,0.6,2.28571,16,0.933139,5,0.5625,0.3125
BF4_cpmp_16_5_48_20_36_20,1,0.6,2.28571,16,1.27775,5,0.6875,0.3125
BF4_cpmp_16_5_48_20_36_3,1,0.6,2.28571,16,0.933139,5,0.6875,0.3125
BF4_cpmp_16_5_48_20_36_5,1,0.6,2.28571,16,1.54744,5,625,0.3125
BF4_cpmp_16_5_48_20_36_6,1,0.6,2.28571,16,0.699854,5,625,0.3125
BF4_cpmp_16_5_48_20_36_7,1,0.6,2.28571,16,0.824786,5,625,0.3125
BF4_cpmp_16_5_48_20_36_8,1,0.6,2.28571,16,0.982846,5,0.6875,0.3125
BF4_cpmp_16_5_48_20_36_9,1,0.6,2.28571,16,0.764875,5,0.5625,0.3125
BF5_cpmp_16_5_64_13_39_1,1,0.8,4.57143,16,1.54524,5,0.8125,0.3125
BF5_cpmp_16_5_64_13_39_10,1,0.8,4.57143,16,1.4983,5,0.8125,0.3125
BF5_cpmp_16_5_64_13_39_11,1,0.8,4.57143,16,1.44984,5,0.8125,0.3125
BF5_cpmp_16_5_64_13_39_12,1,0.8,4.57143,16,1.63507,5,0.75,0.3125
BF5_cpmp_16_5_64_13_39_14,1,0.8,4.57143,16,1.80136,5,875,0.3125
BF5_cpmp_16_5_64_13_39_15,1,0.8,4.57143,16,1.34771,5,0.9375,0.3125
BF5_cpmp_16_5_64_13_39_17,1,0.8,4.57143,16,1.44984,5,875,0.3125
BF5_cpmp_16_5_64_13_39_2,1,0.8,4.57143,16,2.16182,5,0.9375,0.3125
BF5_cpmp_16_5_64_13_39_20,1,0.8,4.57143,16,1.39971,5,875,0.3125
BF5_cpmp_16_5_64_13_39_3,1,0.8,4.57143,16,1.4983,5,0.75,0.3125
BF5_cpmp_16_5_64_13_39_4,1,0.8,4.57143,16,1.44984,5,0.8125,0.3125
BF5_cpmp_16_5_64_13_39_5,1,0.8,4.57143,16,1.54524,5,875,0.3125
BF5_cpmp_16_5_64_13_39_8,1,0.8,4.57143,16,1.34771,5,0.75,0.3125
BF5_cpmp_16_5_64_13_39_9,1,0.8,4.57143,16,1.76126,5,875,0.3125
BF6_cpmp_16_5_64_13_48_1,1,0.8,4.57143,16,1.63507,5,0.8125,0.3125
BF6_cpmp_16_5_64_13_48_11,1,0.8,4.57143,16,1.63507,5,0.8125,0.3125
BF6_cpmp_16_5_64_13_48_12,1,0.8,4.57143,16,1.59079,5,0.8125,0.3125
BF6_cpmp_16_5_64_13_48_13,1,0.8,4.57143,16,1.63507,5,0.8125,0.3125
BF6_cpmp_16_5_64_13_48_15,1,0.8,4.57143,16,1.54524,5,0.8125,0.3125
BF6_cpmp_16_5_64_13_48_16,1,0.8,4.57143,16,1.39971,5,875,0.3125
BF6_cpmp_16_5_64_13_48_17,1,0.8,4.57143,16,1.4983,5,0.8125,0.3125
BF6_cpmp_16_5_64_13_48_18,1,0.8,4.57143,16,1.4983,5,0.8125,0.3125
BF6_cpmp_16_5_64_13_48_19,1,0.8,4.57143,16,1.59079,5,0.8125,0.3125
BF6_cpmp_16_5_64_13_48_2,1,0.8,4.57143,16,1.39971,5,0.8125,0.3125
BF6_cpmp_16_5_64_13_48_3,1,0.8,4.57143,16,1.59079,5,0.8125,0.3125
BF6_cpmp_16_5_64_13_48_4,1,0.8,4.57143,16,1.72023,5,0.8125,0.3125
BF6_cpmp_16_5_64_13_48_6,1,0.8,4.57143,16,1.63507,5,0.8125,0.3125
BF6_cpmp_16_5_64_13_48_7,1,0.8,4.57143,16,1.44984,5,0.8125,0.3125
BF6_cpmp_16_5_64_13_48_8,1,0.8,4.57143,16,1.59079,5,0.8125,0.3125
BF6_cpmp_16_5_64_13_48_9,1,0.8,4.57143,16,1.76126,5,0.8125,0.3125
BF7_cpmp_16_5_64_26_39_1,1,0.8,2.37037,16,0.948611,5,0.8125,0.3125
BF7_cpmp_16_5_64_26_39_10,1,0.8,2.37037,16,1.09369,5,875,0.3125
BF7_cpmp_16_5_64_26_39_11,1,0.8,2.37037,16,0.908729,5,0.8125,0.3125
BF7_cpmp_16_5_64_26_39_12,1,0.8,2.37037,16,1.02372,5,0.8125,0.3125
BF7_cpmp_16_5_64_26_39_13,1,0.8,2.37037,16,1.09369,5,875,0.3125
BF7_cpmp_16_5_64_26_39_14,1,0.8,2.37037,16,0.908729,5,875,0.3125
BF7_cpmp_16_5_64_26_39_15,1,0.8,2.37037,16,0.823189,5,875,0.3125
BF7_cpmp_16_5_64_26_39_16,1,0.8,2.37037,16,0.908729,5,0.75,0.3125
BF7_cpmp_16_5_64_26_39_17,1,0.8,2.37037,16,1.09369,5,0.8125,0.3125
BF7_cpmp_16_5_64_26_39_19,1,0.8,2.37037,16,0.823189,5,0.9375,0.3125
BF7_cpmp_16_5_64_26_39_2,1,0.8,2.37037,16,0.948611,5,0.9375,0.3125
BF7_cpmp_16_5_64_26_39_20,1,0.8,2.37037,16,0.986882,5,875,0.3125
BF7_cpmp_16_5_64_26_39_3,1,0.8,2.37037,16,1.05929,5,0.9375,0.3125
BF7_cpmp_16_5_64_26_39_6,1,0.8,2.37037,16,1.15944,5,875,0.3125
BF7_cpmp_16_5_64_26_39_7,1,0.8,2.37037,16,0.823189,5,875,0.3125
BF7_cpmp_16_5_64_26_39_8,1,0.8,2.37037,16,0.908729,5,0.8125,0.3125
BF8_cpmp_16_5_64_26_48_1,1,0.8,2.37037,16,1.41809,5,875,0.3125
BF8_cpmp_16_5_64_26_48_11,1,0.8,2.37037,16,0.948611,5,875,0.3125
BF8_cpmp_16_5_64_26_48_12,1,0.8,2.37037,16,0.776895,5,0.8125,0.3125
BF8_cpmp_16_5_64_26_48_17,1,0.8,2.37037,16,0.908729,5,0.8125,0.3125
BF8_cpmp_16_5_64_26_48_20,1,0.8,2.37037,16,0.823189,5,0.8125,0.3125
BF8_cpmp_16_5_64_26_48_4,1,0.8,2.37037,16,0.823189,5,0.8125,0.3125
BF8_cpmp_16_5_64_26_48_5,1,0.8,2.37037,16,1.15944,5,0.8125,0.3125
BF8_cpmp_16_5_64_26_48_6,1,0.8,2.37037,16,0.823189,5,875,0.3125
BF8_cpmp_16_5_64_26_48_7,1,0.8,2.37037,16,1.02372,5,0.8125,0.3125
BF9_cpmp_16_8_77_16_47_1,1,0.601562,4.52941,16,2.40386,8,0.75,0.5
BF9_cpmp_16_8_77_16_47_10,1,0.601562,4.52941,16,1.33362,8,0.75,0.5
BF9_cpmp_16_8_77_16_47_12,1,0.601562,4.52941,16,1.71902,8,0.75,0.5
BF9_cpmp_16_8_77_16_47_3,1,0.601562,4.52941,16,1.28876,8,875,0.5
BF9_cpmp_16_8_77_16_47_4,1,0.601562,4.52941,16,1.4191,8,0.8125,0.5
BF9_cpmp_16_8_77_16_47_6,1,0.601562,4.52941,16,1.4191,8,875,0.5
BF9_cpmp_16_8_77_16_47_7,1,0.601562,4.52941,16,1.81878,8,875,0.5
BF9_cpmp_16_8_77_16_47_8,1,0.601562,4.52941,16,1.68445,8,0.9375,0.5
LC2a_lc2a_1,1,0.694444,4.54545,12,3.17271,6,0.666667,0.5
LC2a_lc2a_10,1,0.694444,4.54545,12,2.46295,6,0.666667,0.5
LC2a_lc2a_2,1,0.694444,4.54545,12,2.70903,6,0.833333,0.5
LC2a_lc2a_3,1,0.694444,4.54545,12,2.8079,6,0.75,0.5
LC2a_lc2a_4,1,0.694444,4.54545,12,2.14746,6,0.916667,0.5
LC2a_lc2a_5,1,0.694444,4.54545,12,2.49959,6,0.75,0.5
LC2a_lc2a_7,1,0.694444,4.54545,12,2.27091,6,0.666667,0.5
LC2b_lc2b_1,1,0.694444,4.54545,12,3.4997,6,0.833333,0.5
LC2b_lc2b_2,1,0.694444,4.54545,12,2.14746,6,0.833333,0.5
LC2b_lc2b_3,1,0.694444,4.54545,12,2.74238,6,1,0.5
LC2b_lc2b_4,1,0.694444,4.54545,12,1.87634,6,0.833333,0.5
LC2b_lc2b_5,1,0.694444,4.54545,12,2.34961,6,0.833333,0.5
LC2b_lc2b_6,1,0.694444,4.54545,12,2.70903,6,0.833333,0.5
LC2b_lc2b_7,1,0.694444,4.54545,12,1.61604,6,0.833333,0.5
LC2b_lc2b_9,1,0.694444,4.54545,12,1.82725,6,0.75,0.5
LC3a_lc3a_1,1,0.75,4.90909,12,2.31417,6,0.583333,0.5
LC3a_lc3a_10,1,0.75,4.90909,12,2.50289,6,0.75,0.5
LC3a_lc3a_3,1,0.75,4.90909,12,2.31417,6,0.666667,0.5
LC3a_lc3a_4,1,0.75,4.90909,12,2.50289,6,0.75,0.5
LC3a_lc3a_6,1,0.75,4.90909,12,2.02056,6,0.75,0.5
LC3a_lc3a_7,1,0.75,4.90909,12,2.67835,6,0.916667,0.5
LC3a_lc3a_8,1,0.75,4.90909,12,2.50289,6,0.75,0.5
LC3a_lc3a_9,1,0.75,4.90909,12,2.96815,6,0.75,0.5
LC3b_lc3b_1,1,0.75,4.90909,12,2.23422,6,1,0.5
LC3b_lc3b_10,1,0.75,4.90909,12,3.20382,6,0.833333,0.5
LC3b_lc3b_4,1,0.75,4.90909,12,2.74539,6,0.916667,0.5
LC3b_lc3b_5,1,0.75,4.90909,12,2.42916,6,0.916667,0.5
LC3b_lc3b_6,1,0.75,4.90909,12,2.27454,6,0.916667,0.5
LC3b_lc3b_8,1,0.75,4.90909,12,2.27454,6,0.916667,0.5
LC3b_lc3b_9,1,0.75,4.90909,12,2.71208,6,0.833333,0.5
cv_data5-10-33,1,0.714286,1,10,0,7,1,0.7
cv_data4-6-1,1,0.666667,1,6,0,6,1,1
cv_data4-4-19,1,0.666667,1,4,0,6,1,1.5
cv_data5-4-23,1,0.714286,1,4,0,7,1,1.75
cv_data4-5-2,1,0.666667,1,5,0,6,1,1.2
cv_data4-5-26,1,0.666667,1,5,0,6,1,1.2
cv_data5-5-12,1,0.714286,1,5,0,7,1,1.4
cv_data4-5-9,1,0.666667,1,5,0,6,1,1.2
cv_data5-7-19,1,0.714286,1,7,0,7,1,1
cv_data4-6-18,1,0.666667,1,6,0,6,1,1
cv_data4-4-21,1,0.666667,1,4,0,6,1,1.5
cv_data4-7-39,1,0.666667,1,7,0,6,0.857143,0.857143
cv_data4-7-27,1,0.666667,1,7,0,6,1,0.857143
cv_data5-7-40,1,0.714286,1,7,0,7,1,1
cv_data5-6-26,1,0.714286,1,6,0,7,1,1.16667
cv_data5-6-6,1,0.714286,1,6,0,7,1,1.16667
