@RELATION 'feature_values_premarshalling_astar_2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE container-density NUMERIC
@ATTRIBUTE group-same-mean NUMERIC
@ATTRIBUTE stacks NUMERIC
@ATTRIBUTE group-same-stdev NUMERIC
@ATTRIBUTE tiers NUMERIC
@ATTRIBUTE overstowing-stack-pct NUMERIC
@ATTRIBUTE stack-tier-ratio NUMERIC
@ATTRIBUTE group-same-min NUMERIC
@ATTRIBUTE group-same-max NUMERIC
@ATTRIBUTE bflb NUMERIC
@ATTRIBUTE empty-stack-pct NUMERIC
@ATTRIBUTE overstowage-pct NUMERIC
@ATTRIBUTE top-good-min NUMERIC
@ATTRIBUTE top-good-stdev NUMERIC
@ATTRIBUTE top-good-mean NUMERIC
@ATTRIBUTE top-good-max NUMERIC

@DATA
BF2_cpmp_16_5_48_10_36_20,1,0.6,4.36364,16,1.87193,5,625,0.3125,0,7,36,0.25,0.45,2,2.40832,5,10
BF2_cpmp_16_5_48_10_36_3,1,0.6,4.36364,16,1.55346,5,625,0.3125,0,6,36,0.3125,0.45,2,1.74642,4.5,7
BF2_cpmp_16_5_48_10_36_4,1,0.6,4.36364,16,1.77214,5,625,0.3125,0,7,36,0.3125,0.45,2,2.4,5.8,9
BF2_cpmp_16_5_48_10_36_5,1,0.6,4.36364,16,1.55346,5,625,0.3125,0,6,36,0.3125,0.45,2,2.37487,5.4,10
BF2_cpmp_16_5_48_10_36_6,1,0.6,4.36364,16,1.55346,5,625,0.3125,0,6,36,0.3125,0.45,2,2.2891,4.6,9
BF2_cpmp_16_5_48_10_36_7,1,0.6,4.36364,16,1.82272,5,625,0.3125,0,8,36,375,0.45,2,2.34307,4.9,9
BF2_cpmp_16_5_48_10_36_8,1,0.6,4.36364,16,1.55346,5,625,0.3125,0,6,36,0.3125,0.45,2,1.93907,5.2,8
BF2_cpmp_16_5_48_10_36_9,1,0.6,4.36364,16,1.77214,5,625,0.3125,0,7,36,0.3125,0.45,2,2.3,5.1,8
BF20_cpmp_20_5_60_24_45_1,1,0.6,2.4,20,0.938083,5,0.6,0.25,0,5,45,0.3,0.45,2,7.31817,10.6667,23
BF20_cpmp_20_5_60_24_45_10,1,0.6,2.4,20,0.848528,5,0.6,0.25,0,4,45,0.4,0.45,3,5.86124,11.75,22
BF20_cpmp_20_5_60_24_45_11,1,0.6,2.4,20,1.49666,5,0.65,0.25,0,7,45,0.35,0.45,2,5.28591,7.53846,22
BF20_cpmp_20_5_60_24_45_12,1,0.6,2.4,20,1.09545,5,0.65,0.25,0,5,45,0.3,0.45,3,6.02559,11,24
BF20_cpmp_20_5_60_24_45_13,1,0.6,2.4,20,1.2,5,0.65,0.25,0,5,45,0.3,0.45,3,5.87845,11.5385,21
BF20_cpmp_20_5_60_24_45_14,1,0.6,2.4,20,0.979796,5,0.6,0.25,0,4,45,0.35,0.45,3,5.66912,10.8333,20
BF20_cpmp_20_5_60_24_45_15,1,0.6,2.4,20,0.8,5,0.6,0.25,0,4,45,0.3,0.45,2,5.57275,9.66667,21
BF20_cpmp_20_5_60_24_45_17,1,0.6,2.4,20,0.979796,5,0.65,0.25,0,5,45,0.25,0.45,6,4.76178,13.6923,23
BF20_cpmp_20_5_60_24_45_2,1,0.6,2.4,20,0.894427,5,0.6,0.25,0,4,45,0.4,0.45,4,5.64887,12.0833,22
BF20_cpmp_20_5_60_24_45_20,1,0.6,2.4,20,0.894427,5,0.6,0.25,0,5,45,0.25,0.45,3,5.34569,12.5833,21
BF20_cpmp_20_5_60_24_45_3,1,0.6,2.4,20,1.09545,5,0.65,0.25,0,5,45,0.3,0.45,2,5.83805,10.6154,22
BF20_cpmp_20_5_60_24_45_5,1,0.6,2.4,20,0.894427,5,0.6,0.25,0,4,45,0.3,0.45,7,4.17,12.6667,21
BF20_cpmp_20_5_60_24_45_6,1,0.6,2.4,20,1.0198,5,0.6,0.25,0,4,45,0.3,0.45,4,3937,10,17
BF20_cpmp_20_5_60_24_45_7,1,0.6,2.4,20,1.0198,5,0.6,0.25,0,5,45,0.3,0.45,2,5.63225,9.33333,22
BF20_cpmp_20_5_60_24_45_8,1,0.6,2.4,20,1.0198,5,0.6,0.25,0,5,45,0.35,0.45,3,5.1228,9.41667,19
BF20_cpmp_20_5_60_24_45_9,1,0.6,2.4,20,1.0583,5,0.6,0.25,0,5,45,0.3,0.45,2,5.95586,13.1667,23
BF21_cpmp_20_5_80_16_48_11,1,0.8,4.70588,20,1.22545,5,0.8,0.25,0,6,51,0,0.48,2,3.72282,7375,15
BF21_cpmp_20_5_80_16_48_14,1,0.8,4.70588,20,1.36186,5,0.9,0.25,0,6,52,0,0.48,2,2.71314,5.83333,13
BF21_cpmp_20_5_80_16_48_16,1,0.8,4.70588,20,1.4858,5,0.85,0.25,0,7,50,0,0.48,2,3.40364,7.94118,14
BF21_cpmp_20_5_80_16_48_18,1,0.8,4.70588,20,1.63652,5,0.8,0.25,0,9,50,0,0.48,2,4.40835,7.9375,15
BF21_cpmp_20_5_80_16_48_19,1,0.8,4.70588,20,1.52488,5,1,0.25,0,7,54,0,0.48,2,3.89358,6.2,16
BF21_cpmp_20_5_80_16_48_2,1,0.8,4.70588,20,1.44567,5,0.8,0.25,0,6,52,0,0.48,2,3.28764,5.9375,13
BF21_cpmp_20_5_80_16_48_3,1,0.8,4.70588,20,1.80733,5,0.75,0.25,0,9,49,0,0.48,2,3.0037,5.66667,11
BF21_cpmp_20_5_80_16_48_4,1,0.8,4.70588,20,1.40439,5,0.85,0.25,0,6,50,0,0.48,2,3.48998,6.76471,14
BF21_cpmp_20_5_80_16_48_5,1,0.8,4.70588,20,1.36186,5,0.85,0.25,0,6,50,0,0.48,2,4.10502,6.82353,16
BF21_cpmp_20_5_80_16_48_7,1,0.8,4.70588,20,1.31796,5,0.75,0.25,0,6,51,0,0.48,2,2.9409,4.86667,13
BF21_cpmp_20_5_80_16_48_8,1,0.8,4.70588,20,1.52488,5,0.75,0.25,0,7,51,0,0.48,2,3.61847,6.8,12
BF21_cpmp_20_5_80_16_48_9,1,0.8,4.70588,20,1.52488,5,0.75,0.25,0,7,50,0,0.48,2,2.93182,6.06667,12
BF22_cpmp_20_5_80_16_60_11,1,0.8,4.70588,20,1.36186,5,0.8,0.25,0,6,60,0.1,0.6,2,4.08503,8.75,16
BF22_cpmp_20_5_80_16_60_16,1,0.8,4.70588,20,1.67208,5,0.85,0.25,0,7,61,0.15,0.6,2,3.85732,8.05882,16
BF22_cpmp_20_5_80_16_60_4,1,0.8,4.70588,20,1.7069,5,0.9,0.25,0,8,62,0.05,0.6,3,3.13089,8.44444,15
BF22_cpmp_20_5_80_16_60_6,1,0.8,4.70588,20,1.52488,5,0.8,0.25,0,8,61,0.15,0.6,2,3.23071,7.25,12
BF22_cpmp_20_5_80_16_60_7,1,0.8,4.70588,20,1.77448,5,0.8,0.25,0,7,62,0.2,0.6,2,2.97647,6375,11
BF22_cpmp_20_5_80_16_60_9,1,0.8,4.70588,20,1.52488,5,0.85,0.25,0,7,62,0.15,0.6,2,3.32132,6.70588,12
BF23_cpmp_20_5_80_32_48_10,1,0.8,2.42424,20,1.07394,5,0.9,0.25,0,5,52,0,0.48,2,5.04425,8.66667,17
BF23_cpmp_20_5_80_32_48_11,1,0.8,2.42424,20,0.985664,5,0.85,0.25,0,4,51,0,0.48,2,6.27292,10.0588,25
BF23_cpmp_20_5_80_32_48_12,1,0.8,2.42424,20,1.20681,5,0.9,0.25,0,6,49,0,0.48,2,7.32997,10.7778,28
BF23_cpmp_20_5_80_32_48_15,1,0.8,2.42424,20,0.922129,5,0.8,0.25,0,5,51,0,0.48,2,7.48932,14.3125,30
BF23_cpmp_20_5_80_32_48_16,1,0.8,2.42424,20,1.39328,5,0.9,0.25,0,7,51,0,0.48,2,7.68757,11.8889,28
BF23_cpmp_20_5_80_32_48_18,1,0.8,2.42424,20,1.25602,5,0.65,0.25,0,5,51,0,0.48,2,8.21314,15.0769,24
BF23_cpmp_20_5_80_32_48_3,1,0.8,2.42424,20,0.888659,5,0.85,0.25,0,4,51,0,0.48,3,6.51907,11.1765,27
BF23_cpmp_20_5_80_32_48_4,1,0.8,2.42424,20,0.922129,5,0.75,0.25,0,5,50,0,0.48,2,7.28164,12.3333,25
BF23_cpmp_20_5_80_32_48_6,1,0.8,2.42424,20,1.41486,5,0.85,0.25,0,6,50,0.05,0.48,5,5.38998,14.3529,23
BF23_cpmp_20_5_80_32_48_7,1,0.8,2.42424,20,1.04534,5,0.75,0.25,0,5,51,0,0.48,2,7.11493,13.6667,25
BF24_cpmp_20_5_80_32_60_13,1,0.8,2.42424,20,0.853879,5,0.85,0.25,0,4,64,0,0.6,2,8.13298,11.8235,26
BF24_cpmp_20_5_80_32_60_17,1,0.8,2.42424,20,0.779678,5,0.8,0.25,0,4,60,0.15,0.6,4,7.43198,15125,30
BF24_cpmp_20_5_80_32_60_2,1,0.8,2.42424,20,0.888659,5,0.8,0.25,0,5,61,0.1,0.6,2,7.40671,14625,32
BF24_cpmp_20_5_80_32_60_8,1,0.8,2.42424,20,1.1018,5,0.8,0.25,0,5,60,0.2,0.6,2,7.61475,13375,27
BF25_cpmp_20_8_96_20_58_20,1,0.6,4.57143,20,1.56057,8,0.8,0.4,0,9,62,0,0.3625,2,3.70599,6875,13
BF26_cpmp_20_8_96_20_72_5,1,0.6,4.57143,20,1.62045,8,0.6,0.4,0,8,72,0.2,0.45,2,4.99096,9.91667,17
BF27_cpmp_20_8_96_39_58_12,1,0.6,2.4,20,0.830662,8,0.8,0.4,0,4,59,0,0.3625,3,7.70146,15.25,27
BF27_cpmp_20_8_96_39_58_6,1,0.6,2.4,20,0.860233,8,0.8,0.4,0,4,60,0,0.3625,2,10.1794,14.5625,34
BF27_cpmp_20_8_96_39_58_9,1,0.6,2.4,20,0.943398,8,0.9,0.4,0,5,61,0,0.3625,2,8.2964,15.0556,30
BF28_cpmp_20_8_96_39_72_19,1,0.6,2.4,20,1.09087,8,0.7,0.4,0,6,72,0.05,0.45,2,9.88634,16.7857,32
BF3_cpmp_16_5_48_20_29_1,1,0.6,2.28571,16,1.45219,5,0.6875,0.3125,0,6,29,0.1875,0.3625,3,3.82251,8.45455,15
BF3_cpmp_16_5_48_20_29_11,1,0.6,2.28571,16,0.764875,5,0.5625,0.3125,0,3,29,125,0.3625,2,4.91659,8.22222,18
BF3_cpmp_16_5_48_20_29_13,1,0.6,2.28571,16,0.933139,5,625,0.3125,0,4,29,125,0.3625,2,3.98121,8.5,14
BF3_cpmp_16_5_48_20_29_14,1,0.6,2.28571,16,1.16058,5,0.75,0.3125,0,5,30,0.0625,0.3625,3,3.85861,7.33333,17
BF3_cpmp_16_5_48_20_29_16,1,0.6,2.28571,16,1.07539,5,0.5625,0.3125,0,5,29,0.0625,0.3625,2,5.25874,10.1111,19
BF3_cpmp_16_5_48_20_29_19,1,0.6,2.28571,16,1.20091,5,625,0.3125,0,6,30,0,0.3625,3,2.69072,6.6,12
BF3_cpmp_16_5_48_20_29_20,1,0.6,2.28571,16,0.982846,5,625,0.3125,0,5,29,0.1875,0.3625,2,4.98096,7.3,19
BF3_cpmp_16_5_48_20_29_3,1,0.6,2.28571,16,0.982846,5,0.5625,0.3125,0,5,29,0.0625,0.3625,2,3.49956,6.44444,12
BF3_cpmp_16_5_48_20_29_5,1,0.6,2.28571,16,0.824786,5,0.6875,0.3125,0,4,29,0.1875,0.3625,3,5.16024,8.09091,19
BF3_cpmp_16_5_48_20_29_6,1,0.6,2.28571,16,0.933139,5,625,0.3125,0,4,29,125,0.3625,3,5.08331,9.6,18
BF3_cpmp_16_5_48_20_29_8,1,0.6,2.28571,16,0.824786,5,0.75,0.3125,0,4,29,0.1875,0.3625,2,4.78641,9.08333,18
BF3_cpmp_16_5_48_20_29_9,1,0.6,2.28571,16,0.880631,5,625,0.3125,0,4,29,0.0625,0.3625,2,2.94109,5.5,10
BF4_cpmp_16_5_48_20_36_1,1,0.6,2.28571,16,0.764875,5,625,0.3125,0,4,36,375,0.45,3,3.7,8.1,14
BF4_cpmp_16_5_48_20_36_10,1,0.6,2.28571,16,0.933139,5,625,0.3125,0,5,36,375,0.45,4,4.51664,10,19
BF4_cpmp_16_5_48_20_36_11,1,0.6,2.28571,16,0.933139,5,625,0.3125,0,5,36,375,0.45,2,2.93258,7,13
BF4_cpmp_16_5_48_20_36_13,1,0.6,2.28571,16,1.35023,5,625,0.3125,0,7,36,0.3125,0.45,3,5.38609,9.3,19
BF4_cpmp_16_5_48_20_36_14,1,0.6,2.28571,16,1.11879,5,625,0.3125,0,5,36,375,0.45,3,5.04381,13.4,19
BF4_cpmp_16_5_48_20_36_15,1,0.6,2.28571,16,1.20091,5,625,0.3125,0,6,36,0.3125,0.45,2,5.9,9.3,19
BF4_cpmp_16_5_48_20_36_16,1,0.6,2.28571,16,0.880631,5,625,0.3125,0,4,36,375,0.45,3,5.0636,12.4,19
BF4_cpmp_16_5_48_20_36_17,1,0.6,2.28571,16,0.982846,5,625,0.3125,0,4,36,0.3125,0.45,3,4.38292,9.7,19
BF4_cpmp_16_5_48_20_36_18,1,0.6,2.28571,16,0.933139,5,625,0.3125,0,5,36,0.3125,0.45,2,4.65725,7.1,19
BF4_cpmp_16_5_48_20_36_19,1,0.6,2.28571,16,1.11879,5,0.5625,0.3125,0,4,36,0.25,0.45,4,4.02155,9.77778,18
BF4_cpmp_16_5_48_20_36_2,1,0.6,2.28571,16,0.933139,5,0.5625,0.3125,0,4,36,0.3125,0.45,4,4.78681,10.4444,20
BF4_cpmp_16_5_48_20_36_20,1,0.6,2.28571,16,1.27775,5,0.6875,0.3125,0,6,36,0.25,0.45,2,5.26174,10.3636,18
BF4_cpmp_16_5_48_20_36_3,1,0.6,2.28571,16,0.933139,5,0.6875,0.3125,0,4,36,0.3125,0.45,2,5.40125,10.0909,20
BF4_cpmp_16_5_48_20_36_5,1,0.6,2.28571,16,1.54744,5,625,0.3125,0,8,36,0.3125,0.45,2,3.87814,6.4,14
