@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 4'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC
@ATTRIBUTE OCCP_OCCN NUMERIC

@DATA
biu.mv.xl_ao.bb-b003-p020-IPF01-c05.blif-biu.inv.prop.bb-bmc.conf02.01X-QBF.BB1-01X.BB2-Zi.BB3-01X.with-IOC.unfold-004-shuffled,1,0.050611,67.024691,0.57431,0.74122
biu.mv.xl_ao.bb-b003-p020-IPF01-c05.blif-biu.inv.prop.bb-bmc.conf03.01X-QBF.BB1-Zi.BB2-Zi.BB3-01X.with-IOC.unfold-003-shuffled,1,0.046998,40.86,0.572065,0.748054
biu.mv.xl_ao.bb-b003-p020-IPF01-c05.blif-biu.inv.prop.bb-bmc.conf04.01X-QBF.BB1-01X.BB2-01X.BB3-Zi.with-IOC.unfold-009-shuffled,1,0.049839,201.317241,0.572631,0.746325
biu.mv.xl_ao.bb-b003-p020-IPF01-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-005-shuffled,1,0.049241,89.69863,0.572007,0.74823
biu.mv.xl_ao.bb-b003-p020-IPF01-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-008-shuffled,1,0.054378,152.424893,0.571744,0.749035
biu.mv.xl_ao.bb-b003-p020-IPF01-c05.blif-biu.inv.prop.bb-bmc.conf06.01X-QBF.BB1-01X.BB2-Zi.BB3-Zi.with-IOC.unfold-003-shuffled,1,0.04504,41.807339,0.571518,0.749726
biu.mv.xl_ao.bb-b003-p020-IPF02-c05.blif-biu.inv.prop.bb-bmc.conf02.01X-QBF.BB1-01X.BB2-Zi.BB3-01X.with-IOC.unfold-002-shuffled,1,0.016249,55.242424,0.576866,0.733505
biu.mv.xl_ao.bb-b003-p020-IPF02-c05.blif-biu.inv.prop.bb-bmc.conf02.01X-QBF.BB1-01X.BB2-Zi.BB3-01X.with-IOC.unfold-006-shuffled,1,0.045244,133.680412,0.572948,0.745358
biu.mv.xl_ao.bb-b003-p020-IPF02-c05.blif-biu.inv.prop.bb-bmc.conf03.01X-QBF.BB1-Zi.BB2-Zi.BB3-01X.with-IOC.unfold-002-shuffled,1,0.029851,34.254237,0.572319,0.747278
biu.mv.xl_ao.bb-b003-p020-IPF02-c05.blif-biu.inv.prop.bb-bmc.conf03.01X-QBF.BB1-Zi.BB2-Zi.BB3-01X.with-IOC.unfold-005-shuffled,1,0.049673,90.753425,0.571663,0.749283
biu.mv.xl_ao.bb-b003-p020-IPF02-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-007-shuffled,1,0.055938,127.452632,0.571709,0.749142
biu.mv.xl_ao.bb-b003-p020-IPF02-c05.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-002-shuffled,1,0.037623,25.137931,0.568471,0.759106
biu.mv.xl_ao.bb-b003-p020-IPF02-c05.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-008-shuffled,1,0.057064,142.669565,0.571117,0.750953
biu.mv.xl_ao.bb-b003-p020-IPF02-c05.blif-biu.inv.prop.bb-bmc.with-IOC.unfold-003-shuffled,1,0.073596,652,0.571386,0.750131
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf01.01X-QBF.BB1-Zi.BB2-01X.BB3-01X.with-IOC.unfold-004-shuffled,1,0.05735,59.561798,0.574747,0.739896
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf02.01X-QBF.BB1-01X.BB2-Zi.BB3-01X.with-IOC.unfold-009-shuffled,1,0.053099,189.246753,0.572797,0.745819
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf03.01X-QBF.BB1-Zi.BB2-Zi.BB3-01X.with-IOC.unfold-003-shuffled,1,0.050238,37.576271,0.571642,0.749346
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf03.01X-QBF.BB1-Zi.BB2-Zi.BB3-01X.with-IOC.unfold-005-shuffled,1,0.061688,70.040816,0.571528,0.749694
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-003-shuffled,1,0.054383,37.767857,0.571996,0.748263
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-005-shuffled,1,0.064824,69.247312,0.57169,0.749201
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-008-shuffled,1,0.06941,120.185185,0.571568,0.749572
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-010-shuffled,1,0.070741,154.892183,0.571535,0.749675
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf06.01X-QBF.BB1-01X.BB2-Zi.BB3-Zi.with-IOC.unfold-008-shuffled,1,0.057153,147.007782,0.571752,0.749009
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-002-shuffled,1,0.045529,20.06422,0.567702,0.761487
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-003-shuffled,1,0.055619,34.067485,0.569792,0.755027
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-009-shuffled,1,0.066565,141.184805,0.571119,0.750948
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.with-IOC.unfold-005-shuffled,1,0.115635,1513.166667,0.571418,0.750032
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf00.01X-QBF.BB1-01X.BB2-01X.BB3-01X.with-IOC.unfold-010-shuffled,1,0,7183,0.594019,0.683448
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf01.01X-QBF.BB1-Zi.BB2-01X.BB3-01X.with-IOC.unfold-002-shuffled,1,0.021311,38.302326,0.580409,0.722922
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf01.01X-QBF.BB1-Zi.BB2-01X.BB3-01X.with-IOC.unfold-009-shuffled,1,0.072795,138.389474,0.572847,0.745666
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf02.01X-QBF.BB1-01X.BB2-Zi.BB3-01X.with-IOC.unfold-003-shuffled,1,0.053165,45.268657,0.577039,0.732984
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf04.01X-QBF.BB1-01X.BB2-01X.BB3-Zi.with-IOC.unfold-002-shuffled,1,0.015498,57.413793,0.583333,0.714286
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-005-shuffled,1,0.064094,68.761364,0.572063,0.74806
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf06.01X-QBF.BB1-01X.BB2-Zi.BB3-Zi.with-IOC.unfold-003-shuffled,1,0.059011,35.678899,0.572678,0.746182
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-002-shuffled,1,0.053035,16.878261,0.566842,0.76416
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-003-shuffled,1,0.067691,28.069767,0.569396,0.756245
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.with-IOC.unfold-007-shuffled,1,0.151751,2118.5,0.571423,0.750016
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf01.01X-QBF.BB1-Zi.BB2-01X.BB3-01X.with-IOC.unfold-003-shuffled,1,0.037722,62.346939,0.578143,0.729675
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf01.01X-QBF.BB1-Zi.BB2-01X.BB3-01X.with-IOC.unfold-006-shuffled,1,0.050159,123.907216,0.573903,0.742455
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf01.01X-QBF.BB1-Zi.BB2-01X.BB3-01X.with-IOC.unfold-008-shuffled,1,0.052765,167.403101,0.573141,0.744772
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf02.01X-QBF.BB1-01X.BB2-Zi.BB3-01X.with-IOC.unfold-009-shuffled,1,0.059641,172.669291,0.573516,0.74363
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf03.01X-QBF.BB1-Zi.BB2-Zi.BB3-01X.with-IOC.unfold-004-shuffled,1,0.051531,61.677686,0.572552,0.746566
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf03.01X-QBF.BB1-Zi.BB2-Zi.BB3-01X.with-IOC.unfold-007-shuffled,1,0.05711,121.985782,0.571921,0.748495
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf04.01X-QBF.BB1-01X.BB2-01X.BB3-Zi.with-IOC.unfold-004-shuffled,1,0.064395,55.043011,0.574543,0.740514
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf04.01X-QBF.BB1-01X.BB2-01X.BB3-Zi.with-IOC.unfold-010-shuffled,1,0.085862,133.822511,0.572444,0.746897
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-004-shuffled,1,0.060657,51.866242,0.571493,0.749803
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-007-shuffled,1,0.068674,101.072993,0.57146,0.749903
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-008-shuffled,1,0.069886,117.888179,0.571455,0.749918
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-009-shuffled,1,0.070803,134.795455,0.571452,0.749928
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-010-shuffled,1,0.071521,151.767263,0.571449,0.749936
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf06.01X-QBF.BB1-01X.BB2-Zi.BB3-Zi.with-IOC.unfold-002-shuffled,1,0.04318,22.413333,0.572441,0.746906
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf06.01X-QBF.BB1-01X.BB2-Zi.BB3-Zi.with-IOC.unfold-003-shuffled,1,0.059374,34.571429,0.571921,0.748494
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf06.01X-QBF.BB1-01X.BB2-Zi.BB3-Zi.with-IOC.unfold-007-shuffled,1,0.075033,94.138462,0.571571,0.749563
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-003-shuffled,1,0.058414,32.3875,0.569685,0.755357
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-006-shuffled,1,0.067441,82.009404,0.570869,0.751715
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.with-IOC.unfold-008-shuffled,1,0.133358,2735.666667,0.571425,0.750011
BLOCKS3i.5.3-shuffled,1,0.049447,141,0.606983,0.647492
BLOCKS3ii.5.2-shuffled,1,0.052826,139,0.636961,0.569954
BLOCKS3iii.5-shuffled,1,0.077929,126,0.703248,0.421973
BLOCKS4ii.7.2-shuffled,1,0.117033,454,0.69301,0.442981
BLOCKS4iii.7-shuffled,1,0.155799,424,0.765071,0.307068
blocks_enc_2_b3_ser--opt-9_-shuffled,1,0.074396,222,0.698101,0.432458
blocks_enc_2_b4_ser--opt-26_-shuffled,1,0.103973,1518,0.763818,0.309212
c1_BMC_p1_k2048-shuffled,1,0.033579,1101387,0.512647,0.950659
c1_BMC_p2_k1024-shuffled,1,0.066083,556139,0.512122,0.95266
c1_BMC_p2_k128-shuffled,1,0.431892,79047,0.507665,0.969804
c1_BMC_p2_k8-shuffled,1,0.783066,14328,0.503841,0.984751
c2_Debug_s5_f1_e1_v3-shuffled,1,2.874489,21446,0.507151,0.971799
c3_BMC_p1_k256-shuffled,1,0.323326,24963.5,0.487572,1.050977
c3_BMC_p2_k1024-shuffled,1,0.091591,92043.5,0.483398,1.068689
c3_BMC_p2_k2048-shuffled,1,0.046834,181483.5,0.482413,1.072911
c3_BMC_p2_k512-shuffled,1,0.175399,47323.5,0.48507,1.06156
c3_Debug_s3_f2_e2_v2-shuffled,1,0.007205,289060.5,0.677261,0.476536
C432.blif_0.10_0.20_0_0_out_exact-shuffled,1,0.015983,278,0.546586,0.829539
C432.blif_0.10_0.20_0_1_out_exact-shuffled,1,0.015961,278.5,0.546226,0.830744
C432.blif_0.10_1.00_0_0_out_exact-shuffled,1,0.001289,296,0.548469,0.823258
C432.blif_0.10_1.00_0_1_inp_exact-shuffled,1,0.001288,296.5,0.548134,0.824373
C499.blif_0.10_0.20_0_0_inp_exact,1,0.015643,89.4,0.529218,0.889582
C499.blif_0.10_0.20_0_0_out_exact,1,0.013372,413,0.529463,0.888705
C499.blif_0.10_0.20_0_1_out_exact,1,0.013372,413,0.529288,0.889331
C499.blif_0.10_1.00_0_0_inp_exact-shuffled,1,0.001547,446,0.530655,0.884462
C499.blif_0.10_1.00_0_0_out_exact-shuffled,1,0.001552,444,0.530735,0.884178
c4_BMC_p1_k1024-shuffled,1,0.071273,8390,0.487941,1.049428
c4_BMC_p1_k2048-shuffled,1,0.036263,16614,0.487389,1.051749
c4_BMC_p1_k512-shuffled,1,0.137783,4278,0.488912,1.04536
c4_BMC_p2_k2048-shuffled,1,0.036263,16614,0.487389,1.051749
c4_Debug_s3_f1_e1_v3-shuffled,1,5.989524,25156.5,0.508285,0.967399
c4_Debug_s3_f1_e2_v3-shuffled,1,5.989524,25156.5,0.508284,0.967404
c4_Debug_s3_f2_e1_v3-shuffled,1,0.078323,27181.5,0.725155,0.379015
C5315.blif_0.10_0.20_0_0_inp_exact-shuffled,1,0.028519,337.5,0.556652,0.796455
C5315.blif_0.10_0.20_0_0_out_exact-shuffled,1,0.027762,2614.5,0.557659,0.793211
C5315.blif_0.10_0.20_0_1_inp_exact-shuffled,1,0.028515,337.5625,0.556645,0.796476
C5315.blif_0.10_0.20_0_1_out_exact-shuffled,1,0.027758,2615,0.557652,0.793233
C5315.blif_0.10_1.00_0_0_inp_exact-shuffled,1,0.000131,2802.5,0.557518,0.793665
C5315.blif_0.10_1.00_0_0_out_exact-shuffled,1,0.000131,2801.5,0.557531,0.793622
C5315.blif_0.10_1.00_0_1_inp_exact-shuffled,1,0.000131,2802.5,0.557489,0.793756
c5_BMC_p1_k32-shuffled,1,0.664117,16467.5,0.507652,0.969852
C6288.blif_0.10_0.20_0_0_out_exact-shuffled,1,0.006184,2285,0.569414,0.756192
C6288.blif_0.10_1.00_0_0_inp_exact-shuffled,1,0.003172,2337,0.569252,0.756691
C6288.blif_0.10_1.00_0_1_inp_exact-shuffled,1,0.003171,2337.5,0.569213,0.756812
C6288.blif_0.10_1.00_0_1_out_exact-shuffled,1,0.003203,2310.5,0.569396,0.756247
c6_BMC_p1_k1024-shuffled,1,0.031982,67844,0.514498,0.943641
c6_BMC_p1_k256-shuffled,1,0.122244,17468,0.512922,0.949615
c6_BMC_p2_k128-shuffled,1,0.230815,9072,0.511285,0.955855
c6_BMC_p2_k2048-shuffled,1,0.016116,135012,0.514799,0.942504
c6_BMC_p2_k64-shuffled,1,0.415195,4874,0.509005,0.964618
C880.blif_0.10_0.20_0_0_inp_exact,1,0.010212,93.636364,0.551508,0.81321
C880.blif_0.10_0.20_0_0_out_exact,1,0.008857,479.5,0.552976,0.808396
C880.blif_0.10_0.20_0_1_inp_exact,1,0.010212,93.636364,0.551343,0.813752
C880.blif_0.10_0.20_0_1_out_exact,1,0.008857,479.5,0.552976,0.808396
C880.blif_0.10_1.00_0_0_inp_exact,1,0.009195,504.5,0.552689,0.809337
C880.blif_0.10_1.00_0_0_out_exact,1,0.009419,490,0.553495,0.806699
C880.blif_0.10_1.00_0_1_out_exact-shuffled,1,0.009419,490,0.553325,0.807255
CHAIN23v.24-shuffled,1,0.004679,1633.5,0.743712,0.344607
cmu.dme1.B-f2,1,0.160359,469,0.571333,0.750293
cmu.dme1.B-f3,1,0.114317,816.5,0.571375,0.750165
cmu.dme1.B-f4-shuffled,1,0.092999,1209,0.571392,0.750111
cmu.dme2.B-f2,1,0.140765,601.5,0.571355,0.750224
cmu.periodic.N-d2-shuffled,1,0.088237,2475,0.571412,0.750052
cmu.periodic.N-d4-shuffled,1,0.108695,5629,0.571421,0.750023
cmu.periodic.N-f4-shuffled,1,0.109459,6009,0.571422,0.750021
comp.blif_0.10_0.20_0_0_inp_exact-shuffled,1,0.01083,76.5,0.516146,0.937438
comp.blif_0.10_1.00_0_0_inp_exact-shuffled,1,0.001188,152.5,0.51712,0.933788
connect_5x4_3_R-shuffled,1,0.045291,453.090909,0.366656,1.727349
connect_5x4_4_W-shuffled,1,0.055098,391.272727,0.374149,1.672735
connect_6x5_4_D-shuffled,1,0.046359,617.875,0.376675,1.654808
connect_6x5_5_R-shuffled,1,0.055915,546.625,0.378828,1.639719
connect_7x6_4_R-shuffled,1,0.041609,900.954545,0.378211,1.644024
connect_7x6_6_W-shuffled,1,0.057258,725.318182,0.382138,1.616857
connect_8x7_3_D-shuffled,1,0.036135,1375.586207,0.366493,1.728562
connect_8x7_7_D-shuffled,1,0.057716,927.586207,0.384616,1.599993
connect_9x8_3_R-shuffled,1,0.03483,1795.72973,0.36651,1.728439
connect_9x8_6_D-shuffled,1,0.042567,1363.72973,0.392242,1.549446
connect_9x8_8_D-shuffled,1,0.058431,1153.567568,0.386529,1.58713
Core1108_tbm_02.tex.moduleQ3.2S.000007,1,0.30233,143.1,0.654185,0.52862
Core1108_tbm_02.tex.moduleQ3.2S.000015,1,0.300926,142.6,0.654968,0.526792
Core1108_tbm_02.tex.moduleQ3.2S.000026,1,0.304902,145.1,0.652106,0.533494
Core1108_tbm_02.tex.moduleQ3.2S.000056,1,0.300623,142.6,0.654861,0.527041
Core1108_tbm_02.tex.moduleQ3.2S.000077,1,0.30233,143.1,0.654185,0.52862
Core1108_tbm_02.tex.moduleQ3.2S.000095,1,0.303121,144.1,0.653313,0.530659
Core1108_tbm_02.tex.moduleQ3.2S.000098,1,0.304513,144.6,0.652537,0.53248
Core1108_tbm_02.tex.moduleQ3.2S.000099,1,0.302423,143.6,0.653643,0.529888
Core1108_tbm_02.tex.moduleQ3.2S.000108,1,0.302423,143.6,0.653643,0.529888
Core1108_tbm_03.tex.module.000003,1,0.441907,67.3,0.588453,0.69937
Core1108_tbm_03.tex.module.000019,1,0.425532,61.3,0.587103,0.703278
Core1108_tbm_03.tex.module.000021,1,0.432341,61.3,0.585288,0.70856
Core1108_tbm_03.tex.module.000023,1,0.433931,61.3,0.584127,0.711957
Core1108_tbm_03.tex.module.000031,1,0.434662,62.3,0.582318,0.717274
Core1108_tbm_03.tex.module.000034,1,0.43089,61.8,0.583763,0.713023
Core1108_tbm_03.tex.module.000037,1,0.433526,59.4,0.583367,0.714185
Core1108_tbm_03.tex.module.000038,1,0.435418,58.9,0.583851,0.712766
Core1108_tbm_03.tex.module.000039,1,0.435418,58.9,0.583851,0.712766
Core1108_tbm_03.tex.module.000048,1,0.431442,58.4,0.584554,0.710705
Core1108_tbm_03.tex.module.000056,1,0.42698,56.4,0.583151,0.714822
Core1108_tbm_03.tex.module.000057,1,0.425798,55,0.58278,0.715913
Core1108_tbm_03.tex.module.000058,1,0.424588,53.6,0.5824,0.717032
Core1108_tbm_03.tex.module.000064,1,0.423348,53.1,0.582012,0.718178
Core1108_tbm_03.tex.module.000065,1,0.422078,52.6,0.581614,0.719354
Core1108_tbm_03.tex.module.000090,1,0.426913,47.9,0.581608,0.719371
Core1108_tbm_03.tex.module.000092,1,0.425606,46.5,0.583374,0.714166
Core1108_tbm_03.tex.moduleQ3.2S.000002,1,0.301744,135.6,0.633607,0.578266
Core1108_tbm_03.tex.moduleQ3.2S.000003,1,0.303342,136.1,0.632761,0.580375
Core1108_tbm_03.tex.moduleQ3.2S.000009,1,0.303792,136.6,0.632308,0.581507
Core1108_tbm_03.tex.moduleQ3.2S.000011,1,0.301398,135.6,0.633503,0.578526
Core1108_tbm_03.tex.moduleQ3.2S.000018,1,0.301744,135.6,0.633607,0.578266
