@RELATION 'FEATURE_VALUES-SAT11-RANDOM-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC

@DATA
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S1869766438-024.UNKNOWN.cnf,1,0.0102,58,9.5384,20.1429,1273,1278,0.0016,4003.8571,22.3901,18.9747,19.69,11.4905,0.0353,22.3901,18.2385,300,0.0118,3941,3929,3929,4010,0.2037,21.6365,4066,4066,0.0051,295,66,58,65.7542,73,0.0102
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S379804333-028-UNKNOWN.cnf,1,0.0001,6347,676.6,83.1979,125227,126000,0,5.9432,121,64.25,79,1425,0.0006,168,51.75,29999,0.0002,3,2,1,5,0.691,98.5,11,15,0.0001,29267,6388,6336,6388.4,6412,0.0001
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S899463426-096.UNKNOWN.cnf,1,0.0044,140,21.256,36.0361,2970,2982,0.0034,3689.7143,40.5037,34.5611,34.9964,27.2708,0.0266,40.5037,33.2303,700,0.0051,3629,3577,3577,3699,0.2034,38.9151,3826,3826,0.0022,688,151,139,151.259,163,0.0044
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S222128792-011.SATISFIABLE.cnf,1,0.0068,88,12.6888,26.2126,1908,1917,0.0031,3891.4286,29.0817,25.1837,25.3925,15.5148,0.0288,29.0817,24.795,450,0.0073,3805,3774,3774,3893,0.2131,27.3746,4003,4003,0.0034,439,97.5,88,97.5881,107,0.0069
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S2088689288-085.SATISFIABLE.cnf,1,0.0068,88,11.8271,26.7516,1907,1917,0.0058,3908.7143,30.9341,24.8321,25.5448,14.2136,0.0336,30.9341,24.3399,450,0.01,3845,3743,3743,3875,0.2047,29.6933,4050,4050,0.0033,439,98,88,97.8403,107,0.0069
SAT11/random/large/unif-k3-r4.2-v25000-c105000-S92008434-079-UNKNOWN.cnf,1,0.0001,5299,506.833,81.0534,104349,105000,0,6.7813,111.7143,63.5,79.8333,992.333,0.0008,161.25,49.9091,25000,0.0002,4,3,2,6,0.7214,92,11,22,0.0001,24381,5339,5260,5328.33,5354,0.0001
SAT11/random/large/unif-k5-r20-v1500-c30000-S1305346115-067-UNKNOWN.cnf,1,0.0033,268,64.4104,65.762,30000,30000,0.0085,25.181,76.0588,60.0417,66.2632,80.7,0.0148,93.2,55.7391,1500,0.0011,21,18,15,24,0.2441,71.12,34,43,0.0006,1500,286.5,268,284.396,304,0.0033
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S1258495116-025.SATISFIABLE.cnf,1,0.04,20,9.4589,28.0695,2662,2662,0.0421,4224.1429,29.7435,27.3432,28.1858,10.4917,0.0466,29.7435,26.915,125,0.0124,4163,4132,4132,4192,0.2447,28.6993,4362,4362,0.0072,125,25,20,24.8983,30,0.04
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S445191369-092.SATISFIABLE.cnf,1,0.0667,12,6.4198,19.0161,1597,1597,0.0451,4394.5714,19.7982,18.5709,19.1001,7.3937,0.0463,19.7982,18.5133,75,0.0182,4335,4321,4321,4358,0.271,19.2159,4504,4504,0.0119,75,15,12,15.1587,19,0.0667
SAT11/random/large/unif-k7-r85-v250-c21250-S1116436500-050-UNKNOWN.cnf,1,0.028,35,22.1167,48.6555,21250,21250,0.0117,223.9286,51.1828,47.0904,48.0049,21.6302,0.0117,60.0109,46.4354,250,0.0025,178,158,142,199,0.2525,49.8137,240,921,0.0017,250,41,35,41,48,0.028
SAT11/random/large/unif-k3-r4.2-v25000-c105000-S109959541-056-UNKNOWN.cnf,1,0.0001,5224,541,74.6257,104285,105000,0,6.3725,103.4,55.3333,72.875,749.333,0.0008,132.3333,47.7143,24999,0.0002,4,3,1,6,0.2562,89.2,10,16,0.0001,24383,5300.5,5280,5314.5,5336,0.0001
SAT11/random/large/unif-k5-r20-v750-c15000-S64285713-004-UNKNOWN.cnf,1,0.0067,131,34.8528,50.5573,15000,15000,0.0159,64.4494,55.8182,47.25,50.9516,42.0714,0.0251,59.7333,45.5441,750,0.0021,54,49,45,60,0.2284,52.7209,86,124,0.0012,750,143,130,142.95,155,0.0067
SAT11/random/medium/unif-k7-r89-v80-c7120-S1639347701-083.SATISFIABLE.cnf,1,0.0875,10,9.4727,28.4903,7120,7120,0.0111,4413.6,28.88,28.4063,28.4205,9.6793,0.0111,28.88,28.0547,80,0.0069,4377,4338,4338,4406,0.3017,28.69,4475,4475,0.0054,80,14,10,13.835,17,0.0875
SAT11/random/medium/unif-k7-r89-v70-c6230-S1846644927-079.SATISFIABLE.cnf,1,0.1,9,8.571,25.6623,6230,6230,0.0111,4454.4,26.0076,25.5571,25.8168,8.8384,0.0111,26.0076,25.0936,70,0.0091,4410,4360,4360,4445,0.3152,25.8362,4577,4577,0.0063,70,12,9,12.0252,15,0.1
SAT11/random/large/unif-k5-r20-v750-c15000-S957625236-045-UNKNOWN.cnf,1,0.0067,132,33.9111,51.0479,15000,15000,0.0155,65.2614,55.8542,48.28,51.0213,41.4089,0.0258,60.1032,46.3077,750,0.0021,55,49,44,62,0.2245,54.1982,84,127,0.0012,750,144,130,143.345,156,0.0067
SAT11/random/large/unif-k3-r4.2-v5000-c21000-S901912629-090-UNKNOWN.cnf,1,0.0006,1035,90.2,42.0619,20886,21000,0.0002,47.7909,48.0588,38.925,41.7018,141.585,0.0034,52.7363,36.4615,5000,0.0009,38,33,26,44,0.2293,44.9429,66,103,0.0003,4874,1064,1023,1064,1102,0.0006
SAT11/random/large/unif-k5-r20-v1250-c25000-S313445894-099-UNKNOWN.cnf,1,0.004,222,53.1366,62.5204,25000,25000,0.0092,32.011,72.5574,57.3824,61.2308,68.7036,0.0178,76.9545,53.8095,1250,0.0015,27,24,18,31,0.2742,67.8571,41,71,0.0007,1250,239,225,239.385,253,0.004
SAT11/random/large/unif-k7-r85-v250-c21250-S381985918-018-UNKNOWN.cnf,1,0.028,35,21.9315,49.6914,21250,21250,0.0117,239.3929,53.3141,48.1209,49.4682,21.7964,0.0117,58.9761,46.3158,250,0.0027,187,173,151,198,0.2546,50.7773,313,794,0.0017,250,41,34,41.3307,49,0.028
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,0.0069,87,12.8297,26.4906,1901,1917,0.0053,3925.5714,30.0567,25.0392,25.4252,15.6735,0.0279,30.0567,23.7679,450,0.0089,3842,3827,3827,3920,0.2048,29.5908,4052,4052,0.0034,434,96,87,96.2443,106,0.007
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S1110880865-004.SATISFIABLE.cnf,1,0.0286,29,11.9206,35.9378,3727,3727,0.0392,4103.1429,39.0749,34.5153,35.031,13.2272,0.0456,39.0749,33.5832,175,0.008,3994,3988,3988,4037,0.2365,37.7006,4391,4391,0.0051,175,35,29,34.8097,41,0.0286
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1336161514-068.UNKNOWN.cnf,1,0.05,16,7.846,23.5531,2130,2130,0.0437,4283.1429,25.2968,22.8011,23.3401,8.7535,0.0465,25.2968,22.7919,100,0.015,4239,4222,4222,4258,0.2578,23.8163,4430,4430,0.0093,100,20,16,20.0454,25,0.05
SAT11/random/medium/unif-k7-r89-v60-c5340-S1831136826-075.UNKNOWN.cnf,1,0.1167,8,7.6137,22.6427,5340,5340,0.011,4503.4,23.0966,22.5398,22.5671,7.8964,0.011,23.0966,22.2968,60,0.0101,4485,4418,4418,4493,0.3212,22.7132,4619,4619,0.0074,60,10,8,10.4551,13,0.1167
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1114532273-035.SATISFIABLE.cnf,1,0.0056,109,15.4512,30.1399,2323,2343,0.0022,3809.5714,32.6095,28.8798,29.4887,19.0946,0.0232,32.6095,28.1707,550,0.0069,3773,3634,3634,3838,0.206,32.4091,3906,3906,0.0027,538,119,109,119.005,129,0.0056
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S1592669696-022.SATISFIABLE.cnf,1,0.0286,29,12.8424,35.4899,3727,3727,0.0373,4099.5714,36.9425,34.2444,35.5456,14.0357,0.0453,36.9425,33.9285,175,0.008,4038,4032,4032,4045,0.2323,36.8459,4258,4258,0.0053,175,34,29,34.5415,41,0.0286
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S224791863-033.UNKNOWN.cnf,1,0.0051,120,16.7594,32.1957,2544,2556,0.0039,3815.4286,36.1614,30.5134,31.568,21.6727,0.0216,36.1614,29.7649,600,0.0055,3770,3686,3686,3810,0.2026,34.998,3915,3915,0.0025,588,131,120,130.429,141,0.0051
SAT11/random/medium/unif-k7-r89-v80-c7120-S474185167-033.SATISFIABLE.cnf,1,0.0875,10,9.7005,28.5736,7120,7120,0.0111,4416.4,29.3166,28.3487,28.372,9.8338,0.0111,29.3166,28.2105,80,0.0074,4358,4338,4338,4385,0.3027,28.6203,4545,4545,0.0055,80,14,10,13.6838,17,0.0875
SAT11/random/medium/unif-k7-r89-v70-c6230-S2045410966-069.SATISFIABLE.cnf,1,0.1,9,8.5197,25.7436,6230,6230,0.0111,4433.2,26.182,25.6296,25.6631,8.815,0.0111,26.182,25.5792,70,0.008,4384,4355,4355,4393,0.3091,25.6641,4522,4522,0.0061,70,12,9,12.0567,15,0.1
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1339958817-007.UNKNOWN.cnf,1,0.0051,119,19.2836,32.3752,2546,2556,0.0039,3779.4286,37.217,29.9869,30.3663,24.6545,0.0224,37.217,28.9764,600,0.0055,3710,3670,3670,3723,0.2062,36.8109,3959,3959,0.0025,589,130,119,129.622,140,0.0051
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1744841484-003.SATISFIABLE.cnf,1,0.0044,140,17.8645,36.1473,2969,2982,0.002,3648.7143,42.4387,34.025,34.4658,22.2332,0.0199,42.4387,33.9806,700,0.0064,3563,3435,3435,3695,0.2133,38.2725,3765,3765,0.0022,686,151,140,151.452,163,0.0044
SAT11/random/large/unif-k3-r4.2-v15000-c63000-S1386494586-003-UNKNOWN.cnf,1,0.0002,0,257.182,59.6007,62563,63000,0.0001,12.217,78.1429,50.5714,57.625,640.625,0.0012,105.0909,43.125,15000,0.0003,8,7,4,11,0.7026,67.6875,19,33,0.0001,14604,3193,3162,3200.64,3243,0.0002
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S690749326-001.UNKNOWN.cnf,1,0.0077,77,12.6254,23.8191,1694,1704,0.0059,3916.5714,25.4919,23.1007,24.1292,15.5977,0.0319,25.4919,21.327,400,0.0094,3870,3862,3862,3918,0.2034,25.0661,3964,3964,0.0039,390,86,77,86.0802,95,0.0078
SAT11/random/large/unif-k5-r20-v2000-c40000-S922811046-076-UNKNOWN.cnf,1,0.0025,364,79.9176,73.3461,40000,40000,0.0063,18.2727,87.8462,66.4706,71.5625,111.21,0.0122,109.1875,60.4545,2000,0.0008,15,13,9,18,0.4608,78.875,24,36,0.0005,2000,381,362,382.2,401,0.0025
SAT11/random/medium/unif-k7-r89-v90-c8010-S1475406203-080.UNKNOWN.cnf,1,0.0778,12,10.455,31.3211,8010,8010,0.0111,4381.25,32.0622,31.2588,31.3308,10.6857,0.0111,32.0622,30.6324,90,0.0066,4295,4280,4280,4451,0.2953,32.0622,4499,4499,0.005,90,15,12,15.3914,19,0.0778
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1694067460-072.UNKNOWN.cnf,1,0.0056,108,16.2036,29.303,2330,2343,0.0043,3850.5714,33.0964,27.3653,27.8994,19.7899,0.0232,33.0964,26.8871,550,0.0069,3723,3715,3715,3852,0.2095,32.593,4037,4037,0.0028,536,118,108,117.815,128,0.0057
SAT11/random/medium/unif-k7-r89-v70-c6230-S1960545292-083.UNKNOWN.cnf,1,0.1,9,8.4507,25.759,6230,6230,0.0111,4441.8,26.0301,25.6508,25.7323,8.7236,0.0111,26.0301,25.5096,70,0.0091,4390,4360,4360,4401,0.312,25.872,4582,4582,0.0065,70,12,9,12.1497,15,0.1
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S510739670-068.UNKNOWN.cnf,1,0.0047,130,19.3754,34.1957,2758,2769,0.0036,3738.5714,38.9903,32.5426,33.0278,24.7669,0.0196,38.9903,30.6554,650,0.0058,3682,3603,3603,3684,0.2069,37.7324,3943,3943,0.0023,639,141,129,140.519,152,0.0047
SAT11/random/medium/unif-k7-r89-v60-c5340-S385597856-055.SATISFIABLE.cnf,1,0.1167,8,7.2822,22.7553,5340,5340,0.011,4521.4,23.2204,22.6794,22.6887,7.7583,0.011,23.2204,22.3918,60,0.0105,4484,4464,4464,4510,0.3187,22.796,4605,4605,0.0077,60,10,8,10.5034,14,0.1167
SAT11/random/medium/unif-k3-r4.26-v800-c3408-S890760919-021.SATISFIABLE.cnf,1,0.0038,162,19.8817,33.708,3393,3408,0.0029,1845.9286,40.4099,29.0426,33.7156,24.8952,0.0165,40.5682,28.4388,800,0.0047,922,822,786,1716,0.2178,38.1813,3186,3582,0.0019,785,174,162,173.654,185,0.0039
