@RELATION 'FEATURE_VALUES-SAT11-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC

@DATA
./SAT11/crafted/spence/sgen/sgen3-n170-s56409011-unsat.cnf,1,0,0.4888,0.0026,0,0.7878,1.7821,1,0.9625,0.2209,0.0253,0.0008,1.1161,0.6854,0,2.7912,0.0173,0.5579,23.4383,27.2694,0.0281,21.7369,23.7839,0,22.594,0.4058,0.0107,356,27.2694,21.4828,0.0666,21.4828,356
./SAT03/handmade/anton/UNSAT/SGI_30_50_30_20_5-log.shuffled-as.sat03-111.cnf,1,0,0.0105,0.0886,0.0165,0.5127,0.6385,0,0.6443,1.5326,0.1131,0.0004,9.7488,1.1552,0,10.4022,0.0667,0.1789,17.8289,23.3741,0.1157,15.7149,19.6128,0.0002,16.878,0.6999,0.0979,55222,23.3741,15.6726,0.2024,15.6245,55222
./SAT11/crafted/mosoi/289/289-unsat-6x40.cnf,1,0.0152,0.7538,0.4251,0.5846,0.774,0.0002,0.0152,0.8664,0,0.0082,0.425,20.6012,11.6955,0.3333,20.037,0.0167,0.0108,28.8228,31.3586,0.4251,26.7907,31.0847,0.425,29.0299,11.5795,0.4251,47520,34.762,25.8554,1.1173,25.6211,48480
./SAT03/handmade/gomes/bqwh/bqwh.50.825.shuffled-as.sat03-1648.cnf,1,0.9443,0.7188,0.7644,0.4568,0.4517,0.0932,0.947,0.7013,2.5469,0.0007,0.7097,196.581,2.4735,0,138.3,0.0024,0.3587,25.2998,32.1681,0.7946,21.5465,28.3841,0.1221,24.0455,2.9634,0.8099,43754,44.3182,19.3545,0.3552,17.4112,43754
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_3500_3500_30f1.shuffled.cnf,1,0,0.231,0.0355,0.1105,0.6533,0.5914,0.0262,0.7689,1.4434,0.1643,0.0179,2.9395,1.8582,0,3.62,0.1667,0.3712,0,0,0.0696,0,0,0.007,0,1.4998,0.0704,420,0,0,0,0,420
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v1375c111739gyes10.cnf,1,0.9523,0.9523,0.791,1.8079,0.7814,0.082,0.9523,0.8974,2.6827,0.0026,0.7211,184.575,44.9564,0.0345,1242.18,0.0281,5.1787,61.3041,72.4554,0.8304,56.25,67.8447,0.6041,58.9625,51.7307,0.8495,212446,81.5094,53.2021,0.2694,51.9048,215164
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q1041.25-n50-p15-s99099953.cnf,1,0.9829,0.9829,0.9785,2.4667,0.9186,0.0701,0.9829,0.9574,3.3344,0.0017,0.9566,5744.47,97.7881,0.0209,1273.77,0.0426,3.5006,98.0399,108.2059,0.9761,94.0535,106.1429,0.1076,97.0272,99.2626,0.9924,496124,115.56,88.8889,0.7786,87.8406,498568
./SAT11/crafted/skvortsov/automata-synchronization/crn_40_1520_u.cnf,1,0.0073,0.2613,0.0001,0.0583,0.0566,3.1172,0.0332,0.1106,0.4008,0.0013,0.0001,822,0.2524,1.0256,373.5,0.0001,1.3271,0,0,0.0192,0,0,0,0,0.2318,0.0002,117774,0,0,0,0,123900
./SAT11/crafted/mosoi/289/289-unsat-7x39.cnf,1,0.013,0.7532,0.408,0.5836,0.7325,0.0003,0.013,0.8098,0,0.0073,0.408,45.6368,11.9471,0.3333,47.1391,0.0147,4.5011,29.3595,32.9809,0.4081,27.0061,32.0355,0.4077,28.708,10.8717,0.408,63063,36.7606,26.6054,1.1442,26.1269,64155
./SAT11/crafted/mosoi/289/289-unsat-6x30.cnf,1,0.0203,0.7551,0.457,0.5871,0.8507,0.0001,0.0203,0.9633,0,0.011,0.457,1.5435,7.0723,0.3333,0.6013,0.0222,1.2241,28.6955,32.7169,0.457,26.493,30.0563,0.4568,27.5762,5.9841,0.457,26640,38.1584,25.5971,1.204,25.3638,27360
./SAT03/handmade/anton/UNSAT/SGI_30_60_20_50_3-dir.shuffled-as.sat03-114.cnf,1,0.9787,0.7464,0.8978,1.8278,0.9047,0.0217,0.9787,0.9711,3.0492,0.0071,0.8796,11.9654,38.6444,0.0345,45.4502,0.1,15.4138,83.1068,99.181,0.9087,73.157,90.232,0.8552,87.8974,37.6613,0.9129,48470,99.181,64.6269,0.7473,64.6269,49070
./SAT05/crafted/sabharwal05/planning/logistics/unsat/logistics-rotate-07t5.shuffled-as.sat05-1137.cnf,1,0.9511,0.7281,0.9432,0.5835,0.445,0.1168,0.9728,0.8863,2.4732,0.0019,0.7011,141.434,20.538,0.5513,18.45,0.0131,0.1085,27.199,27.8652,0.9235,27.4614,27.8652,0.5791,27.8585,17.2005,0.9512,79229,27.8652,25.6108,0.3739,25.6108,88373
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-14_186.cnf,1,0,0.1265,0.56,0.8326,0.6767,0.1629,0.8735,0.809,2.8836,0.0321,0.5519,14.2115,11.2954,0,10.7719,0.0753,0.2592,36.8043,39.3333,0.6217,35.3844,39.3333,0.5364,37.7223,10.9847,0.5767,9795,39.3333,34.7772,0.004,34.7772,9795
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q446.25-n35-p15-s25120921.cnf,1,0.9714,0.9714,0.8722,1.989,0.8669,0.0254,0.9714,0.9483,3.2305,0.0036,0.857,346.25,53.1227,0.0327,35.494,0.0672,2.3059,70.1392,92.5301,0.8872,59.5803,75.1852,0.8144,66.9394,53.8444,0.8879,128166,92.5301,56.4608,1.4244,56.4608,129272
./SAT11/crafted/skvortsov/battleship/battleship-11-11-unsat.cnf,1,0.8333,0.8333,0.6919,0.9583,0.7902,0.0001,0.8333,0.8269,0,0.0289,0.6919,10.5361,2.6539,0,11.0207,0.0909,0.0844,46.437,48.5704,0.692,47.0053,48.5704,0.6918,48.2732,2.0976,0.6919,726,48.5704,41.8992,0.0021,41.8992,726
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q1041.25-n50-p30-s30907550.cnf,1,0.9819,0.9819,0.9705,2.5629,0.8838,0.0496,0.9819,0.9362,3.3492,0.0019,0.9515,25.5625,88.9836,0.0199,160.4,0.0406,3.3021,111.9684,133.1667,0.9762,99.3162,132.6667,0.2354,112.4,78.0606,0.9884,487748,133.48,95.5521,0.8904,91.0931,490309
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-21_406.cnf,1,0.0031,0.0831,0.657,1.105,0.7061,0.1013,0.9169,0.8066,3.3339,0.0295,0.6449,15.7566,23.0011,0,13.692,0.1034,6.8078,47.403,49.7635,0.7056,45.0426,49.7635,0.6329,49.7635,25.1053,0.6856,22241,49.7635,45.0426,0.0108,45.0426,22241
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-21_401.cnf,1,0.0124,0.0782,0.6648,1.0967,0.6597,0.1024,0.9218,0.8034,3.5664,0.0291,0.6474,15.4287,22.3937,0,13.9374,0.1045,5.9256,37.8653,39.059,0.7095,36.5443,39.059,0.6213,37.9927,23.8414,0.6884,21509,39.059,36.5443,0.0178,36.5443,21509
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g7.cnf,1,0.9299,0.9299,0.7848,1.3783,0.7373,0.0248,0.9299,0.9048,2.9323,0.0076,0.7734,24.5809,23.9299,0.0556,42.4065,0.0486,13.0574,48.4489,65.1125,0.7983,41.0017,57.2583,0.7384,44.7709,28.2714,0.7982,42641,65.1125,40.1006,0.9611,40.1006,43649
./SAT03/handmade/anton/UNSAT/SGI_30_70_19_80_8-log.shuffled-as.sat03-143.cnf,1,0,0.0107,0.0647,0.016,0.5703,0.6574,0,0.6947,1.6947,0.1204,0.0375,6.1613,1.6871,0,7.1515,0.1053,0.2791,18.4401,19.7884,0.1178,18.0426,19.0106,0.0348,18.5081,0.9785,0.0713,36888,19.7884,17.4623,0.1842,17.4623,36888
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-20_390.cnf,1,0.0032,0.0873,0.6422,1.0699,0.6841,0.1077,0.9127,0.803,3.3218,0.0305,0.6301,20.8631,21.9479,0,13.3078,0.1026,0.252,39.8879,42.5313,0.6932,36.6908,42.5313,0.6107,40.4414,24.563,0.6708,20607,42.5313,36.6908,0.0035,36.6908,20607
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-250-2.shuffled-as.sat05-2534.cnf,1,0,0.2504,0.0025,0.1608,0.2067,1.4426,0,0.4878,0.9674,0.0277,0.0002,27.7525,1.572,0,27.6506,0.0169,0.1453,28.9103,42.1051,0.0391,26.0462,33.6687,0,32.4906,0.9852,0.0134,2596,42.1051,11.8748,0.4441,11.8748,2596
./SAT11/crafted/skvortsov/battleship/battleship-16-16-unsat.cnf,1,0.8824,0.8824,0.7577,1.2368,0.8331,0.0002,0.8824,0.8745,0,0.0142,0.7576,16.5052,3.5387,0,15.9889,0.0625,0.1419,80.3554,81.2825,0.7578,78.9748,81.2825,0.7575,80.8087,2.9757,0.7579,2176,81.2825,78.9748,0.0037,78.9748,2176
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_506.cnf,1,0.0024,0.0769,0.6777,1.1742,0.7105,0.0904,0.9231,0.8383,3.3188,0.0239,0.6664,27.2359,27.3461,0,18.2982,0.0909,6.3842,58.792,65.3275,0.7191,52.4617,65.3275,0.6532,58.5868,31.1432,0.7016,34386,65.3275,52.4617,0.3938,52.4617,34386
./SAT11/crafted/spence/sgen/sgen3-n160-s40283905-sat.cnf,1,0.8333,0.6484,0.5832,0.4472,0.6879,0.0001,0.8333,0.8353,0,0.0156,0.5831,3.377,1.1568,0,5.8605,0.0313,0.2577,30.3632,33.1963,0.5832,29.3702,30.3993,0.5831,30.1183,0.6404,0.5832,384,33.1963,29.0705,0.0066,29.0705,384
./SAT11/crafted/skvortsov/automata-synchronization/crn_11_100_s.cnf,1,0.0371,0.2945,0.0153,0.1226,0.2282,1.3536,0.1398,0.6422,1.0023,0.0201,0.0047,8.4172,0.33,1.1104,7.7162,0.0065,0.4112,15.0866,17.0097,0.1128,10.3493,13.3077,0.0001,11.9361,0.1286,0.0374,1939,70.0881,9.5839,0.5465,8.6826,2355
./SAT11/crafted/skvortsov/automata-synchronization/rnd_150_42_s.cnf,1,0.2481,0.5668,0.0814,0.3607,0.0758,0.9029,0.5538,0.2912,2.2265,0.2288,0.0339,23.3935,1.4237,1.6948,18.9421,0.0034,0.8017,17.3156,20.4465,0.2458,15.0051,19.393,0.0001,17.2678,0.2982,0.1899,14631,27.5365,11.9613,0.3276,11.132,23817
./SAT05/crafted/sabharwal05/ordering/gt-ordering/sat/gt-030.shuffled-as.sat05-1295.cnf,1,0.0175,0.5096,0.5267,0.3031,0.7089,0.0015,0.9988,0.9146,0.0252,0.0035,0.5267,1.261,11.0015,0,5.8135,0.0333,21.1475,39.7944,56.8522,0.5268,33.3194,41.8503,0.5186,40.4414,9.087,0.5268,24824,56.8522,32.1439,0.2007,30.8127,24824
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes2.cnf,1,0.9494,0.9494,0.8085,1.7337,0.7862,0.0409,0.9494,0.8976,2.7378,0.0029,0.7825,525.9,40.4446,0.037,552.595,0.0302,6.2059,58.2835,64.8169,0.8314,54.3318,59.8145,0.7356,56.4847,48.0292,0.8351,168781,93.5385,51,0.3682,50.0085,171155
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_505.cnf,1,0.0099,0.073,0.6803,1.1668,0.6685,0.0916,0.927,0.7873,3.5293,0.0235,0.668,22.1837,27.3145,0,14.9568,0.0909,0.2364,44.5029,45.6619,0.7216,43.3438,45.6619,0.647,45.6619,30.593,0.702,34014,45.6619,43.3438,0.0489,43.3438,34014
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-17_279.cnf,1,0,0.1062,0.6083,0.9613,0.6938,0.1295,0.8938,0.81,2.8893,0.0217,0.6021,22.3273,15.8477,0,15.6557,0.0609,0.2327,51.8289,58.0339,0.6592,48.9495,52.9108,0.5916,52.8652,16.5202,0.6206,21616,58.0339,47.9128,0.4908,47.9128,21616
./SAT11/crafted/mosoi/289/289-sat-6x20.cnf,1,0.0306,0.7577,0.5027,0.592,0.9528,0.0001,0.0306,0.9962,0,0.0163,0.5027,0.0069,6.8911,0.3333,0.2882,0.0333,45.8912,29.2469,29.2469,0.5028,29.2469,29.2469,0.5026,29.2469,6.7749,0.5028,11760,29.2469,29.2469,0,29.2469,12240
./SAT05/crafted/sorge05/QG7a/gensys-ukn004.shuffled-as.sat05-3844.cnf,1,0.0794,0.14,0.6662,0.386,0.2363,0.2052,0.0985,0.5014,2.8275,0.0208,0.6063,51.2065,0.7141,0.0321,39.9948,0.0049,0.1991,16.0678,17.4026,0.735,15.6307,16.976,0,16.3387,0.0912,0.7762,16118,18.4147,14.8156,0.1801,12.0295,17983
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-20_388.cnf,1,0,0.0915,0.6469,1.0759,0.7082,0.1062,0.9085,0.8318,2.9878,0.0159,0.6427,33.6683,21.2435,0,22.3005,0.0515,0.1884,52.1581,56.8655,0.6903,49.3248,53.6056,0.6326,51.7031,23.8546,0.6564,41212,63.6138,48.7235,0.2483,47.9868,41212
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2640c305320gyes10.cnf,1,0.9546,0.9546,0.8496,1.9116,0.8414,0.1838,0.9546,0.9271,2.571,0.0021,0.6876,2695.93,51.0022,0.0313,956.105,0.0246,4.2196,84.4247,104.8772,0.8489,74.9182,88.0722,0.1356,81.5904,55.1258,0.8962,302680,109.3784,70.4737,0.5245,67.9664,305320
./SAT05/crafted/sabharwal05/pebbling/grid-pebbling/unsat/grid-pbl-0250.shuffled-as.sat05-1349.shuffled-as.sat05-1349.cnf,1,0.0018,0.3109,0,0.0275,0.2989,2.7129,0.0031,0.6806,0.3978,0.0045,0,7.9255,0.5364,53.8514,7.8171,0.0044,0.2916,9.4616,14.5433,0.0519,6.8758,10.9715,0,8.201,0.1313,0,2229,25.5895,6.2137,1.0715,5.1273,124752
./SAT11/crafted/skvortsov/battleship/battleship-9-17-sat.cnf,1,0.8831,0.8831,0.8006,1.284,0.9026,0,0.8831,0.9273,0,0.0245,0.8006,0.8798,2.2866,0,1.8504,0.1111,0.4184,0,0,0.8006,0,0,0.8006,0,1.7426,0.8006,693,0,0,0,0,693
./SAT04/handmade/connamacher/connm-d-0.02/connm-ue-csp-sat-n1200-d-0.02-s405595518.used-as.sat04-950.cnf,1,0,0.8448,0.5808,0.2498,0.2713,0.1107,0.8448,0.7147,2.6708,0.0099,0.5395,61.9426,3.1008,0.3333,47.7751,0.0083,0.1512,45.6649,47.561,0.6283,45.1105,47.5355,0.4265,46.4552,2.9724,0.6289,13008,47.561,41.6621,0.1162,41.6621,13289
./SAT11/crafted/skvortsov/battleship/battleship-7-12-unsat.cnf,1,0.8372,0.8372,0.7569,1.0176,0.8838,0,0.8372,0.9116,0,0.0432,0.7569,1.0747,1.9216,0,1.8401,0.1429,0.3367,35.7445,37.273,0.757,35.2235,36.3196,0.7569,35.9611,1.4979,0.7569,301,37.273,33.9456,0.0032,33.9456,301
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q326.25-n30-p15-s44266159.cnf,1,0.9682,0.9682,0.8619,1.7983,0.8665,0.03,0.9682,0.957,3.2079,0.0048,0.8374,99.2536,37.763,0.0394,92.1546,0.0787,11.1013,58.1833,74.1814,0.8751,52.0458,71.232,0.7717,54.0684,39.9038,0.8796,66487,74.1814,49.2151,0.4195,49.2151,67279
./SAT03/handmade/anton/UNSAT/SGI_30_70_26_40_6-dir.shuffled-as.sat03-163.cnf,1,0.9756,0.7118,0.8879,1.9114,0.8664,0.0212,0.9756,0.9522,3.1332,0.0058,0.8685,11.5737,39.5103,0.0345,8.6485,0.0769,0.1977,64.1928,72.0557,0.8977,59.4153,67.8378,0.8382,62.8876,40.138,0.8994,66030,82.4975,57.779,0.7694,57.499,66810
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,1,0.9669,0.9669,0.854,1.5366,0.8681,0.0382,0.9669,0.9466,3.3946,0.0065,0.8245,14.0778,30.9983,0.0476,13.4185,0.0971,0.0896,59.571,73.9372,0.8682,54.9899,60.5019,0.7183,60.2725,28.6553,0.8744,35036,73.9372,52.37,0.7524,52.37,35586
./SAT04/handmade/connamacher/connm-d0.04/connm-ue-csp-sat-n800-d0.04-s1788334438.used-as.sat04-976.cnf,1,0,0.8432,0.5674,0.2489,0.3025,0.1189,0.8432,0.6844,2.7486,0.0153,0.5258,51.8103,3.4495,0.3333,42.3919,0.0122,0.6504,30.1261,32.5755,0.6203,28.5177,32.5755,0.4494,29.285,3.3594,0.6142,9504,32.5755,28.5177,0.0093,28.5177,9695
./SAT11/crafted/skvortsov/battleship/battleship-5-8-unsat.cnf,1,0.7619,0.7619,0.6799,0.7454,0.8885,0,0.7619,0.9249,0,0.0857,0.6799,1.0035,1.5092,0,1.326,0.2,0.3624,0,0,0.6799,0,0,0.6799,0,1.3375,0.6799,105,0,0,0,0,105
./SAT05/crafted/sorge05/QG7/iso-ukn004.shuffled-as.sat05-3385.cnf,1,0.5255,0.5443,0.6636,0.7449,0.2832,0.3044,0.7192,0.8422,3.1098,0.0382,0.425,15.6248,2.6775,1.0575,11.2841,0.0443,0.2501,0,0,0.7766,0,0,0.0007,0,1.0838,0.8126,2721,0,0,0,0,12666
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2400c266431gyes3.cnf,1,0.9536,0.9536,0.8497,1.8783,0.8653,0.191,0.9536,0.9403,2.651,0.002,0.6709,318.667,50.2069,0.0323,2068.63,0.0258,4.2994,79.3154,91.0714,0.8473,70.3905,81.4519,0.1467,78.7411,56.4269,0.8967,264031,113.6071,67.626,0.3819,67.2117,266431
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2100c215164g4.cnf,1,0.9822,0.9822,0.9304,2.3509,1,0.0001,0.9822,1,0,0.0042,0.9303,0.0195,13.5107,0.037,0.0009,0.0769,33.1361,0,0,0.9305,0,0,0.9302,0,13.5515,0.9305,18226,0,0,0,0,18954
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-12_135.cnf,1,0,0.1451,0.5185,0.7362,0.6727,0.1935,0.8549,0.8003,2.7087,0.0432,0.5092,9.3027,8.702,0,8.1399,0.0889,0.2778,27.6296,28.8626,0.5916,27.384,27.8709,0.4959,27.4099,8.015,0.5383,5251,28.8626,26.6204,0.007,26.6204,5251
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-15_218.cnf,1,0,0.119,0.5764,0.8775,0.682,0.1503,0.881,0.8151,2.9328,0.0275,0.5694,17.521,12.7827,0,13.5208,0.0688,0.2346,43.4275,46.8134,0.6338,39.446,46.8134,0.5548,44.0231,13.0056,0.5926,13362,46.8134,39.446,0.009,39.446,13362
