@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 1'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_Local_Variance NUMERIC

@DATA
2-insertions-5-3.xml.watchless.minion.gz,1,0.229052
2-insertions-5-4.xml.watchless.minion.gz,1,0.229052
2-insertions-5-5.xml.watchless.minion.gz,1,0.229052
2-insertions-5-6.xml.watchless.minion.gz,1,0.229052
3-fullins-3-5.xml.watchless.minion.gz,1,0.3083
3-fullins-3-6.xml.watchless.minion.gz,1,0.3083
3-fullins-4-5.xml.watchless.minion.gz,1,0.185323
3-fullins-4-6.xml.watchless.minion.gz,1,0.185323
3-fullins-4-7.xml.watchless.minion.gz,1,0.185323
3-fullins-5-5.xml.watchless.minion.gz,1,0.10708
3-fullins-5-6.xml.watchless.minion.gz,1,0.10708
3-fullins-5-7.xml.watchless.minion.gz,1,0.10708
3-fullins-5-8.xml.watchless.minion.gz,1,0.10708
3-insertions-3-3.xml.watchless.minion.gz,1,0.453656
3-insertions-3-4.xml.watchless.minion.gz,1,0.453656
3-insertions-4-3.xml.watchless.minion.gz,1,0.334833
3-insertions-4-4.xml.watchless.minion.gz,1,0.334833
3-insertions-4-5.xml.watchless.minion.gz,1,0.334833
3-insertions-5-3.xml.watchless.minion.gz,1,0.221368
3-insertions-5-4.xml.watchless.minion.gz,1,0.221368
3-insertions-5-5.xml.watchless.minion.gz,1,0.221368
3-insertions-5-6.xml.watchless.minion.gz,1,0.221368
4-fullins-3-6.xml.watchless.minion.gz,1,0.289676
4-fullins-3-7.xml.watchless.minion.gz,1,0.289676
4-fullins-4-6.xml.watchless.minion.gz,1,0.170563
4-fullins-4-7.xml.watchless.minion.gz,1,0.170563
4-fullins-4-8.xml.watchless.minion.gz,1,0.170563
4-fullins-5-5.xml.watchless.minion.gz,1,0.27407
4-fullins-5-6.xml.watchless.minion.gz,1,0.27407
4-fullins-5-7.xml.watchless.minion.gz,1,0.27407
4-fullins-5-8.xml.watchless.minion.gz,1,0.27407
4-insertions-3-3.xml.watchless.minion.gz,1,0.450984
4-insertions-3-4.xml.watchless.minion.gz,1,0.450984
4-insertions-4-3.xml.watchless.minion.gz,1,0.331519
4-insertions-4-4.xml.watchless.minion.gz,1,0.331519
4-insertions-4-5.xml.watchless.minion.gz,1,0.331519
5-fullins-3-6.xml.watchless.minion.gz,1,0.274114
5-fullins-3-7.xml.watchless.minion.gz,1,0.274114
5-fullins-3-8.xml.watchless.minion.gz,1,0.274114
5-fullins-4-6.xml.watchless.minion.gz,1,0.158896
5-fullins-4-7.xml.watchless.minion.gz,1,0.158896
5-fullins-4-8.xml.watchless.minion.gz,1,0.158896
5-fullins-4-9.xml.watchless.minion.gz,1,0.158896
abb313GPIA-10.xml.watchless.minion.gz,1,1.089224
abb313GPIA-5.xml.watchless.minion.gz,1,1.089224
abb313GPIA-7.xml.watchless.minion.gz,1,1.089224
abb313GPIA-8.xml.watchless.minion.gz,1,1.089224
abb313GPIA-9.xml.watchless.minion.gz,1,1.089224
aim-100-1-6-sat-1_ext.xml.minion.converted.minion.gz,1,0.796046
aim-100-1-6-sat-2_ext.xml.minion.converted.minion.gz,1,0.795805
aim-100-1-6-sat-3_ext.xml.minion.converted.minion.gz,1,0.795776
aim-100-1-6-sat-4_ext.xml.minion.converted.minion.gz,1,0.795656
aim-100-1-6-unsat-1_ext.xml.minion.converted.minion.gz,1,0.795656
aim-100-1-6-unsat-2_ext.xml.minion.converted.minion.gz,1,0.796552
aim-100-1-6-unsat-3_ext.xml.minion.converted.minion.gz,1,0.796287
aim-100-1-6-unsat-4_ext.xml.minion.converted.minion.gz,1,0.79571
aim-100-2-0-sat-1_ext.xml.minion.converted.minion.gz,1,0.791291
aim-100-2-0-sat-2_ext.xml.minion.converted.minion.gz,1,0.790977
aim-100-2-0-sat-3_ext.xml.minion.converted.minion.gz,1,0.791635
aim-100-2-0-sat-4_ext.xml.minion.converted.minion.gz,1,0.79115
aim-100-2-0-unsat-1_ext.xml.minion.converted.minion.gz,1,0.791037
aim-100-2-0-unsat-2_ext.xml.minion.converted.minion.gz,1,0.791492
aim-100-2-0-unsat-3_ext.xml.minion.converted.minion.gz,1,0.791431
aim-100-2-0-unsat-4_ext.xml.minion.converted.minion.gz,1,0.791607
aim-100-3-4-sat-1_ext.xml.minion.converted.minion.gz,1,0.780003
aim-100-3-4-sat-2_ext.xml.minion.converted.minion.gz,1,0.780308
aim-100-3-4-sat-3_ext.xml.minion.converted.minion.gz,1,0.780538
aim-100-3-4-sat-4_ext.xml.minion.converted.minion.gz,1,0.780208
aim-100-6-0-sat-1_ext.xml.minion.converted.minion.gz,1,0.769331
aim-100-6-0-sat-2_ext.xml.minion.converted.minion.gz,1,0.769318
aim-100-6-0-sat-3_ext.xml.minion.converted.minion.gz,1,0.769267
aim-100-6-0-sat-4_ext.xml.minion.converted.minion.gz,1,0.769022
aim-200-1-6-sat-1_ext.xml.minion.converted.minion.gz,1,0.795331
aim-200-1-6-sat-2_ext.xml.minion.converted.minion.gz,1,0.795271
aim-200-1-6-sat-3_ext.xml.minion.converted.minion.gz,1,0.79557
aim-200-1-6-sat-4_ext.xml.minion.converted.minion.gz,1,0.795191
aim-200-1-6-unsat-1_ext.xml.minion.converted.minion.gz,1,0.795749
aim-200-1-6-unsat-2_ext.xml.minion.converted.minion.gz,1,0.796105
aim-200-1-6-unsat-3_ext.xml.minion.converted.minion.gz,1,0.795703
aim-200-1-6-unsat-4_ext.xml.minion.converted.minion.gz,1,0.795257
aim-200-2-0-sat-1_ext.xml.minion.converted.minion.gz,1,0.791154
aim-200-2-0-sat-2_ext.xml.minion.converted.minion.gz,1,0.791381
aim-200-2-0-sat-3_ext.xml.minion.converted.minion.gz,1,0.791097
aim-200-2-0-sat-4_ext.xml.minion.converted.minion.gz,1,0.790997
aim-200-2-0-unsat-1_ext.xml.minion.converted.minion.gz,1,0.790984
aim-200-2-0-unsat-2_ext.xml.minion.converted.minion.gz,1,0.791324
aim-200-2-0-unsat-3_ext.xml.minion.converted.minion.gz,1,0.791054
aim-200-2-0-unsat-4_ext.xml.minion.converted.minion.gz,1,0.790842
aim-200-3-4-sat-1_ext.xml.minion.converted.minion.gz,1,0.779643
aim-200-3-4-sat-2_ext.xml.minion.converted.minion.gz,1,0.779963
aim-200-3-4-sat-3_ext.xml.minion.converted.minion.gz,1,0.77981
aim-200-3-4-sat-4_ext.xml.minion.converted.minion.gz,1,0.779743
aim-200-6-0-sat-1_ext.xml.minion.converted.minion.gz,1,0.768757
aim-200-6-0-sat-2_ext.xml.minion.converted.minion.gz,1,0.768523
aim-200-6-0-sat-3_ext.xml.minion.converted.minion.gz,1,0.768748
aim-200-6-0-sat-4_ext.xml.minion.converted.minion.gz,1,0.768699
aim-50-1-6-sat-1_ext.xml.minion.converted.minion.gz,1,0.79658
aim-50-1-6-sat-2_ext.xml.minion.converted.minion.gz,1,0.796826
aim-50-1-6-sat-3_ext.xml.minion.converted.minion.gz,1,0.796433
aim-50-1-6-sat-4_ext.xml.minion.converted.minion.gz,1,0.796679
aim-50-1-6-unsat-1_ext.xml.minion.converted.minion.gz,1,0.798562
aim-50-1-6-unsat-2_ext.xml.minion.converted.minion.gz,1,0.79658
aim-50-1-6-unsat-3_ext.xml.minion.converted.minion.gz,1,0.798329
aim-50-1-6-unsat-4_ext.xml.minion.converted.minion.gz,1,0.796826
aim-50-2-0-sat-1_ext.xml.minion.converted.minion.gz,1,0.792436
aim-50-2-0-sat-2_ext.xml.minion.converted.minion.gz,1,0.792021
aim-50-2-0-sat-3_ext.xml.minion.converted.minion.gz,1,0.791967
aim-50-2-0-sat-4_ext.xml.minion.converted.minion.gz,1,0.79249
aim-50-2-0-unsat-1_ext.xml.minion.converted.minion.gz,1,0.791735
aim-50-2-0-unsat-2_ext.xml.minion.converted.minion.gz,1,0.792436
aim-50-2-0-unsat-3_ext.xml.minion.converted.minion.gz,1,0.79291
aim-50-2-0-unsat-4_ext.xml.minion.converted.minion.gz,1,0.792302
aim-50-3-4-sat-1_ext.xml.minion.converted.minion.gz,1,0.780861
aim-50-3-4-sat-2_ext.xml.minion.converted.minion.gz,1,0.780167
aim-50-3-4-sat-3_ext.xml.minion.converted.minion.gz,1,0.780167
aim-50-3-4-sat-4_ext.xml.minion.converted.minion.gz,1,0.780504
aim-50-6-0-sat-1_ext.xml.minion.converted.minion.gz,1,0.768922
aim-50-6-0-sat-2_ext.xml.minion.converted.minion.gz,1,0.769284
aim-50-6-0-sat-3_ext.xml.minion.converted.minion.gz,1,0.770237
aim-50-6-0-sat-4_ext.xml.minion.converted.minion.gz,1,0.769912
ash331GPIA-3.xml.watchless.minion.gz,1,0.236166
ash331GPIA-4.xml.watchless.minion.gz,1,0.236166
ash608GPIA-3.xml.watchless.minion.gz,1,0.232574
ash608GPIA-4.xml.watchless.minion.gz,1,0.232574
ash958GPIA-3.xml.watchless.minion.gz,1,0.230512
ash958GPIA-4.xml.watchless.minion.gz,1,0.230512
bf-0432-007_ext.xml.minion.converted.minion.gz,1,0.839212
bf-1355-075_ext.xml.minion.converted.minion.gz,1,0.816032
bf-1355-638_ext.xml.minion.converted.minion.gz,1,0.773016
bf-2670-001_ext.xml.minion.converted.minion.gz,1,0.861272
BlackHole-4-13-e-0_ext.xml.minion.converted.minion.gz,1,0.704805
BlackHole-4-13-e-1_ext.xml.minion.converted.minion.gz,1,0.704805
BlackHole-4-13-e-2_ext.xml.minion.converted.minion.gz,1,0.704805
BlackHole-4-13-e-3_ext.xml.minion.converted.minion.gz,1,0.704805
BlackHole-4-13-m-0_ext.xml.minion.converted.minion.gz,1,0.704805
BlackHole-4-13-m-1_ext.xml.minion.converted.minion.gz,1,0.704805
BlackHole-4-13-m-2_ext.xml.minion.converted.minion.gz,1,0.704805
BlackHole-4-4-e-0_ext.xml.minion.converted.minion.gz,1,0.765547
BlackHole-4-4-e-0_ext.xml.minion.conv.minion,1,0.765547
BlackHole-4-4-e-1_ext.xml.minion.converted.minion.gz,1,0.765547
BlackHole-4-4-e-1_ext.xml.minion.conv.minion,1,0.765547
BlackHole-4-4-e-2_ext.xml.minion.converted.minion.gz,1,0.765547
BlackHole-4-4-e-2_ext.xml.minion.conv.minion,1,0.765547
BlackHole-4-4-e-3_ext.xml.minion.converted.minion.gz,1,0.765547
BlackHole-4-4-e-3_ext.xml.minion.conv.minion,1,0.765547
BlackHole-4-4-e-4_ext.xml.minion.converted.minion.gz,1,0.765547
BlackHole-4-4-e-4_ext.xml.minion.conv.minion,1,0.765547
BlackHole-4-4-e-5_ext.xml.minion.converted.minion.gz,1,0.765547
BlackHole-4-4-e-5_ext.xml.minion.conv.minion,1,0.765547
BlackHole-4-4-e-6_ext.xml.minion.converted.minion.gz,1,0.765547
BlackHole-4-4-e-6_ext.xml.minion.conv.minion,1,0.765547
BlackHole-4-4-e-7_ext.xml.minion.converted.minion.gz,1,0.765547
BlackHole-4-4-e-7_ext.xml.minion.conv.minion,1,0.765547
BlackHole-4-4-e-8_ext.xml.minion.converted.minion.gz,1,0.765547
BlackHole-4-4-e-8_ext.xml.minion.conv.minion,1,0.765547
BlackHole-4-4-e-9_ext.xml.minion.converted.minion.gz,1,0.765547
BlackHole-4-4-e-9_ext.xml.minion.conv.minion,1,0.765547
BlackHole-4-7-e-0_ext.xml.minion.converted.minion.gz,1,0.731359
BlackHole-4-7-e-1_ext.xml.minion.converted.minion.gz,1,0.731359
BlackHole-4-7-e-2_ext.xml.minion.converted.minion.gz,1,0.731359
BlackHole-4-7-e-3_ext.xml.minion.converted.minion.gz,1,0.731359
BlackHole-4-7-e-4_ext.xml.minion.converted.minion.gz,1,0.731359
BlackHole-4-7-e-5_ext.xml.minion.converted.minion.gz,1,0.731359
BlackHole-4-7-e-6_ext.xml.minion.converted.minion.gz,1,0.731359
BlackHole-4-7-e-7_ext.xml.minion.converted.minion.gz,1,0.731359
BlackHole-4-7-e-8_ext.xml.minion.converted.minion.gz,1,0.731359
BlackHole-4-7-e-9_ext.xml.minion.converted.minion.gz,1,0.731359
BlackHole-4-7-h-0_ext.xml.minion.converted.minion.gz,1,0.731359
BlackHole-4-7-h-1_ext.xml.minion.converted.minion.gz,1,0.731359
BlackHole-4-7-h-2_ext.xml.minion.converted.minion.gz,1,0.731359
BlackHole-4-7-h-3_ext.xml.minion.converted.minion.gz,1,0.731359
BlackHole-4-7-h-4_ext.xml.minion.converted.minion.gz,1,0.731359
BlackHole-4-7-h-5_ext.xml.minion.converted.minion.gz,1,0.731359
BlackHole-4-7-h-6_ext.xml.minion.converted.minion.gz,1,0.731359
BlackHole-4-7-h-7_ext.xml.minion.converted.minion.gz,1,0.731359
BlackHole-4-7-h-8_ext.xml.minion.converted.minion.gz,1,0.731359
BlackHole-4-7-h-9_ext.xml.minion.converted.minion.gz,1,0.731359
bqwh-15-106-0_glb.xml.minion.conv.minion,1,?
bqwh-15-106-10_glb.xml.minion.conv.minion,1,?
bqwh-15-106-11_ext.xml.minion.converted.minion.gz,1,0.813791
bqwh-15-106-11_glb.xml.minion.conv.minion,1,0.468439
bqwh-15-106-13_ext.xml.minion.converted.minion.gz,1,0.816022
bqwh-15-106-13_glb.xml.minion.conv.minion,1,?
bqwh-15-106-14_glb.xml.minion.conv.minion,1,0.44468
bqwh-15-106-15_ext.xml.minion.converted.minion.gz,1,0.81385
bqwh-15-106-15_glb.xml.minion.conv.minion,1,0.376238
bqwh-15-106-17_ext.xml.minion.converted.minion.gz,1,0.813643
bqwh-15-106-18_glb.xml.minion.conv.minion,1,0.419818
bqwh-15-106-19_ext.xml.minion.converted.minion.gz,1,0.812998
bqwh-15-106-19_glb.xml.minion.conv.minion,1,?
bqwh-15-106-1_ext.xml.minion.converted.minion.gz,1,0.812797
bqwh-15-106-1_glb.xml.minion.conv.minion,1,?
bqwh-15-106-20_glb.xml.minion.conv.minion,1,0.385393
bqwh-15-106-21_ext.xml.minion.converted.minion.gz,1,0.815304
bqwh-15-106-21_glb.xml.minion.conv.minion,1,?
bqwh-15-106-22_glb.xml.minion.conv.minion,1,?
bqwh-15-106-23_ext.xml.minion.converted.minion.gz,1,0.815014
bqwh-15-106-23_glb.xml.minion.conv.minion,1,?
bqwh-15-106-24_glb.xml.minion.conv.minion,1,?
bqwh-15-106-25_ext.xml.minion.converted.minion.gz,1,0.814489
bqwh-15-106-25_glb.xml.minion.conv.minion,1,?
bqwh-15-106-26_glb.xml.minion.conv.minion,1,0.37128
bqwh-15-106-27_ext.xml.minion.converted.minion.gz,1,0.814425
bqwh-15-106-28_glb.xml.minion.conv.minion,1,0.378533
bqwh-15-106-29_ext.xml.minion.converted.minion.gz,1,0.815775
bqwh-15-106-29_glb.xml.minion.conv.minion,1,?
bqwh-15-106-2_glb.xml.minion.conv.minion,1,?
bqwh-15-106-30_glb.xml.minion.conv.minion,1,0.346085
bqwh-15-106-31_ext.xml.minion.converted.minion.gz,1,0.815127
bqwh-15-106-31_glb.xml.minion.conv.minion,1,?
bqwh-15-106-32_glb.xml.minion.conv.minion,1,?
bqwh-15-106-33_ext.xml.minion.converted.minion.gz,1,0.815699
bqwh-15-106-33_glb.xml.minion.conv.minion,1,?
bqwh-15-106-34_glb.xml.minion.conv.minion,1,0.378161
bqwh-15-106-35_ext.xml.minion.converted.minion.gz,1,0.810194
bqwh-15-106-35_glb.xml.minion.conv.minion,1,?
bqwh-15-106-36_glb.xml.minion.conv.minion,1,?
bqwh-15-106-37_ext.xml.minion.converted.minion.gz,1,0.81485
bqwh-15-106-37_glb.xml.minion.conv.minion,1,?
bqwh-15-106-38_glb.xml.minion.conv.minion,1,?
bqwh-15-106-39_ext.xml.minion.converted.minion.gz,1,0.812582
bqwh-15-106-39_glb.xml.minion.conv.minion,1,0.357077
bqwh-15-106-3_ext.xml.minion.converted.minion.gz,1,0.814517
bqwh-15-106-3_glb.xml.minion.conv.minion,1,0.388101
bqwh-15-106-40_glb.xml.minion.conv.minion,1,?
bqwh-15-106-41_ext.xml.minion.converted.minion.gz,1,0.814238
bqwh-15-106-41_glb.xml.minion.conv.minion,1,0.383365
bqwh-15-106-42_glb.xml.minion.conv.minion,1,?
bqwh-15-106-43_ext.xml.minion.converted.minion.gz,1,0.814929
bqwh-15-106-43_glb.xml.minion.conv.minion,1,?
bqwh-15-106-44_glb.xml.minion.conv.minion,1,?
bqwh-15-106-45_ext.xml.minion.converted.minion.gz,1,0.812863
bqwh-15-106-45_glb.xml.minion.conv.minion,1,?
bqwh-15-106-46_glb.xml.minion.conv.minion,1,?
bqwh-15-106-47_ext.xml.minion.converted.minion.gz,1,0.815404
bqwh-15-106-47_glb.xml.minion.conv.minion,1,?
bqwh-15-106-48_glb.xml.minion.conv.minion,1,?
bqwh-15-106-49_ext.xml.minion.converted.minion.gz,1,0.814767
bqwh-15-106-49_glb.xml.minion.conv.minion,1,?
bqwh-15-106-4_glb.xml.minion.conv.minion,1,?
bqwh-15-106-50_glb.xml.minion.conv.minion,1,?
bqwh-15-106-51_ext.xml.minion.converted.minion.gz,1,0.814144
bqwh-15-106-51_glb.xml.minion.conv.minion,1,?
bqwh-15-106-53_ext.xml.minion.converted.minion.gz,1,0.815134
bqwh-15-106-53_glb.xml.minion.conv.minion,1,0.40632
bqwh-15-106-54_glb.xml.minion.conv.minion,1,?
bqwh-15-106-55_ext.xml.minion.converted.minion.gz,1,0.813846
bqwh-15-106-55_glb.xml.minion.conv.minion,1,0.375078
bqwh-15-106-56_glb.xml.minion.conv.minion,1,?
bqwh-15-106-57_ext.xml.minion.converted.minion.gz,1,0.809256
bqwh-15-106-57_glb.xml.minion.conv.minion,1,?
bqwh-15-106-58_glb.xml.minion.conv.minion,1,?
bqwh-15-106-59_ext.xml.minion.converted.minion.gz,1,0.81274
bqwh-15-106-59_glb.xml.minion.conv.minion,1,0.359391
bqwh-15-106-5_ext.xml.minion.converted.minion.gz,1,0.812902
bqwh-15-106-5_glb.xml.minion.conv.minion,1,?
bqwh-15-106-60_glb.xml.minion.conv.minion,1,?
bqwh-15-106-61_ext.xml.minion.converted.minion.gz,1,0.808669
bqwh-15-106-61_glb.xml.minion.conv.minion,1,?
bqwh-15-106-62_glb.xml.minion.conv.minion,1,?
bqwh-15-106-63_ext.xml.minion.converted.minion.gz,1,0.814503
bqwh-15-106-63_glb.xml.minion.conv.minion,1,?
bqwh-15-106-65_ext.xml.minion.converted.minion.gz,1,0.8151
bqwh-15-106-65_glb.xml.minion.conv.minion,1,?
bqwh-15-106-66_glb.xml.minion.conv.minion,1,?
bqwh-15-106-67_ext.xml.minion.converted.minion.gz,1,0.815013
bqwh-15-106-67_glb.xml.minion.conv.minion,1,0.398353
bqwh-15-106-68_glb.xml.minion.conv.minion,1,?
bqwh-15-106-69_ext.xml.minion.converted.minion.gz,1,0.811536
bqwh-15-106-69_glb.xml.minion.conv.minion,1,?
bqwh-15-106-6_glb.xml.minion.conv.minion,1,?
bqwh-15-106-70_glb.xml.minion.conv.minion,1,0.403611
bqwh-15-106-71_ext.xml.minion.converted.minion.gz,1,0.81488
bqwh-15-106-71_glb.xml.minion.conv.minion,1,0.407097
bqwh-15-106-72_glb.xml.minion.conv.minion,1,?
bqwh-15-106-73_ext.xml.minion.converted.minion.gz,1,0.814376
bqwh-15-106-73_glb.xml.minion.conv.minion,1,?
bqwh-15-106-74_glb.xml.minion.conv.minion,1,?
bqwh-15-106-75_ext.xml.minion.converted.minion.gz,1,0.812895
bqwh-15-106-75_glb.xml.minion.conv.minion,1,0.359923
bqwh-15-106-76_glb.xml.minion.conv.minion,1,?
bqwh-15-106-77_ext.xml.minion.converted.minion.gz,1,0.814681
bqwh-15-106-77_glb.xml.minion.conv.minion,1,?
bqwh-15-106-78_glb.xml.minion.conv.minion,1,?
bqwh-15-106-79_ext.xml.minion.converted.minion.gz,1,0.815261
bqwh-15-106-79_glb.xml.minion.conv.minion,1,?
bqwh-15-106-7_ext.xml.minion.converted.minion.gz,1,0.815281
bqwh-15-106-7_glb.xml.minion.conv.minion,1,?
bqwh-15-106-80_glb.xml.minion.conv.minion,1,0.363999
bqwh-15-106-81_ext.xml.minion.converted.minion.gz,1,0.814812
bqwh-15-106-81_glb.xml.minion.conv.minion,1,0.386553
bqwh-15-106-83_ext.xml.minion.converted.minion.gz,1,0.814694
bqwh-15-106-83_glb.xml.minion.conv.minion,1,?
bqwh-15-106-84_glb.xml.minion.conv.minion,1,?
bqwh-15-106-85_ext.xml.minion.converted.minion.gz,1,0.814083
bqwh-15-106-85_glb.xml.minion.conv.minion,1,0.379847
bqwh-15-106-86_glb.xml.minion.conv.minion,1,0.356301
bqwh-15-106-87_ext.xml.minion.converted.minion.gz,1,0.8119
bqwh-15-106-87_glb.xml.minion.conv.minion,1,?
bqwh-15-106-88_glb.xml.minion.conv.minion,1,0.363693
bqwh-15-106-89_ext.xml.minion.converted.minion.gz,1,0.813596
bqwh-15-106-89_glb.xml.minion.conv.minion,1,?
bqwh-15-106-8_glb.xml.minion.conv.minion,1,?
bqwh-15-106-90_glb.xml.minion.conv.minion,1,0.40998
bqwh-15-106-91_ext.xml.minion.converted.minion.gz,1,0.814791
bqwh-15-106-92_glb.xml.minion.conv.minion,1,?
bqwh-15-106-93_ext.xml.minion.converted.minion.gz,1,0.814891
bqwh-15-106-93_glb.xml.minion.conv.minion,1,?
bqwh-15-106-94_glb.xml.minion.conv.minion,1,?
bqwh-15-106-95_ext.xml.minion.converted.minion.gz,1,0.813834
bqwh-15-106-95_glb.xml.minion.conv.minion,1,?
bqwh-15-106-96_glb.xml.minion.conv.minion,1,?
bqwh-15-106-97_ext.xml.minion.converted.minion.gz,1,0.815252
bqwh-15-106-97_glb.xml.minion.conv.minion,1,?
bqwh-15-106-98_glb.xml.minion.conv.minion,1,0.395184
bqwh-15-106-99_ext.xml.minion.converted.minion.gz,1,0.81421
bqwh-15-106-99_glb.xml.minion.conv.minion,1,0.383685
bqwh-15-106-9_ext.xml.minion.converted.minion.gz,1,0.81121
bqwh-15-106-9_glb.xml.minion.conv.minion,1,0.346198
bqwh-18-141-11_ext.xml.minion.converted.minion.gz,1,0.812194
bqwh-18-141-13_ext.xml.minion.converted.minion.gz,1,0.80696
bqwh-18-141-15_ext.xml.minion.converted.minion.gz,1,0.812807
bqwh-18-141-17_ext.xml.minion.converted.minion.gz,1,0.811174
bqwh-18-141-19_ext.xml.minion.converted.minion.gz,1,0.810794
bqwh-18-141-1_ext.xml.minion.converted.minion.gz,1,0.810048
bqwh-18-141-21_ext.xml.minion.converted.minion.gz,1,0.810983
bqwh-18-141-23_ext.xml.minion.converted.minion.gz,1,0.808218
bqwh-18-141-25_ext.xml.minion.converted.minion.gz,1,0.810969
bqwh-18-141-27_ext.xml.minion.converted.minion.gz,1,0.805939
bqwh-18-141-29_ext.xml.minion.converted.minion.gz,1,0.807976
bqwh-18-141-31_ext.xml.minion.converted.minion.gz,1,0.809203
bqwh-18-141-33_ext.xml.minion.converted.minion.gz,1,0.809707
bqwh-18-141-35_ext.xml.minion.converted.minion.gz,1,0.808979
bqwh-18-141-37_ext.xml.minion.converted.minion.gz,1,0.810168
bqwh-18-141-39_ext.xml.minion.converted.minion.gz,1,0.810278
bqwh-18-141-3_ext.xml.minion.converted.minion.gz,1,0.812732
bqwh-18-141-41_ext.xml.minion.converted.minion.gz,1,0.812054
bqwh-18-141-43_ext.xml.minion.converted.minion.gz,1,0.805684
bqwh-18-141-45_ext.xml.minion.converted.minion.gz,1,0.806965
bqwh-18-141-47_ext.xml.minion.converted.minion.gz,1,0.812852
bqwh-18-141-49_ext.xml.minion.converted.minion.gz,1,0.811058
bqwh-18-141-51_ext.xml.minion.converted.minion.gz,1,0.811842
bqwh-18-141-53_ext.xml.minion.converted.minion.gz,1,0.812705
bqwh-18-141-55_ext.xml.minion.converted.minion.gz,1,0.810598
bqwh-18-141-57_ext.xml.minion.converted.minion.gz,1,0.809942
bqwh-18-141-59_ext.xml.minion.converted.minion.gz,1,0.80936
bqwh-18-141-5_ext.xml.minion.converted.minion.gz,1,0.807664
bqwh-18-141-61_ext.xml.minion.converted.minion.gz,1,0.808954
bqwh-18-141-63_ext.xml.minion.converted.minion.gz,1,0.811899
bqwh-18-141-65_ext.xml.minion.converted.minion.gz,1,0.808523
bqwh-18-141-67_ext.xml.minion.converted.minion.gz,1,0.805582
bqwh-18-141-69_ext.xml.minion.converted.minion.gz,1,0.811703
bqwh-18-141-71_ext.xml.minion.converted.minion.gz,1,0.809756
bqwh-18-141-73_ext.xml.minion.converted.minion.gz,1,0.812458
bqwh-18-141-75_ext.xml.minion.converted.minion.gz,1,0.811828
bqwh-18-141-77_ext.xml.minion.converted.minion.gz,1,0.805749
bqwh-18-141-79_ext.xml.minion.converted.minion.gz,1,0.809533
bqwh-18-141-7_ext.xml.minion.converted.minion.gz,1,0.808704
bqwh-18-141-81_ext.xml.minion.converted.minion.gz,1,0.808819
bqwh-18-141-83_ext.xml.minion.converted.minion.gz,1,0.807392
bqwh-18-141-85_ext.xml.minion.converted.minion.gz,1,0.810376
bqwh-18-141-87_ext.xml.minion.converted.minion.gz,1,0.807029
bqwh-18-141-89_ext.xml.minion.converted.minion.gz,1,0.801317
bqwh-18-141-91_ext.xml.minion.converted.minion.gz,1,0.80932
bqwh-18-141-93_ext.xml.minion.converted.minion.gz,1,0.806506
bqwh-18-141-95_ext.xml.minion.converted.minion.gz,1,0.809138
bqwh-18-141-97_ext.xml.minion.converted.minion.gz,1,0.810656
