@RELATION 'feature_values_proteus_2014-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE csp_perten_avg_predshape NUMERIC
@ATTRIBUTE csp_perten_avg_predsize NUMERIC
@ATTRIBUTE csp_sqrt_max_domsize NUMERIC
@ATTRIBUTE csp_sqrt_avg_domsize NUMERIC
@ATTRIBUTE directorder_reducedVars NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE directorder_BINARY+ NUMERIC
@ATTRIBUTE csp_percent_dec_predicate NUMERIC
@ATTRIBUTE directorder_horn-clauses-fraction NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE directorder_TRINARY+ NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE support_TRINARY+ NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-max NUMERIC
@ATTRIBUTE directorder_reducedClauses NUMERIC
@ATTRIBUTE csp_dyn_log_propags NUMERIC
@ATTRIBUTE csp_log_values NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE csp_perten_avg_predarity NUMERIC
@ATTRIBUTE support_HORNY-VAR-coeff-variation NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE directorder_VG-mean NUMERIC
@ATTRIBUTE directorder_vars-clauses-ratio NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE support_HORNY-VAR-entropy NUMERIC
@ATTRIBUTE csp_log_extra_ranges NUMERIC
@ATTRIBUTE direct_BINARY+ NUMERIC
@ATTRIBUTE csp_percent_min_continuity NUMERIC
@ATTRIBUTE support_BINARY+ NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-mean NUMERIC
@ATTRIBUTE support_VCG-VAR-mean NUMERIC
@ATTRIBUTE directorder_VG-max NUMERIC
@ATTRIBUTE csp_log_constraints NUMERIC
@ATTRIBUTE directorder_HORNY-VAR-entropy NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-max NUMERIC
@ATTRIBUTE directorder_VCG-VAR-coeff-variation NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE directorder_VCG-VAR-max NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE csp_max_arity NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE support_horn-clauses-fraction NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-entropy NUMERIC
@ATTRIBUTE csp_percent_avg_continuity NUMERIC
@ATTRIBUTE direct_VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE csp_dyn_log_nodes NUMERIC
@ATTRIBUTE direct_reducedClauses NUMERIC
@ATTRIBUTE csp_log_lists NUMERIC
@ATTRIBUTE directorder_CG-featuretime NUMERIC
@ATTRIBUTE csp_dyn_log_avg_weight NUMERIC
@ATTRIBUTE csp_dyn_log_stdev_weight NUMERIC
@ATTRIBUTE csp_percent_wsum NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE csp_log_bits NUMERIC
@ATTRIBUTE csp_percent_global NUMERIC
@ATTRIBUTE direct_TRINARY+ NUMERIC

@DATA
bool/routing/s4-4-3-9.xml,1,43.349169,46.072842,1.414214,1.414214,3.049318,0.661665,0.463802,51.781473,0.845052,0.322032,0.987624,0.846154,0.213443,0.768592,0.989682,0.002005,1.2239,22.04908,14.229269,0.91473,0.75261,29.7308,0.94841,0.560204,0.000374,0.226121,0.317758,0.336827,0.766557,0.41818,2.593863,12.533816,0.552969,100,0.552969,0.682099,0.00026,0.00026,0.001269,12.314583,2.346665,0.002094,0.654216,0.224457,0.001043,0.398649,35,0.224457,0.870819,0.766557,2.653251,100,0.75261,11.560333,1.0449,-1,0.79,6.77527,8.586961,-1,0.41818,-1,0,0.989682
bool/routing/s4-4-3-4.xml,1,43.082061,46.001908,1.414214,1.414214,3.164738,0.664207,0.454356,52.480916,0.831826,0.303931,0.985956,0.833333,0.21073,0.77489,0.987962,0.002138,1.336051,22.365816,13.961811,0.915141,0.764704,29.704198,0.860871,0.557484,0.000454,0.23661,0.302405,0.333458,0.760185,0.424464,2.489238,12.269711,0.532289,100,0.532289,0.692641,0.000327,0.000327,0.001488,12.043027,2.254057,0.002214,0.618172,0.221608,0.001369,0.389037,29,0.221608,0.855846,0.760185,2.686176,100,0.764704,11.890644,1.119414,-1,0.53,7.204117,8.914693,-1,0.424464,-1,0,0.987962
bool/routing/s3-3-3-5.xml,1,?,?,?,?,3.575975,0.649799,0.489597,?,0.838685,0.300778,0.9869,0.789474,0.207047,0.767873,0.988485,0.006674,1.640637,?,?,0.933036,0.753734,?,0.691403,0.582346,0.001838,0.250193,0.298805,0.329418,0.755099,0.435133,2.475398,?,0.551366,?,0.551366,0.712813,0.001376,0.001376,0.004238,?,2.307672,0.007174,0.473376,0.223995,0.003468,0.395866,?,0.223995,0.858207,0.755099,2.632319,?,0.753734,?,1.368706,?,0.08,?,?,?,0.435133,?,?,0.988485
bool/routing/s4-4-3-5.xml,1,43.284133,45.97786,1.414214,1.414214,3.092734,0.661912,0.45823,51.845018,0.83688,0.304699,0.990718,0.826087,0.208343,0.749571,0.992063,0.002032,1.307675,22.380953,14.00422,0.906351,0.74167,29.667897,0.876698,0.561442,0.000433,0.236812,0.3027,0.336799,0.761582,0.423131,2.478977,12.309476,0.536779,100,0.536779,0.67773,0.000311,0.000311,0.001443,12.090112,2.251133,0.002114,0.624032,0.219926,0.001189,0.393147,30,0.219926,0.86053,0.761582,2.583638,100,0.74167,12.101319,1.10182,-1,0.56,7.506173,9.390635,-1,0.423131,-1,0,0.992063
bool/routing/s4-4-3-1.xml,1,43.106509,46.104536,1.414214,1.414214,3.095761,0.661693,0.450919,52.366864,0.83136,0.299855,0.990751,0.826087,0.207925,0.746362,0.992053,0.002171,1.334012,21.849949,13.915506,0.905724,0.74143,29.773176,0.842729,0.561269,0.00046,0.24146,0.298634,0.333904,0.759175,0.42537,2.460541,12.221587,0.528187,100,0.528187,0.679777,0.000332,0.000332,0.001511,11.997179,2.216037,0.002249,0.61392,0.218875,0.001295,0.389397,28,0.218875,0.855092,0.759175,2.609828,100,0.74143,11.332037,1.109834,-1,0.49,6.468211,8.199842,-1,0.42537,-1,0,0.992053
bool/ii/ii-16e2.xml,1,3.819552,41.550796,1.414214,1.414214,0.884513,0.511912,0.401338,93.634079,0.89015,0.349169,0.978883,0.826087,0.187315,0.789614,0.987395,0.000126,0.266847,20.943063,17.569403,1.008921,0.758506,40.277612,0.730841,0.716689,0.000042,0.255491,0.273879,0.368917,0.728075,0.453942,2.452333,14.596364,0.521653,100,0.521653,0.704871,0.000027,0.000027,0.00129,14.627021,2.239098,0.000096,2.098137,0.159066,0.001668,0.5008,16,0.159066,0.918747,0.728075,2.649226,100,0.758506,7.741467,0.141305,-1,60.03,4.994268,5.611457,-1,0.453942,-1,0,0.987395
bool/ii/ii-8b1.xml,1,?,?,?,?,4.6498,0.578858,0.471888,?,0.836537,0.254218,0.958685,0.733333,0.182573,0.876671,0.966594,0.001997,2.292976,?,?,1.103114,0.838353,?,0.466519,0.685073,0.001151,0.269804,0.238095,0.353906,0.679723,0.54137,2.29912,?,0.498998,?,0.498998,0.936383,0.000915,0.000915,0.004221,?,2.040054,0.001796,0.63484,0.157727,0.00494,0.428829,?,0.157727,0.853015,0.679723,2.649188,?,0.838353,?,1.682145,?,0.13,?,?,?,0.54137,?,?,0.966594
bool/ii/ii-32c1.xml,1,?,?,?,?,0.744196,0.464117,0.348551,?,0.928819,0.43965,0.986485,0.826087,0.217501,0.727662,0.992072,0.001078,0.171249,?,?,0.930616,0.728583,?,0.697347,0.729086,0.000207,0.21429,0.316826,0.389839,0.74459,0.436444,3.012896,?,0.575836,?,0.575836,0.676084,0.00011,0.00011,0.00077,?,2.687616,0.000761,0.722152,0.172975,0.000901,0.544055,?,0.172975,0.955829,0.74459,2.928742,?,0.728583,?,0.0754,?,3.78,?,?,?,0.436444,?,?,0.992072
bool/ii/ii-8d1.xml,1,?,?,?,?,3.570593,0.556236,0.459762,?,0.836946,0.272638,0.955277,0.833333,0.179806,0.898389,0.966258,0.001265,1.72531,?,?,1.123148,0.844593,?,0.460078,0.707075,0.000586,0.271471,0.244909,0.349791,0.689136,0.521651,2.453571,?,0.495642,?,0.495642,0.903119,0.000447,0.000447,0.002404,?,2.051147,0.001225,0.674909,0.158101,0.002876,0.442861,?,0.158101,0.859941,0.689136,2.62048,?,0.844593,?,1.213983,?,0.32,?,?,?,0.521651,?,?,0.966258
bool/ii/ii-16a1.xml,1,4.710248,24.250642,1.414214,1.414214,3.295422,0.521317,0.458073,92.149586,0.894327,0.348278,0.970482,0.826087,0.19847,0.843846,0.978117,0.000367,1.396396,21.47186,16.66603,1.071961,0.798313,22.68056,0.590541,0.731926,0.000116,0.23813,0.277485,0.374243,0.716651,0.485067,2.726577,14.609756,0.554539,100,0.554539,0.828296,0.000078,0.000078,0.000674,14.701956,2.386377,0.00028,0.845589,0.167074,0.000799,0.504127,16,0.167074,0.918482,0.716651,2.868074,100,0.798313,10.263269,0.858054,-1,4.08,3.852059,4.794583,-1,0.485067,-1,0,0.978117
bool/ii/ii-32c3.xml,1,4.714165,19.608561,1.414214,1.414214,0.677344,0.463872,0.347834,92.143058,0.928696,0.439778,0.986461,0.826087,0.216983,0.727344,0.992063,0.000349,0.142491,20.935586,17.674806,0.929974,0.728691,18.037173,0.708327,0.728966,0.000067,0.213631,0.316901,0.391305,0.744741,0.436133,2.993075,13.792689,0.575632,100,0.575632,0.67464,0.000036,0.000036,0.000614,13.820777,2.688931,0.000247,1.056595,0.169771,0.000756,0.546812,32,0.169771,0.955781,0.744741,2.906203,100,0.728691,8.092757,0.060743,-1,45.31,5.058583,5.017928,-1,0.436133,-1,0,0.992063
bool/ii/ii-8c2.xml,1,?,?,?,?,4.023025,0.553153,0.471446,?,0.845226,0.275938,0.955026,0.744681,0.181871,0.900095,0.965796,0.000714,1.936362,?,?,1.130425,0.845623,?,0.624741,0.715834,0.000329,0.26607,0.24726,0.351094,0.685683,0.530348,2.460924,?,0.506649,?,0.506649,0.920285,0.000252,0.000252,0.002398,?,2.049575,0.000693,0.942381,0.158963,0.002849,0.446071,?,0.158963,0.867253,0.685683,2.608219,?,0.845623,?,1.365762,?,1.13,?,?,?,0.530348,?,?,0.965796
bool/ii/ii-32b4.xml,1,3.131936,19.18208,1.414214,1.414214,0.687569,0.463795,0.347999,94.780107,0.928742,0.439707,0.98647,0.826087,0.216837,0.727401,0.992066,0.000178,0.146677,20.814665,18.646028,0.930196,0.728672,18.138101,0.731715,0.729164,0.000034,0.213277,0.316867,0.391642,0.744579,0.436387,2.985682,14.789075,0.575644,100,0.575644,0.675588,0.000018,0.000018,0.00062,14.808361,2.682569,0.000126,1.412087,0.168993,0.000747,0.54743,32,0.168993,0.955798,0.744579,2.900665,100,0.728672,7.754888,0.062847,-1,60.05,5.557888,5.508258,-1,0.436387,-1,0,0.992066
bool/ii/ii-16e1.xml,1,4.665542,41.512085,1.414214,1.414214,0.884606,0.513133,0.40218,92.224096,0.891066,0.349491,0.979108,0.826087,0.187527,0.789143,0.986068,0.000066,0.267722,21.059029,18.495945,1.006947,0.767734,39.956905,0.618229,0.714854,0.000022,0.255781,0.274759,0.368449,0.728945,0.452606,2.486118,15.511722,0.522151,100,0.522151,0.706244,0.000014,0.000014,0.000364,15.549664,2.24907,0.000051,1.475468,0.158261,0.000469,0.501761,16,0.158261,0.918834,0.728945,2.653949,100,0.767734,9.154818,0.143032,-1,60.06,4.689232,5.0511,-1,0.452606,-1,0,0.986068
bool/ii/ii-32b2.xml,1,5.555161,20.294431,1.414214,1.414214,0.729627,0.463912,0.348466,90.741398,0.928827,0.439611,0.986486,0.826087,0.21713,0.727603,0.992072,0.000548,0.16465,21.128599,17.036785,0.930637,0.728603,18.44271,0.70184,0.729297,0.000105,0.213546,0.316812,0.390871,0.744441,0.436649,2.994364,13.215381,0.575766,100,0.575766,0.676708,0.000056,0.000056,0.000694,13.254438,2.697219,0.000387,0.899559,0.170723,0.000807,0.54599,32,0.170723,0.955832,0.744441,2.912943,100,0.728603,8.829723,0.072001,-1,15.11,1.937743,4.013914,-1,0.436649,-1,0,0.992072
bool/ii/ii-32e5.xml,1,2.576082,19.518013,1.414214,1.414214,0.767464,0.46372,0.349025,95.706531,0.928973,0.439392,0.986514,0.826087,0.216854,0.727802,0.992083,0.000146,0.180149,20.591197,18.956314,0.931348,0.728533,18.659319,0.751475,0.729882,0.000028,0.212609,0.316704,0.391607,0.743959,0.437419,2.984531,15.207853,0.575825,100,0.575825,0.679471,0.000015,0.000015,0.000633,15.227616,2.682454,0.000103,1.580579,0.169078,0.000775,0.547365,32,0.169078,0.955889,0.743959,2.899034,100,0.728533,7.577429,0.079835,-1,60.07,5.591225,5.69534,-1,0.437419,-1,0,0.992083
bool/ii/ii-32c2.xml,1,6.145619,20.12752,1.414214,1.414214,0.682309,0.463938,0.347864,89.757302,0.928694,0.43979,0.986461,0.826087,0.217133,0.727364,0.992063,0.000521,0.144703,20.866956,17.098166,0.92997,0.728684,18.07898,0.701474,0.728899,0.0001,0.21387,0.316905,0.390951,0.744787,0.436069,2.994417,13.212344,0.575655,100,0.575655,0.674441,0.000053,0.000053,0.000617,13.249706,2.694756,0.000368,0.905595,0.170583,0.000761,0.546158,32,0.170583,0.95578,0.744787,2.911989,100,0.728684,8.471675,0.061881,-1,16.25,1.654097,3.157326,-1,0.436069,-1,0,0.992063
bool/ii/ii-8b3.xml,1,?,?,?,?,4.550882,0.577836,0.471508,?,0.836419,0.254193,0.958655,0.733333,0.182233,0.876761,0.966572,0.000678,2.200431,?,?,1.104033,0.83845,?,0.81228,0.686498,0.00039,0.264965,0.238072,0.351534,0.678821,0.542613,2.226894,?,0.498635,?,0.498635,0.937953,0.000311,0.000311,0.003985,?,1.968483,0.000611,1.194006,0.157617,0.004824,0.427809,?,0.157617,0.852917,0.678821,2.581654,?,0.83845,?,1.611733,?,2.16,?,?,?,0.542613,?,?,0.966572
bool/ii/ii-8a2.xml,1,?,?,?,?,2.521501,0.578641,0.437088,?,0.8359,0.251458,0.967444,0.733333,0.173651,0.843476,0.976829,0.002346,1.177959,?,?,1.065452,0.801818,?,0.3696,0.668294,0.001422,0.281346,0.230721,0.34723,0.698536,0.500919,2.129649,?,0.471086,?,0.471086,0.836926,0.001094,0.001094,0.004289,?,1.936906,0.002131,0.514242,0.154402,0.005059,0.427635,?,0.154402,0.856337,0.698536,2.510411,?,0.801818,?,0.829337,?,0.09,?,?,?,0.500919,?,?,0.976829
bool/ii/ii-8c1.xml,1,?,?,?,?,3.211945,0.559904,0.452243,?,0.841675,0.268911,0.959721,0.714286,0.176654,0.882777,0.97042,0.001165,1.54337,?,?,1.107443,0.830661,?,0.460301,0.698395,0.000542,0.273779,0.241528,0.349186,0.693439,0.512783,2.41401,?,0.489243,?,0.489243,0.877651,0.000412,0.000412,0.002552,?,2.034849,0.001128,0.716462,0.155361,0.003071,0.441288,?,0.155361,0.864288,0.693439,2.5577,?,0.830661,?,1.082288,?,0.51,?,?,?,0.512783,?,?,0.97042
bool/ii/ii-16d1.xml,1,4.30798,30.768782,1.414214,1.414214,1.32079,0.51219,0.414698,92.820034,0.891324,0.348164,0.978261,0.826087,0.189328,0.799491,0.985433,0.000133,0.483672,20.852369,17.626935,1.024262,0.771111,29.332789,0.644184,0.723589,0.000044,0.25267,0.274304,0.368955,0.723612,0.46371,2.562702,14.960771,0.528122,100,0.528122,0.745344,0.000028,0.000028,0.000636,15.015371,2.271305,0.000101,1.380564,0.160042,0.000823,0.501404,16,0.160042,0.918476,0.723612,2.684709,100,0.771111,8.370687,0.27774,-1,60.03,4.398476,5.233808,-1,0.46371,-1,0,0.985433
