@RELATION 'FEATURE_VALUES-SAT11-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 8'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE CG_coeff_variation NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC

@DATA
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom14.cnf,1,0.5795,0.0001,1.5061,0.0075,0.8583,0.0027,0.0005,0.3355
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k100.cnf,1,1.3935,0,1.7416,0.0038,?,?,0.0002,0.5122
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_18_SAT.cnf,1,25.5436,0,1.0311,0.0044,?,?,0.0013,0.8349
./SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_19_UNKNOWN.cnf,1,105.41,0,1.0572,0.0029,?,?,0.0009,0.7863
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq57_a.cnf,1,879.976,0,3.701,0.005,?,?,0,0.1589
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom26.cnf,1,1.0923,0,2.0093,0.0042,?,?,0.0001,0.1619
SAT-Race-2010-CNF/cryptography/mizh/sha0_36_5.cnf,1,0.7574,0,0.5197,0.0002,0.4278,0.0003,0.0001,0.1053
./SAT07/industrial/IBM_FV_2004_30/IBM_FV_2004_rule_batch_30_SAT_dat.k55.cnf,1,2.9963,0,0.9333,0.0007,?,?,0.0001,0.231
./SAT09/APPLICATIONS/diagnosis/UTI-20-10p0.cnf,1,8.6512,0,0.6447,0.0001,0.5811,0,0,0.417
./SAT11/application/manthey/traffic/traffic_3b_unknown.cnf,1,5.2335,0,1.3475,0.0009,?,?,0.0001,0.4901
./SAT04/industrial/velev/pipe-sat-1-1/12pipe_bug4_q0.used-as.sat04-723.cnf,1,312.725,0,2.3506,0.0033,?,?,0.0001,0.2326
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom17.cnf,1,0.9008,0.0001,1.6558,0.0063,?,?,0.0003,0.409
./SAT11/application/leberre/2dimensionalstrippacking/E04N18.cnf,1,1.715,0.0002,1.1108,0.0047,?,?,0.0004,0.6518
./SAT09/APPLICATIONS/diagnosis/UCG-15-5p0.cnf,1,5.1181,0,0.6334,0.0001,0.5838,0.0001,0,0.6704
./SAT02/industrial/goldberg/rand_net/rand_net70-60-10.shuffled.cnf,1,0.5554,0.0003,0.7376,0.0043,0.6641,0.0006,0.0006,0.98
./SAT11/application/leberre/2dimensionalstrippacking/E02F17.cnf,1,1.6185,0.0003,1.1089,0.006,?,?,0.0005,0.6488
./SAT04/industrial/hoonsang/vis-bmc/dekker.used-as.sat04-989.cnf,1,1.0531,0.0002,2.0633,0.061,?,?,0.0016,0.6818
./SAT11/application/kullmann/AES/Benchmarks/64/aes_64_3_keyfind_1.cnf,1,0.6814,0.0007,0.4976,0.0029,0.3414,0.0068,0.0013,0.4727
./SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.020-NOTKNOWN.cnf,1,72.2774,0,0.7991,0.0018,?,?,0.0004,0.5621
./SAT11/application/manthey/traffic/traffic_kkb_unknown.cnf,1,7.3659,0,1.116,0.0008,?,?,0.0001,0.5731
./SAT07/industrial/palacios/medium/cube-11-h14-sat.cnf,1,14.9949,0,8.9522,0.0117,?,?,0,0.5136
./SAT07/industrial/crypto/mizh-sha0-36-2.cnf,1,0.8753,0,0.5197,0.0002,0.4275,0.0003,0.0001,0.1079
./SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.130-NOTKNOWN.cnf,1,66.9347,0,0.7094,0.0008,?,?,0.0001,0.3376
./SAT11/application/kullmann/AES/Benchmarks/64/aes_64_4_keyfind_1.cnf,1,0.6525,0.0005,0.4924,0.0021,0.3384,0.0051,0.001,0.4759
./SAT07/industrial/anbulagan/hard-sat/partial-10-13-s.cnf,1,5.2248,0,0.4661,0.0001,0.5813,0,0,0.6394
./SAT09/APPLICATIONS/bitverif/countbitswegner/countbitswegner128.cnf,1,0.7623,0,1.3051,0.0008,0.8949,0.0001,0.0002,0.8621
./SAT09/APPLICATIONS/crypto/desgen/gss-14-s100.cnf,1,0.838,0.0001,0.7548,0.0023,0.9104,0.0005,0.0004,0.7123
SAT_RACE08/cnf/ibm-2004-01-k90.cnf,1,1.0326,0,0.7817,0.0011,1.0125,0.0003,0.0001,0.138
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_15_SAT.cnf,1,25.7007,0,1.0031,0.0049,?,?,0.0016,0.8237
./SAT09/APPLICATIONS/diagnosis/UR-10-10p1.cnf,1,4.3979,0,0.6499,0.0002,0.6361,0.0001,0,0.6683
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-rovers-18-step11.cnf,1,4.9189,0,0.9845,0.0017,?,?,0.0003,0.7565
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top29.cnf,1,1.6486,0,1.7571,0.0032,?,?,0.0001,0.2549
./SAT02/industrial/aloul/Bart/bart17.shuffled.cnf,1,2.1931,0.0182,0.361,0.0745,1.0818,0.0334,0.0423,0.9521
./SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq7.cnf,1,1303,0,4.8419,0.0105,?,?,0,0.389
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.160-NOTKNOWN.cnf,1,79.2384,0,0.6972,0.0006,?,?,0.0001,0.2925
./SAT02/industrial/nam/fpga-routing/k2fix_gr_rcs_w9.shuffled.cnf,1,11.2441,0,0.8261,0.0033,?,?,0.0006,0.3901
./SAT09/APPLICATIONS/diagnosis/UCG-15-10p0.cnf,1,5.732,0,0.6264,0.0001,0.5903,0,0,0.5523
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtviseisenberg1-tseitin.cnf,1,1.47,0,1.425,0.0013,?,?,0.0001,0.1881
./SAT11/application/fuhs/AProVE11/AProVE11-13.cnf,1,11.5469,0,10.0365,0.0178,?,?,0,0.2033
./SAT04/industrial/velev/vliw_unsat_2.0/9dlx_vliw_at_b_iq9.used-as.sat04-719.cnf,1,4449.26,0,5.841,0.016,?,?,0,0.349
./SAT02/industrial/aloul/Homer/homer17.shuffled.cnf,1,3.0998,0.0192,0.2204,0.0472,1.0149,0.0252,0.031,0.8655
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-nlzbe256-tseitin.cnf,1,7.0092,0,4.2697,0.0029,?,?,0,0.9706
./SAT04/industrial/vangelder/cnf-color/abb313GPIA-9-c.used-as.sat04-317.cnf,1,0.549,0,0.2878,0.0013,?,?,0.0006,0.0382
SAT-Race-2010-CNF/software-verification/nec/hard-6-U-7061.cnf,1,4.3092,0,2.0724,0.0076,?,?,0.0001,0.5221
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq60_a.cnf,1,1317.76,0,3.7711,0.0049,?,?,0,0.2103
./SAT11/application/fuhs/AProVE11/AProVE11-10.cnf,1,5.3582,0,3.2568,0.007,?,?,0,0.106
./SAT09/APPLICATIONS/diagnosis/UR-20-10p1.cnf,1,8.7955,0,0.649,0.0001,0.5858,0,0,0.557
./SAT11/application/leberre/2dimensionalstrippacking/korf-15.cnf,1,1.4149,0.0005,1.0995,0.0079,?,?,0.0007,0.7317
./SAT11/application/leberre/2dimensionalstrippacking/E02F20.cnf,1,3.887,0.0001,1.2561,0.0013,?,?,0.0001,0.649
SAT_RACE06/velev-pipe-sat-1.0-b9.cnf,1,2462.11,0,4.3834,0.0054,?,?,0,0.0133
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.080-SAT.cnf,1,23.1991,0,0.3872,0.0002,?,?,0.0001,0.6698
./SAT05/industrial/narain05/vpn/clauses-8.renamed-as.sat05-1964.cnf,1,64.9133,0,5.2702,0.0097,?,?,0,0.7485
./SAT11/application/fuhs/AProVE11/AProVE11-15.cnf,1,0.5183,0,1.2044,0.0025,1.0838,0.0002,0,0.1629
./SAT07/industrial/anbulagan/hard-unsat/dated-5-13-u.cnf,1,2.0106,0,0.4511,0.0002,0.5633,0.0001,0.0001,0.6979
./SAT09/APPLICATIONS/crypto/desgen/gss-22-s100.cnf,1,0.9008,0.0001,0.7595,0.0021,0.9137,0.0004,0.0004,0.6929
./SAT11/application/kullmann/AES/Benchmarks/128/aes_128_2_keyfind_1.cnf,1,0.6968,0.0003,0.6498,0.0016,0.3635,0.0124,0.0006,0.4475
./SAT07/industrial/anbulagan/hard-unsat/total-10-17-u.cnf,1,5.3507,0,0.5453,0.0001,0.6506,0,0,0.696
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom25.cnf,1,0.6203,0,1.9761,0.0044,?,?,0.0002,0.2276
