@RELATION 'FEATURE_VALUES_COP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE v_num_consts NUMERIC
@ATTRIBUTE gr_avg_diam_vg NUMERIC
@ATTRIBUTE v_ratio_bounded NUMERIC
@ATTRIBUTE d_int_vars NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE c_avg_deg_cons NUMERIC
@ATTRIBUTE v_ent_deg_vars NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE c_max_dom_cons NUMERIC
@ATTRIBUTE c_avg_dom_cons NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE gr_cv_deg_vg NUMERIC
@ATTRIBUTE gr_ent_diam_vg NUMERIC
@ATTRIBUTE gr_avg_deg_vg NUMERIC
@ATTRIBUTE c_ent_deg_cons NUMERIC
@ATTRIBUTE gr_avg_clust_cg NUMERIC
@ATTRIBUTE gr_cv_deg_cg NUMERIC
@ATTRIBUTE v_ent_dom_vars NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC
@ATTRIBUTE v_sum_dom_vars NUMERIC
@ATTRIBUTE v_sum_domdeg_vars NUMERIC
@ATTRIBUTE v_ent_domdeg_vars NUMERIC
@ATTRIBUTE v_max_dom_vars NUMERIC
@ATTRIBUTE o_deg_avg NUMERIC
@ATTRIBUTE gr_ent_deg_cg NUMERIC
@ATTRIBUTE s_labeled_vars NUMERIC
@ATTRIBUTE c_max_deg_cons NUMERIC
@ATTRIBUTE gr_ent_clust_cg NUMERIC

@DATA
mznc12-problems/fast-food/fastfood.mzn_AND_mznc12-problems/fast-food/ff58.dzn,1,1.008075,0.991989,2.344549,49,13.903096,0.067295,743,9.831307,2.325768,-0.27998,0.021092,357.382494,22.435233,9.667125,1.55882,1.684737,3.448916,4.950202,0.952429,0.332005,1.156939,4.214195,440.817284,624726,327527.24224,4.134441,36376,0.426521,2.017946,1,37,0.930256
mznc12-problems/ship-schedule/ship-schedule.cp.mzn_AND_mznc12-problems/ship-schedule/5Ships.dzn,1,1.132597,0.882927,3.013487,463,8.937602,0.076048,1590,16.955944,2.660689,0.677524,0.638157,101.735662,4.694991,1.858078,41.464452,2.403366,2.982112,6.916152,1.244891,-1,1.157256,0.821882,122.015236,1015648,750881.760939,0.4938,489501,-1,3.696004,5,15,-1
mznc12-problems/still-life-wastage/still-life.mzn_AND_mznc12-problems/still-life-wastage/09.dzn,1,1.236579,0.808683,5.101911,0,4.356688,0,821,7.924813,4.125828,2.233054,0.420737,33.284213,4.472188,1.077443,4.368694,1.570342,2.070913,11.353048,2.005262,0.557489,1.094559,0.950719,1.957987,8625,4303.654687,1.317199,243,0.196005,4.853027,81,13,0.953548
mznc12-problems/still-life-wastage/still-life.mzn_AND_mznc12-problems/still-life-wastage/10.dzn,1,1.236579,0.808683,5.113291,0,4.355424,0,1001,8.174926,4.13503,2.219026,0.412219,35.369401,4.472308,1.074275,4.813023,1.582794,2.062886,11.41207,1.996595,-1,1.092753,0.940732,1.984298,10789,5359.587557,1.298467,289,-1,4.776876,100,14,-1
mznc12-problems/mspsp/mspsp.mzn_AND_mznc12-problems/mspsp/medium_05.dzn,1,0.921671,1.084986,2.887728,153,2.939948,0.399478,159,5.426265,3.133144,-0.641651,0.860159,122.09903,7.382977,1.843849,2.193825,1.538291,2.126112,21.853786,1.621332,0.637561,1.77042,0.321716,1.396668,1624,534.923833,1.228753,43,1.038879,3.572204,5,38,0.978351
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/48_24_6.2.dzn,1,0.876289,1.141176,4.731959,1200,8.216495,6.190722,49,1.036885,5.4,-62.338349,0.00282,50.807355,5.410631,1.000217,0.176749,0.940475,2.307031,22.185567,1.786629,0.270588,1.365459,0.046592,0.917744,393,178.042416,0.585543,7,0.211329,0.866431,1,49,0.858637
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_6.dzn,1,1.537332,0.650478,2.536707,80,76.185255,0.024992,3201,24.253497,1.650071,0.988051,0,994.393366,40.019995,24.253497,0,1.010351,1.782067,27.646361,0.375475,0.336012,3.15605,0,8254191.811231,64020003201,26421667987.75,1.14605,20000001,0.394212,1.396447,0,41,0.919039
mznc12-problems/ship-schedule/ship-schedule.cp.mzn_AND_mznc12-problems/ship-schedule/6ShipsMixed.dzn,1,1.158721,0.863021,3.050366,567,8.487969,0.085637,1449,15.708376,2.632529,0.62244,0.624156,109.958634,4.780798,1.887802,42.614001,2.529774,3.272385,6.387386,1.285116,-1,-1,0.787578,74.893799,685403,501114.408082,0.52971,320401,-1,-1,5,13,-1
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/48_24_6.1.dzn,1,0.876289,1.141176,4.675258,1200,7.768041,6.190722,49,1.036885,5.335294,-62.353064,0.00282,50.807355,5.345926,1.000217,0.176749,0.943378,2.373171,22.072165,1.721586,0.270588,1.365459,0.046592,0.917961,393,178.084504,0.585543,7,0.213892,0.866431,1,49,0.858637
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_5_5_20_1.dzn,1,0.907445,1.101996,5.028169,1105,7.672032,2.263581,287,6.716793,5.54102,-21.747981,0.543924,207.469667,21.105576,3.27153,2.980295,0.985038,3.010225,28.519115,1.502457,0.515285,1.290285,2.31155,15.743601,16166,7824.569745,2.201125,901,0.19888,3.531697,5,57,0.95423
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_3.dzn,1,1.537332,0.650478,2.536707,80,76.185255,0.024992,3201,24.253497,1.650071,0.988051,0,994.393366,40.019995,24.253497,0,1.010264,1.782067,27.64886,0.375475,0.336013,3.156119,0,8254191.811231,64020003201,26421667987.75,1.14605,20000001,0.394212,1.396447,0,41,0.919039
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/52_26_6.1.dzn,1,0.875,1.142857,4.903846,1404,8.096154,6.754808,53,1.034101,5.604396,-69.604392,0.00252,54.807355,5.614326,1.000187,0.170873,0.943644,2.396448,23.932692,1.83798,0.274302,1.371493,0.043941,0.914078,421,190.128146,0.586577,7,0.203922,0.976799,1,53,0.863121
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_7_5_20_1.dzn,1,0.899543,1.111675,5.721461,1905,8.611872,2.929985,367,7.227985,6.360406,-30.795077,0.557252,251.682057,26.853431,3.397614,3.193293,1.013187,3.132882,36.748858,1.463517,0.52213,1.360711,2.290084,17.491634,24541,11492.003225,2.087748,1101,0.174781,3.50768,5,77,0.937275
mznc12-problems/fast-food/fastfood.mzn_AND_mznc12-problems/fast-food/ff59.dzn,1,1.011524,0.988608,2.341869,32,25.861716,0.042254,781,9.475733,2.31519,-0.090918,0.015857,254.232599,21.621886,9.354814,1.004767,1.311141,4.319826,4.09219,0.98141,0.324505,1.101121,3.876575,340.251307,518909,265736.270936,3.905051,19189,0.427009,1.955615,1,27,0.926504
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/52_26_6.2.dzn,1,0.876777,1.140541,4.886256,1404,8.293839,6.658768,53,1.034101,5.572973,-68.613653,0.0025,54.807355,5.582742,1.000184,0.169688,0.953467,2.252035,23.668246,1.756217,0.27027,1.384803,0.043414,0.915074,427,193.080697,0.581067,7,0.204656,0.864139,1,53,0.85692
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/52_26_6.3.dzn,1,0.871921,1.146893,5.093596,1404,8.714286,6.921182,53,1.034101,5.841808,-71.353348,0.002555,54.807355,5.852019,1.000193,0.172904,0.916728,2.304855,24.70936,1.8725,0.282486,1.349332,0.04485,0.911394,411,185.012898,0.596019,7,0.196325,0.880599,1,53,0.873561
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_3_3_30_1.dzn,1,0.950178,1.052434,3.839858,321,5.996441,1.24911,199,6.056708,4.041199,-9.288786,0.511989,180.909558,12.247367,3.147076,2.372341,1.060765,2.52629,16.868327,1.570187,0.521603,1.237546,2.468371,17.195523,9144,4831.942053,2.518395,781,0.260426,3.392545,5,40,0.962014
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model20-3-5.dzn,1,1.412037,0.708197,3.74537,40,8.884259,0.189815,76,3.139517,2.652459,1.108782,0.28431,48.76049,3.738665,1.306239,14.585228,0.754759,2.887558,9.574074,0.952347,0.53278,1.144968,1.060879,463.800475,100546,100180.902564,0.943064,100016,0.266996,2.90504,5,21,0.955931
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model30-4-6.dzn,1,1.85877,0.53799,4.808656,60,11.881549,0.138952,127,2.978127,2.58701,1.481071,0.358875,92.321928,3.944882,1.378036,20.828948,0.753422,2.790951,12.984055,0.566937,0.606333,1.444957,0.878584,547.434254,241169,240323.637296,0.993058,240025,0.207958,3.038005,5,31,0.577004
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_5_3_20_1.dzn,1,0.922849,1.083601,4.27003,505,6.72997,1.557864,207,6.210112,4.62701,-12.818364,0.524348,163.18438,15.1888,3.085834,2.663326,0.954104,2.816521,20.189911,1.563305,0.50823,1.199419,2.365588,13.397576,8891,4514.982966,2.287016,701,0.23419,3.564783,5,37,0.928643
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model50-4-4.dzn,1,1.902834,0.525532,5.153846,100,13.25776,0.136302,151,3.307478,2.708511,1.376153,0.390604,168.681367,4.492383,1.477287,27.021675,0.675835,1.993403,23.465587,0.432651,0.695121,1.92759,0.812855,405.578092,302051,300533.366234,0.84223,300041,0.19403,3.116492,5,51,0.419921
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model55-3-12.dzn,1,1.699374,0.588452,4.660752,110,11.681628,0.115866,254,3.443816,2.742629,1.196414,0.408632,192.853702,4.65896,1.501355,30.584922,0.997887,2.430425,16.279749,0.517291,0.70576,2.072155,0.719483,230.418666,222564,220741.082234,0.654813,220045,0.214558,2.97219,5,56,0.606448
mznc12-problems/mspsp/mspsp.mzn_AND_mznc12-problems/mspsp/hard_01.dzn,1,1.192429,0.838624,2.955836,130,4.444795,0.410095,67,6.129283,2.478836,-1.055595,0.777129,178.232075,7.389592,2.582405,2.460887,1.690173,2.255244,12.700315,1.207877,0.404373,1.314011,0.428544,1.645098,2397,521.496187,1.207826,70,1.691569,3.10533,5,50,0.986306
mznc12-problems/mspsp/mspsp.mzn_AND_mznc12-problems/mspsp/hard_03.dzn,1,1.073718,0.931343,2.69391,252,3.753205,0.403846,140,6.209453,2.508955,-1.275732,0.835597,165.817427,6.831665,2.207584,2.803522,1.924432,2.440261,13.346154,1.489925,0.409185,1.692347,0.295248,1.447764,3476,903.404984,1.227816,74,1.113623,3.517595,5,46,1
mznc12-problems/still-life-wastage/still-life.mzn_AND_mznc12-problems/still-life-wastage/11.dzn,1,1.236486,0.808743,5.122236,0,4.354423,0,1199,8.405141,4.142573,2.207318,0.404559,37.414795,4.472285,1.071664,5.26117,1.592371,2.056249,11.46683,1.989362,-1,1.090971,0.932567,2.010498,13239,6546.180317,1.283072,339,-1,4.704956,121,15,-1
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.15.dzn,1,1.38404,0.722523,3.219451,69,10.209476,0.187032,201,19.507593,2.326126,0.93785,0.493897,117.045556,16.148415,7.049724,10.606967,0.476541,3.882049,4.294264,1.501674,0.510616,0.507939,1.47433,10775.543059,5868121,4320992.766667,2.603237,2850001,0.310612,3.631813,100,6,0.968804
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_7_5_30_1.dzn,1,0.905308,1.104596,6.02439,2245,8.404591,3.263989,407,7.520102,6.654517,-35.221114,0.559529,295.846038,28.892785,3.595807,3.369892,1.023917,3.08405,38.470588,1.472889,0.523843,1.374427,2.372869,29.163949,42151,20327.272533,2.15475,1301,0.165992,3.464376,5,77,0.957164
mznc12-problems/radiation/radiation.mzn_AND_mznc12-problems/radiation/m12_10_20.dzn,1,0.710237,1.407981,2.351576,144,17.040557,0.035671,4093,11.184066,3.310974,0.677107,0.020927,93.338818,24.681079,7.557873,8.002356,0.850788,4.093773,10.353286,1.44608,0.147815,1.2359,0.913375,115.253621,896279,471733.071429,1.610349,112230,0.425247,1.666144,1451,13,0.249688
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.2.dzn,1,1.366584,0.731752,3.201995,69,10.209476,0.187032,201,19.507593,2.343066,0.892744,0.497307,117.045556,16.224959,7.010044,10.606967,0.476541,3.882049,4.294264,1.474449,0.503134,0.501762,1.47433,10775.803886,5868121,4321097.358333,2.558131,2850001,0.312305,3.592593,100,6,0.97867
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.7.dzn,1,1.374065,0.727768,3.209476,69,10.209476,0.187032,201,19.507593,2.335753,0.915823,0.495838,117.045556,16.191916,7.027173,10.606967,0.476541,3.882049,4.294264,1.486528,0.506378,0.504611,1.47433,10775.693232,5868121,4321052.986111,2.58121,2850001,0.311577,3.61485,100,6,0.974644
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_7_3_20_1.dzn,1,0.91224,1.096203,4.736721,841,7.295612,1.988453,255,6.482982,5.192405,-18.25658,0.537062,189.766253,18.777219,3.208505,2.866642,0.972249,2.945019,25.205543,1.523441,0.512274,1.256492,2.044041,14.914049,13124,6457.783422,1.977121,821,0.211117,3.415935,5,49,0.963063
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.12.dzn,1,1.38404,0.722523,3.219451,69,10.209476,0.187032,201,19.507593,2.326126,0.93785,0.493897,117.045556,16.148415,7.049724,10.606967,0.476541,3.882049,4.294264,1.501674,0.510616,0.507939,1.47433,10775.543059,5868121,4320992.766667,2.603237,2850001,0.310612,3.631813,100,6,0.968804
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.6.dzn,1,1.369478,0.730205,3.172691,47,9.799197,0.208835,129,19.520605,2.316716,0.961643,0.490018,97.603023,16.302541,7.134658,8.55969,0.477045,3.833585,4.200803,1.515303,0.515784,0.513883,1.519784,13861.522155,4667581,3451519.016667,2.724463,2280001,0.31519,3.632018,64,5,0.9629
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.3.dzn,1,1.369077,0.730419,3.204489,69,10.209476,0.187032,201,19.507593,2.340619,0.899614,0.496816,117.045556,16.213905,7.015774,10.606967,0.476541,3.882049,4.294264,1.478548,0.504232,0.503233,1.47433,10775.772271,5868121,4321084.680556,2.565001,2850001,0.312062,3.608226,100,6,0.978291
mznc12-problems/ship-schedule/ship-schedule.cp.mzn_AND_mznc12-problems/ship-schedule/7ShipsMixedUnconst.dzn,1,1.153488,0.866935,3.046889,675,8.708988,0.085732,1752,15.818439,2.641456,0.578711,0.624301,126.54751,4.810622,1.890188,45.904142,2.412772,3.268433,6.853048,1.265995,-1,-1,0.779131,79.939662,867849,635920.015094,0.516456,408001,-1,-1,5,15,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_4.dzn,1,1.537332,0.650478,2.53702,80,76.18463,0.024992,3201,24.253497,1.650274,0.989393,0,994.393366,40.024923,24.253497,0,1.010018,1.780811,27.666354,0.375549,0.336013,3.156528,0,8253671.140581,64020003201,26420001321,1.147392,20000001,0.394163,1.397661,0,41,0.919039
mznc12-problems/ship-schedule/ship-schedule.cp.mzn_AND_mznc12-problems/ship-schedule/7ShipsMixed.dzn,1,1.153488,0.866935,3.046889,675,8.708988,0.085732,1752,15.884779,2.641456,0.578711,0.624775,127.078236,4.810983,1.89033,45.97092,2.412772,3.268433,6.853048,1.265995,-1,-1,0.779131,83.61869,907369,665186.68176,0.516456,427201,-1,-1,5,15,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_10.dzn,1,1.537332,0.650478,2.53702,80,76.18463,0.024992,3201,24.253497,1.650274,0.989393,0,994.393366,40.024923,24.253497,0,1.010018,1.780811,27.666354,0.375549,0.336013,3.156528,0,8253671.140581,64020003201,26420001321,1.147392,20000001,0.394163,1.397661,0,41,0.919039
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_2.dzn,1,1.537332,0.650478,2.53702,80,76.18463,0.024992,3201,24.253497,1.650274,0.989393,0,994.393366,40.024923,24.253497,0,1.010018,1.780811,27.666354,0.375549,0.336013,3.156528,0,8253671.140581,64020003201,26420001321,1.147392,20000001,0.394163,1.397661,0,41,0.919039
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model90-18-20.dzn,1,2.080315,0.480697,5.278203,180,5.888843,0.037466,871,4.874947,2.537214,1.341519,0.542648,443.620154,5.025886,1.719131,69.311839,1.279325,1.840039,17.058166,0.332505,-1,-1,0.377832,1056.418106,5113771,5103555.869032,0.521534,5100061,-1,-1,5,91,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_5.dzn,1,1.537332,0.650478,2.53702,80,76.18463,0.024992,3201,24.253497,1.650274,0.989393,0,994.393366,40.024923,24.253497,0,1.010018,1.780811,27.666354,0.375549,0.336013,3.156528,0,8253671.140581,64020003201,26420001321,1.147392,20000001,0.394163,1.397661,0,41,0.919039
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model100-21-12.dzn,1,2.054912,0.486639,5.321983,200,5.654127,0.035835,713,5.056894,2.589884,1.69721,0.540863,510.746284,5.472325,1.837974,74.705763,1.044891,1.680077,23.344268,0.233285,-1,-1,0.368222,1213.072085,6816525,6804121.323771,0.537781,6800069,-1,-1,5,101,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_9.dzn,1,1.537332,0.650478,2.53702,80,76.18463,0.024992,3201,24.253497,1.650274,0.989393,0,994.393366,40.024923,24.253497,0,1.010018,1.780811,27.666354,0.375549,0.336013,3.156528,0,8253671.140581,64020003201,26420001321,1.147392,20000001,0.394163,1.397661,0,41,0.919039
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_7.dzn,1,1.537332,0.650478,2.536707,80,76.185255,0.024992,3201,24.253497,1.650071,0.988051,0,994.393366,40.019995,24.253497,0,1.009887,1.782597,27.641987,0.375475,0.335981,3.154918,0,8254191.811231,64020003201,26421667987.75,1.14605,20000001,0.394212,1.396293,0,41,0.919039
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_1.dzn,1,1.574282,0.63521,2.573034,40,36.126092,0.049938,801,24.253497,1.634417,0.982931,0,509.323431,39.640331,24.253497,0,0.988801,1.96539,14.332085,0.60143,0.342183,2.223857,0,8181440.275905,16020000801,6553333661,1.248695,20000001,0.388646,1.693447,0,21,0.921176
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_10.dzn,1,1.574282,0.63521,2.573034,40,36.126092,0.049938,801,24.253497,1.634417,0.982931,0,509.323431,39.640331,24.253497,0,0.988801,1.96539,14.332085,0.60143,0.342183,2.223857,0,8181440.275905,16020000801,6553333661,1.248695,20000001,0.388646,1.693447,0,21,0.921176
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_7.dzn,1,1.574282,0.63521,2.573034,40,36.126092,0.049938,801,24.253497,1.634417,0.982931,0,509.323431,39.640331,24.253497,0,0.988801,1.96539,14.332085,0.60143,0.342183,2.223857,0,8181440.275905,16020000801,6553333661,1.248695,20000001,0.388646,1.693447,0,21,0.921176
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_8.dzn,1,1.574282,0.63521,2.573034,40,36.126092,0.049938,801,24.253497,1.634417,0.982931,0,509.323431,39.640331,24.253497,0,0.988801,1.96539,14.332085,0.60143,0.342183,2.223857,0,8181440.275905,16020000801,6553333661,1.248695,20000001,0.388646,1.693447,0,21,0.921176
mznc12-problems/still-life-wastage/still-life.mzn_AND_mznc12-problems/still-life-wastage/13.dzn,1,1.236179,0.808945,5.135338,0,4.352941,0,1649,8.816984,4.154204,2.188904,0.391243,41.408405,4.471983,1.067608,6.164847,1.605694,2.045903,11.56789,1.977948,-1,1.087741,0.920021,2.062659,19045,9327.343448,1.259245,451,-1,4.584811,169,17,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_6.dzn,1,1.574282,0.63521,2.573034,40,36.126092,0.049938,801,24.253497,1.634417,0.982931,0,509.323431,39.640331,24.253497,0,0.988801,1.96539,14.332085,0.60143,0.342183,2.223857,0,8181440.275905,16020000801,6553333661,1.248695,20000001,0.388646,1.693447,0,21,0.921176
mznc12-problems/still-life-wastage/still-life.mzn_AND_mznc12-problems/still-life-wastage/12.dzn,1,1.236345,0.808836,5.129433,0,4.353611,0,1415,8.618386,4.148869,2.197405,0.397605,39.426246,4.472167,1.069474,5.712071,1.599829,2.050666,11.518509,1.983226,-1,1.089292,0.925769,2.036612,15987,7867.432418,1.270189,393,-1,4.646172,144,16,-1
