@RELATION 'feature_values_premarshalling_astar_2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 4'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE container-density NUMERIC
@ATTRIBUTE group-same-mean NUMERIC
@ATTRIBUTE stacks NUMERIC
@ATTRIBUTE group-same-stdev NUMERIC

@DATA
BF19_cpmp_20_5_60_24_36_16,1,0.6,2.4,20,0.848528
BF19_cpmp_20_5_60_24_36_17,1,0.6,2.4,20,0.979796
BF19_cpmp_20_5_60_24_36_18,1,0.6,2.4,20,0.8
BF19_cpmp_20_5_60_24_36_2,1,0.6,2.4,20,0.979796
BF19_cpmp_20_5_60_24_36_20,1,0.6,2.4,20,1.0198
BF19_cpmp_20_5_60_24_36_3,1,0.6,2.4,20,1.2
BF19_cpmp_20_5_60_24_36_5,1,0.6,2.4,20,0.848528
BF19_cpmp_20_5_60_24_36_6,1,0.6,2.4,20,0.938083
BF19_cpmp_20_5_60_24_36_7,1,0.6,2.4,20,1.0198
BF19_cpmp_20_5_60_24_36_8,1,0.6,2.4,20,0.848528
BF19_cpmp_20_5_60_24_36_9,1,0.6,2.4,20,0.894427
BF2_cpmp_16_5_48_10_36_1,1,0.6,4.36364,16,1.66639
BF2_cpmp_16_5_48_10_36_11,1,0.6,4.36364,16,1.49379
BF2_cpmp_16_5_48_10_36_12,1,0.6,4.36364,16,2.1436
BF2_cpmp_16_5_48_10_36_13,1,0.6,4.36364,16,1.87193
BF2_cpmp_16_5_48_10_36_14,1,0.6,4.36364,16,1.82272
BF2_cpmp_16_5_48_10_36_15,1,0.6,4.36364,16,1.66639
BF2_cpmp_16_5_48_10_36_17,1,0.6,4.36364,16,1.43164
BF2_cpmp_16_5_48_10_36_18,1,0.6,4.36364,16,1.55346
BF2_cpmp_16_5_48_10_36_19,1,0.6,4.36364,16,1.61091
BF2_cpmp_16_5_48_10_36_2,1,0.6,4.36364,16,1.72008
BF2_cpmp_16_5_48_10_36_20,1,0.6,4.36364,16,1.87193
BF2_cpmp_16_5_48_10_36_3,1,0.6,4.36364,16,1.55346
BF2_cpmp_16_5_48_10_36_4,1,0.6,4.36364,16,1.77214
BF2_cpmp_16_5_48_10_36_5,1,0.6,4.36364,16,1.55346
BF2_cpmp_16_5_48_10_36_6,1,0.6,4.36364,16,1.55346
BF2_cpmp_16_5_48_10_36_7,1,0.6,4.36364,16,1.82272
BF2_cpmp_16_5_48_10_36_8,1,0.6,4.36364,16,1.55346
BF2_cpmp_16_5_48_10_36_9,1,0.6,4.36364,16,1.77214
BF20_cpmp_20_5_60_24_45_1,1,0.6,2.4,20,0.938083
BF20_cpmp_20_5_60_24_45_10,1,0.6,2.4,20,0.848528
BF20_cpmp_20_5_60_24_45_11,1,0.6,2.4,20,1.49666
BF20_cpmp_20_5_60_24_45_12,1,0.6,2.4,20,1.09545
BF20_cpmp_20_5_60_24_45_13,1,0.6,2.4,20,1.2
BF20_cpmp_20_5_60_24_45_14,1,0.6,2.4,20,0.979796
BF20_cpmp_20_5_60_24_45_15,1,0.6,2.4,20,0.8
BF20_cpmp_20_5_60_24_45_17,1,0.6,2.4,20,0.979796
BF20_cpmp_20_5_60_24_45_2,1,0.6,2.4,20,0.894427
BF20_cpmp_20_5_60_24_45_20,1,0.6,2.4,20,0.894427
BF20_cpmp_20_5_60_24_45_3,1,0.6,2.4,20,1.09545
BF20_cpmp_20_5_60_24_45_5,1,0.6,2.4,20,0.894427
BF20_cpmp_20_5_60_24_45_6,1,0.6,2.4,20,1.0198
BF20_cpmp_20_5_60_24_45_7,1,0.6,2.4,20,1.0198
BF20_cpmp_20_5_60_24_45_8,1,0.6,2.4,20,1.0198
BF20_cpmp_20_5_60_24_45_9,1,0.6,2.4,20,1.0583
BF21_cpmp_20_5_80_16_48_11,1,0.8,4.70588,20,1.22545
BF21_cpmp_20_5_80_16_48_14,1,0.8,4.70588,20,1.36186
BF21_cpmp_20_5_80_16_48_16,1,0.8,4.70588,20,1.4858
BF21_cpmp_20_5_80_16_48_18,1,0.8,4.70588,20,1.63652
BF21_cpmp_20_5_80_16_48_19,1,0.8,4.70588,20,1.52488
BF21_cpmp_20_5_80_16_48_2,1,0.8,4.70588,20,1.44567
BF21_cpmp_20_5_80_16_48_3,1,0.8,4.70588,20,1.80733
BF21_cpmp_20_5_80_16_48_4,1,0.8,4.70588,20,1.40439
BF21_cpmp_20_5_80_16_48_5,1,0.8,4.70588,20,1.36186
BF21_cpmp_20_5_80_16_48_7,1,0.8,4.70588,20,1.31796
BF21_cpmp_20_5_80_16_48_8,1,0.8,4.70588,20,1.52488
BF21_cpmp_20_5_80_16_48_9,1,0.8,4.70588,20,1.52488
BF22_cpmp_20_5_80_16_60_11,1,0.8,4.70588,20,1.36186
BF22_cpmp_20_5_80_16_60_16,1,0.8,4.70588,20,1.67208
BF22_cpmp_20_5_80_16_60_4,1,0.8,4.70588,20,1.7069
BF22_cpmp_20_5_80_16_60_6,1,0.8,4.70588,20,1.52488
BF22_cpmp_20_5_80_16_60_7,1,0.8,4.70588,20,1.77448
BF22_cpmp_20_5_80_16_60_9,1,0.8,4.70588,20,1.52488
BF23_cpmp_20_5_80_32_48_10,1,0.8,2.42424,20,1.07394
BF23_cpmp_20_5_80_32_48_11,1,0.8,2.42424,20,0.985664
BF23_cpmp_20_5_80_32_48_12,1,0.8,2.42424,20,1.20681
BF23_cpmp_20_5_80_32_48_15,1,0.8,2.42424,20,0.922129
BF23_cpmp_20_5_80_32_48_16,1,0.8,2.42424,20,1.39328
BF23_cpmp_20_5_80_32_48_18,1,0.8,2.42424,20,1.25602
BF23_cpmp_20_5_80_32_48_3,1,0.8,2.42424,20,0.888659
BF23_cpmp_20_5_80_32_48_4,1,0.8,2.42424,20,0.922129
BF23_cpmp_20_5_80_32_48_6,1,0.8,2.42424,20,1.41486
BF23_cpmp_20_5_80_32_48_7,1,0.8,2.42424,20,1.04534
BF24_cpmp_20_5_80_32_60_13,1,0.8,2.42424,20,0.853879
BF24_cpmp_20_5_80_32_60_17,1,0.8,2.42424,20,0.779678
BF24_cpmp_20_5_80_32_60_2,1,0.8,2.42424,20,0.888659
BF24_cpmp_20_5_80_32_60_8,1,0.8,2.42424,20,1.1018
BF25_cpmp_20_8_96_20_58_20,1,0.6,4.57143,20,1.56057
BF26_cpmp_20_8_96_20_72_5,1,0.6,4.57143,20,1.62045
BF27_cpmp_20_8_96_39_58_12,1,0.6,2.4,20,0.830662
BF27_cpmp_20_8_96_39_58_6,1,0.6,2.4,20,0.860233
BF27_cpmp_20_8_96_39_58_9,1,0.6,2.4,20,0.943398
BF28_cpmp_20_8_96_39_72_19,1,0.6,2.4,20,1.09087
BF3_cpmp_16_5_48_20_29_1,1,0.6,2.28571,16,1.45219
BF3_cpmp_16_5_48_20_29_11,1,0.6,2.28571,16,0.764875
BF3_cpmp_16_5_48_20_29_13,1,0.6,2.28571,16,0.933139
BF3_cpmp_16_5_48_20_29_14,1,0.6,2.28571,16,1.16058
BF3_cpmp_16_5_48_20_29_16,1,0.6,2.28571,16,1.07539
BF3_cpmp_16_5_48_20_29_19,1,0.6,2.28571,16,1.20091
BF3_cpmp_16_5_48_20_29_20,1,0.6,2.28571,16,0.982846
BF3_cpmp_16_5_48_20_29_3,1,0.6,2.28571,16,0.982846
BF3_cpmp_16_5_48_20_29_5,1,0.6,2.28571,16,0.824786
BF3_cpmp_16_5_48_20_29_6,1,0.6,2.28571,16,0.933139
BF3_cpmp_16_5_48_20_29_8,1,0.6,2.28571,16,0.824786
BF3_cpmp_16_5_48_20_29_9,1,0.6,2.28571,16,0.880631
BF4_cpmp_16_5_48_20_36_1,1,0.6,2.28571,16,0.764875
BF4_cpmp_16_5_48_20_36_10,1,0.6,2.28571,16,0.933139
BF4_cpmp_16_5_48_20_36_11,1,0.6,2.28571,16,0.933139
BF4_cpmp_16_5_48_20_36_13,1,0.6,2.28571,16,1.35023
BF4_cpmp_16_5_48_20_36_14,1,0.6,2.28571,16,1.11879
BF4_cpmp_16_5_48_20_36_15,1,0.6,2.28571,16,1.20091
BF4_cpmp_16_5_48_20_36_16,1,0.6,2.28571,16,0.880631
BF4_cpmp_16_5_48_20_36_17,1,0.6,2.28571,16,0.982846
BF4_cpmp_16_5_48_20_36_18,1,0.6,2.28571,16,0.933139
BF4_cpmp_16_5_48_20_36_19,1,0.6,2.28571,16,1.11879
BF4_cpmp_16_5_48_20_36_2,1,0.6,2.28571,16,0.933139
BF4_cpmp_16_5_48_20_36_20,1,0.6,2.28571,16,1.27775
BF4_cpmp_16_5_48_20_36_3,1,0.6,2.28571,16,0.933139
BF4_cpmp_16_5_48_20_36_5,1,0.6,2.28571,16,1.54744
BF4_cpmp_16_5_48_20_36_6,1,0.6,2.28571,16,0.699854
BF4_cpmp_16_5_48_20_36_7,1,0.6,2.28571,16,0.824786
BF4_cpmp_16_5_48_20_36_8,1,0.6,2.28571,16,0.982846
BF4_cpmp_16_5_48_20_36_9,1,0.6,2.28571,16,0.764875
BF5_cpmp_16_5_64_13_39_1,1,0.8,4.57143,16,1.54524
BF5_cpmp_16_5_64_13_39_10,1,0.8,4.57143,16,1.4983
BF5_cpmp_16_5_64_13_39_11,1,0.8,4.57143,16,1.44984
BF5_cpmp_16_5_64_13_39_12,1,0.8,4.57143,16,1.63507
BF5_cpmp_16_5_64_13_39_14,1,0.8,4.57143,16,1.80136
BF5_cpmp_16_5_64_13_39_15,1,0.8,4.57143,16,1.34771
BF5_cpmp_16_5_64_13_39_17,1,0.8,4.57143,16,1.44984
BF5_cpmp_16_5_64_13_39_2,1,0.8,4.57143,16,2.16182
BF5_cpmp_16_5_64_13_39_20,1,0.8,4.57143,16,1.39971
BF5_cpmp_16_5_64_13_39_3,1,0.8,4.57143,16,1.4983
BF5_cpmp_16_5_64_13_39_4,1,0.8,4.57143,16,1.44984
BF5_cpmp_16_5_64_13_39_5,1,0.8,4.57143,16,1.54524
BF5_cpmp_16_5_64_13_39_8,1,0.8,4.57143,16,1.34771
BF5_cpmp_16_5_64_13_39_9,1,0.8,4.57143,16,1.76126
BF6_cpmp_16_5_64_13_48_1,1,0.8,4.57143,16,1.63507
BF6_cpmp_16_5_64_13_48_11,1,0.8,4.57143,16,1.63507
BF6_cpmp_16_5_64_13_48_12,1,0.8,4.57143,16,1.59079
BF6_cpmp_16_5_64_13_48_13,1,0.8,4.57143,16,1.63507
BF6_cpmp_16_5_64_13_48_15,1,0.8,4.57143,16,1.54524
BF6_cpmp_16_5_64_13_48_16,1,0.8,4.57143,16,1.39971
BF6_cpmp_16_5_64_13_48_17,1,0.8,4.57143,16,1.4983
BF6_cpmp_16_5_64_13_48_18,1,0.8,4.57143,16,1.4983
BF6_cpmp_16_5_64_13_48_19,1,0.8,4.57143,16,1.59079
BF6_cpmp_16_5_64_13_48_2,1,0.8,4.57143,16,1.39971
BF6_cpmp_16_5_64_13_48_3,1,0.8,4.57143,16,1.59079
BF6_cpmp_16_5_64_13_48_4,1,0.8,4.57143,16,1.72023
BF6_cpmp_16_5_64_13_48_6,1,0.8,4.57143,16,1.63507
BF6_cpmp_16_5_64_13_48_7,1,0.8,4.57143,16,1.44984
BF6_cpmp_16_5_64_13_48_8,1,0.8,4.57143,16,1.59079
BF6_cpmp_16_5_64_13_48_9,1,0.8,4.57143,16,1.76126
BF7_cpmp_16_5_64_26_39_1,1,0.8,2.37037,16,0.948611
BF7_cpmp_16_5_64_26_39_10,1,0.8,2.37037,16,1.09369
BF7_cpmp_16_5_64_26_39_11,1,0.8,2.37037,16,0.908729
BF7_cpmp_16_5_64_26_39_12,1,0.8,2.37037,16,1.02372
BF7_cpmp_16_5_64_26_39_13,1,0.8,2.37037,16,1.09369
BF7_cpmp_16_5_64_26_39_14,1,0.8,2.37037,16,0.908729
BF7_cpmp_16_5_64_26_39_15,1,0.8,2.37037,16,0.823189
BF7_cpmp_16_5_64_26_39_16,1,0.8,2.37037,16,0.908729
BF7_cpmp_16_5_64_26_39_17,1,0.8,2.37037,16,1.09369
BF7_cpmp_16_5_64_26_39_19,1,0.8,2.37037,16,0.823189
BF7_cpmp_16_5_64_26_39_2,1,0.8,2.37037,16,0.948611
BF7_cpmp_16_5_64_26_39_20,1,0.8,2.37037,16,0.986882
BF7_cpmp_16_5_64_26_39_3,1,0.8,2.37037,16,1.05929
BF7_cpmp_16_5_64_26_39_6,1,0.8,2.37037,16,1.15944
BF7_cpmp_16_5_64_26_39_7,1,0.8,2.37037,16,0.823189
BF7_cpmp_16_5_64_26_39_8,1,0.8,2.37037,16,0.908729
BF8_cpmp_16_5_64_26_48_1,1,0.8,2.37037,16,1.41809
BF8_cpmp_16_5_64_26_48_11,1,0.8,2.37037,16,0.948611
BF8_cpmp_16_5_64_26_48_12,1,0.8,2.37037,16,0.776895
BF8_cpmp_16_5_64_26_48_17,1,0.8,2.37037,16,0.908729
BF8_cpmp_16_5_64_26_48_20,1,0.8,2.37037,16,0.823189
BF8_cpmp_16_5_64_26_48_4,1,0.8,2.37037,16,0.823189
BF8_cpmp_16_5_64_26_48_5,1,0.8,2.37037,16,1.15944
BF8_cpmp_16_5_64_26_48_6,1,0.8,2.37037,16,0.823189
BF8_cpmp_16_5_64_26_48_7,1,0.8,2.37037,16,1.02372
BF9_cpmp_16_8_77_16_47_1,1,0.601562,4.52941,16,2.40386
BF9_cpmp_16_8_77_16_47_10,1,0.601562,4.52941,16,1.33362
BF9_cpmp_16_8_77_16_47_12,1,0.601562,4.52941,16,1.71902
BF9_cpmp_16_8_77_16_47_3,1,0.601562,4.52941,16,1.28876
BF9_cpmp_16_8_77_16_47_4,1,0.601562,4.52941,16,1.4191
BF9_cpmp_16_8_77_16_47_6,1,0.601562,4.52941,16,1.4191
BF9_cpmp_16_8_77_16_47_7,1,0.601562,4.52941,16,1.81878
BF9_cpmp_16_8_77_16_47_8,1,0.601562,4.52941,16,1.68445
LC2a_lc2a_1,1,0.694444,4.54545,12,3.17271
LC2a_lc2a_10,1,0.694444,4.54545,12,2.46295
LC2a_lc2a_2,1,0.694444,4.54545,12,2.70903
LC2a_lc2a_3,1,0.694444,4.54545,12,2.8079
LC2a_lc2a_4,1,0.694444,4.54545,12,2.14746
LC2a_lc2a_5,1,0.694444,4.54545,12,2.49959
LC2a_lc2a_7,1,0.694444,4.54545,12,2.27091
LC2b_lc2b_1,1,0.694444,4.54545,12,3.4997
LC2b_lc2b_2,1,0.694444,4.54545,12,2.14746
LC2b_lc2b_3,1,0.694444,4.54545,12,2.74238
LC2b_lc2b_4,1,0.694444,4.54545,12,1.87634
LC2b_lc2b_5,1,0.694444,4.54545,12,2.34961
LC2b_lc2b_6,1,0.694444,4.54545,12,2.70903
LC2b_lc2b_7,1,0.694444,4.54545,12,1.61604
LC2b_lc2b_9,1,0.694444,4.54545,12,1.82725
LC3a_lc3a_1,1,0.75,4.90909,12,2.31417
LC3a_lc3a_10,1,0.75,4.90909,12,2.50289
LC3a_lc3a_3,1,0.75,4.90909,12,2.31417
LC3a_lc3a_4,1,0.75,4.90909,12,2.50289
LC3a_lc3a_6,1,0.75,4.90909,12,2.02056
LC3a_lc3a_7,1,0.75,4.90909,12,2.67835
LC3a_lc3a_8,1,0.75,4.90909,12,2.50289
LC3a_lc3a_9,1,0.75,4.90909,12,2.96815
LC3b_lc3b_1,1,0.75,4.90909,12,2.23422
LC3b_lc3b_10,1,0.75,4.90909,12,3.20382
LC3b_lc3b_4,1,0.75,4.90909,12,2.74539
LC3b_lc3b_5,1,0.75,4.90909,12,2.42916
LC3b_lc3b_6,1,0.75,4.90909,12,2.27454
LC3b_lc3b_8,1,0.75,4.90909,12,2.27454
LC3b_lc3b_9,1,0.75,4.90909,12,2.71208
cv_data5-10-33,1,0.714286,1,10,0
cv_data4-6-1,1,0.666667,1,6,0
cv_data4-4-19,1,0.666667,1,4,0
cv_data5-4-23,1,0.714286,1,4,0
cv_data4-5-2,1,0.666667,1,5,0
cv_data4-5-26,1,0.666667,1,5,0
cv_data5-5-12,1,0.714286,1,5,0
cv_data4-5-9,1,0.666667,1,5,0
cv_data5-7-19,1,0.714286,1,7,0
cv_data4-6-18,1,0.666667,1,6,0
cv_data4-4-21,1,0.666667,1,4,0
cv_data4-7-39,1,0.666667,1,7,0
cv_data4-7-27,1,0.666667,1,7,0
cv_data5-7-40,1,0.714286,1,7,0
cv_data5-6-26,1,0.714286,1,6,0
cv_data5-6-6,1,0.714286,1,6,0
cv_data4-5-1,1,0.666667,1,5,0
cv_data5-4-21,1,0.714286,1,4,0
cv_data4-5-22,1,0.666667,1,5,0
cv_data5-7-13,1,0.714286,1,7,0
cv_data5-8-38,1,0.714286,1,8,0
cv_data4-7-38,1,0.666667,1,7,0
cv_data3-8-38,1,0.6,1,8,0
cv_data4-4-16,1,0.666667,1,4,0
cv_data4-7-37,1,0.666667,1,7,0
cv_data5-7-15,1,0.714286,1,7,0
cv_data4-7-25,1,0.666667,1,7,0
cv_data5-5-38,1,0.714286,1,5,0
cv_data5-8-39,1,0.714286,1,8,0
cv_data5-5-29,1,0.714286,1,5,0
cv_data5-5-25,1,0.714286,1,5,0
cv_data4-7-30,1,0.666667,1,7,0
cv_data5-4-36,1,0.714286,1,4,0
cv_data4-4-15,1,0.666667,1,4,0
cv_data5-8-19,1,0.714286,1,8,0
cv_data5-10-23,1,0.714286,1,10,0
cv_data5-5-11,1,0.714286,1,5,0
cv_data4-7-20,1,0.666667,1,7,0
cv_data4-7-35,1,0.666667,1,7,0
cv_data4-6-7,1,0.666667,1,6,0
cv_data4-7-6,1,0.666667,1,7,0
cv_data4-5-25,1,0.666667,1,5,0
cv_data5-8-2,1,0.714286,1,8,0
cv_data4-4-33,1,0.666667,1,4,0
cv_data4-5-5,1,0.666667,1,5,0
cv_data3-8-37,1,0.6,1,8,0
cv_data4-5-20,1,0.666667,1,5,0
cv_data5-4-37,1,0.714286,1,4,0
cv_data4-6-5,1,0.666667,1,6,0
cv_data4-6-35,1,0.666667,1,6,0
cv_data4-7-1,1,0.666667,1,7,0
cv_data5-5-5,1,0.714286,1,5,0
cv_data5-5-37,1,0.714286,1,5,0
cv_data4-5-24,1,0.666667,1,5,0
cv_data5-4-15,1,0.714286,1,4,0
cv_data5-9-21,1,0.714286,1,9,0
cv_data5-4-27,1,0.714286,1,4,0
cv_data5-6-25,1,0.714286,1,6,0
cv_data5-8-25,1,0.714286,1,8,0
cv_data4-6-21,1,0.666667,1,6,0
cv_data5-5-16,1,0.714286,1,5,0
cv_data5-4-4,1,0.714286,1,4,0
cv_data5-5-39,1,0.714286,1,5,0
cv_data4-7-22,1,0.666667,1,7,0
cv_data5-6-11,1,0.714286,1,6,0
cv_data4-6-9,1,0.666667,1,6,0
cv_data3-5-13,1,0.6,1,5,0
cv_data3-8-2,1,0.6,1,8,0
cv_data5-6-2,1,0.714286,1,6,0
cv_data5-4-17,1,0.714286,1,4,0
cv_data5-8-6,1,0.714286,1,8,0
cv_data4-6-20,1,0.666667,1,6,0
cv_data5-4-7,1,0.714286,1,4,0
cv_data4-7-19,1,0.666667,1,7,0
cv_data5-5-33,1,0.714286,1,5,0
cv_data5-5-27,1,0.714286,1,5,0
cv_data5-4-31,1,0.714286,1,4,0
cv_data4-5-30,1,0.666667,1,5,0
cv_data5-6-8,1,0.714286,1,6,0
cv_data5-5-14,1,0.714286,1,5,0
cv_data4-6-16,1,0.666667,1,6,0
cv_data5-5-40,1,0.714286,1,5,0
cv_data4-7-26,1,0.666667,1,7,0
cv_data5-5-7,1,0.714286,1,5,0
cv_data3-7-18,1,0.6,1,7,0
cv_data5-5-24,1,0.714286,1,5,0
cv_data5-4-3,1,0.714286,1,4,0
cv_data5-5-23,1,0.714286,1,5,0
cv_data5-5-10,1,0.714286,1,5,0
cv_data5-5-18,1,0.714286,1,5,0
cv_data4-7-24,1,0.666667,1,7,0
cv_data5-4-13,1,0.714286,1,4,0
cv_data5-9-38,1,0.714286,1,9,0
cv_data5-5-8,1,0.714286,1,5,0
cv_data4-7-40,1,0.666667,1,7,0
cv_data5-7-33,1,0.714286,1,7,0
cv_data4-4-12,1,0.666667,1,4,0
cv_data4-6-36,1,0.666667,1,6,0
cv_data5-4-20,1,0.714286,1,4,0
cv_data4-5-23,1,0.666667,1,5,0
cv_data4-7-13,1,0.666667,1,7,0
cv_data5-9-32,1,0.714286,1,9,0
cv_data4-7-32,1,0.666667,1,7,0
cv_data5-9-4,1,0.714286,1,9,0
cv_data4-7-23,1,0.666667,1,7,0
cv_data5-5-3,1,0.714286,1,5,0
cv_data4-5-39,1,0.666667,1,5,0
cv_data5-7-36,1,0.714286,1,7,0
cv_data4-4-3,1,0.666667,1,4,0
cv_data4-7-36,1,0.666667,1,7,0
cv_data5-5-9,1,0.714286,1,5,0
cv_data4-4-23,1,0.666667,1,4,0
cv_data3-7-22,1,0.6,1,7,0
cv_data5-6-28,1,0.714286,1,6,0
cv_data4-6-37,1,0.666667,1,6,0
cv_data5-5-21,1,0.714286,1,5,0
cv_data4-6-30,1,0.666667,1,6,0
cv_data4-5-27,1,0.666667,1,5,0
cv_data4-5-21,1,0.666667,1,5,0
cv_data3-8-25,1,0.6,1,8,0
cv_data4-5-15,1,0.666667,1,5,0
cv_data5-5-31,1,0.714286,1,5,0
cv_data4-7-2,1,0.666667,1,7,0
cv_data5-4-10,1,0.714286,1,4,0
cv_data4-4-34,1,0.666667,1,4,0
cv_data5-7-4,1,0.714286,1,7,0
cv_data4-4-14,1,0.666667,1,4,0
cv_data5-7-22,1,0.714286,1,7,0
cv_data4-6-2,1,0.666667,1,6,0
cv_data4-7-12,1,0.666667,1,7,0
cv_data5-5-30,1,0.714286,1,5,0
cv_data3-8-28,1,0.6,1,8,0
cv_data5-6-37,1,0.714286,1,6,0
cv_data5-6-20,1,0.714286,1,6,0
cv_data4-6-29,1,0.666667,1,6,0
cv_data4-4-10,1,0.666667,1,4,0
cv_data4-5-29,1,0.666667,1,5,0
cv_data3-8-24,1,0.6,1,8,0
cv_data5-4-35,1,0.714286,1,4,0
cv_data5-4-22,1,0.714286,1,4,0
cv_data5-4-29,1,0.714286,1,4,0
cv_data3-7-27,1,0.6,1,7,0
cv_data3-7-5,1,0.6,1,7,0
cv_data4-5-3,1,0.666667,1,5,0
cv_data4-6-12,1,0.666667,1,6,0
cv_data5-8-8,1,0.714286,1,8,0
cv_data4-6-25,1,0.666667,1,6,0
cv_data4-7-31,1,0.666667,1,7,0
