@RELATION 'FEATURE_VALUES-SAT12-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 3'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC

@DATA
SAT-Race-2010-CNF/mixed/jarvisalo/eq.atree.braun.12.unsat.cnf,1,2.0475,0.2991,2.4287
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/partial-10-17-u.cnf,1,2.8612,0.5262,2.5867
SAT_Competition2007/industrial/industrial/anbulagan/medium-unsat/dated-5-11-u.cnf,1,3.0944,0.4013,2.6926
SAT_Competition2011/SAT02/industrial/nam/fpga-routing/k2fix_gr_rcs_w8.shuffled.cnf,1,0.0896,0.8492,4.8554
SAT_RACE2006/SAT-Race-Benchmarks/simon-s03-fifo8-400.cnf,1,2.8031,0.3834,2.8308
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_008_079_112-tseitin.cnf,1,3.169,4.4161,3.1268
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-pipe-o-uns-1.1-6.cnf,1,4.037,2.1893,4.6271
SAT_Competition2011/SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k80.cnf,1,1.7922,2.1859,2.9998
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom15.cnf,1,2.3483,1.7564,2.5211
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_b_unsat.cnf,1,1.7163,1.308,5.1632
SAT_RACE2008/babic-dspam-vc973.cnf,1,?,?,?
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-26r-k45.cnf,1,3.4492,2.889,3.3368
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_12_UNKNOWN.cnf,1,2.2046,1.0769,3.8425
SAT_RACE2008/ibm-2004-29-k25.cnf,1,3.3525,0.8601,3.386
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-03.cnf,1,3.4323,2.3322,3.2312
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/dated-5-17-u.cnf,1,3.1127,0.5379,2.8292
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top22.cnf,1,2.1335,1.8918,2.1631
SAT-Race-2010-CNF/software-verification/nec/hard-11-U-7061.cnf,1,?,?,?
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/hard/safe-50-h49-unsat.cnf,1,4.1327,2.1775,5.697
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-18-step15.cnf,1,3.2353,2.1803,3.3715
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-15.cnf,1,1.1936,1.5687,1.9084
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c7_i.cnf,1,3.3927,1.1242,3.5237
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-f6nid.cnf,1,2.8613,1.3211,3.0606
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-15.cnf,1,1.9442,0.7131,2.357
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_L100_coli.sat.cnf,1,2.4475,2.3738,2.4733
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.025-NOTKNOWN.cnf,1,2.4951,1.2604,2.5028
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc1033.cnf,1,1.6293,3.4168,1.7813
SAT_RACE2008/mizh-md5-48-2.cnf,1,0.9713,0.6084,2.3624
SAT_RACE2006/SAT-Race_TS_2/miza-sr06-md5-47-03.cnf,1,0.9811,0.604,2.3705
SAT-Race-2010-CNF/software-verification/babic/dspam_dump_vc972.cnf,1,0.9825,1.7456,1.0642
SAT_RACE2008/manol-pipe-f7nidw.cnf,1,2.8031,1.5803,2.9467
SAT_Competition2007/industrial/industrial/babic/hsatv17/hsat_vc12070.cnf,1,?,?,?
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc909.cnf,1,1.6402,5.4321,1.8742
SAT_RACE2006/SAT-Race_TS_1/narai-vpn-10s.cnf,1,2.0392,21.041,1.5685
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bjrb07amba2andenv-tseitin.cnf,1,3.1934,2.2849,2.996
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-12-step15.cnf,1,3.111,1.2586,3.2813
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/icbrt/icbrt1_32.cnf,1,2.2022,1.4899,2.09
SAT-Race-2010-CNF/mixed/diagnosis/UCG-20-10p1.cnf,1,2.9439,0.7411,3.0927
SAT_Competition2011/SAT07/industrial/babic/hsatv17/hsat_vc12062.cnf,1,?,?,?
SAT_RACE2008/velev-vliw-uns-2.0-iq1.cnf,1,3.9885,3.2113,4.2835
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-1.1-03.cnf,1,4.0378,3.3795,5.2312
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_12_UNKNOWN.cnf,1,2.275,1.1242,3.876
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-f10ni.cnf,1,2.8303,1.7985,2.9222
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-ext_con_032_008_0256-tseitin.cnf,1,?,?,?
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/uts/uts-l05-ipc5-h27-unknown.cnf,1,4.2382,1.8731,5.473
SAT-Race-2010-CNF/cryptography/mizh/sha0_36_5.cnf,1,0.8221,0.5124,2.5577
SAT_Competition2011/SAT_RACE06/ibm-2002-21r-k95.cnf,1,3.69,1.1688,3.6679
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/countbitsrotate/countbitsrotate032.cnf,1,1.47,0.9161,1.5153
SAT_Competition2007/industrial/industrial/babic/hsatv17/hsat_vc11803.cnf,1,?,?,?
SAT_Competition2011/SAT-Race-2010-CNF/software-verification/nec/hard-18-U-10652.cnf,1,3.2103,3.6815,3.376
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/partial-5-17-u.cnf,1,2.8392,0.5254,2.5717
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-uns-1.1-7.cnf,1,3.997,2.6266,4.7182
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/128/aes_128_3_keyfind_1.cnf,1,0.9854,0.9066,2.8721
SAT_Competition2007/industrial/industrial/palacios/medium/cube-11-h14-sat.cnf,1,3.001,10.3165,2.976
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c10nid_s.cnf,1,2.6279,1.9578,2.7076
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/partial-10-19-u.cnf,1,2.8471,0.5647,2.5876
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-28-s100.cnf,1,2.3336,0.7964,2.4452
SAT_RACE2006/SAT-Race-Benchmarks/simon-s02b-k2f-gr-rcs-w8.cnf,1,0.0896,0.8492,4.8554
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-15-5p0.cnf,1,2.8687,0.7119,2.9249
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-uns-1.0-08.cnf,1,4.249,4.946,4.8945
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/total-5-19-s.cnf,1,3.0893,0.6031,2.8707
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E02F20.cnf,1,1.2131,3.6425,1.6143
SAT_RACE2008/schup-l2s-bc56s-1-k391.cnf,1,2.5283,1.1941,2.9253
SAT_Competition2011/SAT09/APPLICATIONS/crypto/desgen/gss-22-s100.cnf,1,2.3826,0.7969,2.4796
SAT_Competition2007/industrial/industrial/crypto/mizh-md5-47-4.cnf,1,0.9795,0.6042,2.37
SAT_RACE2008/babic-dspam-vc1080.cnf,1,?,?,?
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc972.cnf,1,0.9825,1.7456,1.0642
SAT_RACE2006/SAT-Race_TS_1/velev-fvp-sat-3.0-07.cnf,1,3.9796,1.1802,5.0022
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c6ni_s.cnf,1,2.9328,1.3464,3.0873
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-13-s.cnf,1,2.8563,0.4687,2.5645
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/partial-5-15-u.cnf,1,2.8925,0.4866,2.5651
SAT_Competition2009/APPLICATION/SAT07/industrial/jarvisalo/eq.atree.braun.9.unsat.cnf,1,1.9997,0.2677,2.4408
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/c32sat/post-c32s-gcdm16-22.cnf,1,1.6455,1.2728,2.6941
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.050-SAT.cnf,1,1.2856,4.5219,1.297
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/uts/uts-l06-ipc5-h31-unknown.cnf,1,4.2559,1.8967,5.719
SAT_Competition2007/industrial/industrial/palacios/medium/cube-9-h11-sat.cnf,1,3.0732,7.2867,3.0387
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/maxxor/maxxor064.cnf,1,2.3703,1.6733,2.2062
SAT_RACE2006/SAT-Race_TS_1/goldb-heqc-desmul.cnf,1,2.0042,5.0083,1.896
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitsrotate/countbitsrotate128.cnf,1,1.3426,1.8172,1.3619
SAT_RACE2006/SAT-Race_TS_2/velev-pipe-sat-1.0-01.cnf,1,4.2511,6.9937,5.3958
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/emptyroom-4-h21-unsat.cnf,1,2.7559,3.5766,2.9171
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-03.cnf,1,1.9873,0.7872,2.8519
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-f6b.cnf,1,3.2062,1.2087,3.3624
SAT_RACE2006/SAT-Race_TS_1/simon-mixed-s02bis-05.cnf,1,2.4849,1.5385,2.7096
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.020-NOTKNOWN.cnf,1,1.3576,4.7326,1.3857
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/maxxororand/maxxororand128.cnf,1,2.1508,2.6054,2.2436
SAT_Competition2009/APPLICATION/SAT07/industrial/jarvisalo/eq.atree.braun.10.unsat.cnf,1,2.0227,0.2801,2.4359
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf,1,2.5225,1.2516,2.5168
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/maxor/maxor128.cnf,1,2.2843,2.378,2.1095
SAT-Race-2010-CNF/software-verification/post/zfcp.cnf,1,?,?,?
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h32-unknown.cnf,1,4.2532,1.922,5.71
SAT_Competition2011/SAT04/industrial/velev/pipe-sat-1-1/12pipe_bug4_q0.used-as.sat04-723.cnf,1,4.0386,3.3769,5.2302
SAT_Competition2007/industrial/industrial/palacios/hard/safe-50-h49-unsat.cnf,1,4.1327,2.1775,5.697
SAT_RACE2006/SAT-Race_TS_2/schup-l2s-s04s2-09.cnf,1,3.0137,0.6374,3.0616
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitssrl/countbitssrl128.cnf,1,1.6358,2.4539,1.6617
SAT_Competition2011/SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug6.cnf,1,4.1237,13.3817,4.3557
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.080-SAT.cnf,1,1.7343,0.9367,1.7335
SAT_RACE2008/anbul-part-10-13-s.cnf,1,2.8563,0.4687,2.5645
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-f7idw.cnf,1,2.7419,1.5285,2.9248
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-uns-1.0-9.cnf,1,4.2416,5.6053,5.0256
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.150-SAT.cnf,1,1.6665,1.9243,1.7974
SAT_RACE2006/SAT-Race-Benchmarks/schup-l2s-guid-1-k56.cnf,1,2.7501,0.9431,2.949
SAT_Competition2007/industrial/industrial/babic/hsatv17/hsat_vc11813.cnf,1,?,?,?
SAT-Race-2010-CNF/hardware-verification/velev/12pipe_q0_k.cnf,1,3.8899,3.6777,5.0901
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom22.cnf,1,2.2303,2.1507,2.3844
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/dated-10-17-u.cnf,1,3.1308,0.5536,2.8662
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_L150_coli.sat.cnf,1,2.1455,2.8549,2.1708
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/c32sat/post-c32s-ss-8.cnf,1,1.76,1.065,2.1911
SAT_Competition2011/SAT_RACE08/cnf/manol-pipe-c6bidw_i.cnf,1,2.9427,1.3375,3.1481
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-08.cnf,1,2.2492,1.0469,2.6262
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-2_14-k45.cnf,1,2.9239,0.9652,3.1511
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitsarray/countbitsarray08_32.cnf,1,1.6874,0.1652,1.7506
SAT_Competition2009/APPLICATION/SAT07/industrial/babic/hsatv17/hsat_vc11803.cnf,1,?,?,?
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/partial-10-15-u.cnf,1,2.9107,0.4872,2.5792
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtviseisenberg1-tseitin.cnf,1,2.8663,1.4458,2.8469
SAT_RACE2008/ibm-2002-22r-k60.cnf,1,3.4105,1.3254,3.4353
SAT_Competition2011/SAT_RACE06/velev-pipe-o-uns-1.1-6.cnf,1,4.037,2.1893,4.6271
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E02F22.cnf,1,1.1107,4.0332,1.6086
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitsarray/countbitsarray02_32.cnf,1,1.7069,0.1969,1.8073
SAT_RACE2008/cmu-bmc-longmult15.cnf,1,2.2025,1.179,2.5562
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-04.cnf,1,2.6901,5.8534,3.038
SAT_RACE2008/schup-l2s-motst-2-k315.cnf,1,2.5402,1.2442,2.9194
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/md5gen/gus-md5-15.cnf,1,1.0516,0.5839,2.349
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-cha05-113.cnf,1,3.0866,1.3972,3.283
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/total-5-17-u.cnf,1,3.0708,0.5351,2.793
SAT_Competition2007/industrial/industrial/jarvisalo/eq.atree.braun.10.unsat.cnf,1,2.0227,0.2801,2.4359
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_34.cnf,1,0.2903,0.0034,0.6027
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_13_UNSAT.cnf,1,2.5287,1.1334,4.1952
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-pipe-sat-1.0-b7.cnf,1,4.251,6.9937,5.3959
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq3.cnf,1,4.1162,4.4743,4.365
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-01.cnf,1,3.4414,1.246,3.3171
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-c10nidw_s.cnf,1,2.621,1.9589,2.7094
SAT_RACE2006/SAT-Race_TS_2/miza-sr06-sha0-35-03.cnf,1,0.846,0.5098,2.5696
SAT_Competition2011/SAT09/APPLICATIONS/crypto/desgen/gss-16-s100.cnf,1,2.3661,0.8045,2.4667
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.045-NOTKNOWN.cnf,1,2.3196,1.3736,2.3471
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-c7nidw.cnf,1,2.8706,1.593,3.0083
SAT-Race-2010-CNF/hardware-verification/ibm/2004_rb10Sd.k85.cnf,1,3.3577,1.3351,3.4745
SAT_Competition2007/industrial/industrial/grieu/vmpc_24.cnf,1,0.3614,0.0058,0.7668
SAT-Race-2010-CNF/mixed/palacios/sortnet-8-ipc5-h19-sat.cnf,1,3.7986,4.1274,4.1473
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/partial-5-13-u.cnf,1,2.8797,0.4517,2.5823
SAT-Race-2010-CNF/hardware-verification/manolios/c8n_i.cnf,1,3.1199,1.3257,3.3982
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq60_a.cnf,1,2.9827,5.21,3.5214
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-16.cnf,1,1.9771,1.0031,2.5299
SAT_Competition2011/SAT09/APPLICATIONS/crypto/md5gen/gus-md5-12.cnf,1,1.0549,0.5841,2.3497
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-TPP-21-step11.cnf,1,2.5393,0.8485,2.5695
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-10-5p0.cnf,1,2.8573,0.7045,2.9644
SAT_Competition2011/SAT02/industrial/nam/fpga-routing/k2fix_gr_rcs_w9.shuffled.cnf,1,0.1093,0.8492,4.8658
SAT_Competition2007/industrial/industrial/anbulagan/diag-sat/total-5-15-s.cnf,1,3.058,0.5124,2.7798
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.030-NOTKNOWN.cnf,1,1.2974,4.8319,1.3173
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_13_UNKNOWN.cnf,1,2.4184,1.1036,3.9083
SAT_RACE2008/een-tip-sat-vis-eisen.cnf,1,3.028,0.6773,3.392
SAT_RACE2006/SAT-Race_TS_1/hoons-vbmc-s04-07.cnf,1,1.7183,1.552,1.7133
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c6idw_s.cnf,1,2.9195,1.2746,3.1187
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-c7bidw_i.cnf,1,2.9052,1.5143,3.0647
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/manol-pipe-c10nidw.cnf,1,2.6359,2.046,2.727
