@RELATION 'FEATURE_VALUES-SAT12-RAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC

@DATA
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S2080625895-070.cnf,1,0.0002,0.0002,1371.43,0.0002,0.0003,3804,3840,308.067,18000,3863,3808.6,0,3309.43,3760,3874,0.0004,0,0.441,0.2391,8,0.0799,8.2292,17527,0.0001,6,0.3044,5,0.048,0.0089,4,12,0.0005
SAT_Competition2007/random/OnTreshold/7SAT/v75/unif-k7-r89-v75-c6675-S1762817022-10.UNSAT.shuffled.cnf,1,0.0933,0.0933,9.5164,0.0933,0.0933,13,16,8.9854,75,13,12.8971,10,12.8651,10,16,0.0111,0.0851,0.1987,0.6746,4376,0.0001,4432.6,75,0.0057,4360,0.7539,4325,0,0.1978,4325,4559,0.105
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/110/unif-k5-r21.3-v110-c2343-S257485978-084.cnf,1,0.0455,0.0455,9.8923,0.0455,0.0455,22,27,8.9041,110,22,21.9807,17,21.9356,18,27,0.0456,0.0359,0.1622,0.5592,4249,0.0015,4253.875,110,0.0088,4202,0.7097,4158,0.001,0.1619,4158,4378,0.0563
SAT_Competition2007/random/OnTreshold/3SAT/v650/unif-k3-r4.261-v650-c2769-S1172355929-14.SAT.shuffled.cnf,1,0.0048,0.0048,20.4265,0.0047,0.0079,140,152,16.5324,650,140,140.333,129,140.408,130,152,0.0095,0.0018,0.0634,0.31,3736,0.082,3772.7143,633,0.0024,3618,0.5247,3595,0.0486,0.0619,3595,4067,0.0095
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/100/unif-k5-r21.3-v100-c2130-S1920888253-090.cnf,1,0.05,0.05,8.7154,0.05,0.05,20,25,7.8161,100,20,20.0942,16,20.1016,16,24,0.046,0.0376,0.1681,0.5668,4286,0.0016,4300.75,100,0.0101,4264,0.7094,4231,0.001,0.1683,4231,4446,0.0629
SAT_Competition2007/random/2+p/p0.7/v3500/unif2p-p0.7-v3500-c9345-S1909130260-19-SAT.cnf,1,0.0012,0.0012,45.5847,0.0008,0.0035,539,557,37.1889,3500,537,538.215,515,536.403,517,561,0.0024,0.0001,0.0649,0.2236,2126,0.1673,1845,2574,0.0005,1281,0.5327,1096,0.1031,0.0293,955,2918,0.0045
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v125-c2662-S236776564-037.SATISFIABLE.cnf,1,0.04,0.04,10.7963,0.04,0.04,25,30,9.6553,125,25,24.8788,20,24.9176,20,30,0.0451,0.0319,0.1513,0.5531,4173,0.0014,4201.375,125,0.0074,4165,0.7022,4148,0.0009,0.1521,4148,4304,0.0511
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S1516725086-012.UNKNOWN.cnf,1,0.1,0.1,8.9636,0.1,0.1,12,15,8.6014,70,12,12.0504,9,12.0581,9,15,0.0111,0.0928,0.2096,0.6792,4430,0.0001,4443.8333,70,0.0065,4386,0.761,4338,0,0.2112,4338,4583,0.1085
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/220/unif-k7-r85-v220-c18700-S1961115887-052.cnf,1,0.0318,0.0318,19.5931,0.0318,0.0318,36,42,20.0629,220,36,36,30,36.0753,30,42,0.0117,0.0281,0.1407,0.6297,355,0.0001,457.0714,220,0.002,299,0.7456,259,0.0001,0.1352,247,550,0.0355
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/500/unif-k3-r4.25-v500-c2125-S1494961823-060.cnf,1,0.0062,0.0062,17.4766,0.0061,0.0102,107,117,14.3831,500,108,107.542,98,107.667,98,117,0.0123,0.0024,0.0707,0.3184,3811,0.0764,3844.8571,488,0.003,3799,0.5791,3771,0.0446,0.0704,3771,3969,0.0142
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S248192082-054.UNKNOWN.cnf,1,0.0052,0.0052,22.0558,0.0052,0.0086,128,139,17.357,600,128,127.932,118,128.049,117,138,0.0104,0.0008,0.0668,0.3103,3791,0.0753,3788.875,582,0.0026,3753,0.5324,3647,0.044,0.0655,3647,3921,0.0106
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/520/unif-k3-r4.25-v520-c2210-S227954525-082.cnf,1,0.0059,0.0059,18.3676,0.0059,0.0078,113,123,14.8412,520,113,113.096,104,113.286,103,124,0.0117,0.0023,0.0704,0.3195,3839,0.0741,3883.625,512,0.0029,3822,0.5657,3797,0.0431,0.0692,3797,4148,0.0109
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S1119648091-064.cnf,1,0.0056,0.0056,50.1095,0.0056,0.0056,172,187,40.7395,900,172,172.177,159,172.208,158,185,0.0179,0.0038,0.0758,0.4784,49,0.0023,51.3645,900,0.001,44,0.6069,36,0.0016,0.0657,31,65,0.0075
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1617626827-069.SATISFIABLE.cnf,1,0.0069,0.0069,15.3263,0.0068,0.0113,98,107,12.4421,450,98,97.9555,89,97.9801,89,107,0.0136,0.0026,0.0758,0.3284,3904,0.0794,3902.375,441,0.0032,3854,0.5753,3808,0.0451,0.0736,3808,4060,0.0157
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S869604189-077.UNKNOWN.cnf,1,0.0051,0.0051,23.1834,0.0051,0.0068,131,142,18.656,600,130,130.654,120,130.431,120,141,0.01,0.0012,0.0665,0.3072,3744,0.072,3772.625,591,0.0025,3711,0.541,3664,0.0425,0.0685,3664,3989,0.0098
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S1018943457-089.SATISFIABLE.cnf,1,0.1,0.1,8.7181,0.1,0.1,12,15,8.4534,70,12,12.1367,9,12.0972,9,15,0.0111,0.0894,0.2057,0.6794,4447,0.0001,4457.8333,70,0.0069,4400,0.756,4395,0,0.2043,4395,4607,0.1104
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/12000/unif-k3-r4.2-v12000-c50400-S1510966387-018.cnf,1,0.0003,0.0003,437.2,0.0003,0.0005,2547,2577,228,12000,2554.5,2546.45,0,2299.5,2504,2599,0.0005,0,0.3519,0.2346,13,0.0781,13.8674,11696,0.0001,10,0.3125,8,0.0469,0.0136,6,20,0.0008
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/180/unif-k7-r85-v180-c15300-S1802626390-033.cnf,1,0.0389,0.0389,16.5683,0.0389,0.0389,29,35,16.5455,180,29,29.6766,25,29.7098,24,35,0.0117,0.0349,0.1443,0.6357,4162,0.0001,4134,180,0.0026,4033,0.7355,3968,0.0001,0.1413,3968,4373,0.0429
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/65/unif-k7-r89-v65-c5785-S1645769281-097.cnf,1,0.1077,0.1077,8.5152,0.1077,0.1077,11,14,8.0183,65,11,11.2707,8,11.2868,8,14,0.0111,0.0984,0.2107,0.6863,4509,0.0001,4477.5,65,0.0067,4406,0.7661,4397,0,0.2108,4397,4588,0.12
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/4000/unif-k3-r4.2-v4000-c16800-S139794312-098.cnf,1,0.0008,0.0008,110.587,0.0008,0.0015,851,876,73.313,4000,853,849.574,819,851.661,816,877,0.0016,0.0002,0.0246,0.2563,55,0.0803,59.5468,3902,0.0004,49,0.373,42,0.0469,0.0264,37,77,0.002
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/180/unif-k7-r85-v180-c15300-S1295462378-089.cnf,1,0.0389,0.0389,16.4436,0.0389,0.0389,30,35,16.9709,180,30,29.7648,25,29.971,25,36,0.0117,0.0352,0.1517,0.6311,4186,0.0001,4143.75,180,0.0024,3998,0.7295,3972,0.0001,0.1445,3972,4419,0.0435
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/75/unif-k7-r89-v75-c6675-S819692891-023.cnf,1,0.0933,0.0933,9.3947,0.0933,0.0933,13,16,8.972,75,13,12.9642,10,12.9799,10,16,0.0111,0.0863,0.1972,0.6731,4398,0.0001,4430.8,75,0.0053,4359,0.7559,4346,0,0.2,4346,4533,0.1061
SAT_Competition2007/random/2+p/p0.9/v990/unif2p-p0.9-v990-c3583-S516218553-20-SAT.cnf,1,0.0032,0.0032,26.034,0.0021,0.0064,205,218,20.2177,990,205,204.688,192,204.819,191,218,0.0062,0.0006,0.057,0.2859,3363,0.1094,3141.7143,935,0.0016,3006,0.5107,1805,0.0668,0.0512,1805,3741,0.0094
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/400/unif-k3-r4.25-v400-c1700-S419666888-007.cnf,1,0.008,0.008,13.6748,0.0078,0.0131,85,94,11.193,400,85,84.9997,76,84.8677,77,93,0.0158,0.003,0.0793,0.3402,3943,0.0805,3940,383,0.0039,3901,0.5858,3854,0.0479,0.078,3854,4008,0.0149
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S252359291-002.SATISFIABLE.cnf,1,0.0051,0.0051,20.6966,0.0051,0.0085,131,141,16.557,600,130,130.4,120,130.384,119,141,0.0102,0.002,0.0678,0.3114,3767,0.0746,3773.5,589,0.0025,3754,0.5378,3641,0.0462,0.0644,3641,3886,0.0106
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v30000-c126000-S285324961-078-UNKNOWN.cnf,1,0.0001,0.0001,946.5,0.0001,0.0002,6362,6370,2758.71,30000,6397.5,5436.86,6334,6397.5,0,6334,0.0002,0,0.014,0.2275,4,0.0801,4.7482,29275,0.0001,3,0.2858,2,0.0479,0.4411,1,8,0.0003
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v125-c2662-S34055288-072.SATISFIABLE.cnf,1,0.04,0.04,9.7014,0.04,0.04,25,30,8.6685,125,25,25.0874,20,25.0527,20,30,0.0452,0.0323,0.1528,0.5541,4198,0.0017,4234.1429,125,0.0078,4185,0.6906,4099,0.0011,0.1536,4099,4367,0.0492
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v700-c2982-S812011128-009.SATISFIABLE.cnf,1,0.0044,0.0044,22.5126,0.0044,0.0073,152,164,17.6738,700,152,152.195,141,152.384,140,164,0.0087,0.0017,0.0632,0.3056,3659,0.0756,3636,688,0.0021,3599,0.5615,3558,0.0425,0.0658,3558,3684,0.0091
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S506401817-075.UNKNOWN.cnf,1,0.0051,0.0051,25.5682,0.0051,0.0085,129,140,20.5025,600,129,129.468,119,129.25,119,140,0.0101,0.0012,0.0637,0.3015,3840,0.0667,3828.1429,589,0.0025,3751,0.5076,3718,0.038,0.0633,3718,3985,0.0118
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/440/unif-k3-r4.25-v440-c1870-S1112524719-021.cnf,1,0.0071,0.0071,15.3033,0.007,0.0141,94,104,12.6312,440,94,94.2871,85,94.3491,85,104,0.0141,0.0027,0.0777,0.3211,3947,0.0819,3940.625,427,0.0036,3908,0.5723,3873,0.0443,0.0776,3873,4026,0.0188
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/12000/unif-k3-r4.2-v12000-c50400-S650356257-052.cnf,1,0.0003,0.0003,432.5,0.0003,0.0004,2531,2584,234.739,12000,2552.5,2539.22,2470,2364.21,2504,2579,0.0005,0,0.2882,0.2401,13,0.0789,14.1395,11682,0.0001,11,0.3107,9,0.0469,0.0134,6,20,0.0008
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1000-c20000-S541740666-063-UNKNOWN.cnf,1,0.005,0.005,53.7224,0.005,0.005,191,207,44.5358,1000,191,191.279,177,191.7,178,207,0.0165,0.0033,0.061,0.474,41,0.0023,42.4123,1000,0.0009,35,0.5845,32,0.0015,0.0868,27,57,0.0069
SAT_Competition2007/random/LargeSize/5SAT/v600/unif-k5-r20-v600-c12000-S1556473581-06.cnf,1,0.0083,0.0083,34.0797,0.0083,0.0083,115,127,28.0362,600,115,115.132,105,115.258,104,126,0.0243,0.0058,0.074,0.4945,88,0.0023,93.2973,600,0.0016,81,0.6248,73,0.0015,0.0773,59,112,0.0109
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v250-c21250-S317257086-003-UNKNOWN.cnf,1,0.028,0.028,21.7953,0.028,0.028,42,49,22.0776,250,41,41.6614,35,41.2177,35,48,0.0117,0.0246,0.1279,0.6192,198,0.0001,228.8947,250,0.0017,179,0.7054,164,0.0001,0.1349,135,251,0.0313
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v550-c2343-S943066845-088.UNKNOWN.cnf,1,0.0056,0.0056,24.0121,0.0056,0.0074,118,129,19.2121,550,118,118.42,108,118.127,108,128,0.011,0.0021,0.0703,0.3076,3843,0.0704,3869.1429,539,0.0027,3793,0.5231,3779,0.0401,0.0663,3779,4039,0.0125
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/460/unif-k3-r4.25-v460-c1955-S321371087-018.cnf,1,0.0068,0.0068,13.1467,0.0067,0.0089,100,109,11.0115,460,100,99.778,91,99.8806,90,110,0.0134,0.0021,0.075,0.3299,3864,0.0827,3886.75,448,0.0033,3801,0.5718,3784,0.0498,0.0773,3784,4138,0.0159
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v250-c21250-S655589261-059-UNKNOWN.cnf,1,0.028,0.028,21.7645,0.028,0.028,41,48,22.3873,250,41,41.4119,35,41.0161,35,48,0.0117,0.0249,0.1248,0.621,215,0.0001,243.6563,250,0.0018,192,0.7211,173,0.0001,0.1376,138,271,0.0307
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/540/unif-k3-r4.25-v540-c2295-S1137823545-077.cnf,1,0.0057,0.0057,19.1984,0.0057,0.0095,117,127,15.3372,540,116,116.618,106,116.392,107,127,0.0113,0.0022,0.0702,0.3143,3891,0.079,3871.5,529,0.0029,3795,0.5556,3757,0.0485,0.0666,3757,3998,0.0153
SAT_Competition2007/random/2+p/p0.9/v1170/unif2p-p0.9-v1170-c4235-S622482268-08-UNKNOWN.cnf,1,0.0027,0.0027,34.7205,0.0018,0.0045,238,253,26.6429,1170,239,237.967,224,238.521,223,253,0.0053,0.0005,0.0478,0.2662,963,0.1072,1229.6,1099,0.0014,892,0.4882,810,0.0598,0.0493,758,2792,0.007
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v15000-c63000-S38529837-091-UNKNOWN.cnf,1,0.0002,0.0002,1004.33,0.0002,0.0004,3187,3255,264,15000,3189,3198.19,0,2841.11,3126,3244,0.0004,0,0.3754,0.2271,10,0.0802,10.2255,14668,0.0001,8,0.2763,7,0.0474,0.0153,5,15,0.0005
SAT_Competition2007/random/2+p/p0.8/v1665/unif2p-p0.8-v1665-c5178-S1363528912-04-SAT.cnf,1,0.002,0.002,33.5139,0.0014,0.0055,311,328,26.9339,1665,311,311.154,295,311.145,296,328,0.004,0.0002,0.0427,0.2483,1689,0.1386,1720.8462,1452,0.001,1391,0.4799,1331,0.0824,0.0412,1188,2188,0.0055
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/560/unif-k3-r4.25-v560-c2380-S688769362-007.cnf,1,0.0056,0.0056,19.7035,0.0055,0.0092,119,130,16.1215,560,120,119.422,109,119.573,109,130,0.0112,0.0021,0.07,0.3121,3843,0.0734,3840.625,542,0.0027,3800,0.5584,3686,0.0442,0.0685,3686,3948,0.0127
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/380/unif-k3-r4.25-v380-c1615-S1036996799-006.cnf,1,0.0082,0.0082,12.3751,0.0081,0.0136,82,91,10.0821,380,82,82.6059,74,82.5433,74,91,0.0162,0.0037,0.0818,0.3415,3960,0.0778,3943.625,369,0.0041,3886,0.6262,3865,0.0471,0.0814,3865,4057,0.0156
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/380/unif-k3-r4.25-v380-c1615-S1804335510-002.cnf,1,0.0081,0.0081,12.837,0.008,0.0134,83,92,10.7822,380,83,83.2452,75,83.0862,75,92,0.0158,0.0019,0.0822,0.3339,3937,0.0827,3954.125,373,0.0039,3878,0.5691,3789,0.0446,0.0803,3789,4180,0.0181
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1100/unif-k5-r20-v1100-c22000-S1388268034-092.cnf,1,0.0045,0.0045,61.2559,0.0045,0.0045,210,225,49.3402,1100,210,210.352,195,210.691,196,226,0.0152,0.0031,0.0569,0.4724,36,0.0023,38.1846,1100,0.0008,32,0.5725,28,0.0015,0.0555,23,50,0.006
SAT_Competition2007/random/LargeSize/7SAT/v160/unif-k7-r85-v160-c13600-S187076430-06.cnf,1,0.0437,0.0437,14.9294,0.0437,0.0437,26,32,15.0191,160,26,26.5309,21,26.4366,21,32,0.0117,0.0393,0.1523,0.6389,4251,0.0001,4187.75,160,0.0027,4080,0.7369,4032,0.0001,0.1531,4032,4388,0.049
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/65/unif-k7-r89-v65-c5785-S1223878722-065.cnf,1,0.1077,0.1077,8.4612,0.1077,0.1077,11,14,7.9626,65,11,11.3157,8,11.271,8,14,0.0111,0.0978,0.2149,0.6866,4442,0.0001,4470.6667,65,0.0068,4432,0.7638,4417,0,0.209,4417,4590,0.1184
SAT_Competition2007/random/OnTreshold/5SAT/v130/unif-k5-r21.3-v130-c2769-S116991008-16.SAT.shuffled.cnf,1,0.0385,0.0385,10.7459,0.0385,0.0385,26,31,9.8506,130,26,25.9668,21,25.8344,21,31,0.045,0.0267,0.1508,0.5494,4187,0.0015,4221.625,130,0.0077,4171,0.6946,4116,0.001,0.1522,4116,4437,0.0466
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/380/unif-k3-r4.25-v380-c1615-S326477539-068.cnf,1,0.0081,0.0081,12.6361,0.008,0.0107,83,92,10.5131,380,83,82.7771,74,82.7028,74,91,0.0158,0.0031,0.0812,0.3391,0,0.0806,0,374,0.0038,0,0.6139,0,0.0477,0.0799,0,0,0.0206
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/8000/unif-k3-r4.2-v8000-c33600-S195213520-027.cnf,1,0.0004,0.0004,277,0.0004,0.0006,1712,1738,121.789,8000,1710,1711.66,1659,1652.1,1688,1747,0.0008,0.0001,0.1865,0.2447,23,0.0806,24.9076,7809,0.0002,19,0.3198,16,0.0477,0.0125,12,34,0.001
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S1771223975-021.cnf,1,0.0455,0.0455,9.1162,0.0455,0.0455,22,27,8.1174,110,22,22.1211,18,22.1134,18,27,0.0455,0.0324,0.1612,0.5609,4227,0.0015,4262.75,110,0.009,4214,0.7256,4139,0.001,0.1599,4139,4421,0.0576
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v10000-c42000-S677627694-051-UNKNOWN.cnf,1,0.0003,0.0003,253.6,0.0003,0.0005,2122.5,2163,167.269,10000,2123.5,2126.19,2074,2123.6,2084,2152,0.0006,0,0.0124,0.2398,17,0.0805,17.6359,9738,0.0002,14,0.3213,11,0.0482,0.0162,8,26,0.0008
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/6000/unif-k3-r4.2-v6000-c25200-S762724712-048.cnf,1,0.0005,0.0005,158.736,0.0005,0.0009,1275.5,1305,99.4483,6000,1265,1275.76,1238,1269,1242,1296,0.0011,0.0001,0.0187,0.247,32,0.0805,33.7514,5839,0.0003,27,0.3436,24,0.0478,0.0234,18,45,0.0013
