@RELATION 'feature_values_proteus_2014-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE csp_perten_avg_predshape NUMERIC
@ATTRIBUTE csp_perten_avg_predsize NUMERIC
@ATTRIBUTE csp_sqrt_max_domsize NUMERIC
@ATTRIBUTE csp_sqrt_avg_domsize NUMERIC
@ATTRIBUTE directorder_reducedVars NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE directorder_BINARY+ NUMERIC
@ATTRIBUTE csp_percent_dec_predicate NUMERIC
@ATTRIBUTE directorder_horn-clauses-fraction NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE directorder_TRINARY+ NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE support_TRINARY+ NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-max NUMERIC
@ATTRIBUTE directorder_reducedClauses NUMERIC
@ATTRIBUTE csp_dyn_log_propags NUMERIC
@ATTRIBUTE csp_log_values NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE csp_perten_avg_predarity NUMERIC
@ATTRIBUTE support_HORNY-VAR-coeff-variation NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE directorder_VG-mean NUMERIC
@ATTRIBUTE directorder_vars-clauses-ratio NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE support_HORNY-VAR-entropy NUMERIC
@ATTRIBUTE csp_log_extra_ranges NUMERIC

@DATA
bool/ii/ii-8a3.xml,1,?,?,?,?,2.407171,0.577525,0.435598,?,0.835465,0.251332,0.967358,0.733333,0.174587,0.843513,0.976772,0.001195,1.096383,?,?,1.066059,0.801933,?,0.448518,0.669416,0.000724,0.276798,0.230621,0.348252,0.697805,0.501599,2.149387,?
bool/ii/ii-8e1.xml,1,?,?,?,?,3.373979,0.558387,0.461085,?,0.843847,0.270584,0.9592,0.733333,0.179222,0.885454,0.969782,0.00121,1.606751,?,?,1.113893,0.832723,?,0.45665,0.704079,0.000559,0.270768,0.242883,0.351277,0.690608,0.519677,2.420588,?
bool/ii/ii-8a4.xml,1,?,?,?,?,2.047871,0.577096,0.427278,?,0.834378,0.250597,0.968393,0.733333,0.173317,0.837217,0.978059,0.000548,0.899818,?,?,1.058446,0.795739,?,0.574469,0.666323,0.000335,0.276778,0.229342,0.348059,0.700718,0.49448,2.072844,?
bool/ii/ii-16d2.xml,1,3.772279,30.915244,1.414214,1.414214,1.31224,0.512023,0.411646,93.712868,0.889748,0.348645,0.97701,0.826087,0.189372,0.80344,0.987673,0.000167,0.475444,20.905636,17.296549,1.025834,0.756591,29.657818,0.784356,0.722677,0.000055,0.251462,0.27324,0.369912,0.724547,0.46212,2.464238,14.627021
bool/ii/ii-32b1.xml,1,?,?,?,?,0.76969,0.464108,0.348872,?,0.92889,0.439556,0.986498,0.826087,0.217478,0.727789,0.992077,0.001106,0.182016,?,?,0.930969,0.728539,?,0.69739,0.729292,0.000212,0.214137,0.316777,0.389792,0.74441,0.436748,3.012706,?
bool/ii/ii-8d2.xml,1,?,?,?,?,3.796677,0.554702,0.466692,?,0.84436,0.274174,0.956228,0.733333,0.18092,0.896061,0.966975,0.000682,1.822588,?,?,1.12509,0.842115,?,0.61602,0.711696,0.000315,0.267257,0.245818,0.350595,0.687443,0.526232,2.439521,?
bool/ii/ii-32d3.xml,1,2.435228,19.934982,1.414214,1.414214,0.885942,0.464776,0.355406,95.941287,0.928179,0.439604,0.985638,0.897436,0.217697,0.738359,0.992125,0.000122,0.228916,20.736323,19.23325,0.943479,0.727323,19.123239,0.757949,0.733342,0.000023,0.211845,0.316546,0.392572,0.743513,0.439655,2.989867,15.630324
bool/ii/ii-16c2.xml,1,3.764514,29.168194,1.414214,1.414214,1.493457,0.512069,0.415915,93.72581,0.889582,0.348412,0.976234,0.826087,0.190241,0.80855,0.987789,0.000184,0.56185,20.912609,17.206871,1.032418,0.755751,27.913356,0.805713,0.725142,0.000061,0.249793,0.272963,0.370346,0.723076,0.465517,2.468899,14.635775
bool/ii/ii-32d1.xml,1,?,?,?,?,0.987437,0.465301,0.357025,?,0.928236,0.43949,0.985568,0.897436,0.218039,0.73978,0.99214,0.00101,0.272752,?,?,0.945483,0.727039,?,0.697403,0.733737,0.000192,0.212967,0.316444,0.390792,0.743362,0.440171,3.024907,?
bool/ii/ii-8b2.xml,1,?,?,?,?,4.575962,0.577965,0.472456,?,0.836713,0.254255,0.95873,0.733333,0.182345,0.876535,0.966628,0.001013,2.218374,?,?,1.10412,0.838214,?,0.664978,0.686639,0.000583,0.265746,0.238114,0.352347,0.678736,0.542992,2.247685,?
bool/ii/ii-32a1.xml,1,2.847689,20.042395,1.414214,1.414214,0.897672,0.463667,0.350654,95.253852,0.929331,0.43891,0.986582,0.826087,0.216971,0.728438,0.992108,0.000262,0.234483,20.72088,18.139117,0.933132,0.72831,19.093165,0.72984,0.730937,0.00005,0.211798,0.316452,0.391252,0.743035,0.43897,2.991615,14.538128
bool/ii/ii-32c4.xml,1,2.106286,18.53892,1.414214,1.414214,?,?,?,96.489524,?,?,?,?,?,?,0.992061,?,?,21.089408,20.412693,?,0.728722,17.836825,0.832309,?,?,?,0.316916,?,0.744744,0.436102,2.978302,16.521002
bool/mps/mps-neos16.xml,1,58.877456,96.688494,1.414214,1.414214,0.87908,0.525034,0.389118,64.826941,0.960082,1.441132,0.976168,0.988024,0.276492,0.821507,0.989586,0.005649,0.105225,22.487026,17.052016,0.98117,0.631652,51.487371,1.85033,0.65657,0.000131,0.113738,1.113187,0.359871,0.841039,0.337761,3.555457,13.186424
bool/mps/mps-p0282.xml,1,?,?,?,?,0.421093,0.381098,0.089958,?,0.997649,2.668111,0.997747,0.994737,0.39008,0.325029,?,0.005256,0.001905,?,?,0.359831,?,?,?,0.484483,0.000045,0.013902,?,0.307602,?,?,?,?
bool/mps/mps-gt2.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-air06.xml,1,4.317073,30.018293,1.414214,1.414091,?,?,?,99.207317,?,?,?,?,?,?,?,?,?,22.450478,22.309609,?,?,20.012195,?,?,?,?,?,?,?,?,?,17.676914
bool/mps/mps-p6000.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-air03.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-neos18.xml,1,?,?,?,?,7.658275,0.51289,0.414984,?,0.83569,0.374512,0.939384,1,0.214118,0.94342,0.954574,0.005713,2.903893,?,?,1.132605,0.88272,?,0.779147,0.723927,0.000802,0.232224,0.309127,0.328814,0.712308,0.489893,3.503711,?
bool/mps/mps-aflow30a.xml,1,54.551148,304.812109,1.414214,1.414214,?,?,?,100,?,?,?,?,?,?,?,?,?,23.201009,30.761165,?,?,154.60334,?,?,?,?,?,?,?,?,?,16.300549
bool/mps/mps-diamond.xml,1,?,?,?,?,-512,0,-512,?,-512,0,-512,0,0,-512,-512,0,-512,?,?,-512,-512,?,0,0,0,-512,0,0,0,0,-512,?
bool/mps/mps-10teams.xml,1,0.882353,17.647059,1.414214,1.374369,0.716566,0.578959,0.481785,100,0.930856,0.448695,0.974018,0.904762,0.23692,0.832176,0.982717,0.000364,0.103772,20.96478,17.262719,0.989674,0.741351,11.764706,0.814843,0.640109,0.000049,0.174768,0.377875,0.374458,0.784597,0.398192,3.679848,14.530772
bool/mps/mps-p0548.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-p0291.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-stein15.xml,1,?,?,?,?,5.443182,0.625986,0.402367,?,0.778107,0.291722,0.961538,0.75,0.18705,0.861168,0.968421,0.102273,2.745562,?,?,1.007391,0.843968,?,0.686274,0.601847,0.04922,0.260355,0.274814,0.415532,0.751316,0.429574,2.673027,?
bool/mps/mps-opt1217.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-p2756.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-air04.xml,1,1.749696,12.831106,1.414214,1.414214,?,?,?,99.756987,?,?,?,?,?,?,?,?,?,22.558699,22.256831,?,?,8.55407,?,?,?,?,?,?,?,?,?,17.72887
bool/mps/mps-mzzv11.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-mod008.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-p0201.xml,1,?,?,?,?,0.408019,0.356395,0.084032,?,0.992818,0.734252,0.994374,0.987805,0.355136,0.332451,0.998006,0.007543,0.005001,?,?,0.386042,0.658987,?,0.932442,0.459406,0.000119,0.039453,0.512487,0.366353,0.773081,0.408403,5.783807,?
bool/mps/mps-neos5.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-vpm2.xml,1,49.62963,259.938272,1.414214,1.302615,?,?,?,100,?,?,?,?,?,?,?,?,?,23.03924,29.846848,?,?,130.164609,?,?,?,?,?,?,?,?,?,14.07573
