@RELATION 'FEATURE_VALUES-SAT11-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE CG_coeff_variation NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE CG_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE DIAMETER_coeff_variation NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE CG_max NUMERIC
@ATTRIBUTE DIAMETER_entropy NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE cluster_coeff_entropy NUMERIC
@ATTRIBUTE cluster_coeff_max NUMERIC
@ATTRIBUTE cluster_coeff_min NUMERIC
@ATTRIBUTE CG_entropy NUMERIC
@ATTRIBUTE cluster_coeff_mean NUMERIC
@ATTRIBUTE cluster_coeff_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_min NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC

@DATA
./SAT03/industrial/goldberg/hard_eq_check/x1mul.miter.shuffled-as.sat03-359.cnf,1,1.0083,0.0001,2.5108,0.0101,?,?,0.0002,0.5796,1.9525,0.0137,0.0002,3.9069,0,0.4607,?,0.6667,7,0.0881,11,?,1.1569,9.0507,?,?,?,?,?,?,1.7742,0,0.1571,0
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top25.cnf,1,1.355,0,1.6611,0.0033,?,?,0.0001,0.3106,1.9524,0.0013,0,1.8952,0,0.4242,?,0.9245,4,0.0939,6,?,0.7296,5.4599,?,?,?,?,?,?,2.0728,0,0.532,0
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-27-step14.cnf,1,84.2182,0,1.0806,0.0007,?,?,0.0002,0.6748,3.5036,0.0006,0,2.5235,0,0.9842,?,0.9922,14,0.0721,17,?,1.3863,15.5,?,?,?,?,?,?,3.079,0,0,0
./SAT09/APPLICATIONS/bitverif/maxxororand/maxxororand064.cnf,1,1.7395,0,1.9878,0.0029,?,?,0.0001,0.4983,2.0606,0.0011,0,1.3596,0,0.4981,?,0.8824,6,0.0638,7,?,0.5583,6.7536,?,?,?,?,?,?,2.3172,0,0.1626,0
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pathways-13-step17.cnf,1,2.9543,0,0.7789,0.0006,1.3878,0.0001,0.0003,0.7025,2.6347,0.0005,0.0001,0.8465,0,0.9064,0,1,10,0.0676,13,0.0062,1.1317,11.2111,2.9891,0.7143,0.0099,2.7701,0.2371,0.543,2.83,0,0.4782,0
./SAT09/APPLICATIONS/bioinfo/q_query_3_L70_coli.sat.cnf,1,5.2484,0,2.4732,0.0037,?,?,0.0001,0.0971,2.6194,0.0014,0,1.7961,0,0.4776,?,1,6,0.0557,7,?,0.3955,6.1348,?,?,?,?,?,?,2.666,0,0.4463,0
./SAT05/industrial/maris05/DriverLog/driverlog3_v01a.renamed-as.sat05-3963.cnf,1,3.5334,0.0065,0.4018,0.0585,0.9642,0.0256,0.0254,0.9787,2.6889,0.0338,0.0166,0.3711,0.0052,0.7802,0.0026,0.9111,4,0.1106,7,0.1313,0.9141,5.5426,3.4051,0.8667,0.0317,3.641,0.2456,0.5987,3.4393,0,0,0
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtpmsns2-tseitin.cnf,1,1.1092,0,1.0172,0.0015,0.8597,0.0005,0.0001,0.1791,2.6411,0.0007,0.0001,1.2783,0,0.4676,0,0.8148,9,0.0602,12,0.0036,0.9341,11.4659,3.3076,0.7333,0.0217,4.9056,0.1392,0.6055,2.896,0,0.3019,0
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_008_079_112-tseitin.cnf,1,4.4065,0.0001,2.883,0.0187,?,?,0.0007,0.5997,3.0191,0.076,0.0003,4.5264,0,0.8552,?,0.9328,4,0.0538,5,?,0.2691,4.9239,?,?,?,?,?,?,3.169,0,0.4671,0
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.035-NOTKNOWN.cnf,1,4.9554,0,0.7146,0.001,?,?,0.0002,0.7107,2.2688,0.0006,0,1.6968,0,0.9739,?,1,35,0.0111,37,?,0.5382,36.1383,?,?,?,?,?,?,2.3914,0,0.6468,0
SAT-Race-2010-CNF/hardware-verification/velev/2dlx_ca_bp_f_liveness.cnf,1,678.568,0,1.8279,0.0155,?,?,0.0001,0.4604,4.0475,0.0033,0,7.206,0,0.9495,?,0.9852,5,0,5,?,0,5,?,?,?,?,?,?,4.0238,0,0,0
./SAT04/industrial/velev/vliw_unsat_2.0/9dlx_vliw_at_b_iq6.used-as.sat04-347.cnf,1,531.114,0,4.3478,0.0149,?,?,0,0.4575,4.165,0.008,0,5.9766,0,0.9301,?,1,4,0,4,?,0,4,?,?,?,?,?,?,4.2629,0,0,0
./SAT11/application/kullmann/AES/Benchmarks/32/aes_32_2_keyfind_1.cnf,1,0.881,0.0035,0.2847,0.0105,0.2189,0.0187,0.0062,0.7547,2.1438,0.0091,0.0047,0.3406,0.0014,0.4064,0.0063,0.25,5,0.0773,7,0.0356,0.7101,6.5354,3.0533,0.5205,0.1882,3.1242,0.3248,0.1651,1.793,0,0.0298,0
./SAT11/application/leberre/2dimensionalstrippacking/korf-18.cnf,1,3.5658,0.0001,1.2345,0.0023,?,?,0.0002,0.6023,1.5671,0.0183,0.0009,4.0806,0,0.942,?,0.9934,5,0.0881,6,?,0.6778,5.5875,?,?,?,?,?,?,1.2868,0.25,0.3011,0
./SAT09/APPLICATIONS/diagnosis/ACG-10-10p0.cnf,1,4.3624,0,0.7729,0.0002,0.7386,0.0001,0,0.7204,2.3979,0.0001,0,0.8663,0,0.7535,0,0.75,18,0.0198,20,0.0004,0.4903,18.9,3.1536,0.4889,0.0138,3.7117,0.1499,0.5235,2.7473,0,0.642,0
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top26.cnf,1,1.7364,0,1.6857,0.0033,?,?,0.0001,0.3135,1.9475,0.0013,0,1.9344,0,0.4245,?,0.9266,4,0.0942,6,?,0.7299,5.439,?,?,?,?,?,?,2.0847,0,0.6697,0
./SAT05/industrial/grieu05/vmpc/vmpc_25.renamed-as.sat05-1913.cnf,1,39.2044,0.0012,0.0846,0.0024,?,?,0.0023,0.9401,0.7452,0.0042,0.0042,0.0054,0.0041,0.9993,?,0.5335,3,0,3,?,0,3,?,?,?,?,?,?,0.0335,0.5172,0.3887,0
./SAT07/industrial/palacios/hard/sortnet-8-ipc5-h19-sat.cnf,1,6.2939,0,2.3254,0.0052,?,?,0.0001,0.5315,3.1744,0.0077,0.0001,5.6882,0,0.6514,?,0.9487,20,0.0244,21,?,0.6902,20.4615,?,?,?,?,?,?,3.7986,0,0,0
./SAT11/application/kullmann/AES/Benchmarks/32/aes_32_1_keyfind_1.cnf,1,1.0564,0.0076,0.2842,0.0212,0.2282,0.0366,0.0128,0.8321,2.0593,0.0182,0.0097,0.3403,0.003,0.4303,0.0167,0.25,5,0.0732,7,0.0561,0.6245,6,2.8508,0.5205,0.25,3.0259,0.3477,0.1399,1.7135,0,0,0
./SAT07/industrial/anbulagan/hard-unsat/partial-5-11-u.cnf,1,4.0566,0,0.4483,0.0001,0.5441,0,0,0.814,2.2272,0.0001,0,0.4355,0,0.7554,0,0.7333,15,0.0299,16,0.0002,0.6077,15.2963,3.1489,0.6071,0.029,3.3616,0.1636,0.5702,2.8848,0,0,0
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.085-SAT.cnf,1,20.319,0,0.6914,0.0003,?,?,0.0001,0.6768,2.0861,0.0002,0,1.7925,0,0.9794,?,1,86,0,86,?,0,86,?,?,?,?,?,?,2.225,0,0,0
./SAT07/industrial/anbulagan/hard-sat/partial-10-15-s.cnf,1,5.636,0,0.4918,0.0001,0.6203,0,0,0.7698,2.3488,0,0,0.5009,0,0.7393,0,0.8,15,0.0343,17,0.0001,0.8033,15.8,3.1368,0.6071,0.0258,3.5066,0.1507,0.6427,2.898,0,0,0
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom24.cnf,1,1.5541,0,1.9413,0.0046,?,?,0.0002,0.2109,2.2686,0.0012,0.0001,2.5398,0,0.3808,?,0.88,4,0.0905,6,?,0.669,5.1862,?,?,?,?,?,?,2.2144,0,0.2163,0
./SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.120-NOTKNOWN.cnf,1,65.5826,0,0.7146,0.0009,?,?,0.0001,0.3803,1.8349,0.0007,0,2.1869,0,0.961,?,0.9941,89,0,89,?,0,89,?,?,?,?,?,?,1.7403,0,0,0
./SAT09/APPLICATIONS/crypto/desgen/gss-16-s100.cnf,1,0.9858,0.0001,0.7561,0.0022,0.9091,0.0005,0.0004,0.6516,1.8747,0.0016,0.0002,0.9456,0.0001,0.8961,0.0001,0.7778,7,0.0662,10,0.0038,0.8263,8.4634,3.2245,0.5333,0.0186,3.8011,0.1715,0.4685,2.3661,0,0,0
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom23.cnf,1,0.7541,0,1.9053,0.0048,?,?,0.0002,0.192,2.2761,0.0013,0.0001,2.4801,0,0.3807,?,0.8958,4,0.0978,6,?,0.7542,5.2976,?,?,?,?,?,?,2.2121,0,0.2339,0
SAT_RACE08/cnf/velev-vliw-uns-4.0-9-i1.cnf,1,264.872,0,1.3152,0.0103,?,?,0.0003,0.5705,4.2384,0.0094,0,5.2458,0,0.9461,?,1,4,0.1019,5,?,0.5623,4.25,?,?,?,?,?,?,4.0488,0,0,0
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.030-NOTKNOWN.cnf,1,8.4011,0,0.4307,0.0006,?,?,0.0002,0.8282,2.0559,0.0004,0.0001,1.1694,0,0.9575,?,0.9091,30,0.0234,32,?,1.0534,30.95,?,?,?,?,?,?,2.0274,0,0,0
./SAT03/industrial/goldberg/hard_eq_check/k2mul.miter.shuffled-as.sat03-355.cnf,1,1.0763,0.0001,2.7603,0.0146,?,?,0.0002,0.5363,2.2248,0.0187,0.0001,4.6324,0,0.4635,?,0.6667,9,0.074,13,?,1.1153,10.3312,?,?,?,?,?,?,1.9964,0,0.1297,0
./SAT11/application/fuhs/AProVE11/AProVE11-07.cnf,1,4.1228,0,2.1613,0.0039,?,?,0,0.0912,2.1163,0.0039,0,2.3605,0,0.5439,?,0.7143,10,0.0327,11,?,0.3768,10.125,?,?,?,?,?,?,1.6587,0,0.5947,0
SAT_RACE06/ibm-2002-21r-k95.cnf,1,4.1088,0,0.9826,0.0007,?,?,0.0001,0.0996,2.984,0.0003,0,1.2369,0,0.5996,?,0.7297,94,0.0111,98,?,1.416,96,?,?,?,?,?,?,3.69,0,0.4767,0
./SAT11/application/kullmann/AES/Benchmarks/128/aes_128_1_keyfind_1.cnf,1,0.7843,0.0005,0.6764,0.0032,0.3566,0.0253,0.0013,0.6387,2.4978,0.0022,0.0007,0.7568,0.0002,0.1437,0.0014,0.1,6,0.0658,8,0.0417,0.6311,6.8323,3.2805,0.7485,0.2714,5.1149,0.5038,0.2805,0.9864,0,0.293,0
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_004_127_112-tseitin.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
./SAT11/application/leberre/2dimensionalstrippacking/E15N15.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.045-NOTKNOWN.cnf,1,7.4181,0,0.7041,0.0007,?,?,0.0002,0.6843,2.1565,0.0004,0,1.7573,0,0.9759,?,1,45,0.0101,47,?,0.6638,46.197,?,?,?,?,?,?,2.2997,0,0,0
./SAT07/industrial/fuhs/hard/AProVE07-01.cnf,1,0.8838,0.0003,1.5383,0.0108,0.8222,0.0033,0.0012,0.5613,2.6461,0.0076,0.0006,0.8339,0.0001,0.509,0.0004,0.8333,6,0.0832,9,0.0413,0.9577,7.6236,3.5707,0.6104,0.0113,4.7123,0.2117,0.4275,2.7463,0,0.2647,0
./SAT03/industrial/li/li-test4/li-test4-100.shuffled-as.sat03-370.cnf,1,0.4032,0,2.0692,0.011,1.042,0.0002,0.0009,0.0419,2.1218,0.0001,0,0.3718,0,0.4518,0,0.9,13,0.0523,16,0.0039,1.059,14.5849,3.1342,0.5714,0.0069,3.0655,0.3574,0.2687,1.6395,0,1.4117,0
./SAT04/industrial/velev/vliw_unsat_2.0/9dlx_vliw_at_b_iq8.used-as.sat04-718.cnf,1,2376.23,0,5.2993,0.0153,?,?,0,0.4664,4.1987,0.006,0,7.7153,0,0.9362,?,1,4,0,4,?,0,4,?,?,?,?,?,?,4.2501,0,0,0
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.045-NOTKNOWN.cnf,1,7.4247,0,0.7046,0.0007,?,?,0.0001,0.7058,2.1938,0.0004,0,1.743,0,0.9764,?,1,45,0.0105,47,?,0.6927,46.2131,?,?,?,?,?,?,2.3196,0,0,0
./SAT03/industrial/schuppan/l2s/valves-gates-1-k617-unsat.shuffled-as.sat03-412.cnf,1,15.7675,0,1.4495,0.0005,?,?,0,0.2577,2.8025,0.0001,0,1.4007,0,0.5003,?,0.8958,11,0,11,?,0,11,?,?,?,?,?,?,2.5145,0,0,0
./SAT11/application/leberre/2dimensionalstrippacking/E05F18.cnf,1,1.9587,0.0002,1.1841,0.0034,?,?,0.0003,0.6236,1.6707,0.0148,0.0008,3.5867,0,0.9405,?,0.988,5,0.0867,6,?,0.667,5.6139,?,?,?,?,?,?,1.3748,0.2121,0.2473,0
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtpmspalu-tseitin.cnf,1,0.8091,0,1.1344,0.0019,?,?,0.0002,0.2,2.5389,0.0013,0.0001,1.6421,0,0.3923,?,0.8824,8,0.0444,10,?,0.5458,9.7865,?,?,?,?,?,?,2.6693,0,0.8657,0
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top30.cnf,1,1.9769,0,1.7792,0.0032,?,?,0.0001,0.2489,1.9207,0.0011,0,2.0838,0,0.4259,?,0.9032,4,0.0943,6,?,0.7237,5.375,?,?,?,?,?,?,2.0429,0,0.4317,0
SAT-Race-2010-CNF/hardware-verification/velev/11pipe_11_ooo.cnf,1,239.289,0,2.8482,0.0076,?,?,0.0001,0.3529,5.0522,0.0055,0,3.4763,0,0.9713,?,0.9869,4,0,4,?,0,4,?,?,?,?,?,?,4.2103,0,0,0
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvtms14x8p1-tseitin.cnf,1,1.2897,0,1.3455,0.0019,?,?,0.0002,0.7711,2.4782,0.0012,0.0001,1.2485,0,0.4848,?,0.8857,5,0.1052,9,?,1.1817,7.8333,?,?,?,?,?,?,2.536,0,0.2442,0
./SAT11/application/fuhs/AProVE11/AProVE11-11.cnf,1,1.4559,0,1.1866,0.0029,1.5984,0.0002,0,0.1562,2.267,0.0035,0,1.4876,0,0.5384,0,0.8788,11,0.0727,14,0.0047,0.8326,11.4444,3.8215,0.5818,0.0034,4.2808,0.2646,0.5364,2.1353,0,0.1249,0
./SAT11/application/manthey/traffic/traffic_r_uc_sat.cnf,1,20.6921,0,0.942,0.0001,?,?,0,0.1306,1.8461,0,0,0.7653,0,0.2316,?,0.5,21,0,21,?,0,21,?,?,?,?,?,?,2.7564,0,0,0
./SAT07/industrial/fuhs/medium/AProVE07-21.cnf,1,0.7905,0.0008,1.074,0.0285,0.9362,0.0048,0.0015,0.9519,1.8436,0.0247,0.0015,0.8426,0.0002,0.6087,0.0009,0.7143,6,0.0902,10,0.0509,1.0246,7.515,3.4872,0.5778,0.014,3.4705,0.2904,0.4544,1.7903,0,0.32,0
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k45.cnf,1,1.5736,0,1.8137,0.0041,?,?,0.0002,0.4339,2.603,0.0025,0.0001,1.3859,0,0.5925,?,0.72,45,0.0214,51,?,1.2616,49.5698,?,?,?,?,?,?,1.6669,0,0.2523,0
./SAT11/application/rintanen/SATPlanning/transport-transport-two-cities-sequential-15nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.040-SAT.cnf,1,61.9099,0,0.7771,0.001,?,?,0.0002,0.532,1.436,0.0007,0,4.3249,0,0.9874,?,1,43,0,43,?,0,43,?,?,?,?,?,?,1.4369,0,0,0
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.050-NOTKNOWN.cnf,1,12.6262,0,0.4009,0.0003,?,?,0.0001,0.6835,1.8171,0.0002,0,1.1731,0,0.9585,?,0.9091,51,0.0097,52,?,0.6905,51.4634,?,?,?,?,?,?,1.8324,0,0.6524,0
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_008_063_080-tseitin.cnf,1,4.5286,0.0001,2.4745,0.0256,?,?,0.0012,0.69,2.761,0.0459,0.0005,2.9177,0,0.8478,?,0.908,4,0.0775,5,?,0.4536,4.8314,?,?,?,?,?,?,2.7646,0,0.441,0
./SAT05/industrial/grieu05/vmpc/vmpc_36.renamed-as.sat05-1922.cnf,1,56.8597,0.0006,0.0729,0.0012,?,?,0.0011,0.9219,0.5792,0.002,0.002,0.0032,0.002,0.9997,?,0.5351,3,0,3,?,0,3,?,?,?,?,?,?,0.2756,0.5238,0.5823,0
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom12.cnf,1,0.8357,0.0002,1.3957,0.0086,0.8453,0.0031,0.0006,0.4416,2.4074,0.0023,0.0002,1.6963,0,0.3889,0.0001,0.875,4,0.0888,6,0.039,0.6936,5.614,2.8892,0.6813,0.0085,5.2599,0.1018,0.7452,2.4469,0,0.0813,0
./SAT07/industrial/anbulagan/medium-unsat/dated-5-11-u.cnf,1,3.0997,0,0.4251,0.0002,0.5276,0.0001,0.0001,0.7053,2.4032,0.0002,0,0.4279,0,0.7631,0,0.7333,13,0.0367,14,0.0004,0.6772,13.411,3.2498,0.6111,0.027,3.3948,0.1626,0.5766,3.0944,0,0.7033,0
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf,1,3.5269,0,0.7361,0.0018,1.4434,0.0002,0.0004,0.706,2.3717,0.001,0.0001,1.5869,0,0.9674,0,1,25,0.0187,27,0.0043,0.7041,25.9162,3.1893,0.6667,0.0053,4.009,0.1608,0.8922,2.5225,0,0.7312,0
SAT-Race-2010-CNF/software-verification/nec/hard-18-U-10652.cnf,1,43.9554,0,2.3891,0.003,?,?,0.0001,0.2719,2.6864,0.0008,0,2.7486,0,0.4577,?,0.9899,11,0,11,?,0,11,?,?,?,?,?,?,3.2103,0,0,0
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pathways-17-step20.cnf,1,3.4049,0,0.8394,0.0005,1.3737,0.0001,0.0002,0.6058,2.7185,0.0003,0,0.9203,0,0.9006,0,1,9,0.0748,13,0.0036,1.1096,11.0183,3.1018,0.7333,0.01,3.0432,0.2269,0.6064,3.041,0,0.5197,0
./SAT09/APPLICATIONS/bitverif/maxxor/maxxor032.cnf,1,0.6286,0.0002,1.474,0.0085,1.5201,0.0024,0.0006,0.9094,2.0225,0.0034,0.0003,0.9001,0,0.5052,0.0002,0.7333,5,0.0927,8,0.0784,0.9808,7.0039,3.1983,0.6,0.0021,4.1765,0.1538,0.7818,2.5111,0,0.1682,0
./SAT09/APPLICATIONS/bitverif/countbitsarray/countbitsarray04_32.cnf,1,0.5394,0.0003,0.33,0.0031,0.3577,0.0008,0.0005,0.5681,1.4332,0.0019,0.0003,0.2813,0.0001,0.4905,0.0003,0.8,16,0.1176,28,0.0076,2.3484,22.6118,2.5149,0.6286,0.0349,2.6936,0.1533,0.299,1.7047,0,0.1773,0
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bobsmhdlc2-tseitin.cnf,1,0.9369,0.0001,0.773,0.0027,0.8677,0.0005,0.0002,0.1933,2.4085,0.0017,0.0001,0.8279,0,0.4885,0.0001,0.7978,8,0.0721,12,0.0057,1.0651,9.8161,3.3703,0.6667,0.0174,4.3945,0.1514,0.5179,2.6337,0,0.2718,0
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.070-NOTKNOWN.cnf,1,19.8941,0,0.3903,0.0002,?,?,0.0001,0.7263,1.7247,0.0001,0,1.174,0,0.9588,?,0.9091,71,0.0064,72,?,0.6077,71.7037,?,?,?,?,?,?,1.7572,0,0,0
./SAT09/APPLICATIONS/diagnosis/UTI-20-10p1.cnf,1,8.7556,0,0.6547,0.0001,0.5865,0,0,0.3648,2.7642,0,0,0.8431,0,0.6907,0,0.8462,115,0.0043,117,0.0002,0.727,115.8095,2.89,0.5,0.0131,3.9426,0.1047,0.7677,2.9701,0,2.2315,0
