@RELATION 'FEATURE_VALUES-SAT12-RAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE cl_size_coeff_variation NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC

@DATA
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S2080625895-070.cnf,1,0.0002,0.0002,1371.43,0.0002,0.0003,3804,3840,308.067,18000,3863,3808.6,0,3309.43,3760,3874,0.0004,0,0.441,0.2391,8,0.0799,8.2292,17527,0.0001,6,0.3044,5,0.048,0.0089,4,12,0.0005,0.0288,10,0.0955,0.2336,0.0934,0.001,0.0003,1.0179,0.1258,0.2932,0.1772,21,154.5,0.2303,2.7118,75031,92.6154,75600,5.2043,0.3854,0.1724,0.5883,0.2478,2.3317,1.7805,6,0.965,66.5833,77.8333,0.2632,68.1287,0
SAT_Competition2007/random/OnTreshold/7SAT/v75/unif-k7-r89-v75-c6675-S1762817022-10.UNSAT.shuffled.cnf,1,0.0933,0.0933,9.5164,0.0933,0.0933,13,16,8.9854,75,13,12.8971,10,12.8651,10,16,0.0111,0.0851,0.1987,0.6746,4376,0.0001,4432.6,75,0.0057,4360,0.7539,4325,0,0.1978,4325,4559,0.105,0,4543,1.8009,0.0112,0.0001,0.0111,0.0085,2.0542,0.0001,0,0.0001,4559,27.5001,0.0308,3.9269,6675,27.5001,6675,2,0.0222,0.0245,0.6753,0.413,2.9507,0.2533,2,0.0964,26.958,26.9979,0.0122,26.9495,0.0042
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/110/unif-k5-r21.3-v110-c2343-S257485978-084.cnf,1,0.0455,0.0455,9.8923,0.0455,0.0455,22,27,8.9041,110,22,21.9807,17,21.9356,18,27,0.0456,0.0359,0.1622,0.5592,4249,0.0015,4253.875,110,0.0088,4202,0.7097,4158,0.001,0.1619,4158,4378,0.0563,0.0007,4374,1.1428,0.0469,0.0017,0.0465,0.0132,1.5687,0.0021,0.0164,0.0031,4378,25.37,0.0772,3.4665,2343,25.37,2343,2.8257,0.0181,0.0575,0.649,0.4252,2.6638,0.2759,3,0.078,25.1176,25.1631,0.0146,24.9022,0.0051
SAT_Competition2007/random/OnTreshold/3SAT/v650/unif-k3-r4.261-v650-c2769-S1172355929-14.SAT.shuffled.cnf,1,0.0048,0.0048,20.4265,0.0047,0.0079,140,152,16.5324,650,140,140.333,129,140.408,130,152,0.0095,0.0018,0.0634,0.31,3736,0.082,3772.7143,633,0.0024,3618,0.5247,3595,0.0486,0.0619,3595,4067,0.0095,0.0285,3919,0.2998,0.2307,0.0945,0.0197,0.0062,0.8944,0.1212,0.289,0.1878,4067,38.434,0.2388,2.7156,2744,38.434,2769,4.0047,0.041,0.1816,0.5865,0.3696,2.3354,0.2731,5,0.031,33.687,38.332,0.0717,34.658,0.0004
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/100/unif-k5-r21.3-v100-c2130-S1920888253-090.cnf,1,0.05,0.05,8.7154,0.05,0.05,20,25,7.8161,100,20,20.0942,16,20.1016,16,24,0.046,0.0376,0.1681,0.5668,4286,0.0016,4300.75,100,0.0101,4264,0.7094,4231,0.001,0.1683,4231,4446,0.0629,0.0006,4349,1.2102,0.0469,0.0019,0.0465,0.0164,1.617,0.0025,0.0113,0.0034,4446,24.2114,0.0861,3.5667,2130,24.2114,2130,2.6364,0.0149,0.064,0.6525,0.4285,2.8622,0.3019,3,0.08,23.5079,23.6589,0.0228,23.2729,0.0052
SAT_Competition2007/random/2+p/p0.7/v3500/unif2p-p0.7-v3500-c9345-S1909130260-19-SAT.cnf,1,0.0012,0.0012,45.5847,0.0008,0.0035,539,557,37.1889,3500,537,538.215,515,536.403,517,561,0.0024,0.0001,0.0649,0.2236,2126,0.1673,1845,2574,0.0005,1281,0.5327,1096,0.1031,0.0293,955,2918,0.0045,0.058,2169,0.1169,0.3186,0.1819,0.0092,0.002,0.5798,0.242,0.4475,0.3079,2918,44.001,0.2919,2.6371,8079,44.001,9344,5.5196,0.3182,0.2171,0.7541,0.373,2.138,0.8083,6,0.102,40.6912,41.842,0.0978,39.2389,0
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v125-c2662-S236776564-037.SATISFIABLE.cnf,1,0.04,0.04,10.7963,0.04,0.04,25,30,9.6553,125,25,24.8788,20,24.9176,20,30,0.0451,0.0319,0.1513,0.5531,4173,0.0014,4201.375,125,0.0074,4165,0.7022,4148,0.0009,0.1521,4148,4304,0.0511,0.0006,4304,1.0912,0.047,0.0017,0.0466,0.0113,1.5481,0.0022,0.0178,0.0032,4304,29.0253,0.0738,3.508,2662,29.0253,2662,2.9839,0.0143,0.057,0.6486,0.4307,2.8442,0.2721,3,0.0723,28.073,28.9496,0.0311,27.8081,0.0038
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S1516725086-012.UNKNOWN.cnf,1,0.1,0.1,8.9636,0.1,0.1,12,15,8.6014,70,12,12.0504,9,12.0581,9,15,0.0111,0.0928,0.2096,0.6792,4430,0.0001,4443.8333,70,0.0065,4386,0.761,4338,0,0.2112,4338,4583,0.1085,0,4521,1.8262,0.0112,0.0001,0.0111,0.0087,2.0366,0.0001,0,0.0001,4583,25.9134,0.0221,3.7582,6230,25.9134,6230,2,0.0187,0.0167,0.6792,0.4117,3.0092,0.2517,2,0.1011,25.6413,25.862,0.0083,25.6207,0.0043
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/220/unif-k7-r85-v220-c18700-S1961115887-052.cnf,1,0.0318,0.0318,19.5931,0.0318,0.0318,36,42,20.0629,220,36,36,30,36.0753,30,42,0.0117,0.0281,0.1407,0.6297,355,0.0001,457.0714,220,0.002,299,0.7456,259,0.0001,0.1352,247,550,0.0355,0.0001,421,1.225,0.0118,0.0001,0.0117,0.0029,1.5636,0.0001,0,0.0001,2254,60.3274,0.0299,4.2764,18700,50.9048,18700,2,0.8539,0.0233,0.6771,0.4407,3.1101,0.1989,2,0.0619,48.4732,49.6291,0.062,48.776,0.0012
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/500/unif-k3-r4.25-v500-c2125-S1494961823-060.cnf,1,0.0062,0.0062,17.4766,0.0061,0.0102,107,117,14.3831,500,108,107.542,98,107.667,98,117,0.0123,0.0024,0.0707,0.3184,3811,0.0764,3844.8571,488,0.003,3799,0.5791,3771,0.0446,0.0704,3771,3969,0.0142,0.0261,3911,0.3382,0.2308,0.091,0.0274,0.0066,0.9304,0.1234,0.2937,0.173,3969,31.9698,0.2324,2.7313,2114,31.9698,2125,4,0.0171,0.1775,0.5863,0.3799,2.2703,0.2746,4,0.0367,27.8221,30.8476,0.0752,28.3464,0
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S248192082-054.UNKNOWN.cnf,1,0.0052,0.0052,22.0558,0.0052,0.0086,128,139,17.357,600,128,127.932,118,128.049,117,138,0.0104,0.0008,0.0668,0.3103,3791,0.0753,3788.875,582,0.0026,3753,0.5324,3647,0.044,0.0655,3647,3921,0.0106,0.0246,3869,0.3031,0.2293,0.0864,0.0217,0.0071,0.905,0.1167,0.2921,0.159,3921,38.2884,0.2228,2.7206,2538,38.2884,2556,4.0155,0.0207,0.1766,0.5878,0.3688,2.3592,0.2451,5,0.0341,32.0491,34.4952,0.0766,32.6051,0
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/520/unif-k3-r4.25-v520-c2210-S227954525-082.cnf,1,0.0059,0.0059,18.3676,0.0059,0.0078,113,123,14.8412,520,113,113.096,104,113.286,103,124,0.0117,0.0023,0.0704,0.3195,3839,0.0741,3883.625,512,0.0029,3822,0.5657,3797,0.0431,0.0692,3797,4148,0.0109,0.0273,3965,0.3267,0.2325,0.0899,0.0213,0.0073,0.925,0.1202,0.2741,0.1735,4148,33.8667,0.2231,2.6716,2202,33.8667,2210,4,0.0288,0.1712,0.5868,0.3621,2.3031,0.3004,4,0.0534,28.6012,31.4653,0.071,29.3443,0
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S1119648091-064.cnf,1,0.0056,0.0056,50.1095,0.0056,0.0056,172,187,40.7395,900,172,172.177,159,172.208,158,185,0.0179,0.0038,0.0758,0.4784,49,0.0023,51.3645,900,0.001,44,0.6069,36,0.0016,0.0657,31,65,0.0075,0.0011,56,0.3585,0.05,0.0027,0.0228,0.002,1.0624,0.0034,0.0799,0.0049,104,69.4286,0.0802,3.6613,18000,62.2881,18000,3,0.256,0.0602,0.6508,0.3977,2.845,0.1867,3,0.0427,53.4894,58.2034,0.096,54.4229,0.0004
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1617626827-069.SATISFIABLE.cnf,1,0.0069,0.0069,15.3263,0.0068,0.0113,98,107,12.4421,450,98,97.9555,89,97.9801,89,107,0.0136,0.0026,0.0758,0.3284,3904,0.0794,3902.375,441,0.0032,3854,0.5753,3808,0.0451,0.0736,3808,4060,0.0157,0.03,3987,0.3555,0.2311,0.0897,0.0309,0.0079,0.9408,0.1202,0.2776,0.1698,4060,28.8118,0.2301,2.6604,1908,28.8118,1917,4,0.0201,0.1694,0.5892,0.3782,2.2778,0.3002,4,0.0382,26.3316,27.5872,0.0435,26.5055,0.0005
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S869604189-077.UNKNOWN.cnf,1,0.0051,0.0051,23.1834,0.0051,0.0068,131,142,18.656,600,130,130.654,120,130.431,120,141,0.01,0.0012,0.0665,0.3072,3744,0.072,3772.625,591,0.0025,3711,0.541,3664,0.0425,0.0685,3664,3989,0.0098,0.028,3842,0.3087,0.2319,0.0859,0.0188,0.0067,0.9123,0.1142,0.267,0.1626,3989,38.0201,0.2235,2.6474,2549,38.0201,2556,4.0051,0.0258,0.1766,0.5818,0.4658,2.3496,0.2568,5,0.0454,31.4923,35.5898,0.086,32.2866,0
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S1018943457-089.SATISFIABLE.cnf,1,0.1,0.1,8.7181,0.1,0.1,12,15,8.4534,70,12,12.1367,9,12.0972,9,15,0.0111,0.0894,0.2057,0.6794,4447,0.0001,4457.8333,70,0.0069,4400,0.756,4395,0,0.2043,4395,4607,0.1104,0,4496,1.829,0.0112,0.0001,0.0111,0.0095,2.0192,0.0001,0,0.0001,4607,26.2427,0.0337,3.8449,6230,26.2427,6230,2,0.0169,0.0257,0.6918,0.4213,3.0286,0.2767,2,0.099,25.9741,26.2046,0.0115,25.8818,0.0045
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/12000/unif-k3-r4.2-v12000-c50400-S1510966387-018.cnf,1,0.0003,0.0003,437.2,0.0003,0.0005,2547,2577,228,12000,2554.5,2546.45,0,2299.5,2504,2599,0.0005,0,0.3519,0.2346,13,0.0781,13.8674,11696,0.0001,10,0.3125,8,0.0469,0.0136,6,20,0.0008,0.0277,16,0.1443,0.2335,0.0918,0.0016,0.0004,0.6772,0.1224,0.2928,0.1776,39,85.875,0.2259,2.7155,50088,68.6364,50400,5.0194,0.3578,0.1703,0.5872,2.6653,2.3358,0.9215,6,0.179,53.3846,60.0357,0.1951,54.4317,0
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/180/unif-k7-r85-v180-c15300-S1802626390-033.cnf,1,0.0389,0.0389,16.5683,0.0389,0.0389,29,35,16.5455,180,29,29.6766,25,29.7098,24,35,0.0117,0.0349,0.1443,0.6357,4162,0.0001,4134,180,0.0026,4033,0.7355,3968,0.0001,0.1413,3968,4373,0.0429,0.0001,4373,1.3247,0.0118,0.0001,0.0117,0.0036,1.6327,0.0001,0,0.0002,4373,54.9692,0.033,4.2485,15300,54.9692,15300,2,0.0374,0.0244,0.6756,0.4125,3.098,0.2041,2,0.0684,54.8552,54.9692,0.0247,53.6173,0.0015
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/65/unif-k7-r89-v65-c5785-S1645769281-097.cnf,1,0.1077,0.1077,8.5152,0.1077,0.1077,11,14,8.0183,65,11,11.2707,8,11.2868,8,14,0.0111,0.0984,0.2107,0.6863,4509,0.0001,4477.5,65,0.0067,4406,0.7661,4397,0,0.2108,4397,4588,0.12,0,4516,1.8678,0.0112,0.0001,0.0111,0.0086,2.1171,0.0001,0,0.0001,4588,24.6635,0.0269,3.8384,5785,24.6635,5785,2,0.015,0.0205,0.6793,0.4179,2.8813,0.2684,2,0.1018,24.2122,24.2336,0.0098,24.193,0.0045
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/4000/unif-k3-r4.2-v4000-c16800-S139794312-098.cnf,1,0.0008,0.0008,110.587,0.0008,0.0015,851,876,73.313,4000,853,849.574,819,851.661,816,877,0.0016,0.0002,0.0246,0.2563,55,0.0803,59.5468,3902,0.0004,49,0.373,42,0.0469,0.0264,37,77,0.002,0.0279,66,0.1132,0.2339,0.093,0.0041,0.0013,0.6525,0.1256,0.288,0.1766,150,50.5474,0.2288,2.6982,16683,43.561,16800,4.9991,0.3008,0.1697,0.588,0.8739,2.3191,0.1369,5,0.0143,38.88,42.1509,0.0933,39.2148,0
