@RELATION 'FEATURE_VALUES-SAT12-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 7'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC

@DATA
SAT-Race-2010-CNF/mixed/jarvisalo/eq.atree.braun.12.unsat.cnf,1,2.0475,0.2991,2.4287,0.4541,0.0901,0.5956,0.241
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/partial-10-17-u.cnf,1,2.8612,0.5262,2.5867,0.9945,0.1632,0.4989,0.1752
SAT_Competition2007/industrial/industrial/anbulagan/medium-unsat/dated-5-11-u.cnf,1,3.0944,0.4013,2.6926,2.1871,0.1552,0.4251,0.1843
SAT_Competition2011/SAT02/industrial/nam/fpga-routing/k2fix_gr_rcs_w8.shuffled.cnf,1,0.0896,0.8492,4.8554,0.1567,0.0352,0.8254,0.0322
SAT_RACE2006/SAT-Race-Benchmarks/simon-s03-fifo8-400.cnf,1,2.8031,0.3834,2.8308,7.5232,0.163,0.4444,0.2155
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_008_079_112-tseitin.cnf,1,3.169,4.4161,3.1268,69.0141,0.2535,2.883,0.063
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-pipe-o-uns-1.1-6.cnf,1,4.037,2.1893,4.6271,0.5216,0.2954,1.6158,0.0402
SAT_Competition2011/SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k80.cnf,1,1.7922,2.1859,2.9998,1.6489,0.1608,1.7668,0.1415
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom15.cnf,1,2.3483,1.7564,2.5211,1.5656,0.2415,1.5579,0.1817
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_b_unsat.cnf,1,1.7163,1.308,5.1632,0.004,0.0361,0.9599,0.0349
SAT_RACE2008/babic-dspam-vc973.cnf,1,?,?,?,?,?,?,?
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-26r-k45.cnf,1,3.4492,2.889,3.3368,1.5249,0.2391,1.9552,0.0986
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_12_UNKNOWN.cnf,1,2.2046,1.0769,3.8425,0.5751,0.3064,0.968,0.0102
SAT_RACE2008/ibm-2004-29-k25.cnf,1,3.3525,0.8601,3.386,1.2454,0.1604,0.7651,0.1482
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-03.cnf,1,3.4323,2.3322,3.2312,12.3283,0.2476,1.9696,0.1869
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/dated-5-17-u.cnf,1,3.1127,0.5379,2.8292,2.0774,0.1573,0.5205,0.1666
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top22.cnf,1,2.1335,1.8918,2.1631,1.7349,0.1809,1.58,0.1961
SAT-Race-2010-CNF/software-verification/nec/hard-11-U-7061.cnf,1,?,?,?,?,?,?,?
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/hard/safe-50-h49-unsat.cnf,1,4.1327,2.1775,5.697,29.2074,0.3201,0.9341,0.0267
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-18-step15.cnf,1,3.2353,2.1803,3.3715,0.0446,0.3145,1.1339,0.0499
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-15.cnf,1,1.1936,1.5687,1.9084,1.4845,0.0665,3.2162,0.1905
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c7_i.cnf,1,3.3927,1.1242,3.5237,4.5535,0.1738,0.9875,0.1475
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-f6nid.cnf,1,2.8613,1.3211,3.0606,5.4583,0.1564,1.2342,0.128
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-15.cnf,1,1.9442,0.7131,2.357,2.3864,0.1129,1.2355,0.1831
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_L100_coli.sat.cnf,1,2.4475,2.3738,2.4733,5.5013,0.1599,2.8925,0.0959
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.025-NOTKNOWN.cnf,1,2.4951,1.2604,2.5028,2.1649,0.1617,0.735,0.157
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc1033.cnf,1,1.6293,3.4168,1.7813,2.8017,0.0829,2.1869,0.2176
SAT_RACE2008/mizh-md5-48-2.cnf,1,0.9713,0.6084,2.3624,1.5069,0.0385,0.4882,0.1696
SAT_RACE2006/SAT-Race_TS_2/miza-sr06-md5-47-03.cnf,1,0.9811,0.604,2.3705,1.5106,0.0385,0.4858,0.1699
SAT-Race-2010-CNF/software-verification/babic/dspam_dump_vc972.cnf,1,0.9825,1.7456,1.0642,0.8076,0.0289,1.6251,0.2225
SAT_RACE2008/manol-pipe-f7nidw.cnf,1,2.8031,1.5803,2.9467,5.7814,0.1536,1.4497,0.1255
SAT_Competition2007/industrial/industrial/babic/hsatv17/hsat_vc12070.cnf,1,?,?,?,?,?,?,?
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc909.cnf,1,1.6402,5.4321,1.8742,2.5842,0.0879,2.8785,0.2108
SAT_RACE2006/SAT-Race_TS_1/narai-vpn-10s.cnf,1,2.0392,21.041,1.5685,2.6391,0.1631,5.7812,0.1954
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bjrb07amba2andenv-tseitin.cnf,1,3.1934,2.2849,2.996,3.218,0.1293,1.6796,0.1666
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-12-step15.cnf,1,3.111,1.2586,3.2813,0.1213,0.3087,0.9885,0.0606
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/icbrt/icbrt1_32.cnf,1,2.2022,1.4899,2.09,1.0804,0.0961,1.679,0.2217
SAT-Race-2010-CNF/mixed/diagnosis/UCG-20-10p1.cnf,1,2.9439,0.7411,3.0927,0.8793,0.1483,0.6533,0.1442
SAT_Competition2011/SAT07/industrial/babic/hsatv17/hsat_vc12062.cnf,1,?,?,?,?,?,?,?
SAT_RACE2008/velev-vliw-uns-2.0-iq1.cnf,1,3.9885,3.2113,4.2835,0.4568,0.2492,2.4185,0.0692
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-1.1-03.cnf,1,4.0378,3.3795,5.2312,0.7119,0.3272,2.3481,0.0178
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_12_UNKNOWN.cnf,1,2.275,1.1242,3.876,0.5751,0.3078,0.9609,0.0094
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-f10ni.cnf,1,2.8303,1.7985,2.9222,5.5414,0.1523,1.6184,0.1236
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-ext_con_032_008_0256-tseitin.cnf,1,?,?,?,?,?,?,?
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/uts/uts-l05-ipc5-h27-unknown.cnf,1,4.2382,1.8731,5.473,10.4181,0.2985,1.5958,0.0313
SAT-Race-2010-CNF/cryptography/mizh/sha0_36_5.cnf,1,0.8221,0.5124,2.5577,1.4334,0.0382,0.5197,0.171
SAT_Competition2011/SAT_RACE06/ibm-2002-21r-k95.cnf,1,3.69,1.1688,3.6679,2.2757,0.164,0.9826,0.1352
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/countbitsrotate/countbitsrotate032.cnf,1,1.47,0.9161,1.5153,0.8373,0.0676,0.9752,0.243
SAT_Competition2007/industrial/industrial/babic/hsatv17/hsat_vc11803.cnf,1,?,?,?,?,?,?,?
SAT_Competition2011/SAT-Race-2010-CNF/software-verification/nec/hard-18-U-10652.cnf,1,3.2103,3.6815,3.376,5.9733,0.2239,2.3891,0.1458
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/partial-5-17-u.cnf,1,2.8392,0.5254,2.5717,0.9628,0.163,0.4971,0.1758
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-uns-1.1-7.cnf,1,3.997,2.6266,4.7182,0.5503,0.3097,1.7735,0.0332
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/128/aes_128_3_keyfind_1.cnf,1,0.9854,0.9066,2.8721,0.17,0.018,0.641,0.0819
SAT_Competition2007/industrial/industrial/palacios/medium/cube-11-h14-sat.cnf,1,3.001,10.3165,2.976,2.7759,0.1209,8.9522,0.1524
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c10nid_s.cnf,1,2.6279,1.9578,2.7076,5.3176,0.1488,1.7623,0.1249
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/partial-10-19-u.cnf,1,2.8471,0.5647,2.5876,0.9649,0.1639,0.5259,0.1714
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-28-s100.cnf,1,2.3336,0.7964,2.4452,1.2435,0.1507,0.7602,0.2407
SAT_RACE2006/SAT-Race-Benchmarks/simon-s02b-k2f-gr-rcs-w8.cnf,1,0.0896,0.8492,4.8554,0.1567,0.0352,0.8254,0.0322
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-15-5p0.cnf,1,2.8687,0.7119,2.9249,0.8984,0.1466,0.6332,0.1568
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-uns-1.0-08.cnf,1,4.249,4.946,4.8945,0.1435,0.2785,2.9842,0.0233
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/total-5-19-s.cnf,1,3.0893,0.6031,2.8707,1.9313,0.1592,0.5744,0.1577
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E02F20.cnf,1,1.2131,3.6425,1.6143,0.1593,0.2278,1.2561,0.023
SAT_RACE2008/schup-l2s-bc56s-1-k391.cnf,1,2.5283,1.1941,2.9253,2.6981,0.1818,1.2543,0.1867
SAT_Competition2011/SAT09/APPLICATIONS/crypto/desgen/gss-22-s100.cnf,1,2.3826,0.7969,2.4796,1.2804,0.1543,0.7595,0.2406
SAT_Competition2007/industrial/industrial/crypto/mizh-md5-47-4.cnf,1,0.9795,0.6042,2.37,1.5081,0.0385,0.4859,0.17
SAT_RACE2008/babic-dspam-vc1080.cnf,1,?,?,?,?,?,?,?
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc972.cnf,1,0.9825,1.7456,1.0642,0.8076,0.0289,1.6251,0.2225
SAT_RACE2006/SAT-Race_TS_1/velev-fvp-sat-3.0-07.cnf,1,3.9796,1.1802,5.0022,0.1674,0.2971,1.8787,0.0308
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c6ni_s.cnf,1,2.9328,1.3464,3.0873,5.0368,0.1569,1.2914,0.1301
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-13-s.cnf,1,2.8563,0.4687,2.5645,1.0588,0.1616,0.4661,0.1814
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/partial-5-15-u.cnf,1,2.8925,0.4866,2.5651,1.0622,0.1624,0.4772,0.1789
SAT_Competition2009/APPLICATION/SAT07/industrial/jarvisalo/eq.atree.braun.9.unsat.cnf,1,1.9997,0.2677,2.4408,0.4768,0.0886,0.5124,0.2409
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/c32sat/post-c32s-gcdm16-22.cnf,1,1.6455,1.2728,2.6941,8.085,0.1052,1.2705,0.1443
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.050-SAT.cnf,1,1.2856,4.5219,1.297,0.4847,0.2287,0.773,0.1447
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/uts/uts-l06-ipc5-h31-unknown.cnf,1,4.2559,1.8967,5.719,12.0039,0.3112,1.6996,0.0242
SAT_Competition2007/industrial/industrial/palacios/medium/cube-9-h11-sat.cnf,1,3.0732,7.2867,3.0387,2.7848,0.1266,6.3854,0.1511
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/maxxor/maxxor064.cnf,1,2.3703,1.6733,2.2062,1.7657,0.1798,2.1468,0.2143
SAT_RACE2006/SAT-Race_TS_1/goldb-heqc-desmul.cnf,1,2.0042,5.0083,1.896,0.0349,0.0907,3.6897,0.1578
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitsrotate/countbitsrotate128.cnf,1,1.3426,1.8172,1.3619,0.8011,0.0613,1.8764,0.2434
SAT_RACE2006/SAT-Race_TS_2/velev-pipe-sat-1.0-01.cnf,1,4.2511,6.9937,5.3958,0.1143,0.276,4.3846,0.0121
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/emptyroom-4-h21-unsat.cnf,1,2.7559,3.5766,2.9171,2.933,0.1239,3.0638,0.1488
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-03.cnf,1,1.9873,0.7872,2.8519,1.388,0.0986,1.6783,0.1746
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-f6b.cnf,1,3.2062,1.2087,3.3624,5.534,0.1549,1.0963,0.135
SAT_RACE2006/SAT-Race_TS_1/simon-mixed-s02bis-05.cnf,1,2.4849,1.5385,2.7096,0.151,0.1209,0.5504,0.148
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.020-NOTKNOWN.cnf,1,1.3576,4.7326,1.3857,1.0682,0.2279,0.7991,0.1424
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/maxxororand/maxxororand128.cnf,1,2.1508,2.6054,2.2436,2.778,0.181,2.7923,0.1801
SAT_Competition2009/APPLICATION/SAT07/industrial/jarvisalo/eq.atree.braun.10.unsat.cnf,1,2.0227,0.2801,2.4359,0.4638,0.0884,0.5506,0.2403
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf,1,2.5225,1.2516,2.5168,2.152,0.1659,0.7361,0.1547
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/maxor/maxor128.cnf,1,2.2843,2.378,2.1095,1.7447,0.1814,3.0828,0.214
SAT-Race-2010-CNF/software-verification/post/zfcp.cnf,1,?,?,?,?,?,?,?
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h32-unknown.cnf,1,4.2532,1.922,5.71,12.3547,0.3096,1.6992,0.0247
SAT_Competition2011/SAT04/industrial/velev/pipe-sat-1-1/12pipe_bug4_q0.used-as.sat04-723.cnf,1,4.0386,3.3769,5.2302,0.7066,0.3273,2.3506,0.0178
SAT_Competition2007/industrial/industrial/palacios/hard/safe-50-h49-unsat.cnf,1,4.1327,2.1775,5.697,29.2074,0.3201,0.9341,0.0267
SAT_RACE2006/SAT-Race_TS_2/schup-l2s-s04s2-09.cnf,1,3.0137,0.6374,3.0616,2.1745,0.1421,0.8067,0.2059
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitssrl/countbitssrl128.cnf,1,1.6358,2.4539,1.6617,1.7414,0.0513,1.7191,0.196
SAT_Competition2011/SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug6.cnf,1,4.1237,13.3817,4.3557,0.078,0.2698,1.3045,0.0364
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.080-SAT.cnf,1,1.7343,0.9367,1.7335,0.3931,0.2546,0.3872,0.0714
SAT_RACE2008/anbul-part-10-13-s.cnf,1,2.8563,0.4687,2.5645,1.0588,0.1616,0.4661,0.1814
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-f7idw.cnf,1,2.7419,1.5285,2.9248,5.3701,0.1566,1.4052,0.1264
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-uns-1.0-9.cnf,1,4.2416,5.6053,5.0256,0.1111,0.2855,3.4014,0.0193
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.150-SAT.cnf,1,1.6665,1.9243,1.7974,0.3178,0.3269,0.7016,0.0563
SAT_RACE2006/SAT-Race-Benchmarks/schup-l2s-guid-1-k56.cnf,1,2.7501,0.9431,2.949,2.1198,0.1368,1.0837,0.2058
SAT_Competition2007/industrial/industrial/babic/hsatv17/hsat_vc11813.cnf,1,?,?,?,?,?,?,?
