@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 1'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC

@DATA
normalized-army10-14ls.xml.mzn_AND_NODATA,1,1.506329
normalized-army12-21ls.xml.mzn_AND_NODATA,1,1.504673
normalized-aim-200-6-0-4.xml.mzn_AND_NODATA,1,3.4625
normalized-aim-200-6-0-3.xml.mzn_AND_NODATA,1,3.48
normalized-aim-200-3-4-sat-4_ext.xml.mzn_AND_NODATA,1,1.795
normalized-army10-14bt.xml.mzn_AND_NODATA,1,2.170886
normalized-2-fullins-4-5.xml.mzn_AND_NODATA,1,7.646226
normalized-aim-200-2-0-sat-4_ext.xml.mzn_AND_NODATA,1,1.331667
normalized-aim-200-6-0-1.xml.mzn_AND_NODATA,1,3.4725
normalized-aim-50-1-6-unsat-3_ext.xml.mzn_AND_NODATA,1,1.2
normalized-aim-200-6-0-sat-2_ext.xml.mzn_AND_NODATA,1,2.648333
normalized-aim-100-3-4-1.xml.mzn_AND_NODATA,1,2.2
normalized-aim-100-2-0-unsat-1_ext.xml.mzn_AND_NODATA,1,1.333333
normalized-aim-200-3-4-1.xml.mzn_AND_NODATA,1,2.1975
normalized-aim-200-2-0-unsat-4_ext.xml.mzn_AND_NODATA,1,1.333333
normalized-aim-200-3-4-4.xml.mzn_AND_NODATA,1,2.2
normalized-aim-50-1-6-2.xml.mzn_AND_NODATA,1,1.3
normalized-aim-50-1-6-1.xml.mzn_AND_NODATA,1,1.3
normalized-aim-50-1-6-4.xml.mzn_AND_NODATA,1,1.3
normalized-anna-9.xml.mzn_AND_NODATA,1,3.572464
normalized-army9-12ls.xml.mzn_AND_NODATA,1,1.507519
normalized-aim-200-6-0-2.xml.mzn_AND_NODATA,1,3.49
normalized-bibd-6-50-25-3-10_glb.xml.mzn_AND_NODATA,1,0.781905
normalized-aim-200-1-6-4.xml.mzn_AND_NODATA,1,1.3
normalized-bibd-6-60-30-3-12_glb.xml.mzn_AND_NODATA,1,0.778571
normalized-ash608GPIA-4.xml.mzn_AND_NODATA,1,6.450658
normalized-army9-12bt.xml.mzn_AND_NODATA,1,2.154135
normalized-22s-smv.xml.mzn_AND_NODATA,1,2.203509
normalized-aim-200-2-0-3.xml.mzn_AND_NODATA,1,1.5
normalized-aim-100-2-0-sat-2_ext.xml.mzn_AND_NODATA,1,1.333333
normalized-bibd-7-42-18-3-6_glb.xml.mzn_AND_NODATA,1,0.809524
normalized-aim-100-3-4-4.xml.mzn_AND_NODATA,1,2.2
normalized-5-fullins-4-6.xml.mzn_AND_NODATA,1,10.502304
normalized-army13-24ls.xml.mzn_AND_NODATA,1,1.504082
normalized-aim-200-1-6-1.xml.mzn_AND_NODATA,1,1.3
normalized-bibd-6-40-20-3-8_glb.xml.mzn_AND_NODATA,1,0.786905
normalized-aim-200-2-0-sat-3_ext.xml.mzn_AND_NODATA,1,1.331667
normalized-bibd-6-70-35-3-14_glb.xml.mzn_AND_NODATA,1,0.77619
normalized-aim-200-6-0-sat-3_ext.xml.mzn_AND_NODATA,1,2.638333
normalized-aim-50-2-0-unsat-1_ext.xml.mzn_AND_NODATA,1,1.333333
normalized-bibd-7-35-15-3-5_glb.xml.mzn_AND_NODATA,1,0.814286
normalized-bibd-9-36-12-3-3_glb.xml.mzn_AND_NODATA,1,0.85
normalized-bibd-7-63-27-3-9_glb.xml.mzn_AND_NODATA,1,0.801587
normalized-bibd-8-42-21-4-9_glb.xml.mzn_AND_NODATA,1,0.829365
normalized-bibd-16-16-6-6-2_glb.xml.mzn_AND_NODATA,1,0.952206
normalized-bibd-6-100-50-3-20_glb.xml.mzn_AND_NODATA,1,0.771905
normalized-ash958GPIA-4.xml.mzn_AND_NODATA,1,6.52714
normalized-army11-17bt.xml.mzn_AND_NODATA,1,2.186486
normalized-bf-2670-001.xml.mzn_AND_NODATA,1,1.48995
normalized-anna-8.xml.mzn_AND_NODATA,1,3.572464
normalized-bibd-13-26-6-3-1_glb.xml.mzn_AND_NODATA,1,0.906593
normalized-bibd-7-77-33-3-11_glb.xml.mzn_AND_NODATA,1,0.798701
normalized-bibd-7-28-12-3-4_glb.xml.mzn_AND_NODATA,1,0.821429
normalized-aim-200-3-4-2.xml.mzn_AND_NODATA,1,2.2
normalized-bibd-8-28-14-4-6_glb.xml.mzn_AND_NODATA,1,0.84127
normalized-bibd-9-48-16-3-4_glb.xml.mzn_AND_NODATA,1,0.843056
normalized-bibd-6-80-40-3-16_glb.xml.mzn_AND_NODATA,1,0.774405
normalized-abb313GPIA-8.xml.mzn_AND_NODATA,1,34.268465
normalized-bibd-11-22-10-5-4_glb.xml.mzn_AND_NODATA,1,0.893939
normalized-3-fullins-5-5.xml.mzn_AND_NODATA,1,16.626108
normalized-bibd-10-90-27-3-6_glb.xml.mzn_AND_NODATA,1,0.847475
normalized-bibd-10-30-9-3-2_glb.xml.mzn_AND_NODATA,1,0.869697
normalized-bibd-8-56-21-3-6_glb.xml.mzn_AND_NODATA,1,0.823413
normalized-abb313GPIA-9.xml.mzn_AND_NODATA,1,34.268465
normalized-bibd-6-90-45-3-18_glb.xml.mzn_AND_NODATA,1,0.773016
normalized-bibd-16-24-9-6-3_glb.xml.mzn_AND_NODATA,1,0.931373
normalized-bibd-7-98-42-3-14_glb.xml.mzn_AND_NODATA,1,0.795918
normalized-aim-100-1-6-sat-2_ext.xml.mzn_AND_NODATA,1,1.2
normalized-bqwh-15-106-14_glb.xml.mzn_AND_NODATA,1,1.245283
normalized-bf-0432-007.xml.mzn_AND_NODATA,1,1.940385
normalized-bibd-15-21-7-5-2_glb.xml.mzn_AND_NODATA,1,0.930952
normalized-bibd-7-70-30-3-10_glb.xml.mzn_AND_NODATA,1,0.8
normalized-bqwh-15-106-83_ext.xml.mzn_AND_NODATA,1,3.450505
normalized-bibd-12-22-11-6-5_glb.xml.mzn_AND_NODATA,1,0.904429
normalized-bibd-15-45-24-8-12_glb.xml.mzn_AND_NODATA,1,0.905556
normalized-bf-1355-075.xml.mzn_AND_NODATA,1,1.597936
normalized-bqwh-18-141-15_glb.xml.mzn_AND_NODATA,1,1.219858
normalized-BlackHole-4-4-e-2_ext.xml.mzn_AND_NODATA,1,16.507326
normalized-bibd-8-70-35-4-15_glb.xml.mzn_AND_NODATA,1,0.819841
normalized-aim-50-1-6-unsat-4_ext.xml.mzn_AND_NODATA,1,1.2
normalized-BlackHole-4-4-e-9_ext.xml.mzn_AND_NODATA,1,16.507326
normalized-bibd-10-60-18-3-4_glb.xml.mzn_AND_NODATA,1,0.85303
normalized-bqwh-18-141-23_glb.xml.mzn_AND_NODATA,1,1.234043
normalized-bqwh-18-141-21_ext.xml.mzn_AND_NODATA,1,3.5
normalized-bqwh-18-141-14_ext.xml.mzn_AND_NODATA,1,3.514329
normalized-bqwh-18-141-22_ext.xml.mzn_AND_NODATA,1,3.768688
normalized-bibd-9-108-36-3-9_glb.xml.mzn_AND_NODATA,1,0.831481
normalized-aim-200-3-4-sat-2_ext.xml.mzn_AND_NODATA,1,1.798333
normalized-bqwh-18-141-27_ext.xml.mzn_AND_NODATA,1,3.424471
normalized-bqwh-18-141-29_ext.xml.mzn_AND_NODATA,1,3.605572
normalized-BlackHole-4-4-e-3_ext.xml.mzn_AND_NODATA,1,16.507326
normalized-bqwh-18-141-14_glb.xml.mzn_AND_NODATA,1,1.234043
normalized-4-fullins-5-8.xml.mzn_AND_NODATA,1,18.645683
normalized-bqwh-18-141-23_ext.xml.mzn_AND_NODATA,1,3.714706
normalized-bqwh-18-141-19_glb.xml.mzn_AND_NODATA,1,1.198582
normalized-bibd-9-72-24-3-6_glb.xml.mzn_AND_NODATA,1,0.836111
normalized-bqwh-18-141-2_ext.xml.mzn_AND_NODATA,1,3.630339
normalized-bibd-12-44-11-3-2_glb.xml.mzn_AND_NODATA,1,0.881702
normalized-4-fullins-5-5.xml.mzn_AND_NODATA,1,18.645683
normalized-bibd-7-56-24-3-8_glb.xml.mzn_AND_NODATA,1,0.803571
normalized-bqwh-18-141-22_glb.xml.mzn_AND_NODATA,1,1.248227
normalized-BlackHole-4-4-e-6_ext.xml.mzn_AND_NODATA,1,16.507326
normalized-bqwh-18-141-17_ext.xml.mzn_AND_NODATA,1,3.366972
normalized-bibd-7-49-21-3-7_glb.xml.mzn_AND_NODATA,1,0.806122
normalized-bibd-14-26-13-7-6_glb.xml.mzn_AND_NODATA,1,0.914652
normalized-bqwh-18-141-57_ext.xml.mzn_AND_NODATA,1,3.344615
normalized-bqwh-18-141-52_ext.xml.mzn_AND_NODATA,1,3.559701
normalized-bqwh-18-141-32_ext.xml.mzn_AND_NODATA,1,3.587798
normalized-bibd-7-210-60-2-10_glb.xml.mzn_AND_NODATA,1,0.790476
normalized-BlackHole-4-4-e-4_ext.xml.mzn_AND_NODATA,1,16.507326
normalized-bqwh-18-141-40_glb.xml.mzn_AND_NODATA,1,1.255319
normalized-BlackHole-4-4-e-7_ext.xml.mzn_AND_NODATA,1,16.507326
normalized-bqwh-18-141-59_ext.xml.mzn_AND_NODATA,1,3.516369
normalized-bqwh-18-141-40_ext.xml.mzn_AND_NODATA,1,3.626087
normalized-bqwh-18-141-15_ext.xml.mzn_AND_NODATA,1,3.473684
normalized-bqwh-18-141-39_ext.xml.mzn_AND_NODATA,1,3.506767
normalized-bqwh-18-141-5_ext.xml.mzn_AND_NODATA,1,3.575221
normalized-bqwh-18-141-46_ext.xml.mzn_AND_NODATA,1,3.617176
normalized-bqwh-18-141-41_glb.xml.mzn_AND_NODATA,1,1.22695
normalized-bibd-6-30-15-3-6_glb.xml.mzn_AND_NODATA,1,0.795238
normalized-bqwh-18-141-10_ext.xml.mzn_AND_NODATA,1,3.521545
normalized-bqwh-18-141-71_glb.xml.mzn_AND_NODATA,1,1.219858
normalized-bqwh-18-141-29_glb.xml.mzn_AND_NODATA,1,1.22695
normalized-bqwh-18-141-73_glb.xml.mzn_AND_NODATA,1,1.234043
normalized-bqwh-18-141-19_ext.xml.mzn_AND_NODATA,1,3.606775
normalized-bqwh-18-141-36_glb.xml.mzn_AND_NODATA,1,1.219858
normalized-bqwh-18-141-7_glb.xml.mzn_AND_NODATA,1,1.234043
normalized-bqwh-18-141-6_ext.xml.mzn_AND_NODATA,1,3.487952
normalized-bqwh-18-141-79_ext.xml.mzn_AND_NODATA,1,3.319444
normalized-bqwh-18-141-72_ext.xml.mzn_AND_NODATA,1,3.375776
normalized-bqwh-18-141-49_glb.xml.mzn_AND_NODATA,1,1.241135
normalized-bqwh-18-141-7_ext.xml.mzn_AND_NODATA,1,3.5
normalized-bibd-8-56-28-4-12_glb.xml.mzn_AND_NODATA,1,0.823413
normalized-BlackHole-4-4-e-5_ext.xml.mzn_AND_NODATA,1,16.507326
normalized-bqwh-18-141-3_ext.xml.mzn_AND_NODATA,1,3.494768
normalized-bqwh-18-141-64_glb.xml.mzn_AND_NODATA,1,1.241135
normalized-bibd-11-55-15-3-3_glb.xml.mzn_AND_NODATA,1,0.866667
normalized-bqwh-18-141-87_glb.xml.mzn_AND_NODATA,1,1.241135
normalized-bqwh-18-141-66_ext.xml.mzn_AND_NODATA,1,3.578869
normalized-BlackHole-4-4-e-8_ext.xml.mzn_AND_NODATA,1,16.507326
normalized-bqwh-18-141-74_ext.xml.mzn_AND_NODATA,1,3.988827
normalized-bqwh-18-141-58_glb.xml.mzn_AND_NODATA,1,1.22695
normalized-bqwh-18-141-82_glb.xml.mzn_AND_NODATA,1,1.248227
normalized-bqwh-18-141-61_ext.xml.mzn_AND_NODATA,1,3.597059
normalized-bqwh-18-141-3_glb.xml.mzn_AND_NODATA,1,1.241135
normalized-bqwh-18-141-55_ext.xml.mzn_AND_NODATA,1,3.41807
normalized-bqwh-15-106-14_ext.xml.mzn_AND_NODATA,1,3.893536
normalized-bqwh-18-141-41_ext.xml.mzn_AND_NODATA,1,3.404871
normalized-bqwh-18-141-9_glb.xml.mzn_AND_NODATA,1,1.22695
normalized-bqwh-18-141-77_ext.xml.mzn_AND_NODATA,1,3.695652
normalized-bqwh-18-141-90_ext.xml.mzn_AND_NODATA,1,3.340524
normalized-bibd-22-22-7-7-2_glb.xml.mzn_AND_NODATA,1,0.962451
normalized-bqwh-18-141-42_ext.xml.mzn_AND_NODATA,1,3.468373
normalized-C1-1-20.xml.mzn_AND_NODATA,1,1.171717
normalized-C1-2-20.xml.mzn_AND_NODATA,1,1.17594
normalized-bqwh-18-141-20_glb.xml.mzn_AND_NODATA,1,1.255319
normalized-bqwh-18-141-83_ext.xml.mzn_AND_NODATA,1,3.367127
normalized-bqwh-18-141-90_glb.xml.mzn_AND_NODATA,1,1.241135
normalized-bqwh-18-141-47_ext.xml.mzn_AND_NODATA,1,3.552239
normalized-bqwh-18-141-71_ext.xml.mzn_AND_NODATA,1,3.519403
normalized-4-fullins-5-6.xml.mzn_AND_NODATA,1,18.645683
normalized-block.xml.mzn_AND_NODATA,1,1.328093
normalized-bibd-8-98-49-4-21_glb.xml.mzn_AND_NODATA,1,0.81576
normalized-bqwh-18-141-98_ext.xml.mzn_AND_NODATA,1,3.437406
normalized-bqwh-18-141-69_ext.xml.mzn_AND_NODATA,1,3.279503
normalized-bqwh-18-141-97_glb.xml.mzn_AND_NODATA,1,1.22695
normalized-bqwh-18-141-20_ext.xml.mzn_AND_NODATA,1,3.831224
normalized-bqwh-18-141-62_ext.xml.mzn_AND_NODATA,1,3.602699
normalized-bqwh-18-141-49_ext.xml.mzn_AND_NODATA,1,3.655172
normalized-bqwh-18-141-25_ext.xml.mzn_AND_NODATA,1,3.448795
normalized-bqwh-18-141-89_ext.xml.mzn_AND_NODATA,1,3.711765
normalized-bqwh-18-141-64_ext.xml.mzn_AND_NODATA,1,3.604412
normalized-bibd-7-91-39-3-13_glb.xml.mzn_AND_NODATA,1,0.796703
normalized-bqwh-18-141-88_glb.xml.mzn_AND_NODATA,1,1.241135
normalized-bqwh-18-141-82_ext.xml.mzn_AND_NODATA,1,3.427286
normalized-bqwh-18-141-84_glb.xml.mzn_AND_NODATA,1,1.248227
normalized-bqwh-18-141-59_glb.xml.mzn_AND_NODATA,1,1.198582
normalized-bqwh-18-141-94_glb.xml.mzn_AND_NODATA,1,1.219858
normalized-bqwh-18-141-46_glb.xml.mzn_AND_NODATA,1,1.234043
normalized-bqwh-18-141-94_ext.xml.mzn_AND_NODATA,1,3.758621
normalized-abb313GPIA-7.xml.mzn_AND_NODATA,1,34.268465
normalized-bqwh-18-141-43_ext.xml.mzn_AND_NODATA,1,3.74392
normalized-C2-2-15.xml.mzn_AND_NODATA,1,1.198257
normalized-bqwh-18-141-39_glb.xml.mzn_AND_NODATA,1,1.241135
normalized-C3-1-30.xml.mzn_AND_NODATA,1,1.203509
normalized-bibd-9-84-28-3-7_glb.xml.mzn_AND_NODATA,1,0.834127
normalized-C1-2-21.xml.mzn_AND_NODATA,1,1.17594
normalized-bqwh-18-141-47_glb.xml.mzn_AND_NODATA,1,1.241135
normalized-bqwh-18-141-32_glb.xml.mzn_AND_NODATA,1,1.212766
normalized-BlackHole-4-4-e-0_ext.xml.mzn_AND_NODATA,1,16.507326
normalized-chnl10-11-pb-cnf-cr.xml.mzn_AND_NODATA,1,0.190909
normalized-chnl10-15-pb-cnf-cr.xml.mzn_AND_NODATA,1,0.166667
normalized-bibd-12-88-22-3-4_glb.xml.mzn_AND_NODATA,1,0.870338
normalized-bqwh-18-141-60_ext.xml.mzn_AND_NODATA,1,3.575
normalized-bqwh-18-141-88_ext.xml.mzn_AND_NODATA,1,3.68331
normalized-C2-2-16.xml.mzn_AND_NODATA,1,1.198257
normalized-bqwh-18-141-61_glb.xml.mzn_AND_NODATA,1,1.248227
normalized-chnl-15-16.xml.mzn_AND_NODATA,1,0.129167
normalized-chnl15-25-pb-cnf-cr.xml.mzn_AND_NODATA,1,0.106667
normalized-bibd-9-96-32-3-8_glb.xml.mzn_AND_NODATA,1,0.832639
normalized-C2-1-15.xml.mzn_AND_NODATA,1,1.198257
normalized-C2-1-16.xml.mzn_AND_NODATA,1,1.198257
normalized-blast-floppy1-8.xml.mzn_AND_NODATA,1,1.086235
normalized-C4-2-60.xml.mzn_AND_NODATA,1,1.222816
normalized-bqwh-18-141-43_glb.xml.mzn_AND_NODATA,1,1.234043
normalized-abb313GPIA-5.xml.mzn_AND_NODATA,1,34.268465
normalized-chnl15-16-pb-cnf-cr.xml.mzn_AND_NODATA,1,0.129167
normalized-C4-1-60.xml.mzn_AND_NODATA,1,1.222816
normalized-C3-3-30.xml.mzn_AND_NODATA,1,1.203509
normalized-cc-7-7-2.xml.mzn_AND_NODATA,1,1.32
normalized-bqwh-18-141-97_ext.xml.mzn_AND_NODATA,1,3.413476
normalized-chnl10-20-pb-cnf-cr.xml.mzn_AND_NODATA,1,0.15
normalized-bqwh-18-141-73_ext.xml.mzn_AND_NODATA,1,3.631579
normalized-chnl-20-25.xml.mzn_AND_NODATA,1,0.09
normalized-C4-1-61.xml.mzn_AND_NODATA,1,1.222816
normalized-C4-3-61.xml.mzn_AND_NODATA,1,1.222816
normalized-cc-7-7-3.xml.mzn_AND_NODATA,1,1.32
normalized-C3-3-31.xml.mzn_AND_NODATA,1,1.203509
normalized-chnl-15-25.xml.mzn_AND_NODATA,1,0.106667
normalized-C2-3-15.xml.mzn_AND_NODATA,1,1.198257
normalized-chnl-10-20.xml.mzn_AND_NODATA,1,0.15
normalized-cc-8-8-3.xml.mzn_AND_NODATA,1,1.346154
normalized-cc-10-10-3.xml.mzn_AND_NODATA,1,1.381188
normalized-bqwh-18-141-85_ext.xml.mzn_AND_NODATA,1,3.313756
normalized-bibd-11-110-30-3-6_glb.xml.mzn_AND_NODATA,1,0.857576
normalized-C3-2-30.xml.mzn_AND_NODATA,1,1.20503
normalized-chnl-30-40.xml.mzn_AND_NODATA,1,0.058333
normalized-bibd-7-84-36-3-12_glb.xml.mzn_AND_NODATA,1,0.797619
normalized-chnl-20-30.xml.mzn_AND_NODATA,1,0.083333
normalized-C4-2-61.xml.mzn_AND_NODATA,1,1.222816
normalized-chnl-10-11.xml.mzn_AND_NODATA,1,0.190909
normalized-chnl35-36-pb-cnf-cr.xml.mzn_AND_NODATA,1,0.056349
normalized-bqwh-18-141-87_ext.xml.mzn_AND_NODATA,1,3.713663
normalized-chnl20-21-pb-cnf-cr.xml.mzn_AND_NODATA,1,0.097619
normalized-chnl-20-21.xml.mzn_AND_NODATA,1,0.097619
normalized-cc-9-9-2.xml.mzn_AND_NODATA,1,1.365854
normalized-bqwh-18-141-84_ext.xml.mzn_AND_NODATA,1,3.516369
normalized-cc-9-9-3.xml.mzn_AND_NODATA,1,1.365854
normalized-chnl-30-31.xml.mzn_AND_NODATA,1,0.065591
normalized-chnl-35-40.xml.mzn_AND_NODATA,1,0.053571
normalized-chnl35-40-pb-cnf-cr.xml.mzn_AND_NODATA,1,0.053571
normalized-C3-2-31.xml.mzn_AND_NODATA,1,1.20503
normalized-chnl30-40-pb-cnf-cr.xml.mzn_AND_NODATA,1,0.058333
normalized-chnl35-45-pb-cnf-cr.xml.mzn_AND_NODATA,1,0.050794
normalized-bibd-21-28-8-6-2_glb.xml.mzn_AND_NODATA,1,0.949134
normalized-chnl40-41-pb-cnf-cr.xml.mzn_AND_NODATA,1,0.04939
normalized-bqwh-18-141-92_glb.xml.mzn_AND_NODATA,1,1.248227
normalized-C1-3-21.xml.mzn_AND_NODATA,1,1.171717
normalized-bqwh-18-141-9_ext.xml.mzn_AND_NODATA,1,3.578475
normalized-circ-6-3.xml.mzn_AND_NODATA,1,8.566667
normalized-bf-1355-638.xml.mzn_AND_NODATA,1,1.667432
normalized-chnl40-45-pb-cnf-cr.xml.mzn_AND_NODATA,1,0.047222
normalized-chnl15-20-pb-cnf-cr.xml.mzn_AND_NODATA,1,0.116667
normalized-bqwh-18-141-92_ext.xml.mzn_AND_NODATA,1,3.665211
normalized-costasArray-18.xml.mzn_AND_NODATA,1,1.886905
normalized-costasArray-19.xml.mzn_AND_NODATA,1,1.893048
normalized-costasArray-20.xml.mzn_AND_NODATA,1,1.898551
normalized-chnl-35-36.xml.mzn_AND_NODATA,1,0.056349
normalized-chnl-35-45.xml.mzn_AND_NODATA,1,0.050794
normalized-composed-25-10-20-8_ext.xml.mzn_AND_NODATA,1,5.618406
normalized-chnl20-25-pb-cnf-cr.xml.mzn_AND_NODATA,1,0.09
