@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 3'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC

@DATA
normalized-2-fullins-5-6.xml.mzn_AND_NODATA,1,14.320423,0.06983,28.640845
normalized-3-insertions-5-4.xml.mzn_AND_NODATA,1,6.895448,0.145023,13.790896
normalized-3-insertions-5-5.xml.mzn_AND_NODATA,1,6.895448,0.145023,13.790896
normalized-aim-100-2-0-4.xml.mzn_AND_NODATA,1,1.5,0.666667,4
normalized-aim-100-1-6-sat-1_ext.xml.mzn_AND_NODATA,1,1.2,0.833333,2.93
normalized-aim-100-2-0-sat-3_ext.xml.mzn_AND_NODATA,1,1.333333,0.75,3.33
normalized-aim-100-2-0-sat-1_ext.xml.mzn_AND_NODATA,1,1.326667,0.753769,3.31
normalized-4-insertions-4-3.xml.mzn_AND_NODATA,1,3.778947,0.264624,7.557895
normalized-aim-100-2-0-3.xml.mzn_AND_NODATA,1,1.5,0.666667,3.995
normalized-aim-100-1-6-unsat-4_ext.xml.mzn_AND_NODATA,1,1.2,0.833333,2.926667
normalized-25s-smv.xml.mzn_AND_NODATA,1,1.868099,0.535303,7.048107
normalized-44s-smv.xml.mzn_AND_NODATA,1,1.278788,0.781991,5.705051
normalized-aim-100-3-4-2.xml.mzn_AND_NODATA,1,2.2,0.454545,6.085
normalized-aim-100-1-6-sat-4_ext.xml.mzn_AND_NODATA,1,1.2,0.833333,2.933333
normalized-aim-100-1-6-unsat-2_ext.xml.mzn_AND_NODATA,1,1.2,0.833333,2.926667
normalized-aim-100-2-0-1.xml.mzn_AND_NODATA,1,1.5,0.666667,3.995
normalized-aim-200-1-6-2.xml.mzn_AND_NODATA,1,1.3,0.769231,3.3975
normalized-aim-200-1-6-3.xml.mzn_AND_NODATA,1,1.3,0.769231,3.3975
normalized-4-fullins-3-6.xml.mzn_AND_NODATA,1,4.745614,0.210721,9.491228
normalized-aim-200-1-6-sat-3_ext.xml.mzn_AND_NODATA,1,1.198333,0.834492,2.926667
normalized-3-insertions-5-3.xml.mzn_AND_NODATA,1,6.895448,0.145023,13.790896
normalized-2-insertions-5-5.xml.mzn_AND_NODATA,1,6.592965,0.151677,13.18593
normalized-aim-200-1-6-unsat-3_ext.xml.mzn_AND_NODATA,1,1.2,0.833333,2.93
normalized-4-fullins-4-7.xml.mzn_AND_NODATA,1,9.637681,0.103759,19.275362
normalized-aim-100-2-0-unsat-2_ext.xml.mzn_AND_NODATA,1,1.33,0.75188,3.323333
normalized-aim-200-1-6-unsat-4_ext.xml.mzn_AND_NODATA,1,1.2,0.833333,2.933333
normalized-aim-200-1-6-sat-1_ext.xml.mzn_AND_NODATA,1,1.2,0.833333,2.931667
normalized-aim-200-1-6-unsat-2_ext.xml.mzn_AND_NODATA,1,1.195,0.83682,2.916667
normalized-aim-200-2-0-sat-2_ext.xml.mzn_AND_NODATA,1,1.331667,0.750939,3.326667
normalized-aim-200-1-6-sat-4_ext.xml.mzn_AND_NODATA,1,1.2,0.833333,2.926667
normalized-aim-200-2-0-unsat-2_ext.xml.mzn_AND_NODATA,1,1.331667,0.750939,3.326667
normalized-aim-200-2-0-unsat-3_ext.xml.mzn_AND_NODATA,1,1.331667,0.750939,3.325
normalized-4-insertions-3-3.xml.mzn_AND_NODATA,1,1.974684,0.50641,3.949367
normalized-5-fullins-4-8.xml.mzn_AND_NODATA,1,10.502304,0.095217,21.004608
normalized-aim-100-2-0-unsat-3_ext.xml.mzn_AND_NODATA,1,1.326667,0.753769,3.306667
normalized-aim-100-1-6-2.xml.mzn_AND_NODATA,1,1.3,0.769231,3.395
normalized-aim-100-1-6-sat-3_ext.xml.mzn_AND_NODATA,1,1.2,0.833333,2.933333
normalized-2-fullins-5-5.xml.mzn_AND_NODATA,1,14.320423,0.06983,28.640845
normalized-aim-200-3-4-sat-3_ext.xml.mzn_AND_NODATA,1,1.798333,0.55607,4.725
normalized-aim-50-1-6-unsat-1_ext.xml.mzn_AND_NODATA,1,1.173333,0.852273,2.846667
normalized-aim-100-3-4-3.xml.mzn_AND_NODATA,1,2.2,0.454545,6.1
normalized-aim-200-2-0-1.xml.mzn_AND_NODATA,1,1.5,0.666667,3.9975
normalized-43s-smv.xml.mzn_AND_NODATA,1,1.966621,0.508486,6.894938
normalized-aim-200-1-6-unsat-1_ext.xml.mzn_AND_NODATA,1,1.2,0.833333,2.931667
normalized-aim-100-1-6-3.xml.mzn_AND_NODATA,1,1.3,0.769231,3.4
normalized-aim-100-1-6-1.xml.mzn_AND_NODATA,1,1.3,0.769231,3.395
normalized-aim-200-1-6-sat-2_ext.xml.mzn_AND_NODATA,1,1.2,0.833333,2.931667
normalized-aim-200-6-0-sat-4_ext.xml.mzn_AND_NODATA,1,2.636667,0.379267,7.231667
normalized-3-fullins-5-7.xml.mzn_AND_NODATA,1,16.626108,0.060146,33.252217
normalized-aim-200-2-0-2.xml.mzn_AND_NODATA,1,1.5,0.666667,3.9975
normalized-3-fullins-4-6.xml.mzn_AND_NODATA,1,8.701235,0.114926,17.402469
normalized-aim-50-2-0-3.xml.mzn_AND_NODATA,1,1.5,0.666667,4
normalized-aim-200-2-0-4.xml.mzn_AND_NODATA,1,1.5,0.666667,3.995
normalized-aim-100-2-0-sat-4_ext.xml.mzn_AND_NODATA,1,1.33,0.75188,3.323333
normalized-aim-200-3-4-sat-1_ext.xml.mzn_AND_NODATA,1,1.798333,0.55607,4.725
normalized-aim-100-2-0-2.xml.mzn_AND_NODATA,1,1.5,0.666667,3.99
normalized-army8-9ls.xml.mzn_AND_NODATA,1,1.509091,0.662651,7.236364
normalized-aim-100-2-0-unsat-4_ext.xml.mzn_AND_NODATA,1,1.333333,0.75,3.333333
normalized-aim-200-2-0-unsat-1_ext.xml.mzn_AND_NODATA,1,1.331667,0.750939,3.326667
normalized-5-fullins-4-7.xml.mzn_AND_NODATA,1,10.502304,0.095217,21.004608
normalized-army13-24bt.xml.mzn_AND_NODATA,1,2.214286,0.451613,12.265306
normalized-aim-100-1-6-unsat-3_ext.xml.mzn_AND_NODATA,1,1.19,0.840336,2.9
normalized-aim-200-3-4-3.xml.mzn_AND_NODATA,1,2.2,0.454545,6.095
normalized-anna-10.xml.mzn_AND_NODATA,1,3.572464,0.279919,7.144928
normalized-aim-200-2-0-sat-1_ext.xml.mzn_AND_NODATA,1,1.328333,0.752823,3.316667
normalized-army12-21bt.xml.mzn_AND_NODATA,1,2.200935,0.454352,12.058411
normalized-army10-14ls.xml.mzn_AND_NODATA,1,1.506329,0.663866,7.696203
normalized-army12-21ls.xml.mzn_AND_NODATA,1,1.504673,0.664596,8.056075
normalized-aim-200-6-0-4.xml.mzn_AND_NODATA,1,3.4625,0.288809,9.87
normalized-aim-200-6-0-3.xml.mzn_AND_NODATA,1,3.48,0.287356,9.9275
normalized-aim-200-3-4-sat-4_ext.xml.mzn_AND_NODATA,1,1.795,0.557103,4.715
normalized-army10-14bt.xml.mzn_AND_NODATA,1,2.170886,0.460641,11.518987
normalized-2-fullins-4-5.xml.mzn_AND_NODATA,1,7.646226,0.130783,15.292453
normalized-aim-200-2-0-sat-4_ext.xml.mzn_AND_NODATA,1,1.331667,0.750939,3.325
normalized-aim-200-6-0-1.xml.mzn_AND_NODATA,1,3.4725,0.287977,9.8975
normalized-aim-50-1-6-unsat-3_ext.xml.mzn_AND_NODATA,1,1.2,0.833333,2.926667
normalized-aim-200-6-0-sat-2_ext.xml.mzn_AND_NODATA,1,2.648333,0.377596,7.266667
normalized-aim-100-3-4-1.xml.mzn_AND_NODATA,1,2.2,0.454545,6.095
normalized-aim-100-2-0-unsat-1_ext.xml.mzn_AND_NODATA,1,1.333333,0.75,3.333333
normalized-aim-200-3-4-1.xml.mzn_AND_NODATA,1,2.1975,0.455063,6.0875
normalized-aim-200-2-0-unsat-4_ext.xml.mzn_AND_NODATA,1,1.333333,0.75,3.328333
normalized-aim-200-3-4-4.xml.mzn_AND_NODATA,1,2.2,0.454545,6.095
normalized-aim-50-1-6-2.xml.mzn_AND_NODATA,1,1.3,0.769231,3.4
normalized-aim-50-1-6-1.xml.mzn_AND_NODATA,1,1.3,0.769231,3.4
normalized-aim-50-1-6-4.xml.mzn_AND_NODATA,1,1.3,0.769231,3.38
normalized-anna-9.xml.mzn_AND_NODATA,1,3.572464,0.279919,7.144928
normalized-army9-12ls.xml.mzn_AND_NODATA,1,1.507519,0.663342,7.481203
normalized-aim-200-6-0-2.xml.mzn_AND_NODATA,1,3.49,0.286533,9.95
normalized-bibd-6-50-25-3-10_glb.xml.mzn_AND_NODATA,1,0.781905,1.278928,3.428571
normalized-aim-200-1-6-4.xml.mzn_AND_NODATA,1,1.3,0.769231,3.39
normalized-bibd-6-60-30-3-12_glb.xml.mzn_AND_NODATA,1,0.778571,1.284404,3.428571
normalized-ash608GPIA-4.xml.mzn_AND_NODATA,1,6.450658,0.155023,12.901316
normalized-army9-12bt.xml.mzn_AND_NODATA,1,2.154135,0.464223,11.157895
normalized-22s-smv.xml.mzn_AND_NODATA,1,2.203509,0.453822,7.934002
normalized-aim-200-2-0-3.xml.mzn_AND_NODATA,1,1.5,0.666667,3.9975
normalized-aim-100-2-0-sat-2_ext.xml.mzn_AND_NODATA,1,1.333333,0.75,3.326667
normalized-bibd-7-42-18-3-6_glb.xml.mzn_AND_NODATA,1,0.809524,1.235294,3.5
normalized-aim-100-3-4-4.xml.mzn_AND_NODATA,1,2.2,0.454545,6.095
normalized-5-fullins-4-6.xml.mzn_AND_NODATA,1,10.502304,0.095217,21.004608
normalized-army13-24ls.xml.mzn_AND_NODATA,1,1.504082,0.664858,8.208163
normalized-aim-200-1-6-1.xml.mzn_AND_NODATA,1,1.3,0.769231,3.3975
normalized-bibd-6-40-20-3-8_glb.xml.mzn_AND_NODATA,1,0.786905,1.270802,3.428571
normalized-aim-200-2-0-sat-3_ext.xml.mzn_AND_NODATA,1,1.331667,0.750939,3.326667
normalized-bibd-6-70-35-3-14_glb.xml.mzn_AND_NODATA,1,0.77619,1.288344,3.428571
normalized-aim-200-6-0-sat-3_ext.xml.mzn_AND_NODATA,1,2.638333,0.379027,7.24
normalized-aim-50-2-0-unsat-1_ext.xml.mzn_AND_NODATA,1,1.333333,0.75,3.333333
normalized-bibd-7-35-15-3-5_glb.xml.mzn_AND_NODATA,1,0.814286,1.22807,3.5
normalized-bibd-9-36-12-3-3_glb.xml.mzn_AND_NODATA,1,0.85,1.176471,3.6
normalized-bibd-7-63-27-3-9_glb.xml.mzn_AND_NODATA,1,0.801587,1.247525,3.5
normalized-bibd-8-42-21-4-9_glb.xml.mzn_AND_NODATA,1,0.829365,1.205742,3.555556
normalized-bibd-16-16-6-6-2_glb.xml.mzn_AND_NODATA,1,0.952206,1.050193,3.764706
normalized-bibd-6-100-50-3-20_glb.xml.mzn_AND_NODATA,1,0.771905,1.295497,3.428571
normalized-ash958GPIA-4.xml.mzn_AND_NODATA,1,6.52714,0.153206,13.05428
normalized-army11-17bt.xml.mzn_AND_NODATA,1,2.186486,0.457355,11.775676
normalized-bf-2670-001.xml.mzn_AND_NODATA,1,1.48995,0.671164,3.349964
normalized-anna-8.xml.mzn_AND_NODATA,1,3.572464,0.279919,7.144928
normalized-bibd-13-26-6-3-1_glb.xml.mzn_AND_NODATA,1,0.906593,1.10303,3.714286
normalized-bibd-7-77-33-3-11_glb.xml.mzn_AND_NODATA,1,0.798701,1.252033,3.5
normalized-bibd-7-28-12-3-4_glb.xml.mzn_AND_NODATA,1,0.821429,1.217391,3.5
normalized-aim-200-3-4-2.xml.mzn_AND_NODATA,1,2.2,0.454545,6.1
normalized-bibd-8-28-14-4-6_glb.xml.mzn_AND_NODATA,1,0.84127,1.188679,3.555556
normalized-bibd-9-48-16-3-4_glb.xml.mzn_AND_NODATA,1,0.843056,1.186161,3.6
normalized-bibd-6-80-40-3-16_glb.xml.mzn_AND_NODATA,1,0.774405,1.291314,3.428571
normalized-abb313GPIA-8.xml.mzn_AND_NODATA,1,34.268465,0.029181,68.53693
normalized-bibd-11-22-10-5-4_glb.xml.mzn_AND_NODATA,1,0.893939,1.118644,3.666667
normalized-3-fullins-5-5.xml.mzn_AND_NODATA,1,16.626108,0.060146,33.252217
normalized-bibd-10-90-27-3-6_glb.xml.mzn_AND_NODATA,1,0.847475,1.179976,3.636364
normalized-bibd-10-30-9-3-2_glb.xml.mzn_AND_NODATA,1,0.869697,1.149826,3.636364
normalized-bibd-8-56-21-3-6_glb.xml.mzn_AND_NODATA,1,0.823413,1.214458,3.555556
normalized-abb313GPIA-9.xml.mzn_AND_NODATA,1,34.268465,0.029181,68.53693
normalized-bibd-6-90-45-3-18_glb.xml.mzn_AND_NODATA,1,0.773016,1.293634,3.428571
normalized-bibd-16-24-9-6-3_glb.xml.mzn_AND_NODATA,1,0.931373,1.073684,3.764706
normalized-bibd-7-98-42-3-14_glb.xml.mzn_AND_NODATA,1,0.795918,1.25641,3.5
normalized-aim-100-1-6-sat-2_ext.xml.mzn_AND_NODATA,1,1.2,0.833333,2.93
normalized-bqwh-15-106-14_glb.xml.mzn_AND_NODATA,1,1.245283,0.80303,2.962264
normalized-bf-0432-007.xml.mzn_AND_NODATA,1,1.940385,0.515362,4.813942
normalized-bibd-15-21-7-5-2_glb.xml.mzn_AND_NODATA,1,0.930952,1.074169,3.75
normalized-bibd-7-70-30-3-10_glb.xml.mzn_AND_NODATA,1,0.8,1.25,3.5
normalized-bqwh-15-106-83_ext.xml.mzn_AND_NODATA,1,3.450505,0.289813,6.69697
normalized-bibd-12-22-11-6-5_glb.xml.mzn_AND_NODATA,1,0.904429,1.10567,3.692308
normalized-bibd-15-45-24-8-12_glb.xml.mzn_AND_NODATA,1,0.905556,1.104294,3.75
normalized-bf-1355-075.xml.mzn_AND_NODATA,1,1.597936,0.625807,3.772936
normalized-bqwh-18-141-15_glb.xml.mzn_AND_NODATA,1,1.219858,0.819767,2.964539
normalized-BlackHole-4-4-e-2_ext.xml.mzn_AND_NODATA,1,16.507326,0.060579,33.014652
normalized-bibd-8-70-35-4-15_glb.xml.mzn_AND_NODATA,1,0.819841,1.219748,3.555556
normalized-aim-50-1-6-unsat-4_ext.xml.mzn_AND_NODATA,1,1.2,0.833333,2.933333
normalized-BlackHole-4-4-e-9_ext.xml.mzn_AND_NODATA,1,16.507326,0.060579,33.014652
normalized-bibd-10-60-18-3-4_glb.xml.mzn_AND_NODATA,1,0.85303,1.172291,3.636364
normalized-bqwh-18-141-23_glb.xml.mzn_AND_NODATA,1,1.234043,0.810345,2.978723
normalized-bqwh-18-141-21_ext.xml.mzn_AND_NODATA,1,3.5,0.285714,6.794562
normalized-bqwh-18-141-14_ext.xml.mzn_AND_NODATA,1,3.514329,0.284549,6.820513
normalized-bqwh-18-141-22_ext.xml.mzn_AND_NODATA,1,3.768688,0.265344,7.339915
normalized-bibd-9-108-36-3-9_glb.xml.mzn_AND_NODATA,1,0.831481,1.202673,3.6
normalized-aim-200-3-4-sat-2_ext.xml.mzn_AND_NODATA,1,1.798333,0.55607,4.728333
normalized-bqwh-18-141-27_ext.xml.mzn_AND_NODATA,1,3.424471,0.292016,6.641994
normalized-bqwh-18-141-29_ext.xml.mzn_AND_NODATA,1,3.605572,0.277349,7.010264
normalized-BlackHole-4-4-e-3_ext.xml.mzn_AND_NODATA,1,16.507326,0.060579,33.014652
normalized-bqwh-18-141-14_glb.xml.mzn_AND_NODATA,1,1.234043,0.810345,2.978723
normalized-4-fullins-5-8.xml.mzn_AND_NODATA,1,18.645683,0.053632,37.291365
normalized-bqwh-18-141-23_ext.xml.mzn_AND_NODATA,1,3.714706,0.2692,7.226471
normalized-bqwh-18-141-19_glb.xml.mzn_AND_NODATA,1,1.198582,0.83432,2.943262
normalized-bibd-9-72-24-3-6_glb.xml.mzn_AND_NODATA,1,0.836111,1.196013,3.6
normalized-bqwh-18-141-2_ext.xml.mzn_AND_NODATA,1,3.630339,0.275456,7.057437
normalized-bibd-12-44-11-3-2_glb.xml.mzn_AND_NODATA,1,0.881702,1.134171,3.692308
normalized-4-fullins-5-5.xml.mzn_AND_NODATA,1,18.645683,0.053632,37.291365
normalized-bibd-7-56-24-3-8_glb.xml.mzn_AND_NODATA,1,0.803571,1.244444,3.5
normalized-bqwh-18-141-22_glb.xml.mzn_AND_NODATA,1,1.248227,0.801136,2.992908
normalized-BlackHole-4-4-e-6_ext.xml.mzn_AND_NODATA,1,16.507326,0.060579,33.014652
normalized-bqwh-18-141-17_ext.xml.mzn_AND_NODATA,1,3.366972,0.297003,6.524465
normalized-bibd-7-49-21-3-7_glb.xml.mzn_AND_NODATA,1,0.806122,1.240506,3.5
normalized-bibd-14-26-13-7-6_glb.xml.mzn_AND_NODATA,1,0.914652,1.093312,3.733333
normalized-bqwh-18-141-57_ext.xml.mzn_AND_NODATA,1,3.344615,0.298988,6.483077
normalized-bqwh-18-141-52_ext.xml.mzn_AND_NODATA,1,3.559701,0.280922,6.914925
normalized-bqwh-18-141-32_ext.xml.mzn_AND_NODATA,1,3.587798,0.278723,6.974702
normalized-bibd-7-210-60-2-10_glb.xml.mzn_AND_NODATA,1,0.790476,1.26506,3.5
normalized-BlackHole-4-4-e-4_ext.xml.mzn_AND_NODATA,1,16.507326,0.060579,33.014652
normalized-bqwh-18-141-40_glb.xml.mzn_AND_NODATA,1,1.255319,0.79661,3
normalized-BlackHole-4-4-e-7_ext.xml.mzn_AND_NODATA,1,16.507326,0.060579,33.014652
normalized-bqwh-18-141-59_ext.xml.mzn_AND_NODATA,1,3.516369,0.284384,6.834821
normalized-bqwh-18-141-40_ext.xml.mzn_AND_NODATA,1,3.626087,0.275779,7.047826
normalized-bqwh-18-141-15_ext.xml.mzn_AND_NODATA,1,3.473684,0.287879,6.742857
normalized-bqwh-18-141-39_ext.xml.mzn_AND_NODATA,1,3.506767,0.285163,6.804511
normalized-bqwh-18-141-5_ext.xml.mzn_AND_NODATA,1,3.575221,0.279703,6.946903
normalized-bqwh-18-141-46_ext.xml.mzn_AND_NODATA,1,3.617176,0.276459,7.033479
normalized-bqwh-18-141-41_glb.xml.mzn_AND_NODATA,1,1.22695,0.815029,2.971631
normalized-bibd-6-30-15-3-6_glb.xml.mzn_AND_NODATA,1,0.795238,1.257485,3.428571
normalized-bqwh-18-141-10_ext.xml.mzn_AND_NODATA,1,3.521545,0.283966,6.842496
normalized-bqwh-18-141-71_glb.xml.mzn_AND_NODATA,1,1.219858,0.819767,2.964539
normalized-bqwh-18-141-29_glb.xml.mzn_AND_NODATA,1,1.22695,0.815029,2.971631
normalized-bqwh-18-141-73_glb.xml.mzn_AND_NODATA,1,1.234043,0.810345,2.978723
normalized-bqwh-18-141-19_ext.xml.mzn_AND_NODATA,1,3.606775,0.277256,7.017673
normalized-bqwh-18-141-36_glb.xml.mzn_AND_NODATA,1,1.219858,0.819767,2.964539
normalized-bqwh-18-141-7_glb.xml.mzn_AND_NODATA,1,1.234043,0.810345,2.978723
normalized-bqwh-18-141-6_ext.xml.mzn_AND_NODATA,1,3.487952,0.286701,6.768072
normalized-bqwh-18-141-79_ext.xml.mzn_AND_NODATA,1,3.319444,0.301255,6.429012
normalized-bqwh-18-141-72_ext.xml.mzn_AND_NODATA,1,3.375776,0.296228,6.540373
normalized-bqwh-18-141-49_glb.xml.mzn_AND_NODATA,1,1.241135,0.805714,2.985816
normalized-bqwh-18-141-7_ext.xml.mzn_AND_NODATA,1,3.5,0.285714,6.79403
normalized-bibd-8-56-28-4-12_glb.xml.mzn_AND_NODATA,1,0.823413,1.214458,3.555556
normalized-BlackHole-4-4-e-5_ext.xml.mzn_AND_NODATA,1,16.507326,0.060579,33.014652
normalized-bqwh-18-141-3_ext.xml.mzn_AND_NODATA,1,3.494768,0.286142,6.781764
normalized-bqwh-18-141-64_glb.xml.mzn_AND_NODATA,1,1.241135,0.805714,2.985816
normalized-bibd-11-55-15-3-3_glb.xml.mzn_AND_NODATA,1,0.866667,1.153846,3.666667
normalized-bqwh-18-141-87_glb.xml.mzn_AND_NODATA,1,1.241135,0.805714,2.985816
normalized-bqwh-18-141-66_ext.xml.mzn_AND_NODATA,1,3.578869,0.279418,6.958333
normalized-BlackHole-4-4-e-8_ext.xml.mzn_AND_NODATA,1,16.507326,0.060579,33.014652
normalized-bqwh-18-141-74_ext.xml.mzn_AND_NODATA,1,3.988827,0.2507,7.780726
normalized-bqwh-18-141-58_glb.xml.mzn_AND_NODATA,1,1.22695,0.815029,2.971631
normalized-bqwh-18-141-82_glb.xml.mzn_AND_NODATA,1,1.248227,0.801136,2.992908
normalized-bqwh-18-141-61_ext.xml.mzn_AND_NODATA,1,3.597059,0.278005,6.988235
normalized-bqwh-18-141-3_glb.xml.mzn_AND_NODATA,1,1.241135,0.805714,2.985816
normalized-bqwh-18-141-55_ext.xml.mzn_AND_NODATA,1,3.41807,0.292563,6.621746
normalized-bqwh-15-106-14_ext.xml.mzn_AND_NODATA,1,3.893536,0.256836,7.593156
normalized-bqwh-18-141-41_ext.xml.mzn_AND_NODATA,1,3.404871,0.293697,6.601218
normalized-bqwh-18-141-9_glb.xml.mzn_AND_NODATA,1,1.22695,0.815029,2.971631
normalized-bqwh-18-141-77_ext.xml.mzn_AND_NODATA,1,3.695652,0.270588,7.188406
normalized-bqwh-18-141-90_ext.xml.mzn_AND_NODATA,1,3.340524,0.299354,6.466872
normalized-bibd-22-22-7-7-2_glb.xml.mzn_AND_NODATA,1,0.962451,1.039014,3.826087
normalized-bqwh-18-141-42_ext.xml.mzn_AND_NODATA,1,3.468373,0.28832,6.731928
normalized-C1-1-20.xml.mzn_AND_NODATA,1,1.171717,0.853448,5.279461
normalized-C1-2-20.xml.mzn_AND_NODATA,1,1.17594,0.850384,5.317293
normalized-bqwh-18-141-20_glb.xml.mzn_AND_NODATA,1,1.255319,0.79661,3
normalized-bqwh-18-141-83_ext.xml.mzn_AND_NODATA,1,3.367127,0.296989,6.525346
normalized-bqwh-18-141-90_glb.xml.mzn_AND_NODATA,1,1.241135,0.805714,2.985816
normalized-bqwh-18-141-47_ext.xml.mzn_AND_NODATA,1,3.552239,0.281513,6.897015
normalized-bqwh-18-141-71_ext.xml.mzn_AND_NODATA,1,3.519403,0.284139,6.835821
normalized-4-fullins-5-6.xml.mzn_AND_NODATA,1,18.645683,0.053632,37.291365
normalized-block.xml.mzn_AND_NODATA,1,1.328093,0.752959,3.006696
normalized-bibd-8-98-49-4-21_glb.xml.mzn_AND_NODATA,1,0.81576,1.225851,3.555556
normalized-bqwh-18-141-98_ext.xml.mzn_AND_NODATA,1,3.437406,0.290917,6.665158
normalized-bqwh-18-141-69_ext.xml.mzn_AND_NODATA,1,3.279503,0.304924,6.346273
normalized-bqwh-18-141-97_glb.xml.mzn_AND_NODATA,1,1.22695,0.815029,2.971631
normalized-bqwh-18-141-20_ext.xml.mzn_AND_NODATA,1,3.831224,0.261013,7.464135
normalized-bqwh-18-141-62_ext.xml.mzn_AND_NODATA,1,3.602699,0.27757,7.002999
normalized-bqwh-18-141-49_ext.xml.mzn_AND_NODATA,1,3.655172,0.273585,7.110632
normalized-bqwh-18-141-25_ext.xml.mzn_AND_NODATA,1,3.448795,0.289956,6.692771
normalized-bqwh-18-141-89_ext.xml.mzn_AND_NODATA,1,3.711765,0.269414,7.216176
normalized-bqwh-18-141-64_ext.xml.mzn_AND_NODATA,1,3.604412,0.277438,7.004412
normalized-bibd-7-91-39-3-13_glb.xml.mzn_AND_NODATA,1,0.796703,1.255172,3.5
normalized-bqwh-18-141-88_glb.xml.mzn_AND_NODATA,1,1.241135,0.805714,2.985816
normalized-bqwh-18-141-82_ext.xml.mzn_AND_NODATA,1,3.427286,0.291776,6.644678
normalized-bqwh-18-141-84_glb.xml.mzn_AND_NODATA,1,1.248227,0.801136,2.992908
normalized-bqwh-18-141-59_glb.xml.mzn_AND_NODATA,1,1.198582,0.83432,2.943262
normalized-bqwh-18-141-94_glb.xml.mzn_AND_NODATA,1,1.219858,0.819767,2.964539
normalized-bqwh-18-141-46_glb.xml.mzn_AND_NODATA,1,1.234043,0.810345,2.978723
normalized-bqwh-18-141-94_ext.xml.mzn_AND_NODATA,1,3.758621,0.266055,7.321839
normalized-abb313GPIA-7.xml.mzn_AND_NODATA,1,34.268465,0.029181,68.53693
normalized-bqwh-18-141-43_ext.xml.mzn_AND_NODATA,1,3.74392,0.2671,7.290415
normalized-C2-2-15.xml.mzn_AND_NODATA,1,1.198257,0.834545,5.519245
normalized-bqwh-18-141-39_glb.xml.mzn_AND_NODATA,1,1.241135,0.805714,2.985816
normalized-C3-1-30.xml.mzn_AND_NODATA,1,1.203509,0.830904,5.567251
normalized-bibd-9-84-28-3-7_glb.xml.mzn_AND_NODATA,1,0.834127,1.198858,3.6
