@RELATION 'FEATURE_VALUES_COP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE v_num_consts NUMERIC
@ATTRIBUTE gr_avg_diam_vg NUMERIC
@ATTRIBUTE v_ratio_bounded NUMERIC
@ATTRIBUTE d_int_vars NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE c_avg_deg_cons NUMERIC
@ATTRIBUTE v_ent_deg_vars NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE c_max_dom_cons NUMERIC
@ATTRIBUTE c_avg_dom_cons NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE gr_cv_deg_vg NUMERIC

@DATA
mznc12-problems/fast-food/fastfood.mzn_AND_mznc12-problems/fast-food/ff58.dzn,1,1.008075,0.991989,2.344549,49,13.903096,0.067295,743,9.831307,2.325768,-0.27998,0.021092,357.382494,22.435233,9.667125,1.55882,1.684737
mznc12-problems/ship-schedule/ship-schedule.cp.mzn_AND_mznc12-problems/ship-schedule/5Ships.dzn,1,1.132597,0.882927,3.013487,463,8.937602,0.076048,1590,16.955944,2.660689,0.677524,0.638157,101.735662,4.694991,1.858078,41.464452,2.403366
mznc12-problems/still-life-wastage/still-life.mzn_AND_mznc12-problems/still-life-wastage/09.dzn,1,1.236579,0.808683,5.101911,0,4.356688,0,821,7.924813,4.125828,2.233054,0.420737,33.284213,4.472188,1.077443,4.368694,1.570342
mznc12-problems/still-life-wastage/still-life.mzn_AND_mznc12-problems/still-life-wastage/10.dzn,1,1.236579,0.808683,5.113291,0,4.355424,0,1001,8.174926,4.13503,2.219026,0.412219,35.369401,4.472308,1.074275,4.813023,1.582794
mznc12-problems/mspsp/mspsp.mzn_AND_mznc12-problems/mspsp/medium_05.dzn,1,0.921671,1.084986,2.887728,153,2.939948,0.399478,159,5.426265,3.133144,-0.641651,0.860159,122.09903,7.382977,1.843849,2.193825,1.538291
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/48_24_6.2.dzn,1,0.876289,1.141176,4.731959,1200,8.216495,6.190722,49,1.036885,5.4,-62.338349,0.00282,50.807355,5.410631,1.000217,0.176749,0.940475
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_6.dzn,1,1.537332,0.650478,2.536707,80,76.185255,0.024992,3201,24.253497,1.650071,0.988051,0,994.393366,40.019995,24.253497,0,1.010351
mznc12-problems/ship-schedule/ship-schedule.cp.mzn_AND_mznc12-problems/ship-schedule/6ShipsMixed.dzn,1,1.158721,0.863021,3.050366,567,8.487969,0.085637,1449,15.708376,2.632529,0.62244,0.624156,109.958634,4.780798,1.887802,42.614001,2.529774
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/48_24_6.1.dzn,1,0.876289,1.141176,4.675258,1200,7.768041,6.190722,49,1.036885,5.335294,-62.353064,0.00282,50.807355,5.345926,1.000217,0.176749,0.943378
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_5_5_20_1.dzn,1,0.907445,1.101996,5.028169,1105,7.672032,2.263581,287,6.716793,5.54102,-21.747981,0.543924,207.469667,21.105576,3.27153,2.980295,0.985038
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_3.dzn,1,1.537332,0.650478,2.536707,80,76.185255,0.024992,3201,24.253497,1.650071,0.988051,0,994.393366,40.019995,24.253497,0,1.010264
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/52_26_6.1.dzn,1,0.875,1.142857,4.903846,1404,8.096154,6.754808,53,1.034101,5.604396,-69.604392,0.00252,54.807355,5.614326,1.000187,0.170873,0.943644
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_7_5_20_1.dzn,1,0.899543,1.111675,5.721461,1905,8.611872,2.929985,367,7.227985,6.360406,-30.795077,0.557252,251.682057,26.853431,3.397614,3.193293,1.013187
mznc12-problems/fast-food/fastfood.mzn_AND_mznc12-problems/fast-food/ff59.dzn,1,1.011524,0.988608,2.341869,32,25.861716,0.042254,781,9.475733,2.31519,-0.090918,0.015857,254.232599,21.621886,9.354814,1.004767,1.311141
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/52_26_6.2.dzn,1,0.876777,1.140541,4.886256,1404,8.293839,6.658768,53,1.034101,5.572973,-68.613653,0.0025,54.807355,5.582742,1.000184,0.169688,0.953467
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/52_26_6.3.dzn,1,0.871921,1.146893,5.093596,1404,8.714286,6.921182,53,1.034101,5.841808,-71.353348,0.002555,54.807355,5.852019,1.000193,0.172904,0.916728
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_3_3_30_1.dzn,1,0.950178,1.052434,3.839858,321,5.996441,1.24911,199,6.056708,4.041199,-9.288786,0.511989,180.909558,12.247367,3.147076,2.372341,1.060765
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model20-3-5.dzn,1,1.412037,0.708197,3.74537,40,8.884259,0.189815,76,3.139517,2.652459,1.108782,0.28431,48.76049,3.738665,1.306239,14.585228,0.754759
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model30-4-6.dzn,1,1.85877,0.53799,4.808656,60,11.881549,0.138952,127,2.978127,2.58701,1.481071,0.358875,92.321928,3.944882,1.378036,20.828948,0.753422
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_5_3_20_1.dzn,1,0.922849,1.083601,4.27003,505,6.72997,1.557864,207,6.210112,4.62701,-12.818364,0.524348,163.18438,15.1888,3.085834,2.663326,0.954104
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model50-4-4.dzn,1,1.902834,0.525532,5.153846,100,13.25776,0.136302,151,3.307478,2.708511,1.376153,0.390604,168.681367,4.492383,1.477287,27.021675,0.675835
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model55-3-12.dzn,1,1.699374,0.588452,4.660752,110,11.681628,0.115866,254,3.443816,2.742629,1.196414,0.408632,192.853702,4.65896,1.501355,30.584922,0.997887
mznc12-problems/mspsp/mspsp.mzn_AND_mznc12-problems/mspsp/hard_01.dzn,1,1.192429,0.838624,2.955836,130,4.444795,0.410095,67,6.129283,2.478836,-1.055595,0.777129,178.232075,7.389592,2.582405,2.460887,1.690173
mznc12-problems/mspsp/mspsp.mzn_AND_mznc12-problems/mspsp/hard_03.dzn,1,1.073718,0.931343,2.69391,252,3.753205,0.403846,140,6.209453,2.508955,-1.275732,0.835597,165.817427,6.831665,2.207584,2.803522,1.924432
mznc12-problems/still-life-wastage/still-life.mzn_AND_mznc12-problems/still-life-wastage/11.dzn,1,1.236486,0.808743,5.122236,0,4.354423,0,1199,8.405141,4.142573,2.207318,0.404559,37.414795,4.472285,1.071664,5.26117,1.592371
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.15.dzn,1,1.38404,0.722523,3.219451,69,10.209476,0.187032,201,19.507593,2.326126,0.93785,0.493897,117.045556,16.148415,7.049724,10.606967,0.476541
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_7_5_30_1.dzn,1,0.905308,1.104596,6.02439,2245,8.404591,3.263989,407,7.520102,6.654517,-35.221114,0.559529,295.846038,28.892785,3.595807,3.369892,1.023917
mznc12-problems/radiation/radiation.mzn_AND_mznc12-problems/radiation/m12_10_20.dzn,1,0.710237,1.407981,2.351576,144,17.040557,0.035671,4093,11.184066,3.310974,0.677107,0.020927,93.338818,24.681079,7.557873,8.002356,0.850788
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.2.dzn,1,1.366584,0.731752,3.201995,69,10.209476,0.187032,201,19.507593,2.343066,0.892744,0.497307,117.045556,16.224959,7.010044,10.606967,0.476541
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.7.dzn,1,1.374065,0.727768,3.209476,69,10.209476,0.187032,201,19.507593,2.335753,0.915823,0.495838,117.045556,16.191916,7.027173,10.606967,0.476541
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_7_3_20_1.dzn,1,0.91224,1.096203,4.736721,841,7.295612,1.988453,255,6.482982,5.192405,-18.25658,0.537062,189.766253,18.777219,3.208505,2.866642,0.972249
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.12.dzn,1,1.38404,0.722523,3.219451,69,10.209476,0.187032,201,19.507593,2.326126,0.93785,0.493897,117.045556,16.148415,7.049724,10.606967,0.476541
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.6.dzn,1,1.369478,0.730205,3.172691,47,9.799197,0.208835,129,19.520605,2.316716,0.961643,0.490018,97.603023,16.302541,7.134658,8.55969,0.477045
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.3.dzn,1,1.369077,0.730419,3.204489,69,10.209476,0.187032,201,19.507593,2.340619,0.899614,0.496816,117.045556,16.213905,7.015774,10.606967,0.476541
mznc12-problems/ship-schedule/ship-schedule.cp.mzn_AND_mznc12-problems/ship-schedule/7ShipsMixedUnconst.dzn,1,1.153488,0.866935,3.046889,675,8.708988,0.085732,1752,15.818439,2.641456,0.578711,0.624301,126.54751,4.810622,1.890188,45.904142,2.412772
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_4.dzn,1,1.537332,0.650478,2.53702,80,76.18463,0.024992,3201,24.253497,1.650274,0.989393,0,994.393366,40.024923,24.253497,0,1.010018
mznc12-problems/ship-schedule/ship-schedule.cp.mzn_AND_mznc12-problems/ship-schedule/7ShipsMixed.dzn,1,1.153488,0.866935,3.046889,675,8.708988,0.085732,1752,15.884779,2.641456,0.578711,0.624775,127.078236,4.810983,1.89033,45.97092,2.412772
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_10.dzn,1,1.537332,0.650478,2.53702,80,76.18463,0.024992,3201,24.253497,1.650274,0.989393,0,994.393366,40.024923,24.253497,0,1.010018
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_2.dzn,1,1.537332,0.650478,2.53702,80,76.18463,0.024992,3201,24.253497,1.650274,0.989393,0,994.393366,40.024923,24.253497,0,1.010018
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model90-18-20.dzn,1,2.080315,0.480697,5.278203,180,5.888843,0.037466,871,4.874947,2.537214,1.341519,0.542648,443.620154,5.025886,1.719131,69.311839,1.279325
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_5.dzn,1,1.537332,0.650478,2.53702,80,76.18463,0.024992,3201,24.253497,1.650274,0.989393,0,994.393366,40.024923,24.253497,0,1.010018
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model100-21-12.dzn,1,2.054912,0.486639,5.321983,200,5.654127,0.035835,713,5.056894,2.589884,1.69721,0.540863,510.746284,5.472325,1.837974,74.705763,1.044891
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_9.dzn,1,1.537332,0.650478,2.53702,80,76.18463,0.024992,3201,24.253497,1.650274,0.989393,0,994.393366,40.024923,24.253497,0,1.010018
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_7.dzn,1,1.537332,0.650478,2.536707,80,76.185255,0.024992,3201,24.253497,1.650071,0.988051,0,994.393366,40.019995,24.253497,0,1.009887
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_1.dzn,1,1.574282,0.63521,2.573034,40,36.126092,0.049938,801,24.253497,1.634417,0.982931,0,509.323431,39.640331,24.253497,0,0.988801
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_10.dzn,1,1.574282,0.63521,2.573034,40,36.126092,0.049938,801,24.253497,1.634417,0.982931,0,509.323431,39.640331,24.253497,0,0.988801
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_7.dzn,1,1.574282,0.63521,2.573034,40,36.126092,0.049938,801,24.253497,1.634417,0.982931,0,509.323431,39.640331,24.253497,0,0.988801
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_8.dzn,1,1.574282,0.63521,2.573034,40,36.126092,0.049938,801,24.253497,1.634417,0.982931,0,509.323431,39.640331,24.253497,0,0.988801
mznc12-problems/still-life-wastage/still-life.mzn_AND_mznc12-problems/still-life-wastage/13.dzn,1,1.236179,0.808945,5.135338,0,4.352941,0,1649,8.816984,4.154204,2.188904,0.391243,41.408405,4.471983,1.067608,6.164847,1.605694
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_6.dzn,1,1.574282,0.63521,2.573034,40,36.126092,0.049938,801,24.253497,1.634417,0.982931,0,509.323431,39.640331,24.253497,0,0.988801
mznc12-problems/still-life-wastage/still-life.mzn_AND_mznc12-problems/still-life-wastage/12.dzn,1,1.236345,0.808836,5.129433,0,4.353611,0,1415,8.618386,4.148869,2.197405,0.397605,39.426246,4.472167,1.069474,5.712071,1.599829
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_8.dzn,1,1.537332,0.650478,2.53702,80,76.18463,0.024992,3201,24.253497,1.650274,0.989393,0,994.393366,40.024923,24.253497,0,1.010018
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_2.dzn,1,1.524927,0.655769,2.52451,120,116.206221,0.016664,7201,24.253497,1.655496,0.990993,0,1479.463301,40.151563,24.253497,-1,1.017107
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_3.dzn,1,1.524927,0.655769,2.524788,120,116.205666,0.016664,7201,24.253497,1.655678,0.992352,0,1479.463301,40.155981,24.253497,-1,1.016998
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_1.dzn,1,1.524927,0.655769,2.524788,120,116.205666,0.016664,7201,24.253497,1.655678,0.992352,0,1479.463301,40.155981,24.253497,-1,1.016998
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_6.dzn,1,1.524927,0.655769,2.524788,120,116.205666,0.016664,7201,24.253497,1.655678,0.992352,0,1479.463301,40.155981,24.253497,-1,1.016998
mznc12-problems/radiation/radiation.mzn_AND_mznc12-problems/radiation/m07_07_20.dzn,1,0.7322,1.365747,2.363443,49,13.61424,0.054198,941,8.581783,3.227866,0.659221,0.031727,46.735812,19.073743,5.99884,3.31787,0.70336
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_5.dzn,1,1.537332,0.650478,2.532958,80,76.686348,0.024992,3201,24.253497,1.647633,0.971461,0,994.393366,39.960852,24.253497,0,1.009594
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_7.dzn,1,1.524927,0.655769,2.524788,120,116.205666,0.016664,7201,24.253497,1.655678,0.992352,0,1479.463301,40.155981,24.253497,-1,1.016998
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_9.dzn,1,1.524927,0.655769,2.524649,120,116.205944,0.016664,7201,24.253497,1.655587,0.991673,0,1479.463301,40.153772,24.253497,-1,1.016934
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_4.dzn,1,1.524927,0.655769,2.524649,120,116.205944,0.016664,7201,24.253497,1.655587,0.991673,0,1479.463301,40.153772,24.253497,-1,1.017134
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_8.dzn,1,1.524927,0.655769,2.524788,120,116.205666,0.016664,7201,24.253497,1.655678,0.992352,0,1479.463301,40.155981,24.253497,-1,1.016998
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_4.dzn,1,1.537332,0.650478,2.535145,80,2.371759,0.024992,3201,24.253497,1.649055,0.981251,0,994.393366,39.995352,24.253497,0,1.011327
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_40_6.dzn,1,1.537332,0.650478,2.53702,80,76.18463,0.024992,3201,24.253497,1.650274,0.989393,0,994.393366,40.024923,24.253497,0,1.010018
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_10.dzn,1,1.537332,0.650478,2.536082,80,76.185879,0.024992,3201,24.253497,1.649665,0.98535,0,994.393366,40.010137,24.253497,0,1.009842
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_2.dzn,1,1.537332,0.650478,2.535145,80,76.185879,0.024992,3201,24.253497,1.649055,0.981251,0,994.393366,39.995352,24.253497,0,1.009378
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_5.dzn,1,1.524927,0.655769,2.524649,120,116.205944,0.016664,7201,24.253497,1.655587,0.991673,0,1479.463301,40.153772,24.253497,-1,1.016998
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_10.dzn,1,1.524927,0.655769,2.524649,120,116.205944,0.016664,7201,24.253497,1.655587,0.991673,0,1479.463301,40.153772,24.253497,-1,1.017001
mznc12-problems/ship-schedule/ship-schedule.cp.mzn_AND_mznc12-problems/ship-schedule/8ShipsUnconst.dzn,1,1.128882,0.885832,3.016186,787,9.303288,0.080425,2499,17.008236,2.671834,0.545561,0.640198,153.074127,4.711354,1.852848,51.038807,2.106632
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_9.dzn,1,1.574282,0.63521,2.573034,40,36.126092,0.049938,801,24.253497,1.634417,0.982931,0,509.323431,39.640331,24.253497,0,0.988801
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_6.dzn,1,1.537332,0.650478,2.535458,80,76.186504,0.024992,3201,24.253497,1.649258,0.982624,0,994.393366,40.00028,24.253497,0,1.010036
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_7.dzn,1,1.537332,0.650478,2.532958,80,76.188379,0.024992,3201,24.253497,1.647633,0.971461,0,994.393366,39.960852,24.253497,0,1.009736
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_8.dzn,1,1.537332,0.650478,2.532958,80,76.188379,0.024992,3201,24.253497,1.647633,0.971461,0,994.393366,39.960852,24.253497,0,1.009216
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_9.dzn,1,1.53702,0.65061,2.534833,80,76.186504,0.024992,3201,24.253497,1.649187,0.979872,0,994.393366,39.998551,24.253497,0,1.009551
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_1.dzn,1,1.537332,0.650478,2.53577,80,76.187129,0.024992,3201,24.253497,1.649461,0.98399,0,994.393366,40.005209,24.253497,0,1.010237
mznc12-problems/radiation/radiation.mzn_AND_mznc12-problems/radiation/m18_12_05.dzn,1,0.701254,1.426017,2.345603,324,20.83071,0.028986,11247,12.866631,3.344871,0.682042,0.016054,158.541622,28.841731,8.732013,12.459324,0.984763
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_3.dzn,1,1.537332,0.650478,2.533583,80,2.371759,0.024992,3201,24.253497,1.648039,0.974292,0,994.393366,39.970709,24.253497,0,1.010217
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_80_10.dzn,1,1.518709,0.658454,2.518475,160,156.21678,0.012499,12801,24.253497,1.658299,0.993191,0,1964.533236,40.219561,24.253497,-1,1.020505
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_80_1.dzn,1,1.518709,0.658454,2.518631,160,156.216467,0.012499,12801,24.253497,1.658402,0.994021,0,1964.533236,40.222056,24.253497,-1,1.020466
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_80_3.dzn,1,1.518709,0.658454,2.518553,160,156.216624,0.012499,12801,24.253497,1.658351,0.993607,0,1964.533236,40.220808,24.253497,-1,1.020535
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_80_2.dzn,1,1.518709,0.658454,2.518631,160,156.216467,0.012499,12801,24.253497,1.658402,0.994021,0,1964.533236,40.222056,24.253497,-1,1.020466
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_2.dzn,1,1.524927,0.655769,2.522983,120,2.333009,0.016664,7201,24.253497,1.654494,0.983386,0,1479.463301,40.127268,24.253497,-1,1.01704
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_5.dzn,1,1.524927,0.655769,2.523538,120,116.206777,0.016664,7201,24.253497,1.654858,0.986178,0,1479.463301,40.136103,24.253497,-1,1.01679
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_7.dzn,1,1.524927,0.655769,2.523677,120,116.207055,0.016664,7201,24.253497,1.654949,0.986871,0,1479.463301,40.138311,24.253497,-1,1.016995
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_80_8.dzn,1,1.518709,0.658454,2.518475,160,2.300914,0.012499,12801,24.253497,1.658299,0.993191,0,1964.533236,40.219561,24.253497,-1,1.020703
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_8.dzn,1,1.524927,0.655769,2.523261,120,116.207332,0.016664,7201,24.253497,1.654676,0.984786,0,1479.463301,40.131685,24.253497,-1,1.01707
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_9.dzn,1,1.524927,0.655769,2.522705,120,116.208443,0.016664,7201,24.253497,1.654312,0.981979,0,1479.463301,40.122851,24.253497,-1,1.01732
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_40_10.dzn,1,1.537332,0.650478,2.53702,80,76.18463,0.024992,3201,24.253497,1.650274,0.989393,0,994.393366,40.024923,24.253497,0,1.010018
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_40_1.dzn,1,1.537332,0.650478,2.53702,80,76.18463,0.024992,3201,24.253497,1.650274,0.989393,0,994.393366,40.024923,24.253497,0,1.010018
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_10.dzn,1,1.524927,0.655769,2.522983,120,116.207888,0.016664,7201,24.253497,1.654494,0.983386,0,1479.463301,40.127268,24.253497,-1,1.016993
