@relation 'FEATURE_VALUES_MaxSAT-2012-pms-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 4'

@attribute pnr_var_max numeric
@attribute pnr_cls_std numeric
@attribute pnr_var_mean numeric
@attribute numClauses numeric
@attribute algorithm {akmaxsat_ls,akmaxsat,DSWPM1_924,pwbo2.1,qmaxsat0.21comp,qmaxsat0.21g2comp,allfair}

@data
0.9927,0.1264,0.99207,9537,allfair
0.99231,0.12954,0.99167,9090,allfair
0.99237,0.12954,0.99167,9090,allfair
0.99254,0.12954,0.99167,9090,allfair
0.99242,0.12954,0.99167,9090,allfair
0.99242,0.13291,0.99123,8643,allfair
0.992,0.13291,0.99123,8643,allfair
0.99206,0.13291,0.99123,8643,allfair
0.99225,0.13291,0.99122,8643,allfair
0.99167,0.13654,0.99074,8196,allfair
0.99194,0.13654,0.99074,8196,allfair
0.9918,0.13654,0.99074,8196,allfair
0.99174,0.13654,0.99074,8196,allfair
0.99153,0.14052,0.9902,7749,allfair
0.9913,0.14052,0.99019,7749,allfair
0.99167,0.14052,0.99019,7749,allfair
0.99145,0.14052,0.9902,7749,allfair
0.99074,0.14484,0.98959,7302,allfair
0.99123,0.14484,0.98957,7302,allfair
0.99083,0.14484,0.98959,7302,allfair
0.99074,0.14484,0.98959,7302,allfair
0.99091,0.14955,0.98889,6855,allfair
0.99048,0.14955,0.98889,6855,allfair
0.99048,0.14955,0.98889,6855,allfair
0.99057,0.14955,0.98889,6855,allfair
0.98571,0.19871,0.98038,5266,allfair
0.9918,0.14125,0.99008,10224,allfair
0.9901,0.15958,0.98734,8052,allfair
0.98864,0.17134,0.9854,7011,allfair
0.99219,0.1412,0.99007,20477,allfair
0.99206,0.14142,0.99004,20414,allfair
0.992,0.14095,0.99009,20519,allfair
0.992,0.14135,0.99005,20435,allfair
0.9969,0.08454,0.99644,112895,allfair
0.99695,0.08479,0.99641,112234,allfair
0.99693,0.08448,0.99644,113067,allfair
0.99687,0.0846,0.99643,112757,allfair
0.99462,0.10438,0.99459,18566,allfair
0.99405,0.10953,0.99404,16865,allfair
0.99145,0.13227,0.99132,11627,allfair
0.99793,0.06458,0.99792,120791,allfair
0.99683,0.07994,0.99681,78623,allfair
0.99785,0.06585,0.99784,116111,allfair
0.99755,0.07021,0.99754,102059,allfair
0.90909,0.44721,0.9091,6144,allfair
0.99432,0.10688,0.99432,90624,allfair
0.85714,0.57735,0.85714,256,allfair
0.97619,0.22086,0.97619,1376,allfair
0.88889,0.49999,0.88889,1280,allfair
0.98925,0.14746,0.98925,12032,allfair
0.96552,0.26727,0.96552,1800,allfair
0.98361,0.18257,0.98361,15376,allfair
0.92308,0.40825,0.92308,196,allfair
0.94118,0.35355,0.94118,630,allfair
0.98551,0.18311,0.98323,5271,allfair
0.99537,0.102,0.99476,75486,allfair
0.92857,0.7338,0.76276,1080,allfair
0.95652,0.72301,0.75898,3015,allfair
0.97561,0.71592,0.7555,9801,allfair
0.8,0.79057,0.76,117,allfair
0.99888,0.05142,0.99866,378247,allfair
0.9987,0.06254,0.99785,255701,allfair
0.99761,0.08848,0.99571,128754,allfair
0.99639,0.09413,0.99555,34217,allfair
0.99585,0.11434,0.9929,23222,allfair
0.99242,0.16176,0.98582,11760,allfair
0.99777,0.07327,0.9973,93681,allfair
0.99739,0.08993,0.99556,62304,allfair
0.99517,0.12707,0.99112,31450,allfair
0.9984,0.06162,0.99808,184351,allfair
0.99816,0.07566,0.99686,123622,allfair
0.99658,0.10655,0.99374,62340,allfair
0.9982,0.06325,0.99799,250000,allfair
0.98667,0.18304,0.9834,6170,allfair
0.98969,0.18304,0.98213,6170,allfair
0.97561,0.31703,0.94775,2190,allfair
0.96774,0.31703,0.95011,2190,allfair
0.97059,0.31703,0.95074,2190,allfair
0.99558,0.10009,0.99499,40300,allfair
0.99301,0.12928,0.99168,24340,allfair
0.99301,0.12928,0.99168,24340,allfair
0.99333,0.12928,0.99165,24340,allfair
0.98305,0.22391,0.97508,8380,allfair
0.9875,0.18207,0.98352,6232,allfair
0.97059,0.31335,0.95108,2237,allfair
0.99582,0.10019,0.99499,40216,allfair
0.99324,0.1293,0.99166,24331,allfair
1,0.45258,0.63599,400,allfair
1,0.47978,0.6017,400,allfair
1,0.49107,0.59305,400,allfair
1,0.4959,0.58914,400,allfair
1,0.49458,0.5957,400,allfair
1,0.47349,0.59876,400,allfair
1,0.49693,0.58203,400,allfair
1,0.47476,0.58666,400,allfair
1,0.47736,0.58715,400,allfair
1,0.48184,0.59759,400,allfair
1,0.48435,0.58614,450,allfair
1,0.50547,0.57003,450,allfair
1,0.46625,0.61754,450,allfair
1,0.50444,0.58142,450,allfair
1,0.50868,0.58544,450,allfair
1,0.49443,0.60228,450,allfair
1,0.50111,0.5808,450,allfair
1,0.47542,0.59795,450,allfair
1,0.49527,0.59562,450,allfair
1,0.48881,0.58556,450,allfair
1,0.56633,0.53675,500,allfair
1,0.50169,0.58225,500,allfair
1,0.50496,0.57856,500,allfair
1,0.50283,0.57699,500,allfair
1,0.53552,0.55831,500,allfair
1,0.51655,0.56613,500,allfair
1,0.52883,0.57085,500,allfair
1,0.49688,0.57686,500,allfair
1,0.47928,0.59059,500,allfair
1,0.50281,0.57481,500,allfair
1,0.54385,0.56008,550,allfair
1,0.50691,0.56084,550,allfair
1,0.51472,0.5552,550,allfair
1,0.52723,0.5599,550,allfair
1,0.5316,0.55788,550,allfair
1,0.51668,0.5608,550,allfair
1,0.51972,0.55588,550,allfair
0.90909,0.51528,0.56055,550,allfair
1,0.50153,0.58729,550,allfair
1,0.5078,0.56785,550,allfair
1,0.56594,0.53045,600,allfair
1,0.51955,0.56374,600,allfair
1,0.52346,0.56223,600,allfair
1,0.52338,0.57071,600,allfair
1,0.53656,0.55387,600,allfair
1,0.50446,0.56711,600,allfair
1,0.50725,0.55953,600,allfair
1,0.53979,0.5343,600,allfair
0.85714,0.52946,0.5396,600,allfair
1,0.53921,0.5506,600,allfair
0.90909,0.55987,0.5202,650,allfair
1,0.53333,0.54462,650,allfair
1,0.52327,0.55107,650,allfair
1,0.54787,0.53453,650,allfair
0.90909,0.57683,0.52027,650,allfair
1,0.53565,0.54348,650,allfair
1,0.53386,0.55629,650,allfair
0.9,0.52622,0.55627,650,allfair
1,0.55185,0.5373,650,allfair
1,0.53075,0.5473,650,allfair
0.875,0.53605,0.54959,700,allfair
0.85714,0.53392,0.54215,700,allfair
0.83333,0.53672,0.54112,700,allfair
0.91667,0.50761,0.57385,700,allfair
1,0.54638,0.54572,700,allfair
1,0.58243,0.51329,700,allfair
1,0.52603,0.55311,700,allfair
1,0.54251,0.54173,700,allfair
1,0.54136,0.55767,700,allfair
0.85714,0.55699,0.52881,700,allfair
0.85714,0.55263,0.53923,750,allfair
1,0.52856,0.5528,750,allfair
0.875,0.55015,0.53507,750,allfair
0.91667,0.5297,0.55079,750,allfair
1,0.57025,0.52826,750,allfair
0.92308,0.5447,0.53882,750,allfair
0.90909,0.52107,0.56205,750,allfair
0.81818,0.53929,0.54178,750,allfair
0.8,0.5602,0.5348,750,allfair
0.84615,0.54877,0.52622,750,allfair
0.66667,0.521,0.53373,1056,allfair
0.66667,0.51889,0.5311,1056,allfair
0.66667,0.52374,0.52265,1056,allfair
0.66667,0.51167,0.52487,1056,allfair
0.66667,0.51224,0.53843,1056,allfair
0.64706,0.53345,0.52008,1056,allfair
0.66667,0.53176,0.52252,1056,allfair
0.66667,0.52695,0.52466,1056,allfair
0.66667,0.51902,0.52404,1056,allfair
0.64706,0.52181,0.52008,1056,allfair
0.64706,0.51898,0.53606,1266,allfair
0.66667,0.52499,0.52309,1266,allfair
0.64706,0.52295,0.52429,1266,allfair
0.66667,0.52151,0.52857,1266,allfair
0.64706,0.53235,0.52891,1266,allfair
0.66667,0.54235,0.50976,1266,allfair
0.64706,0.52061,0.53058,1266,allfair
0.66667,0.51548,0.5288,1266,allfair
0.66667,0.52758,0.51887,1266,allfair
0.66667,0.52759,0.51819,1266,allfair
0.66667,0.53194,0.51737,1476,allfair
0.66667,0.51919,0.52997,1476,allfair
0.66667,0.5086,0.5403,1476,allfair
0.66667,0.52784,0.53012,1476,allfair
0.64706,0.51001,0.54015,1476,allfair
0.66667,0.52497,0.52829,1476,allfair
0.66667,0.5224,0.52088,1476,allfair
0.66667,0.52471,0.52854,1476,allfair
0.66667,0.51169,0.53398,1476,allfair
0.66667,0.5104,0.53625,1476,allfair
0.64706,0.51823,0.52909,846,allfair
0.66667,0.50668,0.54154,846,allfair
0.66667,0.53316,0.52555,846,allfair
0.64706,0.52605,0.52804,846,allfair
0.66667,0.53119,0.52288,846,allfair
0.66667,0.52405,0.52788,846,allfair
0.66667,0.51672,0.53376,846,allfair
0.66667,0.49735,0.54406,846,allfair
0.66667,0.52611,0.53229,846,allfair
0.66667,0.51651,0.53272,846,allfair
1,0.5475,0.55526,1318,allfair
0.66667,0.55386,0.55159,3231,allfair
1,0.55328,0.55224,7642,allfair
1,0.5201,0.68587,1002,allfair
1,0.54384,0.65928,2105,allfair
1,0.56114,0.64231,4423,allfair
1,0.56389,0.63081,6703,allfair
1,0.56488,0.62022,9954,allfair
1,0.55916,0.61847,13291,allfair
0.66667,0.52714,0.52288,5546,allfair
0.66667,0.52821,0.52342,5546,allfair
0.66667,0.52305,0.52346,5546,allfair
0.66667,0.52114,0.52437,5546,allfair
0.66667,0.52222,0.52631,5546,allfair
0.66667,0.52325,0.524,5546,allfair
0.66667,0.52551,0.52318,5546,allfair
0.66667,0.5269,0.5226,5546,allfair
0.66667,0.52078,0.52576,5546,allfair
0.66667,0.52528,0.52339,5546,allfair
0.97619,0.66822,0.52814,5897,allfair
1,0.38779,0.61259,1118,allfair
1,0.38823,0.61764,1102,allfair
1,0.38726,0.60732,1112,allfair
1,0.38976,0.62297,1106,allfair
1,0.38765,0.62169,1110,allfair
1,0.38697,0.61243,1123,allfair
1,0.38896,0.61987,1214,allfair
1,0.38179,0.62259,1226,allfair
1,0.38912,0.61866,1223,allfair
1,0.38486,0.61438,1246,allfair
1,0.38849,0.62053,1231,allfair
1,0.40015,0.61541,1232,allfair
1,0.40096,0.60525,1258,allfair
1,0.39815,0.61062,1274,allfair
1,0.41317,0.60445,1267,allfair
1,0.40381,0.60394,1259,allfair
1,0.41607,0.60723,1259,allfair
1,0.41753,0.60187,1264,allfair
1,0.49565,0.58927,1298,allfair
1,0.49271,0.58291,1297,allfair
1,0.49424,0.58618,1302,allfair
1,0.50088,0.58851,1299,allfair
1,0.49377,0.57727,1297,allfair
1,0.49006,0.58481,1301,allfair
1,0.59057,0.55412,1305,allfair
1,0.57248,0.5618,1308,allfair
1,0.57999,0.56766,1308,allfair
1,0.57069,0.55681,1307,allfair
1,0.57991,0.55769,1308,allfair
1,0.56506,0.55998,1307,allfair
1,0.76529,0.50829,1309,allfair
1,0.79521,0.51104,1309,allfair
1,0.77883,0.50938,1309,allfair
1,0.79597,0.50836,1309,allfair
1,0.78033,0.50883,1309,allfair
1,0.7888,0.51575,1309,allfair
1,1.02684,0.45698,1309,allfair
1,1.03341,0.45848,1309,allfair
1,1.00803,0.45694,1309,allfair
1,1.02416,0.45827,1309,allfair
1,0.99283,0.46043,1309,allfair
1,1.00519,0.46169,1309,allfair
1,0.79067,0.50329,162,allfair
1,0.74609,0.47588,462,allfair
0.96154,0.71006,0.45711,1143,allfair
0.85714,0.60428,0.54318,78,allfair
0.99976,0.47947,0.99526,80288,allfair
0.99976,0.48436,0.99518,80592,allfair
0.99988,0.46805,0.99525,79580,allfair
0.99988,0.27809,0.99532,70328,allfair
0.99988,0.34653,0.99597,73120,allfair
0.9697,0.78262,0.94011,387,allfair
0.99951,1.44588,0.99903,201533,allfair
0.9697,0.8123,0.2967,42145,allfair
0.9697,0.81144,0.31047,21088,allfair
0.9697,0.78933,0.30143,26463,allfair
0.94118,0.76844,0.30849,20228,allfair
0.98462,1.56396,0.24877,131856,allfair
0.94118,0.76839,0.33273,9206,allfair
0.9697,0.8164,0.29765,42034,allfair
0.94118,0.72935,0.31805,13003,allfair
0.9697,0.79418,0.30316,21987,allfair
0.9697,0.83495,0.30386,42497,allfair
0.9697,0.82705,0.29637,49830,allfair
0.9697,0.8403,0.29693,57334,allfair
0.98462,1.60361,0.25568,155664,allfair
0.94118,0.75521,0.30837,18145,allfair
0.9697,0.7991,0.3029,28108,allfair
0.9697,0.84748,0.3089,36126,allfair
0.9697,0.83697,0.30634,34659,allfair
0.94118,0.73093,0.31854,10449,allfair
0.9697,0.79764,0.30169,26882,allfair
0.94118,0.75336,0.31544,14797,allfair
0.9697,0.83308,0.30606,33358,allfair
0.9697,0.81688,0.30952,27720,allfair
0.98462,1.60788,0.25379,143319,allfair
0.94118,0.75384,0.32691,10643,allfair
0.98462,1.57763,0.25089,124995,allfair
0.9697,0.81698,0.29697,47953,allfair
0.9697,0.80117,0.30233,31780,allfair
0.98462,1.56787,0.24671,127059,allfair
0.98462,1.56479,0.25204,132352,allfair
0.94118,0.76664,0.32303,14966,allfair
0.8,0.67146,0.44164,273,allfair
0.8,0.7003,0.413,403,allfair
0.88889,0.63624,0.39895,2254,allfair
0.88889,0.59526,0.38746,3448,allfair
0.88889,0.68086,0.47991,250,allfair
0.9697,0.57056,0.37068,11571,allfair
0.9697,0.54341,0.36511,17470,allfair
0.9697,0.30094,0.45951,4782,allfair
0.88889,0.7426,0.40244,2432,allfair
0.88889,0.62832,0.39291,3662,allfair
0.75,0.91234,0.49096,112,allfair
0.9697,0.58205,0.37374,11172,allfair
0.9697,0.5703,0.37173,15106,allfair
0.9697,0.45564,0.45708,1779,allfair
0.9697,0.58034,0.37243,18501,allfair
0.9697,0.5459,0.36549,28831,allfair
0.94118,0.38645,0.47676,2010,allfair
0.98462,0.89856,0.30526,57809,allfair
0.98462,0.52781,0.35058,62644,allfair
0.88889,0.59536,0.49647,511,allfair
0.99611,0.90734,0.30466,583176,allfair
0.99611,0.52194,0.34793,570325,allfair
0.99611,0.19904,0.42345,176371,allfair
0.98462,0.91189,0.30512,64286,allfair
0.98462,0.52521,0.34837,71696,allfair
0.98462,0.25774,0.45165,20725,allfair
0.99225,0.90268,0.30227,223991,allfair
0.99225,0.5302,0.35439,216311,allfair
0.9697,0.34427,0.46872,7774,allfair
0.98913,0.3345,0.48342,30636,allfair
0.99029,0.32554,0.49329,41213,allfair
1,0.34669,0.4871,31001,allfair
1,0.33249,0.49576,51775,allfair
0.99048,0.33371,0.49584,35415,allfair
1,0.34683,0.48011,31072,allfair
0.98876,0.33567,0.48534,45708,allfair
0.98889,0.33169,0.49477,45002,allfair
0.98824,0.32643,0.49412,38256,allfair
0.95238,0.55848,0.30555,431,allfair
0.96875,0.37541,0.43133,2809,allfair
0.975,0.35441,0.44975,3107,allfair
0.97143,0.34451,0.44817,18165,allfair
0.97619,0.34198,0.43898,9312,allfair
0.96,0.37964,0.42531,2271,allfair
0.96,0.36426,0.44926,5320,allfair
0.97674,0.34711,0.46639,41890,allfair
1,0.32983,0.50369,91729,allfair
1,0.3279,0.50628,96066,allfair
0.99174,0.33289,0.50157,97070,allfair
1,0.33203,0.50243,129385,allfair
1,0.31665,0.5001,119922,allfair
1,0.33325,0.50006,89754,allfair
1,0.31757,0.50078,114703,allfair
0.99048,0.3305,0.5009,87750,allfair
0.99029,0.32304,0.50284,94899,allfair
1,0.33242,0.49907,111833,allfair
1,0.32912,0.49642,88964,allfair
1,0.32423,0.50369,84786,allfair
0.99194,0.32901,0.49184,137835,allfair
1,0.32147,0.5061,137160,allfair
1,0.32964,0.50837,89279,allfair
0.99099,0.32609,0.49212,92396,allfair
1,0.32593,0.49831,95341,allfair
1,0.32968,0.50163,114883,allfair
1,0.34018,0.49459,111191,allfair
0.99296,0.3165,0.50014,86812,allfair
1,0.32572,0.49849,101106,allfair
0.99167,0.3306,0.49664,132342,allfair
1,0.32448,0.50077,111118,allfair
1,0.34091,0.49736,81318,allfair
1,0.32736,0.51593,109445,allfair
1,0.32891,0.50738,85039,allfair
1,0.33114,0.50409,125729,allfair
1,0.33042,0.50277,98488,allfair
1,0.31196,0.50204,103786,allfair
1,0.325,0.51051,109131,allfair
1,0.30696,0.50088,209643,allfair
1,0.33674,0.49887,116343,allfair
1,0.3258,0.50451,129090,allfair
1,0.32528,0.50646,89899,allfair
0.99492,0.31212,0.51174,196214,allfair
1,0.33878,0.50503,93782,allfair
1,0.32136,0.50269,175891,allfair
1,0.33103,0.50459,109568,allfair
0.88235,0.84017,0.73684,7250,allfair
0.90476,0.84016,0.73446,14500,allfair
0.88889,0.84015,0.73498,4350,allfair
0.97403,0.31034,0.651,72647,allfair
0.97403,0.31036,0.651,76913,allfair
0.98658,0.21891,0.65874,245215,allfair
0.98658,0.21841,0.65878,476372,allfair
0.93103,0.66075,0.73562,7088,allfair
0.94118,0.63282,0.74533,20261,allfair
0.96296,0.50562,0.68621,24318,allfair
0.9863,0.45437,0.64975,28087,allfair
0.98361,0.45744,0.66459,29976,allfair
0.9871,0.44747,0.65492,19349,allfair
0.94737,0.53661,0.73782,21207,allfair
0.98675,0.44812,0.66216,16575,allfair
0.97561,0.48174,0.70194,19591,allfair
0.98817,0.44864,0.6675,14969,allfair
0.97802,0.50295,0.74173,18501,allfair
0.98817,0.45161,0.69831,9421,allfair
0.98182,0.38662,0.77479,10589,allfair
0.94118,0.70556,0.80243,2058,allfair
0.96154,0.55327,0.83217,3341,allfair
0.98319,0.42672,0.81181,6778,allfair
0.98601,0.40644,0.80058,8061,allfair
0.94118,0.72618,0.7986,1955,allfair
0.96226,0.58509,0.83057,2929,allfair
0.97403,0.50579,0.83178,4109,allfair
0.99594,0.3303,0.72446,23139,allfair
0.94118,0.60704,0.80819,3699,allfair
0.95455,0.48497,0.81726,6365,allfair
0.9878,0.35627,0.74322,21950,allfair
0.94118,0.74937,0.79065,1852,allfair
0.96226,0.54009,0.82962,3547,allfair
0.98131,0.44411,0.81705,6010,allfair
0.98667,0.40419,0.79821,8267,allfair
0.98901,0.3669,0.7615,13202,allfair
0.8,1.03175,0.56916,384,allfair
0.86667,0.82158,0.66422,1340,allfair
0.92857,0.71436,0.66934,2344,allfair
0.95745,0.65159,0.65204,3986,allfair
0.94286,0.69816,0.62357,3076,allfair
0.96491,0.65013,0.6129,5816,allfair
0.97701,0.63311,0.60264,8556,allfair
0.98261,0.62455,0.59537,11418,allfair
0.92857,0.70651,0.63724,4595,allfair
0.96552,0.65271,0.61282,9539,allfair
0.92593,0.70412,0.6308,4797,allfair
0.96226,0.65276,0.61448,9337,allfair
0.92857,0.7053,0.64246,4696,allfair
0.96364,0.65298,0.62483,8731,allfair
0.97561,0.86655,0.69031,9199,allfair
0.97561,0.96281,0.63533,19805,allfair
0.97561,0.86655,0.69051,9115,allfair
0.97561,0.96391,0.63429,19781,allfair
0.97674,0.86655,0.69013,9269,allfair
0.97674,0.96184,0.63567,19825,allfair
0.97778,0.86654,0.68999,9325,allfair
0.97778,0.96122,0.63614,19841,allfair
0.97674,0.86654,0.6899,9367,allfair
0.97674,0.96055,0.63624,19853,allfair
0.98551,1.12232,0.50998,8078,allfair
0.98551,1.16092,0.49513,7123,allfair
0.98551,1.16128,0.49499,7121,allfair
0.98551,1.15542,0.49917,7299,allfair
0.7,0.54177,0.42512,2564,allfair
0.73333,0.53232,0.42723,3252,allfair
0.71429,0.54445,0.42497,2496,allfair
0.69231,0.54177,0.42509,2564,allfair
0.80769,0.50112,0.43439,10654,allfair
0.80769,0.49879,0.4357,11895,allfair
0.71429,0.54445,0.42496,2496,allfair
0.70588,0.54381,0.42477,2540,allfair
0.71429,0.54445,0.42496,2496,allfair
0.80769,0.50112,0.43439,10654,allfair
0.71429,0.54445,0.42493,2496,allfair
0.80769,0.50112,0.43439,10654,allfair
0.80769,0.49879,0.4357,11895,allfair
0.80769,0.49879,0.43571,11895,allfair
0.71429,0.54445,0.42496,2496,allfair
0.80769,0.49879,0.4357,11895,allfair
0.80769,0.49952,0.43535,11190,allfair
0.80769,0.4988,0.4357,11895,allfair
0.80769,0.49879,0.43571,11895,allfair
0.80769,0.49879,0.43571,11895,allfair
0.80769,0.50001,0.4352,11104,allfair
0.80769,0.49879,0.43571,11895,allfair
0.80769,0.49879,0.43571,11895,allfair
0.84,0.48735,0.43852,41412,allfair
0.83871,0.49302,0.43695,29519,allfair
0.83871,0.49346,0.4374,29176,allfair
0.83871,0.49346,0.4374,29176,allfair
0.80769,0.53759,0.43169,5553,allfair
0.80769,0.53759,0.43169,5553,allfair
0.80769,0.53759,0.43169,5553,allfair
0.80769,0.53233,0.43192,6207,allfair
0.80769,0.53233,0.43192,6207,allfair
0.80769,0.53509,0.43185,5701,allfair
0.80769,0.53233,0.43192,6207,allfair
0.80769,0.53544,0.43185,5703,allfair
0.89744,0.46139,0.44595,45271,allfair
0.89744,0.46766,0.43858,27183,allfair
0.89744,0.46028,0.44741,50525,allfair
0.89744,0.46601,0.44032,30460,allfair
0.89744,0.46383,0.4429,36321,allfair
0.99083,0.81472,0.80372,608,allfair
0.99429,0.55976,0.86091,1238,allfair
0.93333,1.07303,0.73281,938,allfair
0.98947,0.97896,0.7794,1644,allfair
0.99451,0.91118,0.73583,1157,allfair
0.96154,0.96983,0.47489,3207,allfair
0.99828,0.81441,0.79134,5772,allfair
0.99701,0.7418,0.80489,2768,allfair
0.91667,1.14018,0.84649,46,allfair
0.88889,1.59239,0.74218,1287,allfair
0.88889,1.59239,0.74218,1287,allfair
0.99844,0.80232,0.81448,4898,allfair
0.98649,0.63496,0.6485,5136,allfair
0.9975,0.51561,0.83556,24065,allfair
0.95455,0.89192,0.57823,658,allfair
0.98913,0.7443,0.73115,1819,allfair
0.98551,0.7359,0.7698,530,allfair
0.98876,0.83278,0.78037,1043,allfair
0.99874,0.76997,0.51589,14421,allfair
0.95455,1.18938,0.9211,99,allfair
0.99832,0.86818,0.7175,3096,allfair
0.97222,0.79108,0.58562,1491,allfair
0.94444,2.80907,0.83182,13034,allfair
0.96875,2.12603,0.95233,276,allfair
0.98611,1.21906,0.9229,1785,allfair
0.98611,1.22711,0.9343,1729,allfair
0.9375,1.14354,0.90738,60,allfair
0.92857,1.6811,0.91018,88,allfair
0.99174,1.55888,0.86245,1571,allfair
0.9,1.11174,0.66068,398,allfair
0.98,1.03374,0.75428,407,allfair
0.90909,1.24424,0.7817,344,allfair
0.99582,1.22226,0.74156,2209,allfair
0.94444,1.0517,0.80467,1251,allfair
0.94444,1,0.90112,200,allfair
0.95652,1,0.92081,200,allfair
0.9697,1,0.94957,200,allfair
0.97727,1,0.96708,200,allfair
0.98305,1,0.98023,200,allfair
0.9875,1,0.98587,200,allfair
0.9898,1,0.989,200,allfair
0.91667,1.53623,0.77547,336,allfair
0.92857,1.60312,0.79322,357,allfair
0.92857,1.61555,0.80481,361,allfair
