Instance,claspfolio
./SAT05/industrial/grieu05/vmpc/vmpc_25.renamed-as.sat05-1913.cnf,95.6291
./SAT07/industrial/palacios/hard/sortnet-8-ipc5-h19-sat.cnf,50000.0000
./SAT11/application/leberre/2dimensionalstrippacking/korf-15.cnf,78.0781
./SAT11/application/kullmann/AES/Benchmarks/32/aes_32_1_keyfind_1.cnf,0.0630
./SAT02/industrial/biere/dinphil/dp04u03.shuffled.cnf,0.0690
SAT_RACE08/cnf/ibm-2002-30r-k85.cnf,890.4960
./SAT07/industrial/anbulagan/hard-sat/partial-10-15-s.cnf,944.3160
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom24.cnf,50000.0000
./SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.120-NOTKNOWN.cnf,516.1936
./SAT09/APPLICATIONS/crypto/desgen/gss-16-s100.cnf,118.2580
./SAT11/application/leberre/2dimensionalstrippacking/E02F17.cnf,117.4152
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom23.cnf,50000.0000
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.030-NOTKNOWN.cnf,97.3122
./SAT03/industrial/goldberg/hard_eq_check/k2mul.miter.shuffled-as.sat03-355.cnf,1921.8900
./SAT02/industrial/biere/dinphil/dp10s10.shuffled.cnf,0.6460
./SAT02/industrial/goldberg/fpga_routing/vda_gr_rcs_w9.shuffled.cnf,62.2598
SAT_RACE06/ibm-2002-21r-k95.cnf,93.2835
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k45.cnf,252.7550
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_004_127_112-tseitin.cnf,0.0000
./SAT11/application/leberre/2dimensionalstrippacking/E15N15.cnf,0.0600
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.045-NOTKNOWN.cnf,50000.0000
./SAT07/industrial/fuhs/hard/AProVE07-01.cnf,50000.0000
SAT-Race-2010-CNF/hardware-verification/manolios/c10idw_i.cnf,120.8660
./SAT04/industrial/velev/vliw_unsat_2.0/9dlx_vliw_at_b_iq8.used-as.sat04-718.cnf,1369.9400
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.045-NOTKNOWN.cnf,50000.0000
./SAT11/application/fuhs/AProVE11/AProVE11-07.cnf,116.9745
./SAT03/industrial/schuppan/l2s/valves-gates-1-k617-unsat.shuffled-as.sat03-412.cnf,2355.4600
./SAT11/application/leberre/2dimensionalstrippacking/E05F18.cnf,121.1548
./SAT09/APPLICATIONS/diagnosis/ACG-15-5p1.cnf,152.1948
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pathways-13-step17.cnf,226.2080
SAT-Race-2010-CNF/hardware-verification/velev/11pipe_11_ooo.cnf,50000.0000
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvtms14x8p1-tseitin.cnf,69.5989
./SAT11/application/fuhs/AProVE11/AProVE11-11.cnf,78.4279
./SAT11/application/manthey/traffic/traffic_r_uc_sat.cnf,885.5885
./SAT05/industrial/grieu05/vmpc/vmpc_36.renamed-as.sat05-1922.cnf,4741.1000
./SAT11/application/kullmann/AES/Benchmarks/128/aes_128_1_keyfind_1.cnf,50000.0000
./SAT11/application/rintanen/SATPlanning/transport-transport-two-cities-sequential-15nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.040-SAT.cnf,1014.9870
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.050-NOTKNOWN.cnf,3150.8100
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_008_063_080-tseitin.cnf,232.7706
./SAT03/industrial/simon/sat02/6pipe_6_ooo.shuffled-as.sat03-413.cnf,318.7480
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.120-NOTKNOWN.cnf,1046.5220
./SAT03/industrial/goldberg/hard_eq_check/x1mul.miter.shuffled-as.sat03-359.cnf,941.6170
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf,50000.0000
SAT-Race-2010-CNF/software-verification/nec/hard-18-U-10652.cnf,509.3863
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pathways-17-step20.cnf,193.6150
./SAT09/APPLICATIONS/bitverif/maxxor/maxxor032.cnf,78.9345
./SAT09/APPLICATIONS/bitverif/countbitsarray/countbitsarray04_32.cnf,50000.0000
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bobsmhdlc2-tseitin.cnf,1654.6800
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.070-NOTKNOWN.cnf,50000.0000
./SAT09/APPLICATIONS/diagnosis/UTI-20-10p1.cnf,1538.4900
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bc57sensorsp3-tseitin.cnf,67.4903
./SAT09/APPLICATIONS/crypto/desgen/gss-21-s100.cnf,160.1760
./SAT02/industrial/goldberg/rand_net/rand_net60-25-10.shuffled.cnf,1.0439
./SAT02/industrial/dellacherie/comb/comb1.shuffled.cnf,95.0979
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom12.cnf,82.1889
./SAT02/industrial/nam/fpga-routing/k2fix_gr_rcs_w8.shuffled.cnf,50000.0000
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom13.cnf,148.6966
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom15.cnf,50000.0000
./SAT05/industrial/maris05/Rovers/rovers1_ks99i.renamed-as.sat05-3971.cnf,0.2440
./SAT04/industrial/vangelder/cnf-color/myciel6-tr.used-as.sat04-320.cnf,4917.1600
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-18-step16.cnf,201.9337
./SAT11/application/leberre/2dimensionalstrippacking/E05X15.cnf,91.2966
./SAT11/application/kullmann/AES/Benchmarks/32/aes_32_5_keyfind_1.cnf,50000.0000
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-TPP-30-step11.cnf,482.5560
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pathways-17-step21.cnf,218.4430
./SAT11/application/rintanen/SATPlanning/grid-strips-grid-y-3.035-NOTKNOWN.cnf,450.3750
./SAT07/industrial/palacios/hard/sortnet-7-ipc5-h15-unsat.cnf,50000.0000
./SAT09/APPLICATIONS/bioinfo/q_query_3_L70_coli.sat.cnf,154.2943
SAT_RACE06/velev-npe-1.0-9dlx-b71.cnf,0.0000
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.035-NOTKNOWN.cnf,50000.0000
./SAT11/application/leberre/2dimensionalstrippacking/E07N15.cnf,0.0300
./SAT11/application/leberre/2dimensionalstrippacking/E04N18.cnf,66.1445
./SAT11/application/kullmann/AES/Benchmarks/64/aes_64_2_keyfind_1.cnf,50000.0000
./SAT02/industrial/goldberg/rand_net/rand_net60-30-1.shuffled.cnf,0.8479
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtpmsgoodbakery-tseitin.cnf,361.2120
./SAT11/application/kullmann/AES/Benchmarks/32/aes_32_4_keyfind_1.cnf,50000.0000
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top21.cnf,50000.0000
SAT_RACE08/cnf/manol-pipe-c10nidw.cnf,744.7620
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_08_UNSAT.cnf,50000.0000
./SAT05/industrial/maris05/DriverLog/driverlog1_ks99i.renamed-as.sat05-3951.cnf,0.0000
./SAT05/industrial/grieu05/vmpc/vmpc_34.renamed-as.sat05-1926.cnf,2319.0400
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-12-step15.cnf,150.6028
./SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.150-SAT.cnf,525.8898
./SAT02/industrial/goldberg/rand_net/rand_net60-40-10.shuffled.cnf,20.5937
./SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.030-NOTKNOWN.cnf,50000.0000
./SAT05/industrial/grieu05/vmpc/vmpc_32.renamed-as.sat05-1919.cnf,2538.8760
./SAT02/industrial/goldberg/rand_net/rand_net70-60-10.shuffled.cnf,9.4280
./SAT04/industrial/hoonsang/vis-bmc/dekker.used-as.sat04-989.cnf,91.1701
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k100.cnf,323.3520
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_18_SAT.cnf,68.0977
./SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_19_UNKNOWN.cnf,789.0640
./SAT11/application/leberre/2dimensionalstrippacking/E04F20.cnf,176.5050
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom26.cnf,50000.0000
SAT-Race-2010-CNF/cryptography/mizh/sha0_36_5.cnf,393.8600
./SAT07/industrial/IBM_FV_2004_30/IBM_FV_2004_rule_batch_30_SAT_dat.k55.cnf,401.5890
./SAT09/APPLICATIONS/diagnosis/UTI-20-10p0.cnf,453.7830
./SAT11/application/manthey/traffic/traffic_3b_unknown.cnf,371.6990
./SAT04/industrial/velev/pipe-sat-1-1/12pipe_bug4_q0.used-as.sat04-723.cnf,172.9064
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom17.cnf,50000.0000
./SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor128.cnf,50000.0000
./SAT09/APPLICATIONS/diagnosis/UCG-15-5p0.cnf,157.9949
SAT_RACE08/cnf/velev-vliw-uns-4.0-9-i1.cnf,1657.9300
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bjrb07amba2andenv-tseitin.cnf,108.4958
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom14.cnf,861.8300
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtvisns2p3-tseitin.cnf,72.3566
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom22.cnf,50000.0000
./SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.020-NOTKNOWN.cnf,3001.5800
./SAT11/application/manthey/traffic/traffic_b_unsat.cnf,194.2530
SAT_RACE08/cnf/ibm-2004-01-k90.cnf,95.2036
./SAT09/APPLICATIONS/bitverif/maxxor/maxxor128.cnf,50000.0000
./SAT04/industrial/velev/vliw_unsat_2.0/9dlx_vliw_at_b_iq6.used-as.sat04-347.cnf,987.1080
./SAT11/application/kullmann/AES/Benchmarks/64/aes_64_4_keyfind_1.cnf,50000.0000
./SAT09/APPLICATIONS/crypto/desgen/gss-19-s100.cnf,412.7720
./SAT11/application/kullmann/AES/Benchmarks/128/aes_128_2_keyfind_1.cnf,50000.0000
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtpmspalu-tseitin.cnf,50000.0000
./SAT09/APPLICATIONS/bitverif/countbitswegner/countbitswegner128.cnf,3352.5200
./SAT09/APPLICATIONS/crypto/desgen/gss-14-s100.cnf,40.9237
./SAT07/industrial/palacios/medium/cube-11-h14-sat.cnf,488.2670
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_15_SAT.cnf,79.0168
./SAT09/APPLICATIONS/diagnosis/UR-10-10p1.cnf,111.5904
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-rovers-18-step11.cnf,50000.0000
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top29.cnf,233.2340
./SAT02/industrial/aloul/Bart/bart17.shuffled.cnf,0.1890
./SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq7.cnf,861.1700
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.160-NOTKNOWN.cnf,717.0630
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_09_UNKNOWN.cnf,50000.0000
./SAT02/industrial/nam/fpga-routing/k2fix_gr_rcs_w9.shuffled.cnf,575.4470
./SAT11/application/kullmann/AES/Benchmarks/128/aes_128_10_keyfind_1.cnf,50000.0000
./SAT09/APPLICATIONS/diagnosis/UCG-15-10p0.cnf,460.8630
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtviseisenberg1-tseitin.cnf,116.1806
./SAT11/application/fuhs/AProVE11/AProVE11-13.cnf,276.9173
./SAT11/application/manthey/traffic/traffic_kkb_unknown.cnf,178.6880
./SAT02/industrial/aloul/Homer/homer17.shuffled.cnf,239.1600
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-nlzbe256-tseitin.cnf,172.7027
./SAT04/industrial/vangelder/cnf-color/abb313GPIA-9-c.used-as.sat04-317.cnf,50000.0000
./SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.130-NOTKNOWN.cnf,1520.4880
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_008_079_112-tseitin.cnf,523.4280
./SAT09/APPLICATIONS/diagnosis/UR-20-10p1.cnf,2570.9500
./SAT07/industrial/crypto/mizh-sha0-36-2.cnf,129.9289
SAT_RACE06/velev-pipe-sat-1.0-b9.cnf,470.3250
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.080-SAT.cnf,4012.9600
./SAT05/industrial/narain05/vpn/clauses-8.renamed-as.sat05-1964.cnf,1226.1110
./SAT11/application/fuhs/AProVE11/AProVE11-15.cnf,26.7299
./SAT07/industrial/anbulagan/hard-unsat/dated-5-13-u.cnf,4251.4500
./SAT09/APPLICATIONS/crypto/desgen/gss-22-s100.cnf,2584.7700
./SAT07/industrial/anbulagan/hard-sat/partial-10-13-s.cnf,265.6230
./SAT07/industrial/anbulagan/hard-unsat/total-10-17-u.cnf,2961.1100
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom25.cnf,50000.0000
SAT_RACE08/cnf/manol-pipe-f7nidw.cnf,198.8870
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.040-NOTKNOWN.cnf,760.0670
SAT_RACE08/cnf/ibm-2004-23-k100.cnf,272.8630
./SAT11/application/manthey/traffic/traffic_r_sat.cnf,192.1011
./SAT07/industrial/jarvisalo/eq.atree.braun.11.unsat.cnf,642.9860
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf,15.0295
./SAT04/industrial/velev/vliw_unsat_2.0/9dlx_vliw_at_b_iq9.used-as.sat04-719.cnf,3250.1000
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top24.cnf,50000.0000
./SAT11/application/rintanen/SATPlanning/grid-strips-grid-y-4.025-NOTKNOWN.cnf,200.3118
./SAT11/application/kullmann/AES/Benchmarks/128/aes_128_3_keyfind_1.cnf,50000.0000
./SAT09/APPLICATIONS/bioinfo/q_query_3_L150_coli.sat.cnf,207.4420
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom20.cnf,50000.0000
./SAT11/application/leberre/2dimensionalstrippacking/E03N17.cnf,64.9026
./SAT09/APPLICATIONS/bitverif/countbitssrl/countbitssrl064.cnf,50000.0000
./SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.040-NOTKNOWN.cnf,50000.0000
./SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_09_UNSAT.cnf,50000.0000
./SAT09/APPLICATIONS/bioinfo/q_query_3_l46_lambda.cnf,145.2799
./SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.060-SAT.cnf,1891.9600
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtvissoap1-tseitin.cnf,1360.5200
./SAT03/industrial/maris/CNF/gripper13u.shuffled-as.sat03-395.cnf,50000.0000
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.170-NOTKNOWN.cnf,559.9132
./SAT07/industrial/anbulagan/hard-unsat/partial-5-11-u.cnf,50000.0000
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-18-step15.cnf,140.3794
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k20.cnf,247.3630
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.085-SAT.cnf,893.2070
./SAT09/APPLICATIONS/diagnosis/UCG-20-5p1.cnf,321.6660
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-countbits128-tseitin.cnf,2619.8500
./SAT11/application/fuhs/AProVE11/AProVE11-02.cnf,102.6620
./SAT07/industrial/manolios/manol-pipe-f7idw.cnf,114.7665
./SAT09/APPLICATIONS/crypto/desgen/gss-27-s100.cnf,50000.0000
./SAT05/industrial/grieu05/vmpc/vmpc_29.renamed-as.sat05-1916.cnf,459.2487
./SAT11/application/leberre/2dimensionalstrippacking/E05F20.cnf,474.6870
./SAT09/APPLICATIONS/c32sat/post-c32s-gcdm16-23.cnf,94.9199
./SAT09/APPLICATIONS/bitverif/countbitsrotate/countbitsrotate032.cnf,50000.0000
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq60_a.cnf,2299.4000
SAT-Race-2010-CNF/hardware-verification/velev/11pipe_k.cnf,855.8430
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtswvsam6x8p3-tseitin.cnf,73.9186
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom21.cnf,50000.0000
./SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.030-NOTKNOWN.cnf,1107.8890
./SAT03/industrial/kukula/addm_bench/am_7_7.shuffled-as.sat03-363.cnf,50000.0000
./SAT07/industrial/babic/hsatv17/hsat_vc12062.cnf,2.8400
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top22.cnf,50000.0000
./SAT11/application/manthey/traffic/traffic_pcb_unknown.cnf,285.5470
./SAT11/application/fuhs/AProVE11/AProVE11-12.cnf,18.0785
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k80.cnf,359.9510
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bc57sensorsp1-tseitin.cnf,66.6493
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-src_wget_vc18517-tseitin.cnf,90.4215
./SAT09/APPLICATIONS/c32sat/post-cbmc-zfcp-2.8-u2-noholes.cnf,0.0000
./SAT11/application/leberre/2dimensionalstrippacking/E00N23.cnf,4330.6800
./SAT02/industrial/aloul/Homer/homer14.shuffled.cnf,266.2440
./SAT04/industrial/vangelder/cnf-color/abb313GPIA-9-tr.used-as.sat04-321.cnf,73.8673
./SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor016.cnf,0.9009
./SAT11/application/kullmann/AES/Benchmarks/64/aes_64_3_keyfind_1.cnf,50000.0000
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libsmbsharemodes_vc5759-tseitin.cnf,73.4616
./SAT02/industrial/aloul/Homer/homer16.shuffled.cnf,2036.7100
SAT_RACE08/Q1/SAT_dat.k85.cnf,1327.8000
./SAT11/application/manthey/traffic/traffic_fb_unknown.cnf,187.6069
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvqis8x8p2-tseitin.cnf,73.0338
./SAT11/application/leberre/2dimensionalstrippacking/E02F20.cnf,170.0332
./SAT09/APPLICATIONS/crypto/md5gen/gus-md5-11.cnf,1654.6200
SAT_RACE06/velev-pipe-o-uns-1.1-6.cnf,105.6098
SAT_RACE08/cnf/mizh-sha0-36-4.cnf,155.2820
SAT_RACE08/cnf/manol-pipe-c6bidw_i.cnf,98.1349
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-VS3-benchmark-S2-tseitin.cnf,50000.0000
./SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.040-NOTKNOWN.cnf,50000.0000
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top25.cnf,50000.0000
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top30.cnf,527.2490
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-servers_slapd_a_vc149789-tseitin.cnf,148.8068
./SAT11/application/kullmann/AES/Benchmarks/32/aes_32_3_keyfind_1.cnf,891.7360
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtvisns3p00-tseitin.cnf,981.2130
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-eijkbs6669-tseitin.cnf,50000.0000
./SAT11/application/fuhs/AProVE11/AProVE11-06.cnf,2468.2500
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvrod6x8p1-tseitin.cnf,74.6525
SAT-Race-2010-CNF/cryptography/mizh/md5_48_3.cnf,69.0531
./SAT09/APPLICATIONS/bitverif/maxxor/maxxor064.cnf,973.8730
./SAT07/industrial/anbulagan/hard-unsat/dated-10-17-u.cnf,4537.6400
./SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug5.cnf,546.5230
./SAT09/APPLICATIONS/diagnosis/UTI-20-10t1.cnf,71.2674
./SAT11/application/fuhs/AProVE11/AProVE11-16.cnf,35.4129
./SAT11/application/manthey/traffic/traffic_3_uc_sat.cnf,1119.6190
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtvisns3p02-tseitin.cnf,50000.0000
./SAT02/industrial/biere/dinphil/dp04s04.shuffled.cnf,0.0910
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom16.cnf,50000.0000
./SAT07/industrial/palacios/medium/blocks-4-ipc5-h21-unknown.cnf,108.5096
./SAT03/industrial/li/li-exam/li-exam-61.shuffled-as.sat03-366.cnf,50000.0000
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-rovers-18-step12.cnf,64.2209
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top28.cnf,990.9970
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-nusmvreactorp4-tseitin.cnf,10.1400
./SAT09/APPLICATIONS/bitverif/minxorminand/minxorminand128.cnf,3888.3300
./SAT07/industrial/babic/dspam/dspam_dump_vc949.cnf,1.3700
./SAT04/industrial/hoonsang/vis-bmc/all.used-as.sat04-986.cnf,83.5844
./SAT11/application/manthey/traffic/traffic_f_unknown.cnf,389.7300
./SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.050-SAT.cnf,50000.0000
SAT-Race-2010-CNF/software-verification/nec/hard-25-U-7061.cnf,13.4700
./SAT03/industrial/schuppan/l2s/dme-03-1-k247-unsat.shuffled-as.sat03-407.cnf,50000.0000
./SAT05/industrial/grieu05/vmpc/vmpc_35.renamed-as.sat05-1921.cnf,3756.0700
./SAT09/APPLICATIONS/bitverif/mulhs/mulhs016.cnf,50000.0000
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-ext_con_032_008_0256-tseitin.cnf,0.4500
./SAT11/application/kullmann/AES/Benchmarks/64/aes_64_1_keyfind_1.cnf,4843.3731
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtviseisenberg2-tseitin.cnf,113.2741
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.060-NOTKNOWN.cnf,4868.9800
./SAT11/application/leberre/2dimensionalstrippacking/E04F19.cnf,241.0663
./SAT09/APPLICATIONS/diagnosis/UTI-10-5t1.cnf,18.8822
./SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug6.cnf,515.8790
./SAT05/industrial/maris05/Ferry/ferry5_ks99i.renamed-as.sat05-3994.cnf,0.6650
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq57_a.cnf,1520.8480
