normalized-aim-200-6-0-4.xml.mzn_AND_NODATA,1,2074.085826,1,71,0.2,0.16,2.4
normalized-aim-200-6-0-3.xml.mzn_AND_NODATA,1,2086.350488,1,67,0.2,0.16,2.41
normalized-aim-200-3-4-sat-4_ext.xml.mzn_AND_NODATA,1,1471.849688,1,10,0.15,0.11,2.29
normalized-army10-14bt.xml.mzn_AND_NODATA,1,1482.047654,1,14,0.19,0.19,2.42
normalized-2-fullins-4-5.xml.mzn_AND_NODATA,1,1621,2.321928,17,0.13,0.19,2.36
normalized-aim-200-2-0-sat-4_ext.xml.mzn_AND_NODATA,1,1031.230113,1,18,0.11,0.08,2.23
normalized-aim-200-6-0-1.xml.mzn_AND_NODATA,1,2079.840713,1,63,0.2,0.16,2.4
normalized-aim-50-1-6-unsat-3_ext.xml.mzn_AND_NODATA,1,226.212038,1,17,0.03,0,2.06
normalized-aim-200-6-0-sat-2_ext.xml.mzn_AND_NODATA,1,2280.425676,1,9,0.28,0.19,2.51
normalized-aim-100-3-4-1.xml.mzn_AND_NODATA,1,638.302288,1,51,0.06,0.02,2.12
normalized-aim-100-2-0-unsat-1_ext.xml.mzn_AND_NODATA,1,516.9925,1,20,0.04,0.02,2.09
normalized-aim-200-3-4-1.xml.mzn_AND_NODATA,1,1275.019613,1,80,0.14,0.08,2.26
normalized-aim-200-2-0-unsat-4_ext.xml.mzn_AND_NODATA,1,1032.230113,1,18,0.1,0.08,2.21
normalized-aim-200-3-4-4.xml.mzn_AND_NODATA,1,1276.604575,1,94,0.14,0.08,2.27
normalized-aim-50-1-6-1.xml.mzn_AND_NODATA,1,176.797,1,42,0.03,0,2.08
normalized-aim-50-1-6-4.xml.mzn_AND_NODATA,1,175.627075,1,38,0.03,0,2.08
normalized-bibd-6-50-25-3-10_glb.xml.mzn_AND_NODATA,1,1436.490981,1,18,0.37,0.42,2.85
normalized-bibd-6-60-30-3-12_glb.xml.mzn_AND_NODATA,1,1705.608703,1,18,0.47,0.64,3.16
normalized-ash608GPIA-4.xml.mzn_AND_NODATA,1,7844,2,230,1.09,2.6,5.76
normalized-army9-12bt.xml.mzn_AND_NODATA,1,1226.752081,1,15,0.13,0.14,2.31
normalized-22s-smv.xml.mzn_AND_NODATA,1,19353.902989,0.666667,57,10.16,6.16,18.49
normalized-aim-200-2-0-3.xml.mzn_AND_NODATA,1,833.400038,1,108,0.11,0.06,2.21
normalized-aim-100-2-0-sat-2_ext.xml.mzn_AND_NODATA,1,515.822575,1,13,0.05,0.02,2.1
normalized-bibd-7-42-18-3-6_glb.xml.mzn_AND_NODATA,1,1666.83072,1,21,0.44,0.5,3
normalized-aim-100-3-4-4.xml.mzn_AND_NODATA,1,638.302288,1,52,0.07,0.02,2.12
normalized-5-fullins-4-6.xml.mzn_AND_NODATA,1,11395,2.584963,100,1.58,4.25,7.9
normalized-army13-24ls.xml.mzn_AND_NODATA,1,1518.11249,1,17,0.25,0.23,2.52
normalized-aim-200-1-6-1.xml.mzn_AND_NODATA,1,706.603038,1,132,0.1,0.06,2.19
normalized-bibd-6-40-20-3-8_glb.xml.mzn_AND_NODATA,1,1166.13649,1,18,0.26,0.25,2.55
normalized-aim-200-2-0-sat-3_ext.xml.mzn_AND_NODATA,1,1031.815075,1,19,0.09,0.07,2.18
normalized-bibd-6-70-35-3-14_glb.xml.mzn_AND_NODATA,1,1973.872944,1,18,0.57,0.93,3.57
normalized-aim-200-6-0-sat-3_ext.xml.mzn_AND_NODATA,1,2272.085826,1,7,0.28,0.18,0.52
normalized-aim-50-2-0-unsat-1_ext.xml.mzn_AND_NODATA,1,258.49625,1,13,0.03,0.01,2.07
normalized-bibd-7-35-15-3-5_glb.xml.mzn_AND_NODATA,1,1406.824785,1,21,0.34,0.33,2.74
normalized-bibd-9-36-12-3-3_glb.xml.mzn_AND_NODATA,1,2400.875326,1,27,0.72,0.91,3.73
normalized-bibd-7-63-27-3-9_glb.xml.mzn_AND_NODATA,1,2441.132586,1,21,0.77,1.27,4.11
normalized-bibd-8-42-21-4-9_glb.xml.mzn_AND_NODATA,1,2184.039328,1,24,0.62,0.82,3.52
normalized-bibd-16-16-6-6-2_glb.xml.mzn_AND_NODATA,1,3651.128001,1,18,1.17,1.52,4.76
normalized-ash958GPIA-4.xml.mzn_AND_NODATA,1,12506,2,367,2.14,4.58,8.8
normalized-army11-17bt.xml.mzn_AND_NODATA,1,1757.702013,1,15,0.22,0.29,2.56
normalized-bf-2670-001.xml.mzn_AND_NODATA,1,4715.09739,0.5,45,1.99,2.33,6.4
normalized-anna-8.xml.mzn_AND_NODATA,1,493,3,4,0.05,0.06,2.15
normalized-bibd-13-26-6-3-1_glb.xml.mzn_AND_NODATA,1,3738.255398,1,33,1.33,1.83,5.25
normalized-bibd-7-77-33-3-11_glb.xml.mzn_AND_NODATA,1,2954.520716,1,21,1.07,2.19,5.35
normalized-bibd-7-28-12-3-4_glb.xml.mzn_AND_NODATA,1,1145.169826,1,21,0.25,0.21,2.51
normalized-aim-200-3-4-2.xml.mzn_AND_NODATA,1,1277.7745,1,85,0.14,0.07,2.28
normalized-bibd-8-28-14-4-6_glb.xml.mzn_AND_NODATA,1,1499.675378,1,24,0.35,0.34,2.75
normalized-bibd-9-48-16-3-4_glb.xml.mzn_AND_NODATA,1,3142.294914,1,18,1.1,1.72,4.89
normalized-bibd-6-80-40-3-16_glb.xml.mzn_AND_NODATA,1,2241.512491,1,18,0.74,1.28,4.09
normalized-abb313GPIA-8.xml.mzn_AND_NODATA,1,53356,3,86,16.53,4.77,23.48
normalized-bibd-11-22-10-5-4_glb.xml.mzn_AND_NODATA,1,2288.234608,1,18,0.6,0.69,3.35
normalized-3-fullins-5-5.xml.mzn_AND_NODATA,1,33751,2.321928,37,6.37,4.82,13.33
normalized-bibd-10-90-27-3-6_glb.xml.mzn_AND_NODATA,1,7075.123577,1,-1,5.43,6.7,14.28
normalized-bibd-10-30-9-3-2_glb.xml.mzn_AND_NODATA,1,2509.236202,1,30,0.74,0.9,3.72
normalized-bibd-8-56-21-3-6_glb.xml.mzn_AND_NODATA,1,2862.285978,1,24,0.96,1.58,4.61
normalized-abb313GPIA-9.xml.mzn_AND_NODATA,1,53356,3.169925,86,16.37,4.77,23.32
normalized-bibd-6-90-45-3-18_glb.xml.mzn_AND_NODATA,1,2508.674916,1,18,0.87,1.71,4.65
normalized-bibd-16-24-9-6-3_glb.xml.mzn_AND_NODATA,1,5284.246902,1,18,2.34,3.48,7.92
normalized-bibd-7-98-42-3-14_glb.xml.mzn_AND_NODATA,1,3722.185484,1,-1,1.76,3.47,7.32
normalized-aim-100-1-6-sat-2_ext.xml.mzn_AND_NODATA,1,453.009038,1,22,0.04,0.03,2.09
normalized-bqwh-15-106-14_glb.xml.mzn_AND_NODATA,1,84.57619,1.584963,28,0.03,0.01,2.06
normalized-bf-0432-007.xml.mzn_AND_NODATA,1,5114.234303,0.5,83,1.34,1.43,4.87
normalized-bibd-15-21-7-5-2_glb.xml.mzn_AND_NODATA,1,4103.965107,1,21,1.54,2.03,5.66
normalized-bqwh-15-106-83_ext.xml.mzn_AND_NODATA,1,1607,0.5,69,0.23,0.14,2.41
normalized-bibd-12-22-11-6-5_glb.xml.mzn_AND_NODATA,1,2728.070392,1,18,0.78,0.97,3.82
normalized-bibd-15-45-24-8-12_glb.xml.mzn_AND_NODATA,1,8323.780264,1,-1,6.37,4.07,12.58
normalized-bf-1355-075.xml.mzn_AND_NODATA,1,8372.887107,0.5,107,4.82,5.81,12.74
normalized-bqwh-18-141-15_glb.xml.mzn_AND_NODATA,1,106.84413,1.584963,34,0.05,0,2.1
normalized-BlackHole-4-4-e-2_ext.xml.mzn_AND_NODATA,1,9013,0.5,42,4.16,4.14,10.39
normalized-bibd-8-70-35-4-15_glb.xml.mzn_AND_NODATA,1,3537.18069,1,24,1.5,3.05,6.62
normalized-aim-50-1-6-unsat-4_ext.xml.mzn_AND_NODATA,1,226.797,1,16,0.02,0,2.05
normalized-BlackHole-4-4-e-9_ext.xml.mzn_AND_NODATA,1,9013,0.5,42,3.72,4.13,9.93
normalized-bibd-10-60-18-3-4_glb.xml.mzn_AND_NODATA,1,4803.59342,1,-1,2.32,4.24,8.67
normalized-bqwh-18-141-23_glb.xml.mzn_AND_NODATA,1,106.84413,1.584963,34,0.05,0.01,2.08
normalized-bqwh-18-141-21_ext.xml.mzn_AND_NODATA,1,2181,1,60,0.37,0.23,2.65
normalized-bqwh-18-141-14_ext.xml.mzn_AND_NODATA,1,2192,1,75,0.36,0.23,2.64
normalized-bqwh-18-141-22_ext.xml.mzn_AND_NODATA,1,2532,1,76,0.45,0.3,2.79
normalized-bibd-9-108-36-3-9_glb.xml.mzn_AND_NODATA,1,6808.656041,1,-1,5.39,6.52,14.04
normalized-bqwh-18-141-27_ext.xml.mzn_AND_NODATA,1,2130,0.5,69,0.36,0.23,2.63
normalized-bqwh-18-141-29_ext.xml.mzn_AND_NODATA,1,2322,0.5,71,0.41,0.26,2.72
normalized-BlackHole-4-4-e-3_ext.xml.mzn_AND_NODATA,1,9013,0.5,41,3.73,4.14,9.95
normalized-bqwh-18-141-14_glb.xml.mzn_AND_NODATA,1,106.84413,2,34,0.03,0.01,2.1
normalized-4-fullins-5-8.xml.mzn_AND_NODATA,1,77305,3,85,26.76,8.63,37.66
normalized-bqwh-18-141-23_ext.xml.mzn_AND_NODATA,1,2388,1,56,0.42,0.28,2.74
normalized-bqwh-18-141-19_glb.xml.mzn_AND_NODATA,1,106.84413,1.584963,34,0.04,0.01,2.08
normalized-bqwh-18-141-2_ext.xml.mzn_AND_NODATA,1,2327,1,74,0.41,0.26,2.72
normalized-bibd-12-44-11-3-2_glb.xml.mzn_AND_NODATA,1,5186.305118,1,-1,2.54,4.36,8.99
normalized-4-fullins-5-5.xml.mzn_AND_NODATA,1,77305,2.321928,85,26.2,8.66,37.15
normalized-bibd-7-56-24-3-8_glb.xml.mzn_AND_NODATA,1,2183.733714,1,21,0.67,0.96,3.73
normalized-bqwh-18-141-22_glb.xml.mzn_AND_NODATA,1,106.84413,1.584963,34,0.04,0.01,2.08
normalized-BlackHole-4-4-e-6_ext.xml.mzn_AND_NODATA,1,9013,0.5,42,3.73,4.13,9.94
normalized-bqwh-18-141-17_ext.xml.mzn_AND_NODATA,1,2065,0.5,64,0.35,0.22,2.61
normalized-bibd-14-26-13-7-6_glb.xml.mzn_AND_NODATA,1,4342.558675,1,36,1.69,2.38,6.17
normalized-bqwh-18-141-57_ext.xml.mzn_AND_NODATA,1,2040,0.5,50,0.33,0.21,2.59
normalized-bqwh-18-141-52_ext.xml.mzn_AND_NODATA,1,2248,1,72,0.39,0.26,2.7
normalized-bibd-7-210-60-2-10_glb.xml.mzn_AND_NODATA,1,7795.228036,1,-1,7.63,4.22,14.01
normalized-BlackHole-4-4-e-4_ext.xml.mzn_AND_NODATA,1,9013,0.5,42,3.69,4.14,9.9
normalized-bqwh-18-141-40_glb.xml.mzn_AND_NODATA,1,106.84413,2,34,0.03,0.01,2.07
normalized-BlackHole-4-4-e-7_ext.xml.mzn_AND_NODATA,1,9013,0.5,42,3.51,4.13,9.73
normalized-bqwh-18-141-59_ext.xml.mzn_AND_NODATA,1,2230,0.5,75,0.38,0.24,2.67
normalized-bqwh-18-141-40_ext.xml.mzn_AND_NODATA,1,2361,1,66,0.42,0.27,2.73
normalized-bqwh-18-141-15_ext.xml.mzn_AND_NODATA,1,2174,0.5,75,0.37,0.24,2.65
normalized-bqwh-18-141-39_ext.xml.mzn_AND_NODATA,1,2193,1,77,0.37,0.24,2.65
normalized-bqwh-18-141-5_ext.xml.mzn_AND_NODATA,1,2286,0.5,82,0.39,0.24,2.68
normalized-bqwh-18-141-46_ext.xml.mzn_AND_NODATA,1,2347,1,60,0.41,0.26,2.72
normalized-bqwh-18-141-41_glb.xml.mzn_AND_NODATA,1,106.84413,2,34,0.04,0.01,2.08
normalized-bibd-6-30-15-3-6_glb.xml.mzn_AND_NODATA,1,893.826703,1,18,0.17,0.14,2.36
normalized-bqwh-18-141-10_ext.xml.mzn_AND_NODATA,1,2235,0.5,82,0.38,0.25,2.68
normalized-bqwh-18-141-71_glb.xml.mzn_AND_NODATA,1,106.84413,1.584963,34,0.04,0.01,2.08
normalized-bqwh-18-141-29_glb.xml.mzn_AND_NODATA,1,106.84413,1.584963,34,0.04,0.02,2.1
normalized-bqwh-18-141-73_glb.xml.mzn_AND_NODATA,1,106.84413,1.584963,33,0.04,0,2.1
normalized-bqwh-18-141-19_ext.xml.mzn_AND_NODATA,1,2316,1,79,0.41,0.27,2.73
normalized-bqwh-18-141-36_glb.xml.mzn_AND_NODATA,1,106.84413,1.584963,34,0.04,0.01,2.08
normalized-bqwh-18-141-7_glb.xml.mzn_AND_NODATA,1,106.84413,1.584963,34,0.04,0.01,2.07
normalized-bqwh-18-141-6_ext.xml.mzn_AND_NODATA,1,2178,0.5,75,0.38,0.24,2.67
normalized-bqwh-18-141-79_ext.xml.mzn_AND_NODATA,1,2015,0.5,70,0.33,0.21,2.58
normalized-bqwh-18-141-72_ext.xml.mzn_AND_NODATA,1,2038,0.5,74,0.34,0.2,2.59
normalized-bqwh-18-141-49_glb.xml.mzn_AND_NODATA,1,106.84413,1.584963,34,0.04,0.01,2.08
normalized-bqwh-18-141-7_ext.xml.mzn_AND_NODATA,1,2207,0.5,41,0.38,0.24,2.68
normalized-bibd-8-56-28-4-12_glb.xml.mzn_AND_NODATA,1,2862.285978,1,24,0.96,1.6,4.64
normalized-BlackHole-4-4-e-5_ext.xml.mzn_AND_NODATA,1,9013,0.5,42,3.45,4.13,9.66
normalized-bqwh-18-141-3_ext.xml.mzn_AND_NODATA,1,2199,1,50,0.37,0.24,2.66
normalized-bqwh-18-141-64_glb.xml.mzn_AND_NODATA,1,106.84413,1.584963,33,0.04,0.02,2.09
normalized-bqwh-18-141-87_glb.xml.mzn_AND_NODATA,1,106.84413,2,34,0.04,0.01,2.08
normalized-bqwh-18-141-66_ext.xml.mzn_AND_NODATA,1,2271,1,72,0.39,0.25,2.69
normalized-BlackHole-4-4-e-8_ext.xml.mzn_AND_NODATA,1,9013,0.5,42,3.55,4.13,9.76
normalized-bqwh-18-141-58_glb.xml.mzn_AND_NODATA,1,106.84413,2,34,0.04,0.01,2.08
normalized-bqwh-18-141-82_glb.xml.mzn_AND_NODATA,1,106.84413,1.584963,34,0.04,0.01,2.08
normalized-bqwh-18-141-61_ext.xml.mzn_AND_NODATA,1,2306,0.5,79,0.4,0.26,2.72
normalized-bqwh-18-141-3_glb.xml.mzn_AND_NODATA,1,106.84413,1.584963,34,0.04,0.01,2.08
normalized-bqwh-18-141-55_ext.xml.mzn_AND_NODATA,1,2092,1,45,0.36,0.22,2.66
normalized-bqwh-15-106-14_ext.xml.mzn_AND_NODATA,1,1946,1,57,0.28,0.18,2.51
normalized-bqwh-18-141-41_ext.xml.mzn_AND_NODATA,1,2100,0.5,48,0.36,0.22,2.63
normalized-bqwh-18-141-9_glb.xml.mzn_AND_NODATA,1,106.84413,1.584963,34,0.04,0.01,2.08
normalized-bqwh-18-141-77_ext.xml.mzn_AND_NODATA,1,2410,0.5,67,0.44,0.27,2.75
normalized-bqwh-18-141-90_ext.xml.mzn_AND_NODATA,1,2029,0.5,67,0.33,0.22,2.6
normalized-bibd-22-22-7-7-2_glb.xml.mzn_AND_NODATA,1,9281.123124,1,21,6.91,7.53,16.6
normalized-C1-1-20.xml.mzn_AND_NODATA,1,1482.525486,1,8,0.07,0.2,2.32
normalized-C1-2-20.xml.mzn_AND_NODATA,1,1671.128884,1,8,0.08,0.25,2.37
normalized-bqwh-18-141-20_glb.xml.mzn_AND_NODATA,1,106.84413,1.584963,34,0.04,0.01,2.07
normalized-bqwh-18-141-83_ext.xml.mzn_AND_NODATA,1,2056,0.5,49,0.33,0.22,2.6
normalized-bqwh-18-141-90_glb.xml.mzn_AND_NODATA,1,106.84413,1.584963,34,0.04,0.01,2.08
normalized-bqwh-18-141-71_ext.xml.mzn_AND_NODATA,1,2222,0.5,59,0.39,0.24,2.67
normalized-4-fullins-5-6.xml.mzn_AND_NODATA,1,77305,2.584963,85,26.24,8.6,37.13
normalized-block.xml.mzn_AND_NODATA,1,5225.985791,1,9,0.84,1.79,4.7
normalized-bibd-8-98-49-4-21_glb.xml.mzn_AND_NODATA,1,4881.266656,1,-1,2.7,4.38,9.18
normalized-bqwh-18-141-98_ext.xml.mzn_AND_NODATA,1,2140,0.5,62,0.36,0.23,2.63
normalized-bqwh-18-141-69_ext.xml.mzn_AND_NODATA,1,1975,0.5,70,0.33,0.2,2.6
normalized-bqwh-18-141-97_glb.xml.mzn_AND_NODATA,1,106.84413,1.584963,34,0.04,0,2.07
normalized-bqwh-18-141-62_ext.xml.mzn_AND_NODATA,1,2268,0.5,73,0.39,0.25,2.7
normalized-bqwh-18-141-49_ext.xml.mzn_AND_NODATA,1,2405,0.5,75,0.43,0.28,2.75
normalized-bqwh-18-141-25_ext.xml.mzn_AND_NODATA,1,2154,0.5,59,0.36,0.24,2.65
normalized-bqwh-18-141-89_ext.xml.mzn_AND_NODATA,1,2383,1,62,0.41,0.27,2.73
normalized-bqwh-18-141-64_ext.xml.mzn_AND_NODATA,1,2312,1,65,0.4,0.26,2.71
normalized-bibd-7-91-39-3-13_glb.xml.mzn_AND_NODATA,1,3466.550887,1,-1,1.49,3.27,4.83
normalized-bqwh-18-141-88_glb.xml.mzn_AND_NODATA,1,106.84413,1.584963,33,0.03,0.01,2.07
normalized-bqwh-18-141-84_glb.xml.mzn_AND_NODATA,1,106.84413,1.584963,33,0.03,0,2.08
normalized-bqwh-18-141-59_glb.xml.mzn_AND_NODATA,1,106.84413,1.584963,34,0.04,0,2.08
normalized-bqwh-18-141-94_glb.xml.mzn_AND_NODATA,1,106.84413,1.584963,34,0.04,0.01,2.08
normalized-bqwh-18-141-46_glb.xml.mzn_AND_NODATA,1,106.84413,2,33,0.03,0.01,2.08
normalized-bqwh-18-141-94_ext.xml.mzn_AND_NODATA,1,2480,1,68,0.43,0.29,0.78
normalized-abb313GPIA-7.xml.mzn_AND_NODATA,1,53356,2.807355,86,16.34,4.77,23.29
normalized-bqwh-18-141-43_ext.xml.mzn_AND_NODATA,1,2479,0.5,77,0.43,0.3,2.78
normalized-C2-2-15.xml.mzn_AND_NODATA,1,3586.313714,1,8,0.18,1.35,3.59
normalized-bqwh-18-141-39_glb.xml.mzn_AND_NODATA,1,106.84413,1.584963,34,0.03,0.01,2.06
normalized-C3-1-30.xml.mzn_AND_NODATA,1,4490.755279,1,8,0.23,2.27,4.57
normalized-bibd-9-84-28-3-7_glb.xml.mzn_AND_NODATA,1,5346.854586,1,-1,3.12,4.78,10.01
normalized-C1-2-21.xml.mzn_AND_NODATA,1,1671.128884,1,8,0.08,0.25,2.37
normalized-bqwh-18-141-32_glb.xml.mzn_AND_NODATA,1,106.84413,1.584963,34,0.05,0.01,0.11
