@RELATION 'FEATURE_VALUES-SAT11-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 3'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC

@DATA
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_008_079_112-tseitin.cnf,1,4.4065,0.0001,2.883
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.035-NOTKNOWN.cnf,1,4.9554,0,0.7146
SAT-Race-2010-CNF/hardware-verification/velev/2dlx_ca_bp_f_liveness.cnf,1,678.568,0,1.8279
./SAT04/industrial/velev/vliw_unsat_2.0/9dlx_vliw_at_b_iq6.used-as.sat04-347.cnf,1,531.114,0,4.3478
./SAT11/application/kullmann/AES/Benchmarks/32/aes_32_2_keyfind_1.cnf,1,0.881,0.0035,0.2847
./SAT11/application/leberre/2dimensionalstrippacking/korf-18.cnf,1,3.5658,0.0001,1.2345
./SAT09/APPLICATIONS/diagnosis/ACG-10-10p0.cnf,1,4.3624,0,0.7729
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top26.cnf,1,1.7364,0,1.6857
./SAT05/industrial/grieu05/vmpc/vmpc_25.renamed-as.sat05-1913.cnf,1,39.2044,0.0012,0.0846
./SAT07/industrial/palacios/hard/sortnet-8-ipc5-h19-sat.cnf,1,6.2939,0,2.3254
./SAT11/application/kullmann/AES/Benchmarks/32/aes_32_1_keyfind_1.cnf,1,1.0564,0.0076,0.2842
./SAT07/industrial/anbulagan/hard-unsat/partial-5-11-u.cnf,1,4.0566,0,0.4483
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.085-SAT.cnf,1,20.319,0,0.6914
./SAT07/industrial/anbulagan/hard-sat/partial-10-15-s.cnf,1,5.636,0,0.4918
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom24.cnf,1,1.5541,0,1.9413
./SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.120-NOTKNOWN.cnf,1,65.5826,0,0.7146
./SAT09/APPLICATIONS/crypto/desgen/gss-16-s100.cnf,1,0.9858,0.0001,0.7561
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom23.cnf,1,0.7541,0,1.9053
SAT_RACE08/cnf/velev-vliw-uns-4.0-9-i1.cnf,1,264.872,0,1.3152
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.030-NOTKNOWN.cnf,1,8.4011,0,0.4307
./SAT03/industrial/goldberg/hard_eq_check/k2mul.miter.shuffled-as.sat03-355.cnf,1,1.0763,0.0001,2.7603
./SAT11/application/fuhs/AProVE11/AProVE11-07.cnf,1,4.1228,0,2.1613
SAT_RACE06/ibm-2002-21r-k95.cnf,1,4.1088,0,0.9826
./SAT11/application/kullmann/AES/Benchmarks/128/aes_128_1_keyfind_1.cnf,1,0.7843,0.0005,0.6764
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_004_127_112-tseitin.cnf,1,?,?,?
./SAT11/application/leberre/2dimensionalstrippacking/E15N15.cnf,1,?,?,?
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.045-NOTKNOWN.cnf,1,7.4181,0,0.7041
./SAT07/industrial/fuhs/hard/AProVE07-01.cnf,1,0.8838,0.0003,1.5383
./SAT03/industrial/li/li-test4/li-test4-100.shuffled-as.sat03-370.cnf,1,0.4032,0,2.0692
./SAT04/industrial/velev/vliw_unsat_2.0/9dlx_vliw_at_b_iq8.used-as.sat04-718.cnf,1,2376.23,0,5.2993
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.045-NOTKNOWN.cnf,1,7.4247,0,0.7046
./SAT03/industrial/schuppan/l2s/valves-gates-1-k617-unsat.shuffled-as.sat03-412.cnf,1,15.7675,0,1.4495
./SAT11/application/leberre/2dimensionalstrippacking/E05F18.cnf,1,1.9587,0.0002,1.1841
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtpmspalu-tseitin.cnf,1,0.8091,0,1.1344
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top30.cnf,1,1.9769,0,1.7792
SAT-Race-2010-CNF/hardware-verification/velev/11pipe_11_ooo.cnf,1,239.289,0,2.8482
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvtms14x8p1-tseitin.cnf,1,1.2897,0,1.3455
./SAT11/application/fuhs/AProVE11/AProVE11-11.cnf,1,1.4559,0,1.1866
./SAT11/application/manthey/traffic/traffic_r_uc_sat.cnf,1,20.6921,0,0.942
./SAT07/industrial/fuhs/medium/AProVE07-21.cnf,1,0.7905,0.0008,1.074
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k45.cnf,1,1.5736,0,1.8137
./SAT11/application/rintanen/SATPlanning/transport-transport-two-cities-sequential-15nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.040-SAT.cnf,1,61.9099,0,0.7771
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.050-NOTKNOWN.cnf,1,12.6262,0,0.4009
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_008_063_080-tseitin.cnf,1,4.5286,0.0001,2.4745
./SAT05/industrial/grieu05/vmpc/vmpc_36.renamed-as.sat05-1922.cnf,1,56.8597,0.0006,0.0729
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom12.cnf,1,0.8357,0.0002,1.3957
./SAT07/industrial/anbulagan/medium-unsat/dated-5-11-u.cnf,1,3.0997,0,0.4251
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf,1,3.5269,0,0.7361
SAT-Race-2010-CNF/software-verification/nec/hard-18-U-10652.cnf,1,43.9554,0,2.3891
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pathways-17-step20.cnf,1,3.4049,0,0.8394
./SAT09/APPLICATIONS/bitverif/maxxor/maxxor032.cnf,1,0.6286,0.0002,1.474
./SAT09/APPLICATIONS/bitverif/countbitsarray/countbitsarray04_32.cnf,1,0.5394,0.0003,0.33
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bobsmhdlc2-tseitin.cnf,1,0.9369,0.0001,0.773
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.070-NOTKNOWN.cnf,1,19.8941,0,0.3903
./SAT09/APPLICATIONS/diagnosis/UTI-20-10p1.cnf,1,8.7556,0,0.6547
./SAT09/APPLICATIONS/c32sat/post-c32s-gcdm16-23.cnf,1,0.5446,0,1.2703
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bc57sensorsp3-tseitin.cnf,1,0.841,0,1.0571
./SAT09/APPLICATIONS/crypto/desgen/gss-21-s100.cnf,1,0.8247,0.0001,0.7594
./SAT02/industrial/goldberg/rand_net/rand_net60-25-10.shuffled.cnf,1,0.625,0.0008,0.7973
./SAT02/industrial/dellacherie/comb/comb1.shuffled.cnf,1,0.8478,0.0006,0.684
./SAT09/APPLICATIONS/bitverif/countbitsrotate/countbitsrotate032.cnf,1,0.6058,0.0003,0.9752
./SAT02/industrial/nam/fpga-routing/k2fix_gr_rcs_w8.shuffled.cnf,1,11.5882,0,0.8254
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom13.cnf,1,0.7532,0.0001,1.4523
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom15.cnf,1,0.5595,0.0001,1.5579
./SAT05/industrial/maris05/Rovers/rovers1_ks99i.renamed-as.sat05-3971.cnf,1,5.2488,0.003,0.4914
./SAT04/industrial/vangelder/cnf-color/myciel6-tr.used-as.sat04-320.cnf,1,4.4528,0.0039,0.7071
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-18-step16.cnf,1,29.3588,0,1.131
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-12-step16.cnf,1,15.0584,0,0.9857
./SAT11/application/kullmann/AES/Benchmarks/32/aes_32_5_keyfind_1.cnf,1,0.744,0.0013,0.2757
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-18-step15.cnf,1,28.2241,0,1.1339
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtviseisenberg2-tseitin.cnf,1,0.9266,0,1.4257
./SAT11/application/leberre/2dimensionalstrippacking/E05F20.cnf,1,3.4912,0,1.2573
./SAT04/industrial/hoonsang/vis-bmc/all.used-as.sat04-986.cnf,1,1.0901,0.0002,1.484
SAT_RACE08/Q1/SAT_dat.k80_04.cnf,1,2.0844,0,0.6814
SAT_RACE06/velev-npe-1.0-9dlx-b71.cnf,1,?,?,?
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtswvsam6x8p3-tseitin.cnf,1,1.5931,0,1.4777
./SAT11/application/leberre/2dimensionalstrippacking/E07N15.cnf,1,?,?,?
./SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor128.cnf,1,3.5598,0,2.8746
./SAT11/application/kullmann/AES/Benchmarks/64/aes_64_2_keyfind_1.cnf,1,0.7342,0.0011,0.508
./SAT02/industrial/goldberg/rand_net/rand_net60-30-1.shuffled.cnf,1,0.6854,0.0006,0.8175
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtpmsgoodbakery-tseitin.cnf,1,1.6529,0,0.8975
./SAT11/application/kullmann/AES/Benchmarks/32/aes_32_4_keyfind_1.cnf,1,0.7724,0.0017,0.2773
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top21.cnf,1,1.1392,0.0001,1.5509
SAT_RACE08/cnf/manol-pipe-c10nidw.cnf,1,4.3598,0,1.8225
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_08_UNSAT.cnf,1,20.5692,0.0001,0.9001
./SAT05/industrial/maris05/DriverLog/driverlog1_ks99i.renamed-as.sat05-3951.cnf,1,?,?,?
./SAT05/industrial/grieu05/vmpc/vmpc_34.renamed-as.sat05-1926.cnf,1,54.3296,0.0007,0.0747
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-12-step15.cnf,1,12.8424,0,0.9885
./SAT09/APPLICATIONS/crypto/md5gen/gus-md5-12.cnf,1,0.9596,0,0.4551
./SAT02/industrial/goldberg/rand_net/rand_net60-40-10.shuffled.cnf,1,0.61,0.0005,0.7172
./SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.030-NOTKNOWN.cnf,1,171.949,0,0.7826
./SAT05/industrial/grieu05/vmpc/vmpc_32.renamed-as.sat05-1919.cnf,1,49.4424,0.0008,0.0766
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom14.cnf,1,0.5795,0.0001,1.5061
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k100.cnf,1,1.3935,0,1.7416
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_18_SAT.cnf,1,25.5436,0,1.0311
./SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_19_UNKNOWN.cnf,1,105.41,0,1.0572
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq57_a.cnf,1,879.976,0,3.701
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom26.cnf,1,1.0923,0,2.0093
SAT-Race-2010-CNF/cryptography/mizh/sha0_36_5.cnf,1,0.7574,0,0.5197
./SAT07/industrial/IBM_FV_2004_30/IBM_FV_2004_rule_batch_30_SAT_dat.k55.cnf,1,2.9963,0,0.9333
./SAT09/APPLICATIONS/diagnosis/UTI-20-10p0.cnf,1,8.6512,0,0.6447
./SAT11/application/manthey/traffic/traffic_3b_unknown.cnf,1,5.2335,0,1.3475
./SAT04/industrial/velev/pipe-sat-1-1/12pipe_bug4_q0.used-as.sat04-723.cnf,1,312.725,0,2.3506
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom17.cnf,1,0.9008,0.0001,1.6558
./SAT11/application/leberre/2dimensionalstrippacking/E04N18.cnf,1,1.715,0.0002,1.1108
./SAT09/APPLICATIONS/diagnosis/UCG-15-5p0.cnf,1,5.1181,0,0.6334
./SAT02/industrial/goldberg/rand_net/rand_net70-60-10.shuffled.cnf,1,0.5554,0.0003,0.7376
./SAT11/application/leberre/2dimensionalstrippacking/E02F17.cnf,1,1.6185,0.0003,1.1089
./SAT04/industrial/hoonsang/vis-bmc/dekker.used-as.sat04-989.cnf,1,1.0531,0.0002,2.0633
./SAT11/application/kullmann/AES/Benchmarks/64/aes_64_3_keyfind_1.cnf,1,0.6814,0.0007,0.4976
./SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.020-NOTKNOWN.cnf,1,72.2774,0,0.7991
./SAT11/application/manthey/traffic/traffic_kkb_unknown.cnf,1,7.3659,0,1.116
./SAT07/industrial/palacios/medium/cube-11-h14-sat.cnf,1,14.9949,0,8.9522
./SAT07/industrial/crypto/mizh-sha0-36-2.cnf,1,0.8753,0,0.5197
./SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.130-NOTKNOWN.cnf,1,66.9347,0,0.7094
./SAT11/application/kullmann/AES/Benchmarks/64/aes_64_4_keyfind_1.cnf,1,0.6525,0.0005,0.4924
./SAT07/industrial/anbulagan/hard-sat/partial-10-13-s.cnf,1,5.2248,0,0.4661
./SAT09/APPLICATIONS/bitverif/countbitswegner/countbitswegner128.cnf,1,0.7623,0,1.3051
./SAT09/APPLICATIONS/crypto/desgen/gss-14-s100.cnf,1,0.838,0.0001,0.7548
SAT_RACE08/cnf/ibm-2004-01-k90.cnf,1,1.0326,0,0.7817
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_15_SAT.cnf,1,25.7007,0,1.0031
./SAT09/APPLICATIONS/diagnosis/UR-10-10p1.cnf,1,4.3979,0,0.6499
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-rovers-18-step11.cnf,1,4.9189,0,0.9845
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top29.cnf,1,1.6486,0,1.7571
./SAT02/industrial/aloul/Bart/bart17.shuffled.cnf,1,2.1931,0.0182,0.361
./SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq7.cnf,1,1303,0,4.8419
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.160-NOTKNOWN.cnf,1,79.2384,0,0.6972
./SAT02/industrial/nam/fpga-routing/k2fix_gr_rcs_w9.shuffled.cnf,1,11.2441,0,0.8261
./SAT09/APPLICATIONS/diagnosis/UCG-15-10p0.cnf,1,5.732,0,0.6264
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtviseisenberg1-tseitin.cnf,1,1.47,0,1.425
./SAT11/application/fuhs/AProVE11/AProVE11-13.cnf,1,11.5469,0,10.0365
./SAT04/industrial/velev/vliw_unsat_2.0/9dlx_vliw_at_b_iq9.used-as.sat04-719.cnf,1,4449.26,0,5.841
./SAT02/industrial/aloul/Homer/homer17.shuffled.cnf,1,3.0998,0.0192,0.2204
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-nlzbe256-tseitin.cnf,1,7.0092,0,4.2697
./SAT04/industrial/vangelder/cnf-color/abb313GPIA-9-c.used-as.sat04-317.cnf,1,0.549,0,0.2878
SAT-Race-2010-CNF/software-verification/nec/hard-6-U-7061.cnf,1,4.3092,0,2.0724
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq60_a.cnf,1,1317.76,0,3.7711
./SAT11/application/fuhs/AProVE11/AProVE11-10.cnf,1,5.3582,0,3.2568
./SAT09/APPLICATIONS/diagnosis/UR-20-10p1.cnf,1,8.7955,0,0.649
./SAT11/application/leberre/2dimensionalstrippacking/korf-15.cnf,1,1.4149,0.0005,1.0995
./SAT11/application/leberre/2dimensionalstrippacking/E02F20.cnf,1,3.887,0.0001,1.2561
SAT_RACE06/velev-pipe-sat-1.0-b9.cnf,1,2462.11,0,4.3834
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.080-SAT.cnf,1,23.1991,0,0.3872
./SAT05/industrial/narain05/vpn/clauses-8.renamed-as.sat05-1964.cnf,1,64.9133,0,5.2702
./SAT11/application/fuhs/AProVE11/AProVE11-15.cnf,1,0.5183,0,1.2044
./SAT07/industrial/anbulagan/hard-unsat/dated-5-13-u.cnf,1,2.0106,0,0.4511
./SAT09/APPLICATIONS/crypto/desgen/gss-22-s100.cnf,1,0.9008,0.0001,0.7595
./SAT11/application/kullmann/AES/Benchmarks/128/aes_128_2_keyfind_1.cnf,1,0.6968,0.0003,0.6498
./SAT07/industrial/anbulagan/hard-unsat/total-10-17-u.cnf,1,5.3507,0,0.5453
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom25.cnf,1,0.6203,0,1.9761
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bjrb07amba2andenv-tseitin.cnf,1,0.8759,0.0001,1.6796
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.040-NOTKNOWN.cnf,1,9.131,0,0.4112
SAT_RACE08/cnf/ibm-2004-23-k100.cnf,1,5.5309,0,0.9741
./SAT11/application/manthey/traffic/traffic_r_sat.cnf,1,30.4769,0,1.2051
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_09_UNKNOWN.cnf,1,18.5073,0.0001,0.9207
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf,1,25.17,0.0385,0.0714
./SAT02/industrial/biere/dinphil/dp04s04.shuffled.cnf,1,1.3321,0.0045,0.3773
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top24.cnf,1,1.8542,0,1.6359
./SAT11/application/rintanen/SATPlanning/grid-strips-grid-y-4.025-NOTKNOWN.cnf,1,38.3624,0,0.3345
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top23.cnf,1,1.8507,0.0001,1.6085
./SAT09/APPLICATIONS/bioinfo/q_query_3_L150_coli.sat.cnf,1,8.3522,0,3.4391
./SAT11/application/leberre/2dimensionalstrippacking/E05X15.cnf,1,1.3547,0.0005,1.109
./SAT09/APPLICATIONS/bitverif/smulo/smulo064.cnf,1,1.0234,0,2.0415
./SAT09/APPLICATIONS/diagnosis/UTI-20-10t0.cnf,1,6.7916,0,0.5834
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bc57sensorsp2-tseitin.cnf,1,0.9844,0,1.0773
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom20.cnf,1,0.7145,0.0001,1.7878
./SAT11/application/leberre/2dimensionalstrippacking/E03N17.cnf,1,2.2525,0.0003,1.0986
./SAT09/APPLICATIONS/bitverif/countbitssrl/countbitssrl064.cnf,1,0.846,0,1.3908
./SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.040-NOTKNOWN.cnf,1,235.27,0,0.7756
./SAT09/APPLICATIONS/diagnosis/UCG-15-10p1.cnf,1,6.4294,0,0.6325
./SAT09/APPLICATIONS/bioinfo/q_query_3_l46_lambda.cnf,1,2.2391,0,1.9181
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bc57sensorsp1-tseitin.cnf,1,0.9015,0,1.0715
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtvissoap1-tseitin.cnf,1,0.8793,0,1.1735
./SAT03/industrial/maris/CNF/gripper13u.shuffled-as.sat03-395.cnf,1,2.3928,0.0002,0.5319
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.170-NOTKNOWN.cnf,1,85.7635,0,0.6947
./SAT02/industrial/biere/dinphil/dp04u03.shuffled.cnf,1,1.4272,0.0064,0.3598
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-TPP-30-step11.cnf,1,53.8887,0,0.81
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k20.cnf,1,1.297,0,1.8494
SAT_RACE08/cnf/ibm-2002-30r-k85.cnf,1,10.0323,0,0.7488
./SAT09/APPLICATIONS/diagnosis/UCG-20-5p1.cnf,1,7.7035,0,0.6558
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-countbits128-tseitin.cnf,1,0.6276,0,1.2953
./SAT11/application/fuhs/AProVE11/AProVE11-02.cnf,1,4.0354,0,3.0724
./SAT07/industrial/jarvisalo/eq.atree.braun.11.unsat.cnf,1,0.8576,0.0012,0.569
./SAT09/APPLICATIONS/crypto/desgen/gss-27-s100.cnf,1,1.1654,0.0001,0.7593
./SAT05/industrial/grieu05/vmpc/vmpc_29.renamed-as.sat05-1916.cnf,1,45.6688,0.0014,0.0741
./SAT11/application/rintanen/SATPlanning/grid-strips-grid-y-3.035-NOTKNOWN.cnf,1,34.2389,0,0.3516
./SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_09_UNSAT.cnf,1,21.054,0.0001,0.9143
./SAT07/industrial/palacios/hard/sortnet-7-ipc5-h15-unsat.cnf,1,5.6475,0,1.7774
./SAT04/industrial/velev/pipe-sat-1-1/12pipe_bug6_q0.used-as.sat04-725.cnf,1,415.819,0,2.3469
SAT-Race-2010-CNF/hardware-verification/velev/11pipe_k.cnf,1,1602.88,0,4.0607
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtvisns2p3-tseitin.cnf,1,1.2115,0,1.3381
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom21.cnf,1,0.7233,0.0001,1.8283
./SAT09/APPLICATIONS/bitverif/maxxor/maxxor128.cnf,1,2.9131,0,3.0913
./SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.030-NOTKNOWN.cnf,1,140.846,0,0.7804
./SAT03/industrial/kukula/addm_bench/am_7_7.shuffled-as.sat03-363.cnf,1,0.4026,0.0003,0.9617
./SAT07/industrial/babic/hsatv17/hsat_vc12062.cnf,1,?,?,?
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top22.cnf,1,0.9006,0.0001,1.58
./SAT11/application/manthey/traffic/traffic_pcb_unknown.cnf,1,1.4959,0,1.1309
./SAT11/application/fuhs/AProVE11/AProVE11-12.cnf,1,0.5036,0,1.2666
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k80.cnf,1,1.8521,0,1.7668
./SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.060-SAT.cnf,1,93.5354,0,0.7623
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-src_wget_vc18517-tseitin.cnf,1,2.9714,0,2.1062
./SAT09/APPLICATIONS/c32sat/post-cbmc-zfcp-2.8-u2-noholes.cnf,1,?,?,?
./SAT11/application/leberre/2dimensionalstrippacking/E00N23.cnf,1,28.816,0,1.3547
./SAT09/APPLICATIONS/diagnosis/UTI-10-5t1.cnf,1,5.0201,0,0.5551
./SAT04/industrial/vangelder/cnf-color/abb313GPIA-9-tr.used-as.sat04-321.cnf,1,16.6777,0,0.3872
./SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor016.cnf,1,0.825,0.0007,0.9761
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom22.cnf,1,1.1179,0.0001,1.8676
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libsmbsharemodes_vc5759-tseitin.cnf,1,1.4657,0,1.7074
./SAT02/industrial/aloul/Homer/homer16.shuffled.cnf,1,2.7551,0.0213,0.1844
