@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 128'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE gr_avg_deg_vg NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE d_int_cons NUMERIC
@ATTRIBUTE v_num_vars NUMERIC
@ATTRIBUTE c_avg_dom_cons NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC
@ATTRIBUTE v_sum_dom_vars NUMERIC
@ATTRIBUTE v_avg_dom_vars NUMERIC
@ATTRIBUTE c_max_dom_cons NUMERIC
@ATTRIBUTE v_ent_deg_vars NUMERIC
@ATTRIBUTE v_logprod_dom_vars NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE c_num_cons NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE v_ent_dom_vars NUMERIC
@ATTRIBUTE c_logprod_deg_cons NUMERIC
@ATTRIBUTE c_sum_ari_cons NUMERIC
@ATTRIBUTE v_logprod_deg_vars NUMERIC
@ATTRIBUTE c_logprod_dom_cons NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE c_sum_domdeg_cons NUMERIC
@ATTRIBUTE v_sum_deg_vars NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE gr_ent_deg_vg NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE v_sum_domdeg_vars NUMERIC
@ATTRIBUTE v_ent_domdeg_vars NUMERIC
@ATTRIBUTE c_sum_dom_cons NUMERIC
@ATTRIBUTE d_bool_vars NUMERIC
@ATTRIBUTE gr_cv_deg_vg NUMERIC
@ATTRIBUTE d_int_vars NUMERIC
@ATTRIBUTE dy_static_time NUMERIC
@ATTRIBUTE c_ent_domdeg_cons NUMERIC
@ATTRIBUTE c_cv_dom_cons NUMERIC
@ATTRIBUTE d_ratio_array_cons NUMERIC
@ATTRIBUTE v_def_vars NUMERIC
@ATTRIBUTE v_intro_vars NUMERIC
@ATTRIBUTE v_cv_deg_vars NUMERIC
@ATTRIBUTE v_cv_domdeg_vars NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE d_array_cons NUMERIC
@ATTRIBUTE gr_avg_diam_vg NUMERIC
@ATTRIBUTE o_di_de NUMERIC
@ATTRIBUTE gr_ent_diam_vg NUMERIC
@ATTRIBUTE c_avg_deg_cons NUMERIC
@ATTRIBUTE gr_max_deg_vg NUMERIC
@ATTRIBUTE gr_max_diam_vg NUMERIC
@ATTRIBUTE dy_tot_time NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE c_cv_deg_cons NUMERIC
@ATTRIBUTE v_max_dom_vars NUMERIC
@ATTRIBUTE v_max_domdeg_vars NUMERIC
@ATTRIBUTE dy_fzn_time NUMERIC
@ATTRIBUTE v_max_deg_vars NUMERIC
@ATTRIBUTE gr_cv_diam_vg NUMERIC
@ATTRIBUTE v_min_domdeg_vars NUMERIC
@ATTRIBUTE c_ent_deg_cons NUMERIC
@ATTRIBUTE gr_min_deg_vg NUMERIC
@ATTRIBUTE gr_avg_clust_cg NUMERIC
@ATTRIBUTE gr_avg_deg_cg NUMERIC
@ATTRIBUTE gr_cv_deg_cg NUMERIC
@ATTRIBUTE gr_ent_deg_cg NUMERIC
@ATTRIBUTE gr_cv_clust_cg NUMERIC
@ATTRIBUTE gr_max_deg_cg NUMERIC
@ATTRIBUTE dy_peak NUMERIC
@ATTRIBUTE v_num_consts NUMERIC
@ATTRIBUTE dy_ratio_props NUMERIC
@ATTRIBUTE v_ratio_bounded NUMERIC
@ATTRIBUTE gr_ent_clust_cg NUMERIC
@ATTRIBUTE gc_ratio_globs NUMERIC
@ATTRIBUTE dy_props NUMERIC
@ATTRIBUTE c_max_deg_cons NUMERIC
@ATTRIBUTE v_min_deg_vars NUMERIC
@ATTRIBUTE dy_ratio_nodes NUMERIC
@ATTRIBUTE dy_nodes NUMERIC
@ATTRIBUTE gc_global_cons NUMERIC
@ATTRIBUTE dy_fails NUMERIC
@ATTRIBUTE gr_min_deg_cg NUMERIC
@ATTRIBUTE dy_depth NUMERIC
@ATTRIBUTE c_min_dom_cons NUMERIC
@ATTRIBUTE c_min_domdeg_cons NUMERIC
@ATTRIBUTE gc_table NUMERIC
@ATTRIBUTE v_min_dom_vars NUMERIC
@ATTRIBUTE gr_min_diam_vg NUMERIC
@ATTRIBUTE d_ratio_set_cons NUMERIC
@ATTRIBUTE d_set_cons NUMERIC
@ATTRIBUTE gc_bool_lin NUMERIC
@ATTRIBUTE d_ratio_bool_cons NUMERIC
@ATTRIBUTE d_bool_cons NUMERIC
@ATTRIBUTE o_deg_std NUMERIC
@ATTRIBUTE gr_max_clust_cg NUMERIC
@ATTRIBUTE c_min_deg_cons NUMERIC
@ATTRIBUTE v_num_aliases NUMERIC
@ATTRIBUTE gc_all_diff NUMERIC
@ATTRIBUTE gc_cumulative NUMERIC
@ATTRIBUTE gc_regular NUMERIC
@ATTRIBUTE o_deg_avg NUMERIC
@ATTRIBUTE o_di NUMERIC
@ATTRIBUTE c_domain NUMERIC
@ATTRIBUTE gc_disjoint NUMERIC
@ATTRIBUTE d_set_vars NUMERIC
@ATTRIBUTE d_ratio_set_vars NUMERIC
@ATTRIBUTE dy_sols NUMERIC
@ATTRIBUTE d_ratio_float_vars NUMERIC
@ATTRIBUTE s_other_var NUMERIC
@ATTRIBUTE c_bounds_r NUMERIC
@ATTRIBUTE c_bounds_z NUMERIC
@ATTRIBUTE s_set_search NUMERIC
@ATTRIBUTE c_priority NUMERIC
@ATTRIBUTE d_float_cons NUMERIC
@ATTRIBUTE d_float_vars NUMERIC
@ATTRIBUTE c_bounds_d NUMERIC
@ATTRIBUTE d_ratio_float_cons NUMERIC
@ATTRIBUTE s_bool_search NUMERIC
@ATTRIBUTE s_other_val NUMERIC
@ATTRIBUTE s_int_search NUMERIC
@ATTRIBUTE s_indomain_min NUMERIC
@ATTRIBUTE s_input_order NUMERIC
@ATTRIBUTE gc_sort NUMERIC
@ATTRIBUTE gc_precede NUMERIC
@ATTRIBUTE gc_set_weights NUMERIC
@ATTRIBUTE gc_schedule NUMERIC
@ATTRIBUTE s_indomain_max NUMERIC
@ATTRIBUTE s_goal NUMERIC
@ATTRIBUTE o_de NUMERIC

@DATA
normalized-lei450-15b-13.xml.mzn_AND_NODATA,1,0.055086,18.153333,36.306667,36.306667,1,8169,450,7.400879,0.554159,5850,13,7.400879,5.911809,1665.197873,0,8169,3.70044,0,8169,16338,2242.890852,23589.59446,0,30228.892057,16338,0,5.911809,1,249.371728,1.096233,60457.784115,0,0.450384,450,4.1,0,0,0,0,0,0.450384,1.745478,0,0,6.126667,450,3.528177,2,94,22,7.06,3.70044,0,13,13,0.91,94,0.657752,0.138298,0,1,-1,85.342637,0.275425,6.581251,-1,179,3460,0,159.768,0,-1,0,1305147,2,1,0.49969,19334,0,9661,9,30,7.400879,3.70044,0,13,2,0,0,0,0,0,0,-1,2,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0
normalized-js-taillard-20-105-9.xml.mzn_AND_NODATA,1,0.679117,1.4725,3.895,5.795,0.677419,7980,8000,15.710566,2.955598,655323,81.915375,22.451584,0.309847,11857.428864,8.764938,11780,5.458816,0.639681,16225.715005,39140,9727.310203,39510.287062,4.254221,64304.852303,31160,0.95,0.309847,0.05,23644.786538,0.402498,185070.470211,7600,2.102383,400,9.24,1.094266,0.60233,0.322581,7600,7600,2.120767,2.885583,0.573026,3800,2.95,400,0.286397,2.645161,59,3,17.04,10.721516,0.180883,1696,43.461538,5.63,40,0.07388,1,0.938315,3,-1,-1,-1,-1,-1,-1,8399,0,1720.18,0,-1,0,17917361,3,2,0.495107,11650,0,5768,-1,221,2,1,0,2,2,0,0,0,0,0,0,-1,2,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0
normalized-lei450-15b-08.xml.mzn_AND_NODATA,1,0.055086,18.153333,36.306667,36.306667,1,8169,450,6,0.341021,3600,8,6,5.911809,1350,0,8169,3,0,8169,16338,2242.890852,21116.558668,0,24507,16338,0,5.911809,1,153.459525,0.586227,49014,0,0.450384,450,4.1,0,0,0,0,0,0.450384,1.745478,0,0,6.126667,450,3.528177,2,94,22,7.06,3,0,8,8,0.9,94,0.657752,0.085106,0,1,-1,85.342637,0.275425,6.581251,-1,179,3460,0,85.4412,0,-1,0,697969,2,1,0.499772,19743,0,9867,9,22,6,3,0,8,2,0,0,0,0,0,0,-1,2,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0
normalized-lei450-15b-15.xml.mzn_AND_NODATA,1,0.055086,18.153333,36.306667,36.306667,1,8169,450,7.813781,0.639415,6750,15,7.813781,5.911809,1758.100768,0,8169,3.906891,0,8169,16338,2242.890852,24229.424376,0,31915.389276,16338,0,5.911809,1,287.736609,1.271154,63830.778551,0,0.450384,450,4.11,0,-1,0,0,0,0.450384,1.745478,-1,0,6.126667,450,3.528177,2,94,22,7.07,3.906891,0,15,15,0.9,94,0.657752,0.159574,0,1,-1,85.342637,0.275425,6.581251,-1,179,7570,0,635.931,0,-1,0,5194921,2,1,0.49852,60826,0,30323,9,209,7.813781,3.906891,0,15,2,0,0,0,0,0,0,-1,2,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0
normalized-lei450-15a-14.xml.mzn_AND_NODATA,1,0.055093,18.151111,36.302222,36.302222,1,8168,450,7.61471,0.570217,6300,14,7.61471,5.926498,1713.309715,0,8168,3.807355,0,8168,16336,2240.83031,23922.349078,0,31098.475003,16336,0,5.926498,1,256.597723,1.196136,62196.950007,0,0.46322,450,4.1,0,0,0,0,0,0.46322,1.187338,0,0,11.611111,450,3.854125,2,99,26,7.05,3.807355,0,14,7,0.88,99,0.338389,0.141414,0,2,-1,86.183399,0.283955,6.635118,-1,175,3460,0,92.2937,0,-1,0,753855,2,2,0.49965,20010,0,9998,3,33,7.61471,3.807355,0,14,2,0,0,0,0,0,0,-1,2,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0
normalized-lei450-15a-12.xml.mzn_AND_NODATA,1,0.055093,18.151111,36.302222,36.302222,1,8168,450,7.169925,0.488758,5400,12,7.169925,5.926498,1613.233125,0,8168,3.584963,0,8168,16336,2240.83031,23213.113174,0,29281.973706,16336,0,5.926498,1,219.940905,1.048937,58563.947412,0,0.46322,450,4.11,0,-1,0,0,0,0.46322,1.187338,-1,0,11.611111,450,3.854125,2,99,26,7.05,3.584963,0,12,6,0.88,99,0.338389,0.121212,0,2,-1,86.183399,0.283955,6.635118,-1,175,3076,0,140.738,0,-1,0,1149548,2,2,0.499691,19406,0,9697,3,31,7.169925,3.584963,0,12,2,0,0,0,0,0,0,-1,2,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0
normalized-geo50-20-d4-75-38_ext.xml.mzn_AND_NODATA,1,0.023923,41.800952,83.601905,83.601905,0.022784,1000,1050,2.075686,0.073014,3000,2.857143,5.321928,6.710139,1216.096405,0.156797,43891,1.037843,0.276195,43891,88782,6560.548098,45302.949018,1.341641,45551.964047,87782,0.952381,6.710139,0.047619,76.665086,0.276195,91103.928095,1000,0.38113,50,4.47,0.156797,0.238801,0.977216,1000,1000,0.38113,2.84346,0.238801,42891,15.364762,50,3.735313,2,173,42,298.94,2.660964,0,20,1,292.25,173,0.336784,0.011561,0,20,-1,-1,-1,-1,-1,-1,8197,0,485.863,0,-1,0,21325022,2,20,0.49958,15477,0,7732,-1,38,2,1,0,2,7,0,0,0,0,0,0,-1,2,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0
normalized-langford-4-40.xml.mzn_AND_NODATA,1,0.012461,80.25,160.5,159,1,12840,160,14.643856,0.996894,25600,160,14.643856,1,1171.508495,0,12840,7.321928,0,12840,25800,1172.227598,49719.351097,0,94013.556738,25680,0,0,1,159.503106,0,188027.113477,0,0,160,4.12,0,-1,0,0,0,0.003115,0.003115,-1,0,1,160,0,2,159,1,7.8,7.321928,0,160,1,1.61,161,0,0.993789,0,159,-1,-1,-1,-1,-1,-1,3717,0,802.906,0,-1,0,10309312,2,160,0.499424,16505,0,8243,-1,52,14.643856,7.321928,0,160,1,0,0,0,0,0,0,-1,2,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0
normalized-lei450-15c-10.xml.mzn_AND_NODATA,1,0.026978,37.066667,74.133333,74.133333,1,16680,450,6.643856,0.148559,4500,10,6.643856,6.268289,1494.867643,0,16680,3.321928,0,16680,33360,2766.386746,45570.107705,0,55409.760623,33360,0,6.268289,1,66.851668,0.022789,110819.521245,0,0.286454,450,4.17,0,-1,0,0,0,0.286454,0.361811,-1,0,19.228889,450,3.948123,2,139,32,8.45,3.321928,0,10,0.555556,2.2,139,0.207172,0.071942,0,18,-1,-1,-1,-1,-1,-1,6084,0,50.0263,0,-1,0,834439,2,18,0.499636,9627,0,4810,-1,24,6.643856,3.321928,0,10,11,0,0,0,0,0,0,-1,2,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0
normalized-js-taillard-20-95-5.xml.mzn_AND_NODATA,1,0.679117,1.4725,3.895,5.795,0.677419,7980,8000,15.577773,2.823827,613261,76.657625,22.25501,0.309847,11818.22774,8.747627,11780,5.413495,0.632705,16225.715005,39140,9727.310203,39408.351237,4.24675,63770.974988,31160,0.95,0.309847,0.05,22590.612179,0.396288,183506.16802,7600,2.102383,400,9.33,1.108849,0.601582,0.322581,7600,7600,2.120767,2.816639,0.571948,3800,2.95,400,0.286397,2.645161,59,3,16.93,10.623424,0.180883,1592,40.820513,5.43,40,0.07388,1,0.938315,3,-1,-1,-1,-1,-1,-1,6477,0,2325.64,0,-1,0,20974966,3,2,0.495675,7977,0,3954,-1,226,2,1,0,2,2,0,0,0,0,0,0,-1,2,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0
normalized-haystacks-35.xml.mzn_AND_NODATA,1,0.740918,1.349678,3.660961,5.830174,1,41867,31020,16.04156,392.681197,12907927,416.11628,22.391975,1.256412,228752.379482,1.519767,41867,5.838793,1.117921,59315.846434,114719,26703.439868,165220.966324,1.221345,244452.763927,113563,0,1.261895,1,12180970.7286,1.125102,671611.982822,0,2.165967,31020,148.28,0.790842,0.273462,0,29829,29829,2.797384,1.33522,0.157131,0,4.283656,1191,1.115211,2.71247,110,6,156.19,7.463992,0.166863,1156,1156,5.39,123,0.123083,0.284553,0.865509,2,-1,-1,-1,-1,-1,-1,109587,0,2.0204,0.001096,-1,0,84588,3,0,0.469274,537,0,252,-1,285,10.258566,5.129283,0,35,3,0,0,0,0,0,0,-1,2,34,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0
normalized-js-taillard-20-95-8.xml.mzn_AND_NODATA,1,0.679117,1.4725,3.895,5.795,0.677419,7980,8000,15.519872,2.769186,595828,74.4785,22.179242,0.309847,11801.126965,8.757648,11780,5.393738,0.636559,16225.715005,39140,9727.310203,39363.615215,4.243652,63538.23936,31160,0.95,0.309847,0.05,22153.489744,0.397675,182824.086938,7600,2.102383,400,9.38,1.126508,0.601253,0.322581,7600,7600,2.120767,2.786292,0.571476,3800,2.95,400,0.286397,2.645161,59,3,16.74,10.598052,0.180883,1551,39.74359,5.19,40,0.07388,1,0.938315,3,-1,-1,-1,-1,-1,-1,5963,0,2089.06,0,-1,0,17330808,3,2,0.497315,10054,0,5000,-1,179,2,1,0,2,2,0,0,0,0,0,0,-1,2,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0
normalized-js-taillard-20-95-2.xml.mzn_AND_NODATA,1,0.679117,1.4725,3.895,5.795,0.677419,7980,8000,15.447094,2.702718,574616,71.827,22.07926,0.309847,11779.63767,8.762412,11780,5.368903,0.635554,16225.715005,39140,9727.310203,39307.141166,4.239417,63245.680667,31160,0.95,0.309847,0.05,21621.745513,0.396658,181966.771821,7600,2.102383,400,9.2,1.104557,0.600836,0.322581,7600,7600,2.120767,2.747611,0.570875,3800,2.95,400,0.286397,2.645161,59,3,16.45,10.527465,0.180883,1495,38.333333,5.09,40,0.07388,1,0.938315,3,-1,-1,-1,-1,-1,-1,6217,0,1971.75,0,-1,0,16836796,3,2,0.497611,10255,0,5103,-1,113,2,1,0,2,2,0,0,0,0,0,0,-1,2,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0
normalized-lei450-15c-08.xml.mzn_AND_NODATA,1,0.026978,37.066667,74.133333,74.133333,1,16680,450,6,0.118847,3600,8,6,6.268289,1350,0,16680,3,0,16680,33360,2766.386746,43117.174512,0,50040,33360,0,6.268289,1,53.481334,0,100080,0,0.286454,450,4.16,0,0,0,0,0,0.286454,0.361811,0,0,19.228889,450,3.948123,2,139,32,8.46,3,0,8,0.444444,2.21,139,0.207172,0.057554,0,18,-1,-1,-1,-1,-1,-1,5059,0,52.4988,0,-1,0,875680,2,18,0.499727,9155,0,4575,-1,22,6,3,0,8,11,0,0,0,0,0,0,-1,2,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0
normalized-lei450-15b-10.xml.mzn_AND_NODATA,1,0.055086,18.153333,36.306667,36.306667,1,8169,450,6.643856,0.426276,4500,10,6.643856,5.911809,1494.867643,0,8169,3.321928,0,8169,16338,2242.890852,22317.878288,0,27136.830607,16338,0,5.911809,1,191.824406,0.797293,54273.661214,0,0.450384,450,4.1,0,0,0,0,0,0.450384,1.745478,0,0,6.126667,450,3.528177,2,94,22,7.02,3.321928,0,10,10,0.85,94,0.657752,0.106383,0,1,-1,85.342637,0.275425,6.581251,-1,179,3460,0,132.61,0,-1,0,1083288,2,1,0.499744,19536,0,9763,9,27,6.643856,3.321928,0,10,2,0,0,0,0,0,0,-1,2,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0
normalized-js-taillard-20-95-6.xml.mzn_AND_NODATA,1,0.679117,1.4725,3.895,5.795,0.677419,7980,8000,15.607006,2.85208,622287,77.785875,22.296659,0.309847,11826.850816,8.73079,11780,5.423476,0.637307,16225.715005,39140,9727.310203,39430.867516,4.248568,63888.544313,31160,0.95,0.309847,0.05,22816.642308,0.397304,183850.532302,7600,2.102383,400,9.55,1.099481,0.601748,0.322581,7600,7600,2.120767,2.832008,0.572189,3800,2.95,400,0.286397,2.645161,59,3,17.42,10.641493,0.180883,1617,41.102564,5.7,40,0.07388,1,0.938315,3,-1,-1,-1,-1,-1,-1,4933,0,2578.74,0,-1,0,23257675,3,2,0.497278,6429,0,3197,-1,57,2,1,0,2,2,0,0,0,0,0,0,-1,2,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0
normalized-lei450-15c-13.xml.mzn_AND_NODATA,1,0.026978,37.066667,74.133333,74.133333,1,16680,450,7.400879,0.193127,5850,13,7.400879,6.268289,1665.197873,0,16680,3.70044,0,16680,33360,2766.386746,48166.781196,0,61723.334499,33360,0,6.268289,1,86.907168,0.057778,123446.668997,0,0.286454,450,4.17,0,-1,0,0,0,0.286454,0.361811,-1,0,19.228889,450,3.948123,2,139,32,8.43,3.70044,0,13,0.722222,2.18,139,0.207172,0.093525,0,18,-1,-1,-1,-1,-1,-1,6788,0,54.4147,0,-1,0,907638,2,18,0.499468,9400,0,4695,-1,27,7.400879,3.70044,0,13,11,0,0,0,0,0,0,-1,2,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0
normalized-lei450-15c-14.xml.mzn_AND_NODATA,1,0.026978,37.066667,74.133333,74.133333,1,16680,450,7.61471,0.207983,6300,14,7.61471,6.268289,1713.309715,0,16680,3.807355,0,16680,33360,2766.386746,48852.201594,0,63506.6801,33360,0,6.268289,1,93.592335,0.073334,127013.3602,0,0.286454,450,4.17,0,0.000001,0,0,0,0.286454,0.361811,0.000001,0,19.228889,450,3.948123,2,139,32,8.42,3.807355,0,14,0.777778,2.17,139,0.207172,0.100719,0,18,-1,-1,-1,-1,-1,-1,6084,0,54.7616,0,-1,0,913423,2,18,0.499491,9816,0,4903,-1,28,7.61471,3.807355,0,14,11,0,0,0,0,0,0,-1,2,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0
normalized-lei450-15c-15.xml.mzn_AND_NODATA,1,0.026978,37.066667,74.133333,74.133333,1,16680,450,7.813781,0.222839,6750,15,7.813781,6.268289,1758.100768,0,16680,3.906891,0,16680,33360,2766.386746,49473.227885,0,65166.935135,33360,0,6.268289,1,100.277502,0.102158,130333.870269,0,0.286454,450,4.16,0,-1,0,0,0,0.286454,0.361811,-1,0,19.228889,450,3.948123,2,139,32,8.45,3.906891,0,15,0.833333,2.21,139,0.207172,0.107914,0,18,-1,-1,-1,-1,-1,-1,10248,0,247.384,0,-1,0,4126359,2,18,0.497456,11597,0,5769,-1,76,7.813781,3.906891,0,15,11,0,0,0,0,0,0,-1,2,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0
normalized-lei450-15d-10.xml.mzn_AND_NODATA,1,0.026866,37.222222,74.444444,74.444444,1,16750,450,6.643856,0.148533,4500,10,6.643856,6.262603,1494.867643,0,16750,3.321928,0,16750,33500,2768.681382,45761.349165,0,55642.295589,33500,0,6.262603,1,66.839848,0.041126,111284.591179,0,0.28495,450,4.17,0,-1,0,0,0,0.28495,0.387773,-1,0,19.88,450,3.860197,2,138,31,8.46,3.321928,0,10,0.555556,2.2,138,0.181637,0.072464,0,18,-1,-1,-1,-1,-1,-1,9478,0,116.917,0,-1,0,1958366,2,18,0.498858,9636,0,4807,-1,41,6.643856,3.321928,0,10,11,0,0,0,0,0,0,-1,2,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0
normalized-geo50-20-d4-75-14_ext.xml.mzn_AND_NODATA,1,0.023006,43.467619,86.935238,86.935238,0.02191,1000,1050,2.072784,0.073202,3000,2.857143,5.321928,6.770028,1216.096405,0.152035,45641,1.036392,0.276195,45641,92282,6579.968981,47052.949018,1.341641,47301.964047,91282,0.952381,6.770028,0.047619,76.862542,0.276195,94603.928095,1000,0.443517,50,4.49,0.152035,0.234611,0.97809,1000,1000,0.443517,2.835939,0.234611,44641,15.045714,50,3.490959,2,163,29,321.88,2.660964,0,20,1,315.15,163,0.287917,0.01227,0,20,-1,-1,-1,-1,-1,-1,9412,0,363.595,0,-1,0,16594857,2,20,0.499141,5241,0,2616,-1,24,2,1,0,2,7,0,0,0,0,0,0,-1,2,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0
normalized-lei450-25a-10.xml.mzn_AND_NODATA,1,0.054479,18.355556,36.711111,36.711111,1,8260,450,6.643856,0.582493,4500,10,6.643856,6.149313,1494.867643,0,8260,3.321928,0,8260,16520,2157.276435,22566.492185,0,27439.126064,16520,0,6.149313,1,262.121977,1.234899,54878.252128,0,0.626732,450,4.11,0,0,0,0,0,0.626732,1.343043,0,0,5.56,450,2.980588,2,128,13,7.08,3.321928,0,10,5,0.91,128,0.385458,0.078125,0,2,-1,100.261985,0.341589,7.116335,-1,232,3204,0,128.273,0,-1,0,1059532,2,2,0.499843,19066,0,9530,4,25,6.643856,3.321928,0,10,2,0,0,0,0,0,0,-1,2,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0
normalized-langford-3-13.xml.mzn_AND_NODATA,1,0.050847,19.666667,39.333333,38,1,767,39,10.570804,0.991667,1521,39,10.570804,0.918296,206.130687,0,767,5.285402,0,767,1560,206.605523,2609.344174,0,4053.903502,1534,0,0,1,38.675,0,8107.807004,0,0,39,0.2,0,0,0,0,0,0.011985,0.011884,0,0,1,39,0,2,38,1,2.29,5.285402,0,39,1,0.06,40,0,0.975,0,38,0.507982,76.610169,0.008671,1.366875,0.006796,78,580,0,20646.1,0,0,0,15835573,2,39,0.499983,145741,0,72868,76,38,10.570804,5.285402,0,39,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0
normalized-js-taillard-20-95-0.xml.mzn_AND_NODATA,1,0.679117,1.4725,3.895,5.795,0.677419,7980,8000,15.561381,2.808234,608289,76.036125,22.222939,0.309847,11813.38395,8.796433,11780,5.407904,0.637615,16225.715005,39140,9727.310203,39395.70033,4.24602,63705.104401,31160,0.95,0.309847,0.05,22465.870513,0.397555,183313.072162,7600,2.102383,400,9.14,1.117889,0.60149,0.322581,7600,7600,2.120767,2.808177,0.571816,3800,2.95,400,0.286397,2.645161,59,3,16.71,10.612404,0.180883,1578,40.461538,5.38,40,0.07388,1,0.938315,3,-1,-1,-1,-1,-1,-1,5126,0,1693.26,0,-1,0,15721875,3,2,0.498506,11047,0,5507,-1,59,2,1,0,2,2,0,0,0,0,0,0,-1,2,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0
