@RELATION 'FEATURE_VALUES_COP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE c_max_dom_cons NUMERIC
@ATTRIBUTE c_avg_deg_cons NUMERIC
@ATTRIBUTE d_int_vars NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE v_num_consts NUMERIC
@ATTRIBUTE v_ratio_bounded NUMERIC
@ATTRIBUTE gr_cv_deg_vg NUMERIC
@ATTRIBUTE gr_avg_diam_vg NUMERIC
@ATTRIBUTE v_ent_dom_vars NUMERIC
@ATTRIBUTE c_max_deg_cons NUMERIC
@ATTRIBUTE gr_avg_deg_vg NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE v_cv_domdeg_vars NUMERIC
@ATTRIBUTE v_sum_dom_vars NUMERIC
@ATTRIBUTE gr_cv_deg_cg NUMERIC
@ATTRIBUTE c_cv_deg_cons NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE gr_ent_clust_cg NUMERIC
@ATTRIBUTE c_avg_dom_cons NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE v_ent_deg_vars NUMERIC
@ATTRIBUTE c_min_dom_cons NUMERIC
@ATTRIBUTE v_max_domdeg_vars NUMERIC
@ATTRIBUTE c_ent_deg_cons NUMERIC
@ATTRIBUTE s_labeled_vars NUMERIC
@ATTRIBUTE v_min_domdeg_vars NUMERIC
@ATTRIBUTE v_cv_deg_vars NUMERIC
@ATTRIBUTE o_deg_avg NUMERIC

@DATA
mznc12-problems/fast-food/fastfood.mzn_AND_mznc12-problems/fast-food/ff58.dzn,1,1.008075,0.991989,2.344549,357.382494,2.325768,743,0.021092,49,0.067295,1.684737,13.903096,4.214195,37,4.950202,1.55882,2.997207,624726,1.156939,0.581189,9.831307,0.930256,22.435233,5.172519,9.667125,-0.27998,9.831307,36376,0.952429,1,23.358974,1.513029,0.426521
mznc12-problems/ship-schedule/ship-schedule.cp.mzn_AND_mznc12-problems/ship-schedule/5Ships.dzn,1,1.132597,0.882927,3.013487,101.735662,2.660689,1590,0.638157,463,0.076048,2.403366,8.937602,0.821882,15,6.916152,41.464452,52.414635,1015648,1.157256,0.648741,16.955944,-1,4.694991,2.361877,1.858078,0.677524,1,489501,1.244891,5,0.013072,3.969955,-1
mznc12-problems/still-life-wastage/still-life.mzn_AND_mznc12-problems/still-life-wastage/09.dzn,1,1.236579,0.808683,5.101911,33.284213,4.125828,821,0.420737,0,0,1.570342,4.356688,0.950719,13,11.353048,4.368694,3.098101,8625,1.094559,0.666015,7.924813,0.953548,4.472188,2.581118,1.077443,2.233054,1,82,2.005262,81,0.028571,2.271775,0.196005
mznc12-problems/still-life-wastage/still-life.mzn_AND_mznc12-problems/still-life-wastage/10.dzn,1,1.236579,0.808683,5.113291,35.369401,4.13503,1001,0.412219,0,0,1.582794,4.355424,0.940732,14,11.41207,4.813023,3.394864,10789,1.092753,0.66633,8.174926,-1,4.472308,2.568544,1.074275,2.219026,1,101,1.996595,100,0.028571,2.29508,-1
mznc12-problems/mspsp/mspsp.mzn_AND_mznc12-problems/mspsp/medium_05.dzn,1,0.921671,1.084986,2.887728,122.09903,3.133144,159,0.860159,153,0.399478,1.538291,2.939948,0.321716,38,21.853786,2.193825,0.692358,1624,1.77042,1.592922,5.426265,0.978351,7.382977,2.295541,1.843849,-0.641651,1,13.333333,1.621332,5,0.5,1.265659,1.038879
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/48_24_6.2.dzn,1,0.876289,1.141176,4.731959,50.807355,5.4,49,0.00282,1200,6.190722,0.940475,8.216495,0.046592,49,22.185567,0.176749,0.579021,393,1.365459,1.136138,1.036885,0.858637,5.410631,1.786629,1.000217,-62.338349,2,7,1.786629,1,0.0625,1.564469,0.211329
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_6.dzn,1,1.537332,0.650478,2.536707,994.393366,1.650071,3201,0,80,0.024992,1.010351,76.185255,0,41,27.646361,0,0.210497,64020003201,3.15605,2.492171,24.253497,0.919039,40.019995,0.375475,24.253497,0.988051,24.253497,20000001,0.375475,0,5000000.25,0.215428,0.394212
mznc12-problems/ship-schedule/ship-schedule.cp.mzn_AND_mznc12-problems/ship-schedule/6ShipsMixed.dzn,1,1.158721,0.863021,3.050366,109.958634,2.632529,1449,0.624156,567,0.085637,2.529774,8.487969,0.787578,13,6.387386,42.614001,53.853309,685403,-1,0.555568,15.708376,-1,4.780798,2.567118,1.887802,0.62244,1,320401,1.285116,5,0.012903,3.816994,-1
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/48_24_6.1.dzn,1,0.876289,1.141176,4.675258,50.807355,5.335294,49,0.00282,1200,6.190722,0.943378,7.768041,0.046592,49,22.072165,0.176749,0.578514,393,1.365459,1.131355,1.036885,0.858637,5.345926,1.721586,1.000217,-62.353064,2,7,1.721586,1,0.066667,1.55447,0.213892
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_5_5_20_1.dzn,1,0.907445,1.101996,5.028169,207.469667,5.54102,287,0.543924,1105,2.263581,0.985038,7.672032,2.31155,57,28.519115,2.980295,3.795834,16166,1.290285,1.52895,6.716793,0.95423,21.105576,4.250655,3.27153,-21.747981,2,901,1.502457,5,0.285714,1.586518,0.19888
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_3.dzn,1,1.537332,0.650478,2.536707,994.393366,1.650071,3201,0,80,0.024992,1.010264,76.185255,0,41,27.64886,0,0.210497,64020003201,3.156119,2.49229,24.253497,0.919039,40.019995,0.375475,24.253497,0.988051,24.253497,20000001,0.375475,0,5000000.25,0.215428,0.394212
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/52_26_6.1.dzn,1,0.875,1.142857,4.903846,54.807355,5.604396,53,0.00252,1404,6.754808,0.943644,8.096154,0.043941,53,23.932692,0.170873,0.56962,421,1.371493,1.15315,1.034101,0.863121,5.614326,1.83798,1.000187,-69.604392,2,7,1.83798,1,0.0625,1.598072,0.203922
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_7_5_20_1.dzn,1,0.899543,1.111675,5.721461,251.682057,6.360406,367,0.557252,1905,2.929985,1.013187,8.611872,2.290084,77,36.748858,3.193293,4.02017,24541,1.360711,1.763898,7.227985,0.937275,26.853431,4.275372,3.397614,-30.795077,2,1101,1.463517,5,0.285714,1.74269,0.174781
mznc12-problems/fast-food/fastfood.mzn_AND_mznc12-problems/fast-food/ff59.dzn,1,1.011524,0.988608,2.341869,254.232599,2.31519,781,0.015857,32,0.042254,1.311141,25.861716,3.876575,27,4.09219,1.004767,1.988981,518909,1.101121,0.432072,9.475733,0.926504,21.621886,4.782413,9.354814,-0.090918,9.475733,19189,0.98141,1,24.551724,1.286912,0.427009
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/52_26_6.2.dzn,1,0.876777,1.140541,4.886256,54.807355,5.572973,53,0.0025,1404,6.658768,0.953467,8.293839,0.043414,53,23.668246,0.169688,0.565425,427,1.384803,1.153516,1.034101,0.85692,5.582742,1.756217,1.000184,-68.613653,2,7,1.756217,1,0.0625,1.597559,0.204656
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/52_26_6.3.dzn,1,0.871921,1.146893,5.093596,54.807355,5.841808,53,0.002555,1404,6.921182,0.916728,8.714286,0.04485,53,24.70936,0.172904,0.579053,411,1.349332,1.146331,1.034101,0.873561,5.852019,1.8725,1.000193,-71.353348,2,7,1.8725,1,0.060606,1.601439,0.196325
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_3_3_30_1.dzn,1,0.950178,1.052434,3.839858,180.909558,4.041199,199,0.511989,321,1.24911,1.060765,5.996441,2.468371,40,16.868327,2.372341,3.229792,9144,1.237546,1.033173,6.056708,0.962014,12.247367,3.968134,3.147076,-9.288786,2,781,1.570187,5,0.243243,1.65496,0.260426
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model20-3-5.dzn,1,1.412037,0.708197,3.74537,48.76049,2.652459,76,0.28431,40,0.189815,0.754759,8.884259,1.060879,21,9.574074,14.585228,14.63863,100546,1.144968,1.024247,3.139517,0.955931,3.738665,2.154957,1.306239,1.108782,2,100016,0.952347,5,0.153846,0.715918,0.266996
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model30-4-6.dzn,1,1.85877,0.53799,4.808656,92.321928,2.58701,127,0.358875,60,0.138952,0.753422,11.881549,0.878584,31,12.984055,20.828948,20.902384,241169,1.444957,1.24315,2.978127,0.577004,3.944882,1.695185,1.378036,1.481071,2,240025,0.566937,5,0.153846,0.823497,0.207958
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_5_3_20_1.dzn,1,0.922849,1.083601,4.27003,163.18438,4.62701,207,0.524348,505,1.557864,0.954104,6.72997,2.365588,37,20.189911,2.663326,3.59156,8891,1.199419,1.218064,6.210112,0.928643,15.1888,4.189744,3.085834,-12.818364,2,701,1.563305,5,0.285714,1.444347,0.23419
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model50-4-4.dzn,1,1.902834,0.525532,5.153846,168.681367,2.708511,151,0.390604,100,0.136302,0.675835,13.25776,0.812855,51,23.465587,27.021675,27.158314,302051,1.92759,1.783795,3.307478,0.419921,4.492383,1.609224,1.477287,1.376153,2,300041,0.432651,5,0.090909,0.986545,0.19403
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model55-3-12.dzn,1,1.699374,0.588452,4.660752,192.853702,2.742629,254,0.408632,110,0.115866,0.997887,11.681628,0.719483,56,16.279749,30.584922,30.837763,222564,2.072155,1.750287,3.443816,0.606448,4.65896,1.607132,1.501355,1.196414,2,220045,0.517291,5,0.083333,1.166578,0.214558
mznc12-problems/mspsp/mspsp.mzn_AND_mznc12-problems/mspsp/hard_01.dzn,1,1.192429,0.838624,2.955836,178.232075,2.478836,67,0.777129,130,0.410095,1.690173,4.444795,0.428544,50,12.700315,2.460887,1.316517,2397,1.314011,1.230064,6.129283,0.986306,7.389592,1.732975,2.582405,-1.055595,1,17.5,1.207877,5,0.5,1.39547,1.691569
mznc12-problems/mspsp/mspsp.mzn_AND_mznc12-problems/mspsp/hard_03.dzn,1,1.073718,0.931343,2.69391,165.817427,2.508955,140,0.835597,252,0.403846,1.924432,3.753205,0.295248,46,13.346154,2.803522,0.940773,3476,1.692347,1.353942,6.209453,1,6.831665,1.967539,2.207584,-1.275732,1,23.333333,1.489925,5,0.5,1.475771,1.113623
mznc12-problems/still-life-wastage/still-life.mzn_AND_mznc12-problems/still-life-wastage/11.dzn,1,1.236486,0.808743,5.122236,37.414795,4.142573,1199,0.404559,0,0,1.592371,4.354423,0.932567,15,11.46683,5.26117,3.700643,13239,1.090971,0.666836,8.405141,-1,4.472285,2.558096,1.071664,2.207318,1,122,1.989362,121,0.028571,2.31415,-1
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.15.dzn,1,1.38404,0.722523,3.219451,117.045556,2.326126,201,0.493897,69,0.187032,0.476541,10.209476,1.47433,6,4.294264,10.606967,13.497089,5868121,0.507939,0.299833,19.507593,0.968804,16.148415,3.478126,7.049724,0.93785,2,2850001,1.501674,100,1,0.617083,0.310612
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_7_5_30_1.dzn,1,0.905308,1.104596,6.02439,295.846038,6.654517,407,0.559529,2245,3.263989,1.023917,8.404591,2.372869,77,38.470588,3.369892,3.791863,42151,1.374427,1.74807,7.520102,0.957164,28.892785,4.29726,3.595807,-35.221114,2,1301,1.472889,5,0.285714,1.816355,0.165992
mznc12-problems/radiation/radiation.mzn_AND_mznc12-problems/radiation/m12_10_20.dzn,1,0.710237,1.407981,2.351576,93.338818,3.310974,4093,0.020927,144,0.035671,0.850788,17.040557,0.913375,13,10.353286,8.002356,15.210992,896279,1.2359,0.796605,11.184066,0.249688,24.681079,1.450831,7.557873,0.677107,15.354835,112230,1.44608,1451,10.357143,0.315647,0.425247
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.2.dzn,1,1.366584,0.731752,3.201995,117.045556,2.343066,201,0.497307,69,0.187032,0.476541,10.209476,1.47433,6,4.294264,10.606967,13.496761,5868121,0.501762,0.292561,19.507593,0.97867,16.224959,3.471444,7.010044,0.892744,2,2850001,1.474449,100,1,0.604955,0.312305
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.7.dzn,1,1.374065,0.727768,3.209476,117.045556,2.335753,201,0.495838,69,0.187032,0.476541,10.209476,1.47433,6,4.294264,10.606967,13.4969,5868121,0.504611,0.29572,19.507593,0.974644,16.191916,3.474758,7.027173,0.915823,2,2850001,1.486528,100,1,0.61028,0.311577
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_7_3_20_1.dzn,1,0.91224,1.096203,4.736721,189.766253,5.192405,255,0.537062,841,1.988453,0.972249,7.295612,2.044041,49,25.205543,2.866642,3.701846,13124,1.256492,1.415678,6.482982,0.963063,18.777219,4.130115,3.208505,-18.25658,2,821,1.523441,5,0.285714,1.526366,0.211117
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.12.dzn,1,1.38404,0.722523,3.219451,117.045556,2.326126,201,0.493897,69,0.187032,0.476541,10.209476,1.47433,6,4.294264,10.606967,13.497089,5868121,0.507939,0.299833,19.507593,0.968804,16.148415,3.478126,7.049724,0.93785,2,2850001,1.501674,100,1,0.617083,0.310612
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.6.dzn,1,1.369478,0.730205,3.172691,97.603023,2.316716,129,0.490018,47,0.208835,0.477045,9.799197,1.519784,5,4.200803,8.55969,10.697946,4667581,0.513883,0.300978,19.520605,0.9629,16.302541,3.503219,7.134658,0.961643,2,2280001,1.515303,64,1,0.615513,0.31519
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.3.dzn,1,1.369077,0.730419,3.204489,117.045556,2.340619,201,0.496816,69,0.187032,0.476541,10.209476,1.47433,6,4.294264,10.606967,13.496801,5868121,0.503233,0.293621,19.507593,0.978291,16.213905,3.47263,7.015774,0.899614,2,2850001,1.478548,100,1,0.607009,0.312062
mznc12-problems/ship-schedule/ship-schedule.cp.mzn_AND_mznc12-problems/ship-schedule/7ShipsMixedUnconst.dzn,1,1.153488,0.866935,3.046889,126.54751,2.641456,1752,0.624301,675,0.085732,2.412772,8.708988,0.779131,15,6.853048,45.904142,58.621594,867849,-1,0.616105,15.818439,-1,4.810622,2.559876,1.890188,0.578711,1,408001,1.265995,5,0.012821,3.865351,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_4.dzn,1,1.537332,0.650478,2.53702,994.393366,1.650274,3201,0,80,0.024992,1.010018,76.18463,0,41,27.666354,0,0.210598,64020003201,3.156528,2.492787,24.253497,0.919039,40.024923,0.375549,24.253497,0.989393,24.253497,20000001,0.375549,0,5000000.25,0.215618,0.394163
mznc12-problems/ship-schedule/ship-schedule.cp.mzn_AND_mznc12-problems/ship-schedule/7ShipsMixed.dzn,1,1.153488,0.866935,3.046889,127.078236,2.641456,1752,0.624775,675,0.085732,2.412772,8.708988,0.779131,15,6.853048,45.97092,58.679668,907369,-1,0.616105,15.884779,-1,4.810983,2.559876,1.89033,0.578711,1,427201,1.265995,5,0.012821,3.865351,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_10.dzn,1,1.537332,0.650478,2.53702,994.393366,1.650274,3201,0,80,0.024992,1.010018,76.18463,0,41,27.666354,0,0.210598,64020003201,3.156528,2.492787,24.253497,0.919039,40.024923,0.375549,24.253497,0.989393,24.253497,20000001,0.375549,0,5000000.25,0.215618,0.394163
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_2.dzn,1,1.537332,0.650478,2.53702,994.393366,1.650274,3201,0,80,0.024992,1.010018,76.18463,0,41,27.666354,0,0.210598,64020003201,3.156528,2.492787,24.253497,0.919039,40.024923,0.375549,24.253497,0.989393,24.253497,20000001,0.375549,0,5000000.25,0.215618,0.394163
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model90-18-20.dzn,1,2.080315,0.480697,5.278203,443.620154,2.537214,871,0.542648,180,0.037466,1.279325,5.888843,0.377832,91,17.058166,69.311839,69.4506,5113771,-1,2.063579,4.874947,-1,5.025886,1.577651,1.719131,1.341519,2,5100061,0.332505,5,0.060606,1.696308,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_5.dzn,1,1.537332,0.650478,2.53702,994.393366,1.650274,3201,0,80,0.024992,1.010018,76.18463,0,41,27.666354,0,0.210598,64020003201,3.156528,2.492787,24.253497,0.919039,40.024923,0.375549,24.253497,0.989393,24.253497,20000001,0.375549,0,5000000.25,0.215618,0.394163
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model100-21-12.dzn,1,2.054912,0.486639,5.321983,510.746284,2.589884,713,0.540863,200,0.035835,1.044891,5.654127,0.368222,101,23.344268,74.705763,74.841973,6816525,-1,2.303386,5.056894,-1,5.472325,1.548622,1.837974,1.69721,2,6800069,0.233285,5,0.090909,1.75715,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_9.dzn,1,1.537332,0.650478,2.53702,994.393366,1.650274,3201,0,80,0.024992,1.010018,76.18463,0,41,27.666354,0,0.210598,64020003201,3.156528,2.492787,24.253497,0.919039,40.024923,0.375549,24.253497,0.989393,24.253497,20000001,0.375549,0,5000000.25,0.215618,0.394163
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_7.dzn,1,1.537332,0.650478,2.536707,994.393366,1.650071,3201,0,80,0.024992,1.009887,76.185255,0,41,27.641987,0,0.210497,64020003201,3.154918,2.491961,24.253497,0.919039,40.019995,0.375475,24.253497,0.988051,24.253497,20000001,0.375475,0,5000000.25,0.215428,0.394212
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_1.dzn,1,1.574282,0.63521,2.573034,509.323431,1.634417,801,0,40,0.049938,0.988801,36.126092,0,21,14.332085,0,0.22329,16020000801,2.223857,1.737772,24.253497,0.921176,39.640331,0.60143,24.253497,0.982931,24.253497,20000001,0.60143,0,5000000.25,0.228951,0.388646
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_10.dzn,1,1.574282,0.63521,2.573034,509.323431,1.634417,801,0,40,0.049938,0.988801,36.126092,0,21,14.332085,0,0.22329,16020000801,2.223857,1.737772,24.253497,0.921176,39.640331,0.60143,24.253497,0.982931,24.253497,20000001,0.60143,0,5000000.25,0.228951,0.388646
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_7.dzn,1,1.574282,0.63521,2.573034,509.323431,1.634417,801,0,40,0.049938,0.988801,36.126092,0,21,14.332085,0,0.22329,16020000801,2.223857,1.737772,24.253497,0.921176,39.640331,0.60143,24.253497,0.982931,24.253497,20000001,0.60143,0,5000000.25,0.228951,0.388646
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_8.dzn,1,1.574282,0.63521,2.573034,509.323431,1.634417,801,0,40,0.049938,0.988801,36.126092,0,21,14.332085,0,0.22329,16020000801,2.223857,1.737772,24.253497,0.921176,39.640331,0.60143,24.253497,0.982931,24.253497,20000001,0.60143,0,5000000.25,0.228951,0.388646
mznc12-problems/still-life-wastage/still-life.mzn_AND_mznc12-problems/still-life-wastage/13.dzn,1,1.236179,0.808945,5.135338,41.408405,4.154204,1649,0.391243,0,0,1.605694,4.352941,0.920021,17,11.56789,6.164847,4.333647,19045,1.087741,0.668235,8.816984,-1,4.471983,2.541699,1.067608,2.188904,1,170,1.977948,169,0.028571,2.34351,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_6.dzn,1,1.574282,0.63521,2.573034,509.323431,1.634417,801,0,40,0.049938,0.988801,36.126092,0,21,14.332085,0,0.22329,16020000801,2.223857,1.737772,24.253497,0.921176,39.640331,0.60143,24.253497,0.982931,24.253497,20000001,0.60143,0,5000000.25,0.228951,0.388646
mznc12-problems/still-life-wastage/still-life.mzn_AND_mznc12-problems/still-life-wastage/12.dzn,1,1.236345,0.808836,5.129433,39.426246,4.148869,1415,0.397605,0,0,1.599829,4.353611,0.925769,16,11.518509,5.712071,4.013971,15987,1.089292,0.667482,8.618386,-1,4.472167,2.549266,1.069474,2.197405,1,145,1.983226,144,0.028571,2.330049,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_8.dzn,1,1.537332,0.650478,2.53702,994.393366,1.650274,3201,0,80,0.024992,1.010018,76.18463,0,41,27.666354,0,0.210598,64020003201,3.156528,2.492787,24.253497,0.919039,40.024923,0.375549,24.253497,0.989393,24.253497,20000001,0.375549,0,5000000.25,0.215618,0.394163
