@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 3'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE TERMORE_CLAUSE NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC

@DATA
biu.mv.xl_ao.bb-b001-p010-MIF04-c05.blif-biu.inv1.prop.bb-bmc.with-IOC.unfold-005-shuffled,1,0.333315,0.571415,1185.666667
biu.mv.xl_ao.bb-b003-p020-IPF01-c05.blif-biu.inv.prop.bb-bmc.conf00.01X-QBF.BB1-01X.BB2-01X.BB3-01X.with-IOC.unfold-010-shuffled,1,0.304421,0.588151,7543
biu.mv.xl_ao.bb-b003-p020-IPF01-c05.blif-biu.inv.prop.bb-bmc.conf01.01X-QBF.BB1-Zi.BB2-01X.BB3-01X.with-IOC.unfold-007-shuffled,1,0.326662,0.573816,155.347826
biu.mv.xl_ao.bb-b003-p020-IPF01-c05.blif-biu.inv.prop.bb-bmc.conf02.01X-QBF.BB1-01X.BB2-Zi.BB3-01X.with-IOC.unfold-002-shuffled,1,0.309191,0.577547,41.97561
biu.mv.xl_ao.bb-b003-p020-IPF01-c05.blif-biu.inv.prop.bb-bmc.conf02.01X-QBF.BB1-01X.BB2-Zi.BB3-01X.with-IOC.unfold-004-shuffled,1,0.321902,0.57431,67.024691
biu.mv.xl_ao.bb-b003-p020-IPF01-c05.blif-biu.inv.prop.bb-bmc.conf03.01X-QBF.BB1-Zi.BB2-Zi.BB3-01X.with-IOC.unfold-003-shuffled,1,0.321574,0.572065,40.86
biu.mv.xl_ao.bb-b003-p020-IPF01-c05.blif-biu.inv.prop.bb-bmc.conf04.01X-QBF.BB1-01X.BB2-01X.BB3-Zi.with-IOC.unfold-009-shuffled,1,0.329473,0.572631,201.317241
biu.mv.xl_ao.bb-b003-p020-IPF01-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-005-shuffled,1,0.328303,0.572007,89.69863
biu.mv.xl_ao.bb-b003-p020-IPF01-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-008-shuffled,1,0.330601,0.571744,152.424893
biu.mv.xl_ao.bb-b003-p020-IPF01-c05.blif-biu.inv.prop.bb-bmc.conf06.01X-QBF.BB1-01X.BB2-Zi.BB3-Zi.with-IOC.unfold-003-shuffled,1,0.323152,0.571518,41.807339
biu.mv.xl_ao.bb-b003-p020-IPF02-c05.blif-biu.inv.prop.bb-bmc.conf02.01X-QBF.BB1-01X.BB2-Zi.BB3-01X.with-IOC.unfold-002-shuffled,1,0.313812,0.576866,55.242424
biu.mv.xl_ao.bb-b003-p020-IPF02-c05.blif-biu.inv.prop.bb-bmc.conf02.01X-QBF.BB1-01X.BB2-Zi.BB3-01X.with-IOC.unfold-006-shuffled,1,0.327858,0.572948,133.680412
biu.mv.xl_ao.bb-b003-p020-IPF02-c05.blif-biu.inv.prop.bb-bmc.conf03.01X-QBF.BB1-Zi.BB2-Zi.BB3-01X.with-IOC.unfold-002-shuffled,1,0.316119,0.572319,34.254237
biu.mv.xl_ao.bb-b003-p020-IPF02-c05.blif-biu.inv.prop.bb-bmc.conf03.01X-QBF.BB1-Zi.BB2-Zi.BB3-01X.with-IOC.unfold-005-shuffled,1,0.328987,0.571663,90.753425
biu.mv.xl_ao.bb-b003-p020-IPF02-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-007-shuffled,1,0.330171,0.571709,127.452632
biu.mv.xl_ao.bb-b003-p020-IPF02-c05.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-002-shuffled,1,0.317612,0.568471,25.137931
biu.mv.xl_ao.bb-b003-p020-IPF02-c05.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-008-shuffled,1,0.331648,0.571117,142.669565
biu.mv.xl_ao.bb-b003-p020-IPF02-c05.blif-biu.inv.prop.bb-bmc.with-IOC.unfold-003-shuffled,1,0.333275,0.571386,652
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf01.01X-QBF.BB1-Zi.BB2-01X.BB3-01X.with-IOC.unfold-004-shuffled,1,0.320236,0.574747,59.561798
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf02.01X-QBF.BB1-01X.BB2-Zi.BB3-01X.with-IOC.unfold-009-shuffled,1,0.329063,0.572797,189.246753
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf03.01X-QBF.BB1-Zi.BB2-Zi.BB3-01X.with-IOC.unfold-003-shuffled,1,0.321629,0.571642,37.576271
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf03.01X-QBF.BB1-Zi.BB2-Zi.BB3-01X.with-IOC.unfold-005-shuffled,1,0.328103,0.571528,70.040816
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-003-shuffled,1,0.320904,0.571996,37.767857
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-005-shuffled,1,0.327708,0.57169,69.247312
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-008-shuffled,1,0.330348,0.571568,120.185185
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-010-shuffled,1,0.331071,0.571535,154.892183
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf06.01X-QBF.BB1-01X.BB2-Zi.BB3-Zi.with-IOC.unfold-008-shuffled,1,0.330516,0.571752,147.007782
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-002-shuffled,1,0.313494,0.567702,20.06422
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-003-shuffled,1,0.324537,0.569792,34.067485
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-009-shuffled,1,0.331656,0.571119,141.184805
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.with-IOC.unfold-005-shuffled,1,0.333319,0.571418,1513.166667
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf00.01X-QBF.BB1-01X.BB2-01X.BB3-01X.with-IOC.unfold-010-shuffled,1,0.294955,0.594019,7183
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf01.01X-QBF.BB1-Zi.BB2-01X.BB3-01X.with-IOC.unfold-002-shuffled,1,0.302049,0.580409,38.302326
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf01.01X-QBF.BB1-Zi.BB2-01X.BB3-01X.with-IOC.unfold-009-shuffled,1,0.328287,0.572847,138.389474
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf02.01X-QBF.BB1-01X.BB2-Zi.BB3-01X.with-IOC.unfold-003-shuffled,1,0.312658,0.577039,45.268657
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf04.01X-QBF.BB1-01X.BB2-01X.BB3-Zi.with-IOC.unfold-002-shuffled,1,0.302202,0.583333,57.413793
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-005-shuffled,1,0.32693,0.572063,68.761364
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf06.01X-QBF.BB1-01X.BB2-Zi.BB3-Zi.with-IOC.unfold-003-shuffled,1,0.318761,0.572678,35.678899
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-002-shuffled,1,0.308946,0.566842,16.878261
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-003-shuffled,1,0.322417,0.569396,28.069767
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.with-IOC.unfold-007-shuffled,1,0.333326,0.571423,2118.5
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf01.01X-QBF.BB1-Zi.BB2-01X.BB3-01X.with-IOC.unfold-003-shuffled,1,0.313278,0.578143,62.346939
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf01.01X-QBF.BB1-Zi.BB2-01X.BB3-01X.with-IOC.unfold-006-shuffled,1,0.325854,0.573903,123.907216
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf01.01X-QBF.BB1-Zi.BB2-01X.BB3-01X.with-IOC.unfold-008-shuffled,1,0.328148,0.573141,167.403101
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf02.01X-QBF.BB1-01X.BB2-Zi.BB3-01X.with-IOC.unfold-009-shuffled,1,0.327513,0.573516,172.669291
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf03.01X-QBF.BB1-Zi.BB2-Zi.BB3-01X.with-IOC.unfold-004-shuffled,1,0.324962,0.572552,61.677686
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf03.01X-QBF.BB1-Zi.BB2-Zi.BB3-01X.with-IOC.unfold-007-shuffled,1,0.329675,0.571921,121.985782
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf04.01X-QBF.BB1-01X.BB2-01X.BB3-Zi.with-IOC.unfold-004-shuffled,1,0.319996,0.574543,55.043011
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf04.01X-QBF.BB1-01X.BB2-01X.BB3-Zi.with-IOC.unfold-010-shuffled,1,0.328967,0.572444,133.822511
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-004-shuffled,1,0.325951,0.571493,51.866242
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-007-shuffled,1,0.329985,0.57146,101.072993
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-008-shuffled,1,0.330511,0.571455,117.888179
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-009-shuffled,1,0.330896,0.571452,134.795455
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-010-shuffled,1,0.33119,0.571449,151.767263
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf06.01X-QBF.BB1-01X.BB2-Zi.BB3-Zi.with-IOC.unfold-002-shuffled,1,0.304681,0.572441,22.413333
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf06.01X-QBF.BB1-01X.BB2-Zi.BB3-Zi.with-IOC.unfold-003-shuffled,1,0.319697,0.571921,34.571429
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf06.01X-QBF.BB1-01X.BB2-Zi.BB3-Zi.with-IOC.unfold-007-shuffled,1,0.329499,0.571571,94.138462
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-003-shuffled,1,0.323965,0.569685,32.3875
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-006-shuffled,1,0.330306,0.570869,82.009404
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.with-IOC.unfold-008-shuffled,1,0.333328,0.571425,2735.666667
BLOCKS3i.5.3-shuffled,1,0.45332,0.606983,141
BLOCKS3ii.5.2-shuffled,1,0.388992,0.636961,139
BLOCKS3iii.5-shuffled,1,0.140599,0.703248,126
BLOCKS4ii.7.2-shuffled,1,0.292749,0.69301,454
BLOCKS4iii.7-shuffled,1,0.092011,0.765071,424
blocks_enc_2_b3_ser--opt-9_-shuffled,1,0.301922,0.698101,222
blocks_enc_2_b4_ser--opt-26_-shuffled,1,0.197129,0.763818,1518
c1_BMC_p1_k2048-shuffled,1,0.248582,0.512647,1101387
c1_BMC_p2_k1024-shuffled,1,0.261124,0.512122,556139
c1_BMC_p2_k128-shuffled,1,0.402277,0.507665,79047
c1_BMC_p2_k8-shuffled,1,0.634657,0.503841,14328
c2_Debug_s5_f1_e1_v3-shuffled,1,0.956197,0.507151,21446
c3_BMC_p1_k256-shuffled,1,0.367935,0.487572,24963.5
c3_BMC_p2_k1024-shuffled,1,0.279523,0.483398,92043.5
c3_BMC_p2_k2048-shuffled,1,0.262448,0.482413,181483.5
c3_BMC_p2_k512-shuffled,1,0.311498,0.48507,47323.5
c3_Debug_s3_f2_e2_v2-shuffled,1,0.912075,0.677261,289060.5
C432.blif_0.10_0.20_0_0_out_exact-shuffled,1,0.223767,0.546586,278
C432.blif_0.10_0.20_0_1_out_exact-shuffled,1,0.223456,0.546226,278.5
C432.blif_0.10_1.00_0_0_out_exact-shuffled,1,0.219858,0.548469,296
C432.blif_0.10_1.00_0_1_inp_exact-shuffled,1,0.219575,0.548134,296.5
C499.blif_0.10_0.20_0_0_inp_exact,1,0.327728,0.529218,89.4
C499.blif_0.10_0.20_0_0_out_exact,1,0.34183,0.529463,413
C499.blif_0.10_0.20_0_1_out_exact,1,0.34183,0.529288,413
C499.blif_0.10_1.00_0_0_inp_exact-shuffled,1,0.33256,0.530655,446
C499.blif_0.10_1.00_0_0_out_exact-shuffled,1,0.333592,0.530735,444
c4_BMC_p1_k1024-shuffled,1,0.299671,0.487941,8390
c4_BMC_p1_k2048-shuffled,1,0.286811,0.487389,16614
c4_BMC_p1_k512-shuffled,1,0.324102,0.488912,4278
c4_BMC_p2_k2048-shuffled,1,0.286811,0.487389,16614
c4_Debug_s3_f1_e1_v3-shuffled,1,0.998997,0.508285,25156.5
c4_Debug_s3_f1_e2_v3-shuffled,1,0.998997,0.508284,25156.5
c4_Debug_s3_f2_e1_v3-shuffled,1,0.581431,0.725155,27181.5
C5315.blif_0.10_0.20_0_0_inp_exact-shuffled,1,0.211832,0.556652,337.5
C5315.blif_0.10_0.20_0_0_out_exact-shuffled,1,0.216053,0.557659,2614.5
C5315.blif_0.10_0.20_0_1_inp_exact-shuffled,1,0.211803,0.556645,337.5625
C5315.blif_0.10_0.20_0_1_out_exact-shuffled,1,0.216022,0.557652,2615
C5315.blif_0.10_1.00_0_0_inp_exact-shuffled,1,0.214314,0.557518,2802.5
C5315.blif_0.10_1.00_0_0_out_exact-shuffled,1,0.21437,0.557531,2801.5
C5315.blif_0.10_1.00_0_1_inp_exact-shuffled,1,0.214314,0.557489,2802.5
c5_BMC_p1_k32-shuffled,1,0.566464,0.507652,16467.5
C6288.blif_0.10_0.20_0_0_out_exact-shuffled,1,0.336524,0.569414,2285
C6288.blif_0.10_1.00_0_0_inp_exact-shuffled,1,0.335352,0.569252,2337
C6288.blif_0.10_1.00_0_1_inp_exact-shuffled,1,0.335303,0.569213,2337.5
C6288.blif_0.10_1.00_0_1_out_exact-shuffled,1,0.33644,0.569396,2310.5
c6_BMC_p1_k1024-shuffled,1,0.283393,0.514498,67844
c6_BMC_p1_k256-shuffled,1,0.316645,0.512922,17468
c6_BMC_p2_k128-shuffled,1,0.356642,0.511285,9072
c6_BMC_p2_k2048-shuffled,1,0.277549,0.514799,135012
c6_BMC_p2_k64-shuffled,1,0.424566,0.509005,4874
C880.blif_0.10_0.20_0_0_inp_exact,1,0.248109,0.551508,93.636364
C880.blif_0.10_0.20_0_0_out_exact,1,0.256844,0.552976,479.5
C880.blif_0.10_0.20_0_1_inp_exact,1,0.248109,0.551343,93.636364
C880.blif_0.10_0.20_0_1_out_exact,1,0.256844,0.552976,479.5
C880.blif_0.10_1.00_0_0_inp_exact,1,0.254789,0.552689,504.5
C880.blif_0.10_1.00_0_0_out_exact,1,0.259419,0.553495,490
C880.blif_0.10_1.00_0_1_out_exact-shuffled,1,0.259419,0.553325,490
CHAIN23v.24-shuffled,1,0.107613,0.743712,1633.5
cmu.dme1.B-f2,1,0.333203,0.571333,469
cmu.dme1.B-f3,1,0.33326,0.571375,816.5
cmu.dme1.B-f4-shuffled,1,0.333284,0.571392,1209
cmu.dme2.B-f2,1,0.333234,0.571355,601.5
cmu.periodic.N-d2-shuffled,1,0.33331,0.571412,2475
cmu.periodic.N-d4-shuffled,1,0.333323,0.571421,5629
cmu.periodic.N-f4-shuffled,1,0.333324,0.571422,6009
comp.blif_0.10_0.20_0_0_inp_exact-shuffled,1,0.269555,0.516146,76.5
comp.blif_0.10_1.00_0_0_inp_exact-shuffled,1,0.275534,0.51712,152.5
connect_5x4_3_R-shuffled,1,0.981203,0.366656,453.090909
connect_5x4_4_W-shuffled,1,0.97723,0.374149,391.272727
connect_6x5_4_D-shuffled,1,0.985032,0.376675,617.875
connect_6x5_5_R-shuffled,1,0.981946,0.378828,546.625
connect_7x6_4_R-shuffled,1,0.989133,0.378211,900.954545
connect_7x6_6_W-shuffled,1,0.985066,0.382138,725.318182
connect_8x7_3_D-shuffled,1,0.992032,0.366493,1375.586207
connect_8x7_7_D-shuffled,1,0.987274,0.384616,927.586207
connect_9x8_3_R-shuffled,1,0.993396,0.36651,1795.72973
connect_9x8_6_D-shuffled,1,0.991929,0.392242,1363.72973
connect_9x8_8_D-shuffled,1,0.988921,0.386529,1153.567568
Core1108_tbm_02.tex.moduleQ3.2S.000007,1,0.719164,0.654185,143.1
Core1108_tbm_02.tex.moduleQ3.2S.000015,1,0.720612,0.654968,142.6
Core1108_tbm_02.tex.moduleQ3.2S.000026,1,0.713432,0.652106,145.1
Core1108_tbm_02.tex.moduleQ3.2S.000056,1,0.719887,0.654861,142.6
Core1108_tbm_02.tex.moduleQ3.2S.000077,1,0.719164,0.654185,143.1
Core1108_tbm_02.tex.moduleQ3.2S.000095,1,0.716287,0.653313,144.1
Core1108_tbm_02.tex.moduleQ3.2S.000098,1,0.714856,0.652537,144.6
Core1108_tbm_02.tex.moduleQ3.2S.000099,1,0.717004,0.653643,143.6
Core1108_tbm_02.tex.moduleQ3.2S.000108,1,0.717004,0.653643,143.6
Core1108_tbm_03.tex.module.000003,1,0.562066,0.588453,67.3
Core1108_tbm_03.tex.module.000019,1,0.573348,0.587103,61.3
Core1108_tbm_03.tex.module.000021,1,0.574958,0.585288,61.3
Core1108_tbm_03.tex.module.000023,1,0.573348,0.584127,61.3
Core1108_tbm_03.tex.module.000031,1,0.566999,0.582318,62.3
Core1108_tbm_03.tex.module.000034,1,0.567991,0.583763,61.8
Core1108_tbm_03.tex.module.000037,1,0.571098,0.583367,59.4
Core1108_tbm_03.tex.module.000038,1,0.57218,0.583851,58.9
Core1108_tbm_03.tex.module.000039,1,0.57218,0.583851,58.9
Core1108_tbm_03.tex.module.000048,1,0.573286,0.584554,58.4
Core1108_tbm_03.tex.module.000056,1,0.57797,0.583151,56.4
Core1108_tbm_03.tex.module.000057,1,0.579211,0.58278,55
Core1108_tbm_03.tex.module.000058,1,0.580482,0.5824,53.6
Core1108_tbm_03.tex.module.000064,1,0.581783,0.582012,53.1
Core1108_tbm_03.tex.module.000065,1,0.583117,0.581614,52.6
Core1108_tbm_03.tex.module.000090,1,0.588798,0.581608,47.9
Core1108_tbm_03.tex.module.000092,1,0.590311,0.583374,46.5
Core1108_tbm_03.tex.moduleQ3.2S.000002,1,0.714777,0.633607,135.6
Core1108_tbm_03.tex.moduleQ3.2S.000003,1,0.713141,0.632761,136.1
Core1108_tbm_03.tex.moduleQ3.2S.000009,1,0.711512,0.632308,136.6
Core1108_tbm_03.tex.moduleQ3.2S.000011,1,0.713958,0.633503,135.6
Core1108_tbm_03.tex.moduleQ3.2S.000018,1,0.714777,0.633607,135.6
Core1108_tbm_03.tex.moduleQ3.2S.000048,1,0.711512,0.632308,136.6
Core1108_tbm_09.tex.module.000008,1,0.526392,0.602804,111.2
Core1108_tbm_09.tex.module.000009,1,0.526392,0.602804,111.2
Core1108_tbm_09.tex.module.000010,1,0.526392,0.602804,111.2
Core1108_tbm_09.tex.module.000028,1,0.538028,0.600076,94.7
Core1108_tbm_09.tex.module.000033,1,0.542151,0.599114,90.2
Core1108_tbm_09.tex.moduleQ3.10S.000001,1,0.746193,0.681842,292.9
Core1108_tbm_09.tex.moduleQ3.2S.000003,1,0.747653,0.682473,291.9
Core1108_tbm_09.tex.moduleQ3.2S.000005,1,0.746193,0.681842,292.9
Core1108_tbm_09.tex.moduleQ3.2S.000007,1,0.746193,0.682232,291.9
Core1108_tbm_09.tex.moduleQ3.2S.000010,1,0.744014,0.680982,294.4
Core1108_tbm_09.tex.moduleQ3.2S.000011,1,0.746193,0.681842,292.9
Core1108_tbm_09.tex.moduleQ3.9S.000001,1,0.746193,0.681842,292.9
Core1108_tbm_21.tex.module.000008,1,0.559962,0.599697,66.7
Core1108_tbm_21.tex.module.000009,1,0.559962,0.599697,66.7
Core1108_tbm_21.tex.module.000010,1,0.559962,0.599697,66.7
Core1108_tbm_21.tex.module.000014,1,0.56754,0.598355,62.2
Core1108_tbm_21.tex.module.000017,1,0.56754,0.598355,62.2
Core1108_tbm_21.tex.module.000023,1,0.576577,0.596761,57.7
Core1108_tbm_21.tex.module.000026,1,0.576577,0.593762,57.7
Core1108_tbm_21.tex.module.000027,1,0.576577,0.593762,57.7
Core1108_tbm_21.tex.module.000030,1,0.570156,0.591845,58.7
Core1108_tbm_21.tex.module.000091,1,0.60873,0.589364,38
Core1108_tbm_21.tex.moduleQ3.2S.000002,1,0.701583,0.648345,126.5
Core1108_tbm_21.tex.moduleQ3.2S.000007,1,0.708177,0.650762,124.5
Core1108_tbm_21.tex.moduleQ3.2S.000011,1,0.706517,0.650255,125
Core1108_tbm_21.tex.moduleQ3.2S.000014,1,0.70322,0.648845,126
Core1108_tbm_21.tex.moduleQ3.2S.000015,1,0.706517,0.650255,125
Core1108_tbm_21.tex.moduleQ3.2S.000019,1,0.706517,0.650255,125
