@RELATION 'FEATURE_VALUES-SAT12-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC

@DATA
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top21.cnf,1,1.7399,0.6702,0.4236,0.2397,0.8331,0.196,1.2752,1.1555,1.8479,0.3944,0.1801,2.1745,0.1582,0.0807,0.1751,0.0638,5.5,6,4,0.1568,0.5318,0.0023,0.5407,1.5509,0.3949,0.707,0.5833,0.0784,0.0242,0.7274,0.8925,0.586,1.7304,0.9924,0.5719,0.1536,51138,2.1233,0.0045,162526,0.0588,16.2277,4626,0.0016,14.5952,4703,14.5952,0.0306,4638,1.9891,0.0002,0.0002,0.0001,95209,4617.2,0.0002,0.0037,0.0911,0.0363,4327.07,4652,18.3185,4516,20.0386
SAT_Competition2011/SAT03/industrial/schuppan/l2s/dme-03-1-k247-unsat.shuffled-as.sat03-407.cnf,1,3.7759,0.71,0.473,0.5,0.7697,0.172,1.3928,1.1342,1.3113,0.4675,0.1379,2.5669,0.1331,0.4008,0.5,0.4333,5.5385,6,5,0.1168,0.1373,0.0045,1.9172,0.8564,0.2217,1.4298,0.9604,0.5,0.2279,0.2863,0.7576,0.5,1.4221,1,0.4033,0.0189,261352,2.0429,0.001,773077,0.3379,17.5167,12797,0.0004,17.5167,12797,17.5167,0,0,2.7703,0.0001,0.0001,0,318163,0,0.0002,0.0013,0.1096,0,12798.7,0,17.5167,0,17.5167
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-06.cnf,1,1.0597,0.5616,0.6001,0.3082,0.6106,0.1943,1.1565,1.06,1.0802,0.3572,0.0643,1.9732,0.1638,0.0399,0.0555,0.0284,9.0104,10,7,0.0441,0.1317,0.0006,0.27,2.1993,0.1929,0.3633,0.9129,0.0472,0.0213,0.9384,0.7391,0.4009,1.8532,0.9996,0.3408,0.0109,77262,1.302,0.0033,263137,0.0237,11.4582,7227.5,0.0031,10.843,7279,10.843,0.0015,7175,1.6508,0.0001,0.0001,0.0001,193019,7175,0,0.0033,0.0478,0,7225.67,7175,15.6437,7175,15.2542
SAT-Race-2010-CNF/mixed/anbulagan/dated-10-19-u.cnf,1,2.5898,1.0367,0.7373,0.1983,0.9281,0.1535,1.2983,0.976,0.5994,0.3448,0.1578,2.9225,0.5503,0.0138,0.0307,0.0116,15.0286,16,14,0.2388,0.6119,0.0002,0.3753,0.5961,0.5065,1.6142,0.6036,0.0239,0,0.933,0.8261,0.8484,0.5438,0.9846,0.7836,0.1994,246502,3.1522,0.0001,1169243,0.0001,0,22785.5,0.0001,0,22776,0,0.0464,0,2.6246,0,0,0,447274,0,0,0.0001,0.1814,0,22785.5,0,0,0,0
SAT-Race-2010-CNF/software-verification/bitverif/minxorminand128.cnf,1,10.0823,0.5022,0.4298,0.4592,0.4899,0.0774,2.0001,1.819,1.9974,0.6506,0.2553,2.743,0.3719,0.0669,0.1038,0.0902,6.3427,7,6,0.147,0.8199,0.0185,1.1665,1.4871,0.7111,1.5657,0.33,0.1021,0.0003,0.7328,0.9695,0.862,2.0361,1,0.8322,0.6945,153834,1.9719,0.0039,459965,0.0093,5.1563,5085,0.0014,4.825,5147,4.4595,0.2632,5091,2.2962,0.0003,0.0003,0.0001,179278,5096.17,0.0003,0.0029,0.1316,0.0751,5090.9,5152,18.3013,5020,17.0831
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minor/minor064.cnf,1,6.4492,0.5276,0.4416,0.4725,0.5069,0.1111,2.0589,1.8901,1.5188,0.644,0.238,3.3061,0.3838,0.0862,0.2276,0.0791,6.6396,8,5,0.221,0.7019,0.0342,1.1341,1.0689,0.5993,1.4164,0.4603,0.103,0.0002,0.9809,0.8592,0.8823,1.5715,0.9927,0.8535,0.3361,14578,2.8825,0.0196,42581,0.0129,26.8123,610,0.0039,25.4904,631,22.1255,0.171,609,2.486,0.0024,0.0024,0.001,17622,608.014,0.0026,0.0155,0.1928,7.2262,609.52,632,33.7894,590,36.6377
SAT_Competition2011/SAT07/industrial/anbulagan/hard-sat/partial-10-17-s.cnf,1,0.9868,0.9831,0.732,0.1345,0.8731,0.1733,1.3791,1.0373,0.5454,0.3881,0.1638,2.569,0.585,0.0156,0.0292,0.0156,17.0909,18,17,0.2625,0.7644,0.0001,0.4804,0.5132,0.5835,0.6234,0.5482,0.022,0,0.7992,0.8182,0.8866,0.5361,0.9626,0.8447,0.2751,298900,2.8426,0,1409628,0.0072,0,53520,0,0,53520,0,0.0713,0,2.3141,0,0,0,868292,0,0,0,0.2523,0,53520,0,0,0,0
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc1080.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_RACE2008/fuhs-aprove-15.cnf,1,2.3864,0.6555,0.6119,0.2875,0.6128,0.1831,1.2995,1.2175,0.7131,0.3356,0.1129,2.357,0.2219,0.0377,0.074,0.025,8.5016,10,6,0.0735,0.2087,0.0059,0.3027,1.2355,0.263,1.1818,0.8312,0.0442,0.0082,1.0459,0.7143,0.6048,1.0258,0.9697,0.3782,0.0674,21104,1.9442,0.0112,74257,0.0221,14.2137,1264,0.0079,10.311,1292,9.2949,0.0373,1263,2.0457,0.0005,0.0005,0.0003,34035,1224.81,0.0003,0.0074,0.0786,0.5526,1263.94,1278,21.1117,1246,23.7891
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E02F17.cnf,1,0.2585,0.557,0.9406,0.1496,0.3812,0.083,0.9247,2.0685,2.5291,0.7273,0.207,1.8012,0.2109,0.0137,0.0471,0.0037,6.5345,8,5,0.3877,0.8251,0.0064,0.5974,1.1089,0.839,0.092,0.0546,0.0077,0.001,1.7636,0.9432,0.8979,2.8796,0.9787,0.8626,0.8201,6664,1.471,0.0107,69700,0.0018,34.096,2276.5,0.0104,27.3946,2294,27.3946,0.8061,2269,1.8687,0.0009,0.0009,0.0004,63826,1997,0.0005,0.006,0.2882,2.0482,2281.62,2304,37.6066,0,37.7445
SAT_Competition2011/SAT07/industrial/anbulagan/hard-unsat/dated-5-13-u.cnf,1,2.1373,1.0416,0.7552,0.2053,0.892,0.178,1.3751,1.0132,0.4451,0.371,0.1565,2.733,0.6153,0.0155,0.0322,0.0137,13.9359,15,13,0.2499,0.6568,0.0003,0.4464,0.4511,0.5407,1.5201,0.5608,0.0259,0,0.8593,0.7647,0.8601,0.4571,0.9829,0.8079,0.2448,138808,3.0829,0.0002,626501,0.0028,2.9593,14789,0.0001,2.9593,14792,2.9593,0.0609,14964,2.4536,0.0001,0.0001,0,248601,14964,0.0001,0.0002,0.1707,0,11837.8,14964,28.8132,14964,15.8863
SAT_Competition2011/SAT07/industrial/anbulagan/medium-unsat/dated-5-11-u.cnf,1,2.1871,1.0463,0.7631,0.2037,0.8874,0.1843,1.3814,1.006,0.4013,0.3767,0.1552,2.6926,0.6356,0.0158,0.0323,0.0141,13.4673,14,13,0.2522,0.6706,0.0004,0.4555,0.4251,0.5492,1.6066,0.5442,0.0262,0.0001,0.8471,0.7333,0.8596,0.4279,0.9902,0.8056,0.2641,108786,3.0944,0.0002,482639,0.0037,3.2097,11361.5,0.0002,3.2097,11410,3.2097,0.067,5794,2.4032,0.0001,0.0001,0.0001,185161,5794,0.0001,0.0002,0.2094,1.4051,11357,0,25.3062,0,31.3406
SAT-Race-2010-CNF/hardware-verification/velev/2dlx_ca_bp_f_liveness.cnf,1,0.0753,0.593,0.9495,0.5,0.9471,0.0439,1.0688,0.5717,9.1027,0.7212,0.2372,4.077,0.9069,0.0485,0.1988,0.0036,5,5,5,0.5002,0.9971,0.0035,2.6384,1.8279,0.9439,0.0073,0.1547,0.0358,0,1.9857,0.9852,1,7.206,1,0.9996,0.9718,202253,4.0238,0.0068,4313014,0.0004,0,0,0.0033,0,0,0,0.8346,0,4.0475,0,0,0,4281700,0,0.0001,0.0155,0.3333,0,0,0,0,0,0
SAT_RACE2006/SAT-Race_TS_2/velev-pipe-sat-1.1-03.cnf,1,0.7117,0.3851,0.9403,0.5,0.9406,0.0178,0.8957,0.7405,3.3798,0.8348,0.3273,5.2307,0.8293,0.0967,0.3607,0.0003,4,4,4,0.5141,0.9995,0.0043,2.8168,2.3481,0.8043,0.0268,0.4204,0.2071,0,1.6376,0.9849,1,2.4637,1,1,0.7693,138918,4.0371,0.0043,4678718,0,0,0,0.0011,0,0,0,0.0599,0,5.0654,0,0,0,4556456,0,0.0001,0.0033,0.1769,0,0,0,0,0,0
SAT-Race-2010-CNF/software-verification/nec/hard-0-U-7061.cnf,1,5.2587,0.7558,0.4758,0.4377,0.8536,0.1611,1.4908,1.2399,2.5235,0.5172,0.1655,3.1072,0.4386,0.0459,0.1094,0.0293,8.6351,9,8,0.1496,0.4015,0.004,1.3917,1.9106,0.4696,2.0312,0.716,0.0661,0.0001,1.1583,1,0.9783,1.6879,1,0.8011,0.1635,279946,3.0198,0.0097,841640,0.0069,0,12804.5,0.0045,0,12836,0,0.0664,12719,2.562,0.0001,0.0001,0,277657,12719,0.0002,0.008,0.1626,0,12794.8,12719,0,12719,0
SAT_RACE2008/ibm-2002-18r-k90.cnf,1,2.2488,1.0315,0.5984,0.3401,0.6631,0.1359,1.9424,1.6117,1.2092,0.3553,0.1598,3.62,0.5212,0.0323,0.0871,0.0155,90.4667,93,88,0.22,0.6558,0.0005,0.6685,1.0416,0.5957,0.8178,0.4749,0.0496,0.0003,1.2345,0.7333,0.9225,1.2791,1,0.8338,0.3916,175216,3.5936,0.0008,721623,0.0035,6.0526,18023,0.0004,6,18040,5.6842,0.1291,18104,2.9508,0.0001,0.0001,0,396985,18104,0.0001,0.0008,0.0162,0,18046,18104,10.1141,18104,9.0139
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/dated-5-13-u.cnf,1,2.1373,1.0416,0.7552,0.2055,0.892,0.178,1.3751,1.0132,0.4451,0.371,0.1565,2.733,0.6153,0.0155,0.0321,0.0137,13.8462,15,13,0.2499,0.6567,0.0003,0.4464,0.4511,0.5405,1.5201,0.5613,0.0259,0,0.8579,0.7647,0.8601,0.4571,0.9829,0.8081,0.2443,138808,3.0829,0.0002,626501,0.0028,2.9593,14766,0.0001,2.9593,14897,2.9593,0.0605,14801,2.4536,0.0001,0.0001,0,248601,14801,0.0001,0.0002,0.1616,0,11880.8,14801,28.8132,14801,15.8863
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/partial-5-15-u.cnf,1,1.0622,0.9946,0.7414,0.1485,0.8708,0.1789,1.3841,1.0274,0.4866,0.391,0.1624,2.5651,0.6071,0.0161,0.0308,0.0165,15.55,16,15,0.2652,0.744,0.0001,0.4876,0.4772,0.5711,0.6979,0.56,0.0257,0,0.8176,0.7895,0.8806,0.4875,0.9451,0.8376,0.2332,217930,2.8925,0.0001,1002997,0.0049,13.0521,37495,0,13.0521,37495,13.0521,0.0726,0,2.3047,0,0,0,590731,0,0,0.0001,0.2139,0,37495,0,13.0521,0,13.0521
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc1044.cnf,1,3.0716,0.6638,0.3481,1,0.8913,0.2186,1.0625,0.7897,3.0847,0.4111,0.0874,1.7815,0.0812,0.0615,0.0791,0.0505,14.1635,15,13,0.0915,0.156,0.0024,0.8299,2.1576,0.1883,1.6141,0.7331,0.0617,0.0313,0.8856,1,0.2474,2.1243,1,0.1919,0.1488,121416,1.6082,0.0248,356524,0.0383,8.875,5639,0.0038,4.1429,5667,4.1364,0.1022,2795,1.4656,0.0001,0.0001,0.0001,136385,2795,0.0001,0.0062,0.0529,1.1972,5642,0,13.1903,0,11.6668
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-1.1-05.cnf,1,0.7117,0.3851,0.9403,0.5,0.9406,0.0178,0.8957,0.7405,3.3798,0.8348,0.3273,5.2304,0.8293,0.0967,0.3607,0.0003,4,4,4,0.5141,0.9995,0.0043,2.8168,2.3481,0.8043,0.0268,0.4204,0.2071,0,1.6376,0.9848,1,2.4637,1,1,0.7693,138918,4.0371,0.0043,4678760,0,0,0,0.0011,0,0,0,0.06,0,5.0654,0,0,0,4556496,0,0.0001,0.0033,0.1679,0,0,0,0,0,0
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/32/aes_32_3_keyfind_1.cnf,1,0.5733,0.6186,0.4079,0.135,0.4828,0.2042,1.4091,0.8766,0.291,0.4628,0.0691,2.6635,0.0181,0.0676,0.1317,0.0533,6.9777,8,6,0.0509,0.0252,0.0111,0.1654,0.28,0.0726,0.2087,1.33,0.1112,0.017,0.6556,0.25,0.2242,0.3008,0.3961,0.1022,0.0027,708,1.782,0.0154,2664,0.0196,28.0907,71,0.0059,22.6206,78,22.6206,0.0002,71,2.0382,0.0078,0.0078,0.0044,2204,71.2358,0.0041,0.0068,0.2701,0.1569,71.325,78,30.4842,64,29.2076
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-eijkbs6669-tseitin.cnf,1,2.3211,0.7889,0.5045,0.438,0.7211,0.2072,1.2865,1.001,0.6056,0.4177,0.0712,2.7282,0.1174,0.0543,0.1155,0.0386,15.2951,17,11,0.061,0.1209,0.0009,0.2314,1.0087,0.1857,1.02,1.0514,0.0628,0.0149,1.0025,0.8261,0.4649,0.8703,1,0.2679,0.0447,192503,2.0203,0.0005,564953,0.0246,5.8498,11154,0.0003,5.7442,11154,5.1899,0.009,11219,2.2559,0.0001,0.0001,0,279680,11219,0,0.0005,0.0509,0,11116.3,11219,6.644,11219,7.4069
