@RELATION 'FEATURE_VALUES_COP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 128'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE c_max_dom_cons NUMERIC
@ATTRIBUTE c_avg_deg_cons NUMERIC
@ATTRIBUTE d_int_vars NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE v_num_consts NUMERIC
@ATTRIBUTE v_ratio_bounded NUMERIC
@ATTRIBUTE gr_cv_deg_vg NUMERIC
@ATTRIBUTE gr_avg_diam_vg NUMERIC
@ATTRIBUTE v_ent_dom_vars NUMERIC
@ATTRIBUTE c_max_deg_cons NUMERIC
@ATTRIBUTE gr_avg_deg_vg NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE v_cv_domdeg_vars NUMERIC
@ATTRIBUTE v_sum_dom_vars NUMERIC
@ATTRIBUTE gr_cv_deg_cg NUMERIC
@ATTRIBUTE c_cv_deg_cons NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE gr_ent_clust_cg NUMERIC
@ATTRIBUTE c_avg_dom_cons NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE v_ent_deg_vars NUMERIC
@ATTRIBUTE c_min_dom_cons NUMERIC
@ATTRIBUTE v_max_domdeg_vars NUMERIC
@ATTRIBUTE c_ent_deg_cons NUMERIC
@ATTRIBUTE s_labeled_vars NUMERIC
@ATTRIBUTE v_min_domdeg_vars NUMERIC
@ATTRIBUTE v_cv_deg_vars NUMERIC
@ATTRIBUTE o_deg_avg NUMERIC
@ATTRIBUTE v_sum_deg_vars NUMERIC
@ATTRIBUTE v_sum_domdeg_vars NUMERIC
@ATTRIBUTE v_num_vars NUMERIC
@ATTRIBUTE d_int_cons NUMERIC
@ATTRIBUTE gr_max_diam_vg NUMERIC
@ATTRIBUTE v_logprod_dom_vars NUMERIC
@ATTRIBUTE dy_tot_time NUMERIC
@ATTRIBUTE v_max_dom_vars NUMERIC
@ATTRIBUTE c_cv_dom_cons NUMERIC
@ATTRIBUTE gr_ent_deg_vg NUMERIC
@ATTRIBUTE dy_static_time NUMERIC
@ATTRIBUTE c_min_domdeg_cons NUMERIC
@ATTRIBUTE gr_ent_diam_vg NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE v_ent_domdeg_vars NUMERIC
@ATTRIBUTE gr_cv_diam_vg NUMERIC
@ATTRIBUTE v_avg_dom_vars NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC
@ATTRIBUTE v_logprod_deg_vars NUMERIC
@ATTRIBUTE gr_ent_deg_cg NUMERIC
@ATTRIBUTE gr_cv_clust_cg NUMERIC
@ATTRIBUTE c_sum_ari_cons NUMERIC
@ATTRIBUTE c_num_cons NUMERIC
@ATTRIBUTE gr_avg_clust_cg NUMERIC
@ATTRIBUTE gr_max_deg_vg NUMERIC
@ATTRIBUTE c_sum_dom_cons NUMERIC
@ATTRIBUTE c_logprod_deg_cons NUMERIC
@ATTRIBUTE c_sum_domdeg_cons NUMERIC
@ATTRIBUTE gr_avg_deg_cg NUMERIC
@ATTRIBUTE dy_fzn_time NUMERIC
@ATTRIBUTE o_deg_std NUMERIC
@ATTRIBUTE gr_min_deg_vg NUMERIC
@ATTRIBUTE v_min_dom_vars NUMERIC
@ATTRIBUTE c_logprod_dom_cons NUMERIC
@ATTRIBUTE gr_max_deg_cg NUMERIC
@ATTRIBUTE v_max_deg_vars NUMERIC
@ATTRIBUTE v_def_vars NUMERIC
@ATTRIBUTE v_intro_vars NUMERIC
@ATTRIBUTE gc_ratio_globs NUMERIC
@ATTRIBUTE gr_min_diam_vg NUMERIC
@ATTRIBUTE o_deg_cons NUMERIC
@ATTRIBUTE o_dom_avg NUMERIC
@ATTRIBUTE o_dom_deg NUMERIC
@ATTRIBUTE o_dom_std NUMERIC
@ATTRIBUTE dy_fails NUMERIC
@ATTRIBUTE dy_peak NUMERIC
@ATTRIBUTE dy_nodes NUMERIC
@ATTRIBUTE gr_min_deg_cg NUMERIC
@ATTRIBUTE dy_depth NUMERIC
@ATTRIBUTE o_dom NUMERIC
@ATTRIBUTE o_de NUMERIC
@ATTRIBUTE gc_global_cons NUMERIC
@ATTRIBUTE o_di_de NUMERIC
@ATTRIBUTE o_de_di NUMERIC
@ATTRIBUTE dy_sols NUMERIC
@ATTRIBUTE c_min_deg_cons NUMERIC
@ATTRIBUTE gc_cumulative NUMERIC
@ATTRIBUTE s_int_search NUMERIC
@ATTRIBUTE dy_ratio_nodes NUMERIC
@ATTRIBUTE c_ent_domdeg_cons NUMERIC
@ATTRIBUTE dy_ratio_props NUMERIC
@ATTRIBUTE o_deg NUMERIC
@ATTRIBUTE s_other_var NUMERIC
@ATTRIBUTE gr_max_clust_cg NUMERIC
@ATTRIBUTE s_indomain_min NUMERIC
@ATTRIBUTE o_di NUMERIC
@ATTRIBUTE dy_props NUMERIC
@ATTRIBUTE gr_min_clust_cg NUMERIC
@ATTRIBUTE v_num_aliases NUMERIC
@ATTRIBUTE d_ratio_bool_cons NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE d_bool_cons NUMERIC
@ATTRIBUTE d_ratio_array_cons NUMERIC
@ATTRIBUTE c_domain NUMERIC
@ATTRIBUTE d_array_cons NUMERIC
@ATTRIBUTE d_bool_vars NUMERIC
@ATTRIBUTE d_ratio_set_cons NUMERIC
@ATTRIBUTE d_set_cons NUMERIC
@ATTRIBUTE s_first_fail NUMERIC
@ATTRIBUTE s_goal NUMERIC
@ATTRIBUTE gc_at_least_most NUMERIC
@ATTRIBUTE gc_count NUMERIC
@ATTRIBUTE s_bool_search NUMERIC
@ATTRIBUTE d_ratio_set_vars NUMERIC
@ATTRIBUTE d_set_vars NUMERIC
@ATTRIBUTE c_bounds_z NUMERIC
@ATTRIBUTE gc_diffn NUMERIC
@ATTRIBUTE s_indomain_max NUMERIC
@ATTRIBUTE gc_all_diff NUMERIC
@ATTRIBUTE gc_inverse NUMERIC
@ATTRIBUTE gc_circuit NUMERIC
@ATTRIBUTE gc_member NUMERIC
@ATTRIBUTE gc_regular NUMERIC
@ATTRIBUTE gc_range NUMERIC
@ATTRIBUTE gc_precede NUMERIC

@DATA
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_60_6.dzn,1,1.524927,0.655769,2.524788,1479.463301,1.655678,7201,0,120,0.016664,1.016998,116.205666,0,61,40.999861,-1,0.206824,144020007201,-1,3.067899,24.253497,-1,40.155981,0.278683,24.253497,0.992352,24.253497,20000001,0.278683,0,5000000.25,0.210699,-1,18181,59620002981,7201,10981,233,174649.429998,9.54,20000001,3.067899,3.88378,7.15,24.253497,1.705955,1,1.107451,0.983347,20000001,8279406.052076,9390.767253,-1,-1,22203,10981,-1,120,440952.824164,1100.393196,266327.647662,-1,0.32,-1,0,20000001,51614.320327,-1,4,1,1,0,0,-1,-1,-1,-1,11724,13392,23619,-1,187,-1,-1,0,-1,-1,0,1,0,0,0.49638,0,1681.69,-1,0,-1,0,-1,398561,-1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_100_1.dzn,1,1.514974,0.660077,2.514874,2449.60317,1.660011,20001,0.000001,200,0.01,1.022516,196.223139,0,101,67.656717,-1,0.203961,400020020001,-1,3.976015,24.253497,-1,40.261077,0.188149,24.253497,0.99481,24.253497,20000001,0.188149,0,5000000.25,0.206532,-1,50300,166021674967.750016,20001,30301,393,485094.188224,62.33,20000001,3.976015,4.227722,59.07,24.253497,1.638196,1,1.071244,0.990003,20000001,8300668.714952,25990.71372,-1,-1,61003,30301,-1,200,1219950.885838,2112.361897,734905.204608,-1,1.11,-1,0,20000001,141500.623986,-1,4,1,1,0,0,-1,-1,-1,-1,2171,70048,4718,-1,422,-1,-1,0,-1,-1,0,1,0,0,0.460153,0,247.814,-1,0,-1,0,-1,95904,-1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_40_8.dzn,1,1.537332,0.650478,2.53702,994.393366,1.650274,3201,0,80,0.024992,1.010018,76.18463,0,41,27.666354,0,0.210598,64020003201,3.156528,2.492787,24.253497,0.919039,40.024923,0.375549,24.253497,0.989393,24.253497,20000001,0.375549,0,5000000.25,0.215618,0.394163,8121,26420001321,3201,4921,153,77635.443053,3.29,20000001,2.492787,3.618806,1.12,24.253497,1.780811,1,1.147392,0.975041,20000001,8253671.140581,4192.541501,1.397661,1.400088,10003,4921,0.336013,80,196962.646996,647.351263,119351.45744,2.731152,0.12,-2.809768,0,20000001,23284.546001,120,4,1,1,0,0,0.000203,1,20000001,0,21974,5323,44032,1,120,20000001,40,0,0.025,40,0,1,0,0,0.499046,0,3845.22,1,0,1,0,1,588319,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_60_7.dzn,1,1.524927,0.655769,2.524788,1479.463301,1.655678,7201,0,120,0.016664,1.016998,116.205666,0,61,40.999861,-1,0.206824,144020007201,-1,3.067899,24.253497,-1,40.155981,0.278683,24.253497,0.992352,24.253497,20000001,0.278683,0,5000000.25,0.210699,-1,18181,59620002981,7201,10981,233,174649.429998,9.5,20000001,3.067899,3.88378,7.12,24.253497,1.705955,1,1.107451,0.983347,20000001,8279406.052076,9390.767253,-1,-1,22203,10981,-1,120,440952.824164,1100.393196,266327.647662,-1,0.31,-1,0,20000001,51614.320327,-1,4,1,1,0,0,-1,-1,-1,-1,11920,13904,24011,-1,188,-1,-1,0,-1,-1,0,1,0,0,0.496439,0,1238.81,-1,0,-1,0,-1,293598,-1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_100_6.dzn,1,1.514974,0.660077,2.514874,2449.60317,1.660011,20001,0.000001,200,0.01,1.02254,196.223139,0,101,67.664417,-1,0.203961,400020020001,-1,3.976247,24.253497,-1,40.261077,0.188149,24.253497,0.99481,24.253497,20000001,0.188149,0,5000000.25,0.206532,-1,50300,166021674967.750016,20001,30301,393,485094.188224,62.11,20000001,3.976247,4.228465,58.86,24.253497,1.638119,1,1.071244,0.990003,20000001,8300668.714952,25990.71372,-1,-1,61003,30301,-1,200,1219950.885838,2112.312266,734905.204608,-1,1.11,-1,0,20000001,141500.574355,-1,4,1,1,0,0,-1,-1,-1,-1,2235,29068,4582,-1,141,-1,-1,0,-1,-1,0,1,0,0,0.487778,0,193.792,-1,0,-1,0,-1,76354,-1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_100_7.dzn,1,1.514974,0.660077,2.514774,2449.60317,1.659945,20001,0.000001,200,0.01,1.022467,196.223139,0,101,67.637218,-1,0.203928,400020020001,-1,3.975593,24.253497,-1,40.259476,0.188149,24.253497,0.994245,24.253497,20000001,0.188149,0,5000000.25,0.206465,-1,50298,166025008301.249984,20001,30301,393,485094.188224,62.08,20000001,3.975593,4.227167,58.83,24.253497,1.638196,1,1.07068,0.990003,20000001,8300835.373294,25989.883645,-1,-1,61003,30301,-1,200,1219902.378844,2112.332453,734905.204608,-1,1.12,-1,0,20000001,141500.594542,-1,4,1,1,0,0,-1,-1,-1,-1,1766,39058,3671,-1,222,-1,-1,0,-1,-1,0,1,0,0,0.481068,0,563.117,-1,0,-1,0,-1,216800,-1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_100_10.dzn,1,1.514974,0.660077,2.514874,2449.60317,1.660011,20001,0.000001,200,0.01,1.022516,196.223139,0,101,67.656717,-1,0.203961,400020020001,-1,3.976015,24.253497,-1,40.261077,0.188149,24.253497,0.99481,24.253497,20000001,0.188149,0,5000000.25,0.206532,-1,50300,166021674967.750016,20001,30301,393,485094.188224,62.99,20000001,3.976015,4.227722,59.74,24.253497,1.638196,1,1.071244,0.990003,20000001,8300668.714952,25990.71372,-1,-1,61003,30301,-1,200,1219950.885838,2112.361897,734905.204608,-1,1.1,-1,0,20000001,141500.623986,-1,4,1,1,0,0,-1,-1,-1,-1,1818,45076,3822,-1,240,-1,-1,0,-1,-1,0,1,0,0,0.475667,0,599.368,-1,0,-1,0,-1,233154,-1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_100_5.dzn,1,1.514974,0.660077,2.514924,2449.60317,1.660044,20001,0.000001,200,0.01,1.02254,196.223039,0,101,67.666617,-1,0.203978,400020020001,-1,3.976231,24.253497,-1,40.261877,0.188161,24.253497,0.995091,24.253497,20000001,0.188161,0,5000000.25,0.206565,-1,50301,166020008301,20001,30301,393,485094.188224,62.08,20000001,3.976231,4.228078,58.82,24.253497,1.637843,1,1.071526,0.990003,20000001,8300585.385781,25991.128757,-1,-1,61003,30301,-1,200,1219975.139334,2112.376396,734905.204608,-1,1.11,-1,0,20000001,141500.638486,-1,4,1,1,0,0,-1,-1,-1,-1,1729,30989,3601,-1,161,-1,-1,0,-1,-1,0,1,0,0,0.480144,0,1116.72,-1,0,-1,0,-1,427703,-1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_60_2.dzn,1,1.524927,0.655769,2.524788,1479.463301,1.655678,7201,0,120,0.016664,1.016998,116.205666,0,61,40.999861,-1,0.206824,144020007201,-1,3.067899,24.253497,-1,40.155981,0.278683,24.253497,0.992352,24.253497,20000001,0.278683,0,5000000.25,0.210699,-1,18181,59620002981,7201,10981,233,174649.429998,9.47,20000001,3.067899,3.88378,7.08,24.253497,1.705955,1,1.107451,0.983347,20000001,8279406.052076,9390.767253,-1,-1,22203,10981,-1,120,440952.824164,1100.393196,266327.647662,-1,0.32,-1,0,20000001,51614.320327,-1,4,1,1,0,0,-1,-1,-1,-1,10074,10507,20248,-1,118,-1,-1,0,-1,-1,0,1,0,0,0.497531,0,1631.89,-1,0,-1,0,-1,373702,-1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_60_3.dzn,1,1.524927,0.655769,2.524788,1479.463301,1.655678,7201,0,120,0.016664,1.016998,116.205666,0,61,40.999861,-1,0.206824,144020007201,-1,3.067899,24.253497,-1,40.155981,0.278683,24.253497,0.992352,24.253497,20000001,0.278683,0,5000000.25,0.210699,-1,18181,59620002981,7201,10981,233,174649.429998,9.52,20000001,3.067899,3.88378,7.13,24.253497,1.705955,1,1.107451,0.983347,20000001,8279406.052076,9390.767253,-1,-1,22203,10981,-1,120,440952.824164,1100.393196,266327.647662,-1,0.31,-1,0,20000001,51614.320327,-1,4,1,1,0,0,-1,-1,-1,-1,11776,13007,23724,-1,186,-1,-1,0,-1,-1,0,1,0,0,0.496375,0,1444.95,-1,0,-1,0,-1,342454,-1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_80_4.dzn,1,1.518709,0.658454,2.517147,1964.533236,1.657425,12801,0,160,0.012499,1.020273,156.218186,0,81,54.186079,-1,0.204534,256020012801,-1,3.548441,24.253497,-1,40.198353,0.223624,24.253497,0.986014,24.253497,20000001,0.223624,0,5000000.25,0.207152,-1,32222,106185005309.25,12801,19441,313,310469.011722,25.28,20000001,3.548441,4.077726,22.54,24.253497,1.669,1,1.077531,0.987506,20000001,8295055.488575,16649.077292,-1,-1,39203,19441,-1,160,781496.171839,1590.938272,471512.230051,-1,0.62,-1,0,20000001,91021.887854,-1,4,1,1,0,0,-1,-1,-1,-1,5287,17483,10669,-1,118,-1,-1,0,-1,-1,0,1,0,0,0.495548,0,1193.86,-1,0,-1,0,-1,336669,-1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_40_10.dzn,1,1.537332,0.650478,2.53702,994.393366,1.650274,3201,0,80,0.024992,1.010018,76.18463,0,41,27.666354,0,0.210598,64020003201,3.156528,2.492787,24.253497,0.919039,40.024923,0.375549,24.253497,0.989393,24.253497,20000001,0.375549,0,5000000.25,0.215618,0.394163,8121,26420001321,3201,4921,153,77635.443053,3.28,20000001,2.492787,3.618806,1.11,24.253497,1.780811,1,1.147392,0.975041,20000001,8253671.140581,4192.541501,1.397661,1.400088,10003,4921,0.336013,80,196962.646996,647.351263,119351.45744,2.731152,0.12,-2.809768,0,20000001,23284.546001,120,4,1,1,0,0,0.000203,1,20000001,0,22214,4680,44480,1,90,20000001,40,0,0.025,40,0,1,0,0,0.499415,0,3415.4,1,0,1,0,1,536218,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_60_6.dzn,1,1.524927,0.655769,2.524788,1479.463301,1.655678,7201,0,120,0.016664,1.016998,116.205666,0,61,40.999861,-1,0.206824,144020007201,-1,3.067899,24.253497,-1,40.155981,0.278683,24.253497,0.992352,24.253497,20000001,0.278683,0,5000000.25,0.210699,-1,18181,59620002981,7201,10981,233,174649.429998,9.54,20000001,3.067899,3.88378,7.15,24.253497,1.705955,1,1.107451,0.983347,20000001,8279406.052076,9390.767253,-1,-1,22203,10981,-1,120,440952.824164,1100.393196,266327.647662,-1,0.31,-1,0,20000001,51614.320327,-1,4,1,1,0,0,-1,-1,-1,-1,10165,10891,20421,-1,129,-1,-1,0,-1,-1,0,1,0,0,0.497772,0,1363.83,-1,0,-1,0,-1,321864,-1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_60_7.dzn,1,1.524927,0.655769,2.524788,1479.463301,1.655678,7201,0,120,0.016664,1.016998,116.205666,0,61,40.999861,-1,0.206824,144020007201,-1,3.067899,24.253497,-1,40.155981,0.278683,24.253497,0.992352,24.253497,20000001,0.278683,0,5000000.25,0.210699,-1,18181,59620002981,7201,10981,233,174649.429998,9.6,20000001,3.067899,3.88378,7.22,24.253497,1.705955,1,1.107451,0.983347,20000001,8279406.052076,9390.767253,-1,-1,22203,10981,-1,120,440952.824164,1100.393196,266327.647662,-1,0.31,-1,0,20000001,51614.320327,-1,4,1,1,0,0,-1,-1,-1,-1,10202,26848,20780,-1,420,-1,-1,0,-1,-1,0,1,0,0,0.490953,0,953.648,-1,0,-1,0,-1,222200,-1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_60_8.dzn,1,1.524927,0.655769,2.524788,1479.463301,1.655678,7201,0,120,0.016664,1.016998,116.205666,0,61,40.999861,-1,0.206824,144020007201,-1,3.067899,24.253497,-1,40.155981,0.278683,24.253497,0.992352,24.253497,20000001,0.278683,0,5000000.25,0.210699,-1,18181,59620002981,7201,10981,233,174649.429998,9.54,20000001,3.067899,3.88378,7.15,24.253497,1.705955,1,1.107451,0.983347,20000001,8279406.052076,9390.767253,-1,-1,22203,10981,-1,120,440952.824164,1100.393196,266327.647662,-1,0.31,-1,0,20000001,51614.320327,-1,4,1,1,0,0,-1,-1,-1,-1,10132,8777,20345,-1,98,-1,-1,0,-1,-1,0,1,0,0,0.498009,0,1536.83,-1,0,-1,0,-1,362693,-1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_40_5.dzn,1,1.537332,0.650478,2.536707,994.393366,1.650071,3201,0,80,0.024992,1.009887,76.185255,0,41,27.641987,0,0.210497,64020003201,3.154918,2.491961,24.253497,0.919039,40.019995,0.375475,24.253497,0.988051,24.253497,20000001,0.375475,0,5000000.25,0.215428,0.394212,8120,26421667987.75,3201,4921,153,77635.443053,3.29,20000001,2.491961,3.616991,1.11,24.253497,1.782597,1,1.14605,0.975041,20000001,8254191.811231,4192.126464,1.396293,1.400258,10003,4921,0.335981,80,196938.393499,647.314737,119351.45744,2.729933,0.12,-2.812026,0,20000001,23284.509475,119,4,1,1,0,0,0.000203,1,20000001,0,22330,4424,44715,1,86,20000001,40,0,0.025,40,0,1,0,0,0.499385,0,3908.13,1,0,1,0,1,515873,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_40_6.dzn,1,1.537332,0.650478,2.536707,994.393366,1.650071,3201,0,80,0.024992,1.010375,76.185255,0,41,27.645736,0,0.210497,64020003201,3.156033,2.492141,24.253497,0.919039,40.019995,0.375475,24.253497,0.988051,24.253497,20000001,0.375475,0,5000000.25,0.215428,0.394212,8120,26421667987.75,3201,4921,153,77635.443053,3.28,20000001,2.492141,3.622841,1.11,24.253497,1.782067,1,1.14605,0.975041,20000001,8254191.811231,4192.126464,1.396447,1.400099,10003,4921,0.336011,80,196938.393499,647.308195,119351.45744,2.729933,0.13,-2.812026,0,20000001,23284.502932,120,4,1,1,0,0,0.000203,1,20000001,0,21627,5323,43353,1,126,20000001,40,0,0.025,40,0,1,0,0,0.498858,0,4426.73,1,0,1,0,1,659583,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_60_9.dzn,1,1.524927,0.655769,2.524788,1479.463301,1.655678,7201,0,120,0.016664,1.016998,116.205666,0,61,40.999861,-1,0.206824,144020007201,-1,3.067899,24.253497,-1,40.155981,0.278683,24.253497,0.992352,24.253497,20000001,0.278683,0,5000000.25,0.210699,-1,18181,59620002981,7201,10981,233,174649.429998,9.5,20000001,3.067899,3.88378,7.1,24.253497,1.705955,1,1.107451,0.983347,20000001,8279406.052076,9390.767253,-1,-1,22203,10981,-1,120,440952.824164,1100.393196,266327.647662,-1,0.32,-1,0,20000001,51614.320327,-1,4,1,1,0,0,-1,-1,-1,-1,10077,14031,20307,-1,178,-1,-1,0,-1,-1,0,1,0,0,0.496233,0,1286.24,-1,0,-1,0,-1,297122,-1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_40_6.dzn,1,1.537332,0.650478,2.53702,994.393366,1.650274,3201,0,80,0.024992,1.010018,76.18463,0,41,27.666354,0,0.210598,64020003201,3.156528,2.492787,24.253497,0.919039,40.024923,0.375549,24.253497,0.989393,24.253497,20000001,0.375549,0,5000000.25,0.215618,0.394163,8121,26420001321,3201,4921,153,77635.443053,3.28,20000001,2.492787,3.618806,1.1,24.253497,1.780811,1,1.147392,0.975041,20000001,8253671.140581,4192.541501,1.397661,1.400088,10003,4921,0.336013,80,196962.646996,647.351263,119351.45744,2.731152,0.13,-2.809768,0,20000001,23284.546001,120,4,1,1,0,0,0.000203,1,20000001,0,25322,5835,50742,1,125,20000001,40,0,0.025,40,0,1,0,0,0.499034,0,4028.11,1,0,1,0,1,632414,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_40_10.dzn,1,1.537332,0.650478,2.53702,994.393366,1.650274,3201,0,80,0.024992,1.010018,76.18463,0,41,27.666354,0,0.210598,64020003201,3.156528,2.492787,24.253497,0.919039,40.024923,0.375549,24.253497,0.989393,24.253497,20000001,0.375549,0,5000000.25,0.215618,0.394163,8121,26420001321,3201,4921,153,77635.443053,3.3,20000001,2.492787,3.618806,1.11,24.253497,1.780811,1,1.147392,0.975041,20000001,8253671.140581,4192.541501,1.397661,1.400088,10003,4921,0.336013,80,196962.646996,647.351263,119351.45744,2.731152,0.13,-2.809768,0,20000001,23284.546001,120,4,1,1,0,0,0.000203,1,20000001,0,25693,6092,51503,1,130,20000001,40,0,0.025,40,0,1,0,0,0.498864,0,3480.78,1,0,1,0,1,546483,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_100_9.dzn,1,1.514974,0.660077,2.514874,2449.60317,1.660011,20001,0.000001,200,0.01,1.022516,196.223139,0,101,67.656717,-1,0.203961,400020020001,-1,3.976015,24.253497,-1,40.261077,0.188149,24.253497,0.99481,24.253497,20000001,0.188149,0,5000000.25,0.206532,-1,50300,166021674967.750016,20001,30301,393,485094.188224,62.09,20000001,3.976015,4.227722,58.85,24.253497,1.638196,1,1.071244,0.990003,20000001,8300668.714952,25990.71372,-1,-1,61003,30301,-1,200,1219950.885838,2112.361897,734905.204608,-1,1.09,-1,0,20000001,141500.623986,-1,4,1,1,0,0,-1,-1,-1,-1,2293,55512,4867,-1,305,-1,-1,0,-1,-1,0,1,0,0,0.471132,0,228.891,-1,0,-1,0,-1,88352,-1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
