@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 1'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE TERMORE_CLAUSE NUMERIC

@DATA
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf03.01X-QBF.BB1-Zi.BB2-Zi.BB3-01X.with-IOC.unfold-003-shuffled,1,0.321629
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf03.01X-QBF.BB1-Zi.BB2-Zi.BB3-01X.with-IOC.unfold-005-shuffled,1,0.328103
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-003-shuffled,1,0.320904
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-005-shuffled,1,0.327708
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-008-shuffled,1,0.330348
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-010-shuffled,1,0.331071
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf06.01X-QBF.BB1-01X.BB2-Zi.BB3-Zi.with-IOC.unfold-008-shuffled,1,0.330516
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-002-shuffled,1,0.313494
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-003-shuffled,1,0.324537
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-009-shuffled,1,0.331656
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.with-IOC.unfold-005-shuffled,1,0.333319
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf00.01X-QBF.BB1-01X.BB2-01X.BB3-01X.with-IOC.unfold-010-shuffled,1,0.294955
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf01.01X-QBF.BB1-Zi.BB2-01X.BB3-01X.with-IOC.unfold-002-shuffled,1,0.302049
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf01.01X-QBF.BB1-Zi.BB2-01X.BB3-01X.with-IOC.unfold-009-shuffled,1,0.328287
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf02.01X-QBF.BB1-01X.BB2-Zi.BB3-01X.with-IOC.unfold-003-shuffled,1,0.312658
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf04.01X-QBF.BB1-01X.BB2-01X.BB3-Zi.with-IOC.unfold-002-shuffled,1,0.302202
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-005-shuffled,1,0.32693
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf06.01X-QBF.BB1-01X.BB2-Zi.BB3-Zi.with-IOC.unfold-003-shuffled,1,0.318761
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-002-shuffled,1,0.308946
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-003-shuffled,1,0.322417
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.with-IOC.unfold-007-shuffled,1,0.333326
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf01.01X-QBF.BB1-Zi.BB2-01X.BB3-01X.with-IOC.unfold-003-shuffled,1,0.313278
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf01.01X-QBF.BB1-Zi.BB2-01X.BB3-01X.with-IOC.unfold-006-shuffled,1,0.325854
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf01.01X-QBF.BB1-Zi.BB2-01X.BB3-01X.with-IOC.unfold-008-shuffled,1,0.328148
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf02.01X-QBF.BB1-01X.BB2-Zi.BB3-01X.with-IOC.unfold-009-shuffled,1,0.327513
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf03.01X-QBF.BB1-Zi.BB2-Zi.BB3-01X.with-IOC.unfold-004-shuffled,1,0.324962
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf03.01X-QBF.BB1-Zi.BB2-Zi.BB3-01X.with-IOC.unfold-007-shuffled,1,0.329675
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf04.01X-QBF.BB1-01X.BB2-01X.BB3-Zi.with-IOC.unfold-004-shuffled,1,0.319996
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf04.01X-QBF.BB1-01X.BB2-01X.BB3-Zi.with-IOC.unfold-010-shuffled,1,0.328967
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-004-shuffled,1,0.325951
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-007-shuffled,1,0.329985
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-008-shuffled,1,0.330511
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-009-shuffled,1,0.330896
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-010-shuffled,1,0.33119
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf06.01X-QBF.BB1-01X.BB2-Zi.BB3-Zi.with-IOC.unfold-002-shuffled,1,0.304681
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf06.01X-QBF.BB1-01X.BB2-Zi.BB3-Zi.with-IOC.unfold-003-shuffled,1,0.319697
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf06.01X-QBF.BB1-01X.BB2-Zi.BB3-Zi.with-IOC.unfold-007-shuffled,1,0.329499
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-003-shuffled,1,0.323965
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-006-shuffled,1,0.330306
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.with-IOC.unfold-008-shuffled,1,0.333328
BLOCKS3i.5.3-shuffled,1,0.45332
BLOCKS3ii.5.2-shuffled,1,0.388992
BLOCKS3iii.5-shuffled,1,0.140599
BLOCKS4ii.7.2-shuffled,1,0.292749
BLOCKS4iii.7-shuffled,1,0.092011
blocks_enc_2_b3_ser--opt-9_-shuffled,1,0.301922
blocks_enc_2_b4_ser--opt-26_-shuffled,1,0.197129
c1_BMC_p1_k2048-shuffled,1,0.248582
c1_BMC_p2_k1024-shuffled,1,0.261124
c1_BMC_p2_k128-shuffled,1,0.402277
c1_BMC_p2_k8-shuffled,1,0.634657
c2_Debug_s5_f1_e1_v3-shuffled,1,0.956197
c3_BMC_p1_k256-shuffled,1,0.367935
c3_BMC_p2_k1024-shuffled,1,0.279523
c3_BMC_p2_k2048-shuffled,1,0.262448
c3_BMC_p2_k512-shuffled,1,0.311498
c3_Debug_s3_f2_e2_v2-shuffled,1,0.912075
C432.blif_0.10_0.20_0_0_out_exact-shuffled,1,0.223767
C432.blif_0.10_0.20_0_1_out_exact-shuffled,1,0.223456
C432.blif_0.10_1.00_0_0_out_exact-shuffled,1,0.219858
C432.blif_0.10_1.00_0_1_inp_exact-shuffled,1,0.219575
C499.blif_0.10_0.20_0_0_inp_exact,1,0.327728
C499.blif_0.10_0.20_0_0_out_exact,1,0.34183
C499.blif_0.10_0.20_0_1_out_exact,1,0.34183
C499.blif_0.10_1.00_0_0_inp_exact-shuffled,1,0.33256
C499.blif_0.10_1.00_0_0_out_exact-shuffled,1,0.333592
c4_BMC_p1_k1024-shuffled,1,0.299671
c4_BMC_p1_k2048-shuffled,1,0.286811
c4_BMC_p1_k512-shuffled,1,0.324102
c4_BMC_p2_k2048-shuffled,1,0.286811
c4_Debug_s3_f1_e1_v3-shuffled,1,0.998997
c4_Debug_s3_f1_e2_v3-shuffled,1,0.998997
c4_Debug_s3_f2_e1_v3-shuffled,1,0.581431
C5315.blif_0.10_0.20_0_0_inp_exact-shuffled,1,0.211832
C5315.blif_0.10_0.20_0_0_out_exact-shuffled,1,0.216053
C5315.blif_0.10_0.20_0_1_inp_exact-shuffled,1,0.211803
C5315.blif_0.10_0.20_0_1_out_exact-shuffled,1,0.216022
C5315.blif_0.10_1.00_0_0_inp_exact-shuffled,1,0.214314
C5315.blif_0.10_1.00_0_0_out_exact-shuffled,1,0.21437
C5315.blif_0.10_1.00_0_1_inp_exact-shuffled,1,0.214314
c5_BMC_p1_k32-shuffled,1,0.566464
C6288.blif_0.10_0.20_0_0_out_exact-shuffled,1,0.336524
C6288.blif_0.10_1.00_0_0_inp_exact-shuffled,1,0.335352
C6288.blif_0.10_1.00_0_1_inp_exact-shuffled,1,0.335303
C6288.blif_0.10_1.00_0_1_out_exact-shuffled,1,0.33644
c6_BMC_p1_k1024-shuffled,1,0.283393
c6_BMC_p1_k256-shuffled,1,0.316645
c6_BMC_p2_k128-shuffled,1,0.356642
c6_BMC_p2_k2048-shuffled,1,0.277549
c6_BMC_p2_k64-shuffled,1,0.424566
C880.blif_0.10_0.20_0_0_inp_exact,1,0.248109
C880.blif_0.10_0.20_0_0_out_exact,1,0.256844
C880.blif_0.10_0.20_0_1_inp_exact,1,0.248109
C880.blif_0.10_0.20_0_1_out_exact,1,0.256844
C880.blif_0.10_1.00_0_0_inp_exact,1,0.254789
C880.blif_0.10_1.00_0_0_out_exact,1,0.259419
C880.blif_0.10_1.00_0_1_out_exact-shuffled,1,0.259419
CHAIN23v.24-shuffled,1,0.107613
cmu.dme1.B-f2,1,0.333203
cmu.dme1.B-f3,1,0.33326
cmu.dme1.B-f4-shuffled,1,0.333284
cmu.dme2.B-f2,1,0.333234
cmu.periodic.N-d2-shuffled,1,0.33331
cmu.periodic.N-d4-shuffled,1,0.333323
cmu.periodic.N-f4-shuffled,1,0.333324
comp.blif_0.10_0.20_0_0_inp_exact-shuffled,1,0.269555
comp.blif_0.10_1.00_0_0_inp_exact-shuffled,1,0.275534
connect_5x4_3_R-shuffled,1,0.981203
connect_5x4_4_W-shuffled,1,0.97723
connect_6x5_4_D-shuffled,1,0.985032
connect_6x5_5_R-shuffled,1,0.981946
connect_7x6_4_R-shuffled,1,0.989133
connect_7x6_6_W-shuffled,1,0.985066
connect_8x7_3_D-shuffled,1,0.992032
connect_8x7_7_D-shuffled,1,0.987274
connect_9x8_3_R-shuffled,1,0.993396
connect_9x8_6_D-shuffled,1,0.991929
connect_9x8_8_D-shuffled,1,0.988921
Core1108_tbm_02.tex.moduleQ3.2S.000007,1,0.719164
Core1108_tbm_02.tex.moduleQ3.2S.000015,1,0.720612
Core1108_tbm_02.tex.moduleQ3.2S.000026,1,0.713432
Core1108_tbm_02.tex.moduleQ3.2S.000056,1,0.719887
Core1108_tbm_02.tex.moduleQ3.2S.000077,1,0.719164
Core1108_tbm_02.tex.moduleQ3.2S.000095,1,0.716287
Core1108_tbm_02.tex.moduleQ3.2S.000098,1,0.714856
Core1108_tbm_02.tex.moduleQ3.2S.000099,1,0.717004
Core1108_tbm_02.tex.moduleQ3.2S.000108,1,0.717004
Core1108_tbm_03.tex.module.000003,1,0.562066
Core1108_tbm_03.tex.module.000019,1,0.573348
Core1108_tbm_03.tex.module.000021,1,0.574958
Core1108_tbm_03.tex.module.000023,1,0.573348
Core1108_tbm_03.tex.module.000031,1,0.566999
Core1108_tbm_03.tex.module.000034,1,0.567991
Core1108_tbm_03.tex.module.000037,1,0.571098
Core1108_tbm_03.tex.module.000038,1,0.57218
Core1108_tbm_03.tex.module.000039,1,0.57218
Core1108_tbm_03.tex.module.000048,1,0.573286
Core1108_tbm_03.tex.module.000056,1,0.57797
Core1108_tbm_03.tex.module.000057,1,0.579211
Core1108_tbm_03.tex.module.000058,1,0.580482
Core1108_tbm_03.tex.module.000064,1,0.581783
Core1108_tbm_03.tex.module.000065,1,0.583117
Core1108_tbm_03.tex.module.000090,1,0.588798
Core1108_tbm_03.tex.module.000092,1,0.590311
Core1108_tbm_03.tex.moduleQ3.2S.000002,1,0.714777
Core1108_tbm_03.tex.moduleQ3.2S.000003,1,0.713141
Core1108_tbm_03.tex.moduleQ3.2S.000009,1,0.711512
Core1108_tbm_03.tex.moduleQ3.2S.000011,1,0.713958
Core1108_tbm_03.tex.moduleQ3.2S.000018,1,0.714777
Core1108_tbm_03.tex.moduleQ3.2S.000048,1,0.711512
Core1108_tbm_09.tex.module.000008,1,0.526392
Core1108_tbm_09.tex.module.000009,1,0.526392
Core1108_tbm_09.tex.module.000010,1,0.526392
Core1108_tbm_09.tex.module.000028,1,0.538028
Core1108_tbm_09.tex.module.000033,1,0.542151
Core1108_tbm_09.tex.moduleQ3.10S.000001,1,0.746193
Core1108_tbm_09.tex.moduleQ3.2S.000003,1,0.747653
Core1108_tbm_09.tex.moduleQ3.2S.000005,1,0.746193
Core1108_tbm_09.tex.moduleQ3.2S.000007,1,0.746193
Core1108_tbm_09.tex.moduleQ3.2S.000010,1,0.744014
Core1108_tbm_09.tex.moduleQ3.2S.000011,1,0.746193
Core1108_tbm_09.tex.moduleQ3.9S.000001,1,0.746193
Core1108_tbm_21.tex.module.000008,1,0.559962
Core1108_tbm_21.tex.module.000009,1,0.559962
Core1108_tbm_21.tex.module.000010,1,0.559962
Core1108_tbm_21.tex.module.000014,1,0.56754
Core1108_tbm_21.tex.module.000017,1,0.56754
Core1108_tbm_21.tex.module.000023,1,0.576577
Core1108_tbm_21.tex.module.000026,1,0.576577
Core1108_tbm_21.tex.module.000027,1,0.576577
Core1108_tbm_21.tex.module.000030,1,0.570156
Core1108_tbm_21.tex.module.000091,1,0.60873
Core1108_tbm_21.tex.moduleQ3.2S.000002,1,0.701583
Core1108_tbm_21.tex.moduleQ3.2S.000007,1,0.708177
Core1108_tbm_21.tex.moduleQ3.2S.000011,1,0.706517
Core1108_tbm_21.tex.moduleQ3.2S.000014,1,0.70322
Core1108_tbm_21.tex.moduleQ3.2S.000015,1,0.706517
Core1108_tbm_21.tex.moduleQ3.2S.000019,1,0.706517
Core1108_tbm_21.tex.moduleQ3.2S.000024,1,0.706517
Core1108_tbm_21.tex.moduleQ3.2S.000027,1,0.708177
Core1108_tbm_28.tex.moduleQ2.2S.000003,1,0.726156
counter_16,1,0.980459
counter_32-shuffled,1,0.990231
counter_8-shuffled,1,0.960918
counter_e_16,1,0.981583
counter_e_8-shuffled,1,0.964996
counter_r_16,1,0.977998
counter_r_8-shuffled,1,0.958367
counter_re_16,1,0.978746
cube_c11_par---13_-shuffled,1,0.938092
cube_c3_ser--opt-6_-shuffled,1,0.628655
cube_c5_ser---14_-shuffled,1,0.701152
cube_c7_ser---23_-shuffled,1,0.758639
cube_c9_par--opt-11_-shuffled,1,0.912498
eijk.S1238.S-d3-shuffled,1,0.333198
eijk.S1423.S-d4-shuffled,1,0.333302
eijk.S208o.S-d4-shuffled,1,0.332075
eijk.S208o.S-f4-shuffled,1,0.333256
eijk.S298.S-f2-shuffled,1,0.333204
eijk.S298.S-f4,1,0.333279
eijk.S344.S-f3,1,0.333276
eijk.S349.S-f3,1,0.333275
eijk.S382.S-f4-shuffled,1,0.333288
eijk.S386.S-f2,1,0.333265
eijk.S420.S-f2,1,0.333265
eijk.S526.S-f4-shuffled,1,0.333303
eijk.S641.S-f2,1,0.333277
eijk.S713.S-f2,1,0.333278
emptyroom_e3_ser---19_-shuffled,1,0.627428
emptyroom_e3_ser--opt-20_-shuffled,1,0.624244
emptyroom_e4_par---21_-shuffled,1,0.74168
emptyroom_e4_ser--opt-44_-shuffled,1,0.666256
ev-pr-4x4-11-3-0-0-1-s-shuffled,1,0.877038
ev-pr-4x4-13-3-0-0-1-s-shuffled,1,0.895667
ev-pr-4x4-15-3-0-0-1-s-shuffled,1,0.909388
ev-pr-4x4-17-3-0-0-1-lg-shuffled,1,0.93206
ev-pr-4x4-17-3-0-0-1-s-shuffled,1,0.919915
ev-pr-4x4-5-3-0-0-1-lg-shuffled,1,0.778366
ev-pr-4x4-5-3-0-0-1-s-shuffled,1,0.734905
ev-pr-4x4-7-3-0-0-1-s-shuffled,1,0.808663
ev-pr-4x4-9-3-0-0-1-lg-shuffled,1,0.873968
ev-pr-4x4-9-3-0-0-1-s-shuffled,1,0.850296
ev-pr-6x6-11-5-0-1-2-lg-shuffled,1,0.889918
ev-pr-6x6-13-5-0-1-2-lg-shuffled,1,0.906322
ev-pr-6x6-15-5-0-1-2-lg-shuffled,1,0.918461
ev-pr-6x6-5-5-0-1-2-lg-shuffled,1,0.767596
ev-pr-6x6-5-5-0-1-2-s-shuffled,1,0.725699
ev-pr-6x6-7-5-0-1-2-s-shuffled,1,0.801194
ev-pr-8x8-11-7-0-1-2-lg-shuffled,1,0.889402
ev-pr-8x8-13-7-0-1-2-lg-shuffled,1,0.905905
ev-pr-8x8-19-7-0-1-2-lg-shuffled,1,0.934982
ev-pr-8x8-5-7-0-1-2-lg-shuffled,1,0.766369
ev-pr-8x8-7-7-0-1-2-lg-shuffled,1,0.829589
ev-pr-8x8-9-7-0-1-2-lg-shuffled,1,0.865868
f600-00-shuffled,1,0.212619
ii32c1-00,1,0.016057
ii32c1-50-shuffled,1,0.016725
ii32e1-00-shuffled,1,0.016726
ii32e1-50-shuffled,1,0.017476
ii8a1-00-shuffled,1,0.022837
ii8a1-90-shuffled,1,0.029141
ii8a3-90,1,0.026939
ii8c1-90-shuffled,1,0.016845
ii8d1-00-shuffled,1,0.012956
impl18-shuffled,1,0.986301
irst.dme4.B-d4-shuffled,1,0.333197
irst.dme5.B-d4-shuffled,1,0.333237
jnh1-50-shuffled,1,0.14571
jnh207-90-shuffled,1,0.15606
jnh218-00-shuffled,1,0.145
jnh218-90-shuffled,1,0.153277
k3_1_2-shuffled,1,0.689944
k4_2_2-shuffled,1,0.655876
k5_2_2,1,0.587459
k5_3_2-shuffled,1,0.634606
k_branch_n-20-shuffled,1,0.127969
k_branch_n-4-shuffled,1,0.221053
k_branch_n-5-shuffled,1,0.211151
k_branch_n-6,1,0.202543
k_branch_n-7,1,0.194868
k_branch_n-8-shuffled,1,0.182564
k_branch_p-11-shuffled,1,0.165668
k_branch_p-14-shuffled,1,0.151981
k_branch_p-16-shuffled,1,0.140799
k_branch_p-17-shuffled,1,0.137342
k_branch_p-4-shuffled,1,0.220966
k_branch_p-6-shuffled,1,0.202506
k_branch_p-8-shuffled,1,0.182546
k_d4_n-11-shuffled,1,0.203949
k_d4_n-14-shuffled,1,0.202577
k_d4_n-15-shuffled,1,0.20224
