@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 2'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE TERMORE_CLAUSE NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC

@DATA
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf03.01X-QBF.BB1-Zi.BB2-Zi.BB3-01X.with-IOC.unfold-005-shuffled,1,0.328103,0.571528
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-003-shuffled,1,0.320904,0.571996
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-005-shuffled,1,0.327708,0.57169
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-008-shuffled,1,0.330348,0.571568
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-010-shuffled,1,0.331071,0.571535
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf06.01X-QBF.BB1-01X.BB2-Zi.BB3-Zi.with-IOC.unfold-008-shuffled,1,0.330516,0.571752
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-002-shuffled,1,0.313494,0.567702
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-003-shuffled,1,0.324537,0.569792
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-009-shuffled,1,0.331656,0.571119
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.with-IOC.unfold-005-shuffled,1,0.333319,0.571418
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf00.01X-QBF.BB1-01X.BB2-01X.BB3-01X.with-IOC.unfold-010-shuffled,1,0.294955,0.594019
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf01.01X-QBF.BB1-Zi.BB2-01X.BB3-01X.with-IOC.unfold-002-shuffled,1,0.302049,0.580409
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf01.01X-QBF.BB1-Zi.BB2-01X.BB3-01X.with-IOC.unfold-009-shuffled,1,0.328287,0.572847
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf02.01X-QBF.BB1-01X.BB2-Zi.BB3-01X.with-IOC.unfold-003-shuffled,1,0.312658,0.577039
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf04.01X-QBF.BB1-01X.BB2-01X.BB3-Zi.with-IOC.unfold-002-shuffled,1,0.302202,0.583333
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-005-shuffled,1,0.32693,0.572063
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf06.01X-QBF.BB1-01X.BB2-Zi.BB3-Zi.with-IOC.unfold-003-shuffled,1,0.318761,0.572678
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-002-shuffled,1,0.308946,0.566842
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-003-shuffled,1,0.322417,0.569396
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.with-IOC.unfold-007-shuffled,1,0.333326,0.571423
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf01.01X-QBF.BB1-Zi.BB2-01X.BB3-01X.with-IOC.unfold-003-shuffled,1,0.313278,0.578143
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf01.01X-QBF.BB1-Zi.BB2-01X.BB3-01X.with-IOC.unfold-006-shuffled,1,0.325854,0.573903
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf01.01X-QBF.BB1-Zi.BB2-01X.BB3-01X.with-IOC.unfold-008-shuffled,1,0.328148,0.573141
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf02.01X-QBF.BB1-01X.BB2-Zi.BB3-01X.with-IOC.unfold-009-shuffled,1,0.327513,0.573516
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf03.01X-QBF.BB1-Zi.BB2-Zi.BB3-01X.with-IOC.unfold-004-shuffled,1,0.324962,0.572552
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf03.01X-QBF.BB1-Zi.BB2-Zi.BB3-01X.with-IOC.unfold-007-shuffled,1,0.329675,0.571921
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf04.01X-QBF.BB1-01X.BB2-01X.BB3-Zi.with-IOC.unfold-004-shuffled,1,0.319996,0.574543
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf04.01X-QBF.BB1-01X.BB2-01X.BB3-Zi.with-IOC.unfold-010-shuffled,1,0.328967,0.572444
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-004-shuffled,1,0.325951,0.571493
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-007-shuffled,1,0.329985,0.57146
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-008-shuffled,1,0.330511,0.571455
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-009-shuffled,1,0.330896,0.571452
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-010-shuffled,1,0.33119,0.571449
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf06.01X-QBF.BB1-01X.BB2-Zi.BB3-Zi.with-IOC.unfold-002-shuffled,1,0.304681,0.572441
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf06.01X-QBF.BB1-01X.BB2-Zi.BB3-Zi.with-IOC.unfold-003-shuffled,1,0.319697,0.571921
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf06.01X-QBF.BB1-01X.BB2-Zi.BB3-Zi.with-IOC.unfold-007-shuffled,1,0.329499,0.571571
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-003-shuffled,1,0.323965,0.569685
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-006-shuffled,1,0.330306,0.570869
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.with-IOC.unfold-008-shuffled,1,0.333328,0.571425
BLOCKS3i.5.3-shuffled,1,0.45332,0.606983
BLOCKS3ii.5.2-shuffled,1,0.388992,0.636961
BLOCKS3iii.5-shuffled,1,0.140599,0.703248
BLOCKS4ii.7.2-shuffled,1,0.292749,0.69301
BLOCKS4iii.7-shuffled,1,0.092011,0.765071
blocks_enc_2_b3_ser--opt-9_-shuffled,1,0.301922,0.698101
blocks_enc_2_b4_ser--opt-26_-shuffled,1,0.197129,0.763818
c1_BMC_p1_k2048-shuffled,1,0.248582,0.512647
c1_BMC_p2_k1024-shuffled,1,0.261124,0.512122
c1_BMC_p2_k128-shuffled,1,0.402277,0.507665
c1_BMC_p2_k8-shuffled,1,0.634657,0.503841
c2_Debug_s5_f1_e1_v3-shuffled,1,0.956197,0.507151
c3_BMC_p1_k256-shuffled,1,0.367935,0.487572
c3_BMC_p2_k1024-shuffled,1,0.279523,0.483398
c3_BMC_p2_k2048-shuffled,1,0.262448,0.482413
c3_BMC_p2_k512-shuffled,1,0.311498,0.48507
c3_Debug_s3_f2_e2_v2-shuffled,1,0.912075,0.677261
C432.blif_0.10_0.20_0_0_out_exact-shuffled,1,0.223767,0.546586
C432.blif_0.10_0.20_0_1_out_exact-shuffled,1,0.223456,0.546226
C432.blif_0.10_1.00_0_0_out_exact-shuffled,1,0.219858,0.548469
C432.blif_0.10_1.00_0_1_inp_exact-shuffled,1,0.219575,0.548134
C499.blif_0.10_0.20_0_0_inp_exact,1,0.327728,0.529218
C499.blif_0.10_0.20_0_0_out_exact,1,0.34183,0.529463
C499.blif_0.10_0.20_0_1_out_exact,1,0.34183,0.529288
C499.blif_0.10_1.00_0_0_inp_exact-shuffled,1,0.33256,0.530655
C499.blif_0.10_1.00_0_0_out_exact-shuffled,1,0.333592,0.530735
c4_BMC_p1_k1024-shuffled,1,0.299671,0.487941
c4_BMC_p1_k2048-shuffled,1,0.286811,0.487389
c4_BMC_p1_k512-shuffled,1,0.324102,0.488912
c4_BMC_p2_k2048-shuffled,1,0.286811,0.487389
c4_Debug_s3_f1_e1_v3-shuffled,1,0.998997,0.508285
c4_Debug_s3_f1_e2_v3-shuffled,1,0.998997,0.508284
c4_Debug_s3_f2_e1_v3-shuffled,1,0.581431,0.725155
C5315.blif_0.10_0.20_0_0_inp_exact-shuffled,1,0.211832,0.556652
C5315.blif_0.10_0.20_0_0_out_exact-shuffled,1,0.216053,0.557659
C5315.blif_0.10_0.20_0_1_inp_exact-shuffled,1,0.211803,0.556645
C5315.blif_0.10_0.20_0_1_out_exact-shuffled,1,0.216022,0.557652
C5315.blif_0.10_1.00_0_0_inp_exact-shuffled,1,0.214314,0.557518
C5315.blif_0.10_1.00_0_0_out_exact-shuffled,1,0.21437,0.557531
C5315.blif_0.10_1.00_0_1_inp_exact-shuffled,1,0.214314,0.557489
c5_BMC_p1_k32-shuffled,1,0.566464,0.507652
C6288.blif_0.10_0.20_0_0_out_exact-shuffled,1,0.336524,0.569414
C6288.blif_0.10_1.00_0_0_inp_exact-shuffled,1,0.335352,0.569252
C6288.blif_0.10_1.00_0_1_inp_exact-shuffled,1,0.335303,0.569213
C6288.blif_0.10_1.00_0_1_out_exact-shuffled,1,0.33644,0.569396
c6_BMC_p1_k1024-shuffled,1,0.283393,0.514498
c6_BMC_p1_k256-shuffled,1,0.316645,0.512922
c6_BMC_p2_k128-shuffled,1,0.356642,0.511285
c6_BMC_p2_k2048-shuffled,1,0.277549,0.514799
c6_BMC_p2_k64-shuffled,1,0.424566,0.509005
C880.blif_0.10_0.20_0_0_inp_exact,1,0.248109,0.551508
C880.blif_0.10_0.20_0_0_out_exact,1,0.256844,0.552976
C880.blif_0.10_0.20_0_1_inp_exact,1,0.248109,0.551343
C880.blif_0.10_0.20_0_1_out_exact,1,0.256844,0.552976
C880.blif_0.10_1.00_0_0_inp_exact,1,0.254789,0.552689
C880.blif_0.10_1.00_0_0_out_exact,1,0.259419,0.553495
C880.blif_0.10_1.00_0_1_out_exact-shuffled,1,0.259419,0.553325
CHAIN23v.24-shuffled,1,0.107613,0.743712
cmu.dme1.B-f2,1,0.333203,0.571333
cmu.dme1.B-f3,1,0.33326,0.571375
cmu.dme1.B-f4-shuffled,1,0.333284,0.571392
cmu.dme2.B-f2,1,0.333234,0.571355
cmu.periodic.N-d2-shuffled,1,0.33331,0.571412
cmu.periodic.N-d4-shuffled,1,0.333323,0.571421
cmu.periodic.N-f4-shuffled,1,0.333324,0.571422
comp.blif_0.10_0.20_0_0_inp_exact-shuffled,1,0.269555,0.516146
comp.blif_0.10_1.00_0_0_inp_exact-shuffled,1,0.275534,0.51712
connect_5x4_3_R-shuffled,1,0.981203,0.366656
connect_5x4_4_W-shuffled,1,0.97723,0.374149
connect_6x5_4_D-shuffled,1,0.985032,0.376675
connect_6x5_5_R-shuffled,1,0.981946,0.378828
connect_7x6_4_R-shuffled,1,0.989133,0.378211
connect_7x6_6_W-shuffled,1,0.985066,0.382138
connect_8x7_3_D-shuffled,1,0.992032,0.366493
connect_8x7_7_D-shuffled,1,0.987274,0.384616
connect_9x8_3_R-shuffled,1,0.993396,0.36651
connect_9x8_6_D-shuffled,1,0.991929,0.392242
connect_9x8_8_D-shuffled,1,0.988921,0.386529
Core1108_tbm_02.tex.moduleQ3.2S.000007,1,0.719164,0.654185
Core1108_tbm_02.tex.moduleQ3.2S.000015,1,0.720612,0.654968
Core1108_tbm_02.tex.moduleQ3.2S.000026,1,0.713432,0.652106
Core1108_tbm_02.tex.moduleQ3.2S.000056,1,0.719887,0.654861
Core1108_tbm_02.tex.moduleQ3.2S.000077,1,0.719164,0.654185
Core1108_tbm_02.tex.moduleQ3.2S.000095,1,0.716287,0.653313
Core1108_tbm_02.tex.moduleQ3.2S.000098,1,0.714856,0.652537
Core1108_tbm_02.tex.moduleQ3.2S.000099,1,0.717004,0.653643
Core1108_tbm_02.tex.moduleQ3.2S.000108,1,0.717004,0.653643
Core1108_tbm_03.tex.module.000003,1,0.562066,0.588453
Core1108_tbm_03.tex.module.000019,1,0.573348,0.587103
Core1108_tbm_03.tex.module.000021,1,0.574958,0.585288
Core1108_tbm_03.tex.module.000023,1,0.573348,0.584127
Core1108_tbm_03.tex.module.000031,1,0.566999,0.582318
Core1108_tbm_03.tex.module.000034,1,0.567991,0.583763
Core1108_tbm_03.tex.module.000037,1,0.571098,0.583367
Core1108_tbm_03.tex.module.000038,1,0.57218,0.583851
Core1108_tbm_03.tex.module.000039,1,0.57218,0.583851
Core1108_tbm_03.tex.module.000048,1,0.573286,0.584554
Core1108_tbm_03.tex.module.000056,1,0.57797,0.583151
Core1108_tbm_03.tex.module.000057,1,0.579211,0.58278
Core1108_tbm_03.tex.module.000058,1,0.580482,0.5824
Core1108_tbm_03.tex.module.000064,1,0.581783,0.582012
Core1108_tbm_03.tex.module.000065,1,0.583117,0.581614
Core1108_tbm_03.tex.module.000090,1,0.588798,0.581608
Core1108_tbm_03.tex.module.000092,1,0.590311,0.583374
Core1108_tbm_03.tex.moduleQ3.2S.000002,1,0.714777,0.633607
Core1108_tbm_03.tex.moduleQ3.2S.000003,1,0.713141,0.632761
Core1108_tbm_03.tex.moduleQ3.2S.000009,1,0.711512,0.632308
Core1108_tbm_03.tex.moduleQ3.2S.000011,1,0.713958,0.633503
Core1108_tbm_03.tex.moduleQ3.2S.000018,1,0.714777,0.633607
Core1108_tbm_03.tex.moduleQ3.2S.000048,1,0.711512,0.632308
Core1108_tbm_09.tex.module.000008,1,0.526392,0.602804
Core1108_tbm_09.tex.module.000009,1,0.526392,0.602804
Core1108_tbm_09.tex.module.000010,1,0.526392,0.602804
Core1108_tbm_09.tex.module.000028,1,0.538028,0.600076
Core1108_tbm_09.tex.module.000033,1,0.542151,0.599114
Core1108_tbm_09.tex.moduleQ3.10S.000001,1,0.746193,0.681842
Core1108_tbm_09.tex.moduleQ3.2S.000003,1,0.747653,0.682473
Core1108_tbm_09.tex.moduleQ3.2S.000005,1,0.746193,0.681842
Core1108_tbm_09.tex.moduleQ3.2S.000007,1,0.746193,0.682232
Core1108_tbm_09.tex.moduleQ3.2S.000010,1,0.744014,0.680982
Core1108_tbm_09.tex.moduleQ3.2S.000011,1,0.746193,0.681842
Core1108_tbm_09.tex.moduleQ3.9S.000001,1,0.746193,0.681842
Core1108_tbm_21.tex.module.000008,1,0.559962,0.599697
Core1108_tbm_21.tex.module.000009,1,0.559962,0.599697
Core1108_tbm_21.tex.module.000010,1,0.559962,0.599697
Core1108_tbm_21.tex.module.000014,1,0.56754,0.598355
Core1108_tbm_21.tex.module.000017,1,0.56754,0.598355
Core1108_tbm_21.tex.module.000023,1,0.576577,0.596761
Core1108_tbm_21.tex.module.000026,1,0.576577,0.593762
Core1108_tbm_21.tex.module.000027,1,0.576577,0.593762
Core1108_tbm_21.tex.module.000030,1,0.570156,0.591845
Core1108_tbm_21.tex.module.000091,1,0.60873,0.589364
Core1108_tbm_21.tex.moduleQ3.2S.000002,1,0.701583,0.648345
Core1108_tbm_21.tex.moduleQ3.2S.000007,1,0.708177,0.650762
Core1108_tbm_21.tex.moduleQ3.2S.000011,1,0.706517,0.650255
Core1108_tbm_21.tex.moduleQ3.2S.000014,1,0.70322,0.648845
Core1108_tbm_21.tex.moduleQ3.2S.000015,1,0.706517,0.650255
Core1108_tbm_21.tex.moduleQ3.2S.000019,1,0.706517,0.650255
Core1108_tbm_21.tex.moduleQ3.2S.000024,1,0.706517,0.650255
Core1108_tbm_21.tex.moduleQ3.2S.000027,1,0.708177,0.650762
Core1108_tbm_28.tex.moduleQ2.2S.000003,1,0.726156,0.645658
counter_16,1,0.980459,0.501718
counter_32-shuffled,1,0.990231,0.500916
counter_8-shuffled,1,0.960918,0.503022
counter_e_16,1,0.981583,0.502749
counter_e_8-shuffled,1,0.964996,0.504673
counter_r_16,1,0.977998,0.500552
counter_r_8-shuffled,1,0.958367,0.500943
counter_re_16,1,0.978746,0.500459
cube_c11_par---13_-shuffled,1,0.938092,0.494515
cube_c3_ser--opt-6_-shuffled,1,0.628655,0.553926
cube_c5_ser---14_-shuffled,1,0.701152,0.553646
cube_c7_ser---23_-shuffled,1,0.758639,0.510144
cube_c9_par--opt-11_-shuffled,1,0.912498,0.500771
eijk.S1238.S-d3-shuffled,1,0.333198,0.571329
eijk.S1423.S-d4-shuffled,1,0.333302,0.571406
eijk.S208o.S-d4-shuffled,1,0.332075,0.570502
eijk.S208o.S-f4-shuffled,1,0.333256,0.571372
eijk.S298.S-f2-shuffled,1,0.333204,0.571334
eijk.S298.S-f4,1,0.333279,0.571389
eijk.S344.S-f3,1,0.333276,0.571386
eijk.S349.S-f3,1,0.333275,0.571386
eijk.S382.S-f4-shuffled,1,0.333288,0.571395
eijk.S386.S-f2,1,0.333265,0.571378
eijk.S420.S-f2,1,0.333265,0.571379
eijk.S526.S-f4-shuffled,1,0.333303,0.571406
eijk.S641.S-f2,1,0.333277,0.571388
eijk.S713.S-f2,1,0.333278,0.571388
emptyroom_e3_ser---19_-shuffled,1,0.627428,0.574679
emptyroom_e3_ser--opt-20_-shuffled,1,0.624244,0.575059
emptyroom_e4_par---21_-shuffled,1,0.74168,0.558511
emptyroom_e4_ser--opt-44_-shuffled,1,0.666256,0.565431
ev-pr-4x4-11-3-0-0-1-s-shuffled,1,0.877038,0.515371
