@RELATION 'feature_values_proteus_2014-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 3'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE csp_perten_avg_predsize NUMERIC
@ATTRIBUTE csp_perten_avg_predshape NUMERIC
@ATTRIBUTE csp_sqrt_avg_domsize NUMERIC

@DATA
bool/mps/mps-vpm2.xml,1,259.938272,49.62963,1.302615
bool/mps/mps-vpm1.xml,1,272.613169,50.123457,1.302615
bool/mps/mps-seymour1.xml,1,?,?,?
bool/mps/mps-cracpb1.xml,1,?,?,?
bool/mps/mps-lp4l.xml,1,40.473373,4.615385,1.414214
bool/mps/mps-stein45.xml,1,?,?,?
bool/mps/mps-bm23.xml,1,?,?,?
bool/mps/mps-air02.xml,1,?,?,?
bool/mps/mps-mitre.xml,1,66.542787,25.466993,1.414214
bool/mps/mps-p0040.xml,1,?,?,?
bool/mps/mps-protfold.xml,1,74.695207,26.607725,1.414214
bool/mps/mps-l152lav.xml,1,14.611399,2.176166,1.414214
bool/mps/mps-sentoy.xml,1,?,?,?
bool/mps/mps-enigma.xml,1,?,?,?
bool/mps/mps-fit1d.xml,1,?,?,?
bool/mps/mps-seymour.xml,1,?,?,?
bool/mps/mps-p0033.xml,1,?,?,?
bool/mps/mps-lseu.xml,1,?,?,?
bool/mps/mps-neos1.xml,1,57,35.15625,1.414214
bool/mps/mps-mod010.xml,1,15.154639,2.268041,1.414214
bool/mps/mps-aflow40b.xml,1,314.868239,56.754508,1.414214
bool/mps/mps-air01.xml,1,?,?,?
bool/mps/mps-pipex.xml,1,?,?,?
bool/mps/mps-manna81.xml,1,?,?,?
bool/mps/mps-air05.xml,1,18.204225,2.535211,1.414214
bool/mps/mps-stein9.xml,1,?,?,?
bool/mps/mps-stein27.xml,1,?,?,?
bool/mps/mps-mzzv42z.xml,1,?,?,?
bool/logic-synthesis/5xp1-b.xml,1,?,?,?
bool/logic-synthesis/ex5-pi.xml,1,?,?,?
bool/logic-synthesis/alu4-b.xml,1,?,?,?
bool/logic-synthesis/clip-b.xml,1,?,?,?
bool/logic-synthesis/e64-b.xml,1,?,?,?
bool/logic-synthesis/bench1-pi.xml,1,?,?,?
bool/logic-synthesis/e-am-pi.xml,1,?,?,?
bool/logic-synthesis/sao2-b.xml,1,?,?,?
bool/logic-synthesis/count-b.xml,1,?,?,?
bool/logic-synthesis/prom2-pi.xml,1,?,?,?
bool/logic-synthesis/max1024-pi.xml,1,?,?,?
bool/logic-synthesis/rot-b.xml,1,?,?,?
bool/logic-synthesis/f51m-b.xml,1,?,?,?
bool/logic-synthesis/9symml.xml,1,?,?,?
bool/logic-synthesis/jac3.xml,1,?,?,?
bool/logic-synthesis/apex4-a.xml,1,?,?,?
bool/logic-synthesis/9sym-b.xml,1,?,?,?
bool/uclid/ooo-tag14.xml,1,38.26594,55.917564,1.414205
bool/uclid/ooo-burch-dill-2-accl.xml,1,49.509979,56.338204,1.41043
bool/uclid/elf-rf6.xml,1,?,?,?
bool/uclid/ooo-tag10.xml,1,40.24891,55.906302,1.414175
bool/uclid/ooo-rf7.xml,1,41.303558,56.095065,1.41232
bool/uclid/blast-floppy1-8.xml,1,?,?,?
bool/uclid/22s-smv.xml,1,57.854074,56.323223,1.370777
bool/uclid/dlx1c-rwmem1-ucl.xml,1,42.329907,56.349533,1.414027
bool/uclid/ooo-rf6.xml,1,?,?,?
bool/uclid/elf-rf9.xml,1,42.158,56.515066,1.414196
bool/uclid/blast-tlan3.xml,1,81.365827,57.464448,1.414214
bool/uclid/44s-smv.xml,1,67.231097,55.079872,1.327259
bool/uclid/cache-inv10-ucl.xml,1,37.234212,57.415837,1.412313
bool/uclid/ooo-tag12.xml,1,38.789307,55.912782,1.414196
bool/uclid/43s-smv.xml,1,56.020725,55.851468,1.363086
bool/uclid/25s-smv.xml,1,57.433739,56.248831,1.337033
bool/uclid/cache-ibm-q-unbounded-Icl2arity-ucl.xml,1,44.842601,56.182012,1.395971
bool/uclid/elf-rf8.xml,1,43.254211,56.511419,1.412929
bool/uclid/ooo-burch-dill-3-accl.xml,1,46.33275,56.369351,1.412147
bool/uclid/dlx1c-rwmem-ucl.xml,1,41.128445,56.417234,1.414057
bool/uclid/blast-floppy1-6.xml,1,?,?,?
bool/uclid/cache-inv12-ucl.xml,1,36.653889,57.893296,1.413446
bool/uclid/cache-inv8-ucl.xml,1,?,?,?
bool/uclid/ooo-rf8.xml,1,39.879339,56.073629,1.414162
bool/uclid/ooo-burch-dill-4-accl.xml,1,48.875228,56.135818,1.410349
bool/uclid/ooo-burch-dill-6-accl.xml,1,42.933432,56.405331,1.414199
bool/uclid/blast-floppy1-2.xml,1,?,?,?
bool/uclid/blast-floppy1-3.xml,1,?,?,?
bool/uclid/ooo-rf10.xml,1,38.478485,56.054046,1.414194
bool/uclid/ooo-tag8.xml,1,42.300156,55.905144,1.412798
bool/uclid/dlx1c-ucl.xml,1,42.661018,56.268483,1.413992
bool/uclid/37s-smv.xml,1,42.721559,56.54934,1.393864
bool/uclid/46s-smv.xml,1,57.653341,55.638007,1.342196
bool/uclid/blast-tlan2.xml,1,114.745818,57.825517,1.355696
bool/uclid/blast-floppy1-4.xml,1,?,?,?
bool/uclid/ooo-burch-dill-8-accl.xml,1,42.870308,56.184018,1.414197
bool/uclid/ooo-rf9.xml,1,38.939225,56.060624,1.414183
bool/uclid/elf-rf7.xml,1,?,?,?
bool/uclid/blast-floppy1-7.xml,1,?,?,?
bool/par/par-32-4-c.xml,1,31.44316,12.010812,1.414214
bool/par/par-16-4-c.xml,1,31.25,12.029703,1.414214
bool/par/par-16-1-c.xml,1,31.233397,12.030361,1.414214
bool/par/par-16-5.xml,1,30.169886,14.172679,1.271902
bool/par/par-16-4.xml,1,30.091485,14.285714,1.2688
bool/par/par-8-5-c.xml,1,?,?,?
bool/par/par-16-2-c.xml,1,31.303848,12.02757,1.414214
bool/par/par-8-2-c.xml,1,?,?,?
bool/par/par-16-3.xml,1,30.137754,14.219005,1.269188
bool/par/par-32-3-c.xml,1,31.439795,12.010878,1.414214
bool/par/par-32-2.xml,1,30.078266,14.340759,1.406344
bool/par/par-16-5-c.xml,1,31.287478,12.028219,1.414214
bool/par/par-8-1.xml,1,?,?,?
bool/par/par-32-4.xml,1,30.122865,14.276296,1.406344
bool/par/par-32-1-c.xml,1,31.435531,12.010961,1.414214
bool/par/par-32-3.xml,1,30.111011,14.293429,1.406344
bool/par/par-32-1.xml,1,30.096154,14.314904,1.406344
bool/par/par-8-1-c.xml,1,?,?,?
bool/par/par-16-3-c.xml,1,31.272509,12.028812,1.414214
bool/par/par-32-2-c.xml,1,31.430327,12.011062,1.414214
bool/par/par-8-2.xml,1,?,?,?
bool/par/par-32-5-c.xml,1,31.445657,12.010764,1.414214
bool/par/par-8-4-c.xml,1,?,?,?
bool/par/par-32-5.xml,1,30.131737,14.263473,1.406344
bool/par/par-8-3-c.xml,1,?,?,?
bool/par/par-8-5.xml,1,?,?,?
bool/par/par-16-2.xml,1,30.206353,14.120102,1.273837
bool/par/par-8-4.xml,1,?,?,?
bool/par/par-16-1.xml,1,30.058837,14.332784,1.264132
bool/par/par-8-3.xml,1,?,?,?
bool/fpga/fpga-11-9.xml,1,81.640625,32.578125,1.414214
bool/fpga/fpga-13-11.xml,1,92.752809,32.191011,1.414214
bool/fpga/fpga-40-40.xml,1,213.953488,29.302326,1.414214
bool/fpga/fpga-35-35.xml,1,188.954887,29.210526,1.414214
bool/fpga/fpga-40-39.xml,1,209.177592,29.284863,1.414214
bool/fpga/fpga-35-33.xml,1,179.458599,29.164013,1.414214
bool/fpga/fpga-25-25.xml,1,138.585714,28.928571,1.414214
bool/fpga/fpga-45-43.xml,1,229.574056,29.346563,1.414214
bool/fpga/fpga-15-14.xml,1,107.905138,31.778656,1.414214
bool/fpga/fpga-20-20.xml,1,139.130435,31.304348,1.414214
bool/fpga/fpga-12-11.xml,1,91.445783,32.168675,1.414214
bool/fpga/fpga-20-18.xml,1,129.807692,31.442308,1.414214
bool/fpga/fpga-13-12.xml,1,96.994819,32.020725,1.414214
bool/fpga/fpga-40-38.xml,1,204.400978,29.266504,1.414214
bool/fpga/fpga-30-30.xml,1,163.636364,29.090909,1.414214
bool/fpga/fpga-11-11.xml,1,90.779221,32.142857,1.414214
bool/fpga/fpga-35-34.xml,1,184.068059,29.187935,1.414214
bool/fpga/fpga-15-15.xml,1,112.814815,31.666667,1.414214
bool/fpga/fpga-45-45.xml,1,119.37963,15,1.414214
bool/fpga/fpga-10-9.xml,1,80.084746,32.542373,1.414214
bool/fpga/fpga-14-12.xml,1,97.864078,32.038835,1.414214
bool/fpga/fpga-13-13.xml,1,101.923077,31.875,1.414214
bool/fpga/fpga-10-8.xml,1,75.471698,32.830189,1.414214
bool/fpga/fpga-10-10.xml,1,84.615385,32.307692,1.414214
bool/fpga/fpga-30-28.xml,1,154.211663,29.028078,1.414214
bool/fpga/fpga-11-10.xml,1,85.815603,32.340426,1.414214
bool/fpga/fpga-15-13.xml,1,103.601695,31.90678,1.414214
bool/fpga/fpga-25-23.xml,1,147.058824,31.160991,1.414214
bool/fpga/fpga-20-19.xml,1,134.474886,31.369863,1.414214
bool/fpga/fpga-14-14.xml,1,107.058824,31.764706,1.414214
bool/fpga/fpga-25-24.xml,1,133.729569,28.885587,1.414214
bool/fpga/fpga-12-12.xml,1,96,32,1.414214
bool/fpga/fpga-30-29.xml,1,158.924843,29.060543,1.414214
bool/fpga/fpga-45-44.xml,1,234.26408,29.361098,1.414214
bool/fpga/fpga-14-13.xml,1,102.477477,31.891892,1.414214
bool/fpga/fpga-12-10.xml,1,86.842105,32.368421,1.414214
bool/mpsReduced/mps-red-markshare1-1.xml,1,?,?,?
bool/mpsReduced/mps-red-berlin-5-8_0.xml,1,10.356947,9.258649,1.414214
bool/mpsReduced/mps-red-ran10x10c.xml,1,?,?,?
bool/mpsReduced/mps-red-mod013.xml,1,315.789474,37.894737,1.235399
bool/mpsReduced/mps-red-flugpl.xml,1,?,?,?
bool/mpsReduced/mps-red-ran12x12.xml,1,?,?,?
bool/mpsReduced/mps-red-ran13x13.xml,1,?,?,?
bool/mpsReduced/mps-red-sc50a.xml,1,?,?,?
bool/mpsReduced/mps-red-testprob.xml,1,?,?,?
bool/mpsReduced/mps-red-markshare1.xml,1,?,?,?
bool/mpsReduced/mps-red-markshare2-1.xml,1,?,?,?
bool/mpsReduced/mps-red-capri.xml,1,89.154412,17.757353,1.334585
bool/mpsReduced/mps-red-timtab1.xml,1,116.121795,27.115385,1.414214
bool/mpsReduced/mps-red-misc03.xml,1,171.95122,40,1.414214
bool/mpsReduced/mps-red-modglob.xml,1,5.595855,0.621762,1.324972
bool/mpsReduced/mps-red-misc01.xml,1,?,?,?
bool/mpsReduced/mps-red-enigma.xml,1,?,?,?
bool/mpsReduced/mps-red-agg.xml,1,0,0,1.414214
bool/mpsReduced/mps-red-sc205.xml,1,?,?,?
bool/mpsReduced/mps-red-afiro.xml,1,?,?,?
bool/mpsReduced/mps-red-gr4x6.xml,1,272.727273,32.727273,1.234582
bool/mpsReduced/mps-red-bk4x3.xml,1,?,?,?
bool/mpsReduced/mps-red-ran8x32.xml,1,379.285714,45.714286,1.238251
bool/mpsReduced/mps-red-ran10x26.xml,1,389.759036,46.987952,1.237343
bool/mpsReduced/mps-red-blend.xml,1,26.666667,3.076923,1.259343
bool/mpsReduced/mps-red-scagr7.xml,1,77.13615,9.577465,1.31891
bool/mpsReduced/mps-red-arki001.xml,1,?,?,?
bool/mpsReduced/mps-red-nazareth.xml,1,?,?,?
bool/mpsReduced/mps-red-ran10x10b.xml,1,?,?,?
bool/mpsReduced/mps-red-est.xml,1,71.428571,17.142857,1.414214
bool/mpsReduced/mps-red-egout.xml,1,?,?,?
bool/mpsReduced/mps-red-neos20.xml,1,202.327828,45.771268,1.211446
bool/mpsReduced/mps-red-neos15.xml,1,20.183486,5.504587,1.414214
bool/mpsReduced/mps-red-ran10x10a.xml,1,?,?,?
bool/mpsReduced/mps-red-glass4.xml,1,28.253968,6.122449,1.412399
bool/mpsReduced/mps-red-liu.xml,1,0,0,1.414214
bool/mpsReduced/mps-red-adlittle.xml,1,28.732394,3.380282,1.276405
bool/mpsReduced/mps-red-sc50b.xml,1,0,0,1.326022
bool/mpsReduced/mps-red-25fv47.xml,1,?,?,?
bool/mpsReduced/mps-red-beaconfd.xml,1,0,0,1.414214
bool/mpsReduced/mps-red-ran17x17.xml,1,?,?,?
bool/mpsReduced/mps-red-qnet1.xml,1,?,?,?
bool/mpsReduced/mps-red-misc07.xml,1,120.080972,24.534413,1.414214
bool/mpsReduced/mps-red-agg3.xml,1,0,0,1.414214
bool/mpsReduced/mps-red-pk1.xml,1,?,?,?
bool/mpsReduced/mps-red-rout.xml,1,?,?,?
bool/mpsReduced/mps-red-lotfi.xml,1,29.919355,3.629032,1.340955
bool/mpsReduced/mps-red-bandm.xml,1,?,?,?
bool/mpsReduced/mps-red-aflow30a.xml,1,304.812109,54.551148,1.414214
bool/mpsReduced/mps-red-sc105.xml,1,0,0,1.373348
bool/mpsReduced/mps-red-vpm1.xml,1,-1,-1,-1
bool/mpsReduced/mps-red-UMTS.xml,1,63.024014,37.995849,1.34178
bool/mpsReduced/mps-red-recipe.xml,1,128.026906,22.331839,1.374457
bool/mpsReduced/mps-red-timtab2.xml,1,113.846154,27.303058,1.414214
bool/mpsReduced/mps-red-ran14x18.xml,1,398.291139,47.848101,1.241458
bool/mpsReduced/mps-red-kb2.xml,1,?,?,?
bool/mpsReduced/mps-red-stocfor1.xml,1,47.555556,5.333333,1.263723
bool/mpsReduced/mps-red-ran16x16.xml,1,?,?,?
bool/mpsReduced/mps-red-bal8x12.xml,1,352.941176,42.352941,1.24218
bool/mpsReduced/mps-red-harp2.xml,1,-1,-1,-1
bool/mpsReduced/mps-red-pp08a.xml,1,160,19.2,1.365338
bool/mpsReduced/mps-red-misc02.xml,1,?,?,?
bool/mpsReduced/mps-red-rgn.xml,1,187.096774,38.709677,1.414214
bool/mpsReduced/mps-red-noswot.xml,1,?,?,?
bool/mpsReduced/mps-red-fiber.xml,1,?,?,?
bool/mpsReduced/mps-red-misc05.xml,1,261.033435,30.455927,1.290129
bool/mpsReduced/mps-red-mkc.xml,1,?,?,?
bool/mpsReduced/mps-red-markshare2.xml,1,?,?,?
bool/mpsReduced/mps-red-share2b.xml,1,13.211009,1.651376,1.251834
bool/mpsReduced/mps-red-vpm2.xml,1,-1,-1,-1
bool/mpsReduced/mps-red-bg512142.xml,1,0.039037,0.039037,1.414003
bool/mpsReduced/mps-red-blend2.xml,1,395.408163,47.142857,1.315666
bool/mpsReduced/mps-red-bienst1.xml,1,9.562842,2.622951,1.414214
bool/mpsReduced/mps-red-bell4.xml,1,?,?,?
bool/mpsReduced/mps-red-ran6x43.xml,1,360.168539,43.483146,1.232581
bool/mpsReduced/mps-red-railway-8-1-0.xml,1,8.175461,7.142403,1.414214
bool/mpsReduced/mps-red-ran4x64.xml,1,324.183673,39.183673,1.232539
bool/mpsReduced/mps-red-bell3b.xml,1,88.774194,27.870968,1.340759
bool/mpsReduced/mps-red-net12.xml,1,28.253968,6.122449,1.412399
bool/mpsReduced/mps-red-agg2.xml,1,0,0,1.414214
bool/mpsReduced/mps-red-aflow40b.xml,1,314.868239,56.754508,1.414214
bool/mpsReduced/mps-red-usAbbrv-8-25-70.xml,1,10.295767,9.408465,1.414214
bool/mpsReduced/mps-red-pp08aCUTS.xml,1,127.486631,20.534759,1.414214
bool/mpsReduced/mps-red-vtp-base.xml,1,285.492063,34.666667,1.321789
bool/mpsReduced/mps-red-ran12x21.xml,1,394.339623,47.54717,1.238206
bool/mpsReduced/mps-red-mas74.xml,1,?,?,?
bool/mpsReduced/mps-red-bell3a.xml,1,?,?,?
bool/mpsReduced/mps-red-sample2.xml,1,164.776119,22.38806,1.252775
bool/mpsReduced/mps-red-share1b.xml,1,25.970874,2.912621,1.317236
bool/mpsReduced/mps-red-boeing2.xml,1,67.403846,15.576923,1.306261
bool/mpsReduced/mps-red-neos14.xml,1,25.535714,6.964286,1.414214
bool/mpsReduced/mps-red-ran10x12.xml,1,362.804878,43.902439,1.235127
bool/mpsReduced/mps-red-qnet1-o.xml,1,?,?,?
bool/mpsReduced/mps-red-mas76.xml,1,?,?,?
bool/mpsReduced/mps-red-bell5.xml,1,?,?,?
bool/circuits/c8.xml,1,?,?,?
bool/circuits/C17.xml,1,?,?,?
bool/circuits/cm42a.xml,1,?,?,?
bool/circuits/cmb.xml,1,?,?,?
bool/circuits/C432.xml,1,?,?,?
bool/circuits/cc.xml,1,?,?,?
bool/circuits/b1.xml,1,?,?,?
bool/ppp/ppp-3-13-25-26.xml,1,53.153876,59.5189,1.414214
bool/ppp/ppp-1-11-19-21.xml,1,53.20792,59.501861,1.414214
bool/ppp/ppp-1-3-13-19.xml,1,53.198349,59.50462,1.414214
bool/ppp/ppp-1-13.xml,1,53.167191,59.51442,1.414214
bool/ppp/ppp-1-9-16-19.xml,1,53.181333,59.511012,1.414214
bool/ppp/ppp-1-12-16.xml,1,53.130819,59.526004,1.414214
bool/jnh/jnh-12.xml,1,?,?,?
bool/jnh/jnh-7.xml,1,?,?,?
bool/jnh/jnh-212.xml,1,?,?,?
bool/jnh/jnh-17.xml,1,?,?,?
bool/jnh/jnh-220.xml,1,?,?,?
bool/jnh/jnh-217.xml,1,?,?,?
bool/jnh/jnh-204.xml,1,?,?,?
bool/jnh/jnh-1.xml,1,?,?,?
bool/jnh/jnh-218.xml,1,?,?,?
bool/jnh/jnh-201.xml,1,?,?,?
bool/jnh/jnh-205.xml,1,?,?,?
bool/jnh/jnh-207.xml,1,?,?,?
bool/jnh/jnh-210.xml,1,?,?,?
bool/jnh/jnh-213.xml,1,?,?,?
bool/jnh/jnh-301.xml,1,?,?,?
bool/jnh/jnh-209.xml,1,?,?,?
bool/pseudoGLB/normalized-army8-9bt.xml,1,?,?,?
bool/pseudoGLB/normalized-t2001-13queen13-1111226241.xml,1,-1,-1,1.414214
bool/pseudoGLB/normalized-t3002-11tsp11-1900552311.xml,1,-1,-1,1.414214
bool/pseudoGLB/normalized-pigeon-cardinality-31-30.xml,1,-1,-1,1.414214
bool/pseudoGLB/normalized-pigeon-clauses-45-40.xml,1,-1,-1,1.414214
bool/pseudoGLB/normalized-25s-smv.xml,1,-1,-1,1.414214
bool/pseudoGLB/normalized-dbst-v30-e350-d15-mw10-3.PB06.xml,1,?,?,?
bool/pseudoGLB/normalized-t3002-11tsp11-1900567024.xml,1,-1,-1,1.414214
bool/pseudoGLB/normalized-pigeon-cardinality-41-40.xml,1,-1,-1,1.414214
bool/pseudoGLB/normalized-t2001-13queen13-1110978113.xml,1,-1,-1,1.414214
bool/pseudoGLB/normalized-t2001-13queen13-1110967523.xml,1,-1,-1,1.414214
bool/pseudoGLB/normalized-t3002-11tsp11-1900568706.xml,1,-1,-1,1.414214
bool/pseudoGLB/normalized-army11-17ls.xml,1,-1,-1,1.414214
bool/pseudoGLB/normalized-blast-tlan3-ucl.xml,1,-1,-1,-1
bool/pseudoGLB/normalized-pigeon-cardinality-71-70.xml,1,-1,-1,1.414214
bool/pseudoGLB/normalized-t2001-13queen13-1110972958.xml,1,-1,-1,1.414214
bool/pseudoGLB/normalized-fpga13-12-sat-pb-cnf-cr.xml,1,-1,-1,1.414214
bool/pseudoGLB/normalized-fpga10-8-sat-pb-cnf-cr.xml,1,-1,-1,1.414214
bool/pseudoGLB/normalized-pigeon-clauses-81-80.xml,1,-1,-1,1.414214
bool/pseudoGLB/normalized-t3002-11tsp11-1900556231.xml,1,-1,-1,1.414214
bool/pseudoGLB/normalized-t3002-11tsp11-1900566157.xml,1,-1,-1,1.414214
bool/pseudoGLB/normalized-t3002-11tsp11-1900554067.xml,1,-1,-1,1.414214
bool/pseudoGLB/normalized-blast-floppy1-2-ucl.xml,1,?,?,?
bool/pseudoGLB/normalized-t2001-13queen13-1111216188.xml,1,-1,-1,1.414214
bool/pseudoGLB/normalized-t3002-11tsp11-1900561384.xml,1,-1,-1,1.414214
bool/pseudoGLB/normalized-t3002-11tsp11-1900566263.xml,1,-1,-1,1.414214
bool/pseudoGLB/normalized-fpga35-34-sat-pb-cnf-cr.xml,1,-1,-1,1.414214
bool/pseudoGLB/normalized-t2001-13queen13-1110977780.xml,1,-1,-1,1.414214
bool/pseudoGLB/normalized-chnl30-31-pb-cnf-cr.xml,1,-1,-1,1.414214
bool/pseudoGLB/normalized-t3002-11tsp11-1900571131.xml,1,-1,-1,1.414214
bool/pseudoGLB/normalized-ooo-tag12-ucl.xml,1,-1,-1,1.414214
bool/pseudoGLB/normalized-t2001-13queen13-1111212272.xml,1,-1,-1,1.414214
bool/pseudoGLB/normalized-t2001-13queen13-1110968561.xml,1,-1,-1,1.414214
bool/pseudoGLB/normalized-t3002-11tsp11-1900550006.xml,1,-1,-1,1.414214
bool/pseudoGLB/normalized-t3002-11tsp11-1900557362.xml,1,-1,-1,1.414214
bool/pseudoGLB/normalized-army11-17bt.xml,1,-1,-1,1.414214
bool/pseudoGLB/normalized-t2001-13queen13-1110966688.xml,1,-1,-1,1.414214
bool/pseudoGLB/normalized-chnl10-11-pb-cnf-cr.xml,1,-1,-1,1.414214
bool/pseudoGLB/normalized-chnl20-21-pb-cnf-cr.xml,1,-1,-1,1.414214
bool/pseudoGLB/normalized-t2001-13queen13-1111227418.xml,1,-1,-1,1.414214
bool/pseudoGLB/normalized-pigeon-clauses-15-10.xml,1,-1,-1,1.414214
bool/pseudoGLB/normalized-t2001-13queen13-1111213670.xml,1,-1,-1,1.414214
bool/pseudoGLB/normalized-fpga13-11-sat-pb-cnf-cr.xml,1,-1,-1,1.414214
bool/pseudoGLB/normalized-t3002-11tsp11-1900566151.xml,1,-1,-1,1.414214
bool/pseudoGLB/normalized-t2001-13queen13-1110973163.xml,1,-1,-1,1.414214
bool/pseudoGLB/normalized-t3002-11tsp11-1900574974.xml,1,-1,-1,1.414214
bool/pseudoGLB/normalized-chnl40-41-pb-cnf-cr.xml,1,-1,-1,1.414214
bool/pseudoGLB/normalized-army8-9ls.xml,1,-1,-1,1.414214
bool/pseudoGLB/normalized-reduced-cuww2.xml,1,?,?,?
bool/pseudoGLB/normalized-t3002-11tsp11-1900670675.xml,1,-1,-1,1.414214
bool/pseudoGLB/normalized-t3002-11tsp11-1900669299.xml,1,-1,-1,1.414214
bool/pseudoGLB/normalized-t2001-13queen13-1111226680.xml,1,-1,-1,1.414214
bool/pseudoGLB/normalized-chnl15-16-pb-cnf-cr.xml,1,-1,-1,1.414214
bool/pseudoGLB/normalized-fpga45-44-sat-pb-cnf-cr.xml,1,-1,-1,1.414214
