@RELATION 'FEATURE_VALUES-SAT11-RANDOM-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE CG_min NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE cluster_coeff_mean NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE CG_max NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE cluster_coeff_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC

@DATA
SAT11/random/medium/unif-k7-r89-v80-c7120-S1801179747-047.SATISFIABLE.cnf,1,7120,7120,80,0.0875,0.0875,0.0875,17,17,0.0938,13.6877,0.0111,0.0111,10,13.6385,0.0875,0.6726,10,14,0.0111,80,1.7572,9.6988,4370,28.3909,28.5321,14,28.8393,9.5465,28.4405,4412.8,0.1965,2,4482,?,?,28.3985,4315,0.0055,28.8393,4315,1.9736,?,4372,?,27.7896,4525,0.7541,0.0802,0.0001,0.007,0.0001,0,2.0586,0.0001,4525,0.0001,0,0.0919,0.0001,?,0.202,2,0.031,0
SAT11/random/medium/unif-k7-r89-v70-c6230-S635440951-015.UNKNOWN.cnf,1,6230,6230,70,0.1,0.1,0.1,15,15,0.1077,12.0651,0.0111,0.0111,9,12.0849,0.1,0.6772,9,12,0.0111,70,1.856,8.6501,4380,25.3567,25.7795,12,26.5947,8.4824,25.5158,4435.8,0.2086,2,4491,?,?,25.6407,4353,0.0063,26.5947,4353,2.0372,?,4403,?,24.9568,4552,0.7619,0.0926,0.0001,0.009,0.0001,0,2.1405,0.0001,4552,0.0001,0,0.1036,0.0001,?,0.2082,2,0.0351,0
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S379672572-039.SATISFIABLE.cnf,1,2545,2556,589,0.0051,0.0051,0.0051,141,142,0.0118,130.768,0.0232,0.0035,120,130.73,0.0068,0.3106,120,131,0.0101,600,0.3094,19.9066,3669,30.0397,35.6801,131,39.9817,16.0006,31.3884,3759,0.07,4.0068,3882,0.0077,0.0031,32.868,3611,0.0025,39.9817,3611,0.9009,0.1073,3724,0.0153,29.6514,3995,0.5448,0.002,0.09,0.0063,0.0777,0.0449,3.3169,0.3386,3995,0.1737,0.0268,0.035,0.1211,0.2527,0.0632,4,0.2241,0.2737
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S357264423-067-UNKNOWN.cnf,1,83418,84000,19502,0.0002,0.0002,0.0002,4227,4341,0.0005,3382,0.0011,0,0,4281.38,0.0003,0.2374,4215,4222,0.0003,20000,0.1166,1190,6,58.9474,84.3333,4267.5,120,397.875,68.3636,9.101,0.0114,5.2613,11,0.0002,0.0001,71.4595,2,0.0001,94.6,4,0.9947,0.102,8,0.0006,50.7,15,0.2805,0,0.0918,0.0003,0.0786,0.0464,3.3593,0.6433,23,0.1758,0.0273,0.007,0.1249,0.2857,0.559,5,0.2265,0.2926
SAT11/random/large/unif-k7-r85-v150-c12750-S1737989193-079-UNKNOWN.cnf,1,12750,12750,150,0.0467,0.0467,0.0467,30,30,0.0521,25.0552,0.0117,0.0117,20,24.8028,0.0467,0.6391,20,25,0.0117,150,1.4105,14.056,4105,46.3281,47.2796,25,47.2796,14.1247,46.9429,4188.5,0.1543,2,4371,?,?,46.4415,4057,0.003,47.2796,4057,1.6838,?,4221,?,45.2154,4371,0.7367,0.0418,0.0001,0.0042,0.0001,0.0001,2.1109,0.0002,4371,0.0002,0.0001,0.0701,0.0001,?,0.1511,2,0.0322,0
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1189700536-035.SATISFIABLE.cnf,1,2130,2130,100,0.05,0.05,0.05,25,24,0.0615,20.117,0.0465,0.0441,16,20.0829,0.05,0.5661,16,20,0.0459,100,1.1841,8.8106,4261,22.8507,23.708,20,24.3948,7.8455,23.6806,4302.5714,0.1671,2.7374,4325,0.12,0.0977,23.4234,4259,0.0089,24.3948,4259,1.5958,0.1161,4278,0.1469,22.7653,4435,0.7254,0.039,0.0018,0.0164,0.0015,0.001,2.9245,0.0061,4435,0.0034,0.0006,0.0821,0.0025,0.1417,0.1688,2,0.0781,0.0107
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S625465881-078-UNKNOWN.cnf,1,146021,147000,34143,0.0001,0.0001,0.0001,0,7465,0.0002,3784,0.0005,0,0,7454.75,0.0002,0.224,7421,3784,0.0002,35000,0.1826,2313.5,3,66,105.8571,7447.5,200,826.5,82.3333,4.4891,0.005,5.8837,6,0.0001,0,90.3884,1,0,139,2,1.2218,0.1021,4,0.0004,56.8571,8,0.2486,0,0.0924,0.0002,0.0793,0.0471,3.3616,0.6867,14,0.1753,0.028,0.0037,0.1251,0.3333,1.4142,5,0.2277,0.2924
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1980330668-030.SATISFIABLE.cnf,1,2130,2130,100,0.05,0.05,0.05,25,25,0.0601,20.2585,0.0465,0.0441,16,20.2117,0.05,0.5687,16,20,0.0459,100,1.1978,8.0772,4256,22.8297,24.0244,20,25.7534,7.2239,23.4317,4302.2857,0.1688,2.7172,4350,0.1194,0.0977,23.6895,4253,0.0092,25.7534,4253,1.6119,0.1158,4276,0.1441,22.8274,4408,0.7115,0.0371,0.0019,0.015,0.0016,0.0011,2.9888,0.0067,4408,0.004,0.0008,0.0796,0.0024,0.1415,0.1668,2,0.096,0.0104
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S64788608-008-UNKNOWN.cnf,1,166897,168000,39032,0.0001,0.0001,0.0001,8539,8534,0.0002,8539,0.0005,0,8539,8513.5,0.0002,0.2177,8474,8539,0.0002,40000,0.5718,1206,3,64,109.6667,8515.5,202,1612.5,91.5,4.3256,0.004,5.9444,6,0.0001,0,91.8767,1,0,140,1,0.6536,0.1023,4,0.0003,53.2,7,0.2587,0,0.0934,0.0001,0.0797,0.0475,3.3699,0.755,12,0.1783,0.0282,0.073,0.1262,0.3333,0,5,0.2281,0.2931
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S913491256-073-UNKNOWN.cnf,1,125231,126000,29270,0.0001,0.0001,0.0001,6300,6396,0.0003,6320,0.0006,0,6300,6360.4,0.0002,0.2194,6236,6320,0.0002,30000,0.2068,919,3,67.0769,99.5,6371,233,731.8,83.6,5.2667,0.0125,5.7321,7,0.0002,0,88.4753,1,0.0001,134,2,0.6447,0.1022,5,0.0005,53.25,9,0.2641,0,0.0928,0.0002,0.0792,0.0474,3.3691,0.9614,14,0.1757,0.0281,0.0159,0.1245,0.3333,0.0045,5,0.2288,0.2928
SAT11/random/large/unif-k5-r20-v1500-c30000-S303265982-092-UNKNOWN.cnf,1,30000,30000,1500,0.0033,0.0033,0.0033,306,304,0.0043,285.966,0.0146,0.0083,269,287.608,0.0033,0.4692,271,287,0.0117,1500,0.2714,79.6537,20,60.7097,71.85,287,90.0833,61.4,66.0435,26.0924,0.049,3,31,?,?,66.4209,15,0.0006,76.6875,18,0.979,?,24,?,55.65,36,0.5597,0.0023,0.0027,0.0011,0.0023,0.0015,3.0394,0.0138,48,0.0049,0.001,0.0207,0.0034,?,0.0876,3,0.0802,0.0868
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S31505198-038.UNKNOWN.cnf,1,3195,3195,150,0.0333,0.0333,0.0333,35,35,0.0423,29.7083,0.0463,0.041,24,29.7067,0.0333,0.5418,24,30,0.044,150,1.0053,12.501,4090,30.8469,32.9055,30,33.0958,11.3072,31.5157,4163.2857,0.141,3,4273,0.0811,0.066,31.7884,4078,0.0059,33.0958,4078,1.4788,0.0805,4124,0.0989,30.3354,4320,0.704,0.0244,0.0017,0.0097,0.0015,0.0009,2.8497,0.0084,4320,0.0031,0.0006,0.0674,0.0022,0.1013,0.1414,3,0.0744,0.0236
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S375894551-007.UNKNOWN.cnf,1,3195,3195,150,0.0333,0.0333,0.0333,35,35,0.0423,29.6066,0.0463,0.041,24,29.4587,0.0333,0.5405,24,29,0.0441,150,1.0089,12.9832,4061,31.6269,33.1368,29,33.7334,11.9093,31.972,4176.5714,0.1418,3,4312,0.081,0.0657,32.2049,4038,0.0066,33.7334,4038,1.4716,0.0803,4182,0.1002,30.955,4363,0.6902,0.0241,0.0016,0.0103,0.0014,0.001,2.7698,0.007,4363,0.0028,0.0007,0.0661,0.002,0.1029,0.1416,3,0.0708,0.0226
SAT11/random/medium/unif-k7-r89-v80-c7120-S1623694027-006.SATISFIABLE.cnf,1,7120,7120,80,0.0875,0.0875,0.0875,17,17,0.0958,13.7394,0.0111,0.0111,10,13.8743,0.0875,0.6697,11,14,0.0111,80,1.7419,9.4743,4357,28.4267,28.5159,14,29.1253,9.2549,28.5106,4408.6,0.199,2,4452,?,?,28.5137,4327,0.006,29.1253,4327,1.9693,?,4358,?,27.9901,4549,0.7574,0.0801,0.0001,0.0084,0.0001,0.0001,2.116,0.0001,4549,0.0001,0,0.0943,0.0001,?,0.2003,2,0.0342,0
SAT11/random/medium/unif-k7-r89-v80-c7120-S1901567697-013.UNKNOWN.cnf,1,7120,7120,80,0.0875,0.0875,0.0875,17,17,0.0973,13.7505,0.0111,0.0111,10,13.788,0.0875,0.6707,10,14,0.0111,80,1.758,9.8159,4344,28.2044,28.4983,14,29.1588,9.6484,28.3577,4418,0.199,2,4504,?,?,28.42,4315,0.0054,29.1588,4315,1.971,?,4413,?,27.8808,4514,0.7522,0.0801,0.0001,0.0073,0.0001,0,1.9602,0.0001,4514,0.0001,0,0.0934,0.0001,?,0.2,2,0.029,0
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S895193371-061.UNKNOWN.cnf,1,1693,1704,389,0.0078,0.0078,0.0077,95,95,0.0183,86.5656,0.0366,0.0059,78,86.3066,0.0129,0.3267,78,86,0.0154,400,0.3739,14.7744,3892,23.1441,23.8661,86,23.8866,12.1894,23.4128,3928.5714,0.0802,4,3966,0.012,0.0047,23.4231,3834,0.0039,23.8866,3834,0.9499,0.1071,3922,0.0289,22.463,4022,0.6303,0.003,0.0851,0.0083,0.074,0.042,3.258,0.3605,4022,0.1617,0.0228,0.0396,0.118,0.25,0.0804,4,0.2166,0.3004
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S874954918-011.SATISFIABLE.cnf,1,2331,2343,537,0.0056,0.0056,0.0056,129,130,0.0107,118.939,0.021,0.0043,109,119.308,0.0112,0.3191,109,119,0.0112,550,0.3221,18.4348,3776,29.3663,32.9217,119,38.1678,14.8334,30.0989,3823.7143,0.067,4,3910,0.0085,0.0034,31.2851,3726,0.0028,38.1678,3726,0.9208,0.1063,3791,0.0163,27.8871,3984,0.5563,0.0021,0.0887,0.0064,0.0745,0.0444,3.3478,0.3785,3984,0.1708,0.0245,0.0324,0.1185,0.2273,0.0706,4,0.2272,0.27
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S924370159-018-UNKNOWN.cnf,1,10427,10500,2433,0.0013,0.0013,0.0012,547,551,0.0035,527.222,0.0072,0.0008,505,529.8,0.0021,0.2639,512,528,0.0025,2500,0.1327,78.3389,97,32.2734,35.9032,529,43.51,52.6684,34.3874,116.8571,0.0298,4.9231,118,0.0019,0.0006,34.2843,74,0.0006,36.9828,90,0.6974,0.1023,107,0.0049,30.9029,140,0.4112,0.0004,0.0915,0.0017,0.0784,0.0464,3.3491,0.4806,322,0.1742,0.0265,0.0159,0.1233,0.2857,0.0317,4,0.2271,0.3041
SAT11/random/medium/unif-k7-r89-v90-c8010-S2014736708-037.SATISFIABLE.cnf,1,8010,8010,90,0.0778,0.0778,0.0778,19,19,0.0876,15.3491,0.0111,0.0111,12,15.3607,0.0778,0.6631,12,15,0.0111,90,1.7221,10.591,4280,31.0778,31.3013,15,32.2223,10.5066,31.0874,4372.2,0.1847,2,4454,?,?,31.249,4278,0.0044,32.2223,4278,1.9262,?,4293,?,30.556,4556,0.7522,0.0702,0.0001,0.006,0.0001,0.0001,2.1281,0.0002,4556,0.0001,0,0.0883,0.0001,?,0.1856,2,0.0378,0
SAT11/random/medium/unif-k7-r89-v80-c7120-S199880667-010.UNKNOWN.cnf,1,7120,7120,80,0.0875,0.0875,0.0875,17,17,0.0934,13.6807,0.0111,0.0111,10,13.7092,0.0875,0.6703,10,14,0.0111,80,1.7549,9.9186,4357,28.2257,28.7396,14,29.106,9.7029,28.4435,4411.8,0.1986,2,4462,?,?,28.5038,4302,0.0051,29.106,4302,1.9632,?,4408,?,28.0041,4530,0.7508,0.0824,0.0001,0.0076,0.0001,0,1.9547,0.0001,4530,0.0001,0,0.0937,0.0001,?,0.1969,2,0.029,0
SAT11/random/medium/unif-k7-r89-v60-c5340-S239039906-021.SATISFIABLE.cnf,1,5340,5340,60,0.1167,0.1167,0.1167,13,13,0.1255,10.4885,0.011,0.011,8,10.4649,0.1167,0.6906,8,10,0.011,60,1.8856,7.8041,4439,22.5787,22.6422,10,23.0636,7.4326,22.5915,4487.6,0.2163,2,4517,?,?,22.6802,4436,0.0074,23.0636,4436,2.0999,?,4458,?,22.5249,4588,0.7683,0.1064,0.0001,0.0101,0.0001,0,2.1942,0.0001,4588,0.0001,0,0.1067,0.0001,?,0.2175,2,0.0386,0
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S643238994-057-UNKNOWN.cnf,1,125159,126000,29224,0.0001,0.0001,0.0001,6393,6355,0.0003,6408.5,0.0006,0,6393,6343,0.0002,0.2233,6299,6408.5,0.0002,30000,0.1658,976,3,63.2857,92.5,6347,261,669.8,77.125,5.2165,0.0041,5.7931,6,0.0002,0,82.2434,2,0.0001,116.25,3,0.6958,0.1018,5,0.0004,55.5,9,0.2663,0,0.0921,0.0002,0.0784,0.0473,3.3621,0.84,15,0.1754,0.0283,0.0074,0.1229,0.3333,0.0034,5,0.2272,0.2941
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S1869766438-024.UNKNOWN.cnf,1,1273,1278,295,0.0102,0.0102,0.0102,73,73,0.0196,65.6208,0.0353,0.0016,58,65.7542,0.0169,0.3492,58,66,0.0196,300,0.4482,11.4905,3941,18.9747,21.6365,66,22.3901,9.5384,19.69,4003.8571,0.0891,4.0102,4050,0.0153,0.0055,20.1429,3929,0.0051,22.3901,3929,1.0181,0.1134,4010,0.0299,18.2385,4066,0.652,0.0008,0.0897,0.0118,0.0756,0.0452,3.2441,0.5995,4066,0.1639,0.0269,0.0422,0.1212,0.2857,0.0913,4,0.2243,0.262
