@RELATION 'FEATURE_VALUES-SAT12-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 2'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC

@DATA
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_12_UNKNOWN.cnf,1,0.5751,0.5467
SAT_RACE2008/ibm-2004-29-k25.cnf,1,1.2454,1.0767
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-03.cnf,1,12.3283,0.7979
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/dated-5-17-u.cnf,1,2.0774,1.0243
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top22.cnf,1,1.7349,0.6693
SAT-Race-2010-CNF/software-verification/nec/hard-11-U-7061.cnf,1,?,?
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/hard/safe-50-h49-unsat.cnf,1,29.2074,0.9472
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-18-step15.cnf,1,0.0446,0.9351
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-15.cnf,1,1.4845,0.5303
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c7_i.cnf,1,4.5535,0.7522
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-f6nid.cnf,1,5.4583,0.7379
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-15.cnf,1,2.3864,0.6555
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_L100_coli.sat.cnf,1,5.5013,0.6289
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.025-NOTKNOWN.cnf,1,2.1649,1.2592
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc1033.cnf,1,2.8017,0.658
SAT_RACE2008/mizh-md5-48-2.cnf,1,1.5069,0.4116
SAT_RACE2006/SAT-Race_TS_2/miza-sr06-md5-47-03.cnf,1,1.5106,0.4127
SAT-Race-2010-CNF/software-verification/babic/dspam_dump_vc972.cnf,1,0.8076,0.5886
SAT_RACE2008/manol-pipe-f7nidw.cnf,1,5.7814,0.7214
SAT_Competition2007/industrial/industrial/babic/hsatv17/hsat_vc12070.cnf,1,?,?
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc909.cnf,1,2.5842,0.6702
SAT_RACE2006/SAT-Race_TS_1/narai-vpn-10s.cnf,1,2.6391,0.8575
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bjrb07amba2andenv-tseitin.cnf,1,3.218,0.7574
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-12-step15.cnf,1,0.1213,0.9221
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/icbrt/icbrt1_32.cnf,1,1.0804,0.8167
SAT-Race-2010-CNF/mixed/diagnosis/UCG-20-10p1.cnf,1,0.8793,0.9088
SAT_Competition2011/SAT07/industrial/babic/hsatv17/hsat_vc12062.cnf,1,?,?
SAT_RACE2008/velev-vliw-uns-2.0-iq1.cnf,1,0.4568,0.5863
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-1.1-03.cnf,1,0.7119,0.385
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_12_UNKNOWN.cnf,1,0.5751,0.5722
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-f10ni.cnf,1,5.5414,0.7279
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-ext_con_032_008_0256-tseitin.cnf,1,?,?
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/uts/uts-l05-ipc5-h27-unknown.cnf,1,10.4181,1.4194
SAT-Race-2010-CNF/cryptography/mizh/sha0_36_5.cnf,1,1.4334,0.4341
SAT_Competition2011/SAT_RACE06/ibm-2002-21r-k95.cnf,1,2.2757,0.9999
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/countbitsrotate/countbitsrotate032.cnf,1,0.8373,0.8011
SAT_Competition2007/industrial/industrial/babic/hsatv17/hsat_vc11803.cnf,1,?,?
SAT_Competition2011/SAT-Race-2010-CNF/software-verification/nec/hard-18-U-10652.cnf,1,5.9733,0.7687
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/partial-5-17-u.cnf,1,0.9628,0.9826
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-uns-1.1-7.cnf,1,0.5503,0.4187
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/128/aes_128_3_keyfind_1.cnf,1,0.17,0.7268
SAT_Competition2007/industrial/industrial/palacios/medium/cube-11-h14-sat.cnf,1,2.7759,0.552
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c10nid_s.cnf,1,5.3176,0.7028
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/partial-10-19-u.cnf,1,0.9649,0.9786
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-28-s100.cnf,1,1.2435,1.5315
SAT_RACE2006/SAT-Race-Benchmarks/simon-s02b-k2f-gr-rcs-w8.cnf,1,0.1567,1.0326
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-15-5p0.cnf,1,0.8984,0.9243
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-uns-1.0-08.cnf,1,0.1435,0.3128
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/total-5-19-s.cnf,1,1.9313,1.0086
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E02F20.cnf,1,0.1593,0.2748
SAT_RACE2008/schup-l2s-bc56s-1-k391.cnf,1,2.6981,0.7488
SAT_Competition2011/SAT09/APPLICATIONS/crypto/desgen/gss-22-s100.cnf,1,1.2804,1.5399
SAT_Competition2007/industrial/industrial/crypto/mizh-md5-47-4.cnf,1,1.5081,0.413
SAT_RACE2008/babic-dspam-vc1080.cnf,1,?,?
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc972.cnf,1,0.8076,0.5886
SAT_RACE2006/SAT-Race_TS_1/velev-fvp-sat-3.0-07.cnf,1,0.1674,0.6168
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c6ni_s.cnf,1,5.0368,0.7059
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-13-s.cnf,1,1.0588,0.9963
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/partial-5-15-u.cnf,1,1.0622,0.9946
SAT_Competition2009/APPLICATION/SAT07/industrial/jarvisalo/eq.atree.braun.9.unsat.cnf,1,0.4768,0.8269
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/c32sat/post-c32s-gcdm16-22.cnf,1,8.085,0.5895
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.050-SAT.cnf,1,0.4847,1.228
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/uts/uts-l06-ipc5-h31-unknown.cnf,1,12.0039,1.581
SAT_Competition2007/industrial/industrial/palacios/medium/cube-9-h11-sat.cnf,1,2.7848,0.5638
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/maxxor/maxxor064.cnf,1,1.7657,0.7707
SAT_RACE2006/SAT-Race_TS_1/goldb-heqc-desmul.cnf,1,0.0349,0.7281
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitsrotate/countbitsrotate128.cnf,1,0.8011,0.7987
SAT_RACE2006/SAT-Race_TS_2/velev-pipe-sat-1.0-01.cnf,1,0.1143,0.2668
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/emptyroom-4-h21-unsat.cnf,1,2.933,0.5479
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-03.cnf,1,1.388,0.5859
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-f6b.cnf,1,5.534,0.7696
SAT_RACE2006/SAT-Race_TS_1/simon-mixed-s02bis-05.cnf,1,0.151,1.0135
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.020-NOTKNOWN.cnf,1,1.0682,1.2016
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/maxxororand/maxxororand128.cnf,1,2.778,0.7377
SAT_Competition2009/APPLICATION/SAT07/industrial/jarvisalo/eq.atree.braun.10.unsat.cnf,1,0.4638,0.8264
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf,1,2.152,1.2703
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/maxor/maxor128.cnf,1,1.7447,0.7789
SAT-Race-2010-CNF/software-verification/post/zfcp.cnf,1,?,?
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h32-unknown.cnf,1,12.3547,1.5326
SAT_Competition2011/SAT04/industrial/velev/pipe-sat-1-1/12pipe_bug4_q0.used-as.sat04-723.cnf,1,0.7066,0.385
SAT_Competition2007/industrial/industrial/palacios/hard/safe-50-h49-unsat.cnf,1,29.2074,0.9472
SAT_RACE2006/SAT-Race_TS_2/schup-l2s-s04s2-09.cnf,1,2.1745,0.7792
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitssrl/countbitssrl128.cnf,1,1.7414,0.9581
SAT_Competition2011/SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug6.cnf,1,0.078,0.6954
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.080-SAT.cnf,1,0.3931,0.6823
SAT_RACE2008/anbul-part-10-13-s.cnf,1,1.0588,0.9963
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-f7idw.cnf,1,5.3701,0.7139
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-uns-1.0-9.cnf,1,0.1111,0.2924
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.150-SAT.cnf,1,0.3178,0.4991
SAT_RACE2006/SAT-Race-Benchmarks/schup-l2s-guid-1-k56.cnf,1,2.1198,0.8761
SAT_Competition2007/industrial/industrial/babic/hsatv17/hsat_vc11813.cnf,1,?,?
SAT-Race-2010-CNF/hardware-verification/velev/12pipe_q0_k.cnf,1,0.7335,0.3239
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom22.cnf,1,1.535,0.677
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/dated-10-17-u.cnf,1,2.6804,1.0499
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_L150_coli.sat.cnf,1,4.321,0.6164
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/c32sat/post-c32s-ss-8.cnf,1,2.9061,0.7935
SAT_Competition2011/SAT_RACE08/cnf/manol-pipe-c6bidw_i.cnf,1,4.7941,0.7092
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-08.cnf,1,0.8361,0.7595
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-2_14-k45.cnf,1,1.3457,1.0528
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitsarray/countbitsarray08_32.cnf,1,0.9846,0.9056
SAT_Competition2009/APPLICATION/SAT07/industrial/babic/hsatv17/hsat_vc11803.cnf,1,?,?
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/partial-10-15-u.cnf,1,1.0979,0.9968
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtviseisenberg1-tseitin.cnf,1,3.0841,0.7078
SAT_RACE2008/ibm-2002-22r-k60.cnf,1,2.2394,1.0433
SAT_Competition2011/SAT_RACE06/velev-pipe-o-uns-1.1-6.cnf,1,0.5216,0.4716
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E02F22.cnf,1,0.1857,0.1733
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitsarray/countbitsarray02_32.cnf,1,1.0142,0.9124
SAT_RACE2008/cmu-bmc-longmult15.cnf,1,3.3276,0.5176
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-04.cnf,1,7.2167,0.8424
SAT_RACE2008/schup-l2s-motst-2-k315.cnf,1,3.426,0.7365
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/md5gen/gus-md5-15.cnf,1,1.4415,0.4531
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-cha05-113.cnf,1,4.7794,0.7247
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/total-5-17-u.cnf,1,1.9615,1.0218
SAT_Competition2007/industrial/industrial/jarvisalo/eq.atree.braun.10.unsat.cnf,1,0.4638,0.8264
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_34.cnf,1,0,0.5473
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_13_UNSAT.cnf,1,0.6078,0.5649
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-pipe-sat-1.0-b7.cnf,1,0.1143,0.2668
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq3.cnf,1,0.2918,0.5535
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-01.cnf,1,12.1118,0.9147
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-c10nidw_s.cnf,1,5.3039,0.7034
SAT_RACE2006/SAT-Race_TS_2/miza-sr06-sha0-35-03.cnf,1,1.4489,0.4376
SAT_Competition2011/SAT09/APPLICATIONS/crypto/desgen/gss-16-s100.cnf,1,1.3431,1.5565
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.045-NOTKNOWN.cnf,1,0.9942,1.2724
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-c7nidw.cnf,1,5.0305,0.7099
SAT-Race-2010-CNF/hardware-verification/ibm/2004_rb10Sd.k85.cnf,1,1.9454,1.0716
SAT_Competition2007/industrial/industrial/grieu/vmpc_24.cnf,1,0,0.5487
SAT-Race-2010-CNF/mixed/palacios/sortnet-8-ipc5-h19-sat.cnf,1,7.3823,0.9215
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/partial-5-13-u.cnf,1,1.1309,1.0025
SAT-Race-2010-CNF/hardware-verification/manolios/c8n_i.cnf,1,4.7403,0.7349
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq60_a.cnf,1,0.3551,0.5468
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-16.cnf,1,0.9694,0.7008
SAT_Competition2011/SAT09/APPLICATIONS/crypto/md5gen/gus-md5-12.cnf,1,1.4405,0.4535
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-TPP-21-step11.cnf,1,0.0252,1.1142
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-10-5p0.cnf,1,1.1123,0.9302
SAT_Competition2011/SAT02/industrial/nam/fpga-routing/k2fix_gr_rcs_w9.shuffled.cnf,1,0.1385,1.026
SAT_Competition2007/industrial/industrial/anbulagan/diag-sat/total-5-15-s.cnf,1,2.007,1.0273
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.030-NOTKNOWN.cnf,1,0.7286,1.205
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_13_UNKNOWN.cnf,1,0.5855,0.5695
SAT_RACE2008/een-tip-sat-vis-eisen.cnf,1,9.926,0.7158
SAT_RACE2006/SAT-Race_TS_1/hoons-vbmc-s04-07.cnf,1,2.8611,0.6908
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c6idw_s.cnf,1,4.6936,0.7051
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-c7bidw_i.cnf,1,4.8307,0.7062
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/manol-pipe-c10nidw.cnf,1,5.3071,0.7011
SAT_RACE2006/SAT-Race_TS_2/miza-sr06-md5-48-01.cnf,1,1.5064,0.4117
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/manol-pipe-f9b.cnf,1,5.3772,0.7437
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-16-s100.cnf,1,1.3431,1.5565
SAT_RACE2008/ibm-2004-3_02_3-k95.cnf,1,1.6566,1.1056
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq7.cnf,1,0.1609,0.5254
SAT_RACE2008/post-cbmc-aes-d-r1.cnf,1,50.0313,0.7308
SAT_RACE2006/SAT-Race_TS_1/schup-l2s-s04-abp4.cnf,1,2.1691,0.7834
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-13-s100.cnf,1,1.376,1.5654
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h34-unknown.cnf,1,13.0859,1.45
SAT-Race-2010-CNF/cryptography/mizh/sha0_35_3.cnf,1,1.4489,0.4376
SAT_RACE2006/SAT-Race_TS_1/stric-bmc-ibm-10.cnf,1,2.9486,1.069
SAT-Race-2010-CNF/software-verification/fuhs/AProVE07-08.cnf,1,0.8361,0.7595
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l05-ipc5-h27-unknown.cnf,1,10.4181,1.4194
SAT_RACE2006/SAT-Race_TS_2/narai-vpn-sat05-02s.cnf,1,2.6391,0.8575
SAT-Race-2010-CNF/software-verification/nec/hard-15-U-10652.cnf,1,6.8182,0.7637
SAT_RACE2006/SAT-Race_TS_2/hoons-vbmc-s04-07.cnf,1,2.8611,0.6908
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-sat-1.0-b9.cnf,1,0.1143,0.2672
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-rovers-18-step12.cnf,1,0.1198,1.0137
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l44_lambda.cnf,1,3.2319,0.6628
