@RELATION 'FEATURE_VALUES-SAT11-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 2'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC

@DATA
./SAT11/application/kullmann/AES/Benchmarks/128/aes_128_1_keyfind_1.cnf,1,0.0024,0.2664
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_004_127_112-tseitin.cnf,1,?,?
./SAT11/application/leberre/2dimensionalstrippacking/E15N15.cnf,1,?,?
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.045-NOTKNOWN.cnf,1,0.0029,2.0203
./SAT07/industrial/fuhs/hard/AProVE07-01.cnf,1,0.0028,0.6425
./SAT03/industrial/li/li-test4/li-test4-100.shuffled-as.sat03-370.cnf,1,0.0935,2.0614
./SAT04/industrial/velev/vliw_unsat_2.0/9dlx_vliw_at_b_iq8.used-as.sat04-718.cnf,1,0,2.3209
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.045-NOTKNOWN.cnf,1,0.0028,2.0117
./SAT03/industrial/schuppan/l2s/valves-gates-1-k617-unsat.shuffled-as.sat03-412.cnf,1,0.1476,1.1789
./SAT11/application/leberre/2dimensionalstrippacking/E05F18.cnf,1,0.0002,0.6184
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtpmspalu-tseitin.cnf,1,0.0007,0.3486
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top30.cnf,1,0.0313,0.5773
SAT-Race-2010-CNF/hardware-verification/velev/11pipe_11_ooo.cnf,1,0,2.8577
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvtms14x8p1-tseitin.cnf,1,0,0.4942
./SAT11/application/fuhs/AProVE11/AProVE11-11.cnf,1,0.0208,0.2564
./SAT11/application/manthey/traffic/traffic_r_uc_sat.cnf,1,0.0519,0.207
./SAT07/industrial/fuhs/medium/AProVE07-21.cnf,1,0.0105,0.2967
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k45.cnf,1,0.0007,0.6415
./SAT11/application/rintanen/SATPlanning/transport-transport-two-cities-sequential-15nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.040-SAT.cnf,1,0.0136,4.3411
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.050-NOTKNOWN.cnf,1,0,1.2819
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_008_063_080-tseitin.cnf,1,0,1.9281
./SAT05/industrial/grieu05/vmpc/vmpc_36.renamed-as.sat05-1922.cnf,1,0,0.2928
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom12.cnf,1,0.0115,0.706
./SAT07/industrial/anbulagan/medium-unsat/dated-5-11-u.cnf,1,0.0001,0.4555
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf,1,0.0025,1.9209
SAT-Race-2010-CNF/software-verification/nec/hard-18-U-10652.cnf,1,0,2.9214
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pathways-17-step20.cnf,1,0.0011,0.9322
./SAT09/APPLICATIONS/bitverif/maxxor/maxxor032.cnf,1,0.0213,0.6025
./SAT09/APPLICATIONS/bitverif/countbitsarray/countbitsarray04_32.cnf,1,0.0094,0.3531
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bobsmhdlc2-tseitin.cnf,1,0.0043,0.3446
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.070-NOTKNOWN.cnf,1,0,1.2893
./SAT09/APPLICATIONS/diagnosis/UTI-20-10p1.cnf,1,0,0.4363
./SAT09/APPLICATIONS/c32sat/post-c32s-gcdm16-23.cnf,1,0.0151,0.5451
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bc57sensorsp3-tseitin.cnf,1,0.0058,1.1904
./SAT09/APPLICATIONS/crypto/desgen/gss-21-s100.cnf,1,0.0133,1.0745
./SAT02/industrial/goldberg/rand_net/rand_net60-25-10.shuffled.cnf,1,0.0098,0.822
./SAT02/industrial/dellacherie/comb/comb1.shuffled.cnf,1,0.0052,0.3644
./SAT09/APPLICATIONS/bitverif/countbitsrotate/countbitsrotate032.cnf,1,0.0117,0.3086
./SAT02/industrial/nam/fpga-routing/k2fix_gr_rcs_w8.shuffled.cnf,1,0,0.8023
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom13.cnf,1,0.0169,0.7063
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom15.cnf,1,0.0212,0.7069
./SAT05/industrial/maris05/Rovers/rovers1_ks99i.renamed-as.sat05-3971.cnf,1,0.0018,0.8084
./SAT04/industrial/vangelder/cnf-color/myciel6-tr.used-as.sat04-320.cnf,1,0.0001,0.7067
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-18-step16.cnf,1,0,2.9956
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-12-step16.cnf,1,0,1.7785
./SAT11/application/kullmann/AES/Benchmarks/32/aes_32_5_keyfind_1.cnf,1,0.0164,0.1624
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-18-step15.cnf,1,0,2.9933
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtviseisenberg2-tseitin.cnf,1,0.0016,0.4264
./SAT11/application/leberre/2dimensionalstrippacking/E05F20.cnf,1,0.0097,0.5796
./SAT04/industrial/hoonsang/vis-bmc/all.used-as.sat04-986.cnf,1,0.0006,1.2677
SAT_RACE08/Q1/SAT_dat.k80_04.cnf,1,0.0008,0.6552
SAT_RACE06/velev-npe-1.0-9dlx-b71.cnf,1,?,?
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtswvsam6x8p3-tseitin.cnf,1,0.0002,0.4904
./SAT11/application/leberre/2dimensionalstrippacking/E07N15.cnf,1,?,?
./SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor128.cnf,1,0.0253,0.8792
./SAT11/application/kullmann/AES/Benchmarks/64/aes_64_2_keyfind_1.cnf,1,0.0035,0.2575
./SAT02/industrial/goldberg/rand_net/rand_net60-30-1.shuffled.cnf,1,0.0102,0.7633
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtpmsgoodbakery-tseitin.cnf,1,0.0032,0.3386
./SAT11/application/kullmann/AES/Benchmarks/32/aes_32_4_keyfind_1.cnf,1,0.0165,0.1635
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top21.cnf,1,0.0242,0.5407
SAT_RACE08/cnf/manol-pipe-c10nidw.cnf,1,0.0016,0.3822
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_08_UNSAT.cnf,1,0,0.9288
./SAT05/industrial/maris05/DriverLog/driverlog1_ks99i.renamed-as.sat05-3951.cnf,1,?,?
./SAT05/industrial/grieu05/vmpc/vmpc_34.renamed-as.sat05-1926.cnf,1,0,0.292
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-12-step15.cnf,1,0,1.7765
./SAT09/APPLICATIONS/crypto/md5gen/gus-md5-12.cnf,1,0.0004,0.1787
./SAT02/industrial/goldberg/rand_net/rand_net60-40-10.shuffled.cnf,1,0.0099,0.6972
./SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.030-NOTKNOWN.cnf,1,0.0112,5.9293
./SAT05/industrial/grieu05/vmpc/vmpc_32.renamed-as.sat05-1919.cnf,1,0,0.291
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom14.cnf,1,0.0197,0.7066
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k100.cnf,1,0.0008,0.6509
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_18_SAT.cnf,1,0,1.39
./SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_19_UNKNOWN.cnf,1,0,1.5232
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq57_a.cnf,1,0,2.2924
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom26.cnf,1,0.0351,0.7255
SAT-Race-2010-CNF/cryptography/mizh/sha0_36_5.cnf,1,0.0007,0.1864
./SAT07/industrial/IBM_FV_2004_30/IBM_FV_2004_rule_batch_30_SAT_dat.k55.cnf,1,0.0024,0.6187
./SAT09/APPLICATIONS/diagnosis/UTI-20-10p0.cnf,1,0,0.441
./SAT11/application/manthey/traffic/traffic_3b_unknown.cnf,1,0,0.172
./SAT04/industrial/velev/pipe-sat-1-1/12pipe_bug4_q0.used-as.sat04-723.cnf,1,0,2.8162
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom17.cnf,1,0.024,0.7084
./SAT11/application/leberre/2dimensionalstrippacking/E04N18.cnf,1,0.0005,0.5701
./SAT09/APPLICATIONS/diagnosis/UCG-15-5p0.cnf,1,0,0.4535
./SAT02/industrial/goldberg/rand_net/rand_net70-60-10.shuffled.cnf,1,0.0097,0.6465
./SAT11/application/leberre/2dimensionalstrippacking/E02F17.cnf,1,0.001,0.5974
./SAT04/industrial/hoonsang/vis-bmc/dekker.used-as.sat04-989.cnf,1,0.0005,1.2719
./SAT11/application/kullmann/AES/Benchmarks/64/aes_64_3_keyfind_1.cnf,1,0.0036,0.254
./SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.020-NOTKNOWN.cnf,1,0.0083,5.8326
./SAT11/application/manthey/traffic/traffic_kkb_unknown.cnf,1,0,0.157
./SAT07/industrial/palacios/medium/cube-11-h14-sat.cnf,1,0.0193,0.3088
./SAT07/industrial/crypto/mizh-sha0-36-2.cnf,1,0.0007,0.1863
./SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.130-NOTKNOWN.cnf,1,0.0086,3.3721
./SAT11/application/kullmann/AES/Benchmarks/64/aes_64_4_keyfind_1.cnf,1,0.0037,0.2523
./SAT07/industrial/anbulagan/hard-sat/partial-10-13-s.cnf,1,0,0.4929
./SAT09/APPLICATIONS/bitverif/countbitswegner/countbitswegner128.cnf,1,0.0023,0.7675
./SAT09/APPLICATIONS/crypto/desgen/gss-14-s100.cnf,1,0.0131,1.0757
SAT_RACE08/cnf/ibm-2004-01-k90.cnf,1,0.0027,0.6092
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_15_SAT.cnf,1,0,1.2804
./SAT09/APPLICATIONS/diagnosis/UR-10-10p1.cnf,1,0.0001,0.4645
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-rovers-18-step11.cnf,1,0,1.1962
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top29.cnf,1,0.0302,0.5719
./SAT02/industrial/aloul/Bart/bart17.shuffled.cnf,1,0.2186,1.0481
./SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq7.cnf,1,0,2.2587
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.160-NOTKNOWN.cnf,1,0.0087,3.3298
./SAT02/industrial/nam/fpga-routing/k2fix_gr_rcs_w9.shuffled.cnf,1,0,0.8758
./SAT09/APPLICATIONS/diagnosis/UCG-15-10p0.cnf,1,0,0.4568
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtviseisenberg1-tseitin.cnf,1,0.0016,0.4267
./SAT11/application/fuhs/AProVE11/AProVE11-13.cnf,1,0.0423,0.2115
./SAT04/industrial/velev/vliw_unsat_2.0/9dlx_vliw_at_b_iq9.used-as.sat04-719.cnf,1,0,2.3975
./SAT02/industrial/aloul/Homer/homer17.shuffled.cnf,1,0.1813,1.0232
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-nlzbe256-tseitin.cnf,1,0,0.2647
./SAT04/industrial/vangelder/cnf-color/abb313GPIA-9-c.used-as.sat04-317.cnf,1,0.3092,0.0783
SAT-Race-2010-CNF/software-verification/nec/hard-6-U-7061.cnf,1,0,1.7641
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq60_a.cnf,1,0,2.3455
./SAT11/application/fuhs/AProVE11/AProVE11-10.cnf,1,0.0231,0.2117
./SAT09/APPLICATIONS/diagnosis/UR-20-10p1.cnf,1,0,0.4389
./SAT11/application/leberre/2dimensionalstrippacking/korf-15.cnf,1,0.0008,0.7076
./SAT11/application/leberre/2dimensionalstrippacking/E02F20.cnf,1,0.0179,0.5251
SAT_RACE06/velev-pipe-sat-1.0-b9.cnf,1,0,3.0913
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.080-SAT.cnf,1,0,1.2913
./SAT05/industrial/narain05/vpn/clauses-8.renamed-as.sat05-1964.cnf,1,0.0119,1.2985
./SAT11/application/fuhs/AProVE11/AProVE11-15.cnf,1,0.0219,0.2271
./SAT07/industrial/anbulagan/hard-unsat/dated-5-13-u.cnf,1,0,0.4464
./SAT09/APPLICATIONS/crypto/desgen/gss-22-s100.cnf,1,0.0132,1.0851
./SAT11/application/kullmann/AES/Benchmarks/128/aes_128_2_keyfind_1.cnf,1,0.0026,0.2662
./SAT07/industrial/anbulagan/hard-unsat/total-10-17-u.cnf,1,0,0.3881
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom25.cnf,1,0.0341,0.723
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bjrb07amba2andenv-tseitin.cnf,1,0.0111,0.4194
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.040-NOTKNOWN.cnf,1,0,1.2744
SAT_RACE08/cnf/ibm-2004-23-k100.cnf,1,0.0002,0.8021
./SAT11/application/manthey/traffic/traffic_r_sat.cnf,1,0.0005,0.1277
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_09_UNKNOWN.cnf,1,0,0.9915
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf,1,0.0087,2.3778
./SAT02/industrial/biere/dinphil/dp04s04.shuffled.cnf,1,0.0013,0.4393
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top24.cnf,1,0.0258,0.5495
./SAT11/application/rintanen/SATPlanning/grid-strips-grid-y-4.025-NOTKNOWN.cnf,1,0,5.0719
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top23.cnf,1,0.0251,0.5459
./SAT09/APPLICATIONS/bioinfo/q_query_3_L150_coli.sat.cnf,1,0.0073,0.45
./SAT11/application/leberre/2dimensionalstrippacking/E05X15.cnf,1,0.0011,0.7226
./SAT09/APPLICATIONS/bitverif/smulo/smulo064.cnf,1,0.0183,0.2741
./SAT09/APPLICATIONS/diagnosis/UTI-20-10t0.cnf,1,0,0.3325
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bc57sensorsp2-tseitin.cnf,1,0.0041,1.1914
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom20.cnf,1,0.0277,0.7127
./SAT11/application/leberre/2dimensionalstrippacking/E03N17.cnf,1,0.0008,0.5982
./SAT09/APPLICATIONS/bitverif/countbitssrl/countbitssrl064.cnf,1,0.0021,0.5296
./SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.040-NOTKNOWN.cnf,1,0.0075,5.4759
./SAT09/APPLICATIONS/diagnosis/UCG-15-10p1.cnf,1,0,0.4407
./SAT09/APPLICATIONS/bioinfo/q_query_3_l46_lambda.cnf,1,0.0002,0.3797
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bc57sensorsp1-tseitin.cnf,1,0.0039,1.1576
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtvissoap1-tseitin.cnf,1,0.0026,0.3802
./SAT03/industrial/maris/CNF/gripper13u.shuffled-as.sat03-395.cnf,1,0.0063,0.6965
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.170-NOTKNOWN.cnf,1,0.0087,3.3352
./SAT02/industrial/biere/dinphil/dp04u03.shuffled.cnf,1,0.0012,0.417
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-TPP-30-step11.cnf,1,0.0346,1.1645
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k20.cnf,1,0.0007,0.6366
SAT_RACE08/cnf/ibm-2002-30r-k85.cnf,1,0.0013,0.7966
./SAT09/APPLICATIONS/diagnosis/UCG-20-5p1.cnf,1,0,0.4303
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-countbits128-tseitin.cnf,1,0.0092,0.7793
./SAT11/application/fuhs/AProVE11/AProVE11-02.cnf,1,0.0221,0.2127
./SAT07/industrial/jarvisalo/eq.atree.braun.11.unsat.cnf,1,0.0052,0.3822
./SAT09/APPLICATIONS/crypto/desgen/gss-27-s100.cnf,1,0.0138,1.0717
./SAT05/industrial/grieu05/vmpc/vmpc_29.renamed-as.sat05-1916.cnf,1,0,0.2893
./SAT11/application/rintanen/SATPlanning/grid-strips-grid-y-3.035-NOTKNOWN.cnf,1,0,4.347
./SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_09_UNSAT.cnf,1,0,1.0399
./SAT07/industrial/palacios/hard/sortnet-7-ipc5-h15-unsat.cnf,1,0,0.9274
./SAT04/industrial/velev/pipe-sat-1-1/12pipe_bug6_q0.used-as.sat04-725.cnf,1,0,2.7607
SAT-Race-2010-CNF/hardware-verification/velev/11pipe_k.cnf,1,0,2.9707
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtvisns2p3-tseitin.cnf,1,0.0011,0.3571
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom21.cnf,1,0.0305,0.7144
./SAT09/APPLICATIONS/bitverif/maxxor/maxxor128.cnf,1,0.0233,1.0203
./SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.030-NOTKNOWN.cnf,1,0.0074,5.4502
./SAT03/industrial/kukula/addm_bench/am_7_7.shuffled-as.sat03-363.cnf,1,0.025,0.4523
./SAT07/industrial/babic/hsatv17/hsat_vc12062.cnf,1,?,?
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top22.cnf,1,0.0246,0.543
./SAT11/application/manthey/traffic/traffic_pcb_unknown.cnf,1,0,0.1552
./SAT11/application/fuhs/AProVE11/AProVE11-12.cnf,1,0.0183,0.2504
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k80.cnf,1,0.0007,0.6477
./SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.060-SAT.cnf,1,0.0237,4.0055
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-src_wget_vc18517-tseitin.cnf,1,0.0185,0.6089
./SAT09/APPLICATIONS/c32sat/post-cbmc-zfcp-2.8-u2-noholes.cnf,1,?,?
./SAT11/application/leberre/2dimensionalstrippacking/E00N23.cnf,1,0.0017,0.6493
./SAT09/APPLICATIONS/diagnosis/UTI-10-5t1.cnf,1,0,0.4281
./SAT04/industrial/vangelder/cnf-color/abb313GPIA-9-tr.used-as.sat04-321.cnf,1,0,1.2166
./SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor016.cnf,1,0.0144,0.4951
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom22.cnf,1,0.0318,0.7162
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libsmbsharemodes_vc5759-tseitin.cnf,1,0.0148,0.6169
./SAT02/industrial/aloul/Homer/homer16.shuffled.cnf,1,0.1983,1.002
SAT_RACE08/Q1/SAT_dat.k85.cnf,1,0.0013,0.7966
./SAT11/application/manthey/traffic/traffic_fb_unknown.cnf,1,0,0.1557
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvqis8x8p2-tseitin.cnf,1,0.0004,0.396
./SAT03/industrial/simon/sat02/6pipe_6_ooo.shuffled-as.sat03-413.cnf,1,0.0001,2.2699
./SAT09/APPLICATIONS/crypto/md5gen/gus-md5-11.cnf,1,0.0004,0.1785
SAT_RACE06/velev-pipe-o-uns-1.1-6.cnf,1,0,1.9549
SAT_RACE08/cnf/mizh-sha0-36-4.cnf,1,0.0007,0.1863
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.035-NOTKNOWN.cnf,1,0.0036,1.9933
SAT_RACE08/cnf/manol-pipe-c6bidw_i.cnf,1,0.0004,0.3904
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-VS3-benchmark-S2-tseitin.cnf,1,0.0109,0.2655
./SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.040-NOTKNOWN.cnf,1,0.0127,5.9663
./SAT02/industrial/biere/dinphil/dp10s10.shuffled.cnf,1,0.0013,0.4719
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-servers_slapd_a_vc149789-tseitin.cnf,1,0.0187,0.2165
./SAT11/application/kullmann/AES/Benchmarks/32/aes_32_3_keyfind_1.cnf,1,0.017,0.1654
