@RELATION 'FEATURE_VALUES-SAT11-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 1'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC

@DATA
./SAT07/industrial/anbulagan/hard-unsat/partial-5-11-u.cnf,1,0.0001
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.085-SAT.cnf,1,0.025
./SAT07/industrial/anbulagan/hard-sat/partial-10-15-s.cnf,1,0
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom24.cnf,1,0.0336
./SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.120-NOTKNOWN.cnf,1,0.0086
./SAT09/APPLICATIONS/crypto/desgen/gss-16-s100.cnf,1,0.0134
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom23.cnf,1,0.0326
SAT_RACE08/cnf/velev-vliw-uns-4.0-9-i1.cnf,1,0
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.030-NOTKNOWN.cnf,1,0
./SAT03/industrial/goldberg/hard_eq_check/k2mul.miter.shuffled-as.sat03-355.cnf,1,0.0171
./SAT11/application/fuhs/AProVE11/AProVE11-07.cnf,1,0.0216
SAT_RACE06/ibm-2002-21r-k95.cnf,1,0.0004
./SAT11/application/kullmann/AES/Benchmarks/128/aes_128_1_keyfind_1.cnf,1,0.0024
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_004_127_112-tseitin.cnf,1,?
./SAT11/application/leberre/2dimensionalstrippacking/E15N15.cnf,1,?
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.045-NOTKNOWN.cnf,1,0.0029
./SAT07/industrial/fuhs/hard/AProVE07-01.cnf,1,0.0028
./SAT03/industrial/li/li-test4/li-test4-100.shuffled-as.sat03-370.cnf,1,0.0935
./SAT04/industrial/velev/vliw_unsat_2.0/9dlx_vliw_at_b_iq8.used-as.sat04-718.cnf,1,0
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.045-NOTKNOWN.cnf,1,0.0028
./SAT03/industrial/schuppan/l2s/valves-gates-1-k617-unsat.shuffled-as.sat03-412.cnf,1,0.1476
./SAT11/application/leberre/2dimensionalstrippacking/E05F18.cnf,1,0.0002
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtpmspalu-tseitin.cnf,1,0.0007
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top30.cnf,1,0.0313
SAT-Race-2010-CNF/hardware-verification/velev/11pipe_11_ooo.cnf,1,0
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvtms14x8p1-tseitin.cnf,1,0
./SAT11/application/fuhs/AProVE11/AProVE11-11.cnf,1,0.0208
./SAT11/application/manthey/traffic/traffic_r_uc_sat.cnf,1,0.0519
./SAT07/industrial/fuhs/medium/AProVE07-21.cnf,1,0.0105
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k45.cnf,1,0.0007
./SAT11/application/rintanen/SATPlanning/transport-transport-two-cities-sequential-15nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.040-SAT.cnf,1,0.0136
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.050-NOTKNOWN.cnf,1,0
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_008_063_080-tseitin.cnf,1,0
./SAT05/industrial/grieu05/vmpc/vmpc_36.renamed-as.sat05-1922.cnf,1,0
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom12.cnf,1,0.0115
./SAT07/industrial/anbulagan/medium-unsat/dated-5-11-u.cnf,1,0.0001
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf,1,0.0025
SAT-Race-2010-CNF/software-verification/nec/hard-18-U-10652.cnf,1,0
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pathways-17-step20.cnf,1,0.0011
./SAT09/APPLICATIONS/bitverif/maxxor/maxxor032.cnf,1,0.0213
./SAT09/APPLICATIONS/bitverif/countbitsarray/countbitsarray04_32.cnf,1,0.0094
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bobsmhdlc2-tseitin.cnf,1,0.0043
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.070-NOTKNOWN.cnf,1,0
./SAT09/APPLICATIONS/diagnosis/UTI-20-10p1.cnf,1,0
./SAT09/APPLICATIONS/c32sat/post-c32s-gcdm16-23.cnf,1,0.0151
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bc57sensorsp3-tseitin.cnf,1,0.0058
./SAT09/APPLICATIONS/crypto/desgen/gss-21-s100.cnf,1,0.0133
./SAT02/industrial/goldberg/rand_net/rand_net60-25-10.shuffled.cnf,1,0.0098
./SAT02/industrial/dellacherie/comb/comb1.shuffled.cnf,1,0.0052
./SAT09/APPLICATIONS/bitverif/countbitsrotate/countbitsrotate032.cnf,1,0.0117
./SAT02/industrial/nam/fpga-routing/k2fix_gr_rcs_w8.shuffled.cnf,1,0
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom13.cnf,1,0.0169
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom15.cnf,1,0.0212
./SAT05/industrial/maris05/Rovers/rovers1_ks99i.renamed-as.sat05-3971.cnf,1,0.0018
./SAT04/industrial/vangelder/cnf-color/myciel6-tr.used-as.sat04-320.cnf,1,0.0001
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-18-step16.cnf,1,0
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-12-step16.cnf,1,0
./SAT11/application/kullmann/AES/Benchmarks/32/aes_32_5_keyfind_1.cnf,1,0.0164
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-18-step15.cnf,1,0
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtviseisenberg2-tseitin.cnf,1,0.0016
./SAT11/application/leberre/2dimensionalstrippacking/E05F20.cnf,1,0.0097
./SAT04/industrial/hoonsang/vis-bmc/all.used-as.sat04-986.cnf,1,0.0006
SAT_RACE08/Q1/SAT_dat.k80_04.cnf,1,0.0008
SAT_RACE06/velev-npe-1.0-9dlx-b71.cnf,1,?
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtswvsam6x8p3-tseitin.cnf,1,0.0002
./SAT11/application/leberre/2dimensionalstrippacking/E07N15.cnf,1,?
./SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor128.cnf,1,0.0253
./SAT11/application/kullmann/AES/Benchmarks/64/aes_64_2_keyfind_1.cnf,1,0.0035
./SAT02/industrial/goldberg/rand_net/rand_net60-30-1.shuffled.cnf,1,0.0102
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtpmsgoodbakery-tseitin.cnf,1,0.0032
./SAT11/application/kullmann/AES/Benchmarks/32/aes_32_4_keyfind_1.cnf,1,0.0165
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top21.cnf,1,0.0242
SAT_RACE08/cnf/manol-pipe-c10nidw.cnf,1,0.0016
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_08_UNSAT.cnf,1,0
./SAT05/industrial/maris05/DriverLog/driverlog1_ks99i.renamed-as.sat05-3951.cnf,1,?
./SAT05/industrial/grieu05/vmpc/vmpc_34.renamed-as.sat05-1926.cnf,1,0
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-12-step15.cnf,1,0
./SAT09/APPLICATIONS/crypto/md5gen/gus-md5-12.cnf,1,0.0004
./SAT02/industrial/goldberg/rand_net/rand_net60-40-10.shuffled.cnf,1,0.0099
./SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.030-NOTKNOWN.cnf,1,0.0112
./SAT05/industrial/grieu05/vmpc/vmpc_32.renamed-as.sat05-1919.cnf,1,0
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom14.cnf,1,0.0197
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k100.cnf,1,0.0008
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_18_SAT.cnf,1,0
./SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_19_UNKNOWN.cnf,1,0
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq57_a.cnf,1,0
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom26.cnf,1,0.0351
SAT-Race-2010-CNF/cryptography/mizh/sha0_36_5.cnf,1,0.0007
./SAT07/industrial/IBM_FV_2004_30/IBM_FV_2004_rule_batch_30_SAT_dat.k55.cnf,1,0.0024
./SAT09/APPLICATIONS/diagnosis/UTI-20-10p0.cnf,1,0
./SAT11/application/manthey/traffic/traffic_3b_unknown.cnf,1,0
./SAT04/industrial/velev/pipe-sat-1-1/12pipe_bug4_q0.used-as.sat04-723.cnf,1,0
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom17.cnf,1,0.024
./SAT11/application/leberre/2dimensionalstrippacking/E04N18.cnf,1,0.0005
./SAT09/APPLICATIONS/diagnosis/UCG-15-5p0.cnf,1,0
./SAT02/industrial/goldberg/rand_net/rand_net70-60-10.shuffled.cnf,1,0.0097
./SAT11/application/leberre/2dimensionalstrippacking/E02F17.cnf,1,0.001
./SAT04/industrial/hoonsang/vis-bmc/dekker.used-as.sat04-989.cnf,1,0.0005
./SAT11/application/kullmann/AES/Benchmarks/64/aes_64_3_keyfind_1.cnf,1,0.0036
./SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.020-NOTKNOWN.cnf,1,0.0083
./SAT11/application/manthey/traffic/traffic_kkb_unknown.cnf,1,0
./SAT07/industrial/palacios/medium/cube-11-h14-sat.cnf,1,0.0193
./SAT07/industrial/crypto/mizh-sha0-36-2.cnf,1,0.0007
./SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.130-NOTKNOWN.cnf,1,0.0086
./SAT11/application/kullmann/AES/Benchmarks/64/aes_64_4_keyfind_1.cnf,1,0.0037
./SAT07/industrial/anbulagan/hard-sat/partial-10-13-s.cnf,1,0
./SAT09/APPLICATIONS/bitverif/countbitswegner/countbitswegner128.cnf,1,0.0023
./SAT09/APPLICATIONS/crypto/desgen/gss-14-s100.cnf,1,0.0131
SAT_RACE08/cnf/ibm-2004-01-k90.cnf,1,0.0027
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_15_SAT.cnf,1,0
./SAT09/APPLICATIONS/diagnosis/UR-10-10p1.cnf,1,0.0001
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-rovers-18-step11.cnf,1,0
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top29.cnf,1,0.0302
./SAT02/industrial/aloul/Bart/bart17.shuffled.cnf,1,0.2186
./SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq7.cnf,1,0
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.160-NOTKNOWN.cnf,1,0.0087
./SAT02/industrial/nam/fpga-routing/k2fix_gr_rcs_w9.shuffled.cnf,1,0
./SAT09/APPLICATIONS/diagnosis/UCG-15-10p0.cnf,1,0
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtviseisenberg1-tseitin.cnf,1,0.0016
./SAT11/application/fuhs/AProVE11/AProVE11-13.cnf,1,0.0423
./SAT04/industrial/velev/vliw_unsat_2.0/9dlx_vliw_at_b_iq9.used-as.sat04-719.cnf,1,0
./SAT02/industrial/aloul/Homer/homer17.shuffled.cnf,1,0.1813
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-nlzbe256-tseitin.cnf,1,0
./SAT04/industrial/vangelder/cnf-color/abb313GPIA-9-c.used-as.sat04-317.cnf,1,0.3092
SAT-Race-2010-CNF/software-verification/nec/hard-6-U-7061.cnf,1,0
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq60_a.cnf,1,0
./SAT11/application/fuhs/AProVE11/AProVE11-10.cnf,1,0.0231
./SAT09/APPLICATIONS/diagnosis/UR-20-10p1.cnf,1,0
./SAT11/application/leberre/2dimensionalstrippacking/korf-15.cnf,1,0.0008
./SAT11/application/leberre/2dimensionalstrippacking/E02F20.cnf,1,0.0179
SAT_RACE06/velev-pipe-sat-1.0-b9.cnf,1,0
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.080-SAT.cnf,1,0
./SAT05/industrial/narain05/vpn/clauses-8.renamed-as.sat05-1964.cnf,1,0.0119
./SAT11/application/fuhs/AProVE11/AProVE11-15.cnf,1,0.0219
./SAT07/industrial/anbulagan/hard-unsat/dated-5-13-u.cnf,1,0
./SAT09/APPLICATIONS/crypto/desgen/gss-22-s100.cnf,1,0.0132
./SAT11/application/kullmann/AES/Benchmarks/128/aes_128_2_keyfind_1.cnf,1,0.0026
./SAT07/industrial/anbulagan/hard-unsat/total-10-17-u.cnf,1,0
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom25.cnf,1,0.0341
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bjrb07amba2andenv-tseitin.cnf,1,0.0111
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.040-NOTKNOWN.cnf,1,0
SAT_RACE08/cnf/ibm-2004-23-k100.cnf,1,0.0002
./SAT11/application/manthey/traffic/traffic_r_sat.cnf,1,0.0005
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_09_UNKNOWN.cnf,1,0
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf,1,0.0087
./SAT02/industrial/biere/dinphil/dp04s04.shuffled.cnf,1,0.0013
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top24.cnf,1,0.0258
./SAT11/application/rintanen/SATPlanning/grid-strips-grid-y-4.025-NOTKNOWN.cnf,1,0
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top23.cnf,1,0.0251
./SAT09/APPLICATIONS/bioinfo/q_query_3_L150_coli.sat.cnf,1,0.0073
./SAT11/application/leberre/2dimensionalstrippacking/E05X15.cnf,1,0.0011
./SAT09/APPLICATIONS/bitverif/smulo/smulo064.cnf,1,0.0183
./SAT09/APPLICATIONS/diagnosis/UTI-20-10t0.cnf,1,0
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bc57sensorsp2-tseitin.cnf,1,0.0041
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom20.cnf,1,0.0277
./SAT11/application/leberre/2dimensionalstrippacking/E03N17.cnf,1,0.0008
./SAT09/APPLICATIONS/bitverif/countbitssrl/countbitssrl064.cnf,1,0.0021
./SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.040-NOTKNOWN.cnf,1,0.0075
./SAT09/APPLICATIONS/diagnosis/UCG-15-10p1.cnf,1,0
./SAT09/APPLICATIONS/bioinfo/q_query_3_l46_lambda.cnf,1,0.0002
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bc57sensorsp1-tseitin.cnf,1,0.0039
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtvissoap1-tseitin.cnf,1,0.0026
./SAT03/industrial/maris/CNF/gripper13u.shuffled-as.sat03-395.cnf,1,0.0063
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.170-NOTKNOWN.cnf,1,0.0087
./SAT02/industrial/biere/dinphil/dp04u03.shuffled.cnf,1,0.0012
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-TPP-30-step11.cnf,1,0.0346
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k20.cnf,1,0.0007
SAT_RACE08/cnf/ibm-2002-30r-k85.cnf,1,0.0013
./SAT09/APPLICATIONS/diagnosis/UCG-20-5p1.cnf,1,0
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-countbits128-tseitin.cnf,1,0.0092
./SAT11/application/fuhs/AProVE11/AProVE11-02.cnf,1,0.0221
./SAT07/industrial/jarvisalo/eq.atree.braun.11.unsat.cnf,1,0.0052
./SAT09/APPLICATIONS/crypto/desgen/gss-27-s100.cnf,1,0.0138
./SAT05/industrial/grieu05/vmpc/vmpc_29.renamed-as.sat05-1916.cnf,1,0
./SAT11/application/rintanen/SATPlanning/grid-strips-grid-y-3.035-NOTKNOWN.cnf,1,0
./SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_09_UNSAT.cnf,1,0
./SAT07/industrial/palacios/hard/sortnet-7-ipc5-h15-unsat.cnf,1,0
./SAT04/industrial/velev/pipe-sat-1-1/12pipe_bug6_q0.used-as.sat04-725.cnf,1,0
SAT-Race-2010-CNF/hardware-verification/velev/11pipe_k.cnf,1,0
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtvisns2p3-tseitin.cnf,1,0.0011
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom21.cnf,1,0.0305
./SAT09/APPLICATIONS/bitverif/maxxor/maxxor128.cnf,1,0.0233
./SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.030-NOTKNOWN.cnf,1,0.0074
./SAT03/industrial/kukula/addm_bench/am_7_7.shuffled-as.sat03-363.cnf,1,0.025
./SAT07/industrial/babic/hsatv17/hsat_vc12062.cnf,1,?
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top22.cnf,1,0.0246
./SAT11/application/manthey/traffic/traffic_pcb_unknown.cnf,1,0
./SAT11/application/fuhs/AProVE11/AProVE11-12.cnf,1,0.0183
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k80.cnf,1,0.0007
./SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.060-SAT.cnf,1,0.0237
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-src_wget_vc18517-tseitin.cnf,1,0.0185
./SAT09/APPLICATIONS/c32sat/post-cbmc-zfcp-2.8-u2-noholes.cnf,1,?
./SAT11/application/leberre/2dimensionalstrippacking/E00N23.cnf,1,0.0017
./SAT09/APPLICATIONS/diagnosis/UTI-10-5t1.cnf,1,0
./SAT04/industrial/vangelder/cnf-color/abb313GPIA-9-tr.used-as.sat04-321.cnf,1,0
./SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor016.cnf,1,0.0144
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom22.cnf,1,0.0318
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libsmbsharemodes_vc5759-tseitin.cnf,1,0.0148
./SAT02/industrial/aloul/Homer/homer16.shuffled.cnf,1,0.1983
SAT_RACE08/Q1/SAT_dat.k85.cnf,1,0.0013
./SAT11/application/manthey/traffic/traffic_fb_unknown.cnf,1,0
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvqis8x8p2-tseitin.cnf,1,0.0004
./SAT03/industrial/simon/sat02/6pipe_6_ooo.shuffled-as.sat03-413.cnf,1,0.0001
./SAT09/APPLICATIONS/crypto/md5gen/gus-md5-11.cnf,1,0.0004
SAT_RACE06/velev-pipe-o-uns-1.1-6.cnf,1,0
SAT_RACE08/cnf/mizh-sha0-36-4.cnf,1,0.0007
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.035-NOTKNOWN.cnf,1,0.0036
SAT_RACE08/cnf/manol-pipe-c6bidw_i.cnf,1,0.0004
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-VS3-benchmark-S2-tseitin.cnf,1,0.0109
./SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.040-NOTKNOWN.cnf,1,0.0127
./SAT02/industrial/biere/dinphil/dp10s10.shuffled.cnf,1,0.0013
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-servers_slapd_a_vc149789-tseitin.cnf,1,0.0187
./SAT11/application/kullmann/AES/Benchmarks/32/aes_32_3_keyfind_1.cnf,1,0.017
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtvisns3p00-tseitin.cnf,1,0.0015
./SAT11/application/fuhs/AProVE11/AProVE11-16.cnf,1,0.0207
./SAT11/application/fuhs/AProVE11/AProVE11-06.cnf,1,0.0278
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvrod6x8p1-tseitin.cnf,1,0.0006
SAT-Race-2010-CNF/cryptography/mizh/md5_48_3.cnf,1,0.0001
./SAT02/industrial/goldberg/fpga_routing/vda_gr_rcs_w9.shuffled.cnf,1,0
./SAT07/industrial/anbulagan/hard-unsat/dated-10-17-u.cnf,1,0
./SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug5.cnf,1,0
./SAT09/APPLICATIONS/diagnosis/UTI-20-10t1.cnf,1,0
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-eijkbs6669-tseitin.cnf,1,0.0149
./SAT11/application/manthey/traffic/traffic_3_uc_sat.cnf,1,0.0003
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom16.cnf,1,0.0226
./SAT02/industrial/aloul/Homer/homer14.shuffled.cnf,1,0.0695
./SAT03/industrial/li/li-exam/li-exam-61.shuffled-as.sat03-366.cnf,1,0.0267
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-rovers-18-step12.cnf,1,0
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top28.cnf,1,0.0293
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-nusmvreactorp4-tseitin.cnf,1,0.0132
./SAT09/APPLICATIONS/bitverif/minxorminand/minxorminand128.cnf,1,0.0002
./SAT09/APPLICATIONS/diagnosis/ACG-15-5p1.cnf,1,0.0011
./SAT07/industrial/babic/dspam/dspam_dump_vc949.cnf,1,?
./SAT09/APPLICATIONS/bitverif/mulhs/mulhs016.cnf,1,0.0114
./SAT11/application/manthey/traffic/traffic_f_unknown.cnf,1,0
./SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.050-SAT.cnf,1,0.0076
SAT-Race-2010-CNF/software-verification/nec/hard-25-U-7061.cnf,1,?
./SAT03/industrial/schuppan/l2s/dme-03-1-k247-unsat.shuffled-as.sat03-407.cnf,1,0.0063
