@RELATION 'FEATURE_VALUES-SAT12-RAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC

@DATA
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S1018943457-089.SATISFIABLE.cnf,1,6230,6230,0.1,70,0.0111,0.1,0.1,12,0.0069,15,9,9,12.0972,70,8.7181,0.1
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/12000/unif-k3-r4.2-v12000-c50400-S1510966387-018.cnf,1,50400,50088,0.0003,11696,0.0005,0.0003,0.0003,2547,0.0001,2577,0,2504,2299.5,12000,437.2,0.0005
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/180/unif-k7-r85-v180-c15300-S1802626390-033.cnf,1,15300,15300,0.0389,180,0.0117,0.0389,0.0389,29,0.0026,35,25,24,29.7098,180,16.5683,0.0389
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/65/unif-k7-r89-v65-c5785-S1645769281-097.cnf,1,5785,5785,0.1077,65,0.0111,0.1077,0.1077,11,0.0067,14,8,8,11.2868,65,8.5152,0.1077
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/4000/unif-k3-r4.2-v4000-c16800-S139794312-098.cnf,1,16800,16683,0.0008,3902,0.0016,0.0008,0.0008,851,0.0004,876,819,816,851.661,4000,110.587,0.0015
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/180/unif-k7-r85-v180-c15300-S1295462378-089.cnf,1,15300,15300,0.0389,180,0.0117,0.0389,0.0389,30,0.0024,35,25,25,29.971,180,16.4436,0.0389
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/75/unif-k7-r89-v75-c6675-S819692891-023.cnf,1,6675,6675,0.0933,75,0.0111,0.0933,0.0933,13,0.0053,16,10,10,12.9799,75,9.3947,0.0933
SAT_Competition2007/random/2+p/p0.9/v990/unif2p-p0.9-v990-c3583-S516218553-20-SAT.cnf,1,3582,3526,0.0021,935,0.0062,0.0032,0.0032,205,0.0016,218,192,191,204.819,990,26.034,0.0064
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/400/unif-k3-r4.25-v400-c1700-S419666888-007.cnf,1,1700,1679,0.0078,383,0.0158,0.008,0.008,85,0.0039,94,76,77,84.8677,400,13.6748,0.0131
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S252359291-002.SATISFIABLE.cnf,1,2556,2545,0.0051,589,0.0102,0.0051,0.0051,131,0.0025,141,120,119,130.384,600,20.6966,0.0085
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v30000-c126000-S285324961-078-UNKNOWN.cnf,1,126000,125223,0.0001,29275,0.0002,0.0001,0.0001,6362,0.0001,6370,6334,0,6397.5,30000,946.5,0.0002
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v125-c2662-S34055288-072.SATISFIABLE.cnf,1,2662,2662,0.04,125,0.0452,0.04,0.04,25,0.0078,30,20,20,25.0527,125,9.7014,0.04
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v700-c2982-S812011128-009.SATISFIABLE.cnf,1,2982,2973,0.0044,688,0.0087,0.0044,0.0044,152,0.0021,164,141,140,152.384,700,22.5126,0.0073
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S506401817-075.UNKNOWN.cnf,1,2556,2545,0.0051,589,0.0101,0.0051,0.0051,129,0.0025,140,119,119,129.25,600,25.5682,0.0085
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/440/unif-k3-r4.25-v440-c1870-S1112524719-021.cnf,1,1870,1857,0.007,427,0.0141,0.0071,0.0071,94,0.0036,104,85,85,94.3491,440,15.3033,0.0141
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/12000/unif-k3-r4.2-v12000-c50400-S650356257-052.cnf,1,50400,50039,0.0003,11682,0.0005,0.0003,0.0003,2531,0.0001,2584,2470,2504,2364.21,12000,432.5,0.0004
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1000-c20000-S541740666-063-UNKNOWN.cnf,1,20000,20000,0.005,1000,0.0165,0.005,0.005,191,0.0009,207,177,178,191.7,1000,53.7224,0.005
SAT_Competition2007/random/LargeSize/5SAT/v600/unif-k5-r20-v600-c12000-S1556473581-06.cnf,1,12000,12000,0.0083,600,0.0243,0.0083,0.0083,115,0.0016,127,105,104,115.258,600,34.0797,0.0083
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v250-c21250-S317257086-003-UNKNOWN.cnf,1,21250,21250,0.028,250,0.0117,0.028,0.028,42,0.0017,49,35,35,41.2177,250,21.7953,0.028
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v550-c2343-S943066845-088.UNKNOWN.cnf,1,2343,2328,0.0056,539,0.011,0.0056,0.0056,118,0.0027,129,108,108,118.127,550,24.0121,0.0074
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/460/unif-k3-r4.25-v460-c1955-S321371087-018.cnf,1,1955,1944,0.0067,448,0.0134,0.0068,0.0068,100,0.0033,109,91,90,99.8806,460,13.1467,0.0089
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v250-c21250-S655589261-059-UNKNOWN.cnf,1,21250,21250,0.028,250,0.0117,0.028,0.028,41,0.0018,48,35,35,41.0161,250,21.7645,0.028
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/540/unif-k3-r4.25-v540-c2295-S1137823545-077.cnf,1,2295,2284,0.0057,529,0.0113,0.0057,0.0057,117,0.0029,127,106,107,116.392,540,19.1984,0.0095
SAT_Competition2007/random/2+p/p0.9/v1170/unif2p-p0.9-v1170-c4235-S622482268-08-UNKNOWN.cnf,1,4234,4155,0.0018,1099,0.0053,0.0027,0.0027,238,0.0014,253,224,223,238.521,1170,34.7205,0.0045
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v15000-c63000-S38529837-091-UNKNOWN.cnf,1,63000,62631,0.0002,14668,0.0004,0.0002,0.0002,3187,0.0001,3255,0,3126,2841.11,15000,1004.33,0.0004
SAT_Competition2007/random/2+p/p0.8/v1665/unif2p-p0.8-v1665-c5178-S1363528912-04-SAT.cnf,1,5177,4888,0.0014,1452,0.004,0.002,0.002,311,0.001,328,295,296,311.145,1665,33.5139,0.0055
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/560/unif-k3-r4.25-v560-c2380-S688769362-007.cnf,1,2380,2356,0.0055,542,0.0112,0.0056,0.0056,119,0.0027,130,109,109,119.573,560,19.7035,0.0092
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/380/unif-k3-r4.25-v380-c1615-S1036996799-006.cnf,1,1615,1607,0.0081,369,0.0162,0.0082,0.0082,82,0.0041,91,74,74,82.5433,380,12.3751,0.0136
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/380/unif-k3-r4.25-v380-c1615-S1804335510-002.cnf,1,1615,1603,0.008,373,0.0158,0.0081,0.0081,83,0.0039,92,75,75,83.0862,380,12.837,0.0134
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1100/unif-k5-r20-v1100-c22000-S1388268034-092.cnf,1,22000,22000,0.0045,1100,0.0152,0.0045,0.0045,210,0.0008,225,195,196,210.691,1100,61.2559,0.0045
SAT_Competition2007/random/LargeSize/7SAT/v160/unif-k7-r85-v160-c13600-S187076430-06.cnf,1,13600,13600,0.0437,160,0.0117,0.0437,0.0437,26,0.0027,32,21,21,26.4366,160,14.9294,0.0437
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/65/unif-k7-r89-v65-c5785-S1223878722-065.cnf,1,5785,5785,0.1077,65,0.0111,0.1077,0.1077,11,0.0068,14,8,8,11.271,65,8.4612,0.1077
SAT_Competition2007/random/OnTreshold/5SAT/v130/unif-k5-r21.3-v130-c2769-S116991008-16.SAT.shuffled.cnf,1,2769,2769,0.0385,130,0.045,0.0385,0.0385,26,0.0077,31,21,21,25.8344,130,10.7459,0.0385
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/380/unif-k3-r4.25-v380-c1615-S326477539-068.cnf,1,1615,1600,0.008,374,0.0158,0.0081,0.0081,83,0.0038,92,74,74,82.7028,380,12.6361,0.0107
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/8000/unif-k3-r4.2-v8000-c33600-S195213520-027.cnf,1,33600,33418,0.0004,7809,0.0008,0.0004,0.0004,1712,0.0002,1738,1659,1688,1652.1,8000,277,0.0006
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S1771223975-021.cnf,1,2343,2343,0.0455,110,0.0455,0.0455,0.0455,22,0.009,27,18,18,22.1134,110,9.1162,0.0455
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v10000-c42000-S677627694-051-UNKNOWN.cnf,1,42000,41704,0.0003,9738,0.0006,0.0003,0.0003,2122.5,0.0002,2163,2074,2084,2123.6,10000,253.6,0.0005
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/6000/unif-k3-r4.2-v6000-c25200-S762724712-048.cnf,1,25200,25009,0.0005,5839,0.0011,0.0005,0.0005,1275.5,0.0003,1305,1238,1242,1269,6000,158.736,0.0009
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S466707249-079.SATISFIABLE.cnf,1,2769,2756,0.0047,635,0.0095,0.0048,0.0048,140,0.0023,152,129,129,140.311,650,22.002,0.0079
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/4000/unif-k3-r4.2-v4000-c16800-S1933199449-033.cnf,1,16800,16681,0.0008,3890,0.0016,0.0008,0.0008,848.5,0.0004,876,823,828,842.864,4000,109.254,0.0015
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v400-c34000-S927774663-037-UNKNOWN.cnf,1,34000,34000,0.0175,400,0.0117,0.0175,0.0175,65,0.0011,75,57,57,66.1529,400,33.0777,0.0175
SAT_Competition2007/random/OnTreshold/7SAT/v70/unif-k7-r89-v70-c6230-S1504426817-07.UNSAT.shuffled.cnf,1,6230,6230,0.1,70,0.0111,0.1,0.1,12,0.0061,15,9,9,12.1131,70,8.8318,0.1
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1885965779-049.UNKNOWN.cnf,1,2556,2545,0.0051,587,0.0102,0.0052,0.0052,129,0.0025,140,118,119,128.866,600,23.9601,0.0085
SAT_Competition2007/random/OnTreshold/3SAT/v650/unif-k3-r4.261-v650-c2769-S2127524023-19.UNSAT.shuffled.cnf,1,2769,2756,0.0047,636,0.0094,0.0048,0.0048,139,0.0023,151,128,128,139.615,650,25.3073,0.0079
SAT_Competition2007/random/OnTreshold/5SAT/v80/unif-k5-r21.3-v80-c1704-S1210495375-04.SAT.shuffled.cnf,1,1704,1704,0.0625,80,0.0462,0.0625,0.0625,16,0.011,20,12,13,16.1955,80,7.6478,0.0625
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S74035269-088.cnf,1,11900,11900,0.05,140,0.0117,0.05,0.05,23,0.0031,28,19,19,23.3571,140,13.3066,0.05
SAT_Competition2007/random/2+p/p0.8/v1295/unif2p-p0.8-v1295-c4027-S1209647106-12-SAT.cnf,1,4026,3771,0.0018,1105,0.0054,0.0027,0.0027,238,0.0013,253,223,225,238.027,1295,23.5312,0.0063
SAT_Competition2007/random/LargeSize/5SAT/v600/unif-k5-r20-v600-c12000-S883927618-10.cnf,1,12000,12000,0.0083,600,0.0243,0.0083,0.0083,115,0.0016,126,104,105,114.603,600,33.3269,0.0083
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/180/unif-k7-r85-v180-c15300-S956556686-037.cnf,1,15300,15300,0.0389,180,0.0117,0.0389,0.0389,30,0.0024,36,24,24,29.8014,180,16.6381,0.0389
SAT_Competition2007/random/OnTreshold/5SAT/v130/unif-k5-r21.3-v130-c2769-S1405262666-07.UNSAT.shuffled.cnf,1,2769,2769,0.0385,130,0.0449,0.0385,0.0385,26,0.0076,31,21,21,25.8754,130,10.7706,0.0385
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/360/unif-k3-r4.25-v360-c1530-S1448866403-060.cnf,1,1530,1522,0.0085,353,0.0167,0.0086,0.0086,78,0.0043,86,70,70,78.019,360,14.1006,0.0142
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/520/unif-k3-r4.25-v520-c2210-S1161147107-031.cnf,1,2210,2199,0.0059,509,0.0117,0.006,0.006,114,0.003,123,103,104,113.203,520,15.6644,0.0098
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v80-c7120-S1818856267-075.UNKNOWN.cnf,1,7120,7120,0.0875,80,0.0111,0.0875,0.0875,14,0.0056,17,10,10,13.7571,80,9.5942,0.0875
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S873866006-055.UNKNOWN.cnf,1,3195,3195,0.0333,150,0.0439,0.0333,0.0333,30,0.0059,35,24,25,29.8055,150,12.302,0.0333
SAT_Competition2007/random/OnTreshold/5SAT/v120/unif-k5-r21.3-v120-c2556-S1191693850-19.SAT.shuffled.cnf,1,2556,2556,0.0417,120,0.0452,0.0417,0.0417,24,0.0081,29,19,19,23.9824,120,9.9023,0.0417
SAT_Competition2007/random/OnTreshold/3SAT/v500/unif-k3-r4.26-v500-c2130-S1965764400-19.SAT.shuffled.cnf,1,2130,2114,0.0062,484,0.0125,0.0063,0.0063,107,0.0031,117,97,98,107.001,500,15.8344,0.0103
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S1846644927-079.SATISFIABLE.cnf,1,6230,6230,0.1,70,0.0111,0.1,0.1,12,0.0063,15,9,9,12.0692,70,8.8539,0.1
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/180/unif-k7-r85-v180-c15300-S1049921489-034.cnf,1,15300,15300,0.0389,180,0.0117,0.0389,0.0389,30,0.0024,36,25,24,30.2082,180,15.902,0.0389
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v300-c25500-S942666749-061-UNKNOWN.cnf,1,25500,25500,0.0233,300,0.0117,0.0233,0.0233,50,0.0015,57,42,42,49.1749,300,26.2527,0.0233
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/500/unif-k3-r4.25-v500-c2125-S602463346-055.cnf,1,2125,2113,0.0062,487,0.0124,0.0062,0.0062,108,0.0031,118,98,98,107.975,500,16.2457,0.0082
SAT_Competition2007/random/LargeSize/5SAT/v800/unif-k5-r20-v800-c16000-S411047518-16.cnf,1,16000,16000,0.0063,800,0.0196,0.0063,0.0063,153,0.0012,168,140,142,153.463,800,44.9287,0.0063
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/160/unif-k7-r85-v160-c13600-S1178729443-051.cnf,1,13600,13600,0.0437,160,0.0117,0.0437,0.0437,26,0.0027,31,21,21,26.6331,160,14.8985,0.0437
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1632870961-099.SATISFIABLE.cnf,1,3195,3195,0.0333,150,0.0439,0.0333,0.0333,30,0.006,35,25,25,29.9195,150,11.9307,0.0333
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v700-c2982-S171669125-021.SATISFIABLE.cnf,1,2982,2964,0.0044,683,0.0089,0.0044,0.0044,151,0.0022,163,140,140,151.513,700,20.3647,0.0073
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1000-c20000-S945664020-055-UNKNOWN.cnf,1,20000,20000,0.005,1000,0.0165,0.005,0.005,191,0.001,204,177,175,191.403,1000,54.0394,0.005
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/4000/unif-k3-r4.2-v4000-c16800-S1835046931-014.cnf,1,16800,16693,0.0008,3902,0.0016,0.0008,0.0008,851,0.0004,887,824,829,853.099,4000,109.189,0.0013
SAT_Competition2007/random/LargeSize/7SAT/v160/unif-k7-r85-v160-c13600-S679764311-04.cnf,1,13600,13600,0.0437,160,0.0117,0.0437,0.0437,26,0.0028,32,22,21,26.6073,160,14.9354,0.0437
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v150-c12750-S93401285-051-UNKNOWN.cnf,1,12750,12750,0.0467,150,0.0117,0.0467,0.0467,25,0.0029,30,20,20,24.8596,150,14.1663,0.0467
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/560/unif-k3-r4.25-v560-c2380-S1750991629-037.cnf,1,2380,2372,0.0054,551,0.0108,0.0055,0.0055,121,0.0028,132,111,112,120.918,560,22.2431,0.0091
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S727005963-093.SATISFIABLE.cnf,1,2556,2540,0.0051,589,0.0101,0.0051,0.0051,130,0.0026,141,120,120,130.708,600,19.6305,0.0068
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/6000/unif-k3-r4.2-v6000-c25200-S2100934911-025.cnf,1,25200,25052,0.0005,5862,0.001,0.0005,0.0005,1275,0.0003,1310,1257,1244,1256.84,6000,194.953,0.0009
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v750-c15000-S3662714-068-UNKNOWN.cnf,1,15000,15000,0.0067,750,0.0207,0.0067,0.0067,144,0.0012,157,130,131,143.045,750,43.9566,0.0067
SAT_Competition2007/random/LargeSize/3SAT/v13000/unif-k3-r4.2-v13000-c54600-S1986560013-06.cnf,1,54600,54224,0.0002,12646,0.0005,0.0002,0.0002,2754,0.0001,2801,2713,2714,2510,13000,862,0.0005
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S29470018-050.UNKNOWN.cnf,1,2769,2742,0.0048,630,0.0096,0.0048,0.0048,139,0.0023,150,127,127,138.564,650,24.435,0.0079
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/800/unif-k5-r20-v800-c16000-S1185462553-011.cnf,1,16000,16000,0.0063,800,0.0197,0.0063,0.0063,153,0.0012,166,141,140,153.566,800,44.6276,0.0063
SAT_Competition2007/random/2+p/p0.9/v810/unif2p-p0.9-v810-c2932-S1274825698-06-SAT.cnf,1,2931,2882,0.0026,766,0.0077,0.0039,0.0039,167,0.0019,178,154,154,166.33,810,22.9875,0.0065
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v400-c34000-S1897807474-073-UNKNOWN.cnf,1,34000,34000,0.0175,400,0.0117,0.0175,0.0175,65.5,0.0011,75,57,56,66.2384,400,33.3343,0.0175
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v500-c2130-S261841674-082.SATISFIABLE.cnf,1,2130,2115,0.0061,493,0.012,0.0061,0.0061,110,0.0031,120,100,101,109.889,500,17.2209,0.0081
SAT_Competition2007/random/2+p/p0.7/v6500/unif2p-p0.7-v6500-c17355-S365559754-09-UNSAT.cnf,1,17354,14894,0.0004,4746,0.0013,0.0006,0.0006,990.5,0.0003,1016,960,964,989.103,6500,83.2474,0.0021
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v400-c1704-S930506247-025.SATISFIABLE.cnf,1,1704,1696,0.0077,392,0.0151,0.0077,0.0077,87,0.0037,97,79,79,87.5237,400,14.2533,0.0102
