@RELATION 'FEATURE_VALUES-SAT12-ALL-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC

@DATA
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/uts/uts-l05-ipc5-h27-unknown.cnf,1,0.4493,0.9448,0.1631,0.3135,440000,1.8731,1.5958,1.6811,0.4197,0.0313,0.0865,0,0.017,0,0,0.471,0.3644,0.5,0.6786,0,0,0,2.5162,267000,95421,0.8295,0.6339,10.418,8357,0,0.7264,1.4194
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/c32sat/post-c32s-ss-8.cnf,1,0.1335,0.7286,0.0658,0.1328,148000,1.065,0.8326,1.3213,0.5636,0.2086,0.0496,664.75,0.0134,594,571,0.4995,0.19,0.2171,0.5567,730,550,1045,1.2377,65966,53752,0.6957,0.4161,2.9061,13761,1045,0.8711,0.7935
SAT_Competition2009/CRAFTED/edgematching/all/em_14_7_3_all.cnf,1,0.0232,0.9935,0.0108,0.0119,1880000,0.5907,0.2462,0.4809,0.9849,0.0129,0.0085,0,0.0038,0,0,0.1476,0.9396,0.2259,0.9558,0,0,0,0.3127,1880000,24356,0.9876,0.8788,0.0002,24352,0,0.9732,0.2326
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/420/unif-k3-r4.25-v420-c1785-S1394036608-091.cnf,1,0.1706,0.5326,0.0835,0.1147,1785,0.3002,0.2966,0.7327,0.1756,0.2306,0.0679,3903.4,0.0378,3901,3873,0.6244,0.2137,0.3832,0.3674,3953,3849,3962,0.3827,1774,420,0.3438,0,0.0269,409,3962,0.9662,0.5906
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/180/unif-k7-r85-v180-c15300-S1802626390-033.cnf,1,0.0002,0.0998,0.0001,0.0001,15300,0.0398,0,1.0093,0.0284,0.0118,0.0001,4134,0.0001,4162,4033,0.7112,0.033,0.0002,0.0672,4373,3968,4373,0.1638,15300,180,0.061,0,0,180,4373,0,0.6756
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/65/unif-k7-r89-v65-c5785-S1645769281-097.cnf,1,0.0001,0.0784,0.0001,0.0001,5785,0.0429,0,0.9999,0.0175,0.0112,0.0001,4477.5,0,4509,4406,0.7402,0.0269,0.0001,0.0547,4516,4397,4588,0.1388,5785,65,0.0483,0,0,65,4588,0,0.6794
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-uns-1.0-9.cnf,1,0.2684,1,0.0523,0.0134,2320000,5.6053,3.4014,0.5625,0.9906,0.0193,0.0002,0,0,0,0,0.232,0.5357,1,0.9248,0,0,0,5.2206,2300000,49112,0.9999,0.9475,0.1111,44203,0,0.9567,0.2924
SAT_Competition2007/crafted/Hard/contest02/ezfact64_5.sat05-452.reshuffled-07.cnf,1,0.0698,0.1343,0.0598,0.0697,19785,0.5453,0.9218,1.2804,0.0061,0.1601,0.0665,1017,0.0548,955,838,1.3487,0.0256,0.1012,0.0997,1280,730,1376,0.908,17733,3073,0.0188,0.0451,0.082,2840,1376,0.2051,0.842
SAT_Competition2007/random/OnTreshold/3SAT/v500/unif-k3-r4.26-v500-c2130-S1212545732-02.UNSAT.shuffled.cnf,1,0.1583,0.5516,0.0806,0.1097,2130,0.2856,0.28,0.6081,0.1857,0.2316,0.0661,3892.6,0.038,3892,3880,0.6029,0.2024,0.3342,0.3713,3961,3768,3976,0.3978,2124,500,0.3631,0,0.0163,492,3976,0.9849,0.5782
SAT_Competition2009/CRAFTED/Medium/contest05/jarvisalo/mod2-3cage-unsat-9-14.sat05-2589.reshuffled-07.cnf,1,0.3786,0,0.3561,0.373,232,0.1231,0.0799,1.1977,0,0.2629,0.3662,3820.3,0.3222,3858,3683,0,0,0.3797,0,3975,3635,4112,0.437,232,87,0,0,0.4262,61,4112,0.1035,0.8477
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v30000-c126000-S926207202-053-UNKNOWN.cnf,1,0.1765,0.5705,0.0931,0.1247,126000,0.2902,0.2938,0.711,0.2073,0.2337,0.0797,5.1825,0.0474,5,3,0.5775,0.2294,0.7443,0.3946,6,3,9,0.4017,125000,30000,0.3874,0,0.0253,29259,18,0.9653,0.5869
SAT_Competition2007/crafted/Medium/contest05/sabharwal/counting-easier-php-012-010.sat05-1172.reshuffled-07.cnf,1,0.2009,0.8242,0.1935,0.2006,672,0,0.231,1.0987,0.806,0.1636,0.1925,4837.7,0.185,4868,4797,0.0152,0,0.2198,0.8139,4869,4779,4891,0.3559,660,120,0.8154,0.8121,0.1111,108,4891,0.8121,1.0372
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S1040507052-028.cnf,1,0.0049,0.2433,0.0027,0.0034,20000,0.0977,0.082,0.835,0.0809,0.05,0.0023,42.594,0.0015,41,36,0.6848,0.0803,0.0118,0.1692,48,33,54,0.2305,20000,1000,0.1523,0,0,1000,92,0,0.6497
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-c7bidw_i.cnf,1,0.1472,0.7406,0.0786,0.1195,388000,1.5143,1.4341,1.7619,0.4333,0.1328,0.0738,351.84,0.024,340,312,0.4458,0.1711,0.443,0.5643,388,245,475,1.8133,169000,131000,0.6206,0.1229,4.8307,22468,479,0.4693,0.7062
SAT_Competition2007/random/LargeSize/7SAT/v160/unif-k7-r85-v160-c13600-S187076430-06.cnf,1,0.0002,0.0945,0.0001,0.0001,13600,0.0408,0,1.0012,0.0259,0.0118,0.0001,4187.8,0.0001,4251,4080,0.7341,0.0311,0.0002,0.0634,4388,4032,4388,0.1466,13600,160,0.0525,0,0,160,4388,0,0.6787
SAT_Competition2007/random/OnTreshold/5SAT/v130/unif-k5-r21.3-v130-c2769-S116991008-16.SAT.shuffled.cnf,1,0.0037,0.255,0.0019,0.0023,2769,0.0957,0.0206,0.8395,0.0748,0.0469,0.0015,4221.6,0.001,4187,4171,0.641,0.0821,0.0121,0.1723,4353,4116,4437,0.2359,2769,130,0.1611,0,0,130,4437,0,0.6418
SAT_Competition2007/random/LargeSize/3SAT/v4000/unif-k3-r4.2-v4000-c16800-S1178874381-13.cnf,1,0.1768,0.5699,0.0919,0.1235,16800,0.2902,0.2929,0.7277,0.2133,0.2333,0.079,60.067,0.0461,56,51,0.567,0.2285,0.6623,0.3949,66,43,77,0.3962,16684,4000,0.385,0,0.0275,3893,155,0.9595,0.5878
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-f10ni.cnf,1,0.1481,0.8418,0.0721,0.1191,1100000,1.7985,1.6184,1.8652,0.5122,0.1236,0.066,266.25,0.0164,289,263,0.4497,0.1969,0.435,0.6164,395,118,395,2.1584,456000,369000,0.6814,0.1298,5.5414,56393,395,0.483,0.7279
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/dated-5-17-u.cnf,1,0.032,0.805,0.0151,0.0258,856000,0.5379,0.5205,1.3599,0.2205,0.1666,0.0129,75,0.0018,75,75,0.5844,0.2452,0.2025,0.5271,75,75,75,0.5231,358000,183000,0.6352,0.5776,2.0774,59617,75,0.8998,1.0243
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1250-c25000-S935783783-069-UNKNOWN.cnf,1,0.005,0.2445,0.0028,0.0035,25000,0.0991,0.0864,0.829,0.0804,0.05,0.0023,31.832,0.0015,31,27,0.6712,0.0815,0.0202,0.1715,36,24,42,0.2278,25000,1250,0.1532,0,0,1250,59,0,0.6514
SAT_Competition2011/SAT09/CRAFTED/sgi/satsgi-n26himBHm28-p0-q293.cnf,1,0.0316,0.9306,0.0312,0.0314,18954,0,0,0,0.9304,0.0385,0.0312,0,0.031,0,0,0.0001,0.3421,0.0319,0.9305,0,0,0,0,18226,728,0.9305,0.9822,0.037,702,0,0.9822,0
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v350-c1491-S648064606-012.UNKNOWN.cnf,1,0.1641,0.5321,0.084,0.1085,1491,0.2831,0.2766,0.6795,0.2096,0.232,0.0711,3970.6,0.0418,3975,3908,0.5749,0.2207,0.2657,0.378,4036,3882,4090,0.3916,1483,350,0.3795,0,0.0174,344,4090,0.9683,0.5772
SAT_Competition2011/SAT05/crafted/sorge05/QG6/dead-dnd002.shuffled-as.sat05-2713.cnf,1,0.5,0.7998,0.4212,0.4999,7095,4.3842,1.4947,2.9316,0.6105,0.2118,0.4998,1802.8,0.4971,1711,1323,0.232,0.5333,1,0.685,2653,641,2822,2.5423,5851,1339,0.7482,0.1019,0.0807,1239,2997,0.1759,0.9222
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S1846644927-079.SATISFIABLE.cnf,1,0.0001,0.0897,0.0001,0.0001,6230,0.0352,0,0.9933,0.029,0.0112,0.0001,4449.7,0,4445,4410,0.7396,0.0309,0.0002,0.0625,4480,4360,4577,0.1715,6230,70,0.0511,0,0,70,4577,0,0.6819
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1632870961-099.SATISFIABLE.cnf,1,0.004,0.2477,0.002,0.0024,3195,0.1023,0.0264,0.8085,0.0808,0.0469,0.0015,4156.3,0.001,4113,4106,0.6955,0.0848,0.0102,0.1752,4243,4067,4315,0.2348,3195,150,0.144,0,0,150,4315,0,0.6393
SAT_Competition2011/SAT05/crafted/sabharwal05/counting/php/unsat/harder/php-020-019.shuffled-as.sat05-1190.cnf,1,0.1658,0.8888,0.161,0.1608,3630,0,0.2279,1.1095,0.8846,0.0997,0.1608,4784,0.1562,4838,4725,0.0045,0,0.1712,0.8845,4858,4715,4858,0.3612,3610,380,0.8847,0.897,0.0556,360,4858,0.897,1.0418
SAT_Competition2007/crafted/Hard/contest05/QG/QG7a-gensys-icl001.sat05-3822.reshuffled-07.cnf,1,0.4997,0.8262,0.4471,0.4991,16065,1.2435,1.3838,2.5461,0.6663,0.1672,0.496,1682,0.4735,1761,1702,0.1909,0.6098,0.9999,0.7352,1844,1377,1930,2.2425,14090,2441,0.7496,0.0774,0.0361,2356,1990,0.0882,0.8835
SAT_Competition2009/CRAFTED/Difficult/contest-02-03-04/contest02-Mat26.sat05-457.reshuffled-07.cnf,1,0.0647,0.3509,0.032,0.0455,2464,0.9001,0.8863,1.4994,0.0296,0.163,0.0454,3736,0.012,3740,3706,0.7198,0.035,0.0651,0.2021,3822,3574,3868,0.8177,2208,744,0.1944,0.087,1.0667,360,3868,0.5942,0.7255
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2c-rand3bip-sat-210-3.sat05-2475.reshuffled-07.cnf,1,0.151,0.0479,0.111,0.1201,2176,0.3387,0.1199,1.7119,0.0018,0.1369,0.1044,2867.6,0.0894,3043,2643,1.4477,0.0248,0.2242,0.0384,3424,1082,3766,0.2092,2176,298,0.0171,0,0,298,3766,0,0.8508
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitssrl/countbitssrl032.cnf,1,0.0519,0.2214,0.0267,0.0457,55724,1.1831,1.0531,1.4348,0.093,0.1973,0.0197,1668.8,0.0098,1693,1586,0.6947,0.0775,0.2894,0.1836,1994,1402,1994,1.2688,34365,18607,0.1417,0.3246,1.744,6781,1994,0.6687,0.9449
SAT_Competition2007/random/LargeSize/5SAT/v900/unif-k5-r20-v900-c18000-S422570514-15.cnf,1,0.0052,0.2615,0.0029,0.0037,18000,0.1006,0.0817,0.8332,0.0764,0.05,0.0024,50.735,0.0015,48,42,0.6919,0.0838,0.0123,0.1754,57,38,64,0.2166,18000,900,0.1507,0,0,900,104,0,0.651
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/420/unif-k3-r4.25-v420-c1785-S1136141672-041.cnf,1,0.1698,0.5546,0.0904,0.1263,1785,0.2941,0.2874,0.6938,0.2107,0.2337,0.0771,3938,0.0462,3959,3883,0.594,0.2255,0.3191,0.381,4025,3818,4042,0.3663,1759,420,0.3713,0,0.0219,411,4042,0.979,0.58
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bjrb07amba2andenv-tseitin.cnf,1,0.1372,0.6155,0.0751,0.1098,210000,2.2849,1.6796,1.8983,0.2671,0.1666,0.074,437.6,0.0402,448,403,0.5309,0.1837,0.4333,0.4442,495,397,536,2.1075,99876,70167,0.4468,0.2421,3.218,16635,584,0.5634,0.7574
SAT_RACE2006/SAT-Race-Benchmarks/goldb-heqc-dalumul.cnf,1,0.0819,0.7327,0.0438,0.0543,59991,4.4289,2.8301,1.2701,0.5013,0.1565,0.0393,375.95,0.0277,374,316,0.2964,0.152,0.3031,0.598,424,247,486,4.1397,59810,9426,0.6453,0.2303,0.0067,9363,556,0.6928,0.7327
SAT_Competition2009/CRAFTED/sgi/satsgi-n28himBHm30-p0-q333.cnf,1,0.0219,0.9296,0.0216,0.0218,23548,0,0,0,0.9294,0.0358,0.0216,0,0.0215,0,0,0.0001,0.3415,0.0221,0.9295,0,0,0,0,22708,840,0.9295,0.9833,0.0345,812,0,0.9833,0
SAT_Competition2009/CRAFTED/edgematching/explicit/em_9_3_5_exp.cnf,1,0.0406,0.9797,0.0169,0.0256,108000,0.5915,0.2745,0.9764,0.9412,0.0356,0.0142,472.88,0.0031,468,410,0.325,0.8352,0.0826,0.8451,552,339,590,0.3694,108000,3857,0.9683,0.6731,0.001,3853,625,0.9135,0.4033
SAT_Competition2011/SAT07/industrial/babic/hsatv17/hsat_vc12062.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2009/CRAFTED/edgematching/explicit/em_8_4_5_exp.cnf,1,0.0426,0.9734,0.0198,0.0289,51668,0.5971,0.2907,1.0674,0.9322,0.0468,0.0168,648.86,0.004,680,583,0.3358,0.7858,0.0797,0.8185,724,457,772,0.384,51668,2420,0.949,0.6285,0.0017,2416,853,0.8988,0.4419
SAT_Competition2007/crafted/Medium/contest05/sabharwal/gt-ordering-unsat-gt-030.sat05-1307.reshuffled-07.cnf,1,0,0.5268,0,0,24825,0,0,0.6262,0.5268,0.035,0,2635,0,2673,2527,0,0.3256,0,0.5268,2811,2478,2866,0.1827,24825,900,0.5268,0.0175,0.0345,870,3456,0.9988,0.5881
SAT_Competition2007/random/LargeSize/5SAT/v800/unif-k5-r20-v800-c16000-S2109328271-14.cnf,1,0.0048,0.2368,0.0027,0.0033,16000,0.0961,0.0751,0.8371,0.0711,0.05,0.0022,58.464,0.0015,56,50,0.6886,0.077,0.0134,0.1623,63,45,70,0.2261,16000,800,0.1448,0,0,800,133,0,0.6489
SAT_Competition2007/random/LargeSize/7SAT/v140/unif-k7-r85-v140-c11900-S1426208256-08.cnf,1,0.0001,0.1008,0.0001,0.0001,11900,0.0352,0,1.0031,0.0317,0.0118,0.0001,4246,0.0001,4326,4145,0.652,0.0336,0.0002,0.0683,4371,4142,4371,0.1691,11900,140,0.0657,0,0,140,4371,0,0.6841
SAT_Competition2009/CRAFTED/edgematching/all/em_8_4_5_all.cnf,1,0.0425,0.9771,0.0144,0.0249,62900,0.6398,0.3167,0.9573,0.9343,0.0384,0.0003,456.96,0.0001,416,348,0.2756,0.7531,0.0827,0.8496,540,319,633,0.4768,62900,2420,0.9747,0.6948,0.0017,2416,918,0.9169,0.3974
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v175-c3727-S1126657927-015.SATISFIABLE.cnf,1,0.0034,0.2403,0.0018,0.0022,3727,0.0977,0.0325,0.8412,0.0645,0.047,0.0015,4108.5,0.001,4078,4038,0.7072,0.0771,0.0061,0.1602,4254,4008,4267,0.2433,3727,175,0.1372,0,0,175,4267,0,0.6584
SAT_Competition2009/CRAFTED/parity-games/instance_n5_i5_pp.cnf,1,0.2547,0.785,0.079,0.0769,26264,1.1086,0.965,1.6268,0.1598,0.108,0.0448,1765.3,0.0097,1863,1515,0.6348,0.2892,0.3695,0.5078,1918,1515,1918,1.2945,23231,3655,0.5925,0.1968,0.4568,2509,1918,0.5908,0.6768
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-220-1.sat05-2173.reshuffled-07.cnf,1,0.042,0,0.042,0.042,880,0,0.0273,0.5623,0,0.25,0.042,4434.8,0.042,4468,4360,0,0,0.042,0,4469,4330,4534,0.2996,880,220,0,0,0,220,4534,1,0.5774
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.020-NOTKNOWN.cnf,1,0.4075,0.9833,0.155,0.3138,4120000,4.7326,0.7991,0.7405,0.6155,0.1424,0.0715,0,0.0249,0,0,0.3019,0.3406,0.6587,0.8162,0,0,0,5.6617,2570000,757000,0.9468,0.9903,1.0682,366000,0,0.9906,1.2016
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1000-c20000-S72635791-098-UNKNOWN.cnf,1,0.0047,0.2266,0.0027,0.0034,20000,0.0988,0.0835,0.8303,0.0732,0.05,0.0023,44.383,0.0015,42,38,0.6891,0.0764,0.013,0.1615,46,34,58,0.2274,20000,1000,0.1458,0,0,1000,99,0,0.6504
SAT_Competition2009/CRAFTED/Hard/contest05/QG/QG7a-gensys-icl004.sat05-3825.reshuffled-07.cnf,1,0.4997,0.826,0.4382,0.499,15960,1.2324,1.3286,2.5306,0.6662,0.1631,0.4958,1999.7,0.4719,2052,1972,0.1873,0.6064,0.9999,0.7356,2169,1940,2225,2.4745,14145,2401,0.7526,0.0848,0.0407,2307,2543,0.0952,0.8811
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1406921020-013.UNKNOWN.cnf,1,0.1595,0.5524,0.0839,0.1129,1917,0.2773,0.2746,0.6283,0.1802,0.2327,0.0715,3940.4,0.0406,3921,3879,0.6048,0.2175,0.3813,0.3836,4029,3851,4064,0.3849,1912,450,0.3772,0,0.0112,445,4064,0.9906,0.579
SAT_Competition2009/CRAFTED/Medium/contest05/others/QG7a-gensys-brn004.sat05-3669.reshuffled-07.cnf,1,0.4997,0.8263,0.4444,0.499,16016,1.1824,1.3887,2.5489,0.6662,0.1663,0.496,1817.4,0.4733,1820,1715,0.1899,0.6119,0.9999,0.7348,1988,1647,2148,2.3,14063,2435,0.7497,0.0809,0.041,2339,2254,0.0916,0.8766
SAT_Competition2011/SAT05/crafted/sabharwal05/planning/logistics/unsat/logistics-rotate-07t5.shuffled-as.sat05-1137.cnf,1,0.0125,0.9889,0.0112,0.0119,88373,0.2523,0.2918,0.897,0.9432,0.0221,0.0065,3610,0.0003,4681,1380,0.1168,0.7649,0.272,0.9235,4769,1380,4769,0.4208,79229,2721,0.9512,0.951,0.5513,1754,4769,0.9728,1.0016
SAT_Competition2011/SAT05/crafted/sabharwal05/counting/php/unsat/harder/php-040-039.shuffled-as.sat05-1194.cnf,1,0.1077,0.9363,0.1058,0.1075,30460,0,0.262,0.9599,0.9339,0.05,0.1057,4886,0.1041,4886,4886,0.0015,0,0.1115,0.9351,4886,4886,4886,0.3466,30420,1560,0.9351,0.9495,0.0263,1520,4886,0.9495,1.0234
SAT_Competition2007/random/OnTreshold/7SAT/v70/unif-k7-r89-v70-c6230-S1084572666-19.SAT.shuffled.cnf,1,0.0001,0.0944,0.0001,0.0001,6230,0.0352,0,0.9952,0.0317,0.0112,0.0001,4455,0,4437,4385,0.6741,0.0327,0.0001,0.0661,4533,4379,4541,0.1599,6230,70,0.0572,0,0,70,4541,0,0.678
SAT-Race-2010-CNF/hardware-verification/velev/12pipe_q0_k.cnf,1,0.36,1,0.0979,0.2199,4220000,3.6777,2.4033,0.6842,0.8215,0.0193,0.0006,0,0,0,0,0.4528,0.5084,0.5,0.8019,0,0,0,2.8305,4090000,137000,0.9995,0.9229,0.7335,78914,0,0.9338,0.3239
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/6000/unif-k3-r4.2-v6000-c25200-S762724712-048.cnf,1,0.1758,0.5674,0.0931,0.1237,25200,0.2884,0.2917,0.7245,0.2004,0.2335,0.0805,33.751,0.0478,32,27,0.5914,0.2273,0.6326,0.39,40,24,45,0.3976,25009,6000,0.3824,0,0.0276,5839,64,0.9611,0.5878
