@RELATION 'FEATURE_VALUES-SAT11-RANDOM-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC

@DATA
SAT11/random/medium/unif-k7-r89-v60-c5340-S239039906-021.SATISFIABLE.cnf,1,5340,5340,60,0.1167,0.1167,0.1167,13,13,0.1255,10.4885,0.011,0.011,8,10.4649,0.1167,0.6906,8,10,0.011,60,1.8856,7.8041,4439,22.5787,22.6422,10,23.0636,7.4326,22.5915,4487.6,0.2163,2
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S643238994-057-UNKNOWN.cnf,1,125159,126000,29224,0.0001,0.0001,0.0001,6393,6355,0.0003,6408.5,0.0006,0,6393,6343,0.0002,0.2233,6299,6408.5,0.0002,30000,0.1658,976,3,63.2857,92.5,6347,261,669.8,77.125,5.2165,0.0041,5.7931
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S1869766438-024.UNKNOWN.cnf,1,1273,1278,295,0.0102,0.0102,0.0102,73,73,0.0196,65.6208,0.0353,0.0016,58,65.7542,0.0169,0.3492,58,66,0.0196,300,0.4482,11.4905,3941,18.9747,21.6365,66,22.3901,9.5384,19.69,4003.8571,0.0891,4.0102
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S379804333-028-UNKNOWN.cnf,1,125227,126000,29267,0.0001,0.0001,0.0001,6347,6412,0.0003,6405.5,0.0006,0,6347,6388.4,0.0002,0.2125,6336,6405.5,0.0002,29999,0.164,1425,3,64.25,98.5,6388,168,676.6,79,5.9432,0.0067,5.5636
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S899463426-096.UNKNOWN.cnf,1,2970,2982,688,0.0044,0.0044,0.0044,163,163,0.0135,151.459,0.0266,0.0034,140,151.259,0.0073,0.3005,139,151,0.0087,700,0.2785,27.2708,3629,34.5611,38.9151,151,40.5037,21.256,34.9964,3689.7143,0.0611,4.0116
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S222128792-011.SATISFIABLE.cnf,1,1908,1917,439,0.0069,0.0069,0.0068,107,107,0.0152,97.6287,0.0288,0.0031,88,97.5881,0.0114,0.3257,88,98,0.0136,450,0.3609,15.5148,3805,25.1837,27.3746,97.5,29.0817,12.6888,25.3925,3891.4286,0.0755,4
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S2088689288-085.SATISFIABLE.cnf,1,1907,1917,439,0.0069,0.0069,0.0068,107,107,0.0168,97.7286,0.0336,0.0058,88,97.8403,0.0114,0.3271,88,98,0.0136,450,0.367,14.2136,3845,24.8321,29.6933,98,30.9341,11.8271,25.5448,3908.7143,0.0791,4
SAT11/random/large/unif-k3-r4.2-v25000-c105000-S92008434-079-UNKNOWN.cnf,1,104349,105000,24381,0.0001,0.0001,0.0001,5319,5354,0.0004,5315.33,0.0008,0,5299,5328.33,0.0002,0.2386,5260,5319,0.0003,25000,0.1271,992.333,4,63.5,92,5339,161.25,506.833,79.8333,6.7813,0.0076,5.375
SAT11/random/large/unif-k5-r20-v1500-c30000-S1305346115-067-UNKNOWN.cnf,1,30000,30000,1500,0.0033,0.0033,0.0033,307,304,0.0045,287.095,0.0148,0.0085,268,284.396,0.0033,0.4711,268,289,0.0117,1500,0.2863,80.7,21,60.0417,71.12,286.5,93.2,64.4104,66.2632,25.181,0.0996,3
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S1258495116-025.SATISFIABLE.cnf,1,2662,2662,125,0.04,0.04,0.04,30,30,0.0496,24.8409,0.0466,0.0421,20,24.8983,0.04,0.5522,20,25,0.0452,125,1.0878,10.4917,4163,27.3432,28.6993,25,29.7435,9.4589,28.1858,4224.1429,0.152,2.9677
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S445191369-092.SATISFIABLE.cnf,1,1597,1597,75,0.0667,0.0667,0.0667,19,19,0.0808,15.197,0.0463,0.0451,12,15.1587,0.0667,0.5869,12,15,0.0463,75,1.3218,7.3937,4335,18.5709,19.2159,15,19.7982,6.4198,19.1001,4394.5714,0.1897,2.1081
SAT11/random/large/unif-k7-r85-v250-c21250-S1116436500-050-UNKNOWN.cnf,1,21250,21250,250,0.028,0.028,0.028,48,48,0.0317,41.5316,0.0117,0.0117,35,41,0.028,0.6217,35,41,0.0117,250,1.2054,21.6302,178,47.0904,49.8137,41,60.0109,22.1167,48.0049,223.9286,0.132,2
SAT11/random/large/unif-k3-r4.2-v25000-c105000-S109959541-056-UNKNOWN.cnf,1,104285,105000,24383,0.0001,0.0001,0.0001,5247,5336,0.0004,5268,0.0008,0,5224,5314.5,0.0003,0.2235,5280,5247,0.0003,24999,0.1453,749.333,4,55.3333,89.2,5300.5,132.3333,541,72.875,6.3725,0.0071,5.3924
SAT11/random/large/unif-k5-r20-v750-c15000-S64285713-004-UNKNOWN.cnf,1,15000,15000,750,0.0067,0.0067,0.0067,156,155,0.0086,143.194,0.0251,0.0159,131,142.95,0.0067,0.485,130,143,0.0207,750,0.3979,42.0714,54,47.25,52.7209,143,59.7333,34.8528,50.9516,64.4494,0.0692,3
SAT11/random/medium/unif-k7-r89-v80-c7120-S1639347701-083.SATISFIABLE.cnf,1,7120,7120,80,0.0875,0.0875,0.0875,17,17,0.0931,13.7451,0.0111,0.0111,10,13.835,0.0875,0.6706,10,14,0.0111,80,1.7599,9.6793,4377,28.4063,28.69,14,28.88,9.4727,28.4205,4413.6,0.1989,2
SAT11/random/medium/unif-k7-r89-v70-c6230-S1846644927-079.SATISFIABLE.cnf,1,6230,6230,70,0.1,0.1,0.1,15,15,0.1071,12.1619,0.0111,0.0111,9,12.0252,0.1,0.6786,9,12,0.0111,70,1.8019,8.8384,4410,25.5571,25.8362,12,26.0076,8.571,25.8168,4454.4,0.2096,2
SAT11/random/large/unif-k5-r20-v750-c15000-S957625236-045-UNKNOWN.cnf,1,15000,15000,750,0.0067,0.0067,0.0067,156,156,0.0087,143.701,0.0258,0.0155,132,143.345,0.0067,0.4836,130,144,0.0207,750,0.4171,41.4089,55,48.28,54.1982,144,60.1032,33.9111,51.0213,65.2614,0.0679,3
SAT11/random/large/unif-k3-r4.2-v5000-c21000-S901912629-090-UNKNOWN.cnf,1,20886,21000,4874,0.0006,0.0006,0.0006,1085,1102,0.0016,1062.74,0.0034,0.0002,1035,1064,0.0012,0.2484,1023,1061,0.0013,5000,0.098,141.585,38,38.925,44.9429,1064,52.7363,90.2,41.7018,47.7909,0.0271,5
SAT11/random/large/unif-k5-r20-v1250-c25000-S313445894-099-UNKNOWN.cnf,1,25000,25000,1250,0.004,0.004,0.004,256,253,0.0054,238.557,0.0178,0.0092,222,239.385,0.004,0.47,225,240,0.0137,1250,0.3021,68.7036,27,57.3824,67.8571,239,76.9545,53.1366,61.2308,32.011,0.05,3
SAT11/random/large/unif-k7-r85-v250-c21250-S381985918-018-UNKNOWN.cnf,1,21250,21250,250,0.028,0.028,0.028,49,49,0.031,41.4695,0.0117,0.0117,35,41.3307,0.028,0.6215,34,41,0.0117,250,1.197,21.7964,187,48.1209,50.7773,41,58.9761,21.9315,49.4682,239.3929,0.1344,2
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,1901,1917,434,0.007,0.007,0.0069,105,106,0.0153,96.0299,0.0279,0.0053,87,96.2443,0.0115,0.327,87,96,0.0139,450,0.3625,15.6735,3842,25.0392,29.5908,96,30.0567,12.8297,25.4252,3925.5714,0.0759,4
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S1110880865-004.SATISFIABLE.cnf,1,3727,3727,175,0.0286,0.0286,0.0286,41,41,0.0365,34.7645,0.0456,0.0392,29,34.8097,0.0286,0.5324,29,35,0.0425,175,0.9292,13.2272,3994,34.5153,37.7006,35,39.0749,11.9206,35.031,4103.1429,0.1312,3
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1336161514-068.UNKNOWN.cnf,1,2130,2130,100,0.05,0.05,0.05,24,25,0.0596,20.0789,0.0465,0.0437,16,20.0454,0.05,0.568,16,20,0.0459,100,1.1989,8.7535,4239,22.8011,23.8163,20,25.2968,7.846,23.3401,4283.1429,0.1687,2.6566
SAT11/random/medium/unif-k7-r89-v60-c5340-S1831136826-075.UNKNOWN.cnf,1,5340,5340,60,0.1167,0.1167,0.1167,13,13,0.1262,10.4062,0.011,0.011,8,10.4551,0.1167,0.6903,8,10,0.011,60,1.9006,7.8964,4485,22.5398,22.7132,10,23.0966,7.6137,22.5671,4503.4,0.2183,2
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1114532273-035.SATISFIABLE.cnf,1,2323,2343,538,0.0056,0.0056,0.0056,129,129,0.0116,119.094,0.0232,0.0022,109,119.005,0.0074,0.3148,109,119,0.0111,550,0.3204,19.0946,3773,28.8798,32.4091,119,32.6095,15.4512,29.4887,3809.5714,0.0676,4.0037
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S1592669696-022.SATISFIABLE.cnf,1,3727,3727,175,0.0286,0.0286,0.0286,41,41,0.0346,34.508,0.0453,0.0373,29,34.5415,0.0286,0.5333,29,34,0.0426,175,0.9443,14.0357,4038,34.2444,36.8459,34,36.9425,12.8424,35.5456,4099.5714,0.1337,3
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S224791863-033.UNKNOWN.cnf,1,2544,2556,588,0.0051,0.0051,0.0051,142,141,0.0106,130.664,0.0216,0.0039,120,130.429,0.0085,0.311,120,130,0.0102,600,0.3001,21.6727,3770,30.5134,34.998,131,36.1614,16.7594,31.568,3815.4286,0.0653,4
SAT11/random/medium/unif-k7-r89-v80-c7120-S474185167-033.SATISFIABLE.cnf,1,7120,7120,80,0.0875,0.0875,0.0875,17,17,0.0958,13.7232,0.0111,0.0111,10,13.6838,0.0875,0.6703,10,14,0.0111,80,1.7922,9.8338,4358,28.3487,28.6203,14,29.3166,9.7005,28.372,4416.4,0.2003,2
SAT11/random/medium/unif-k7-r89-v70-c6230-S2045410966-069.SATISFIABLE.cnf,1,6230,6230,70,0.1,0.1,0.1,15,15,0.1103,12.1403,0.0111,0.0111,9,12.0567,0.1,0.6795,9,12,0.0111,70,1.7996,8.815,4384,25.6296,25.6641,12,26.182,8.5197,25.6631,4433.2,0.2076,2
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1339958817-007.UNKNOWN.cnf,1,2546,2556,589,0.0051,0.0051,0.0051,140,140,0.0122,129.178,0.0224,0.0039,119,129.622,0.0085,0.3068,119,129,0.0101,600,0.2983,24.6545,3710,29.9869,36.8109,130,37.217,19.2836,30.3663,3779.4286,0.068,4
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1744841484-003.SATISFIABLE.cnf,1,2969,2982,686,0.0044,0.0044,0.0044,163,163,0.0101,151.66,0.0199,0.002,140,151.452,0.0073,0.3053,140,152,0.0088,700,0.2793,22.2332,3563,34.025,38.2725,151,42.4387,17.8645,34.4658,3648.7143,0.0616,4.0248
SAT11/random/large/unif-k3-r4.2-v15000-c63000-S1386494586-003-UNKNOWN.cnf,1,62563,63000,14604,0.0002,0.0002,0.0002,3226,3243,0.0006,2794.88,0.0012,0.0001,0,3200.64,0.0003,0.2336,3162,3173,0.0004,15000,0.0794,640.625,8,50.5714,67.6875,3193,105.0909,257.182,57.625,12.217,0.0112,5.0263
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S690749326-001.UNKNOWN.cnf,1,1694,1704,390,0.0078,0.0078,0.0077,95,95,0.0159,86.1355,0.0319,0.0059,77,86.0802,0.0128,0.3315,77,86,0.0153,400,0.3744,15.5977,3870,23.1007,25.0661,86,25.4919,12.6254,24.1292,3916.5714,0.0818,4
SAT11/random/large/unif-k5-r20-v2000-c40000-S922811046-076-UNKNOWN.cnf,1,40000,40000,2000,0.0025,0.0025,0.0025,403,401,0.0034,379.756,0.0122,0.0063,364,382.2,0.0025,0.4634,362,381,0.0091,2000,0.2254,111.21,15,66.4706,78.875,381,109.1875,79.9176,71.5625,18.2727,0.0399,3
SAT11/random/medium/unif-k7-r89-v90-c8010-S1475406203-080.UNKNOWN.cnf,1,8010,8010,90,0.0778,0.0778,0.0778,19,19,0.0871,15.3228,0.0111,0.0111,12,15.3914,0.0778,0.6623,12,15,0.0111,90,1.692,10.6857,4295,31.2588,32.0622,15,32.0622,10.455,31.3308,4381.25,0.1895,2
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1694067460-072.UNKNOWN.cnf,1,2330,2343,536,0.0057,0.0057,0.0056,129,128,0.012,118.109,0.0232,0.0043,108,117.815,0.0093,0.3062,108,118,0.0112,550,0.3174,19.7899,3723,27.3653,32.593,118,33.0964,16.2036,27.8994,3850.5714,0.0675,4
SAT11/random/medium/unif-k7-r89-v70-c6230-S1960545292-083.UNKNOWN.cnf,1,6230,6230,70,0.1,0.1,0.1,15,15,0.1133,12.0776,0.0111,0.0111,9,12.1497,0.1,0.6802,9,12,0.0111,70,1.8176,8.7236,4390,25.6508,25.872,12,26.0301,8.4507,25.7323,4441.8,0.207,2
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S510739670-068.UNKNOWN.cnf,1,2758,2769,639,0.0047,0.0047,0.0047,152,152,0.0105,140.704,0.0196,0.0036,130,140.519,0.0078,0.3019,129,141,0.0094,650,0.2888,24.7669,3682,32.5426,37.7324,141,38.9903,19.3754,33.0278,3738.5714,0.0619,4.0031
