@RELATION 'FEATURE_VALUES-SAT12-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE cluster_coeff_max NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE cluster_coeff_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE CG_coeff_variation NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE cluster_coeff_min NUMERIC
@ATTRIBUTE cluster_coeff_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE CG_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE gsat_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE SP_unconstraint_min NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE CG_max NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cluster_coeff_entropy NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC

@DATA
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2100c215164g9.cnf,1,0,0,0.1932,0.9968,0,?,0,0,1.1362,0.0096,0.0143,0.8302,?,0.8802,?,3,215164,?,?,0,212532,0.9519,?,0.9519,4.9264,6.4664,0.198,0.8511,978,?,0.3068,0,6.1327,953,0.9236,1.0039,0.0842,922.154,0.001,0,0.902,931.667,923,0.2047,232.346,0.1659,?,0.7815,189,0.002,1019.67,981,936,188,?,142,1.8071,0.0009,0.181,237,79,0.0033,956.5,70.3521
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n220-s24359701-sat.cnf,1,0.2295,0.2295,1.1161,0.478,0.2295,0.4,0.2295,0.2295,0.9025,0.4167,0.9821,0.5832,0.3252,0.5832,0.8944,4.6849,528,0.0952,0.3492,0.2295,528,0.6117,0.0126,0.8333,1.5657,0.0001,0.0174,0.5832,66,0.4506,0.3333,0.2295,0.2407,57,0.5833,0.9301,0.0001,56.9858,0.0208,0.2294,0.5832,57.1487,49,0.4506,7.5988,0.3333,0.0379,0.6644,4487.4286,0.0226,4.3879,66,49,4466,0.4506,4442,0.4472,0.0061,0.4266,4547,4435,0.0227,57,40.8083
SAT_Competition2009/CRAFTED/edgematching/all/em_14_7_3_all.cnf,1,0.0119,0.0232,0.4809,0.9204,0.2259,?,0.0108,0.0085,0.9997,0.0129,0.2326,0.9558,?,0.9935,?,5.4615,1884008,?,?,0.0038,1884008,0.9332,?,0.8788,2.7943,1.2403,0.2462,0.9876,0,?,0.9766,0.0008,1.2806,11627,1,1.211,0.1476,5747.5,0,0,0.9987,11627.3,11605,0.4533,64392,0.9396,?,0.1985,0,0.0001,94,11627,0,0,?,0,0.8469,0.0001,0.3127,0,0,0.0002,5747.5,0
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-6x20.cnf,1,0.0046,0.0046,0,1,0.0046,?,0.0046,0.0046,0.999,0.0306,0,0.5028,?,0.5028,?,2,12240,?,?,0.0046,11760,0.7577,?,0.0306,0,0.0003,0,0.5028,100,?,0.0104,0.0046,48.4974,89,0.503,0.9984,0.0001,88.8913,0.0305,0.0046,0.5029,88.7989,78,0.682,0.3541,0.0104,?,0.9528,3840,0.0305,0.0013,100,78,3840,?,3840,0.592,0.0082,0,3840,3840,0.0305,89,29.2469
SAT_Competition2007/crafted/Hard/contest05/counting-clq/unsat-set-a-clqcolor-30-19-20.sat05-1256.reshuffled-07.cnf,1,0.0982,0.1116,0.9766,0.4754,0.1905,?,0.0622,0.0655,0.9999,0.0087,0.6408,0.9085,?,0.9277,?,3.1351,179315,?,?,0.0218,179265,0.4985,?,0.0297,5.2586,0.6611,0.7641,0.9053,554,?,0.9048,0.0036,2.4442,529,0.996,0.9998,0.0429,533.306,0.0004,0,0.9682,518.015,489,0.4109,4.6326,0.2532,?,0.5879,400.4483,0.0018,5.1343,553,502,279,?,205,1.4555,0.0009,0.9139,401,86,0.0035,535,66.9283
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-210-1.sat05-2158.reshuffled-07.cnf,1,0.042,0.042,0.5623,0.5,0.042,0.4,0.042,0.042,0.8748,0.25,0.5774,0,0.0489,0,0.0091,6.0431,840,0.3,0.3051,0.042,840,0.5024,0.0178,0,1.2305,0.0001,0.0229,0,54,0.0943,0,0.042,0.2217,48,0,0.9311,0,48.3144,0.006,0.042,0,48.2524,42,0,16.9867,0,0.0179,0.5934,4401.6667,0.0071,11.5888,54,42,4396,0.6006,4303,0,0.0072,0.2789,4514,4247,0.0071,48,27.5915
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2c-rand3bip-unsat-120-3.sat05-2340.reshuffled-07.cnf,1,0.3832,0.3832,0.9882,0.3656,0.3833,0.5325,0.3831,0.3831,0.7376,0.25,0.9265,0,0,0,0,8.2453,640,0.5325,0.5325,0.3831,640,0.2922,0.0328,0,1.5074,0.0001,0.0909,0,18,0,0,0.3831,0.5463,15,0,0.7782,0,14.5812,0.0078,0.3831,0,14.6258,11,0,5.0062,0,0.0328,0.3159,2806.0714,0.0086,3.1994,18,11,2767,0,2634,0,0.0073,0.2626,2988,2439,0.0094,15,26.9715
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g2.cnf,1,0,0,0.2703,0.9923,0,?,0,0,1.0005,0.0168,0.0277,0.7908,?,0.802,?,3,43649,?,?,0,42889,0.9256,?,0.9256,4.2025,4.4549,0.1849,0.7908,340,?,0.3293,0,4.407,324,0.8468,0.9983,0.0218,323.674,0.0034,0,0.8129,323.155,306,0.2874,13.0722,0.1734,?,0.8123,575.5385,0.0059,32.0559,342,306,328,?,291,1.3923,0.0026,0.1582,403,264,0.0098,324,60.4937
SAT_Competition2007/crafted/Hard/contest02/ezfact64_5.sat05-452.reshuffled-07.cnf,1,0.0697,0.0698,1.2804,0.401,0.1012,0.6364,0.0598,0.0665,0.7411,0.1602,0.842,0.0997,0.4223,0.1343,0.7121,6.8981,19785,0.0386,0.3807,0.0548,17733,0.3628,0.0026,0.0451,2.2235,0.2261,0.9218,0.0188,475,1.888,0.2727,0.043,0.1905,459,0.6232,0.6912,1.3487,458.495,0.0002,0,0.3249,458.202,442,0.6154,110.619,0.0256,0.0076,0.0498,1017,0.0004,190.561,480,441,955,1.6357,838,0.1406,0.0005,0.908,1280,730,0.0036,457,104.179
SAT_Competition2009/CRAFTED/Medium/contest05/pebbling/unsat-pbl-00080.sat05-1325.reshuffled-07.cnf,1,0.4675,0.4824,2.402,0.3847,0.4996,?,0.4003,0.4293,0.9891,0.0232,0.7077,0.5121,?,0.7167,?,4.2025,11604,?,?,0.361,10258,0.0446,?,0.0013,2.771,0.2276,0.471,0.554,15,?,0.9866,0.2747,0.4287,11,0.9913,0.9878,0.4894,11.5666,0.001,0,0.8332,11.5893,8,1.54,1.7535,0.5488,?,0.5085,1303.4063,0.0041,1.7432,15,8,1158,?,844,0.2485,0.0012,1.6938,1592,712,0.0081,11,13.2649
SAT_Competition2009/CRAFTED/edgematching/explicit/em_7_3_6_exp.cnf,1,0.0413,0.053,1.117,0.7047,0.0809,0.5,0.0259,0.0269,0.9908,0.064,0.4888,0.7921,0.7721,0.9624,1.4442,5.7022,22887,0.004,0.2881,0.0033,22887,0.8469,0.0018,0.5979,2.6388,0.7872,0.2908,0.9355,609,2.8154,0.913,0.0018,0.1494,588,0.9684,0.9911,0.3375,585.361,0.0003,0.0014,0.9675,587.93,565,0.9833,25.1729,0.7146,0.042,0.1854,946.7368,0.0022,24.5971,610,563,973,1.7481,699,0.577,0.0013,0.3762,1130,612,0.0031,587,30.0343
SAT_Competition2011/SAT07/crafted/spence/hard/s113-100.cnf,1,0.3225,0.3237,0,1,0.3245,0.2,0.3148,0.3217,0.8011,0.4788,0,0.0398,0.086,0.0685,0.114,5.8661,236,0.1538,0.193,0.314,236,0.5,0.0401,0,0.1812,0.0597,0.0515,0.0143,20,0.4271,0.3333,0.3114,0.2881,16,0.2624,0.8511,1.6635,16.4692,0.0254,0.2203,0.0878,16.4528,13,0,2.6261,0.0236,0.0508,0.82,4096.8889,0.0258,1.0871,20,13,4019,0.4271,3980,0,0.0133,0.1969,4039,3915,0.0339,16,19.8879
SAT_Competition2009/CRAFTED/Medium/contest05/jarvisalo/mod2-3cage-unsat-9-14.sat05-2589.reshuffled-07.cnf,1,0.373,0.3786,1.1977,0.3879,0.3797,0.4737,0.3561,0.3662,0.7797,0.2629,0.8477,0,0.0467,0,0.1136,5,232,0.4,0.4343,0.3222,232,0.3233,0.0902,0,1.322,0.068,0.0799,0,9,1.2022,0,0.3189,0.1105,7,0,0.835,0,6.9261,0.0216,0.3149,0,6.9076,5,0.3326,1.8726,0,0.0991,0.9971,3820.3,0.0246,1.0062,9,5,3858,1.2022,3683,0.0782,0.0205,0.437,3975,3635,0.0259,7,20.8898
SAT_Competition2007/crafted/Medium/contest05/others/QG7-gensys-icl001.sat05-2926.reshuffled-07.cnf,1,0.0398,0.4198,1.3824,0.4093,0.9774,0.9592,0.0834,0.0345,0.9939,0.0369,0.9132,0.8691,0.8192,0.9234,1.5667,3.88,14889,0.002,0.1137,0.0262,10185,0.4329,0.0048,0.3387,4.0521,1.797,0.522,0.9147,141,2.5744,1,0.015,0.166,129,1,0.9926,0.1143,129.465,0.0001,0.0076,0.934,129.58,118,1.091,11.2704,0.8178,0.1595,0.5801,3892.5,0.0114,13.1448,142,118,4260,2.0635,3542,0.4589,0.0034,0.6863,4511,3257,0.0161,129,40.0252
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2c-3cage-unsat-10-3.sat05-2568.reshuffled-07.cnf,1,0.3832,0.3832,1.0038,0.3643,0.3832,0.5325,0.3831,0.3831,0.7383,0.25,0.9544,0,0,0,0,7,560,0.5325,0.5325,0.3831,560,0.2946,0.0375,0,1.6138,0.0001,0.0909,0,16,0,0,0.3831,0.571,13,0,0.7828,0,12.9018,0.0089,0.3831,0,12.9404,10,0,4.5628,0,0.0375,0.3338,3434.3077,0.0098,2.8108,16,10,3393,0,3259,0,0.0084,0.2757,3614,3088,0.0107,13,31.1533
SAT_Competition2009/CRAFTED/Hard/contest04/others/ramsey.sat05-511.reshuffled-07.cnf,1,0.0005,0.0005,1.1311,0.3057,0.0005,?,0.0005,0.0005,0.8758,0.025,0.8518,0,?,0,?,2,6120,?,?,0.0005,6120,0.1047,?,0,3.4399,0.0001,0,0,25,?,0,0.0005,0.1223,21,0,0.8808,0,20.6089,0.0248,0.0005,0,20.7282,16,0,12.0519,0,?,0.5688,3648.1111,0.0248,11.5101,25,16,3624,?,3422,0,0.0041,0.3565,3668,3255,0.0248,21,37.3728
SAT_Competition2011/SAT02/handmade/zhang-lintao/xor-chain/x1_80.shuffled.cnf,1,0.3717,0.3777,1.23,0.3892,0.3804,0.5325,0.3501,0.3644,0.7511,0.2658,0.8484,0,0.0681,0,0.1287,6.8802,634,0.4,0.4452,0.3186,632,0.3339,0.0323,0,1.4492,0.0776,0.0857,0,21,1.4206,0,0.3121,0.277,17,0,0.7888,0,17.3209,0.0079,0.3037,0,17.3975,14,0.3798,3.0902,0,0.0364,0.9789,2628.8571,0.0089,1.0426,21,14,2655,1.6011,2446,0.0858,0.0076,0.4339,2800,2283,0.0095,17,37.7721
SAT_Competition2007/crafted/Medium/contest05/sabharwal/counting-easier-php-012-010.sat05-1172.reshuffled-07.cnf,1,0.2006,0.2009,1.0987,0.4599,0.2198,0.1858,0.1935,0.1925,0.995,0.1636,1.0372,0.8139,0.3794,0.8242,0.9449,3,672,0.0248,0.1446,0.185,660,0.6424,0.0594,0.8121,1.9213,0.0479,0.231,0.8154,49,0.8485,0,0.1848,0,43,0.8259,0.9954,0.0152,42.4148,0.0455,0.1848,0.8258,42.4977,36,0.5281,2.0573,0,0.2864,0.8708,4837.6667,0.071,2,49,36,4868,1.5728,4797,0.9539,0.0119,0.356,4869,4779,0.0985,42,31.0086
SAT_Competition2011/SAT11/crafted/mosoi/289/289-unsat-17x30.cnf,1,0,0,0,1,0,?,0,0,0.9634,0.0064,0,0.3425,?,0.376,?,2,240210,?,?,0,238170,0.7516,?,0.0064,0,13.8583,0,0.3447,424,?,0.0022,0,3.037,398,0.4593,0.9967,0.1556,399.85,0.0064,0,0.3976,384,362,0.5976,311.4,0.0022,?,0.6066,1219.5,0.0064,702.467,423,368,648,?,542,0.5804,0.002,0,786,511,0.0064,405.5,33.5623
SAT_Competition2007/crafted/Medium/contest05/sabharwal/sat-strips-gripper-10t19.sat05-1143.reshuffled-07.cnf,1,0.0126,0.1492,1.168,0.4608,0.2756,0.5238,0.0294,0.0006,0.9897,0.0438,0.9848,0.8894,0.9156,0.9942,0.7316,14.3455,53225,0.0046,0.0758,0.0001,44720,0.616,0.0018,0.6806,4.1143,2.0204,0.4882,0.9741,840,4.4553,1,0.0001,0.3173,809.5,1,0.99,0.2081,809.966,0.0002,0,0.9952,808.954,777,0.8195,9.4831,0.4575,0.0235,0.4159,2684.5,0.0013,10.3624,838,784,2817,2.5687,2575,0.4033,0.0007,0.6952,3194,1554,0.0035,814,40.9812
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hidden-k3-s0-r5-n700-01-S2069048075.sat05-488.reshuffled-07.cnf,1,0.0612,0.1009,0.6373,0.5036,0.2992,0.2418,0.0462,0.0342,0.8378,0.1984,0.5796,0.387,0.227,0.559,0.2142,4,3500,0.0476,0.0913,0.0189,3493,0.4961,0.0066,0,2.3385,0.8491,0.2588,0.3877,175,2.9971,0.7333,0.0099,0.1284,163,0.9214,0.8596,0.5903,163.227,0.0029,0.0021,0.7081,163.136,151,0.0833,50.0135,0.1992,0.012,0.2631,3857.375,0.0086,39.9026,176,150,3838,2.0894,3744,0.042,0.0022,0.3399,4011,3734,0.018,163,32.8214
SAT_Competition2009/CRAFTED/edgematching/explicit/em_11_3_4_exp.cnf,1,0.0242,0.0384,0.7715,0.8453,0.0601,?,0.0164,0.01,0.9985,0.0226,0.3314,0.901,?,0.9862,?,5.0667,384843,?,?,0.006,384843,0.9005,?,0.7691,2.9433,0.7755,0.263,0.9831,4021,?,0.9612,0.0055,0.2943,3981,0.9884,0.998,0.26,3994.5,0,0.0025,0.9865,3986.48,3935,0.7105,12.4167,0.9022,?,0.2264,202.3793,0.0004,47.92,4057,3933,210,?,190,0.7667,0.0002,0.3601,230,158,0.0005,4009,57.9124
