@RELATION 'FEATURE_VALUES-SAT12-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE cluster_coeff_max NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE cluster_coeff_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE CG_coeff_variation NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE cluster_coeff_min NUMERIC
@ATTRIBUTE cluster_coeff_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE CG_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC

@DATA
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2100c215164g9.cnf,1,0,0,0.1932,0.9968,0,?,0,0,1.1362,0.0096,0.0143,0.8302,?,0.8802,?,3,215164,?,?,0,212532,0.9519,?,0.9519,4.9264,6.4664,0.198,0.8511,978,?,0.3068,0
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n220-s24359701-sat.cnf,1,0.2295,0.2295,1.1161,0.478,0.2295,0.4,0.2295,0.2295,0.9025,0.4167,0.9821,0.5832,0.3252,0.5832,0.8944,4.6849,528,0.0952,0.3492,0.2295,528,0.6117,0.0126,0.8333,1.5657,0.0001,0.0174,0.5832,66,0.4506,0.3333,0.2295
SAT_Competition2009/CRAFTED/edgematching/all/em_14_7_3_all.cnf,1,0.0119,0.0232,0.4809,0.9204,0.2259,?,0.0108,0.0085,0.9997,0.0129,0.2326,0.9558,?,0.9935,?,5.4615,1884008,?,?,0.0038,1884008,0.9332,?,0.8788,2.7943,1.2403,0.2462,0.9876,0,?,0.9766,0.0008
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-6x20.cnf,1,0.0046,0.0046,0,1,0.0046,?,0.0046,0.0046,0.999,0.0306,0,0.5028,?,0.5028,?,2,12240,?,?,0.0046,11760,0.7577,?,0.0306,0,0.0003,0,0.5028,100,?,0.0104,0.0046
SAT_Competition2007/crafted/Hard/contest05/counting-clq/unsat-set-a-clqcolor-30-19-20.sat05-1256.reshuffled-07.cnf,1,0.0982,0.1116,0.9766,0.4754,0.1905,?,0.0622,0.0655,0.9999,0.0087,0.6408,0.9085,?,0.9277,?,3.1351,179315,?,?,0.0218,179265,0.4985,?,0.0297,5.2586,0.6611,0.7641,0.9053,554,?,0.9048,0.0036
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-210-1.sat05-2158.reshuffled-07.cnf,1,0.042,0.042,0.5623,0.5,0.042,0.4,0.042,0.042,0.8748,0.25,0.5774,0,0.0489,0,0.0091,6.0431,840,0.3,0.3051,0.042,840,0.5024,0.0178,0,1.2305,0.0001,0.0229,0,54,0.0943,0,0.042
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2c-rand3bip-unsat-120-3.sat05-2340.reshuffled-07.cnf,1,0.3832,0.3832,0.9882,0.3656,0.3833,0.5325,0.3831,0.3831,0.7376,0.25,0.9265,0,0,0,0,8.2453,640,0.5325,0.5325,0.3831,640,0.2922,0.0328,0,1.5074,0.0001,0.0909,0,18,0,0,0.3831
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g2.cnf,1,0,0,0.2703,0.9923,0,?,0,0,1.0005,0.0168,0.0277,0.7908,?,0.802,?,3,43649,?,?,0,42889,0.9256,?,0.9256,4.2025,4.4549,0.1849,0.7908,340,?,0.3293,0
SAT_Competition2007/crafted/Hard/contest02/ezfact64_5.sat05-452.reshuffled-07.cnf,1,0.0697,0.0698,1.2804,0.401,0.1012,0.6364,0.0598,0.0665,0.7411,0.1602,0.842,0.0997,0.4223,0.1343,0.7121,6.8981,19785,0.0386,0.3807,0.0548,17733,0.3628,0.0026,0.0451,2.2235,0.2261,0.9218,0.0188,475,1.888,0.2727,0.043
SAT_Competition2009/CRAFTED/Medium/contest05/pebbling/unsat-pbl-00080.sat05-1325.reshuffled-07.cnf,1,0.4675,0.4824,2.402,0.3847,0.4996,?,0.4003,0.4293,0.9891,0.0232,0.7077,0.5121,?,0.7167,?,4.2025,11604,?,?,0.361,10258,0.0446,?,0.0013,2.771,0.2276,0.471,0.554,15,?,0.9866,0.2747
SAT_Competition2009/CRAFTED/edgematching/explicit/em_7_3_6_exp.cnf,1,0.0413,0.053,1.117,0.7047,0.0809,0.5,0.0259,0.0269,0.9908,0.064,0.4888,0.7921,0.7721,0.9624,1.4442,5.7022,22887,0.004,0.2881,0.0033,22887,0.8469,0.0018,0.5979,2.6388,0.7872,0.2908,0.9355,609,2.8154,0.913,0.0018
SAT_Competition2011/SAT07/crafted/spence/hard/s113-100.cnf,1,0.3225,0.3237,0,1,0.3245,0.2,0.3148,0.3217,0.8011,0.4788,0,0.0398,0.086,0.0685,0.114,5.8661,236,0.1538,0.193,0.314,236,0.5,0.0401,0,0.1812,0.0597,0.0515,0.0143,20,0.4271,0.3333,0.3114
SAT_Competition2009/CRAFTED/Medium/contest05/jarvisalo/mod2-3cage-unsat-9-14.sat05-2589.reshuffled-07.cnf,1,0.373,0.3786,1.1977,0.3879,0.3797,0.4737,0.3561,0.3662,0.7797,0.2629,0.8477,0,0.0467,0,0.1136,5,232,0.4,0.4343,0.3222,232,0.3233,0.0902,0,1.322,0.068,0.0799,0,9,1.2022,0,0.3189
SAT_Competition2007/crafted/Medium/contest05/others/QG7-gensys-icl001.sat05-2926.reshuffled-07.cnf,1,0.0398,0.4198,1.3824,0.4093,0.9774,0.9592,0.0834,0.0345,0.9939,0.0369,0.9132,0.8691,0.8192,0.9234,1.5667,3.88,14889,0.002,0.1137,0.0262,10185,0.4329,0.0048,0.3387,4.0521,1.797,0.522,0.9147,141,2.5744,1,0.015
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2c-3cage-unsat-10-3.sat05-2568.reshuffled-07.cnf,1,0.3832,0.3832,1.0038,0.3643,0.3832,0.5325,0.3831,0.3831,0.7383,0.25,0.9544,0,0,0,0,7,560,0.5325,0.5325,0.3831,560,0.2946,0.0375,0,1.6138,0.0001,0.0909,0,16,0,0,0.3831
SAT_Competition2009/CRAFTED/Hard/contest04/others/ramsey.sat05-511.reshuffled-07.cnf,1,0.0005,0.0005,1.1311,0.3057,0.0005,?,0.0005,0.0005,0.8758,0.025,0.8518,0,?,0,?,2,6120,?,?,0.0005,6120,0.1047,?,0,3.4399,0.0001,0,0,25,?,0,0.0005
SAT_Competition2011/SAT02/handmade/zhang-lintao/xor-chain/x1_80.shuffled.cnf,1,0.3717,0.3777,1.23,0.3892,0.3804,0.5325,0.3501,0.3644,0.7511,0.2658,0.8484,0,0.0681,0,0.1287,6.8802,634,0.4,0.4452,0.3186,632,0.3339,0.0323,0,1.4492,0.0776,0.0857,0,21,1.4206,0,0.3121
SAT_Competition2007/crafted/Medium/contest05/sabharwal/counting-easier-php-012-010.sat05-1172.reshuffled-07.cnf,1,0.2006,0.2009,1.0987,0.4599,0.2198,0.1858,0.1935,0.1925,0.995,0.1636,1.0372,0.8139,0.3794,0.8242,0.9449,3,672,0.0248,0.1446,0.185,660,0.6424,0.0594,0.8121,1.9213,0.0479,0.231,0.8154,49,0.8485,0,0.1848
SAT_Competition2011/SAT11/crafted/mosoi/289/289-unsat-17x30.cnf,1,0,0,0,1,0,?,0,0,0.9634,0.0064,0,0.3425,?,0.376,?,2,240210,?,?,0,238170,0.7516,?,0.0064,0,13.8583,0,0.3447,424,?,0.0022,0
SAT_Competition2007/crafted/Medium/contest05/sabharwal/sat-strips-gripper-10t19.sat05-1143.reshuffled-07.cnf,1,0.0126,0.1492,1.168,0.4608,0.2756,0.5238,0.0294,0.0006,0.9897,0.0438,0.9848,0.8894,0.9156,0.9942,0.7316,14.3455,53225,0.0046,0.0758,0.0001,44720,0.616,0.0018,0.6806,4.1143,2.0204,0.4882,0.9741,840,4.4553,1,0.0001
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hidden-k3-s0-r5-n700-01-S2069048075.sat05-488.reshuffled-07.cnf,1,0.0612,0.1009,0.6373,0.5036,0.2992,0.2418,0.0462,0.0342,0.8378,0.1984,0.5796,0.387,0.227,0.559,0.2142,4,3500,0.0476,0.0913,0.0189,3493,0.4961,0.0066,0,2.3385,0.8491,0.2588,0.3877,175,2.9971,0.7333,0.0099
SAT_Competition2009/CRAFTED/edgematching/explicit/em_11_3_4_exp.cnf,1,0.0242,0.0384,0.7715,0.8453,0.0601,?,0.0164,0.01,0.9985,0.0226,0.3314,0.901,?,0.9862,?,5.0667,384843,?,?,0.006,384843,0.9005,?,0.7691,2.9433,0.7755,0.263,0.9831,4021,?,0.9612,0.0055
SAT_Competition2007/crafted/Medium/contest05/pebbling/sat-pbl-00400.sat05-1322.reshuffled-07.cnf,1,0.4715,0.4842,2.69,0.2918,0.4994,?,0.4079,0.4376,0.9956,0.0182,0.7862,0.545,?,0.7497,?,5.0889,73374,?,?,0.3746,72136,0.0522,?,0.0006,3.0477,0.2259,0.4649,0.6031,53,?,1,0.2956
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/forced/rbsat-v2100c215164gyes7.cnf,1,0,0,0.1921,0.9969,0,?,0,0,1.0214,0.0096,0.0142,0.8299,?,0.8815,?,3.2522,215164,?,?,0,212478,0.9523,?,0.9523,4.8958,9.1212,0.1979,0.8547,985,?,0.3039,0
SAT_Competition2007/crafted/Medium/contest05/others/QG-gensys-brn008.sat05-2685.reshuffled-07.cnf,1,0.4999,0.5,2.9219,0.2822,1,?,0.4508,0.4996,0.9546,0.2217,0.9249,0.6983,?,0.7998,?,4.5216,7521,?,?,0.4947,6058,0.1118,?,0.0949,1.2842,0.3568,1.5207,0.7471,76,?,1,0.141
SAT_Competition2009/CRAFTED/Medium/contest05/others/QG8-gensys-ukn005.sat05-3584.reshuffled-07.cnf,1,0.5,0.5,1.5704,0.3316,0.5,?,0.2601,0.4948,0.9899,0.0215,0.8393,0.8489,?,0.9951,?,3.9192,56210,?,?,0,49674,0.1554,?,0.1393,2.9699,0.9579,1.04,0.875,231,?,0.9883,0
SAT_Competition2011/SAT04/handmade/hirsch03/hgen8-n320-01-S1432474240.shuffled-as.sat03-890.used-as.sat04-841.cnf,1,0.3303,0.359,1.2178,0.4024,0.4643,0.5,0.2986,0.2757,0.9038,0.4434,1.1112,0.5725,0.3882,0.627,0.6292,4.8798,486,0.0605,0.2368,0.2654,415,0.5831,0.0243,0.6675,1.6896,0.1613,0.2734,0.5828,50,2.4272,0.4286,0.2542
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes5.cnf,1,0,0,0.272,0.9923,0,?,0,0,1.0027,0.0168,0.0278,0.79,?,0.8021,?,3,43649,?,?,0,42889,0.9252,?,0.9252,3.9124,4.4328,0.1433,0.7899,341,?,0.2911,0
SAT_Competition2009/CRAFTED/Hard/contest02/hgen2-v500-s1216665065.sat05-467.reshuffled-07.cnf,1,0.0846,0.0886,0.5537,0.4949,0.0975,0.125,0.0761,0.0784,0.7977,0.2857,0.5772,0.0858,0.0444,0.1543,0.0485,4,1750,0.1053,0.1195,0.0692,1750,0.5023,0.009,0,1.7718,0.1454,0.065,0.0491,107,1.0884,0.0909,0.0593
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/crn_11_100_s.cnf,1,0.3887,0.3904,1.0749,0.2847,0.3907,0.9048,0.3335,0.3853,0.7222,0.3177,0.9523,0.1128,0.1608,0.1855,0.1933,36.9301,2355,0.25,0.479,0.3418,1939,0.2945,0.0176,0.0371,0.62,0.2819,0.3976,0.0374,91,1.6826,0.6667,0.157
SAT_Competition2009/CRAFTED/rbsat/random/forced/rbsat-v760c43649gyes1.cnf,1,0,0,0.2678,0.9925,0,?,0,0,0.9995,0.0169,0.0274,0.7956,?,0.808,?,3,43649,?,?,0,42676,0.9284,?,0.9284,4.3132,6.6153,0.1822,0.7944,341,?,0.3733,0
SAT_Competition2007/crafted/Hard/contest05/counting-clq/unsat-set-a-clqcolor-16-10-11.sat05-1253.reshuffled-07.cnf,1,0.1601,0.1696,1.2234,0.4509,0.1935,?,0.0874,0.0828,0.9983,0.0281,0.6629,0.836,?,0.8369,?,3.0841,15307,?,?,0.0193,15280,0.4642,?,0.0507,4.3357,0.7269,0.5483,0.8256,142,?,0.8333,0.0171
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-230-3.shuffled-as.sat05-2505.cnf,1,0.119,0.1384,1.6431,0.3739,0.1901,0.6517,0.1092,0.1042,0.9642,0.1398,0.7972,0.0395,0.1589,0.0347,0.2462,6.0185,2332,0.3012,0.4522,0.0923,2332,0.2633,0.0216,0,1.802,0.2068,0.114,0.0139,58,2.6739,0.2,0.0863
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-6x9.cnf,1,0.3429,0.3429,0,1,0.343,0.0488,0.3429,0.3429,1,0.0698,0,0.619,0.6898,0.6191,0.645,2,2538,0.0048,0.0148,0.3429,2322,0.7674,0.0835,0.0698,0,0,0,0.619,44,0.7761,0.0244,0.3429
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n180-s34713902-sat.cnf,1,0.2295,0.2295,1.0976,0.438,0.2295,0.4,0.2295,0.2295,0.9027,0.4167,1.067,0.5832,0.3252,0.5832,0.8944,4.1899,432,0.0952,0.3492,0.2295,432,0.6713,0.0154,0.8333,1.2514,0.0001,0.0192,0.5832,55,0.4506,0.3333,0.2295
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-14x8.cnf,1,0.006,0.006,0,1,0.006,?,0.006,0.006,0.9987,0.0319,0,0.5077,?,0.5077,?,2,10976,?,?,0.006,10528,0.758,?,0.0319,0,0.0007,0,0.5077,93,?,0.0109,0.006
SAT_Competition2011/SAT05/crafted/sabharwal05/counting/php/unsat/harder/php-020-019.shuffled-as.sat05-1190.cnf,1,0.1608,0.1658,1.1095,0.4639,0.1712,0.1066,0.161,0.1608,0.997,0.0997,1.0418,0.8845,0.3027,0.8888,1.4052,3,3630,0.0082,0.0922,0.1562,3610,0.6632,0.0199,0.897,2.1916,0.0269,0.2279,0.8847,171,0.5056,0,0.1561
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes10.cnf,1,0,0,0.1803,0.9974,0.0023,?,0,0,1.0003,0.0085,0.0124,0.8512,?,0.9364,?,3,305320,?,?,0,302063,0.9561,?,0.9561,4.8883,5.3636,0.179,0.9016,1213,?,0.2778,0
SAT_Competition2009/CRAFTED/rbsat/crafted/forced/rbsat-v1820c171155gyes6.cnf,1,0,0,0.2053,0.9963,0,?,0,0,0.9998,0.0104,0.0159,0.829,?,0.8548,?,3,171155,?,?,0,169335,0.9477,?,0.9477,4.6803,12.668,0.1827,0.8332,854,?,0.3116,0
SAT_Competition2007/crafted/Difficult/contest05/QG/QG6-gensys-icl004.sat05-2716.reshuffled-07.cnf,1,0.4999,0.5,3.0185,0.299,1,?,0.4549,0.4995,0.9433,0.2249,0.8604,0.7018,?,0.7998,?,4.8162,8025,?,?,0.4923,6633,0.1132,?,0.0811,1.3596,0.3118,1.5349,0.7492,78,?,1,0.1622
SAT_Competition2007/crafted/Hard/contest05/QG/QG7a-gensys-icl001.sat05-3822.reshuffled-07.cnf,1,0.4991,0.4997,2.5461,0.3101,0.9999,?,0.4471,0.496,0.9103,0.1672,0.8835,0.7352,?,0.8261,?,4.871,16065,?,?,0.4735,14090,0.1143,?,0.0774,1.6953,0.31,1.3838,0.7496,133,?,1,0.1627
SAT_Competition2011/SAT11/crafted/mosoi/289/289-unsat-21x39.cnf,1,0.3496,0.4057,0,1,0.5,?,0.2646,0.2689,1.0018,0.0039,0,0.6441,?,0.8119,?,2,628173,?,?,0.1988,624897,0.751,?,0.0039,0,0.4418,0,0.6969,667,?,0.0013,0.1033
SAT_Competition2007/crafted/spence/hard/s97-100.cnf,1,0.3214,0.3224,0,1,0.3232,0.2,0.313,0.3199,0.8028,0.4755,0,0.0432,0.0846,0.0616,0.1125,5.2708,204,0.1538,0.1932,0.3132,204,0.5,0.0463,0,0.203,0.0544,0.0498,0.0153,18,0.4176,0.3333,0.2651
SAT_Competition2009/CRAFTED/Hard/contest04/connamacher/connm-ue-csp-sat-n1200-d-0.02-s383740539.sat05-534.reshuffled-07.cnf,1,0.0089,0.0107,1.0488,0.4781,0.0176,0.399,0.0044,0.0012,0.9765,0.0658,0.5945,0.6284,0.3055,0.67,0.5609,6.5124,13833,0.048,0.2029,0.0006,13536,0.4453,0.0057,0,3.6066,1.015,0.2975,0.6257,280,4.6518,0.5,0.0001
SAT_Competition2009/CRAFTED/Difficult/contest-02-03-04/contest02-Mat26.sat05-457.reshuffled-07.cnf,1,0.0455,0.0647,1.4994,0.4544,0.0651,0.4062,0.032,0.0454,0.837,0.163,0.7255,0.2021,0.3858,0.3509,0.5309,6.2006,2464,0.1059,0.2329,0.012,2208,0.4416,0.0245,0.087,2.5168,0.7102,0.8863,0.1944,74,2.5754,0.0667,0.0056
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2c-rand3bip-sat-210-3.sat05-2475.reshuffled-07.cnf,1,0.1201,0.151,1.7119,0.3645,0.2242,0.671,0.111,0.1044,0.963,0.1369,0.8508,0.0385,0.1809,0.0479,0.3183,6.0101,2176,0.3262,0.4631,0.0894,2176,0.2495,0.0245,0,1.863,0.2475,0.1199,0.0171,53,3.0116,0.2,0.0853
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/forced/rbsat-v1820c171155gyes3.cnf,1,0,0,0.2012,0.9964,0,?,0,0,0.9998,0.0104,0.0157,0.8314,?,0.8559,?,3.0465,171155,?,?,0,168781,0.9494,?,0.9494,4.72,6.3213,0.1919,0.8351,845,?,0.3043,0
SAT_Competition2009/CRAFTED/sgi/new-difficult-28-302-26-75.cnf,1,0,0,0.0857,0.9988,0.0004,?,0,0,1.0014,0.0147,0.0092,0.9024,?,0.9129,?,2,48442,?,?,0,47714,0.9769,?,0.9769,3.5071,2.3846,0,0.904,344,?,0.6425,0
SAT_Competition2009/CRAFTED/edgematching/compact/em_8_4_5_cmp.cnf,1,0.1709,0.2279,1.1741,0.4042,0.3407,0.5,0.0847,0.0215,0.883,0.1081,0.5383,0.7466,1.5363,0.9638,0.528,5.7665,22340,0.0062,0.0591,0.0122,22340,0.644,0.0052,0.1413,2.6841,1.1594,0.2919,0.8604,847,4.3027,0.8182,0.0053
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v2640c305320g2.cnf,1,0,0.0001,0.1807,0.9974,0.0047,?,0,0,1.0094,0.0085,0.0124,0.8522,?,0.9362,?,3,305320,?,?,0,302045,0.9559,?,0.9559,5.0011,5.1671,0.1914,0.9028,1243,?,0.288,0
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-12-12-unsat.cnf,1,0.0415,0.0415,0,1,0.0416,0.08,0.0415,0.0415,0.9687,0.1538,0,0.7088,0.3348,0.7088,0.9594,3,936,0.015,0.07,0.0414,936,0.8462,0.0434,0.8462,0,0.001,0,0.7088,59,0.4293,0.0435,0.0414
SAT_Competition2009/CRAFTED/sgen/unsat/sgen1-unsat-127-100.cnf,1,0.3237,0.3248,0,1,0.3252,0.2,0.3166,0.3225,0.8008,0.4813,0,0.0354,0.0747,0.0526,0.1013,6,268,0.1538,0.1948,0.3157,268,0.5,0.0348,0,0.164,0.0494,0.044,0.0136,23,0.3506,0.3333,0.3079
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-13_160.cnf,1,0.0001,0.0003,0,1,0.0009,?,0.0001,0,0.9904,0.0219,0,0.6068,?,0.6339,?,2.9874,7308,?,?,0,7308,0.1352,?,0,3.6885,1.9621,0.0721,0.5565,63,?,0.7174,0
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2c-rand3bip-unsat-120-3.sat05-2340.reshuffled-07.cnf,1,0.3832,0.3832,0.9882,0.3656,0.3833,0.5325,0.3831,0.3831,0.7362,0.25,0.9265,0,0,0,0,8.2453,640,0.5325,0.5325,0.3831,640,0.2922,0.0328,0,1.5074,0.0001,0.0909,0,18,0,0,0.3831
