@RELATION 'FEATURE_VALUES-SAT12-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 7'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE cluster_coeff_max NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC

@DATA
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2c-3cage-unsat-10-3.sat05-2568.reshuffled-07.cnf,1,0.3832,0.3832,1.0038,0.3643,0.3832,0.5325,0.3831
SAT_Competition2009/CRAFTED/Hard/contest04/others/ramsey.sat05-511.reshuffled-07.cnf,1,0.0005,0.0005,1.1311,0.3057,0.0005,?,0.0005
SAT_Competition2011/SAT02/handmade/zhang-lintao/xor-chain/x1_80.shuffled.cnf,1,0.3717,0.3777,1.23,0.3892,0.3804,0.5325,0.3501
SAT_Competition2007/crafted/Medium/contest05/sabharwal/counting-easier-php-012-010.sat05-1172.reshuffled-07.cnf,1,0.2006,0.2009,1.0987,0.4599,0.2198,0.1858,0.1935
SAT_Competition2011/SAT11/crafted/mosoi/289/289-unsat-17x30.cnf,1,0,0,0,1,0,?,0
SAT_Competition2007/crafted/Medium/contest05/sabharwal/sat-strips-gripper-10t19.sat05-1143.reshuffled-07.cnf,1,0.0126,0.1492,1.168,0.4608,0.2756,0.5238,0.0294
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hidden-k3-s0-r5-n700-01-S2069048075.sat05-488.reshuffled-07.cnf,1,0.0612,0.1009,0.6373,0.5036,0.2992,0.2418,0.0462
SAT_Competition2009/CRAFTED/edgematching/explicit/em_11_3_4_exp.cnf,1,0.0242,0.0384,0.7715,0.8453,0.0601,?,0.0164
SAT_Competition2007/crafted/Medium/contest05/pebbling/sat-pbl-00400.sat05-1322.reshuffled-07.cnf,1,0.4715,0.4842,2.69,0.2918,0.4994,?,0.4079
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/forced/rbsat-v2100c215164gyes7.cnf,1,0,0,0.1921,0.9969,0,?,0
SAT_Competition2007/crafted/Medium/contest05/others/QG-gensys-brn008.sat05-2685.reshuffled-07.cnf,1,0.4999,0.5,2.9219,0.2822,1,?,0.4508
SAT_Competition2009/CRAFTED/Medium/contest05/others/QG8-gensys-ukn005.sat05-3584.reshuffled-07.cnf,1,0.5,0.5,1.5704,0.3316,0.5,?,0.2601
SAT_Competition2011/SAT04/handmade/hirsch03/hgen8-n320-01-S1432474240.shuffled-as.sat03-890.used-as.sat04-841.cnf,1,0.3303,0.359,1.2178,0.4024,0.4643,0.5,0.2986
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes5.cnf,1,0,0,0.272,0.9923,0,?,0
SAT_Competition2009/CRAFTED/Hard/contest02/hgen2-v500-s1216665065.sat05-467.reshuffled-07.cnf,1,0.0846,0.0886,0.5537,0.4949,0.0975,0.125,0.0761
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/crn_11_100_s.cnf,1,0.3887,0.3904,1.0749,0.2847,0.3907,0.9048,0.3335
SAT_Competition2009/CRAFTED/rbsat/random/forced/rbsat-v760c43649gyes1.cnf,1,0,0,0.2678,0.9925,0,?,0
SAT_Competition2007/crafted/Hard/contest05/counting-clq/unsat-set-a-clqcolor-16-10-11.sat05-1253.reshuffled-07.cnf,1,0.1601,0.1696,1.2234,0.4509,0.1935,?,0.0874
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-230-3.shuffled-as.sat05-2505.cnf,1,0.119,0.1384,1.6431,0.3739,0.1901,0.6517,0.1092
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-6x9.cnf,1,0.3429,0.3429,0,1,0.343,0.0488,0.3429
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n180-s34713902-sat.cnf,1,0.2295,0.2295,1.0976,0.438,0.2295,0.4,0.2295
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-14x8.cnf,1,0.006,0.006,0,1,0.006,?,0.006
SAT_Competition2011/SAT05/crafted/sabharwal05/counting/php/unsat/harder/php-020-019.shuffled-as.sat05-1190.cnf,1,0.1608,0.1658,1.1095,0.4639,0.1712,0.1066,0.161
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes10.cnf,1,0,0,0.1803,0.9974,0.0023,?,0
SAT_Competition2009/CRAFTED/rbsat/crafted/forced/rbsat-v1820c171155gyes6.cnf,1,0,0,0.2053,0.9963,0,?,0
SAT_Competition2007/crafted/Difficult/contest05/QG/QG6-gensys-icl004.sat05-2716.reshuffled-07.cnf,1,0.4999,0.5,3.0185,0.299,1,?,0.4549
SAT_Competition2007/crafted/Hard/contest05/QG/QG7a-gensys-icl001.sat05-3822.reshuffled-07.cnf,1,0.4991,0.4997,2.5461,0.3101,0.9999,?,0.4471
SAT_Competition2011/SAT11/crafted/mosoi/289/289-unsat-21x39.cnf,1,0.3496,0.4057,0,1,0.5,?,0.2646
SAT_Competition2007/crafted/spence/hard/s97-100.cnf,1,0.3214,0.3224,0,1,0.3232,0.2,0.313
SAT_Competition2009/CRAFTED/Hard/contest04/connamacher/connm-ue-csp-sat-n1200-d-0.02-s383740539.sat05-534.reshuffled-07.cnf,1,0.0089,0.0107,1.0488,0.4781,0.0176,0.399,0.0044
SAT_Competition2009/CRAFTED/Difficult/contest-02-03-04/contest02-Mat26.sat05-457.reshuffled-07.cnf,1,0.0455,0.0647,1.4994,0.4544,0.0651,0.4062,0.032
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2c-rand3bip-sat-210-3.sat05-2475.reshuffled-07.cnf,1,0.1201,0.151,1.7119,0.3645,0.2242,0.671,0.111
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/forced/rbsat-v1820c171155gyes3.cnf,1,0,0,0.2012,0.9964,0,?,0
SAT_Competition2009/CRAFTED/sgi/new-difficult-28-302-26-75.cnf,1,0,0,0.0857,0.9988,0.0004,?,0
SAT_Competition2009/CRAFTED/edgematching/compact/em_8_4_5_cmp.cnf,1,0.1709,0.2279,1.1741,0.4042,0.3407,0.5,0.0847
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v2640c305320g2.cnf,1,0,0.0001,0.1807,0.9974,0.0047,?,0
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-12-12-unsat.cnf,1,0.0415,0.0415,0,1,0.0416,0.08,0.0415
SAT_Competition2009/CRAFTED/sgen/unsat/sgen1-unsat-127-100.cnf,1,0.3237,0.3248,0,1,0.3252,0.2,0.3166
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-13_160.cnf,1,0.0001,0.0003,0,1,0.0009,?,0.0001
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2c-rand3bip-unsat-120-3.sat05-2340.reshuffled-07.cnf,1,0.3832,0.3832,0.9882,0.3656,0.3833,0.5325,0.3831
SAT_Competition2009/CRAFTED/Medium/contest05/pebbling/unsat-pbl-00090.sat05-1326.reshuffled-07.cnf,1,0.4741,0.4919,2.5647,0.3176,0.4979,?,0.4067
SAT_Competition2009/CRAFTED/sgi/satsgi-n28himBHm30-p0-q333.cnf,1,0.0218,0.0219,0,1,0.0221,?,0.0216
SAT_Competition2009/CRAFTED/edgematching/explicit/em_9_3_5_exp.cnf,1,0.0256,0.0406,0.9764,0.7784,0.0826,?,0.0169
SAT_Competition2009/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes8.cnf,1,0,0,0.2488,0.9937,0,?,0
SAT_Competition2007/crafted/spence/medium/s69-100.cnf,1,0.3177,0.3191,0,1,0.3195,0.2,0.307
SAT_Competition2007/crafted/Hard/contest05/QG/QG7-dead-dnd001.sat05-3419.reshuffled-07.cnf,1,0.4983,0.4996,2.0719,0.4322,0.9994,0.9777,0.3311
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/forced/rbsat-v1375c111739gyes10.cnf,1,0,0,0.222,0.9956,0,?,0
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g8.cnf,1,0,0,0.261,0.9928,0,?,0
SAT_Competition2009/CRAFTED/edgematching/explicit/em_8_4_5_exp.cnf,1,0.0289,0.0426,1.0674,0.7423,0.0797,0.5,0.0198
SAT_Competition2011/SAT11/crafted/mosoi/289/289-unsat-21x40.cnf,1,0.3482,0.4046,0,1,0.5,?,0.2625
SAT_Competition2009/CRAFTED/Hard/contest04/others/CompositeRSA576.sat05-509.reshuffled-07.cnf,1,0.5,0.5,1.3113,0.3999,0.5,?,0.4216
SAT_Competition2011/SAT11/crafted/mosoi/289/289-unsat-5x41.cnf,1,0.0001,0.0001,0,1,0.0001,?,0.0001
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g4.cnf,1,0,0,0.2611,0.9928,0.0001,?,0
SAT_Competition2007/crafted/Medium/contest05/sabharwal/gt-ordering-unsat-gt-030.sat05-1307.reshuffled-07.cnf,1,0,0,0.6262,0.5002,0,0.0666,0
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-19_348.cnf,1,0,0,0,1,0,?,0
SAT_Competition2009/CRAFTED/parity-games/instance_n6_i6_pp_ci_ce.cnf,1,0.0693,0.2554,1.6226,0.5163,0.3602,?,0.0695
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hgen7-n390-02-S178568232.sat05-479.reshuffled-07.cnf,1,0.0384,0.039,0.5708,0.5052,0.0404,0.1176,0.0294
SAT_Competition2009/CRAFTED/edgematching/all/em_8_4_5_all.cnf,1,0.0249,0.0425,0.9573,0.7883,0.0826,?,0.0144
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_70_18_80_10-dir.shuffled-as.sat03-140.cnf,1,0,0,0.845,0.4856,0.0001,?,0
SAT_Competition2009/CRAFTED/sgi/satsgi-n25himBHm27-p0-q251.cnf,1,0.0408,0.041,0,1,0.0413,?,0.0406
SAT_Competition2009/CRAFTED/sgi/satsgi-n22himBHm25-p0-q229.cnf,1,0.0623,0.0623,0,1,0.0624,0.0909,0.0623
SAT_Competition2011/SAT09/CRAFTED/modcircuits/mod4block_3vars_7gates.cnf,1,0.4602,0.4621,2.0155,0.4192,1,?,0.2283
SAT_Competition2007/crafted/Hard/contest03/others/color-11-3.sat05-445.reshuffled-07.cnf,1,0,0,2.1245,0.362,0.0001,?,0
SAT_Competition2011/SAT11/crafted/manthey/sudoku-single-hard/sudoku_81x81_unknown.cnf,1,0.0034,0.0037,0,1,0.0042,0.2857,0.0031
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n180-s33098896-unsat.cnf,1,0.3253,0.3257,0.5623,0.5,0.3262,0.2,0.3198
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-220-1.sat05-2173.reshuffled-07.cnf,1,0.042,0.042,0.5623,0.5,0.042,0.4286,0.042
SAT_Competition2009/CRAFTED/edgematching/all/em_12_2_4_all.cnf,1,0.0013,0.0227,0.6581,0.8786,0.0663,?,0.0049
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-230-100.cnf,1,0.2295,0.2295,0,1,0.2296,0.4,0.2295
SAT_Competition2011/SAT11/crafted/mosoi/289/289-unsat-6x34.cnf,1,0.0001,0.0001,0,1,0.0001,?,0.0001
SAT_Competition2009/CRAFTED/edgematching/compact/em_7_3_6_cmp.cnf,1,0.1492,0.2345,1.2069,0.4161,0.3397,0.5,0.0813
SAT_Competition2009/CRAFTED/Hard/contest05/QG/QG7a-gensys-icl004.sat05-3825.reshuffled-07.cnf,1,0.499,0.4997,2.5306,0.314,0.9999,?,0.4382
SAT_Competition2007/crafted/Hard/contest05/counting-php/harder-fphp-035-034.sat05-1235.reshuffled-07.cnf,1,0.0099,0.01,0.8447,0.4886,0.01,?,0.0098
SAT_Competition2011/SAT09/CRAFTED/ramseycube/Q3inK10.cnf,1,0.4988,0.4988,0,1,0.4988,?,0.4988
SAT_Competition2009/CRAFTED/ramseycube/Q3inK09.cnf,1,0.4997,0.4997,0,1,0.4997,?,0.4997
SAT_Competition2009/CRAFTED/Medium/contest05/others/QG7a-gensys-brn004.sat05-3669.reshuffled-07.cnf,1,0.499,0.4997,2.5489,0.3151,0.9999,?,0.4444
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-3cage-unsat-9-12.sat05-2587.reshuffled-07.cnf,1,0.3791,0.3804,1.1751,0.3621,0.3813,0.4737,0.3649
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-4x35.cnf,1,0.003,0.003,0,1,0.003,?,0.003
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n120-s55656844-unsat.cnf,1,0.3231,0.3241,0.5534,0.4947,0.3248,0.2,0.3159
SAT_Competition2011/SAT11/crafted/mosoi/289/289-unsat-7x39.cnf,1,0,0,0,1,0,?,0
SAT_Competition2009/CRAFTED/parity-games/instance_n7_i8_pp.cnf,1,0.0684,0.2557,1.5922,0.5316,0.3654,?,0.0671
SAT_Competition2007/crafted/Hard/contest05/phnf/phnf-size10-exclusive-philo.used-as.sat04-988.sat05-4195.reshuffled-07.cnf,1,0.1626,0.2899,1.2297,0.467,0.5,?,0.1056
SAT_Competition2011/SAT05/crafted/sabharwal05/counting/php/unsat/harder/php-040-039.shuffled-as.sat05-1194.cnf,1,0.1075,0.1077,0.9599,0.4825,0.1115,?,0.1058
SAT_Competition2009/CRAFTED/sgen/unsat/sgen1-unsat-103-100.cnf,1,0.3218,0.3227,0,1,0.3236,0.2,0.3141
SAT_Competition2007/crafted/Hard/contest05/others/strips-gripper-12t22.sat05-1151.reshuffled-07.cnf,1,0.0095,0.1537,1.1561,0.4609,0.2776,?,0.0292
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-260-100.cnf,1,0.2295,0.2296,0,1,0.2296,0.4,0.2295
SAT_Competition2009/CRAFTED/edgematching/all/em_7_3_6_all.cnf,1,0.0326,0.0537,0.9623,0.7776,0.0819,0.5,0.0213
SAT_Competition2009/CRAFTED/Hard/contest05/phnf/phnf-size10-exclusive-equilarge_m3.used-as.sat04-900.sat05-4186.reshuffled-07.cnf,1,0,0,1.2669,0.4482,0.1026,?,0.0004
SAT_Competition2011/SAT02/handmade/pehoushek/plainoldcnf/5cnf_4300_4300_170.shuffled.cnf,1,0.0037,0.0039,1.043,0.3779,0.0043,0.0932,0.0035
SAT_Competition2007/crafted/Difficult/contest05/others/pmg-12-UNSAT.sat05-3940.reshuffled-07.cnf,1,0.1109,0.1109,0.5818,0.5045,0.1424,0.5778,0.1109
SAT_Competition2009/CRAFTED/modcircuits/mod3block_4vars_11gates_b2.cnf,1,0.4941,0.4951,1.9955,0.4035,1,?,0.324
SAT_Competition2007/crafted/Hard/contest05/QG/QG7-gensys-icl100.sat05-3226.reshuffled-07.cnf,1,0.4979,0.4994,1.9614,0.3878,0.4999,?,0.3353
SAT_Competition2007/crafted/spence/hard/s109-100.cnf,1,0.3222,0.3237,0,1,0.3246,0.2,0.3146
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/crn_20_360_u.cnf,1,0.3382,0.3383,0.9339,0.2664,0.3576,0.9048,0.3037
SAT_Competition2011/SAT05/crafted/sorge05/QG7a/gensys-ukn006.shuffled-as.sat05-3846.cnf,1,0.499,0.4997,2.5935,0.3077,0.9999,?,0.4456
SAT_Competition2011/SAT02/handmade/simon/satex-challenges/par32-3.shuffled.cnf,1,0.1309,0.1379,1.3808,0.4183,0.1868,0.619,0.089
SAT_Competition2009/CRAFTED/modcircuits/mod3block_2vars_9gates_u2_autoenc.cnf,1,0.0073,0.0153,2.1042,0.4001,0.0733,?,0.0068
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2c-rand3bip-sat-190-3.sat05-2445.reshuffled-07.cnf,1,0.1226,0.1348,1.639,0.3648,0.1642,0.671,0.11
SAT_Competition2011/SAT03/handmade/stanion/hwb/hwb-n32-02-S1478512323.shuffled-as.sat03-1638.cnf,1,0.0485,0.073,1.7012,0.4238,0.2759,0.7706,0.0482
SAT_Competition2009/CRAFTED/rbsat/random/forced/rbsat-v945c61409gyes4.cnf,1,0,0,0.2427,0.9939,0,?,0
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n300-s12830984-sat.cnf,1,0.2295,0.2295,1.0972,0.4778,0.2295,0.4,0.2295
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q505.75-n35-p30-s59841049.cnf,1,0,0,0.1062,0.9988,0.0001,?,0
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_507.cnf,1,0,0,0,1,0,?,0
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_464.cnf,1,0,0,0,1,0,?,0
SAT_Competition2007/crafted/spence/medium/s73-100.cnf,1,0.3183,0.3195,0,1,0.3209,0.2,0.3081
SAT_Competition2009/CRAFTED/edgematching/compact/em_11_3_4_cmp.cnf,1,0.2606,0.3593,1.067,0.403,0.4177,?,0.1445
SAT_Competition2009/CRAFTED/sgi/sgi-difficult7.cnf,1,0.0016,0.0028,0.0552,0.9993,0.0055,?,0.0012
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2100c215164g4.cnf,1,0,0,0.1922,0.9969,0,?,0
SAT_Competition2009/CRAFTED/Hard/contest05/others/sgp_9-8-8.sat05-2674.reshuffled-07.cnf,1,0.4073,0.5,1.0349,0.4896,0.5,?,0.2207
SAT_Competition2011/SAT09/CRAFTED/edgematching/compact/em_7_3_6_cmp.cnf,1,0.1492,0.2345,1.2069,0.4161,0.3397,0.5,0.0813
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p15-s59317012.cnf,1,0,0,0.1689,0.9977,0,?,0
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2640c305320gyes3.cnf,1,0,0.0001,0.1849,0.9973,0.009,?,0.0001
SAT_Competition2009/CRAFTED/sgen/unsat/sgen1-unsat-85-100.cnf,1,0.3204,0.3209,0,1,0.3221,0.2,0.3109
SAT_Competition2007/crafted/Hard/contest05/counting-php/easier-fphp-035-029.sat05-1221.reshuffled-07.cnf,1,0.0044,0.0044,0.8941,0.4862,0.0044,?,0.0044
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-6-9-unsat.cnf,1,0.2859,0.286,0,1,0.286,0.1538,0.2859
SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_11_3_4_fbc.cnf,1,0.0029,0.2739,1.2343,0.5404,0.4105,?,0.0479
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n120-s12930489-sat.cnf,1,0.2295,0.2295,1.1149,0.4764,0.2295,0.4,0.2295
SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_12_2_4_fbc.cnf,1,0.0018,0.0913,1.2043,0.5635,0.1533,?,0.0161
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-7x6.cnf,1,0.3528,0.3528,0,1,0.3528,0.0645,0.3528
SAT_Competition2007/crafted/Hard/contest04/connamacher/connm-ue-csp-sat-n1200-d0.00-s1875077647.sat05-530.reshuffled-07.cnf,1,0.0084,0.0105,1.0504,0.479,0.0173,0.4187,0.0042
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n140-s18527668-sat.cnf,1,0.2295,0.2295,1.1056,0.494,0.2295,0.4,0.2295
SAT_Competition2009/CRAFTED/rbsat/crafted/unforced/rbsat-v2400c266431g5.cnf,1,0,0,0.1879,0.9971,0,?,0
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g5.cnf,1,0,0,0.2608,0.9927,0,?,0
SAT_Competition2007/crafted/Medium/contest05/sabharwal/unsat-logistics-rotate-09t5.sat05-1139.reshuffled-07.cnf,1,0.0073,0.0077,0.8636,0.4944,0.2584,?,0.0075
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-240-3.sat05-2205.reshuffled-07.cnf,1,0.042,0.042,0.5623,0.5,0.042,0.4286,0.042
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q255-n25-p30-s39712998.cnf,1,0,0,0.11,0.9984,0.0012,?,0
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q1041.25-n50-p15-s99099953.cnf,1,0,0,0.0868,0.9994,0.005,?,0
SAT_Competition2011/SAT11/crafted/mosoi/289/289-unsat-21x14.cnf,1,0,0,0,1,0,?,0
SAT_Competition2009/CRAFTED/ramseycube/Q3inK10.cnf,1,0.4988,0.4988,0,1,0.4988,?,0.4988
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hgen7-n390-01-S248216171.sat05-478.reshuffled-07.cnf,1,0.0383,0.0389,0.5555,0.4959,0.0399,0.1176,0.0293
SAT_Competition2007/crafted/Hard/contest04/others/Composite-048BitPrimes-0.sat05-503.reshuffled-07.cnf,1,0.0906,0.0907,1.3307,0.4001,0.1081,?,0.0562
SAT_Competition2009/CRAFTED/Hard/contest05/counting-clq/unsat-set-a-clqcolor-16-10-11.sat05-1253.reshuffled-07.cnf,1,0.1601,0.1696,1.2234,0.4509,0.1935,?,0.0874
SAT_Competition2011/SAT05/crafted/sorge05/QG7a/gensys-brn002.shuffled-as.sat05-3935.cnf,1,0.499,0.4997,2.5376,0.311,0.9999,?,0.4491
SAT_Competition2007/crafted/Difficult/contest05/sabharwal/gt-ordering-sat-gt-040.sat05-1297.reshuffled-07.cnf,1,0,0,0.5992,0.4937,0,?,0
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g7.cnf,1,0,0,0.2427,0.9939,0,?,0
SAT_Competition2009/CRAFTED/Hard/contest05/counting-clq/unsat-set-b-fclqcolor-10-07-09.sat05-1282.reshuffled-07.cnf,1,0.0656,0.0675,1.5309,0.4509,0.0755,?,0.0398
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-24_567.cnf,1,0,0,0,1,0,?,0
SAT_Competition2009/CRAFTED/rbsat/crafted/unforced/rbsat-v1375c111739g6.cnf,1,0,0,0.2255,0.9954,0,?,0
