@RELATION 'feature_values_premarshalling_astar_2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 7'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE group-same-mean NUMERIC
@ATTRIBUTE container-density NUMERIC
@ATTRIBUTE stacks NUMERIC
@ATTRIBUTE overstowing-stack-pct NUMERIC
@ATTRIBUTE group-same-min NUMERIC
@ATTRIBUTE overstowage-pct NUMERIC
@ATTRIBUTE bflb NUMERIC

@DATA
BF2_cpmp_16_5_48_10_36_11,1,4.36364,0.6,16,625,0,0.45,36
BF2_cpmp_16_5_48_10_36_12,1,4.36364,0.6,16,625,0,0.45,36
BF2_cpmp_16_5_48_10_36_13,1,4.36364,0.6,16,0.6875,0,0.45,36
BF2_cpmp_16_5_48_10_36_14,1,4.36364,0.6,16,625,0,0.45,36
BF2_cpmp_16_5_48_10_36_15,1,4.36364,0.6,16,625,0,0.45,36
BF2_cpmp_16_5_48_10_36_17,1,4.36364,0.6,16,0.6875,0,0.45,36
BF2_cpmp_16_5_48_10_36_18,1,4.36364,0.6,16,625,0,0.45,36
BF2_cpmp_16_5_48_10_36_19,1,4.36364,0.6,16,625,0,0.45,36
BF2_cpmp_16_5_48_10_36_2,1,4.36364,0.6,16,0.6875,0,0.45,36
BF2_cpmp_16_5_48_10_36_20,1,4.36364,0.6,16,625,0,0.45,36
BF2_cpmp_16_5_48_10_36_3,1,4.36364,0.6,16,625,0,0.45,36
BF2_cpmp_16_5_48_10_36_4,1,4.36364,0.6,16,625,0,0.45,36
BF2_cpmp_16_5_48_10_36_5,1,4.36364,0.6,16,625,0,0.45,36
BF2_cpmp_16_5_48_10_36_6,1,4.36364,0.6,16,625,0,0.45,36
BF2_cpmp_16_5_48_10_36_7,1,4.36364,0.6,16,625,0,0.45,36
BF2_cpmp_16_5_48_10_36_8,1,4.36364,0.6,16,625,0,0.45,36
BF2_cpmp_16_5_48_10_36_9,1,4.36364,0.6,16,625,0,0.45,36
BF20_cpmp_20_5_60_24_45_1,1,2.4,0.6,20,0.6,0,0.45,45
BF20_cpmp_20_5_60_24_45_10,1,2.4,0.6,20,0.6,0,0.45,45
BF20_cpmp_20_5_60_24_45_11,1,2.4,0.6,20,0.65,0,0.45,45
BF20_cpmp_20_5_60_24_45_12,1,2.4,0.6,20,0.65,0,0.45,45
BF20_cpmp_20_5_60_24_45_13,1,2.4,0.6,20,0.65,0,0.45,45
BF20_cpmp_20_5_60_24_45_14,1,2.4,0.6,20,0.6,0,0.45,45
BF20_cpmp_20_5_60_24_45_15,1,2.4,0.6,20,0.6,0,0.45,45
BF20_cpmp_20_5_60_24_45_17,1,2.4,0.6,20,0.65,0,0.45,45
BF20_cpmp_20_5_60_24_45_2,1,2.4,0.6,20,0.6,0,0.45,45
BF20_cpmp_20_5_60_24_45_20,1,2.4,0.6,20,0.6,0,0.45,45
BF20_cpmp_20_5_60_24_45_3,1,2.4,0.6,20,0.65,0,0.45,45
BF20_cpmp_20_5_60_24_45_5,1,2.4,0.6,20,0.6,0,0.45,45
BF20_cpmp_20_5_60_24_45_6,1,2.4,0.6,20,0.6,0,0.45,45
BF20_cpmp_20_5_60_24_45_7,1,2.4,0.6,20,0.6,0,0.45,45
BF20_cpmp_20_5_60_24_45_8,1,2.4,0.6,20,0.6,0,0.45,45
BF20_cpmp_20_5_60_24_45_9,1,2.4,0.6,20,0.6,0,0.45,45
BF21_cpmp_20_5_80_16_48_11,1,4.70588,0.8,20,0.8,0,0.48,51
BF21_cpmp_20_5_80_16_48_14,1,4.70588,0.8,20,0.9,0,0.48,52
BF21_cpmp_20_5_80_16_48_16,1,4.70588,0.8,20,0.85,0,0.48,50
BF21_cpmp_20_5_80_16_48_18,1,4.70588,0.8,20,0.8,0,0.48,50
BF21_cpmp_20_5_80_16_48_19,1,4.70588,0.8,20,1,0,0.48,54
BF21_cpmp_20_5_80_16_48_2,1,4.70588,0.8,20,0.8,0,0.48,52
BF21_cpmp_20_5_80_16_48_3,1,4.70588,0.8,20,0.75,0,0.48,49
BF21_cpmp_20_5_80_16_48_4,1,4.70588,0.8,20,0.85,0,0.48,50
BF21_cpmp_20_5_80_16_48_5,1,4.70588,0.8,20,0.85,0,0.48,50
BF21_cpmp_20_5_80_16_48_7,1,4.70588,0.8,20,0.75,0,0.48,51
BF21_cpmp_20_5_80_16_48_8,1,4.70588,0.8,20,0.75,0,0.48,51
BF21_cpmp_20_5_80_16_48_9,1,4.70588,0.8,20,0.75,0,0.48,50
BF22_cpmp_20_5_80_16_60_11,1,4.70588,0.8,20,0.8,0,0.6,60
BF22_cpmp_20_5_80_16_60_16,1,4.70588,0.8,20,0.85,0,0.6,61
BF22_cpmp_20_5_80_16_60_4,1,4.70588,0.8,20,0.9,0,0.6,62
BF22_cpmp_20_5_80_16_60_6,1,4.70588,0.8,20,0.8,0,0.6,61
BF22_cpmp_20_5_80_16_60_7,1,4.70588,0.8,20,0.8,0,0.6,62
BF22_cpmp_20_5_80_16_60_9,1,4.70588,0.8,20,0.85,0,0.6,62
BF23_cpmp_20_5_80_32_48_10,1,2.42424,0.8,20,0.9,0,0.48,52
BF23_cpmp_20_5_80_32_48_11,1,2.42424,0.8,20,0.85,0,0.48,51
BF23_cpmp_20_5_80_32_48_12,1,2.42424,0.8,20,0.9,0,0.48,49
BF23_cpmp_20_5_80_32_48_15,1,2.42424,0.8,20,0.8,0,0.48,51
BF23_cpmp_20_5_80_32_48_16,1,2.42424,0.8,20,0.9,0,0.48,51
BF23_cpmp_20_5_80_32_48_18,1,2.42424,0.8,20,0.65,0,0.48,51
BF23_cpmp_20_5_80_32_48_3,1,2.42424,0.8,20,0.85,0,0.48,51
BF23_cpmp_20_5_80_32_48_4,1,2.42424,0.8,20,0.75,0,0.48,50
BF23_cpmp_20_5_80_32_48_6,1,2.42424,0.8,20,0.85,0,0.48,50
BF23_cpmp_20_5_80_32_48_7,1,2.42424,0.8,20,0.75,0,0.48,51
BF24_cpmp_20_5_80_32_60_13,1,2.42424,0.8,20,0.85,0,0.6,64
BF24_cpmp_20_5_80_32_60_17,1,2.42424,0.8,20,0.8,0,0.6,60
BF24_cpmp_20_5_80_32_60_2,1,2.42424,0.8,20,0.8,0,0.6,61
BF24_cpmp_20_5_80_32_60_8,1,2.42424,0.8,20,0.8,0,0.6,60
BF25_cpmp_20_8_96_20_58_20,1,4.57143,0.6,20,0.8,0,0.3625,62
BF26_cpmp_20_8_96_20_72_5,1,4.57143,0.6,20,0.6,0,0.45,72
BF27_cpmp_20_8_96_39_58_12,1,2.4,0.6,20,0.8,0,0.3625,59
BF27_cpmp_20_8_96_39_58_6,1,2.4,0.6,20,0.8,0,0.3625,60
BF27_cpmp_20_8_96_39_58_9,1,2.4,0.6,20,0.9,0,0.3625,61
BF28_cpmp_20_8_96_39_72_19,1,2.4,0.6,20,0.7,0,0.45,72
BF3_cpmp_16_5_48_20_29_1,1,2.28571,0.6,16,0.6875,0,0.3625,29
BF3_cpmp_16_5_48_20_29_11,1,2.28571,0.6,16,0.5625,0,0.3625,29
BF3_cpmp_16_5_48_20_29_13,1,2.28571,0.6,16,625,0,0.3625,29
BF3_cpmp_16_5_48_20_29_14,1,2.28571,0.6,16,0.75,0,0.3625,30
BF3_cpmp_16_5_48_20_29_16,1,2.28571,0.6,16,0.5625,0,0.3625,29
BF3_cpmp_16_5_48_20_29_19,1,2.28571,0.6,16,625,0,0.3625,30
BF3_cpmp_16_5_48_20_29_20,1,2.28571,0.6,16,625,0,0.3625,29
BF3_cpmp_16_5_48_20_29_3,1,2.28571,0.6,16,0.5625,0,0.3625,29
BF3_cpmp_16_5_48_20_29_5,1,2.28571,0.6,16,0.6875,0,0.3625,29
BF3_cpmp_16_5_48_20_29_6,1,2.28571,0.6,16,625,0,0.3625,29
BF3_cpmp_16_5_48_20_29_8,1,2.28571,0.6,16,0.75,0,0.3625,29
BF3_cpmp_16_5_48_20_29_9,1,2.28571,0.6,16,625,0,0.3625,29
BF4_cpmp_16_5_48_20_36_1,1,2.28571,0.6,16,625,0,0.45,36
BF4_cpmp_16_5_48_20_36_10,1,2.28571,0.6,16,625,0,0.45,36
BF4_cpmp_16_5_48_20_36_11,1,2.28571,0.6,16,625,0,0.45,36
BF4_cpmp_16_5_48_20_36_13,1,2.28571,0.6,16,625,0,0.45,36
BF4_cpmp_16_5_48_20_36_14,1,2.28571,0.6,16,625,0,0.45,36
BF4_cpmp_16_5_48_20_36_15,1,2.28571,0.6,16,625,0,0.45,36
BF4_cpmp_16_5_48_20_36_16,1,2.28571,0.6,16,625,0,0.45,36
BF4_cpmp_16_5_48_20_36_17,1,2.28571,0.6,16,625,0,0.45,36
BF4_cpmp_16_5_48_20_36_18,1,2.28571,0.6,16,625,0,0.45,36
BF4_cpmp_16_5_48_20_36_19,1,2.28571,0.6,16,0.5625,0,0.45,36
BF4_cpmp_16_5_48_20_36_2,1,2.28571,0.6,16,0.5625,0,0.45,36
BF4_cpmp_16_5_48_20_36_20,1,2.28571,0.6,16,0.6875,0,0.45,36
BF4_cpmp_16_5_48_20_36_3,1,2.28571,0.6,16,0.6875,0,0.45,36
BF4_cpmp_16_5_48_20_36_5,1,2.28571,0.6,16,625,0,0.45,36
BF4_cpmp_16_5_48_20_36_6,1,2.28571,0.6,16,625,0,0.45,36
BF4_cpmp_16_5_48_20_36_7,1,2.28571,0.6,16,625,0,0.45,36
BF4_cpmp_16_5_48_20_36_8,1,2.28571,0.6,16,0.6875,0,0.45,36
BF4_cpmp_16_5_48_20_36_9,1,2.28571,0.6,16,0.5625,0,0.45,36
BF5_cpmp_16_5_64_13_39_1,1,4.57143,0.8,16,0.8125,0,0.4875,42
BF5_cpmp_16_5_64_13_39_10,1,4.57143,0.8,16,0.8125,0,0.4875,39
BF5_cpmp_16_5_64_13_39_11,1,4.57143,0.8,16,0.8125,0,0.4875,42
BF5_cpmp_16_5_64_13_39_12,1,4.57143,0.8,16,0.75,0,0.4875,41
BF5_cpmp_16_5_64_13_39_14,1,4.57143,0.8,16,875,0,0.4875,41
BF5_cpmp_16_5_64_13_39_15,1,4.57143,0.8,16,0.9375,0,0.4875,40
BF5_cpmp_16_5_64_13_39_17,1,4.57143,0.8,16,875,0,0.4875,42
BF5_cpmp_16_5_64_13_39_2,1,4.57143,0.8,16,0.9375,0,0.4875,40
BF5_cpmp_16_5_64_13_39_20,1,4.57143,0.8,16,875,0,0.4875,40
BF5_cpmp_16_5_64_13_39_3,1,4.57143,0.8,16,0.75,0,0.4875,40
BF5_cpmp_16_5_64_13_39_4,1,4.57143,0.8,16,0.8125,0,0.4875,40
BF5_cpmp_16_5_64_13_39_5,1,4.57143,0.8,16,875,0,0.4875,41
BF5_cpmp_16_5_64_13_39_8,1,4.57143,0.8,16,0.75,0,0.4875,41
BF5_cpmp_16_5_64_13_39_9,1,4.57143,0.8,16,875,0,0.4875,41
BF6_cpmp_16_5_64_13_48_1,1,4.57143,0.8,16,0.8125,0,0.6,48
BF6_cpmp_16_5_64_13_48_11,1,4.57143,0.8,16,0.8125,0,0.6,48
BF6_cpmp_16_5_64_13_48_12,1,4.57143,0.8,16,0.8125,0,0.6,50
BF6_cpmp_16_5_64_13_48_13,1,4.57143,0.8,16,0.8125,0,0.6,50
BF6_cpmp_16_5_64_13_48_15,1,4.57143,0.8,16,0.8125,0,0.6,48
BF6_cpmp_16_5_64_13_48_16,1,4.57143,0.8,16,875,0,0.6,50
BF6_cpmp_16_5_64_13_48_17,1,4.57143,0.8,16,0.8125,0,0.6,49
BF6_cpmp_16_5_64_13_48_18,1,4.57143,0.8,16,0.8125,0,0.6,50
BF6_cpmp_16_5_64_13_48_19,1,4.57143,0.8,16,0.8125,0,0.6,48
BF6_cpmp_16_5_64_13_48_2,1,4.57143,0.8,16,0.8125,0,0.6,48
BF6_cpmp_16_5_64_13_48_3,1,4.57143,0.8,16,0.8125,0,0.6,49
BF6_cpmp_16_5_64_13_48_4,1,4.57143,0.8,16,0.8125,0,0.6,49
BF6_cpmp_16_5_64_13_48_6,1,4.57143,0.8,16,0.8125,0,0.6,48
BF6_cpmp_16_5_64_13_48_7,1,4.57143,0.8,16,0.8125,0,0.6,49
BF6_cpmp_16_5_64_13_48_8,1,4.57143,0.8,16,0.8125,0,0.6,48
BF6_cpmp_16_5_64_13_48_9,1,4.57143,0.8,16,0.8125,0,0.6,48
BF7_cpmp_16_5_64_26_39_1,1,2.37037,0.8,16,0.8125,0,0.4875,41
BF7_cpmp_16_5_64_26_39_10,1,2.37037,0.8,16,875,0,0.4875,42
BF7_cpmp_16_5_64_26_39_11,1,2.37037,0.8,16,0.8125,0,0.4875,42
BF7_cpmp_16_5_64_26_39_12,1,2.37037,0.8,16,0.8125,0,0.4875,41
BF7_cpmp_16_5_64_26_39_13,1,2.37037,0.8,16,875,0,0.4875,41
BF7_cpmp_16_5_64_26_39_14,1,2.37037,0.8,16,875,0,0.4875,40
BF7_cpmp_16_5_64_26_39_15,1,2.37037,0.8,16,875,0,0.4875,41
BF7_cpmp_16_5_64_26_39_16,1,2.37037,0.8,16,0.75,0,0.4875,41
BF7_cpmp_16_5_64_26_39_17,1,2.37037,0.8,16,0.8125,0,0.4875,43
BF7_cpmp_16_5_64_26_39_19,1,2.37037,0.8,16,0.9375,0,0.4875,40
BF7_cpmp_16_5_64_26_39_2,1,2.37037,0.8,16,0.9375,0,0.4875,41
BF7_cpmp_16_5_64_26_39_20,1,2.37037,0.8,16,875,0,0.4875,41
BF7_cpmp_16_5_64_26_39_3,1,2.37037,0.8,16,0.9375,0,0.4875,43
BF7_cpmp_16_5_64_26_39_6,1,2.37037,0.8,16,875,0,0.4875,41
BF7_cpmp_16_5_64_26_39_7,1,2.37037,0.8,16,875,0,0.4875,42
BF7_cpmp_16_5_64_26_39_8,1,2.37037,0.8,16,0.8125,0,0.4875,42
BF8_cpmp_16_5_64_26_48_1,1,2.37037,0.8,16,875,0,0.6,50
BF8_cpmp_16_5_64_26_48_11,1,2.37037,0.8,16,875,0,0.6,48
BF8_cpmp_16_5_64_26_48_12,1,2.37037,0.8,16,0.8125,0,0.6,49
BF8_cpmp_16_5_64_26_48_17,1,2.37037,0.8,16,0.8125,0,0.6,48
BF8_cpmp_16_5_64_26_48_20,1,2.37037,0.8,16,0.8125,0,0.6,48
BF8_cpmp_16_5_64_26_48_4,1,2.37037,0.8,16,0.8125,0,0.6,48
BF8_cpmp_16_5_64_26_48_5,1,2.37037,0.8,16,0.8125,0,0.6,48
BF8_cpmp_16_5_64_26_48_6,1,2.37037,0.8,16,875,0,0.6,49
BF8_cpmp_16_5_64_26_48_7,1,2.37037,0.8,16,0.8125,0,0.6,50
BF9_cpmp_16_8_77_16_47_1,1,4.52941,0.601562,16,0.75,0,0.367188,49
BF9_cpmp_16_8_77_16_47_10,1,4.52941,0.601562,16,0.75,0,0.367188,48
BF9_cpmp_16_8_77_16_47_12,1,4.52941,0.601562,16,0.75,0,0.367188,49
BF9_cpmp_16_8_77_16_47_3,1,4.52941,0.601562,16,875,0,0.367188,51
BF9_cpmp_16_8_77_16_47_4,1,4.52941,0.601562,16,0.8125,0,0.367188,48
BF9_cpmp_16_8_77_16_47_6,1,4.52941,0.601562,16,875,0,0.367188,49
BF9_cpmp_16_8_77_16_47_7,1,4.52941,0.601562,16,875,0,0.367188,51
BF9_cpmp_16_8_77_16_47_8,1,4.52941,0.601562,16,0.9375,0,0.367188,51
LC2a_lc2a_1,1,4.54545,0.694444,12,0.666667,0,0.263889,22
LC2a_lc2a_10,1,4.54545,0.694444,12,0.666667,0,0.263889,21
LC2a_lc2a_2,1,4.54545,0.694444,12,0.833333,0,0.263889,21
LC2a_lc2a_3,1,4.54545,0.694444,12,0.75,0,0.263889,21
LC2a_lc2a_4,1,4.54545,0.694444,12,0.916667,0,0.263889,22
LC2a_lc2a_5,1,4.54545,0.694444,12,0.75,0,0.263889,22
LC2a_lc2a_7,1,4.54545,0.694444,12,0.666667,0,0.263889,21
LC2b_lc2b_1,1,4.54545,0.694444,12,0.833333,0,0.486111,37
LC2b_lc2b_2,1,4.54545,0.694444,12,0.833333,0,0.486111,37
LC2b_lc2b_3,1,4.54545,0.694444,12,1,0,0.486111,39
LC2b_lc2b_4,1,4.54545,0.694444,12,0.833333,0,0.486111,37
LC2b_lc2b_5,1,4.54545,0.694444,12,0.833333,0,0.486111,38
LC2b_lc2b_6,1,4.54545,0.694444,12,0.833333,0,0.486111,37
LC2b_lc2b_7,1,4.54545,0.694444,12,0.833333,0,0.486111,38
LC2b_lc2b_9,1,4.54545,0.694444,12,0.75,0,0.486111,36
LC3a_lc3a_1,1,4.90909,0.75,12,0.583333,0,0.277778,21
LC3a_lc3a_10,1,4.90909,0.75,12,0.75,0,0.277778,22
LC3a_lc3a_3,1,4.90909,0.75,12,0.666667,0,0.277778,22
LC3a_lc3a_4,1,4.90909,0.75,12,0.75,0,0.277778,21
LC3a_lc3a_6,1,4.90909,0.75,12,0.75,0,0.277778,22
LC3a_lc3a_7,1,4.90909,0.75,12,0.916667,0,0.277778,22
LC3a_lc3a_8,1,4.90909,0.75,12,0.75,0,0.277778,22
LC3a_lc3a_9,1,4.90909,0.75,12,0.75,0,0.277778,22
LC3b_lc3b_1,1,4.90909,0.75,12,1,0,0.513889,40
LC3b_lc3b_10,1,4.90909,0.75,12,0.833333,0,0.513889,39
LC3b_lc3b_4,1,4.90909,0.75,12,0.916667,0,0.513889,40
LC3b_lc3b_5,1,4.90909,0.75,12,0.916667,0,0.513889,39
LC3b_lc3b_6,1,4.90909,0.75,12,0.916667,0,0.513889,40
LC3b_lc3b_8,1,4.90909,0.75,12,0.916667,0,0.513889,39
LC3b_lc3b_9,1,4.90909,0.75,12,0.833333,0,0.513889,40
cv_data5-10-33,1,1,0.714286,10,1,1,0.5,40
cv_data4-6-1,1,1,0.666667,6,1,1,0.416667,18
cv_data4-4-19,1,1,0.666667,4,1,1,0.416667,13
cv_data5-4-23,1,1,0.714286,4,1,1,0.321429,11
cv_data4-5-2,1,1,0.666667,5,1,1,0.433333,16
cv_data4-5-26,1,1,0.666667,5,1,1,0.433333,17
cv_data5-5-12,1,1,0.714286,5,1,1,0.428571,18
cv_data4-5-9,1,1,0.666667,5,1,1,0.466667,17
cv_data5-7-19,1,1,0.714286,7,1,1,0.428571,24
cv_data4-6-18,1,1,0.666667,6,1,1,0.472222,21
cv_data4-4-21,1,1,0.666667,4,1,1,0.416667,13
cv_data4-7-39,1,1,0.666667,7,0.857143,1,0.357143,16
cv_data4-7-27,1,1,0.666667,7,1,1,0.452381,22
cv_data5-7-40,1,1,0.714286,7,1,1,0.510204,29
cv_data5-6-26,1,1,0.714286,6,1,1,0.547619,29
cv_data5-6-6,1,1,0.714286,6,1,1,0.428571,21
cv_data4-5-1,1,1,0.666667,5,1,1,0.4,16
cv_data5-4-21,1,1,0.714286,4,1,1,0.5,19
cv_data4-5-22,1,1,0.666667,5,1,1,0.466667,18
cv_data5-7-13,1,1,0.714286,7,1,1,0.44898,27
cv_data5-8-38,1,1,0.714286,8,1,1,0.482143,31
cv_data4-7-38,1,1,0.666667,7,1,1,0.333333,16
cv_data3-8-38,1,1,0.6,8,1,1,0.3,14
cv_data4-4-16,1,1,0.666667,4,1,1,0.5,17
cv_data4-7-37,1,1,0.666667,7,1,1,0.380952,19
cv_data5-7-15,1,1,0.714286,7,1,1,0.469388,27
cv_data4-7-25,1,1,0.666667,7,1,1,0.380952,18
cv_data5-5-38,1,1,0.714286,5,0.8,1,0.4,15
cv_data5-8-39,1,1,0.714286,8,1,1,0.464286,30
cv_data5-5-29,1,1,0.714286,5,1,1,0.485714,21
cv_data5-5-25,1,1,0.714286,5,0.8,1,0.428571,17
cv_data4-7-30,1,1,0.666667,7,0.857143,1,0.357143,17
cv_data5-4-36,1,1,0.714286,4,1,1,0.5,17
cv_data4-4-15,1,1,0.666667,4,1,1,0.291667,9
cv_data5-8-19,1,1,0.714286,8,1,1,0.446429,27
cv_data5-10-23,1,1,0.714286,10,1,1,0.457143,35
cv_data5-5-11,1,1,0.714286,5,1,1,0.4,17
cv_data4-7-20,1,1,0.666667,7,1,1,0.428571,21
cv_data4-7-35,1,1,0.666667,7,1,1,0.428571,22
cv_data4-6-7,1,1,0.666667,6,1,1,0.444444,19
