@RELATION 'feature_values_proteus_2014-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 6'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE csp_perten_avg_predsize NUMERIC
@ATTRIBUTE csp_perten_avg_predshape NUMERIC
@ATTRIBUTE csp_sqrt_avg_domsize NUMERIC
@ATTRIBUTE csp_sqrt_max_domsize NUMERIC
@ATTRIBUTE csp_log_values NUMERIC
@ATTRIBUTE csp_log_search_vars NUMERIC

@DATA
bool/ii/ii-16c2.xml,1,29.168194,3.764514,1.414214,1.414214,17.206871,10.851749
bool/ii/ii-32d1.xml,1,?,?,?,?,?,?
bool/ii/ii-8b2.xml,1,?,?,?,?,?,?
bool/ii/ii-32a1.xml,1,20.042395,2.847689,1.414214,1.414214,18.139117,9.84235
bool/ii/ii-32c4.xml,1,18.53892,2.106286,1.414214,1.414214,20.412693,10.567956
bool/mps/mps-neos16.xml,1,96.688494,58.877456,1.414214,1.414214,17.052016,12.267079
bool/mps/mps-p0282.xml,1,?,?,?,?,?,?
bool/mps/mps-gt2.xml,1,?,?,?,?,?,?
bool/mps/mps-air06.xml,1,30.018293,4.317073,1.414091,1.414214,22.309609,13.066426
bool/mps/mps-p6000.xml,1,?,?,?,?,?,?
bool/mps/mps-air03.xml,1,?,?,?,?,?,?
bool/mps/mps-neos18.xml,1,?,?,?,?,?,?
bool/mps/mps-aflow30a.xml,1,304.812109,54.551148,1.414214,1.414214,30.761165,12.812779
bool/mps/mps-diamond.xml,1,?,?,?,?,?,?
bool/mps/mps-10teams.xml,1,17.647059,0.882353,1.374369,1.414214,17.262719,10.643856
bool/mps/mps-p0548.xml,1,?,?,?,?,?,?
bool/mps/mps-p0291.xml,1,?,?,?,?,?,?
bool/mps/mps-stein15.xml,1,?,?,?,?,?,?
bool/mps/mps-opt1217.xml,1,?,?,?,?,?,?
bool/mps/mps-p2756.xml,1,?,?,?,?,?,?
bool/mps/mps-air04.xml,1,12.831106,1.749696,1.414214,1.414214,22.256831,13.120238
bool/mps/mps-mzzv11.xml,1,?,?,?,?,?,?
bool/mps/mps-mod008.xml,1,?,?,?,?,?,?
bool/mps/mps-p0201.xml,1,?,?,?,?,?,?
bool/mps/mps-neos5.xml,1,?,?,?,?,?,?
bool/mps/mps-vpm2.xml,1,259.938272,49.62963,1.302615,1.414214,29.846848,10.906139
bool/mps/mps-vpm1.xml,1,272.613169,50.123457,1.302615,1.414214,27.991696,10.906139
bool/mps/mps-seymour1.xml,1,?,?,?,?,?,?
bool/mps/mps-cracpb1.xml,1,?,?,?,?,?,?
bool/mps/mps-lp4l.xml,1,40.473373,4.615385,1.414214,1.414214,19.487919,10.084808
bool/mps/mps-stein45.xml,1,?,?,?,?,?,?
bool/mps/mps-bm23.xml,1,?,?,?,?,?,?
bool/mps/mps-air02.xml,1,?,?,?,?,?,?
bool/mps/mps-mitre.xml,1,66.542787,25.466993,1.414214,1.414214,25.458595,13.388556
bool/mps/mps-p0040.xml,1,?,?,?,?,?,?
bool/mps/mps-protfold.xml,1,74.695207,26.607725,1.414214,1.414214,19.847686,10.841564
bool/mps/mps-l152lav.xml,1,14.611399,2.176166,1.414214,1.414214,21.287373,10.957828
bool/mps/mps-sentoy.xml,1,?,?,?,?,?,?
bool/mps/mps-enigma.xml,1,?,?,?,?,?,?
bool/mps/mps-fit1d.xml,1,?,?,?,?,?,?
bool/mps/mps-seymour.xml,1,?,?,?,?,?,?
bool/mps/mps-p0033.xml,1,?,?,?,?,?,?
bool/mps/mps-lseu.xml,1,?,?,?,?,?,?
bool/mps/mps-neos1.xml,1,57,35.15625,1.414214,1.414214,17.171685,11.044394
bool/mps/mps-mod010.xml,1,15.154639,2.268041,1.414214,1.414214,21.934133,11.374496
bool/mps/mps-aflow40b.xml,1,314.868239,56.754508,1.414214,1.414214,31.259238,14.513234
bool/mps/mps-air01.xml,1,?,?,?,?,?,?
bool/mps/mps-pipex.xml,1,?,?,?,?,?,?
bool/mps/mps-manna81.xml,1,?,?,?,?,?,?
bool/mps/mps-air05.xml,1,18.204225,2.535211,1.414214,1.414214,22.252907,12.812779
bool/mps/mps-stein9.xml,1,?,?,?,?,?,?
bool/mps/mps-stein27.xml,1,?,?,?,?,?,?
bool/mps/mps-mzzv42z.xml,1,?,?,?,?,?,?
bool/logic-synthesis/5xp1-b.xml,1,?,?,?,?,?,?
bool/logic-synthesis/ex5-pi.xml,1,?,?,?,?,?,?
bool/logic-synthesis/alu4-b.xml,1,?,?,?,?,?,?
bool/logic-synthesis/clip-b.xml,1,?,?,?,?,?,?
bool/logic-synthesis/e64-b.xml,1,?,?,?,?,?,?
bool/logic-synthesis/bench1-pi.xml,1,?,?,?,?,?,?
bool/logic-synthesis/e-am-pi.xml,1,?,?,?,?,?,?
bool/logic-synthesis/sao2-b.xml,1,?,?,?,?,?,?
bool/logic-synthesis/count-b.xml,1,?,?,?,?,?,?
bool/logic-synthesis/prom2-pi.xml,1,?,?,?,?,?,?
bool/logic-synthesis/max1024-pi.xml,1,?,?,?,?,?,?
bool/logic-synthesis/rot-b.xml,1,?,?,?,?,?,?
bool/logic-synthesis/f51m-b.xml,1,?,?,?,?,?,?
bool/logic-synthesis/9symml.xml,1,?,?,?,?,?,?
bool/logic-synthesis/jac3.xml,1,?,?,?,?,?,?
bool/logic-synthesis/apex4-a.xml,1,?,?,?,?,?,?
bool/logic-synthesis/9sym-b.xml,1,?,?,?,?,?,?
bool/uclid/ooo-tag14.xml,1,38.26594,55.917564,1.414205,1.414214,20.604765,15.309334
bool/uclid/ooo-burch-dill-2-accl.xml,1,49.509979,56.338204,1.41043,1.414214,17.984736,12.894818
bool/uclid/elf-rf6.xml,1,?,?,?,?,?,?
bool/uclid/ooo-tag10.xml,1,40.24891,55.906302,1.414175,1.414214,18.881918,13.146887
bool/uclid/ooo-rf7.xml,1,41.303558,56.095065,1.41232,1.414214,17.705538,13.189516
bool/uclid/blast-floppy1-8.xml,1,?,?,?,?,?,?
bool/uclid/22s-smv.xml,1,57.854074,56.323223,1.370777,1.414214,22.017053,12.361121
bool/uclid/dlx1c-rwmem1-ucl.xml,1,42.329907,56.349533,1.414027,1.414214,18.891291,12.88684
bool/uclid/ooo-rf6.xml,1,?,?,?,?,?,?
bool/uclid/elf-rf9.xml,1,42.158,56.515066,1.414196,1.414214,20.917248,14.31939
bool/uclid/blast-tlan3.xml,1,81.365827,57.464448,1.414214,1.414214,26.70584,14.283667
bool/uclid/44s-smv.xml,1,67.231097,55.079872,1.327259,1.414214,17.49251,9.926296
bool/uclid/cache-inv10-ucl.xml,1,37.234212,57.415837,1.412313,1.414214,16.663141,13.867858
bool/uclid/ooo-tag12.xml,1,38.789307,55.912782,1.414196,1.414214,19.534236,14.330637
bool/uclid/43s-smv.xml,1,56.020725,55.851468,1.363086,1.414214,21.049054,11.61471
bool/uclid/25s-smv.xml,1,57.433739,56.248831,1.337033,1.414214,21.721621,11.96398
bool/uclid/cache-ibm-q-unbounded-Icl2arity-ucl.xml,1,44.842601,56.182012,1.395971,1.414214,21.69736,14.464992
bool/uclid/elf-rf8.xml,1,43.254211,56.511419,1.412929,1.414214,18.824633,12.559616
bool/uclid/ooo-burch-dill-3-accl.xml,1,46.33275,56.369351,1.412147,1.414214,18.812049,12.165849
bool/uclid/dlx1c-rwmem-ucl.xml,1,41.128445,56.417234,1.414057,1.414214,18.905569,13.143224
bool/uclid/blast-floppy1-6.xml,1,?,?,?,?,?,?
bool/uclid/cache-inv12-ucl.xml,1,36.653889,57.893296,1.413446,1.414214,15.651949,14.651949
bool/uclid/cache-inv8-ucl.xml,1,?,?,?,?,?,?
bool/uclid/ooo-rf8.xml,1,39.879339,56.073629,1.414162,1.414214,18.224303,12.737881
bool/uclid/ooo-burch-dill-4-accl.xml,1,48.875228,56.135818,1.410349,1.414214,19.74315,11.927778
bool/uclid/ooo-burch-dill-6-accl.xml,1,42.933432,56.405331,1.414199,1.414214,21.496403,14.527721
bool/uclid/blast-floppy1-2.xml,1,?,?,?,?,?,?
bool/uclid/blast-floppy1-3.xml,1,?,?,?,?,?,?
bool/uclid/ooo-rf10.xml,1,38.478485,56.054046,1.414194,1.414214,19.190517,14.141149
bool/uclid/ooo-tag8.xml,1,42.300156,55.905144,1.412798,1.414214,17.6438,13.087463
bool/uclid/dlx1c-ucl.xml,1,42.661018,56.268483,1.413992,1.414214,18.771135,12.641149
bool/uclid/37s-smv.xml,1,42.721559,56.54934,1.393864,1.414214,16.251556,11.430453
bool/uclid/46s-smv.xml,1,57.653341,55.638007,1.342196,1.414214,18.975204,11.554109
bool/uclid/blast-tlan2.xml,1,114.745818,57.825517,1.355696,1.414214,23.186133,10.861862
bool/uclid/blast-floppy1-4.xml,1,?,?,?,?,?,?
bool/uclid/ooo-burch-dill-8-accl.xml,1,42.870308,56.184018,1.414197,1.414214,21.455827,14.383907
bool/uclid/ooo-rf9.xml,1,38.939225,56.060624,1.414183,1.414214,18.38943,14.028856
bool/uclid/elf-rf7.xml,1,?,?,?,?,?,?
bool/uclid/blast-floppy1-7.xml,1,?,?,?,?,?,?
bool/par/par-32-4-c.xml,1,31.44316,12.010812,1.414214,1.414214,15.127672,13.660219
bool/par/par-16-4-c.xml,1,31.25,12.029703,1.414214,1.414214,13.063395,11.602699
bool/par/par-16-1-c.xml,1,31.233397,12.030361,1.414214,1.414214,13.029977,11.569856
bool/par/par-16-5.xml,1,30.169886,14.172679,1.271902,1.414214,13.557464,12.133142
bool/par/par-16-4.xml,1,30.091485,14.285714,1.2688,1.414214,13.50829,12.08945
bool/par/par-8-5-c.xml,1,?,?,?,?,?,?
bool/par/par-16-2-c.xml,1,31.303848,12.02757,1.414214,1.414214,13.176796,11.714246
bool/par/par-8-2-c.xml,1,?,?,?,?,?,?
bool/par/par-16-3.xml,1,30.137754,14.219005,1.269188,1.414214,13.533816,12.110483
bool/par/par-32-3-c.xml,1,31.439795,12.010878,1.414214,1.414214,15.118617,13.651276
bool/par/par-32-2.xml,1,30.078266,14.340759,1.406344,1.414214,15.889765,12.60061
bool/par/par-16-5-c.xml,1,31.287478,12.028219,1.414214,1.414214,13.141469,11.67948
bool/par/par-8-1.xml,1,?,?,?,?,?,?
bool/par/par-32-4.xml,1,30.122865,14.276296,1.406344,1.414214,15.903482,12.60061
bool/par/par-32-1-c.xml,1,31.435531,12.010961,1.414214,1.414214,15.107217,13.640019
bool/par/par-32-3.xml,1,30.111011,14.293429,1.406344,1.414214,15.8999,12.60061
bool/par/par-32-1.xml,1,30.096154,14.314904,1.406344,1.414214,15.894984,12.60061
bool/par/par-8-1-c.xml,1,?,?,?,?,?,?
bool/par/par-16-3-c.xml,1,31.272509,12.028812,1.414214,1.414214,13.109831,11.648358
bool/par/par-32-2-c.xml,1,31.430327,12.011062,1.414214,1.414214,15.093418,13.626394
bool/par/par-8-2.xml,1,?,?,?,?,?,?
bool/par/par-32-5-c.xml,1,31.445657,12.010764,1.414214,1.414214,15.134426,13.66689
bool/par/par-8-4-c.xml,1,?,?,?,?,?,?
bool/par/par-32-5.xml,1,30.131737,14.263473,1.406344,1.414214,15.906632,12.60061
bool/par/par-8-3-c.xml,1,?,?,?,?,?,?
bool/par/par-8-5.xml,1,?,?,?,?,?,?
bool/par/par-16-2.xml,1,30.206353,14.120102,1.273837,1.414214,13.581201,12.154818
bool/par/par-8-4.xml,1,?,?,?,?,?,?
bool/par/par-16-1.xml,1,30.058837,14.332784,1.264132,1.414214,13.47877,12.059344
bool/par/par-8-3.xml,1,?,?,?,?,?,?
bool/fpga/fpga-11-9.xml,1,81.640625,32.578125,1.414214,1.414214,11.883789,9.675957
bool/fpga/fpga-13-11.xml,1,92.752809,32.191011,1.414214,1.414214,12.707143,10.377211
bool/fpga/fpga-40-40.xml,1,213.953488,29.302326,1.414214,1.414214,18.77995,11.228819
bool/fpga/fpga-35-35.xml,1,188.954887,29.210526,1.414214,1.414214,18.079308,10.843921
bool/fpga/fpga-40-39.xml,1,209.177592,29.284863,1.414214,1.414214,18.685875,11.192293
bool/fpga/fpga-35-33.xml,1,179.458599,29.164013,1.414214,1.414214,17.864168,10.759056
bool/fpga/fpga-25-25.xml,1,138.585714,28.928571,1.414214,1.414214,16.348676,13.323477
bool/fpga/fpga-45-43.xml,1,229.574056,29.346563,1.414214,1.414214,19.236031,11.503329
bool/fpga/fpga-15-14.xml,1,107.905138,31.778656,1.414214,1.414214,13.633676,11.146569
bool/fpga/fpga-20-20.xml,1,139.130435,31.304348,1.414214,1.414214,15.231071,12.43567
bool/fpga/fpga-12-11.xml,1,91.445783,32.168675,1.414214,1.414214,12.564864,10.252665
bool/fpga/fpga-20-18.xml,1,129.807692,31.442308,1.414214,1.414214,14.886554,12.174926
bool/fpga/fpga-13-12.xml,1,96.994819,32.020725,1.414214,1.414214,12.942148,10.5727
bool/fpga/fpga-40-38.xml,1,204.400978,29.266504,1.414214,1.414214,18.588458,11.154818
bool/fpga/fpga-30-30.xml,1,163.636364,29.090909,1.414214,1.414214,17.275397,10.398744
bool/fpga/fpga-11-11.xml,1,90.779221,32.142857,1.414214,1.414214,12.434628,10.133142
bool/fpga/fpga-35-34.xml,1,184.068059,29.187935,1.414214,1.414214,17.970286,10.801708
bool/fpga/fpga-15-15.xml,1,112.814815,31.666667,1.414214,1.414214,13.85555,11.316847
bool/fpga/fpga-45-45.xml,1,119.37963,15,1.414214,1.414214,19.408392,11.568906
bool/fpga/fpga-10-9.xml,1,80.084746,32.542373,1.414214,1.414214,11.712097,9.525521
bool/fpga/fpga-14-12.xml,1,97.864078,32.038835,1.414214,1.414214,13.064069,10.681238
bool/fpga/fpga-13-13.xml,1,101.923077,31.875,1.414214,1.414214,13.190751,10.767357
bool/fpga/fpga-10-8.xml,1,75.471698,32.830189,1.414214,1.414214,11.398744,9.262095
bool/fpga/fpga-10-10.xml,1,84.615385,32.307692,1.414214,1.414214,11.994353,9.764872
bool/fpga/fpga-30-28.xml,1,154.211663,29.028078,1.414214,1.414214,17.029503,10.299208
bool/fpga/fpga-11-10.xml,1,85.815603,32.340426,1.414214,1.414214,12.151017,9.905387
bool/fpga/fpga-15-13.xml,1,103.601695,31.90678,1.414214,1.414214,13.423116,10.975848
bool/fpga/fpga-25-23.xml,1,147.058824,31.160991,1.414214,1.414214,16.062215,13.112114
bool/fpga/fpga-20-19.xml,1,134.474886,31.369863,1.414214,1.414214,15.064027,12.308339
bool/fpga/fpga-14-14.xml,1,107.058824,31.764706,1.414214,1.414214,13.5216,11.04576
bool/fpga/fpga-25-24.xml,1,133.729569,28.885587,1.414214,1.414214,16.202851,13.217806
bool/fpga/fpga-12-12.xml,1,96,32,1.414214,1.414214,12.811375,10.455327
bool/fpga/fpga-30-29.xml,1,158.924843,29.060543,1.414214,1.414214,17.155164,10.349834
bool/fpga/fpga-45-44.xml,1,234.26408,29.361098,1.414214,1.414214,19.32129,11.536247
bool/fpga/fpga-14-13.xml,1,102.477477,31.891892,1.414214,1.414214,13.301925,10.869594
bool/fpga/fpga-12-10.xml,1,86.842105,32.368421,1.414214,1.414214,12.295195,10.033423
bool/mpsReduced/mps-red-markshare1-1.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-berlin-5-8_0.xml,1,10.356947,9.258649,1.414214,1.414214,31.289295,13.206099
bool/mpsReduced/mps-red-ran10x10c.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-mod013.xml,1,315.789474,37.894737,1.235399,1.414214,16.87134,11.901998
bool/mpsReduced/mps-red-flugpl.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-ran12x12.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-ran13x13.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-sc50a.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-testprob.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-markshare1.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-markshare2-1.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-capri.xml,1,89.154412,17.757353,1.334585,1.414214,30.53318,12.576012
bool/mpsReduced/mps-red-timtab1.xml,1,116.121795,27.115385,1.414214,1.414214,31.641596,11.877668
bool/mpsReduced/mps-red-misc03.xml,1,171.95122,40,1.414214,1.414214,24.897829,11.192293
bool/mpsReduced/mps-red-modglob.xml,1,5.595855,0.621762,1.324972,1.414214,27.736941,12.856815
bool/mpsReduced/mps-red-misc01.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-enigma.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-agg.xml,1,0,0,1.414214,1.414214,29.930316,12.023061
bool/mpsReduced/mps-red-sc205.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-afiro.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-gr4x6.xml,1,272.727273,32.727273,1.234582,1.414214,15.612206,11.022368
bool/mpsReduced/mps-red-bk4x3.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-ran8x32.xml,1,379.285714,45.714286,1.238251,1.414214,20.598459,12.047124
bool/mpsReduced/mps-red-ran10x26.xml,1,389.759036,46.987952,1.237343,1.414214,20.414679,12.063395
bool/mpsReduced/mps-red-blend.xml,1,26.666667,3.076923,1.259343,1.414214,28.899006,10.510764
bool/mpsReduced/mps-red-scagr7.xml,1,77.13615,9.577465,1.31891,1.414214,26.077176,11.600842
bool/mpsReduced/mps-red-arki001.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-nazareth.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-ran10x10b.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-est.xml,1,71.428571,17.142857,1.414214,1.414214,25.06352,8.076816
bool/mpsReduced/mps-red-egout.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-neos20.xml,1,202.327828,45.771268,1.211446,1.414214,30.862751,11.941414
bool/mpsReduced/mps-red-neos15.xml,1,20.183486,5.504587,1.414214,1.414214,30.769211,13.859632
bool/mpsReduced/mps-red-ran10x10a.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-glass4.xml,1,28.253968,6.122449,1.412399,1.414214,31.369655,9.599913
bool/mpsReduced/mps-red-liu.xml,1,0,0,1.414214,1.414214,30.664521,11.597587
bool/mpsReduced/mps-red-adlittle.xml,1,28.732394,3.380282,1.276405,1.414214,25.940292,10.838416
bool/mpsReduced/mps-red-sc50b.xml,1,0,0,1.326022,1.414214,23.691577,10.164907
bool/mpsReduced/mps-red-25fv47.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-beaconfd.xml,1,0,0,1.414214,1.414214,29.439859,12.289443
bool/mpsReduced/mps-red-ran17x17.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-qnet1.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-misc07.xml,1,120.080972,24.534413,1.414214,1.414214,25.522209,13.144021
bool/mpsReduced/mps-red-agg3.xml,1,0,0,1.414214,1.414214,29.120512,12.960183
bool/mpsReduced/mps-red-pk1.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-rout.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-lotfi.xml,1,29.919355,3.629032,1.340955,1.414214,29.500743,12.848427
bool/mpsReduced/mps-red-bandm.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-aflow30a.xml,1,304.812109,54.551148,1.414214,1.414214,31.463908,12.812779
bool/mpsReduced/mps-red-sc105.xml,1,0,0,1.373348,1.414214,30.174724,11.418907
bool/mpsReduced/mps-red-vpm1.xml,1,-1,-1,-1,-1,-1,-1
bool/mpsReduced/mps-red-UMTS.xml,1,63.024014,37.995849,1.34178,1.414214,30.753846,11.886078
bool/mpsReduced/mps-red-recipe.xml,1,128.026906,22.331839,1.374457,1.414214,29.303492,11.672425
bool/mpsReduced/mps-red-timtab2.xml,1,113.846154,27.303058,1.414214,1.414214,30.787984,12.635491
bool/mpsReduced/mps-red-ran14x18.xml,1,398.291139,47.848101,1.241458,1.414214,20.253681,12.04576
bool/mpsReduced/mps-red-kb2.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-stocfor1.xml,1,47.555556,5.333333,1.263723,1.414214,21.088023,10.957102
bool/mpsReduced/mps-red-ran16x16.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-bal8x12.xml,1,352.941176,42.352941,1.24218,1.414214,18.289681,12.85253
bool/mpsReduced/mps-red-harp2.xml,1,-1,-1,-1,-1,-1,-1
bool/mpsReduced/mps-red-pp08a.xml,1,160,19.2,1.365338,1.414214,31.700558,12.173052
bool/mpsReduced/mps-red-misc02.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-rgn.xml,1,187.096774,38.709677,1.414214,1.414214,30.111405,10.778077
bool/mpsReduced/mps-red-noswot.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-fiber.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-misc05.xml,1,261.033435,30.455927,1.290129,1.414214,26.037637,10.332037
bool/mpsReduced/mps-red-mkc.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-markshare2.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-share2b.xml,1,13.211009,1.651376,1.251834,1.414214,21.513044,10.392317
bool/mpsReduced/mps-red-vpm2.xml,1,-1,-1,-1,-1,-1,-1
bool/mpsReduced/mps-red-bg512142.xml,1,0.039037,0.039037,1.414003,1.414214,31.794988,13.790756
bool/mpsReduced/mps-red-blend2.xml,1,395.408163,47.142857,1.315666,1.414214,25.36018,11.071462
bool/mpsReduced/mps-red-bienst1.xml,1,9.562842,2.622951,1.414214,1.414214,29.725324,13.030667
bool/mpsReduced/mps-red-bell4.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-ran6x43.xml,1,360.168539,43.483146,1.232581,1.414214,20.831016,12.019938
bool/mpsReduced/mps-red-railway-8-1-0.xml,1,8.175461,7.142403,1.414214,1.414214,31.901747,14.26825
bool/mpsReduced/mps-red-ran4x64.xml,1,324.183673,39.183673,1.232539,1.414214,21.336655,12.008429
bool/mpsReduced/mps-red-bell3b.xml,1,88.774194,27.870968,1.340759,1.414214,26.521643,11.461479
bool/mpsReduced/mps-red-net12.xml,1,28.253968,6.122449,1.412399,1.414214,31.369655,9.599913
bool/mpsReduced/mps-red-agg2.xml,1,0,0,1.414214,1.414214,29.020642,12.945992
bool/mpsReduced/mps-red-aflow40b.xml,1,314.868239,56.754508,1.414214,1.414214,31.020552,14.513234
bool/mpsReduced/mps-red-usAbbrv-8-25-70.xml,1,10.295767,9.408465,1.414214,1.414214,31.839303,14.330217
bool/mpsReduced/mps-red-pp08aCUTS.xml,1,127.486631,20.534759,1.414214,1.414214,31.795926,12.167418
