@RELATION 'feature_values_proteus_2014-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 128'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE csp_perten_avg_predsize NUMERIC
@ATTRIBUTE csp_perten_avg_predshape NUMERIC
@ATTRIBUTE csp_sqrt_avg_domsize NUMERIC
@ATTRIBUTE csp_sqrt_max_domsize NUMERIC
@ATTRIBUTE csp_log_values NUMERIC
@ATTRIBUTE csp_log_search_vars NUMERIC
@ATTRIBUTE csp_log_constraints NUMERIC
@ATTRIBUTE csp_log_extra_ranges NUMERIC
@ATTRIBUTE csp_percent_min_continuity NUMERIC
@ATTRIBUTE csp_percent_avg_continuity NUMERIC
@ATTRIBUTE csp_log_lists NUMERIC
@ATTRIBUTE csp_percent_dec_predicate NUMERIC
@ATTRIBUTE csp_log_extra_booleans NUMERIC
@ATTRIBUTE csp_dyn_log_propags NUMERIC
@ATTRIBUTE csp_log_ranges NUMERIC
@ATTRIBUTE csp_log_bits NUMERIC
@ATTRIBUTE csp_perten_avg_predarity NUMERIC
@ATTRIBUTE csp_dyn_log_avg_weight NUMERIC
@ATTRIBUTE csp_dyn_log_stdev_weight NUMERIC
@ATTRIBUTE csp_percent_wsum NUMERIC
@ATTRIBUTE csp_percent_gac_predicate NUMERIC
@ATTRIBUTE csp_log_extra_bits NUMERIC
@ATTRIBUTE csp_max_arity NUMERIC
@ATTRIBUTE csp_percent_global NUMERIC
@ATTRIBUTE csp_dyn_log_nodes NUMERIC
@ATTRIBUTE csp_percent_ext NUMERIC
@ATTRIBUTE csp_num_alldiff NUMERIC
@ATTRIBUTE csp_percent_cumulative NUMERIC
@ATTRIBUTE csp_log_booleans NUMERIC
@ATTRIBUTE csp_log_constants NUMERIC
@ATTRIBUTE csp_perten_binext NUMERIC
@ATTRIBUTE csp_log_extra_values NUMERIC
@ATTRIBUTE csp_perten_largeext NUMERIC
@ATTRIBUTE csp_perten_naryext NUMERIC
@ATTRIBUTE csp_percent_alldiff NUMERIC
@ATTRIBUTE csp_percent_element NUMERIC
@ATTRIBUTE directorder_BINARY+ NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE direct_BINARY+ NUMERIC
@ATTRIBUTE directorder_reducedVars NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE directorder_reducedClauses NUMERIC
@ATTRIBUTE directorder_horn-clauses-fraction NUMERIC
@ATTRIBUTE directorder_TRINARY+ NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE direct_VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE support_TRINARY+ NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-max NUMERIC
@ATTRIBUTE directorder_vars-clauses-ratio NUMERIC
@ATTRIBUTE direct_VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE directorder_VCG-VAR-max NUMERIC
@ATTRIBUTE support_BINARY+ NUMERIC
@ATTRIBUTE direct_reducedClauses NUMERIC
@ATTRIBUTE directorder_VG-mean NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-max NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE direct_VG-mean NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-mean NUMERIC
@ATTRIBUTE support_VCG-VAR-mean NUMERIC
@ATTRIBUTE direct_reducedVars NUMERIC
@ATTRIBUTE support_horn-clauses-fraction NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE support_VG-mean NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE support_HORNY-VAR-coeff-variation NUMERIC
@ATTRIBUTE directorder_VG-max NUMERIC
@ATTRIBUTE directorder_nvarsOrig NUMERIC
@ATTRIBUTE directorder_HORNY-VAR-max NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE support_reducedClauses NUMERIC
@ATTRIBUTE support_HORNY-VAR-entropy NUMERIC
@ATTRIBUTE directorder_HORNY-VAR-coeff-variation NUMERIC
@ATTRIBUTE direct_VCG-VAR-mean NUMERIC
@ATTRIBUTE direct_VCG-CLAUSE-mean NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE directorder_VCG-VAR-coeff-variation NUMERIC
@ATTRIBUTE directorder_VCG-VAR-mean NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-mean NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE direct_nvarsOrig NUMERIC
@ATTRIBUTE support_VCG-VAR-min NUMERIC
@ATTRIBUTE support_VG-min NUMERIC
@ATTRIBUTE support_nvarsOrig NUMERIC
@ATTRIBUTE direct_HORNY-VAR-entropy NUMERIC
@ATTRIBUTE directorder_VG-min NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE direct_HORNY-VAR-min NUMERIC
@ATTRIBUTE directorder_nclausesOrig NUMERIC
@ATTRIBUTE support_VCG-VAR-max NUMERIC
@ATTRIBUTE direct_TRINARY+ NUMERIC
@ATTRIBUTE direct_VCG-CLAUSE-min NUMERIC
@ATTRIBUTE support_VCG-VAR-coeff-variation NUMERIC
@ATTRIBUTE directorder_nclauses NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE directorder_HORNY-VAR-mean NUMERIC
@ATTRIBUTE direct_VG-min NUMERIC
@ATTRIBUTE direct_VCG-VAR-min NUMERIC
@ATTRIBUTE directorder_HORNY-VAR-entropy NUMERIC
@ATTRIBUTE direct_VCG-VAR-max NUMERIC
@ATTRIBUTE support_HORNY-VAR-mean NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-min NUMERIC
@ATTRIBUTE direct_VCG-VAR-coeff-variation NUMERIC
@ATTRIBUTE direct_vars-clauses-ratio NUMERIC
@ATTRIBUTE directorder_nvars NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-min NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-entropy NUMERIC
@ATTRIBUTE direct_VCG-VAR-entropy NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE direct_HORNY-VAR-mean NUMERIC
@ATTRIBUTE direct_VCG-CLAUSE-max NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-min NUMERIC
@ATTRIBUTE support_VG-coeff-variation NUMERIC
@ATTRIBUTE direct_nvars NUMERIC
@ATTRIBUTE directorder_VG-coeff-variation NUMERIC
@ATTRIBUTE directorder_HORNY-VAR-min NUMERIC
@ATTRIBUTE support_HORNY-VAR-max NUMERIC
@ATTRIBUTE direct_nclausesOrig NUMERIC

@DATA
bool/pseudoGLB/normalized-t2001-13queen13-1110971363.xml,1,-1,-1,1.414214,1.414214,9.753217,8.076816,6.658211,6.658211,100,100,-1,0,-1,21.219511,-1,-1,-1,17.606224,17.154757,100,0,-1,169,100,14.988374,0,0,0,7.400879,-1,-1,-1,-1,-1,0,0,0.49744,0.639222,0.994452,0.719897,0.650706,0.746086,0.674803,0.296037,0.011422,0.994315,0.997078,0.783928,0.348874,0.57971,0.519688,0.832036,0.519688,0.99857,0.228646,0.347737,0.045334,0.021147,0.57971,0.001268,0.746086,0.485177,0.000382,0.832036,0.524154,0.061819,0.574455,0.000261,0.000196,0.000196,0.196957,0.997181,0.61796,0.000261,0.61796,1.464202,0.00238,26415,0.001267,0.228646,0.485246,5.701068,1.774844,0.000196,0.000196,0.996748,1.733648,0.000161,0.000161,0.996748,13844,0.000005,0.000004,13844,5.701068,0.000007,0.347737,0.000001,754341,0.001004,0.99857,0.000173,1.443199,745822,0.574455,0.000158,0.000004,0.000005,4.447225,0.001004,0.000194,0,1.443199,0.007833,15772,0.000173,3.692825,5.722442,0,0.000194,0.061819,0.000127,1.318711,11566,1.636446,0.000003,0.001004,2193014
bool/pseudoGLB/normalized-t3002-11tsp11-1900563250.xml,1,-1,-1,1.414214,1.414214,13.056299,11.520619,11.402479,11.402479,100,100,-1,0,-1,22.148459,-1,-1,-1,11.039701,12.807207,100,0,-1,110,100,12.015067,0,0,0,7.851749,-1,-1,-1,-1,-1,0,0,0.511119,0.626973,0.989276,0.741616,0.651272,0.74073,4.632733,0.293982,0.299642,0.990728,0.993901,0.83164,0.339334,0.597132,0.522403,0.829005,0.522403,0.996916,0.247372,0.351224,0.047899,0.034009,0.597132,0.002148,0.74073,0.615417,0.000754,0.829005,0.531035,0.06451,0.591659,0.00053,0.000402,0.000402,3.308314,0.995182,0.593082,0.00053,0.593082,1.365487,0.004488,43158,0.002144,0.247372,0.621786,5.350649,1.608576,0.000402,0.000402,0.994003,1.551236,0.000332,0.000332,0.994003,24510,0.000016,0.000016,24510,5.350649,0.000022,0.351224,0.000005,292799,0.001943,0.996916,0.000352,1.333134,225292,0.591659,0.000321,0.000016,0.000016,4.286607,0.001943,0.000395,0,1.333134,0.013385,7662,0.000352,3.681206,5.354788,0,0.000395,0.06451,0.000261,1.217515,5689,1.505114,0.000009,0.001941,686604
bool/pseudoGLB/normalized-reduced-prob8.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/pseudoGLB/normalized-ooo-rf9-ucl.xml,1,-1,-1,1.414214,1.414214,17.068474,13.48306,15.011271,13.567243,100,100,-1,0,14.350318,22.063503,-1,-1,-1,5.702916,8.788423,100,0,-1,11,100,11.26092,0,0,0,13.486584,-1,-1,-1,-1,-1,0,0,0.3341,1.537408,0.954545,0.794875,0.459606,0.747766,1.485558,0.315815,0.271454,0.967314,0.977913,0.979524,0.262128,0.622471,1.198919,0.839816,1.198919,0.991496,0.214975,0.338827,0.000307,0.120621,0.622471,0.000263,0.747766,0.363112,0.000034,0.839816,0.700616,0.000468,0.611766,0.000018,0.000014,0.000014,1.069237,0.989589,0.606658,0.000018,0.606658,0.442748,0.000264,655464,0.000072,0.214975,0.368794,3.479472,0.916758,0.000014,0.000014,0.975,0.841302,0.000012,0.000012,0.975,358249,0.000001,0.000001,358249,3.479472,0.000002,0.338827,0,2779721,0.000268,0.991496,0.000012,0.402943,2186254,0.611766,0.00001,0.000001,0.000001,2.946479,0.000268,0.000013,0,0.402943,0.029728,263709,0.000012,2.793913,3.761308,0,0.000013,0.000468,0.000008,0.497125,173131,0.82027,0,0.000073,7938481
bool/pseudoGLB/normalized-fpga20-20-sat-pb-cnf-cr.xml,1,-1,-1,1.414214,1.414214,12.569856,10.049849,8.84549,8.84549,100,100,-1,0,-1,21.798009,-1,-1,-1,14.274292,15.755239,100,0,-1,20,100,15.074518,0,0,0,9.228819,-1,-1,-1,-1,-1,0,0,0.414974,0.311774,0.789474,0.89659,0.557525,0.503522,0.689371,0.192315,0.145958,0.860613,0.95221,1.055277,0.333067,0.857315,0.278449,0.730494,0.278449,0.964128,0.173983,0.450715,0.000674,0.266029,0.857315,0.001633,0.503522,0.105487,0.000159,0.730494,0.667428,0.000564,0.75393,0.000145,0.000111,0.000111,0.098873,0.88878,0.46115,0.000145,0.46115,0.507516,0.001245,45140,0.000607,0.173983,0.109255,2.603717,0.443141,0.000111,0.000111,0.902439,0.880021,0.000101,0.000101,0.902439,25340,0.000057,0.000057,25340,2.603717,0.00005,0.450715,0.000033,115100,0.001343,0.964128,0.000087,0.734479,100440,0.75393,0.000081,0.000057,0.000057,2.247658,0.001343,0.000094,0,0.734479,0.188862,26720,0.000087,2.625715,2.5136,0,0.000094,0.000564,0.000075,0.498102,23060,0.596121,0.00004,0.0005,134980
bool/pseudoGLB/normalized-t2001-13queen13-1111221624.xml,1,-1,-1,1.414214,1.414214,9.753217,8.076816,6.658211,6.658211,100,100,-1,0,-1,21.073598,-1,-1,-1,17.443993,17.019523,100,0,-1,169,100,14.819331,0,0,0,7.400879,-1,-1,-1,-1,-1,0,0,0.487368,0.638402,0.994744,0.71889,0.644186,0.74308,0.672528,0.295779,0.011129,0.994489,0.997162,0.782069,0.349414,0.58236,0.518698,0.829982,0.518698,0.998636,0.227389,0.350009,0.047247,0.020747,0.58236,0.001279,0.74308,0.481623,0.000381,0.829982,0.528703,0.064486,0.577291,0.000258,0.000194,0.000194,0.195764,0.997302,0.61978,0.000258,0.61978,1.461122,0.002375,26727,0.001278,0.227389,0.481688,5.699897,1.769488,0.000194,0.000194,0.9968,1.729483,0.000159,0.000159,0.9968,14000,0.000005,0.000004,14000,5.699897,0.000006,0.350009,0.000001,778818,0.000989,0.998636,0.000171,1.440963,770246,0.577291,0.000156,0.000004,0.000005,4.477156,0.000989,0.000192,0,1.440963,0.007616,15980,0.000171,3.687532,5.727176,0,0.000192,0.064486,0.000125,1.32182,11708,1.641341,0.000003,0.000988,2277654
bool/pseudoGLB/normalized-vdw-k3-l5-n550.xml,1,-1,-1,1.414214,1.414214,19.111385,10.68825,16.788056,16.781027,100,100,-1,0,-1,20.421473,-1,-1,-1,8.418325,6.588351,100,0,-1,5,100,8.103288,0,0,0,10.68825,-1,-1,-1,-1,-1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/pseudoGLB/normalized-fpga30-30-sat-pb-cnf-cr.xml,1,-1,-1,1.414214,1.414214,14.145295,11.192293,9.951285,9.951285,100,100,-1,0,-1,21.459256,-1,-1,-1,12.991738,15.038758,100,0,-1,30,100,14.182006,0,0,0,10.398744,-1,-1,-1,-1,-1,0,0,0.406797,0.358557,0.826087,0.784177,0.521462,0.533004,0.568189,0.191767,0.106618,0.894549,0.980636,0.994559,0.366926,0.761401,0.284786,0.737462,0.284786,0.987198,0.168615,0.441699,0.000286,0.253752,0.761401,0.000332,0.533004,0.07288,0.000049,0.737462,0.703144,0.000207,0.672538,0.000041,0.000031,0.000031,0.040644,0.922187,0.498942,0.000041,0.498942,0.595018,0.000329,153510,0.000083,0.168615,0.074818,2.663144,0.498343,0.000031,0.000031,0.934426,0.833567,0.000027,0.000027,0.934426,85260,0.000014,0.000014,85260,2.663144,0.000013,0.441699,0.000004,426900,0.000251,0.987198,0.000024,0.711908,385770,0.672538,0.000023,0.000014,0.000014,2.366031,0.000251,0.000027,0,0.711908,0.160383,97890,0.000024,2.687832,2.61395,0,0.000027,0.000207,0.00002,0.549062,81930,0.656351,0.000005,0.000117,548070
bool/pseudoGLB/normalized-t2001-13queen13-1111223004.xml,1,-1,-1,1.414214,1.414214,9.753217,8.076816,6.658211,6.658211,100,100,-1,0,-1,21.238258,-1,-1,-1,17.566024,17.106024,100,0,-1,169,100,14.932999,0,0,0,7.400879,-1,-1,-1,-1,-1,0,0,0.492333,0.639165,0.994565,0.720059,0.647391,0.74466,0.676809,0.294793,0.011453,0.994299,0.99704,0.783887,0.349437,0.581217,0.519903,0.831086,0.519903,0.998569,0.228092,0.348785,0.046407,0.021095,0.581217,0.001288,0.74466,0.482726,0.000386,0.831086,0.526514,0.063133,0.576033,0.000262,0.000197,0.000197,0.195722,0.997184,0.616846,0.000262,0.616846,1.463553,0.002347,26341,0.001286,0.228092,0.482795,5.674879,1.767269,0.000197,0.000197,0.996745,1.726337,0.000162,0.000162,0.996745,13807,0.000005,0.000004,13807,5.674879,0.000007,0.348785,0.000001,753197,0.000992,0.998569,0.000173,1.442666,744668,0.576033,0.000159,0.000004,0.000005,4.456383,0.000992,0.000195,0,1.442666,0.007796,15709,0.000173,3.663544,5.704061,0,0.000195,0.063133,0.000127,1.320926,11547,1.636698,0.000003,0.000991,2196032
bool/pseudoGLB/normalized-ooo-tag10-ucl.xml,1,-1,-1,1.414214,1.414214,16.907219,13.144977,14.659884,13.235266,100,100,-1,0,13.98753,22.395511,-1,-1,-1,7.156802,10.411289,100,0,-1,11,100,12.09869,0,0,0,13.145932,-1,-1,-1,-1,-1,0,0,0.323044,1.581668,0.957447,0.773775,0.456543,0.750662,1.175463,0.315038,0.187097,0.971249,0.980036,0.946822,0.250942,0.61198,1.223822,0.841598,1.223822,0.992789,0.199515,0.336544,0.000279,0.114537,0.61198,0.000288,0.750662,0.333673,0.00003,0.841598,0.695767,0.000429,0.596353,0.000016,0.000012,0.000012,0.791759,0.991453,0.617402,0.000016,0.617402,0.3757,0.000291,677709,0.000072,0.199515,0.337154,3.30519,0.901443,0.000012,0.000012,0.975904,0.825244,0.00001,0.00001,0.975904,363668,0.000001,0.000001,363668,3.30519,0.000002,0.336544,0,3228739,0.00029,0.992789,0.00001,0.338265,2719861,0.596353,0.000008,0.000001,0.000001,2.921066,0.00029,0.000011,0,0.338265,0.027265,311524,0.00001,2.693833,3.585598,0,0.000011,0.000429,0.000006,0.456342,202967,0.787982,0.000001,0.000079,9928089
bool/pseudoGLB/normalized-t3002-11tsp11-1900554389.xml,1,-1,-1,1.414214,1.414214,13.056299,11.520619,11.402479,11.402479,100,100,-1,0,-1,21.101099,-1,-1,-1,9.465487,11.225158,100,0,-1,110,100,11.017504,0,0,0,7.851749,-1,-1,-1,-1,-1,0,0,0.510885,0.629345,0.98939,0.740521,0.651201,0.741867,4.605444,0.295384,0.296185,0.990828,0.993968,0.830391,0.337581,0.595611,0.525292,0.829759,0.525292,0.996902,0.249922,0.350383,0.047959,0.033842,0.595611,0.002092,0.741867,0.611242,0.000752,0.829759,0.530993,0.064629,0.59048,0.000526,0.000399,0.000399,3.288908,0.995195,0.591299,0.000526,0.591299,1.358713,0.004356,43246,0.002088,0.249922,0.617505,5.313075,1.604909,0.000399,0.000399,0.994039,1.547883,0.000329,0.000329,0.994039,24554,0.000016,0.000016,24554,5.313075,0.000022,0.350383,0.000005,295490,0.001895,0.996902,0.000349,1.325801,227969,0.59048,0.000319,0.000016,0.000016,4.260595,0.001895,0.000392,0,1.325801,0.013245,7715,0.000349,3.686504,5.31684,0,0.000392,0.064629,0.000259,1.211704,5725,1.499617,0.000009,0.001893,696416
bool/pseudoGLB/normalized-t3002-11tsp11-1900573901.xml,1,-1,-1,1.414214,1.414214,13.056299,11.520619,11.402479,11.402479,100,100,-1,0,-1,22.093936,-1,-1,-1,9.749682,11.523124,100,0,-1,110,100,11.85253,0,0,0,7.851749,-1,-1,-1,-1,-1,0,0,0.507325,0.636469,0.990074,0.740477,0.649798,0.742041,4.46075,0.296151,0.271035,0.991294,0.994164,0.828231,0.335261,0.594529,0.525188,0.82976,0.525188,0.997115,0.246387,0.350378,0.0495,0.032065,0.594529,0.002036,0.742041,0.59863,0.000731,0.82976,0.531207,0.066937,0.589707,0.00051,0.000386,0.000386,3.187627,0.995567,0.596394,0.00051,0.596394,1.345663,0.004188,43686,0.002032,0.246387,0.604309,5.445556,1.600174,0.000386,0.000386,0.99431,1.543093,0.000318,0.000318,0.99431,24774,0.000015,0.000015,24774,5.445556,0.00002,0.350378,0.000004,317117,0.001806,0.997115,0.000338,1.314552,249495,0.589707,0.000308,0.000015,0.000015,4.337758,0.001806,0.000379,0,1.314552,0.012411,8000,0.000338,3.681965,5.446342,0,0.000379,0.066937,0.00025,1.200677,5916,1.492973,0.000008,0.001804,762035
bool/pseudoGLB/normalized-t3002-11tsp11-1900565534.xml,1,-1,-1,1.414214,1.414214,13.056299,11.520619,11.402479,11.402479,100,100,-1,0,-1,20.822243,-1,-1,-1,8.856583,10.631836,100,0,-1,110,100,10.736402,0,0,0,7.851749,-1,-1,-1,-1,-1,0,0,0.512977,0.64024,0.989446,0.741551,0.652932,0.746152,4.504933,0.297277,0.282964,0.990972,0.99397,0.831106,0.331923,0.590511,0.526277,0.832545,0.526277,0.99705,0.24709,0.347314,0.047179,0.033107,0.590511,0.001956,0.746152,0.599209,0.000739,0.832545,0.529431,0.063761,0.585467,0.000512,0.00039,0.00039,3.220855,0.99544,0.594767,0.000512,0.594767,1.336254,0.004234,43522,0.001951,0.24709,0.605116,5.357434,1.593855,0.00039,0.00039,0.994178,1.535706,0.000321,0.000321,0.994178,24692,0.000015,0.000015,24692,5.357434,0.000021,0.347314,0.000004,306377,0.001824,0.99705,0.000342,1.304912,238804,0.585467,0.000311,0.000015,0.000015,4.265684,0.001824,0.000383,0,1.304912,0.012764,7906,0.000342,3.64511,5.384057,0,0.000383,0.063761,0.000253,1.189022,5850,1.479347,0.000008,0.001822,732940
bool/pseudoGLB/normalized-t2001-13queen13-1111222080.xml,1,-1,-1,1.414214,1.414214,9.753217,8.076816,6.658211,6.658211,100,100,-1,0,-1,21.205713,-1,-1,-1,17.618383,17.164108,100,0,-1,169,100,14.95964,0,0,0,7.400879,-1,-1,-1,-1,-1,0,0,0.479119,0.642074,0.994872,0.718635,0.63863,0.742547,0.671699,0.296053,0.011144,0.994455,0.997123,0.781772,0.346658,0.582946,0.520292,0.829621,0.520292,0.998628,0.228361,0.350401,0.048281,0.020832,0.582946,0.001279,0.742547,0.474551,0.000386,0.829621,0.532706,0.065884,0.577957,0.000258,0.000194,0.000194,0.194757,0.997312,0.618169,0.000258,0.618169,1.452311,0.002339,26799,0.001277,0.228361,0.474616,5.696179,1.761059,0.000194,0.000194,0.996797,1.721147,0.000159,0.000159,0.996797,14036,0.000004,0.000004,14036,5.696179,0.000006,0.350401,0.000001,778115,0.000966,0.998628,0.00017,1.432283,769539,0.577957,0.000156,0.000004,0.000004,4.460381,0.000966,0.000191,0,1.432283,0.007543,16031,0.00017,3.694354,5.731164,0,0.000191,0.065884,0.000125,1.317385,11748,1.636563,0.000003,0.000966,2296485
bool/pseudoGLB/normalized-army13-24bt.xml,1,-1,-1,1.414214,1.414214,12.798674,10.599913,10.078151,10.070121,100,100,-1,0,2.584963,21.908065,-1,-1,-1,11.84727,12.821395,100,0,-1,169,100,12.105909,0,0,0,8.888743,-1,-1,-1,-1,-1,0,0,0.406514,1.293422,0.976048,0.893656,0.565244,0.71814,0.917468,0.252183,0.118984,0.920518,0.958956,1.036276,0.317381,0.698403,1.069419,0.827018,1.069419,0.979726,0.23817,0.355488,0.00536,0.133136,0.698403,0.001175,0.71814,0.309531,0.000221,0.827018,0.62874,0.006515,0.658441,0.000124,0.000098,0.000098,0.274784,0.962454,0.464565,0.000124,0.464565,1.47271,0.001525,57595,0.000762,0.23817,0.311835,3.577133,1.486335,0.000098,0.000098,0.987342,1.437393,0.000097,0.000097,0.987342,31505,0.000011,0.000013,31505,3.577133,0.000022,0.355488,0.000004,252455,0.000671,0.979726,0.000081,1.376589,225611,0.658441,0.000078,0.000013,0.000011,2.934708,0.000671,0.000088,0,1.376589,0.052472,30037,0.000081,3.330128,3.678675,0,0.000088,0.006515,0.000067,1.385202,24714,1.540894,0.000009,0.000669,616780
bool/pseudoGLB/normalized-fpga45-45-sat-pb-cnf-cr.xml,1,-1,-1,1.414214,1.414214,15.770328,12.343741,11.076816,11.076816,100,100,-1,0,-1,21.044249,-1,-1,-1,11.895617,13.670905,100,0,-1,45,100,12.863799,0,0,0,11.568906,-1,-1,-1,-1,-1,0,0,0.382351,0.414875,0.888889,0.787143,0.493116,0.572459,0.531508,0.211554,0.080241,0.914988,0.979916,0.978217,0.366633,0.757363,0.320027,0.749687,0.320027,0.987502,0.171915,0.430992,0.000117,0.230643,0.757363,0.000234,0.572459,0.051323,0.000015,0.749687,0.717578,0.000103,0.677378,0.000012,0.000008,0.000008,0.032427,0.94423,0.530879,0.000012,0.530879,0.661674,0.000177,549727,0.000087,0.171915,0.052248,3.065284,0.589694,0.000008,0.000008,0.956044,0.961722,0.000008,0.000008,0.956044,301639,0.000003,0.000003,301639,3.065284,0.000003,0.430992,0.000001,1681156,0.000156,0.987502,0.000007,0.77587,1556278,0.677378,0.000007,0.000003,0.000003,2.633506,0.000156,0.000008,0,0.77587,0.125115,358945,0.000007,2.943121,3.032066,0,0.000008,0.000103,0.000006,0.61846,292165,0.750577,0.000001,0.000058,2455016
bool/pseudoGLB/normalized-robin16.xml,1,-1,-1,1.414214,1.414214,16.421013,13.873444,10.087463,10.087463,100,100,-1,0,-1,17.552339,-1,-1,-1,3.269391,0.834094,100,0,-1,225,100,13.731425,0,0,0,13.813781,-1,-1,-1,-1,-1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/pseudoGLB/normalized-elf-rf7-ucl.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.354319,1.464693,0.954545,0.806003,0.466698,0.745082,1.00158,0.318875,0.163274,0.967142,0.97857,0.999832,0.278603,0.629714,1.161594,0.839313,1.161594,0.990899,0.222646,0.339323,0.001454,0.130465,0.629714,0.000525,0.745082,0.33778,0.000156,0.839313,0.707356,0.00221,0.615148,0.000086,0.000067,0.000067,0.617481,0.988816,0.59926,0.000086,0.59926,0.499643,0.000527,111472,0.000206,0.222646,0.340844,3.593161,0.92231,0.000067,0.000067,0.975,0.845569,0.000057,0.000057,0.975,59292,0.000006,0.000005,59292,3.593161,0.000012,0.339323,0.000002,496569,0.000511,0.990899,0.000055,0.452901,426872,0.615148,0.000046,0.000005,0.000006,2.959756,0.000511,0.000061,0,0.452901,0.033538,55692,0.000055,2.836642,3.855449,0,0.000061,0.00221,0.000036,0.523114,36657,0.84962,0.000005,0.000145,1462207
