@RELATION 'featureValues_ASP_Potassco-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Running_Avg_LBD-4 NUMERIC
@ATTRIBUTE Learnt_from_Loop-1 NUMERIC
@ATTRIBUTE Frac_Learnt_from_Loop-1 NUMERIC
@ATTRIBUTE Literals_in_Conflict_Nogoods-1 NUMERIC
@ATTRIBUTE Literals_in_Loop_Nogoods-1 NUMERIC
@ATTRIBUTE Frac_Literals_in_Conflict_Nogoods-1 NUMERIC
@ATTRIBUTE Frac_Literals_in_Loop_Nogoods-1 NUMERIC
@ATTRIBUTE Frac_Learnt_from_Conflict-1 NUMERIC
@ATTRIBUTE Learnt_from_Conflict-1 NUMERIC
@ATTRIBUTE Other_Constraints NUMERIC
@ATTRIBUTE Avg_LBD_Levels-1 NUMERIC
@ATTRIBUTE Frac_Ternary_Constraints NUMERIC
@ATTRIBUTE Frac_Other_Constraints NUMERIC
@ATTRIBUTE Choices-1 NUMERIC
@ATTRIBUTE Conflicts/Choices-1 NUMERIC
@ATTRIBUTE Avg_Conflict_Levels-1 NUMERIC
@ATTRIBUTE Removed_Nogoods-1 NUMERIC
@ATTRIBUTE Learnt_Binary-1 NUMERIC
@ATTRIBUTE Learnt_Ternary-1 NUMERIC
@ATTRIBUTE Learnt_Others-1 NUMERIC
@ATTRIBUTE Running_Avg_LBD-1 NUMERIC
@ATTRIBUTE Choices-2 NUMERIC
@ATTRIBUTE Conflicts/Choices-2 NUMERIC
@ATTRIBUTE Avg_Conflict_Levels-2 NUMERIC
@ATTRIBUTE Avg_LBD_Levels-2 NUMERIC
@ATTRIBUTE Running_Avg_Conflictlevel-1 NUMERIC
@ATTRIBUTE Longest_Backjumping-1 NUMERIC
@ATTRIBUTE Avg_Skipped_Levels_while_Backjumping-1 NUMERIC
@ATTRIBUTE Frac_Learnt_Binary-1 NUMERIC
@ATTRIBUTE Frac_Removed_Nogood-1 NUMERIC
@ATTRIBUTE Frac_Learnt_Ternary-1 NUMERIC
@ATTRIBUTE Skipped_Levels_while_Backjumping-1 NUMERIC
@ATTRIBUTE Frac_Learnt_Others-1 NUMERIC
@ATTRIBUTE Frac_Binary_Constraints NUMERIC
@ATTRIBUTE Ternary_Constraints NUMERIC
@ATTRIBUTE Running_Avg_Conflictlevel-4 NUMERIC
@ATTRIBUTE Free_Problem_Variables NUMERIC
@ATTRIBUTE Constraints NUMERIC
@ATTRIBUTE Constraints/Vars NUMERIC
@ATTRIBUTE Created_Bodies NUMERIC
@ATTRIBUTE Program_Atoms NUMERIC
@ATTRIBUTE SCCS NUMERIC
@ATTRIBUTE Assigned_Problem_Variables NUMERIC
@ATTRIBUTE Problem_Variables NUMERIC
@ATTRIBUTE Binary_Constraints NUMERIC
@ATTRIBUTE Tight NUMERIC
@ATTRIBUTE Frac_Pos_Body NUMERIC
@ATTRIBUTE Frac_Unary_Rules NUMERIC
@ATTRIBUTE Frac_Binary_Rules NUMERIC
@ATTRIBUTE Frac_Ternary_Rules NUMERIC
@ATTRIBUTE Frac_Integrity_Rules NUMERIC
@ATTRIBUTE Nodes_in_Positive_BADG NUMERIC
@ATTRIBUTE Rules NUMERIC
@ATTRIBUTE Normal_Rules NUMERIC
@ATTRIBUTE Cardinality_Rules NUMERIC
@ATTRIBUTE Body-Body_Equivalences NUMERIC
@ATTRIBUTE Other_Equivalences NUMERIC
@ATTRIBUTE Frac_Atom-Atom_Equivalences NUMERIC
@ATTRIBUTE Frac_Body-Body_Equivalences NUMERIC
@ATTRIBUTE Frac_Other_Equivalences NUMERIC
@ATTRIBUTE Atom-Atom_Equivalences NUMERIC
@ATTRIBUTE Equivalences NUMERIC
@ATTRIBUTE Frac_Weight_Rules NUMERIC
@ATTRIBUTE Weight_Rules NUMERIC

@DATA
FolioSuite/ASP-Comp-2007-Lparse/SLparse/CarSequencing/benchmark1_15classes.dlv.dat.lp.gz,1,11.23,0,0,787,0,1,0,1,33,576,11.6667,0,1,381,0.0866,329.6061,0,0,0,33,3.85,729,0.0892,309.9385,11.0769,108.77,5,1.6061,0,0,0,53,1,0,0,260.11,1170,576,0.3297,1153,1945,0,577,1747,0,1,0.9356,0.1372,0.3992,0,0.3992,0,1443,854,496,93,1258,0.1273,0.0601,0.8127,197,1548,0,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/CarSequencing/001.benchmark1_17classes.dlv.dat.lp.gz,1,12.33,0,0,819,0,1,0,1,32,636,11.75,0,1,326,0.0982,274.4688,0,0,0,32,3.76,680,0.0941,255.8125,12.6719,87.83,5,1.6875,0,0,0,54,1,0,0,195,1462,636,0.303,1273,2319,0,637,2099,0,1,0.9354,0.1379,0.3987,0,0.3987,0,1595,944,548,103,1390,0.1279,0.0602,0.8119,219,1712,0,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/Factoring/fact.grnd.sat.24.gz,1,7.06,0,0,2090,0,1,0,1,32,16,3.2188,0.3249,0.002,39,0.8205,8.8125,0,1,0,31,1.03,91,0.7033,9.4531,5.9688,2.82,2,1.0312,0.0312,0,0,33,0.9688,0.6731,2658,12.46,2705,8180,2.8178,5818,4258,0,198,2903,5506,1,0.5826,0,0.2589,0.733,0.0525,0,5978,5978,0,159,6863,0.0441,0.0216,0.9342,324,7346,0,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/HamiltonianCycle/rand_200_1800_1154991214_9.gph.gz,1,82.85,0,0,9142,0,1,0,1,34,600,71.8529,0.1369,0.0456,222,0.1532,148.6765,0,0,0,34,24.43,466,0.1438,149.9403,79.1343,50.55,7,2.2647,0,0,0,77,1,0.8174,1800,159.13,8973,13146,1.3731,8174,11603,1,601,9574,10746,0,0.9885,0.5288,0.2429,0.2053,0.0345,3772,17402,13402,400,0,14003,0.2857,0,0.7143,5601,19604,0,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/HamiltonianCycle/rand_100_800_1155012316_11.gph.gz,1,?,?,?,?,?,?,?,?,?,300,?,0.1361,0.051,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.8129,800,?,3989,5878,1.3702,3690,5203,1,301,4290,4778,0,0.9872,0.5258,0.2449,0.2037,0.0385,1688,7802,6002,200,0,6303,0.2841,0,0.7159,2501,8804,0,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/HamiltonianCycle/rand_150_1200_1154711577_4.gph.gz,1,52.61,0,0,7616,0,1,0,1,32,450,71.1562,0.1361,0.051,179,0.1788,114.25,0,0,0,32,22.77,388,0.1701,113.1667,55,36.56,8,2.0312,0,0,0,65,1,0.8129,1200,117.33,5984,8818,1.3703,5535,7803,1,451,6435,7168,0,0.9872,0.5257,0.2449,0.2037,0.0385,2533,11702,9002,300,0,9453,0.2841,0,0.7159,3751,13204,0,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/HamiltonianPath/gryzzles.48.gz,1,4.16,0,0,232,0,1,0,1,32,76,4.3125,0.0144,0.0243,103,0.3107,14.0312,0,0,2,30,1.38,247,0.2591,13.375,4.2812,4.49,12,2.8125,0,0,0.0625,90,0.9375,0.9613,45,11.79,911,3130,1.3365,2660,1622,1,1431,2342,3009,0,0.7645,0.1326,0.133,0.7344,0.5592,590,4412,4412,0,450,1489,0.2315,0.1784,0.5902,584,2523,0,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/HamiltonianPath/gryzzles.30.gz,1,5.16,0,0,246,0,1,0,1,32,44,5.2812,0.0278,0.0157,175,0.1829,26.2188,0,1,5,26,1.69,339,0.1888,22.9688,4.7656,8.39,26,4.6875,0.0312,0,0.1562,150,0.8125,0.9565,78,18.05,849,2806,1.3542,2352,1524,1,1223,2072,2684,0,0.7469,0.1433,0.1448,0.7119,0.5298,564,3860,3860,0,414,1389,0.2344,0.1758,0.5898,552,2355,0,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/HamiltonianPath/gryzzles.41.gz,1,3.88,0,0,287,0,1,0,1,32,32,5.0938,0.0321,0.0121,87,0.3678,15.6562,0,1,3,28,1.63,227,0.2819,13.9844,4.3438,5.01,9,2.4062,0.0312,0,0.0938,77,0.875,0.9558,85,9.43,814,2646,1.3562,2217,1474,1,1137,1951,2529,0,0.7401,0.1479,0.149,0.7031,0.5177,544,3624,3624,0,399,1340,0.2353,0.1755,0.5893,535,2274,0,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/HamiltonianPath/hampath.ngrnd.6.gz,1,20.3,0,0,1853,0,1,0,1,32,81,20,0.0049,0.0151,64,0.5,27.5938,0,0,0,32,6.4,148,0.4324,32.4688,17.2344,8.83,3,1.1875,0,0,0,38,1,0.98,26,41.03,1111,5358,1.2374,4777,1852,1,3219,4330,5251,0,0.8571,0.0771,0.0778,0.8451,0.7266,655,8446,8446,0,546,1752,0.2208,0.1851,0.5941,651,2949,0,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/HamiltonianPath/gryzzles.15.gz,1,3.93,0,0,189,0,1,0,1,33,54,4,0.0263,0.0176,138,0.2391,16.0303,0,2,8,23,1.32,292,0.2226,16.3077,3.9077,5.29,14,3.6364,0.0606,0,0.2424,120,0.697,0.9561,81,18.99,918,3076,1.3473,2595,1642,1,1365,2283,2941,0,0.754,0.1389,0.1399,0.7212,0.5412,602,4276,4276,0,451,1502,0.2329,0.1771,0.5899,593,2546,0,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/Hashiwokakero/hashiwokakero-size11-puzzle5.gz,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2007-Lparse/SLparse/KnightsTour/knights_13_13_t17.lp.gz,1,?,?,?,?,?,?,?,?,?,2349,?,0.0019,0.0625,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.9356,70,?,4921,37570,1.2068,34545,8867,0,26212,31133,35151,1,0.9418,0.0009,0.4198,0.5782,0.5789,0,49685,49651,17,2906,11264,0.1712,0.17,0.6588,2927,17097,0,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/KnightsTour/knights_20_20_t19.lp.gz,1,?,?,?,?,?,?,?,?,?,6379,?,0.0007,0.0572,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.9421,78,?,13218,111505,1.2384,98877,23299,0,76823,90041,105048,1,0.9468,0.0004,0.4159,0.5832,0.5835,0,143340,143302,19,7637,29732,0.1703,0.1696,0.6601,7670,45039,0,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/KnightsTour/knights_18_18_t8.lp.gz,1,?,?,?,?,?,?,?,?,?,1621,?,0.0017,0.0834,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.9149,34,?,3593,19444,1.2233,19473,8162,0,12302,15895,17789,1,0.9243,0.0013,0.5828,0.4151,0.4156,0,34342,34326,8,2607,9804,0.1758,0.1731,0.6511,2647,15058,0,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/KnightsTour/knights_17_17_t9.lp.gz,1,?,?,?,?,?,?,?,?,?,1733,?,0.0018,0.0806,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.9176,38,?,3785,21490,1.2378,20845,8155,0,13576,17361,19719,1,0.9266,0.0013,0.5593,0.4387,0.4392,0,35577,35559,9,2618,9912,0.1748,0.1724,0.6527,2655,15185,0,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/KnightsTour/knights_15_15_t9.lp.gz,1,?,?,?,?,?,?,?,?,?,1349,?,0.0023,0.0816,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.9161,38,?,2953,16530,1.2225,16237,6359,0,10568,13521,15143,1,0.9257,0.0015,0.5535,0.444,0.4447,0,27365,27347,9,2042,7732,0.1751,0.1723,0.6525,2075,11849,0,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RLP-150/lp.150.00750.23.gz,1,6.43,0,0,303,0,1,0,1,32,128,6.0938,0.243,0.0419,45,0.7111,9.4688,0,0,1,31,1.95,101,0.6634,10.8657,6.4478,3.03,3,1.1875,0,0,0.0312,38,0.9688,0.7151,743,10.52,871,3057,3.4937,728,151,1,4,875,2186,0,0.2365,0,0,1,0,875,740,740,0,0,4,0,0,1,0,4,0,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RLP-150/lp.150.00675.13.gz,1,7.01,0,0,383,0,1,0,1,32,130,5.2188,0.2418,0.0464,45,0.7111,7.1875,0,0,1,31,1.67,92,0.7174,9.2879,6.4545,2.3,3,1.3125,0,0,0.0312,42,0.9688,0.7118,677,10.74,807,2800,3.4568,666,151,1,3,810,1993,0,0.2723,0,0,1,0,792,672,672,0,0,7,0,0,1,0,7,0,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RLP-150/lp.150.00825.25.gz,1,6.85,0,0,341,0,1,0,1,32,141,5.25,0.2402,0.0418,42,0.7619,6.75,0,0,2,30,1.68,105,0.619,9.3692,6.2923,2.16,3,1.1875,0,0,0.0625,38,0.9375,0.718,811,10.89,952,3376,3.5203,810,151,1,7,959,2424,0,0.2445,0,0,1,0,943,818,818,0,0,2,0,0,1,0,2,0,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RLP-150/lp.150.00675.26.gz,1,6.35,0,0,380,0,1,0,1,32,128,6.6562,0.2419,0.0458,50,0.64,10.3438,0,0,2,30,2.13,96,0.6667,10.3438,6.8125,3.31,4,1.2812,0,0,0.0625,41,0.9375,0.7122,676,9.64,806,2794,3.4579,666,150,1,2,808,1990,0,0.2541,0,0.006,0.994,0,807,669,669,0,0,8,0,0,1,0,8,0,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RLP-200/lp.200.00700.1.gz,1,6.86,0,0,448,0,1,0,1,32,131,5.125,0.2483,0.0468,45,0.7111,6.25,0,1,0,31,1.64,95,0.6737,8.1406,5.6406,2,3,1.1875,0.0312,0,0,38,0.9688,0.7049,695,10.95,833,2799,3.3401,674,195,1,5,838,1973,0,0.2821,0,0.031,0.969,0,829,677,677,0,0,31,0.0312,0,0.9688,1,32,0,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RLP-200/lp.200.00700.15.gz,1,8.31,0,0,564,0,1,0,1,33,138,9.4242,0.2493,0.0478,54,0.6111,14.2727,0,0,0,33,3.11,108,0.6019,13.4462,8.6308,4.71,5,1.303,0,0,0,43,1,0.7029,720,12.72,858,2888,3.3542,686,199,1,3,861,2030,0,0.2362,0,0.0058,0.9942,0,829,690,690,0,1,23,0.04,0.04,0.92,1,25,0,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RLP-200/lp.200.01100.8.gz,1,7.16,0,0,380,0,1,0,1,32,187,6.6562,0.2411,0.0412,49,0.6531,8.875,0,0,0,32,2.13,109,0.6147,12.3582,7.7463,2.84,4,1.2812,0,0,0,41,1,0.7177,1093,12.09,1280,4534,3.5312,1085,201,1,4,1284,3254,0,0.2656,0,0,1,0,1282,1092,1092,0,0,2,0,0,1,0,2,0,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RandomNonTight/n50-unsat-b16.lp.gz,1,12.2,2,0.0588,911,66,0.9324,0.0676,0.9412,32,724,11.2812,0,0.1525,47,0.6809,12.5,0,0,0,34,3.61,104,0.6346,12.2424,10.6818,4,2,1.125,0,0,0,36,1,0.8475,0,14.16,689,4746,6.1081,734,51,1,88,777,4022,0,0,0,0.0232,0,0,698,734,734,0,0,8,0,0,1,0,8,0,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RandomNonTight/n50-unsat-b6.lp.gz,1,10.15,1,0.0286,980,62,0.9405,0.0595,0.9714,34,709,10.1765,0,0.1544,48,0.7083,11.4706,0,0,0,35,3.46,90,0.7333,11.9091,10.8182,3.9,2,1.0882,0,0,0,37,1,0.8456,0,11.72,665,4593,5.9649,727,51,1,105,770,3884,0,0,0,0.0234,0,0,674,727,727,0,0,8,0,0,1,0,8,0,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RandomNonTight/n60-sat-b18.lp.gz,1,12.35,1,0.0303,1043,29,0.9729,0.0271,0.9697,32,987,14.8438,0,0.1546,54,0.5926,17.5312,0,0,0,33,4.75,108,0.5926,14.5312,11.8594,5.61,4,1.2188,0,0,0,39,1,0.8454,0,15.03,940,6384,6.3968,949,61,1,58,998,5397,0,0,0,0.0232,0,0,952,949,949,0,0,12,0,0,1,0,12,0,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SchurCompetition/20.1.schur.gz,1,7.58,0,0,653,0,1,0,1,32,211,9.3125,0.8541,0.0118,53,0.6038,13.5312,0,0,0,32,2.98,114,0.5614,14.6094,9.625,4.33,5,1.3125,0,0,0,42,1,0.1341,15227,11.62,521,17828,0.8145,43096,1716,0,21368,21889,2390,1,0.9985,0.0021,0.003,0.0076,0.9934,0,85325,85065,130,144,692,0.1723,0.1426,0.6851,174,1010,0,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SchurCompetition/15.10.schur.gz,1,12.2,0,0,662,0,1,0,1,32,225,11,0.8835,0.0119,54,0.5926,16.375,0,0,0,32,3.52,120,0.5333,17.7188,11.2344,5.24,3,1.2812,0,0,0,41,1,0.1046,16679,22.14,559,18879,0.8604,43096,1711,0,21384,21943,1975,1,0.9985,0.0019,0.003,0.0076,0.9935,0,85315,85055,130,131,635,0.1763,0.1409,0.6828,164,930,0,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SchurCompetition/20.13.schur.gz,1,7.01,0,0,585,0,1,0,1,32,212,11.5,0.8541,0.0118,70,0.4571,19,0,0,0,32,3.68,129,0.5039,18.5077,9.6615,6.08,9,1.8125,0,0,0,58,1,0.1341,15294,15.77,524,17907,0.8179,43096,1716,0,21371,21895,2401,1,0.9985,0.0021,0.003,0.0076,0.9934,0,85325,85065,130,137,694,0.1731,0.1363,0.6905,174,1005,0,0
