@RELATION 'FEATURE_VALUES_COP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 4'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE c_max_dom_cons NUMERIC

@DATA
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/48_24_6.2.dzn,1,0.876289,1.141176,4.731959,50.807355
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_6.dzn,1,1.537332,0.650478,2.536707,994.393366
mznc12-problems/ship-schedule/ship-schedule.cp.mzn_AND_mznc12-problems/ship-schedule/6ShipsMixed.dzn,1,1.158721,0.863021,3.050366,109.958634
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/48_24_6.1.dzn,1,0.876289,1.141176,4.675258,50.807355
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_5_5_20_1.dzn,1,0.907445,1.101996,5.028169,207.469667
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_3.dzn,1,1.537332,0.650478,2.536707,994.393366
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/52_26_6.1.dzn,1,0.875,1.142857,4.903846,54.807355
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_7_5_20_1.dzn,1,0.899543,1.111675,5.721461,251.682057
mznc12-problems/fast-food/fastfood.mzn_AND_mznc12-problems/fast-food/ff59.dzn,1,1.011524,0.988608,2.341869,254.232599
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/52_26_6.2.dzn,1,0.876777,1.140541,4.886256,54.807355
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/52_26_6.3.dzn,1,0.871921,1.146893,5.093596,54.807355
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_3_3_30_1.dzn,1,0.950178,1.052434,3.839858,180.909558
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model20-3-5.dzn,1,1.412037,0.708197,3.74537,48.76049
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model30-4-6.dzn,1,1.85877,0.53799,4.808656,92.321928
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_5_3_20_1.dzn,1,0.922849,1.083601,4.27003,163.18438
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model50-4-4.dzn,1,1.902834,0.525532,5.153846,168.681367
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model55-3-12.dzn,1,1.699374,0.588452,4.660752,192.853702
mznc12-problems/mspsp/mspsp.mzn_AND_mznc12-problems/mspsp/hard_01.dzn,1,1.192429,0.838624,2.955836,178.232075
mznc12-problems/mspsp/mspsp.mzn_AND_mznc12-problems/mspsp/hard_03.dzn,1,1.073718,0.931343,2.69391,165.817427
mznc12-problems/still-life-wastage/still-life.mzn_AND_mznc12-problems/still-life-wastage/11.dzn,1,1.236486,0.808743,5.122236,37.414795
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.15.dzn,1,1.38404,0.722523,3.219451,117.045556
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_7_5_30_1.dzn,1,0.905308,1.104596,6.02439,295.846038
mznc12-problems/radiation/radiation.mzn_AND_mznc12-problems/radiation/m12_10_20.dzn,1,0.710237,1.407981,2.351576,93.338818
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.2.dzn,1,1.366584,0.731752,3.201995,117.045556
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.7.dzn,1,1.374065,0.727768,3.209476,117.045556
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_7_3_20_1.dzn,1,0.91224,1.096203,4.736721,189.766253
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.12.dzn,1,1.38404,0.722523,3.219451,117.045556
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.6.dzn,1,1.369478,0.730205,3.172691,97.603023
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.3.dzn,1,1.369077,0.730419,3.204489,117.045556
mznc12-problems/ship-schedule/ship-schedule.cp.mzn_AND_mznc12-problems/ship-schedule/7ShipsMixedUnconst.dzn,1,1.153488,0.866935,3.046889,126.54751
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_4.dzn,1,1.537332,0.650478,2.53702,994.393366
mznc12-problems/ship-schedule/ship-schedule.cp.mzn_AND_mznc12-problems/ship-schedule/7ShipsMixed.dzn,1,1.153488,0.866935,3.046889,127.078236
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_10.dzn,1,1.537332,0.650478,2.53702,994.393366
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_2.dzn,1,1.537332,0.650478,2.53702,994.393366
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model90-18-20.dzn,1,2.080315,0.480697,5.278203,443.620154
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_5.dzn,1,1.537332,0.650478,2.53702,994.393366
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model100-21-12.dzn,1,2.054912,0.486639,5.321983,510.746284
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_9.dzn,1,1.537332,0.650478,2.53702,994.393366
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_7.dzn,1,1.537332,0.650478,2.536707,994.393366
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_1.dzn,1,1.574282,0.63521,2.573034,509.323431
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_10.dzn,1,1.574282,0.63521,2.573034,509.323431
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_7.dzn,1,1.574282,0.63521,2.573034,509.323431
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_8.dzn,1,1.574282,0.63521,2.573034,509.323431
mznc12-problems/still-life-wastage/still-life.mzn_AND_mznc12-problems/still-life-wastage/13.dzn,1,1.236179,0.808945,5.135338,41.408405
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_6.dzn,1,1.574282,0.63521,2.573034,509.323431
mznc12-problems/still-life-wastage/still-life.mzn_AND_mznc12-problems/still-life-wastage/12.dzn,1,1.236345,0.808836,5.129433,39.426246
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_8.dzn,1,1.537332,0.650478,2.53702,994.393366
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_2.dzn,1,1.524927,0.655769,2.52451,1479.463301
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_3.dzn,1,1.524927,0.655769,2.524788,1479.463301
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_1.dzn,1,1.524927,0.655769,2.524788,1479.463301
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_6.dzn,1,1.524927,0.655769,2.524788,1479.463301
mznc12-problems/radiation/radiation.mzn_AND_mznc12-problems/radiation/m07_07_20.dzn,1,0.7322,1.365747,2.363443,46.735812
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_5.dzn,1,1.537332,0.650478,2.532958,994.393366
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_7.dzn,1,1.524927,0.655769,2.524788,1479.463301
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_9.dzn,1,1.524927,0.655769,2.524649,1479.463301
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_4.dzn,1,1.524927,0.655769,2.524649,1479.463301
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_8.dzn,1,1.524927,0.655769,2.524788,1479.463301
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_4.dzn,1,1.537332,0.650478,2.535145,994.393366
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_40_6.dzn,1,1.537332,0.650478,2.53702,994.393366
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_10.dzn,1,1.537332,0.650478,2.536082,994.393366
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_2.dzn,1,1.537332,0.650478,2.535145,994.393366
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_5.dzn,1,1.524927,0.655769,2.524649,1479.463301
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_10.dzn,1,1.524927,0.655769,2.524649,1479.463301
mznc12-problems/ship-schedule/ship-schedule.cp.mzn_AND_mznc12-problems/ship-schedule/8ShipsUnconst.dzn,1,1.128882,0.885832,3.016186,153.074127
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_9.dzn,1,1.574282,0.63521,2.573034,509.323431
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_6.dzn,1,1.537332,0.650478,2.535458,994.393366
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_7.dzn,1,1.537332,0.650478,2.532958,994.393366
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_8.dzn,1,1.537332,0.650478,2.532958,994.393366
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_9.dzn,1,1.53702,0.65061,2.534833,994.393366
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_1.dzn,1,1.537332,0.650478,2.53577,994.393366
mznc12-problems/radiation/radiation.mzn_AND_mznc12-problems/radiation/m18_12_05.dzn,1,0.701254,1.426017,2.345603,158.541622
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_3.dzn,1,1.537332,0.650478,2.533583,994.393366
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_80_10.dzn,1,1.518709,0.658454,2.518475,1964.533236
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_80_1.dzn,1,1.518709,0.658454,2.518631,1964.533236
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_80_3.dzn,1,1.518709,0.658454,2.518553,1964.533236
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_80_2.dzn,1,1.518709,0.658454,2.518631,1964.533236
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_2.dzn,1,1.524927,0.655769,2.522983,1479.463301
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_5.dzn,1,1.524927,0.655769,2.523538,1479.463301
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_7.dzn,1,1.524927,0.655769,2.523677,1479.463301
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_80_8.dzn,1,1.518709,0.658454,2.518475,1964.533236
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_8.dzn,1,1.524927,0.655769,2.523261,1479.463301
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_9.dzn,1,1.524927,0.655769,2.522705,1479.463301
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_40_10.dzn,1,1.537332,0.650478,2.53702,994.393366
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_40_1.dzn,1,1.537332,0.650478,2.53702,994.393366
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_10.dzn,1,1.524927,0.655769,2.522983,1479.463301
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_1.dzn,1,1.524927,0.655769,2.522983,1479.463301
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_4.dzn,1,1.524927,0.655769,2.523261,1479.463301
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_80_4.dzn,1,1.518709,0.658454,2.518553,1964.533236
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_3.dzn,1,1.524927,0.655769,2.523261,1479.463301
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_80_5.dzn,1,1.518709,0.658454,2.518631,1964.533236
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_6.dzn,1,1.524927,0.655769,2.522983,1479.463301
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_40_7.dzn,1,1.537332,0.650478,2.53702,994.393366
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_40_4.dzn,1,1.537332,0.650478,2.53702,994.393366
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_40_3.dzn,1,1.537332,0.650478,2.53702,994.393366
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_40_7.dzn,1,1.537332,0.650478,2.53702,994.393366
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_40_6.dzn,1,1.537332,0.650478,2.53702,994.393366
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_80_6.dzn,1,1.518709,0.658454,2.518631,1964.533236
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_40_1.dzn,1,1.537332,0.650478,2.53702,994.393366
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_40_5.dzn,1,1.537332,0.650478,2.53702,994.393366
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_80_7.dzn,1,1.518709,0.658454,2.518475,1964.533236
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_60_10.dzn,1,1.524927,0.655769,2.524788,1479.463301
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_80_1.dzn,1,1.518709,0.658454,2.518006,1964.533236
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_80_3.dzn,1,1.518709,0.658454,2.517616,1964.533236
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_40_8.dzn,1,1.537332,0.650478,2.53702,994.393366
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_40_9.dzn,1,1.537332,0.650478,2.53702,994.393366
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_20_6.dzn,1,1.574282,0.63521,2.573034,509.323431
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_20_7.dzn,1,1.574282,0.63521,2.573034,509.323431
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_20_9.dzn,1,1.574282,0.63521,2.573034,509.323431
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_60_2.dzn,1,1.524927,0.655769,2.524788,1479.463301
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_80_8.dzn,1,1.518709,0.658454,2.51746,1964.533236
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_80_9.dzn,1,1.518709,0.658454,2.518553,1964.533236
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_80_5.dzn,1,1.518709,0.658454,2.517694,1964.533236
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_80_9.dzn,1,1.518709,0.658454,2.5166,1964.533236
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_80_10.dzn,1,1.518709,0.658454,2.517225,1964.533236
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_40_2.dzn,1,1.537332,0.650478,2.53702,994.393366
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_40_5.dzn,1,1.537332,0.650478,2.53702,994.393366
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_40_4.dzn,1,1.537332,0.650478,2.53702,994.393366
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_20_10.dzn,1,1.574282,0.63521,2.573034,509.323431
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_20_8.dzn,1,1.574282,0.63521,2.573034,509.323431
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_80_6.dzn,1,1.518631,0.658488,2.517381,1964.533236
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_100_2.dzn,1,1.514974,0.660077,2.514874,2449.60317
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_60_1.dzn,1,1.524927,0.655769,2.524788,1479.463301
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_60_5.dzn,1,1.524927,0.655769,2.524788,1479.463301
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_100_4.dzn,1,1.514974,0.660077,2.514924,2449.60317
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_100_8.dzn,1,1.514974,0.660077,2.514824,2449.60317
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_60_8.dzn,1,1.524927,0.655769,2.524788,1479.463301
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_40_2.dzn,1,1.537332,0.650478,2.53702,994.393366
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_60_9.dzn,1,1.524927,0.655769,2.524788,1479.463301
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_80_7.dzn,1,1.518631,0.658488,2.517225,1964.533236
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_60_4.dzn,1,1.524927,0.655769,2.524788,1479.463301
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_60_6.dzn,1,1.524927,0.655769,2.524788,1479.463301
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_100_1.dzn,1,1.514974,0.660077,2.514874,2449.60317
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_40_8.dzn,1,1.537332,0.650478,2.53702,994.393366
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_60_7.dzn,1,1.524927,0.655769,2.524788,1479.463301
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_100_6.dzn,1,1.514974,0.660077,2.514874,2449.60317
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_100_7.dzn,1,1.514974,0.660077,2.514774,2449.60317
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_100_10.dzn,1,1.514974,0.660077,2.514874,2449.60317
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_100_5.dzn,1,1.514974,0.660077,2.514924,2449.60317
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_60_2.dzn,1,1.524927,0.655769,2.524788,1479.463301
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_60_3.dzn,1,1.524927,0.655769,2.524788,1479.463301
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_80_4.dzn,1,1.518709,0.658454,2.517147,1964.533236
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_40_10.dzn,1,1.537332,0.650478,2.53702,994.393366
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_60_6.dzn,1,1.524927,0.655769,2.524788,1479.463301
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_60_7.dzn,1,1.524927,0.655769,2.524788,1479.463301
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_60_8.dzn,1,1.524927,0.655769,2.524788,1479.463301
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_40_5.dzn,1,1.537332,0.650478,2.536707,994.393366
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_40_6.dzn,1,1.537332,0.650478,2.536707,994.393366
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_60_9.dzn,1,1.524927,0.655769,2.524788,1479.463301
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_40_6.dzn,1,1.537332,0.650478,2.53702,994.393366
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_40_10.dzn,1,1.537332,0.650478,2.53702,994.393366
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_100_9.dzn,1,1.514974,0.660077,2.514874,2449.60317
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_40_1.dzn,1,1.537332,0.650478,2.53702,994.393366
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_40_3.dzn,1,1.537332,0.650478,2.53702,994.393366
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_60_3.dzn,1,1.524927,0.655769,2.524788,1479.463301
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_40_2.dzn,1,1.537332,0.650478,2.53702,994.393366
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_80_10.dzn,1,1.518709,0.658454,2.518631,1964.533236
