@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 1'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC

@DATA
4-insertions-3-3.xml.watchless.minion.gz,1,0.037975
4-insertions-3-4.xml.watchless.minion.gz,1,0.037975
4-insertions-4-3.xml.watchless.minion.gz,1,0.010526
4-insertions-4-4.xml.watchless.minion.gz,1,0.010526
4-insertions-4-5.xml.watchless.minion.gz,1,0.010526
5-fullins-3-6.xml.watchless.minion.gz,1,0.051948
5-fullins-3-7.xml.watchless.minion.gz,1,0.051948
5-fullins-3-8.xml.watchless.minion.gz,1,0.051948
5-fullins-4-6.xml.watchless.minion.gz,1,0.013825
5-fullins-4-7.xml.watchless.minion.gz,1,0.013825
5-fullins-4-8.xml.watchless.minion.gz,1,0.013825
5-fullins-4-9.xml.watchless.minion.gz,1,0.013825
abb313GPIA-10.xml.watchless.minion.gz,1,0.043674
abb313GPIA-5.xml.watchless.minion.gz,1,0.043674
abb313GPIA-7.xml.watchless.minion.gz,1,0.043674
abb313GPIA-8.xml.watchless.minion.gz,1,0.043674
abb313GPIA-9.xml.watchless.minion.gz,1,0.043674
aim-100-1-6-sat-1_ext.xml.minion.converted.minion.gz,1,0.05
aim-100-1-6-sat-2_ext.xml.minion.converted.minion.gz,1,0.05
aim-100-1-6-sat-3_ext.xml.minion.converted.minion.gz,1,0.05
aim-100-1-6-sat-4_ext.xml.minion.converted.minion.gz,1,0.05
aim-100-1-6-unsat-1_ext.xml.minion.converted.minion.gz,1,0.06
aim-100-1-6-unsat-2_ext.xml.minion.converted.minion.gz,1,0.05
aim-100-1-6-unsat-3_ext.xml.minion.converted.minion.gz,1,0.05
aim-100-1-6-unsat-4_ext.xml.minion.converted.minion.gz,1,0.06
aim-100-2-0-sat-1_ext.xml.minion.converted.minion.gz,1,0.07
aim-100-2-0-sat-2_ext.xml.minion.converted.minion.gz,1,0.07
aim-100-2-0-sat-3_ext.xml.minion.converted.minion.gz,1,0.06
aim-100-2-0-sat-4_ext.xml.minion.converted.minion.gz,1,0.07
aim-100-2-0-unsat-1_ext.xml.minion.converted.minion.gz,1,0.07
aim-100-2-0-unsat-2_ext.xml.minion.converted.minion.gz,1,0.07
aim-100-2-0-unsat-3_ext.xml.minion.converted.minion.gz,1,0.08
aim-100-2-0-unsat-4_ext.xml.minion.converted.minion.gz,1,0.07
aim-100-3-4-sat-1_ext.xml.minion.converted.minion.gz,1,0.11
aim-100-3-4-sat-2_ext.xml.minion.converted.minion.gz,1,0.12
aim-100-3-4-sat-3_ext.xml.minion.converted.minion.gz,1,0.11
aim-100-3-4-sat-4_ext.xml.minion.converted.minion.gz,1,0.12
aim-100-6-0-sat-1_ext.xml.minion.converted.minion.gz,1,0.2
aim-100-6-0-sat-2_ext.xml.minion.converted.minion.gz,1,0.19
aim-100-6-0-sat-3_ext.xml.minion.converted.minion.gz,1,0.2
aim-100-6-0-sat-4_ext.xml.minion.converted.minion.gz,1,0.2
aim-200-1-6-sat-1_ext.xml.minion.converted.minion.gz,1,0.025
aim-200-1-6-sat-2_ext.xml.minion.converted.minion.gz,1,0.025
aim-200-1-6-sat-3_ext.xml.minion.converted.minion.gz,1,0.025
aim-200-1-6-sat-4_ext.xml.minion.converted.minion.gz,1,0.025
aim-200-1-6-unsat-1_ext.xml.minion.converted.minion.gz,1,0.03
aim-200-1-6-unsat-2_ext.xml.minion.converted.minion.gz,1,0.03
aim-200-1-6-unsat-3_ext.xml.minion.converted.minion.gz,1,0.025
aim-200-1-6-unsat-4_ext.xml.minion.converted.minion.gz,1,0.03
aim-200-2-0-sat-1_ext.xml.minion.converted.minion.gz,1,0.035
aim-200-2-0-sat-2_ext.xml.minion.converted.minion.gz,1,0.035
aim-200-2-0-sat-3_ext.xml.minion.converted.minion.gz,1,0.03
aim-200-2-0-sat-4_ext.xml.minion.converted.minion.gz,1,0.035
aim-200-2-0-unsat-1_ext.xml.minion.converted.minion.gz,1,0.035
aim-200-2-0-unsat-2_ext.xml.minion.converted.minion.gz,1,0.04
aim-200-2-0-unsat-3_ext.xml.minion.converted.minion.gz,1,0.04
aim-200-2-0-unsat-4_ext.xml.minion.converted.minion.gz,1,0.04
aim-200-3-4-sat-1_ext.xml.minion.converted.minion.gz,1,0.06
aim-200-3-4-sat-2_ext.xml.minion.converted.minion.gz,1,0.06
aim-200-3-4-sat-3_ext.xml.minion.converted.minion.gz,1,0.06
aim-200-3-4-sat-4_ext.xml.minion.converted.minion.gz,1,0.06
aim-200-6-0-sat-1_ext.xml.minion.converted.minion.gz,1,0.12
aim-200-6-0-sat-2_ext.xml.minion.converted.minion.gz,1,0.12
aim-200-6-0-sat-3_ext.xml.minion.converted.minion.gz,1,0.125
aim-200-6-0-sat-4_ext.xml.minion.converted.minion.gz,1,0.12
aim-50-1-6-sat-1_ext.xml.minion.converted.minion.gz,1,0.1
aim-50-1-6-sat-2_ext.xml.minion.converted.minion.gz,1,0.1
aim-50-1-6-sat-3_ext.xml.minion.converted.minion.gz,1,0.1
aim-50-1-6-sat-4_ext.xml.minion.converted.minion.gz,1,0.1
aim-50-1-6-unsat-1_ext.xml.minion.converted.minion.gz,1,0.1
aim-50-1-6-unsat-2_ext.xml.minion.converted.minion.gz,1,0.1
aim-50-1-6-unsat-3_ext.xml.minion.converted.minion.gz,1,0.1
aim-50-1-6-unsat-4_ext.xml.minion.converted.minion.gz,1,0.1
aim-50-2-0-sat-1_ext.xml.minion.converted.minion.gz,1,0.12
aim-50-2-0-sat-2_ext.xml.minion.converted.minion.gz,1,0.14
aim-50-2-0-sat-3_ext.xml.minion.converted.minion.gz,1,0.14
aim-50-2-0-sat-4_ext.xml.minion.converted.minion.gz,1,0.12
aim-50-2-0-unsat-1_ext.xml.minion.converted.minion.gz,1,0.16
aim-50-2-0-unsat-2_ext.xml.minion.converted.minion.gz,1,0.14
aim-50-2-0-unsat-3_ext.xml.minion.converted.minion.gz,1,0.14
aim-50-2-0-unsat-4_ext.xml.minion.converted.minion.gz,1,0.14
aim-50-3-4-sat-1_ext.xml.minion.converted.minion.gz,1,0.24
aim-50-3-4-sat-2_ext.xml.minion.converted.minion.gz,1,0.22
aim-50-3-4-sat-3_ext.xml.minion.converted.minion.gz,1,0.22
aim-50-3-4-sat-4_ext.xml.minion.converted.minion.gz,1,0.22
aim-50-6-0-sat-1_ext.xml.minion.converted.minion.gz,1,0.36
aim-50-6-0-sat-2_ext.xml.minion.converted.minion.gz,1,0.34
aim-50-6-0-sat-3_ext.xml.minion.converted.minion.gz,1,0.34
aim-50-6-0-sat-4_ext.xml.minion.converted.minion.gz,1,0.36
ash331GPIA-3.xml.watchless.minion.gz,1,0.018127
ash331GPIA-4.xml.watchless.minion.gz,1,0.018127
ash608GPIA-3.xml.watchless.minion.gz,1,0.009868
ash608GPIA-4.xml.watchless.minion.gz,1,0.009868
ash958GPIA-3.xml.watchless.minion.gz,1,0.006785
ash958GPIA-4.xml.watchless.minion.gz,1,0.006785
bf-0432-007_ext.xml.minion.converted.minion.gz,1,0.006186
bf-1355-075_ext.xml.minion.converted.minion.gz,1,0.0044
bf-1355-638_ext.xml.minion.converted.minion.gz,1,0.007519
bf-2670-001_ext.xml.minion.converted.minion.gz,1,0.003215
BlackHole-4-13-e-0_ext.xml.minion.converted.minion.gz,1,0.254808
BlackHole-4-13-e-1_ext.xml.minion.converted.minion.gz,1,0.254808
BlackHole-4-13-e-2_ext.xml.minion.converted.minion.gz,1,0.254808
BlackHole-4-13-e-3_ext.xml.minion.converted.minion.gz,1,0.254808
BlackHole-4-13-m-0_ext.xml.minion.converted.minion.gz,1,0.254808
BlackHole-4-13-m-1_ext.xml.minion.converted.minion.gz,1,0.254808
BlackHole-4-13-m-2_ext.xml.minion.converted.minion.gz,1,0.254808
BlackHole-4-4-e-0_ext.xml.minion.converted.minion.gz,1,0.265625
BlackHole-4-4-e-0_ext.xml.minion.conv.minion,1,0.265625
BlackHole-4-4-e-1_ext.xml.minion.converted.minion.gz,1,0.265625
BlackHole-4-4-e-1_ext.xml.minion.conv.minion,1,0.265625
BlackHole-4-4-e-2_ext.xml.minion.converted.minion.gz,1,0.265625
BlackHole-4-4-e-2_ext.xml.minion.conv.minion,1,0.265625
BlackHole-4-4-e-3_ext.xml.minion.converted.minion.gz,1,0.265625
BlackHole-4-4-e-3_ext.xml.minion.conv.minion,1,0.265625
BlackHole-4-4-e-4_ext.xml.minion.converted.minion.gz,1,0.265625
BlackHole-4-4-e-4_ext.xml.minion.conv.minion,1,0.265625
BlackHole-4-4-e-5_ext.xml.minion.converted.minion.gz,1,0.265625
BlackHole-4-4-e-5_ext.xml.minion.conv.minion,1,0.265625
BlackHole-4-4-e-6_ext.xml.minion.converted.minion.gz,1,0.265625
BlackHole-4-4-e-6_ext.xml.minion.conv.minion,1,0.265625
BlackHole-4-4-e-7_ext.xml.minion.converted.minion.gz,1,0.265625
BlackHole-4-4-e-7_ext.xml.minion.conv.minion,1,0.265625
BlackHole-4-4-e-8_ext.xml.minion.converted.minion.gz,1,0.265625
BlackHole-4-4-e-8_ext.xml.minion.conv.minion,1,0.265625
BlackHole-4-4-e-9_ext.xml.minion.converted.minion.gz,1,0.265625
BlackHole-4-4-e-9_ext.xml.minion.conv.minion,1,0.265625
BlackHole-4-7-e-0_ext.xml.minion.converted.minion.gz,1,0.258929
BlackHole-4-7-e-1_ext.xml.minion.converted.minion.gz,1,0.258929
BlackHole-4-7-e-2_ext.xml.minion.converted.minion.gz,1,0.258929
BlackHole-4-7-e-3_ext.xml.minion.converted.minion.gz,1,0.258929
BlackHole-4-7-e-4_ext.xml.minion.converted.minion.gz,1,0.258929
BlackHole-4-7-e-5_ext.xml.minion.converted.minion.gz,1,0.258929
BlackHole-4-7-e-6_ext.xml.minion.converted.minion.gz,1,0.258929
BlackHole-4-7-e-7_ext.xml.minion.converted.minion.gz,1,0.258929
BlackHole-4-7-e-8_ext.xml.minion.converted.minion.gz,1,0.258929
BlackHole-4-7-e-9_ext.xml.minion.converted.minion.gz,1,0.258929
BlackHole-4-7-h-0_ext.xml.minion.converted.minion.gz,1,0.258929
BlackHole-4-7-h-1_ext.xml.minion.converted.minion.gz,1,0.258929
BlackHole-4-7-h-2_ext.xml.minion.converted.minion.gz,1,0.258929
BlackHole-4-7-h-3_ext.xml.minion.converted.minion.gz,1,0.258929
BlackHole-4-7-h-4_ext.xml.minion.converted.minion.gz,1,0.258929
BlackHole-4-7-h-5_ext.xml.minion.converted.minion.gz,1,0.258929
BlackHole-4-7-h-6_ext.xml.minion.converted.minion.gz,1,0.258929
BlackHole-4-7-h-7_ext.xml.minion.converted.minion.gz,1,0.258929
BlackHole-4-7-h-8_ext.xml.minion.converted.minion.gz,1,0.258929
BlackHole-4-7-h-9_ext.xml.minion.converted.minion.gz,1,0.258929
bqwh-15-106-0_glb.xml.minion.conv.minion,1,?
bqwh-15-106-10_glb.xml.minion.conv.minion,1,?
bqwh-15-106-11_ext.xml.minion.converted.minion.gz,1,0.084906
bqwh-15-106-11_glb.xml.minion.conv.minion,1,0.113208
bqwh-15-106-13_ext.xml.minion.converted.minion.gz,1,0.075472
bqwh-15-106-13_glb.xml.minion.conv.minion,1,?
bqwh-15-106-14_glb.xml.minion.conv.minion,1,0.103774
bqwh-15-106-15_ext.xml.minion.converted.minion.gz,1,0.075472
bqwh-15-106-15_glb.xml.minion.conv.minion,1,0.113208
bqwh-15-106-17_ext.xml.minion.converted.minion.gz,1,0.075472
bqwh-15-106-18_glb.xml.minion.conv.minion,1,0.113208
bqwh-15-106-19_ext.xml.minion.converted.minion.gz,1,0.075472
bqwh-15-106-19_glb.xml.minion.conv.minion,1,?
bqwh-15-106-1_ext.xml.minion.converted.minion.gz,1,0.075472
bqwh-15-106-1_glb.xml.minion.conv.minion,1,?
bqwh-15-106-20_glb.xml.minion.conv.minion,1,0.113208
bqwh-15-106-21_ext.xml.minion.converted.minion.gz,1,0.075472
bqwh-15-106-21_glb.xml.minion.conv.minion,1,?
bqwh-15-106-22_glb.xml.minion.conv.minion,1,?
bqwh-15-106-23_ext.xml.minion.converted.minion.gz,1,0.075472
bqwh-15-106-23_glb.xml.minion.conv.minion,1,?
bqwh-15-106-24_glb.xml.minion.conv.minion,1,?
bqwh-15-106-25_ext.xml.minion.converted.minion.gz,1,0.084906
bqwh-15-106-25_glb.xml.minion.conv.minion,1,?
bqwh-15-106-26_glb.xml.minion.conv.minion,1,0.113208
bqwh-15-106-27_ext.xml.minion.converted.minion.gz,1,0.075472
bqwh-15-106-28_glb.xml.minion.conv.minion,1,0.113208
bqwh-15-106-29_ext.xml.minion.converted.minion.gz,1,0.075472
bqwh-15-106-29_glb.xml.minion.conv.minion,1,?
bqwh-15-106-2_glb.xml.minion.conv.minion,1,?
bqwh-15-106-30_glb.xml.minion.conv.minion,1,0.113208
bqwh-15-106-31_ext.xml.minion.converted.minion.gz,1,0.075472
bqwh-15-106-31_glb.xml.minion.conv.minion,1,?
bqwh-15-106-32_glb.xml.minion.conv.minion,1,?
bqwh-15-106-33_ext.xml.minion.converted.minion.gz,1,0.075472
bqwh-15-106-33_glb.xml.minion.conv.minion,1,?
bqwh-15-106-34_glb.xml.minion.conv.minion,1,0.113208
bqwh-15-106-35_ext.xml.minion.converted.minion.gz,1,0.084906
bqwh-15-106-35_glb.xml.minion.conv.minion,1,?
bqwh-15-106-36_glb.xml.minion.conv.minion,1,?
bqwh-15-106-37_ext.xml.minion.converted.minion.gz,1,0.075472
bqwh-15-106-37_glb.xml.minion.conv.minion,1,?
bqwh-15-106-38_glb.xml.minion.conv.minion,1,?
bqwh-15-106-39_ext.xml.minion.converted.minion.gz,1,0.084906
bqwh-15-106-39_glb.xml.minion.conv.minion,1,0.113208
bqwh-15-106-3_ext.xml.minion.converted.minion.gz,1,0.075472
bqwh-15-106-3_glb.xml.minion.conv.minion,1,0.113208
bqwh-15-106-40_glb.xml.minion.conv.minion,1,?
bqwh-15-106-41_ext.xml.minion.converted.minion.gz,1,0.075472
bqwh-15-106-41_glb.xml.minion.conv.minion,1,0.113208
bqwh-15-106-42_glb.xml.minion.conv.minion,1,?
bqwh-15-106-43_ext.xml.minion.converted.minion.gz,1,0.075472
bqwh-15-106-43_glb.xml.minion.conv.minion,1,?
bqwh-15-106-44_glb.xml.minion.conv.minion,1,?
bqwh-15-106-45_ext.xml.minion.converted.minion.gz,1,0.09434
bqwh-15-106-45_glb.xml.minion.conv.minion,1,?
bqwh-15-106-46_glb.xml.minion.conv.minion,1,?
bqwh-15-106-47_ext.xml.minion.converted.minion.gz,1,0.075472
bqwh-15-106-47_glb.xml.minion.conv.minion,1,?
bqwh-15-106-48_glb.xml.minion.conv.minion,1,?
bqwh-15-106-49_ext.xml.minion.converted.minion.gz,1,0.084906
bqwh-15-106-49_glb.xml.minion.conv.minion,1,?
bqwh-15-106-4_glb.xml.minion.conv.minion,1,?
bqwh-15-106-50_glb.xml.minion.conv.minion,1,?
bqwh-15-106-51_ext.xml.minion.converted.minion.gz,1,0.084906
bqwh-15-106-51_glb.xml.minion.conv.minion,1,?
bqwh-15-106-53_ext.xml.minion.converted.minion.gz,1,0.084906
bqwh-15-106-53_glb.xml.minion.conv.minion,1,0.113208
bqwh-15-106-54_glb.xml.minion.conv.minion,1,?
bqwh-15-106-55_ext.xml.minion.converted.minion.gz,1,0.084906
bqwh-15-106-55_glb.xml.minion.conv.minion,1,0.113208
bqwh-15-106-56_glb.xml.minion.conv.minion,1,?
bqwh-15-106-57_ext.xml.minion.converted.minion.gz,1,0.084906
bqwh-15-106-57_glb.xml.minion.conv.minion,1,?
bqwh-15-106-58_glb.xml.minion.conv.minion,1,?
bqwh-15-106-59_ext.xml.minion.converted.minion.gz,1,0.084906
bqwh-15-106-59_glb.xml.minion.conv.minion,1,0.113208
bqwh-15-106-5_ext.xml.minion.converted.minion.gz,1,0.084906
bqwh-15-106-5_glb.xml.minion.conv.minion,1,?
bqwh-15-106-60_glb.xml.minion.conv.minion,1,?
bqwh-15-106-61_ext.xml.minion.converted.minion.gz,1,0.084906
bqwh-15-106-61_glb.xml.minion.conv.minion,1,?
bqwh-15-106-62_glb.xml.minion.conv.minion,1,?
bqwh-15-106-63_ext.xml.minion.converted.minion.gz,1,0.075472
bqwh-15-106-63_glb.xml.minion.conv.minion,1,?
bqwh-15-106-65_ext.xml.minion.converted.minion.gz,1,0.075472
bqwh-15-106-65_glb.xml.minion.conv.minion,1,?
bqwh-15-106-66_glb.xml.minion.conv.minion,1,?
bqwh-15-106-67_ext.xml.minion.converted.minion.gz,1,0.075472
bqwh-15-106-67_glb.xml.minion.conv.minion,1,0.113208
bqwh-15-106-68_glb.xml.minion.conv.minion,1,?
bqwh-15-106-69_ext.xml.minion.converted.minion.gz,1,0.09434
bqwh-15-106-69_glb.xml.minion.conv.minion,1,?
bqwh-15-106-6_glb.xml.minion.conv.minion,1,?
bqwh-15-106-70_glb.xml.minion.conv.minion,1,0.113208
bqwh-15-106-71_ext.xml.minion.converted.minion.gz,1,0.084906
bqwh-15-106-71_glb.xml.minion.conv.minion,1,0.113208
bqwh-15-106-72_glb.xml.minion.conv.minion,1,?
bqwh-15-106-73_ext.xml.minion.converted.minion.gz,1,0.075472
bqwh-15-106-73_glb.xml.minion.conv.minion,1,?
bqwh-15-106-74_glb.xml.minion.conv.minion,1,?
bqwh-15-106-75_ext.xml.minion.converted.minion.gz,1,0.084906
bqwh-15-106-75_glb.xml.minion.conv.minion,1,0.113208
bqwh-15-106-76_glb.xml.minion.conv.minion,1,?
bqwh-15-106-77_ext.xml.minion.converted.minion.gz,1,0.075472
bqwh-15-106-77_glb.xml.minion.conv.minion,1,?
bqwh-15-106-78_glb.xml.minion.conv.minion,1,?
bqwh-15-106-79_ext.xml.minion.converted.minion.gz,1,0.075472
bqwh-15-106-79_glb.xml.minion.conv.minion,1,?
bqwh-15-106-7_ext.xml.minion.converted.minion.gz,1,0.075472
bqwh-15-106-7_glb.xml.minion.conv.minion,1,?
bqwh-15-106-80_glb.xml.minion.conv.minion,1,0.113208
bqwh-15-106-81_ext.xml.minion.converted.minion.gz,1,0.075472
bqwh-15-106-81_glb.xml.minion.conv.minion,1,0.113208
bqwh-15-106-83_ext.xml.minion.converted.minion.gz,1,0.084906
bqwh-15-106-83_glb.xml.minion.conv.minion,1,?
bqwh-15-106-84_glb.xml.minion.conv.minion,1,?
bqwh-15-106-85_ext.xml.minion.converted.minion.gz,1,0.075472
bqwh-15-106-85_glb.xml.minion.conv.minion,1,0.113208
bqwh-15-106-86_glb.xml.minion.conv.minion,1,0.113208
bqwh-15-106-87_ext.xml.minion.converted.minion.gz,1,0.075472
bqwh-15-106-87_glb.xml.minion.conv.minion,1,?
bqwh-15-106-88_glb.xml.minion.conv.minion,1,0.113208
bqwh-15-106-89_ext.xml.minion.converted.minion.gz,1,0.075472
bqwh-15-106-89_glb.xml.minion.conv.minion,1,?
bqwh-15-106-8_glb.xml.minion.conv.minion,1,?
bqwh-15-106-90_glb.xml.minion.conv.minion,1,0.113208
bqwh-15-106-91_ext.xml.minion.converted.minion.gz,1,0.084906
bqwh-15-106-92_glb.xml.minion.conv.minion,1,?
bqwh-15-106-93_ext.xml.minion.converted.minion.gz,1,0.084906
bqwh-15-106-93_glb.xml.minion.conv.minion,1,?
bqwh-15-106-94_glb.xml.minion.conv.minion,1,?
bqwh-15-106-95_ext.xml.minion.converted.minion.gz,1,0.084906
bqwh-15-106-95_glb.xml.minion.conv.minion,1,?
bqwh-15-106-96_glb.xml.minion.conv.minion,1,?
bqwh-15-106-97_ext.xml.minion.converted.minion.gz,1,0.084906
bqwh-15-106-97_glb.xml.minion.conv.minion,1,?
bqwh-15-106-98_glb.xml.minion.conv.minion,1,0.113208
bqwh-15-106-99_ext.xml.minion.converted.minion.gz,1,0.084906
bqwh-15-106-99_glb.xml.minion.conv.minion,1,0.113208
bqwh-15-106-9_ext.xml.minion.converted.minion.gz,1,0.075472
bqwh-15-106-9_glb.xml.minion.conv.minion,1,0.113208
bqwh-18-141-11_ext.xml.minion.converted.minion.gz,1,0.06383
bqwh-18-141-13_ext.xml.minion.converted.minion.gz,1,0.06383
bqwh-18-141-15_ext.xml.minion.converted.minion.gz,1,0.070922
bqwh-18-141-17_ext.xml.minion.converted.minion.gz,1,0.06383
bqwh-18-141-19_ext.xml.minion.converted.minion.gz,1,0.06383
bqwh-18-141-1_ext.xml.minion.converted.minion.gz,1,0.06383
bqwh-18-141-21_ext.xml.minion.converted.minion.gz,1,0.06383
bqwh-18-141-23_ext.xml.minion.converted.minion.gz,1,0.06383
bqwh-18-141-25_ext.xml.minion.converted.minion.gz,1,0.070922
bqwh-18-141-27_ext.xml.minion.converted.minion.gz,1,0.06383
bqwh-18-141-29_ext.xml.minion.converted.minion.gz,1,0.06383
bqwh-18-141-31_ext.xml.minion.converted.minion.gz,1,0.070922
bqwh-18-141-33_ext.xml.minion.converted.minion.gz,1,0.06383
bqwh-18-141-35_ext.xml.minion.converted.minion.gz,1,0.070922
bqwh-18-141-37_ext.xml.minion.converted.minion.gz,1,0.06383
bqwh-18-141-39_ext.xml.minion.converted.minion.gz,1,0.06383
bqwh-18-141-3_ext.xml.minion.converted.minion.gz,1,0.06383
bqwh-18-141-41_ext.xml.minion.converted.minion.gz,1,0.06383
bqwh-18-141-43_ext.xml.minion.converted.minion.gz,1,0.070922
bqwh-18-141-45_ext.xml.minion.converted.minion.gz,1,0.070922
bqwh-18-141-47_ext.xml.minion.converted.minion.gz,1,0.070922
bqwh-18-141-49_ext.xml.minion.converted.minion.gz,1,0.06383
bqwh-18-141-51_ext.xml.minion.converted.minion.gz,1,0.070922
bqwh-18-141-53_ext.xml.minion.converted.minion.gz,1,0.070922
bqwh-18-141-55_ext.xml.minion.converted.minion.gz,1,0.06383
bqwh-18-141-57_ext.xml.minion.converted.minion.gz,1,0.06383
bqwh-18-141-59_ext.xml.minion.converted.minion.gz,1,0.06383
bqwh-18-141-5_ext.xml.minion.converted.minion.gz,1,0.06383
bqwh-18-141-61_ext.xml.minion.converted.minion.gz,1,0.070922
bqwh-18-141-63_ext.xml.minion.converted.minion.gz,1,0.06383
bqwh-18-141-65_ext.xml.minion.converted.minion.gz,1,0.06383
bqwh-18-141-67_ext.xml.minion.converted.minion.gz,1,0.06383
bqwh-18-141-69_ext.xml.minion.converted.minion.gz,1,0.06383
bqwh-18-141-71_ext.xml.minion.converted.minion.gz,1,0.06383
bqwh-18-141-73_ext.xml.minion.converted.minion.gz,1,0.070922
bqwh-18-141-75_ext.xml.minion.converted.minion.gz,1,0.070922
bqwh-18-141-77_ext.xml.minion.converted.minion.gz,1,0.070922
bqwh-18-141-79_ext.xml.minion.converted.minion.gz,1,0.06383
bqwh-18-141-7_ext.xml.minion.converted.minion.gz,1,0.06383
bqwh-18-141-81_ext.xml.minion.converted.minion.gz,1,0.06383
bqwh-18-141-83_ext.xml.minion.converted.minion.gz,1,0.056738
bqwh-18-141-85_ext.xml.minion.converted.minion.gz,1,0.06383
bqwh-18-141-87_ext.xml.minion.converted.minion.gz,1,0.070922
bqwh-18-141-89_ext.xml.minion.converted.minion.gz,1,0.06383
bqwh-18-141-91_ext.xml.minion.converted.minion.gz,1,0.06383
bqwh-18-141-93_ext.xml.minion.converted.minion.gz,1,0.06383
bqwh-18-141-95_ext.xml.minion.converted.minion.gz,1,0.070922
bqwh-18-141-97_ext.xml.minion.converted.minion.gz,1,0.06383
bqwh-18-141-99_ext.xml.minion.converted.minion.gz,1,0.070922
