@RELATION 'FEATURE_VALUES-SAT11-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE cl_size_coeff_variation NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE CG_max NUMERIC
@ATTRIBUTE cluster_coeff_coeff_variation NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE gsat_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC

@DATA
./SAT11/application/kullmann/AES/Benchmarks/32/aes_32_2_keyfind_1.cnf,1,0.0173,0.169,0.6663,0.2234,0.107,0.5128,0.0223,23.2378,0.135,0.4544,21.9839,0.0253,0.0707,0.067,0.0925,21.7873,0.6913,0.061,20.589,0.2284,55,0.2849,23.2378,0.022,0.0062,0.1309,0.8009,0.0002,7,6.5354,43,0.4064,0.0028,0.0049,0.0067,2.1438,1.793,0.0047,0.6333,0.0091,0.188,0.0105,43,0.2847,0.0734,1.3266,0.0915,0.3962,1840,1.4436,55,3991,0.0356,0.1651,0.0298,5,0.1585,0.0035,49,22.5721,0.058,4127,3946,4045
./SAT11/application/leberre/2dimensionalstrippacking/korf-18.cnf,1,0.0001,0.6135,0.3541,0.9071,0.0113,3.0823,0.0943,28.8832,0.1517,0.8736,26.4462,0.8508,0.2169,0,0,25.3253,0.1352,0.0644,1543,0,0,0.0099,28.8832,0.0002,0.0002,0.026,1.1927,0.7761,6,5.5875,0,0.942,0.8183,0,0.0003,1.5671,1.2868,0.0009,1.8799,0.0183,0,0.0023,0,1.2345,0.845,0.0751,0,0.9924,186934,0.5612,0,636,?,?,0.3011,5,0,0.0001,0,26.6792,0,1125,597,917
./SAT09/APPLICATIONS/diagnosis/ACG-10-10p0.cnf,1,0.0017,0.4893,1.0234,0.8834,0.03,1.8712,0.6431,150.3333,0.0931,0.3912,54.819,0.582,0.1615,0.2635,1.4142,31.2727,0.8148,0.821,47596,0,0,0.5367,150.3333,0.0038,0,0.0406,1.1084,0.0497,20,18.9,0,0.7535,0.1881,0,0,2.3979,2.7473,0,0.8962,0.0001,0,0.0002,0,0.7729,0.5143,0.6306,0,0.9964,675624,1.435,0,11,0.0004,0.5235,0.642,18,0.9845,0,0,35.8929,0,63,9,51
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top26.cnf,1,0.0268,0.5581,0.6638,0.586,0.0793,0.2569,0.1471,33.6678,0.2465,0.3862,19.6951,0.5507,0.1821,0.0082,0.007,14.1997,1.7192,0.4016,3139,0.5811,7104,0.6997,33.6678,0.0618,0.0001,0.175,0.8835,0.0273,6,5.439,0,0.4245,0.1546,0,0.0001,1.9475,2.0847,0,0.7073,0.0013,0.8909,0.0033,7092,1.6857,0.4038,0.5727,0.866,0.9947,245006,1.2477,7241,682,?,?,0.6697,4,0.089,0,7104,15.6628,0.33,1077,657,741
./SAT05/industrial/grieu05/vmpc/vmpc_25.renamed-as.sat05-1913.cnf,1,0,0.2865,0.5485,0.6977,0,41.1292,0.3917,38.9025,0,0.5939,36.4418,0.6928,0.002,0.0003,0.0434,34.7874,0,0.0487,67.2995,0.1228,312,0,38.9025,0,0.0023,0,0.9996,0.6892,3,3,282,0.9993,0.6928,0.0041,0.0032,0.7452,0.0335,0.0042,0,0.0042,10.2424,0.0024,281,0.0846,0.6929,0.003,0.0836,0.7028,76775,0.6766,313,1631,?,?,0.3887,3,0.139,0.0012,297,35.6354,0.1931,4079,1631,2281
./SAT07/industrial/palacios/hard/sortnet-8-ipc5-h19-sat.cnf,1,0.0028,1.0023,0.9215,0.9685,0.2764,6.4773,0.401,0,0.5,0.3373,0,0.6386,0.249,0,0,0,7.3823,0,6493,0,0,1.0904,0,0.0396,0.0001,0.3398,1.086,0.1413,21,20.4615,0,0.6514,0.3379,0,0,3.1744,3.7986,0.0001,0.7789,0.0077,0,0.0052,0,2.3254,0.5962,0.5122,0,1,1254773,1.9957,0,0,?,?,0,20,0,0,0,0,0,0,0,0
./SAT11/application/kullmann/AES/Benchmarks/32/aes_32_1_keyfind_1.cnf,1,0.0171,0.1795,0.7224,0.2222,0.0959,0.7541,0.0364,0,0.1342,0.4475,0,0.0175,0.0746,0.0731,0.1266,0,1.0548,0,11.4694,0.2472,30,0.5394,0,0.0385,0.0128,0.1169,0.8289,0.0003,7,6,22,0.4303,0.0045,0.0106,0.0137,2.0593,1.7135,0.0097,0.5476,0.0182,0.2355,0.0212,22,0.2842,0.0751,1.3184,0.1265,0.3811,1016,1.4585,30,0,0.0561,0.1399,0,5,0.2008,0.0076,26,0,0.0776,0,0,0
./SAT07/industrial/anbulagan/hard-unsat/partial-5-11-u.cnf,1,0.0001,0.503,1.0067,0.8792,0.028,1.612,0.6423,9.5321,0.1349,0.3982,9.5321,0.7515,0.1602,0.0662,0.0059,9.5321,1.1328,0,42886,0,0,0.7867,9.5321,0.0041,0,0.0325,0.9445,0.0873,16,15.2963,0,0.7554,0.2799,0,0,2.2272,2.8848,0,0.8542,0.0001,0,0.0001,27129,0.4483,0.5847,0.5241,0,0.9369,730719,1.3876,27129,389,0.0002,0.5702,0,15,0.9788,0,0,9.5321,0,389,389,389
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.085-SAT.cnf,1,0.025,2.0421,1.2721,0.9844,0.2604,3.6048,0.9812,0,0.5342,0.3801,0,0.9176,0.1645,0,0,0,0.6166,0,266733,0,0,0.2366,0,0.0263,0.0001,0.3234,0.9935,0.5728,86,86,0,0.9794,0.6473,0,0,2.0861,2.225,0,0.8828,0.0002,0,0.0003,80619,0.6914,0.8119,0.269,0,1,1643601,0.7721,80619,0,?,?,0,86,0,0,0,0,0,0,0,0
./SAT07/industrial/anbulagan/hard-sat/partial-10-15-s.cnf,1,0,0.4802,0.9944,0.8796,0.0255,2.3706,0.5987,16.6592,0.1437,0.3878,16.6592,0.7406,0.1634,0,0,16.6592,1.092,0,105596,0,0,0.7083,16.6592,0.0047,0,0.0309,0.9667,0.0695,17,15.8,0,0.7393,0.2208,0,0,2.3488,2.898,0,0.8263,0,0,0.0001,44308,0.4918,0.5666,0.5684,0,0.9453,1211106,1.3813,44308,179,0.0001,0.6427,0,15,0,0,0,16.6592,0,179,179,179
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom24.cnf,1,0.0336,0.7205,0.6773,0.5997,0.1711,0.3231,0.1177,28.1126,0.2404,0.4219,24.4611,0.1567,0.2461,0.0305,0.0071,20.3748,1.5255,0.1472,2633.33,1.2491,6996,0.5292,28.1126,0.0626,0.0002,0.2402,0.8982,0.0004,6,5.1862,0,0.3808,0.04,0,0.0001,2.2686,2.2144,0.0001,0.6806,0.0012,1.5689,0.0046,6984,1.9413,0.2743,0.8925,0.866,0.9908,210488,1.517,7103,757,?,?,0.2163,4,0.4773,0,6996,26.4277,0.4826,844,619,823
