@RELATION 'feature_values_proteus_2014-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE csp_perten_avg_predsize NUMERIC
@ATTRIBUTE csp_perten_avg_predshape NUMERIC
@ATTRIBUTE csp_sqrt_avg_domsize NUMERIC
@ATTRIBUTE csp_sqrt_max_domsize NUMERIC
@ATTRIBUTE csp_log_values NUMERIC
@ATTRIBUTE csp_log_search_vars NUMERIC
@ATTRIBUTE csp_log_constraints NUMERIC
@ATTRIBUTE csp_log_extra_ranges NUMERIC
@ATTRIBUTE csp_percent_min_continuity NUMERIC
@ATTRIBUTE csp_percent_avg_continuity NUMERIC
@ATTRIBUTE csp_log_lists NUMERIC
@ATTRIBUTE csp_percent_dec_predicate NUMERIC
@ATTRIBUTE csp_log_extra_booleans NUMERIC
@ATTRIBUTE csp_dyn_log_propags NUMERIC
@ATTRIBUTE csp_log_ranges NUMERIC
@ATTRIBUTE csp_log_bits NUMERIC
@ATTRIBUTE csp_perten_avg_predarity NUMERIC
@ATTRIBUTE csp_dyn_log_avg_weight NUMERIC
@ATTRIBUTE csp_dyn_log_stdev_weight NUMERIC
@ATTRIBUTE csp_percent_wsum NUMERIC
@ATTRIBUTE csp_percent_gac_predicate NUMERIC
@ATTRIBUTE csp_log_extra_bits NUMERIC
@ATTRIBUTE csp_max_arity NUMERIC
@ATTRIBUTE csp_percent_global NUMERIC
@ATTRIBUTE csp_dyn_log_nodes NUMERIC
@ATTRIBUTE csp_percent_ext NUMERIC
@ATTRIBUTE csp_num_alldiff NUMERIC
@ATTRIBUTE csp_percent_cumulative NUMERIC
@ATTRIBUTE csp_log_booleans NUMERIC
@ATTRIBUTE csp_log_constants NUMERIC
@ATTRIBUTE csp_perten_binext NUMERIC
@ATTRIBUTE csp_log_extra_values NUMERIC
@ATTRIBUTE csp_perten_largeext NUMERIC
@ATTRIBUTE csp_perten_naryext NUMERIC
@ATTRIBUTE csp_percent_alldiff NUMERIC
@ATTRIBUTE csp_percent_element NUMERIC
@ATTRIBUTE directorder_BINARY+ NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE direct_BINARY+ NUMERIC
@ATTRIBUTE directorder_reducedVars NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE directorder_reducedClauses NUMERIC
@ATTRIBUTE directorder_horn-clauses-fraction NUMERIC
@ATTRIBUTE directorder_TRINARY+ NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE direct_VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE support_TRINARY+ NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-max NUMERIC
@ATTRIBUTE directorder_vars-clauses-ratio NUMERIC
@ATTRIBUTE direct_VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE directorder_VCG-VAR-max NUMERIC
@ATTRIBUTE support_BINARY+ NUMERIC
@ATTRIBUTE direct_reducedClauses NUMERIC
@ATTRIBUTE directorder_VG-mean NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-CLAUSE-mean NUMERIC

@DATA
bool/ii/ii-8b1.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.471888,0.254218,0.733333,0.876671,0.578858,0.498998,4.6498,0.182573,2.292976,0.836537,0.958685,1.103114,0.353906,0.838353,0.238095,0.679723,0.238095,0.966594,0.157727,0.54137,0.001997,0.269804,0.838353,0.00494,0.498998,1.682145,0.001151,0.679723
bool/ii/ii-32c1.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.348551,0.43965,0.826087,0.727662,0.464117,0.575836,0.744196,0.217501,0.171249,0.928819,0.986485,0.930616,0.389839,0.728583,0.316826,0.74459,0.316826,0.992072,0.172975,0.436444,0.001078,0.21429,0.728583,0.000901,0.575836,0.0754,0.000207,0.74459
bool/ii/ii-8d1.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.459762,0.272638,0.833333,0.898389,0.556236,0.495642,3.570593,0.179806,1.72531,0.836946,0.955277,1.123148,0.349791,0.844593,0.244909,0.689136,0.244909,0.966258,0.158101,0.521651,0.001265,0.271471,0.844593,0.002876,0.495642,1.213983,0.000586,0.689136
bool/ii/ii-16a1.xml,1,24.250642,4.710248,1.414214,1.414214,16.66603,11.68825,14.701956,14.609756,100,100,-1,92.149586,-1,21.47186,-1,-1,22.68056,3.852059,4.794583,-1,7.850414,-1,16,0,10.263269,0,0,-1,11.68825,-1,-1,-1,-1,-1,-1,-1,0.458073,0.348278,0.826087,0.843846,0.521317,0.554539,3.295422,0.19847,1.396396,0.894327,0.970482,1.071961,0.374243,0.798313,0.277485,0.716651,0.277485,0.978117,0.167074,0.485067,0.000367,0.23813,0.798313,0.000799,0.554539,0.858054,0.000116,0.716651
bool/ii/ii-32c3.xml,1,19.608561,4.714165,1.414214,1.414214,17.674806,9.124121,13.820777,13.792689,100,100,-1,92.143058,-1,20.935586,-1,-1,18.037173,5.058583,5.017928,-1,7.856942,-1,32,0,8.092757,0,0,-1,9.124121,-1,-1,-1,-1,-1,-1,-1,0.347834,0.439778,0.826087,0.727344,0.463872,0.575632,0.677344,0.216983,0.142491,0.928696,0.986461,0.929974,0.391305,0.728691,0.316901,0.744741,0.316901,0.992063,0.169771,0.436133,0.000349,0.213631,0.728691,0.000756,0.575632,0.060743,0.000067,0.744741
bool/ii/ii-8c2.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.471446,0.275938,0.744681,0.900095,0.553153,0.506649,4.023025,0.181871,1.936362,0.845226,0.955026,1.130425,0.351094,0.845623,0.24726,0.685683,0.24726,0.965796,0.158963,0.530348,0.000714,0.26607,0.845623,0.002849,0.506649,1.365762,0.000329,0.685683
bool/ii/ii-32b4.xml,1,19.18208,3.131936,1.414214,1.414214,18.646028,9.573647,14.808361,14.789075,100,100,-1,94.780107,-1,20.814665,-1,-1,18.138101,5.557888,5.508258,-1,5.219893,-1,32,0,7.754888,0,0,-1,9.573647,-1,-1,-1,-1,-1,-1,-1,0.347999,0.439707,0.826087,0.727401,0.463795,0.575644,0.687569,0.216837,0.146677,0.928742,0.98647,0.930196,0.391642,0.728672,0.316867,0.744579,0.316867,0.992066,0.168993,0.436387,0.000178,0.213277,0.728672,0.000747,0.575644,0.062847,0.000034,0.744579
bool/ii/ii-16e1.xml,1,41.512085,4.665542,1.414214,1.414214,18.495945,11.28193,15.549664,15.511722,100,100,-1,92.224096,-1,21.059029,-1,-1,39.956905,4.689232,5.0511,-1,7.775904,-1,16,0,9.154818,0,0,-1,11.28193,-1,-1,-1,-1,-1,-1,-1,0.40218,0.349491,0.826087,0.789143,0.513133,0.522151,0.884606,0.187527,0.267722,0.891066,0.979108,1.006947,0.368449,0.767734,0.274759,0.728945,0.274759,0.986068,0.158261,0.452606,0.000066,0.255781,0.767734,0.000469,0.522151,0.143032,0.000022,0.728945
bool/ii/ii-32b2.xml,1,20.294431,5.555161,1.414214,1.414214,17.036785,13.292465,13.254438,13.215381,100,100,-1,90.741398,-1,21.128599,-1,-1,18.44271,1.937743,4.013914,-1,9.258602,-1,32,0,8.829723,0,0,-1,9.027906,-1,-1,-1,-1,-1,-1,-1,0.348466,0.439611,0.826087,0.727603,0.463912,0.575766,0.729627,0.21713,0.16465,0.928827,0.986486,0.930637,0.390871,0.728603,0.316812,0.744441,0.316812,0.992072,0.170723,0.436649,0.000548,0.213546,0.728603,0.000807,0.575766,0.072001,0.000105,0.744441
bool/ii/ii-32e5.xml,1,19.518013,2.576082,1.414214,1.414214,18.956314,10.027906,15.227616,15.207853,100,100,-1,95.706531,-1,20.591197,-1,-1,18.659319,5.591225,5.69534,-1,4.293469,-1,32,0,7.577429,0,0,-1,10.027906,-1,-1,-1,-1,-1,-1,-1,0.349025,0.439392,0.826087,0.727802,0.46372,0.575825,0.767464,0.216854,0.180149,0.928973,0.986514,0.931348,0.391607,0.728533,0.316704,0.743959,0.316704,0.992083,0.169078,0.437419,0.000146,0.212609,0.728533,0.000775,0.575825,0.079835,0.000028,0.743959
bool/ii/ii-32c2.xml,1,20.12752,6.145619,1.414214,1.414214,17.098166,13.286125,13.249706,13.212344,100,100,-1,89.757302,-1,20.866956,-1,-1,18.07898,1.654097,3.157326,-1,10.242698,-1,32,0,8.471675,0,0,-1,8.960002,-1,-1,-1,-1,-1,-1,-1,0.347864,0.43979,0.826087,0.727364,0.463938,0.575655,0.682309,0.217133,0.144703,0.928694,0.986461,0.92997,0.390951,0.728684,0.316905,0.744787,0.316905,0.992063,0.170583,0.436069,0.000521,0.21387,0.728684,0.000761,0.575655,0.061881,0.0001,0.744787
bool/ii/ii-8b3.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.471508,0.254193,0.733333,0.876761,0.577836,0.498635,4.550882,0.182233,2.200431,0.836419,0.958655,1.104033,0.351534,0.83845,0.238072,0.678821,0.238072,0.966572,0.157617,0.542613,0.000678,0.264965,0.83845,0.004824,0.498635,1.611733,0.00039,0.678821
bool/ii/ii-8a2.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.437088,0.251458,0.733333,0.843476,0.578641,0.471086,2.521501,0.173651,1.177959,0.8359,0.967444,1.065452,0.34723,0.801818,0.230721,0.698536,0.230721,0.976829,0.154402,0.500919,0.002346,0.281346,0.801818,0.005059,0.471086,0.829337,0.001422,0.698536
bool/ii/ii-8c1.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.452243,0.268911,0.714286,0.882777,0.559904,0.489243,3.211945,0.176654,1.54337,0.841675,0.959721,1.107443,0.349186,0.830661,0.241528,0.693439,0.241528,0.97042,0.155361,0.512783,0.001165,0.273779,0.830661,0.003071,0.489243,1.082288,0.000542,0.693439
bool/ii/ii-16d1.xml,1,30.768782,4.30798,1.414214,1.414214,17.626935,11.264443,15.015371,14.960771,100,100,-1,92.820034,-1,20.852369,-1,-1,29.332789,4.398476,5.233808,-1,7.179966,-1,16,0,8.370687,0,0,-1,11.264443,-1,-1,-1,-1,-1,-1,-1,0.414698,0.348164,0.826087,0.799491,0.51219,0.528122,1.32079,0.189328,0.483672,0.891324,0.978261,1.024262,0.368955,0.771111,0.274304,0.723612,0.274304,0.985433,0.160042,0.46371,0.000133,0.25267,0.771111,0.000823,0.528122,0.27774,0.000044,0.723612
bool/ii/ii-16c1.xml,1,30.442733,5.252951,1.414214,1.414214,17.649825,11.625709,15.041873,14.972666,100,100,-1,91.245082,-1,21.440749,-1,-1,28.691749,4.504842,7.530481,-1,8.754918,-1,20,0,9.991522,0,0,-1,11.625709,-1,-1,-1,-1,-1,-1,-1,0.414623,0.352788,0.826087,0.801311,0.509688,0.531753,1.370353,0.190648,0.506414,0.893103,0.977814,1.025472,0.369403,0.772398,0.276902,0.724149,0.276902,0.985079,0.161721,0.463634,0.000172,0.251473,0.772398,0.000386,0.531753,0.289998,0.000045,0.724149
bool/ii/ii-8b4.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.474405,0.254397,0.733333,0.87837,0.57773,0.500966,4.698163,0.183033,2.266879,0.836608,0.95808,1.106389,0.351569,0.84043,0.238603,0.677248,0.238603,0.965873,0.158216,0.545933,0.000525,0.263558,0.84043,0.00475,0.500966,1.66349,0.000301,0.677248
bool/ii/ii-8a1.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.419291,0.259499,0.636364,0.925775,0.558071,0.452899,3.675862,0.175573,1.830709,0.812336,0.940945,1.132129,0.328508,0.878298,0.239502,0.67663,0.239502,0.952899,0.16613,0.525774,0.013793,0.285433,0.878298,0.010499,0.452899,1.32971,0.008471,0.67663
bool/ii/ii-32e1.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.348244,0.43974,0.826087,0.72754,0.464125,0.575778,0.719964,0.217525,0.161,0.928752,0.986472,0.930279,0.389886,0.728625,0.316873,0.744762,0.316873,0.992067,0.172921,0.436156,0.001051,0.214436,0.728625,0.000902,0.575778,0.070197,0.000202,0.744762
bool/ii/ii-32e3.xml,1,19.592523,3.700935,1.414214,1.414214,18.031626,9.366322,14.23302,14.208082,100,100,-1,93.831776,-1,20.73237,-1,-1,18.358879,5.261895,5.160419,-1,6.168224,-1,32,0,7.965784,0,0,-1,9.366322,-1,-1,-1,-1,-1,-1,-1,0.348344,0.439615,0.826087,0.727542,0.463812,0.575716,0.715979,0.216922,0.158689,0.928814,0.986484,0.93056,0.391421,0.728624,0.316817,0.744411,0.316817,0.992071,0.169494,0.436676,0.000274,0.213211,0.728624,0.000843,0.575716,0.06895,0.000053,0.744411
