@RELATION 'FEATURE_VALUES-SAT12-ALL-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC

@DATA
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2c-rand3bip-sat-210-3.sat05-2475.reshuffled-07.cnf,1,0.151,0.0479,0.111,0.1201,2176,0.3387,0.1199,1.7119,0.0018,0.1369,0.1044,2867.6,0.0894,3043,2643,1.4477
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitssrl/countbitssrl032.cnf,1,0.0519,0.2214,0.0267,0.0457,55724,1.1831,1.0531,1.4348,0.093,0.1973,0.0197,1668.8,0.0098,1693,1586,0.6947
SAT_Competition2007/random/LargeSize/5SAT/v900/unif-k5-r20-v900-c18000-S422570514-15.cnf,1,0.0052,0.2615,0.0029,0.0037,18000,0.1006,0.0817,0.8332,0.0764,0.05,0.0024,50.735,0.0015,48,42,0.6919
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/420/unif-k3-r4.25-v420-c1785-S1136141672-041.cnf,1,0.1698,0.5546,0.0904,0.1263,1785,0.2941,0.2874,0.6938,0.2107,0.2337,0.0771,3938,0.0462,3959,3883,0.594
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bjrb07amba2andenv-tseitin.cnf,1,0.1372,0.6155,0.0751,0.1098,210000,2.2849,1.6796,1.8983,0.2671,0.1666,0.074,437.6,0.0402,448,403,0.5309
SAT_RACE2006/SAT-Race-Benchmarks/goldb-heqc-dalumul.cnf,1,0.0819,0.7327,0.0438,0.0543,59991,4.4289,2.8301,1.2701,0.5013,0.1565,0.0393,375.95,0.0277,374,316,0.2964
SAT_Competition2009/CRAFTED/sgi/satsgi-n28himBHm30-p0-q333.cnf,1,0.0219,0.9296,0.0216,0.0218,23548,0,0,0,0.9294,0.0358,0.0216,0,0.0215,0,0,0.0001
SAT_Competition2009/CRAFTED/edgematching/explicit/em_9_3_5_exp.cnf,1,0.0406,0.9797,0.0169,0.0256,108000,0.5915,0.2745,0.9764,0.9412,0.0356,0.0142,472.88,0.0031,468,410,0.325
SAT_Competition2011/SAT07/industrial/babic/hsatv17/hsat_vc12062.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2009/CRAFTED/edgematching/explicit/em_8_4_5_exp.cnf,1,0.0426,0.9734,0.0198,0.0289,51668,0.5971,0.2907,1.0674,0.9322,0.0468,0.0168,648.86,0.004,680,583,0.3358
SAT_Competition2007/crafted/Medium/contest05/sabharwal/gt-ordering-unsat-gt-030.sat05-1307.reshuffled-07.cnf,1,0,0.5268,0,0,24825,0,0,0.6262,0.5268,0.035,0,2635,0,2673,2527,0
SAT_Competition2007/random/LargeSize/5SAT/v800/unif-k5-r20-v800-c16000-S2109328271-14.cnf,1,0.0048,0.2368,0.0027,0.0033,16000,0.0961,0.0751,0.8371,0.0711,0.05,0.0022,58.464,0.0015,56,50,0.6886
SAT_Competition2007/random/LargeSize/7SAT/v140/unif-k7-r85-v140-c11900-S1426208256-08.cnf,1,0.0001,0.1008,0.0001,0.0001,11900,0.0352,0,1.0031,0.0317,0.0118,0.0001,4246,0.0001,4326,4145,0.652
SAT_Competition2009/CRAFTED/edgematching/all/em_8_4_5_all.cnf,1,0.0425,0.9771,0.0144,0.0249,62900,0.6398,0.3167,0.9573,0.9343,0.0384,0.0003,456.96,0.0001,416,348,0.2756
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v175-c3727-S1126657927-015.SATISFIABLE.cnf,1,0.0034,0.2403,0.0018,0.0022,3727,0.0977,0.0325,0.8412,0.0645,0.047,0.0015,4108.5,0.001,4078,4038,0.7072
SAT_Competition2009/CRAFTED/parity-games/instance_n5_i5_pp.cnf,1,0.2547,0.785,0.079,0.0769,26264,1.1086,0.965,1.6268,0.1598,0.108,0.0448,1765.3,0.0097,1863,1515,0.6348
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-220-1.sat05-2173.reshuffled-07.cnf,1,0.042,0,0.042,0.042,880,0,0.0273,0.5623,0,0.25,0.042,4434.8,0.042,4468,4360,0
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.020-NOTKNOWN.cnf,1,0.4075,0.9833,0.155,0.3138,4120000,4.7326,0.7991,0.7405,0.6155,0.1424,0.0715,0,0.0249,0,0,0.3019
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1000-c20000-S72635791-098-UNKNOWN.cnf,1,0.0047,0.2266,0.0027,0.0034,20000,0.0988,0.0835,0.8303,0.0732,0.05,0.0023,44.383,0.0015,42,38,0.6891
SAT_Competition2009/CRAFTED/Hard/contest05/QG/QG7a-gensys-icl004.sat05-3825.reshuffled-07.cnf,1,0.4997,0.826,0.4382,0.499,15960,1.2324,1.3286,2.5306,0.6662,0.1631,0.4958,1999.7,0.4719,2052,1972,0.1873
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1406921020-013.UNKNOWN.cnf,1,0.1595,0.5524,0.0839,0.1129,1917,0.2773,0.2746,0.6283,0.1802,0.2327,0.0715,3940.4,0.0406,3921,3879,0.6048
SAT_Competition2009/CRAFTED/Medium/contest05/others/QG7a-gensys-brn004.sat05-3669.reshuffled-07.cnf,1,0.4997,0.8263,0.4444,0.499,16016,1.1824,1.3887,2.5489,0.6662,0.1663,0.496,1817.4,0.4733,1820,1715,0.1899
SAT_Competition2011/SAT05/crafted/sabharwal05/planning/logistics/unsat/logistics-rotate-07t5.shuffled-as.sat05-1137.cnf,1,0.0125,0.9889,0.0112,0.0119,88373,0.2523,0.2918,0.897,0.9432,0.0221,0.0065,3610,0.0003,4681,1380,0.1168
SAT_Competition2011/SAT05/crafted/sabharwal05/counting/php/unsat/harder/php-040-039.shuffled-as.sat05-1194.cnf,1,0.1077,0.9363,0.1058,0.1075,30460,0,0.262,0.9599,0.9339,0.05,0.1057,4886,0.1041,4886,4886,0.0015
SAT_Competition2007/random/OnTreshold/7SAT/v70/unif-k7-r89-v70-c6230-S1084572666-19.SAT.shuffled.cnf,1,0.0001,0.0944,0.0001,0.0001,6230,0.0352,0,0.9952,0.0317,0.0112,0.0001,4455,0,4437,4385,0.6741
SAT-Race-2010-CNF/hardware-verification/velev/12pipe_q0_k.cnf,1,0.36,1,0.0979,0.2199,4220000,3.6777,2.4033,0.6842,0.8215,0.0193,0.0006,0,0,0,0,0.4528
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/6000/unif-k3-r4.2-v6000-c25200-S762724712-048.cnf,1,0.1758,0.5674,0.0931,0.1237,25200,0.2884,0.2917,0.7245,0.2004,0.2335,0.0805,33.751,0.0478,32,27,0.5914
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v500-c2130-S9113894-047.SATISFIABLE.cnf,1,0.1689,0.5902,0.0915,0.1211,2130,0.2784,0.2746,0.6875,0.1898,0.2313,0.0819,3823.7,0.05,3818,3803,0.5943
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S1492329924-074.cnf,1,0.0033,0.2175,0.0018,0.0025,2343,0.102,0.0153,0.822,0.0676,0.0469,0.0015,4278.3,0.0009,4273,4252,0.7119
SAT_Competition2009/CRAFTED/edgematching/all/em_7_4_9_all.cnf,1,0.0665,0.975,0.0232,0.0368,40187,0.4995,0.3677,0.9164,0.7881,0.0416,0.013,2642.8,0,3298,2700,0.2341
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitsarray/countbitsarray02_32.cnf,1,0.0446,0.1434,0.0258,0.0387,12563,0.1969,0.4531,1.3728,0.0369,0.2222,0.0145,843.35,0.0095,849,590,0.903
SAT_RACE2008/cmu-bmc-longmult15.cnf,1,0.0474,0.3016,0.0267,0.0419,24351,1.179,0.9753,0.9448,0.1043,0.1752,0.0264,3419.3,0.012,3551,3485,0.8521
SAT_RACE2008/schup-l2s-motst-2-k315.cnf,1,0.252,0.4605,0.1013,0.1834,1600000,1.2442,1.2043,1.3062,0.1006,0.1847,0.0545,0,0.0333,0,0,0.9095
SAT_Competition2011/SAT09/APPLICATIONS/crypto/desgen/gss-16-s100.cnf,1,0.0559,0.9011,0.0331,0.0424,93904,0.8045,0.7561,1.1292,0.7562,0.2405,0.0314,0,0.0216,0,0,0.3302
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/60/unif-k7-r89-v60-c5340-S1858385213-060.cnf,1,0.0001,0.0979,0.0001,0.0001,5340,0.038,0,1.0119,0.0286,0.0112,0.0001,4480.7,0.0001,4460,4447,0.7213
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v40000-c168000-S845438593-067-UNKNOWN.cnf,1,0.1751,0.5674,0.0923,0.124,168000,0.2922,0.2962,0.7206,0.1999,0.2336,0.079,3.479,0.047,3,2,0.5851
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/2000/unif-k3-r4.2-v2000-c8400-S1442480583-017.cnf,1,0.1767,0.5627,0.0917,0.1246,8400,0.2879,0.2883,0.6923,0.1983,0.2348,0.0769,153.11,0.0456,142,131,0.5934
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/460/unif-k3-r4.25-v460-c1955-S2035161427-020.cnf,1,0.1737,0.5945,0.0906,0.1219,1955,0.291,0.2883,0.7292,0.2247,0.2302,0.0771,3900.5,0.0464,3898,3870,0.5479
SAT_Competition2009/CRAFTED/sgi/sgi-difficult7.cnf,1,0.0028,0.9132,0.0012,0.0016,28986,0.1473,0,0.0552,0.9037,0.0248,0.0009,0,0.0004,0,0,0.0092
SAT_RACE2008/goldb-heqc-alu4mul.cnf,1,0.0968,0.7383,0.0489,0.0609,30465,3.6102,2.2483,1.2715,0.483,0.1549,0.0442,674.75,0.0302,720,585,0.3192
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-10-5p0.cnf,1,0.053,0.8264,0.0193,0.0361,501000,0.7045,0.6419,1.4502,0.2469,0.1646,0.0053,115.17,0.0021,28,15,0.6006
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v250-c1065-S931339469-052.UNKNOWN.cnf,1,0.1568,0.5478,0.079,0.1065,1065,0.2855,0.2769,0.706,0.195,0.2295,0.0703,4085.3,0.0378,4118,4045,0.5664
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n120-s12930489-sat.cnf,1,0.2295,0.5832,0.2295,0.2295,288,0,0.0315,1.1149,0.5831,0.4167,0.2295,4630,0.2295,4641,4604,0.0001
SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_12_2_4_fbc.cnf,1,0.0913,0.9812,0.0161,0.0018,203000,2.1932,0.2362,1.2043,0.976,0.0618,0.001,63.741,0.0006,72,50,0.2281
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S1002348653-090.cnf,1,0.168,0.5738,0.0918,0.1241,2040,0.2862,0.2816,0.6594,0.2106,0.2327,0.0748,3880.7,0.0473,3842,3801,0.5797
SAT_Competition2007/random/OnTreshold/3SAT/v600/unif-k3-r4.261-v600-c2556-S1104692480-03.SAT.shuffled.cnf,1,0.1751,0.576,0.0911,0.125,2556,0.3072,0.3057,0.761,0.2114,0.2286,0.0794,3742.6,0.0469,3721,3671,0.591
SAT_Competition2007/random/OnTreshold/5SAT/v80/unif-k5-r21.3-v80-c1704-S1317485140-08.UNSAT.shuffled.cnf,1,0.0029,0.241,0.0018,0.0022,1704,0.0861,0.009,0.8537,0.0818,0.0469,0.0014,4348.4,0.0011,4333,4317,0.6321
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g5.cnf,1,0,0.811,0,0,43649,0.2241,0.2101,0.2608,0.7848,0.0169,0,1655.2,0,636,492,0.0248
SAT_Competition2009/CRAFTED/ramseycube/Q3inK10.cnf,1,0.4988,0,0.4988,0.4988,75600,0,0,0,0,0.0006,0.4988,0,0.4988,0,0,0
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-sat/partial-5-17-s.cnf,1,0.0298,0.8379,0.0159,0.0254,1190000,0.5444,0.5111,1.3793,0.2063,0.1739,0.0165,0,0.0051,0,0,0.5735
SAT_Competition2011/SAT02/handmade/pehoushek/plainoldcnf/5cnf_4300_4300_170.shuffled.cnf,1,0.0039,0.034,0.0035,0.0037,2924,0.0121,0.0257,1.043,0.0077,0.0581,0.0034,4059.6,0.0032,4077,3993,0.8514
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_34.cnf,1,0,0.6917,0,0,194000,0.0034,0.0747,0.6745,0.6917,0.006,0,1231.3,0,1506,1319,0.0017
SAT_Competition2009/CRAFTED/rbsat/crafted/unforced/rbsat-v1375c111739g6.cnf,1,0,0.8377,0,0,112000,0.1472,0.1641,0.2255,0.8197,0.012,0,190.74,0,182,165,0.0162
SAT_RACE2006/SAT-Race_TS_2/hoons-vbmc-s04-07.cnf,1,0.2403,0.3923,0.153,0.2403,77643,1.552,1.5269,1.4572,0.1542,0.2195,0.1603,2702.5,0.0656,2725,2680,0.7104
SAT_RACE2008/ibm-2002-30r-k85.cnf,1,0.1211,0.8409,0.0401,0.0541,890000,0.9596,0.7488,1.5838,0.221,0.1296,0.0146,75,0.0047,75,75,0.5928
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c6n.cnf,1,0.152,0.793,0.0716,0.1126,110000,1.2354,1.1417,1.7799,0.33,0.134,0.0545,620.13,0.013,605,575,0.5306
SAT_RACE2006/SAT-Race_TS_2/velev-pipe-sat-1.1-09.cnf,1,0.3607,1,0.0966,0.2062,4690000,3.3786,2.354,0.8933,0.769,0.0178,0.0003,0,0,0,0,0.4213
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-240-2.shuffled-as.sat05-2519.cnf,1,0.126,0.0276,0.1036,0.1103,2376,0.2691,0.1169,1.617,0.0033,0.1423,0.1002,2444,0.0882,2674,1808,1.5449
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n160-s40283905-sat.cnf,1,0.2295,0.5832,0.2295,0.2295,384,0,0.0252,1.108,0.5832,0.4167,0.2295,4590.2,0.2295,4595,4593,0.0001
SAT_Competition2007/random/2+p/p0.7/v3500/unif2p-p0.7-v3500-c9345-S1286605994-07-SAT.cnf,1,0.3085,0.6298,0.1812,0.2397,9344,0.4002,0.4341,1.353,0.2178,0.3236,0.1698,1074.8,0.1033,1043,883,0.5954
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/400/unif-k3-r4.25-v400-c1700-S418266958-049.cnf,1,0.1623,0.5779,0.0912,0.1253,1700,0.2696,0.264,0.6687,0.2097,0.2326,0.0782,3953,0.048,3899,3868,0.5721
SAT-Race-2010-CNF/software-verification/nec/hard-12-U-7061.cnf,1,0.3043,0.9979,0.1269,0.2568,1290000,2.717,2.3827,1.5021,0.5285,0.1626,0.0694,0,0.0022,0,0,0.447
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-24.cnf,1,0.0926,0.3651,0.0484,0.0581,209000,1.3478,1.8082,1.2531,0.0673,0.2152,0.0407,1224.7,0.0267,1098,1017,0.8034
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2c-rand3bip-sat-210-3.sat05-2475.reshuffled-07.cnf,1,0.151,0.0479,0.111,0.1201,2176,0.3387,0.1199,1.7119,0.0018,0.1369,0.1044,2867.6,0.0894,3043,2643,1.4477
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/4000/unif-k3-r4.2-v4000-c16800-S906020180-093.cnf,1,0.1734,0.5715,0.0911,0.1222,16800,0.2832,0.2864,0.7138,0.2105,0.2336,0.0781,58.299,0.0469,55,49,0.57
