@RELATION 'FEATURE_VALUES-SAT12-RAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE CG_max NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE CG_min NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE cluster_coeff_mean NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE cluster_coeff_max NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC

@DATA
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S2080625895-070.cnf,1,75600,75031,0.0002,17527,0.0004,0.0002,0.0002,3804,0.0001,3840,0,3760,3309.43,18000,1371.43,0.0003,3863,308.067,0.0001,0,0.2391,1.0179,3808.6,0.048,3874,0,5.2043,0.0288,8,0.441,0.0005,0.0799,0.0955,46.1818,6,0.0089,0.0007,0.0003,4,0.0003,0.0001,0.001,5,0.1024,8.2292,0.3044,0.1258,66.5833,0.0934,0.1772,10,21,1.7805,2.7118,0.2336,68.1287,0.3854,3.3695,0.0057,0.2932,0.3571,57.6,1.2631,0.3951
SAT_Competition2007/random/OnTreshold/7SAT/v75/unif-k7-r89-v75-c6675-S1762817022-10.UNSAT.shuffled.cnf,1,6675,6675,0.0933,75,0.0111,0.0933,0.0933,13,0.0057,16,10,10,12.8651,75,9.5164,0.0933,13,8.9854,0.0111,0.0851,0.6746,2.0542,12.8971,0,16,0.0042,2,0,4376,0.1987,0.105,0.0001,1.8009,26.4833,4360,0.1978,?,0.0085,4325,?,?,0.0111,4325,?,4432.6,0.7539,0.0001,26.958,0.0001,0.0001,4543,4559,0.2533,3.9269,0.0112,26.9495,0.0222,2.0191,0.0974,0,?,26.8085,0.3042,0.0619
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/110/unif-k5-r21.3-v110-c2343-S257485978-084.cnf,1,2343,2343,0.0455,110,0.0456,0.0455,0.0455,22,0.0088,27,17,18,21.9356,110,9.8923,0.0455,22,8.9041,0.0431,0.0359,0.5592,1.5687,21.9807,0.001,27,0.0051,2.8257,0.0007,4249,0.1622,0.0563,0.0015,1.1428,24.3279,4202,0.1619,0.1289,0.0132,4158,0.1094,0.0824,0.0465,4158,0.107,4253.875,0.7097,0.0021,25.1176,0.0017,0.0031,4374,4378,0.2759,3.4665,0.0469,24.9022,0.0181,2.859,0.0767,0.0164,0.1329,24.5667,0.2537,0.1611
SAT_Competition2007/random/OnTreshold/3SAT/v650/unif-k3-r4.261-v650-c2769-S1172355929-14.SAT.shuffled.cnf,1,2769,2744,0.0047,633,0.0095,0.0048,0.0048,140,0.0024,152,129,130,140.408,650,20.4265,0.0079,140,16.5324,0.0036,0.0018,0.31,0.8944,140.333,0.0486,152,0.0004,4.0047,0.0285,3736,0.0634,0.0095,0.082,0.2998,31.4054,3618,0.0619,0.0142,0.0062,3595,0.0072,0.0026,0.0197,3595,0.1072,3772.7143,0.5247,0.1212,33.687,0.0945,0.1878,3919,4067,0.2731,2.7156,0.2307,34.658,0.041,3.3261,0.0286,0.289,0.3056,33.0784,0.2087,0.4073
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/100/unif-k5-r21.3-v100-c2130-S1920888253-090.cnf,1,2130,2130,0.05,100,0.046,0.05,0.05,20,0.0101,25,16,16,20.1016,100,8.7154,0.05,20,7.8161,0.0441,0.0376,0.5668,1.617,20.0942,0.001,24,0.0052,2.6364,0.0006,4286,0.1681,0.0629,0.0016,1.2102,22.5951,4264,0.1683,0.146,0.0164,4231,0.1199,0.0953,0.0465,4231,0.116,4300.75,0.7094,0.0025,23.5079,0.0019,0.0034,4349,4446,0.3019,3.5667,0.0469,23.2729,0.0149,2.9781,0.0885,0.0113,0.1438,22.925,0.259,0.1768
SAT_Competition2007/random/2+p/p0.7/v3500/unif2p-p0.7-v3500-c9345-S1909130260-19-SAT.cnf,1,9344,8079,0.0008,2574,0.0024,0.0012,0.0012,539,0.0005,557,515,517,536.403,3500,45.5847,0.0035,537,37.1889,0.0001,0.0001,0.2236,0.5798,538.215,0.1031,561,0,5.5196,0.058,2126,0.0649,0.0045,0.1673,0.1169,34.7244,1281,0.0293,0.0062,0.002,955,0.0018,0.0002,0.0092,1096,0.1551,1845,0.5327,0.242,40.6912,0.1819,0.3079,2169,2918,0.8083,2.6371,0.3186,39.2389,0.3182,3.0603,0.0155,0.4475,0.6667,35.8951,0.3097,0.4306
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v125-c2662-S236776564-037.SATISFIABLE.cnf,1,2662,2662,0.04,125,0.0451,0.04,0.04,25,0.0074,30,20,20,24.9176,125,10.7963,0.04,25,9.6553,0.0432,0.0319,0.5531,1.5481,24.8788,0.0009,30,0.0038,2.9839,0.0006,4173,0.1513,0.0511,0.0014,1.0912,26.7188,4165,0.1521,0.1165,0.0113,4148,0.0969,0.0789,0.0466,4148,0.0948,4201.375,0.7022,0.0022,28.073,0.0017,0.0032,4304,4304,0.2721,3.508,0.047,27.8081,0.0143,2.7843,0.0707,0.0178,0.12,26.9098,0.246,0.1537
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S1516725086-012.UNKNOWN.cnf,1,6230,6230,0.1,70,0.0111,0.1,0.1,12,0.0065,15,9,9,12.0581,70,8.9636,0.1,12,8.6014,0.0111,0.0928,0.6792,2.0366,12.0504,0,15,0.0043,2,0,4430,0.2096,0.1085,0.0001,1.8262,25.3447,4386,0.2112,?,0.0087,4338,?,?,0.0111,4338,?,4443.8333,0.761,0.0001,25.6413,0.0001,0.0001,4521,4583,0.2517,3.7582,0.0112,25.6207,0.0187,1.729,0.1015,0,?,25.4089,0.3117,0.0452
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/220/unif-k7-r85-v220-c18700-S1961115887-052.cnf,1,18700,18700,0.0318,220,0.0117,0.0318,0.0318,36,0.002,42,30,30,36.0753,220,19.5931,0.0318,36,20.0629,0.0117,0.0281,0.6297,1.5636,36,0.0001,42,0.0012,2,0.0001,355,0.1407,0.0355,0.0001,1.225,46.1333,299,0.1352,?,0.0029,247,?,?,0.0117,259,?,457.0714,0.7456,0.0001,48.4732,0.0001,0.0001,421,2254,0.1989,4.2764,0.0118,48.776,0.8539,2.0229,0.0618,0,?,47.0193,0.2601,0.061
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/500/unif-k3-r4.25-v500-c2125-S1494961823-060.cnf,1,2125,2114,0.0061,488,0.0123,0.0062,0.0062,107,0.003,117,98,98,107.667,500,17.4766,0.0102,108,14.3831,0.0043,0.0024,0.3184,0.9304,107.542,0.0446,117,0,4,0.0261,3811,0.0707,0.0142,0.0764,0.3382,26.0673,3799,0.0704,0.0237,0.0066,3771,0.0094,0.0033,0.0274,3771,0.1074,3844.8571,0.5791,0.1234,27.8221,0.091,0.173,3911,3969,0.2746,2.7313,0.2308,28.3464,0.0171,3.3971,0.034,0.2937,0.2747,26.1667,0.2062,0.3954
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S248192082-054.UNKNOWN.cnf,1,2556,2538,0.0052,582,0.0104,0.0052,0.0052,128,0.0026,139,118,117,128.049,600,22.0558,0.0086,128,17.357,0.0016,0.0008,0.3103,0.905,127.932,0.044,138,0,4.0155,0.0246,3791,0.0668,0.0106,0.0753,0.3031,29.6108,3753,0.0655,0.0169,0.0071,3647,0.008,0.0032,0.0217,3647,0.1044,3788.875,0.5324,0.1167,32.0491,0.0864,0.159,3869,3921,0.2451,2.7206,0.2293,32.6051,0.0207,3.3563,0.0324,0.2921,0.2576,31.3527,0.2072,0.3869
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/520/unif-k3-r4.25-v520-c2210-S227954525-082.cnf,1,2210,2202,0.0059,512,0.0117,0.0059,0.0059,113,0.0029,123,104,103,113.286,520,18.3676,0.0078,113,14.8412,0.0045,0.0023,0.3195,0.925,113.096,0.0431,124,0,4,0.0273,3839,0.0704,0.0109,0.0741,0.3267,26.8841,3822,0.0692,0.0177,0.0073,3797,0.0089,0.0032,0.0213,3797,0.1082,3883.625,0.5657,0.1202,28.6012,0.0899,0.1735,3965,4148,0.3004,2.6716,0.2325,29.3443,0.0288,3.2966,0.0337,0.2741,0.25,28.3993,0.2125,0.3885
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S1119648091-064.cnf,1,18000,18000,0.0056,900,0.0179,0.0056,0.0056,172,0.001,187,159,158,172.208,900,50.1095,0.0056,172,40.7395,0.0136,0.0038,0.4784,1.0624,172.177,0.0016,185,0.0004,3,0.0011,49,0.0758,0.0075,0.0023,0.3585,48.6863,44,0.0657,?,0.002,31,?,?,0.0228,36,?,51.3645,0.6069,0.0034,53.4894,0.0027,0.0049,56,104,0.1867,3.6613,0.05,54.4229,0.256,3.0119,0.0275,0.0799,?,50.2857,0.2314,0.1681
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1617626827-069.SATISFIABLE.cnf,1,1917,1908,0.0068,441,0.0136,0.0069,0.0069,98,0.0032,107,89,89,97.9801,450,15.3263,0.0113,98,12.4421,0.0052,0.0026,0.3284,0.9408,97.9555,0.0451,107,0.0005,4,0.03,3904,0.0758,0.0157,0.0794,0.3555,24.6385,3854,0.0736,0.0231,0.0079,3808,0.0104,0.0037,0.0309,3808,0.108,3902.375,0.5753,0.1202,26.3316,0.0897,0.1698,3987,4060,0.3002,2.6604,0.2311,26.5055,0.0201,3.3313,0.0354,0.2776,0.25,26.2087,0.2087,0.4044
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S869604189-077.UNKNOWN.cnf,1,2556,2549,0.0051,591,0.01,0.0051,0.0051,131,0.0025,142,120,120,130.431,600,23.1834,0.0068,130,18.656,0.0024,0.0012,0.3072,0.9123,130.654,0.0425,141,0,4.0051,0.028,3744,0.0665,0.0098,0.072,0.3087,29.3076,3711,0.0685,0.0145,0.0067,3664,0.0076,0.0031,0.0188,3664,0.1078,3772.625,0.541,0.1142,31.4923,0.0859,0.1626,3842,3989,0.2568,2.6474,0.2319,32.2866,0.0258,3.3194,0.1366,0.267,0.2564,30.4797,0.2032,0.3856
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S1018943457-089.SATISFIABLE.cnf,1,6230,6230,0.1,70,0.0111,0.1,0.1,12,0.0069,15,9,9,12.0972,70,8.7181,0.1,12,8.4534,0.0111,0.0894,0.6794,2.0192,12.1367,0,15,0.0045,2,0,4447,0.2057,0.1104,0.0001,1.829,25.4551,4400,0.2043,?,0.0095,4395,?,?,0.0111,4395,?,4457.8333,0.756,0.0001,25.9741,0.0001,0.0001,4496,4607,0.2767,3.8449,0.0112,25.8818,0.0169,2.1293,0.1013,0,?,25.5604,0.3132,0.0679
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/12000/unif-k3-r4.2-v12000-c50400-S1510966387-018.cnf,1,50400,50088,0.0003,11696,0.0005,0.0003,0.0003,2547,0.0001,2577,0,2504,2299.5,12000,437.2,0.0005,2554.5,228,0.0001,0,0.2346,0.6772,2546.45,0.0469,2599,0,5.0194,0.0277,13,0.3519,0.0008,0.0781,0.1443,42.1875,10,0.0136,0.0011,0.0004,6,0.0004,0.0001,0.0016,8,0.102,13.8674,0.3125,0.1224,53.3846,0.0918,0.1776,16,39,0.9215,2.7155,0.2335,54.4317,0.3578,3.3565,0.0423,0.2928,0.2857,46.9231,0.7276,0.3934
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/180/unif-k7-r85-v180-c15300-S1802626390-033.cnf,1,15300,15300,0.0389,180,0.0117,0.0389,0.0389,29,0.0026,35,25,24,29.7098,180,16.5683,0.0389,29,16.5455,0.0117,0.0349,0.6357,1.6327,29.6766,0.0001,35,0.0015,2,0.0001,4162,0.1443,0.0429,0.0001,1.3247,51.9432,4033,0.1413,?,0.0036,3968,?,?,0.0117,3968,?,4134,0.7355,0.0001,54.8552,0.0001,0.0002,4373,4373,0.2041,4.2485,0.0118,53.6173,0.0374,2.1181,0.0646,0,?,52.7016,0.266,0.0672
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/65/unif-k7-r89-v65-c5785-S1645769281-097.cnf,1,5785,5785,0.1077,65,0.0111,0.1077,0.1077,11,0.0067,14,8,8,11.2868,65,8.5152,0.1077,11,8.0183,0.0111,0.0984,0.6863,2.1171,11.2707,0,14,0.0045,2,0,4509,0.2107,0.12,0.0001,1.8678,23.9219,4406,0.2108,?,0.0086,4397,?,?,0.0111,4397,?,4477.5,0.7661,0.0001,24.2122,0.0001,0.0001,4516,4588,0.2684,3.8384,0.0112,24.193,0.015,1.9119,0.1019,0,?,24.0173,0.3059,0.0547
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/4000/unif-k3-r4.2-v4000-c16800-S139794312-098.cnf,1,16800,16683,0.0008,3902,0.0016,0.0008,0.0008,851,0.0004,876,819,816,851.661,4000,110.587,0.0015,853,73.313,0.0005,0.0002,0.2563,0.6525,849.574,0.0469,877,0,4.9991,0.0279,55,0.0246,0.002,0.0803,0.1132,34.7193,49,0.0264,0.0029,0.0013,37,0.0012,0.0003,0.0041,42,0.103,59.5468,0.373,0.1256,38.88,0.093,0.1766,66,150,0.1369,2.6982,0.2339,39.2148,0.3008,3.3423,0.0153,0.288,0.3333,36.7925,0.1889,0.3953
