@RELATION 'FEATURE_VALUES-SAT11-RANDOM-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC

@DATA
SAT11/random/medium/unif-k7-r89-v80-c7120-S1801179747-047.SATISFIABLE.cnf,1,7120,7120,80,0.0875,0.0875,0.0875,17,17,0.0938,13.6877,0.0111,0.0111,10,13.6385,0.0875,0.6726
SAT11/random/medium/unif-k7-r89-v70-c6230-S635440951-015.UNKNOWN.cnf,1,6230,6230,70,0.1,0.1,0.1,15,15,0.1077,12.0651,0.0111,0.0111,9,12.0849,0.1,0.6772
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S379672572-039.SATISFIABLE.cnf,1,2545,2556,589,0.0051,0.0051,0.0051,141,142,0.0118,130.768,0.0232,0.0035,120,130.73,0.0068,0.3106
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S357264423-067-UNKNOWN.cnf,1,83418,84000,19502,0.0002,0.0002,0.0002,4227,4341,0.0005,3382,0.0011,0,0,4281.38,0.0003,0.2374
SAT11/random/large/unif-k7-r85-v150-c12750-S1737989193-079-UNKNOWN.cnf,1,12750,12750,150,0.0467,0.0467,0.0467,30,30,0.0521,25.0552,0.0117,0.0117,20,24.8028,0.0467,0.6391
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1189700536-035.SATISFIABLE.cnf,1,2130,2130,100,0.05,0.05,0.05,25,24,0.0615,20.117,0.0465,0.0441,16,20.0829,0.05,0.5661
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S625465881-078-UNKNOWN.cnf,1,146021,147000,34143,0.0001,0.0001,0.0001,0,7465,0.0002,3784,0.0005,0,0,7454.75,0.0002,0.224
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1980330668-030.SATISFIABLE.cnf,1,2130,2130,100,0.05,0.05,0.05,25,25,0.0601,20.2585,0.0465,0.0441,16,20.2117,0.05,0.5687
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S64788608-008-UNKNOWN.cnf,1,166897,168000,39032,0.0001,0.0001,0.0001,8539,8534,0.0002,8539,0.0005,0,8539,8513.5,0.0002,0.2177
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S913491256-073-UNKNOWN.cnf,1,125231,126000,29270,0.0001,0.0001,0.0001,6300,6396,0.0003,6320,0.0006,0,6300,6360.4,0.0002,0.2194
SAT11/random/large/unif-k5-r20-v1500-c30000-S303265982-092-UNKNOWN.cnf,1,30000,30000,1500,0.0033,0.0033,0.0033,306,304,0.0043,285.966,0.0146,0.0083,269,287.608,0.0033,0.4692
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S31505198-038.UNKNOWN.cnf,1,3195,3195,150,0.0333,0.0333,0.0333,35,35,0.0423,29.7083,0.0463,0.041,24,29.7067,0.0333,0.5418
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S375894551-007.UNKNOWN.cnf,1,3195,3195,150,0.0333,0.0333,0.0333,35,35,0.0423,29.6066,0.0463,0.041,24,29.4587,0.0333,0.5405
SAT11/random/medium/unif-k7-r89-v80-c7120-S1623694027-006.SATISFIABLE.cnf,1,7120,7120,80,0.0875,0.0875,0.0875,17,17,0.0958,13.7394,0.0111,0.0111,10,13.8743,0.0875,0.6697
SAT11/random/medium/unif-k7-r89-v80-c7120-S1901567697-013.UNKNOWN.cnf,1,7120,7120,80,0.0875,0.0875,0.0875,17,17,0.0973,13.7505,0.0111,0.0111,10,13.788,0.0875,0.6707
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S895193371-061.UNKNOWN.cnf,1,1693,1704,389,0.0078,0.0078,0.0077,95,95,0.0183,86.5656,0.0366,0.0059,78,86.3066,0.0129,0.3267
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S874954918-011.SATISFIABLE.cnf,1,2331,2343,537,0.0056,0.0056,0.0056,129,130,0.0107,118.939,0.021,0.0043,109,119.308,0.0112,0.3191
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S924370159-018-UNKNOWN.cnf,1,10427,10500,2433,0.0013,0.0013,0.0012,547,551,0.0035,527.222,0.0072,0.0008,505,529.8,0.0021,0.2639
SAT11/random/medium/unif-k7-r89-v90-c8010-S2014736708-037.SATISFIABLE.cnf,1,8010,8010,90,0.0778,0.0778,0.0778,19,19,0.0876,15.3491,0.0111,0.0111,12,15.3607,0.0778,0.6631
SAT11/random/medium/unif-k7-r89-v80-c7120-S199880667-010.UNKNOWN.cnf,1,7120,7120,80,0.0875,0.0875,0.0875,17,17,0.0934,13.6807,0.0111,0.0111,10,13.7092,0.0875,0.6703
SAT11/random/medium/unif-k7-r89-v60-c5340-S239039906-021.SATISFIABLE.cnf,1,5340,5340,60,0.1167,0.1167,0.1167,13,13,0.1255,10.4885,0.011,0.011,8,10.4649,0.1167,0.6906
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S643238994-057-UNKNOWN.cnf,1,125159,126000,29224,0.0001,0.0001,0.0001,6393,6355,0.0003,6408.5,0.0006,0,6393,6343,0.0002,0.2233
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S1869766438-024.UNKNOWN.cnf,1,1273,1278,295,0.0102,0.0102,0.0102,73,73,0.0196,65.6208,0.0353,0.0016,58,65.7542,0.0169,0.3492
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S379804333-028-UNKNOWN.cnf,1,125227,126000,29267,0.0001,0.0001,0.0001,6347,6412,0.0003,6405.5,0.0006,0,6347,6388.4,0.0002,0.2125
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S899463426-096.UNKNOWN.cnf,1,2970,2982,688,0.0044,0.0044,0.0044,163,163,0.0135,151.459,0.0266,0.0034,140,151.259,0.0073,0.3005
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S222128792-011.SATISFIABLE.cnf,1,1908,1917,439,0.0069,0.0069,0.0068,107,107,0.0152,97.6287,0.0288,0.0031,88,97.5881,0.0114,0.3257
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S2088689288-085.SATISFIABLE.cnf,1,1907,1917,439,0.0069,0.0069,0.0068,107,107,0.0168,97.7286,0.0336,0.0058,88,97.8403,0.0114,0.3271
SAT11/random/large/unif-k3-r4.2-v25000-c105000-S92008434-079-UNKNOWN.cnf,1,104349,105000,24381,0.0001,0.0001,0.0001,5319,5354,0.0004,5315.33,0.0008,0,5299,5328.33,0.0002,0.2386
SAT11/random/large/unif-k5-r20-v1500-c30000-S1305346115-067-UNKNOWN.cnf,1,30000,30000,1500,0.0033,0.0033,0.0033,307,304,0.0045,287.095,0.0148,0.0085,268,284.396,0.0033,0.4711
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S1258495116-025.SATISFIABLE.cnf,1,2662,2662,125,0.04,0.04,0.04,30,30,0.0496,24.8409,0.0466,0.0421,20,24.8983,0.04,0.5522
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S445191369-092.SATISFIABLE.cnf,1,1597,1597,75,0.0667,0.0667,0.0667,19,19,0.0808,15.197,0.0463,0.0451,12,15.1587,0.0667,0.5869
SAT11/random/large/unif-k7-r85-v250-c21250-S1116436500-050-UNKNOWN.cnf,1,21250,21250,250,0.028,0.028,0.028,48,48,0.0317,41.5316,0.0117,0.0117,35,41,0.028,0.6217
SAT11/random/large/unif-k3-r4.2-v25000-c105000-S109959541-056-UNKNOWN.cnf,1,104285,105000,24383,0.0001,0.0001,0.0001,5247,5336,0.0004,5268,0.0008,0,5224,5314.5,0.0003,0.2235
SAT11/random/large/unif-k5-r20-v750-c15000-S64285713-004-UNKNOWN.cnf,1,15000,15000,750,0.0067,0.0067,0.0067,156,155,0.0086,143.194,0.0251,0.0159,131,142.95,0.0067,0.485
SAT11/random/medium/unif-k7-r89-v80-c7120-S1639347701-083.SATISFIABLE.cnf,1,7120,7120,80,0.0875,0.0875,0.0875,17,17,0.0931,13.7451,0.0111,0.0111,10,13.835,0.0875,0.6706
SAT11/random/medium/unif-k7-r89-v70-c6230-S1846644927-079.SATISFIABLE.cnf,1,6230,6230,70,0.1,0.1,0.1,15,15,0.1071,12.1619,0.0111,0.0111,9,12.0252,0.1,0.6786
SAT11/random/large/unif-k5-r20-v750-c15000-S957625236-045-UNKNOWN.cnf,1,15000,15000,750,0.0067,0.0067,0.0067,156,156,0.0087,143.701,0.0258,0.0155,132,143.345,0.0067,0.4836
SAT11/random/large/unif-k3-r4.2-v5000-c21000-S901912629-090-UNKNOWN.cnf,1,20886,21000,4874,0.0006,0.0006,0.0006,1085,1102,0.0016,1062.74,0.0034,0.0002,1035,1064,0.0012,0.2484
SAT11/random/large/unif-k5-r20-v1250-c25000-S313445894-099-UNKNOWN.cnf,1,25000,25000,1250,0.004,0.004,0.004,256,253,0.0054,238.557,0.0178,0.0092,222,239.385,0.004,0.47
SAT11/random/large/unif-k7-r85-v250-c21250-S381985918-018-UNKNOWN.cnf,1,21250,21250,250,0.028,0.028,0.028,49,49,0.031,41.4695,0.0117,0.0117,35,41.3307,0.028,0.6215
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,1901,1917,434,0.007,0.007,0.0069,105,106,0.0153,96.0299,0.0279,0.0053,87,96.2443,0.0115,0.327
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S1110880865-004.SATISFIABLE.cnf,1,3727,3727,175,0.0286,0.0286,0.0286,41,41,0.0365,34.7645,0.0456,0.0392,29,34.8097,0.0286,0.5324
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1336161514-068.UNKNOWN.cnf,1,2130,2130,100,0.05,0.05,0.05,24,25,0.0596,20.0789,0.0465,0.0437,16,20.0454,0.05,0.568
SAT11/random/medium/unif-k7-r89-v60-c5340-S1831136826-075.UNKNOWN.cnf,1,5340,5340,60,0.1167,0.1167,0.1167,13,13,0.1262,10.4062,0.011,0.011,8,10.4551,0.1167,0.6903
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1114532273-035.SATISFIABLE.cnf,1,2323,2343,538,0.0056,0.0056,0.0056,129,129,0.0116,119.094,0.0232,0.0022,109,119.005,0.0074,0.3148
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S1592669696-022.SATISFIABLE.cnf,1,3727,3727,175,0.0286,0.0286,0.0286,41,41,0.0346,34.508,0.0453,0.0373,29,34.5415,0.0286,0.5333
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S224791863-033.UNKNOWN.cnf,1,2544,2556,588,0.0051,0.0051,0.0051,142,141,0.0106,130.664,0.0216,0.0039,120,130.429,0.0085,0.311
SAT11/random/medium/unif-k7-r89-v80-c7120-S474185167-033.SATISFIABLE.cnf,1,7120,7120,80,0.0875,0.0875,0.0875,17,17,0.0958,13.7232,0.0111,0.0111,10,13.6838,0.0875,0.6703
SAT11/random/medium/unif-k7-r89-v70-c6230-S2045410966-069.SATISFIABLE.cnf,1,6230,6230,70,0.1,0.1,0.1,15,15,0.1103,12.1403,0.0111,0.0111,9,12.0567,0.1,0.6795
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1339958817-007.UNKNOWN.cnf,1,2546,2556,589,0.0051,0.0051,0.0051,140,140,0.0122,129.178,0.0224,0.0039,119,129.622,0.0085,0.3068
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1744841484-003.SATISFIABLE.cnf,1,2969,2982,686,0.0044,0.0044,0.0044,163,163,0.0101,151.66,0.0199,0.002,140,151.452,0.0073,0.3053
SAT11/random/large/unif-k3-r4.2-v15000-c63000-S1386494586-003-UNKNOWN.cnf,1,62563,63000,14604,0.0002,0.0002,0.0002,3226,3243,0.0006,2794.88,0.0012,0.0001,0,3200.64,0.0003,0.2336
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S690749326-001.UNKNOWN.cnf,1,1694,1704,390,0.0078,0.0078,0.0077,95,95,0.0159,86.1355,0.0319,0.0059,77,86.0802,0.0128,0.3315
SAT11/random/large/unif-k5-r20-v2000-c40000-S922811046-076-UNKNOWN.cnf,1,40000,40000,2000,0.0025,0.0025,0.0025,403,401,0.0034,379.756,0.0122,0.0063,364,382.2,0.0025,0.4634
SAT11/random/medium/unif-k7-r89-v90-c8010-S1475406203-080.UNKNOWN.cnf,1,8010,8010,90,0.0778,0.0778,0.0778,19,19,0.0871,15.3228,0.0111,0.0111,12,15.3914,0.0778,0.6623
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1694067460-072.UNKNOWN.cnf,1,2330,2343,536,0.0057,0.0057,0.0056,129,128,0.012,118.109,0.0232,0.0043,108,117.815,0.0093,0.3062
SAT11/random/medium/unif-k7-r89-v70-c6230-S1960545292-083.UNKNOWN.cnf,1,6230,6230,70,0.1,0.1,0.1,15,15,0.1133,12.0776,0.0111,0.0111,9,12.1497,0.1,0.6802
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S510739670-068.UNKNOWN.cnf,1,2758,2769,639,0.0047,0.0047,0.0047,152,152,0.0105,140.704,0.0196,0.0036,130,140.519,0.0078,0.3019
SAT11/random/medium/unif-k7-r89-v60-c5340-S385597856-055.SATISFIABLE.cnf,1,5340,5340,60,0.1167,0.1167,0.1167,13,14,0.126,10.4927,0.011,0.011,8,10.5034,0.1167,0.6925
SAT11/random/medium/unif-k3-r4.26-v800-c3408-S890760919-021.SATISFIABLE.cnf,1,3393,3408,785,0.0039,0.0039,0.0038,187,185,0.0085,174.318,0.0165,0.0029,162,173.654,0.0051,0.2994
SAT11/random/large/unif-k7-r85-v300-c25500-S926861876-013-UNKNOWN.cnf,1,25500,25500,300,0.0233,0.0233,0.0233,57,57,0.026,49.5494,0.0117,0.0117,42,49.3486,0.0233,0.614
SAT11/random/large/unif-k5-r20-v1500-c30000-S64154096-097-UNKNOWN.cnf,1,30000,30000,1500,0.0033,0.0033,0.0033,306,304,0.0046,288.781,0.0157,0.0085,272,285.092,0.0033,0.4682
SAT11/random/large/unif-k5-r20-v1250-c25000-S1103412232-098-UNKNOWN.cnf,1,25000,25000,1250,0.004,0.004,0.004,259,258,0.0054,240.004,0.0176,0.0095,225,240.94,0.004,0.4702
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S471691933-060-UNKNOWN.cnf,1,167019,168000,39090,0.0001,0.0001,0.0001,0,8592,0.0002,4231,0.0005,0,0,8591.5,0.0002,0.2261
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1406921020-013.UNKNOWN.cnf,1,1912,1917,445,0.0068,0.0068,0.0067,108,108,0.0131,98.5054,0.0262,0.0021,89,98.457,0.0112,0.3227
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S30721646-064.SATISFIABLE.cnf,1,2752,2769,632,0.0048,0.0048,0.0047,151,151,0.0105,139.582,0.0211,0.0036,128,139.332,0.0079,0.3059
SAT11/random/large/unif-k5-r20-v1500-c30000-S1793954886-065-UNKNOWN.cnf,1,30000,30000,1500,0.0033,0.0033,0.0033,306,303,0.0044,286.574,0.015,0.0085,267,285.631,0.0033,0.4699
SAT11/random/medium/unif-k7-r89-v90-c8010-S1828831772-021.SATISFIABLE.cnf,1,8010,8010,90,0.0778,0.0778,0.0778,19,19,0.0841,15.3776,0.0111,0.0111,12,15.3665,0.0778,0.6647
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1465579926-097.UNKNOWN.cnf,1,2130,2130,100,0.05,0.05,0.05,24,24,0.0634,19.9553,0.0465,0.0441,16,19.9506,0.05,0.5684
SAT11/random/medium/unif-k7-r89-v70-c6230-S560963242-048.UNKNOWN.cnf,1,6230,6230,70,0.1,0.1,0.1,15,15,0.109,12.0771,0.0111,0.0111,9,12.1263,0.1,0.6785
SAT11/random/medium/unif-k7-r89-v50-c4450-S1082084494-034.UNKNOWN.cnf,1,4450,4450,50,0.14,0.14,0.14,12,12,0.1494,8.8805,0.011,0.011,6,8.8336,0.14,0.7035
SAT11/random/large/unif-k5-r20-v1000-c20000-S107009952-009-UNKNOWN.cnf,1,20000,20000,1000,0.005,0.005,0.005,206,208,0.0066,190.84,0.0213,0.0122,177,191.038,0.005,0.4755
SAT11/random/large/unif-k5-r20-v750-c15000-S3662714-068-UNKNOWN.cnf,1,15000,15000,750,0.0067,0.0067,0.0067,156,156,0.0093,142.708,0.0268,0.0145,131,144.407,0.0067,0.485
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S816372663-049.UNKNOWN.cnf,1,2335,2343,541,0.0056,0.0056,0.0055,130,130,0.0107,119.246,0.021,0.0043,109,119.55,0.0074,0.3129
SAT11/random/large/unif-k7-r85-v300-c25500-S1286362348-008-UNKNOWN.cnf,1,25500,25500,300,0.0233,0.0233,0.0233,57,56,0.0257,49.3793,0.0117,0.0117,42,49.0081,0.0233,0.6137
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1023920765-089.SATISFIABLE.cnf,1,1696,1704,393,0.0077,0.0077,0.0076,97,97,0.0147,87.8492,0.0283,0.0059,79,87.763,0.0127,0.3352
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S1514125851-037.UNKNOWN.cnf,1,2119,2130,489,0.0062,0.0062,0.0061,118,118,0.016,108.269,0.0316,0.0047,98,108.306,0.0102,0.3184
SAT11/random/medium/unif-k7-r89-v60-c5340-S969033069-088.SATISFIABLE.cnf,1,5340,5340,60,0.1167,0.1167,0.1167,13,13,0.1266,10.4967,0.011,0.011,8,10.4512,0.1167,0.6896
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S709305826-098-UNKNOWN.cnf,1,166812,168000,38973,0.0001,0.0001,0.0001,8494,8510,0.0002,8494,0.0005,0,8494,6375.5,0.0002,0.2132
SAT11/random/medium/unif-k7-r89-v70-c6230-S1351138814-007.SATISFIABLE.cnf,1,6230,6230,70,0.1,0.1,0.1,15,15,0.1117,12.1041,0.0111,0.0111,9,12.1536,0.1,0.6809
SAT11/random/large/unif-k3-r4.2-v15000-c63000-S43885340-006-UNKNOWN.cnf,1,62521,63000,14586,0.0002,0.0002,0.0002,3215,3216,0.0006,3186.88,0.0012,0,3129,3186.75,0.0004,0.2375
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S1452052526-056.UNKNOWN.cnf,1,1274,1278,295,0.0102,0.0102,0.0102,73,73,0.0228,65.5259,0.0447,0.0047,58,65.552,0.0169,0.3341
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S903594090-011-UNKNOWN.cnf,1,41691,42000,9726,0.0003,0.0003,0.0003,2161,2148,0.0008,2129.76,0.0017,0.0001,2071,2114.95,0.0005,0.2404
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S709804505-031-UNKNOWN.cnf,1,41704,42000,9748,0.0003,0.0003,0.0003,2147,2171,0.0007,2001.94,0.0015,0.0001,2096,2128.76,0.0005,0.2373
SAT11/random/large/unif-k5-r20-v2000-c40000-S1993071608-084-UNKNOWN.cnf,1,40000,40000,2000,0.0025,0.0025,0.0025,401,406,0.0034,380.661,0.0122,0.006,359,385.87,0.0025,0.4623
SAT11/random/medium/unif-k7-r89-v50-c4450-S1374457799-001.UNKNOWN.cnf,1,4450,4450,50,0.14,0.14,0.14,12,11,0.1492,8.903,0.011,0.011,6,8.8789,0.14,0.704
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1741857700-014.UNKNOWN.cnf,1,2130,2130,100,0.05,0.05,0.05,24,25,0.0634,19.9537,0.0465,0.0441,16,19.9764,0.05,0.5661
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S906725726-060.SATISFIABLE.cnf,1,1597,1597,75,0.0667,0.0667,0.0667,19,19,0.0852,15.1997,0.0463,0.0451,12,15.2136,0.0667,0.586
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S1397972185-007.UNKNOWN.cnf,1,2662,2662,125,0.04,0.04,0.04,30,30,0.0503,24.7812,0.0466,0.0424,20,24.9165,0.04,0.5519
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1383380994-043.SATISFIABLE.cnf,1,2544,2556,588,0.0051,0.0051,0.0051,141,141,0.0106,130.674,0.0208,0.0031,120,130.633,0.0085,0.3081
SAT11/random/medium/unif-k7-r89-v80-c7120-S1254315629-032.SATISFIABLE.cnf,1,7120,7120,80,0.0875,0.0875,0.0875,17,17,0.0965,13.7363,0.0111,0.0111,10,13.6028,0.0875,0.6715
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1081907273-083.UNKNOWN.cnf,1,1690,1704,386,0.0079,0.0079,0.0078,94,94,0.0195,85.1691,0.0385,0.0059,77,84.9267,0.0104,0.3339
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S89508070-083-UNKNOWN.cnf,1,10422,10500,2431,0.0013,0.0013,0.0012,558,554,0.0031,535.223,0.0061,0.0004,510,530.961,0.0021,0.2704
SAT11/random/medium/unif-k7-r89-v60-c5340-S642174893-006.UNKNOWN.cnf,1,5340,5340,60,0.1167,0.1167,0.1167,14,13,0.1311,10.5717,0.011,0.011,8,10.49,0.1167,0.6879
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S707565158-096.SATISFIABLE.cnf,1,2130,2130,100,0.05,0.05,0.05,24,25,0.0596,20.07,0.0465,0.0423,16,20.075,0.05,0.5669
SAT11/random/medium/unif-k7-r89-v60-c5340-S1675230100-032.UNKNOWN.cnf,1,5340,5340,60,0.1167,0.1167,0.1167,13,13,0.1315,10.4404,0.011,0.011,8,10.4176,0.1167,0.6906
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1462223811-042.SATISFIABLE.cnf,1,1699,1704,393,0.0077,0.0077,0.0076,96,96,0.0171,87.5713,0.033,0.0053,79,87.6302,0.0102,0.3339
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S25975519-056.SATISFIABLE.cnf,1,1597,1597,75,0.0667,0.0667,0.0667,19,19,0.0839,15.203,0.0463,0.0445,12,15.1965,0.0667,0.5867
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S2051088205-036.UNKNOWN.cnf,1,2130,2130,100,0.05,0.05,0.05,24,24,0.0643,20.0243,0.0465,0.0441,16,20.0165,0.05,0.565
SAT11/random/medium/unif-k7-r89-v70-c6230-S1805176884-064.UNKNOWN.cnf,1,6230,6230,70,0.1,0.1,0.1,15,15,0.1064,12.0648,0.0111,0.0111,9,12.1568,0.1,0.6811
SAT11/random/medium/unif-k7-r89-v50-c4450-S1786071619-083.SATISFIABLE.cnf,1,4450,4450,50,0.14,0.14,0.14,12,12,0.1508,8.9055,0.011,0.011,6,8.8919,0.14,0.6998
SAT11/random/large/unif-k7-r85-v400-c34000-S1275797759-041-UNKNOWN.cnf,1,34000,34000,400,0.0175,0.0175,0.0175,74,75,0.0196,65.4172,0.0117,0.0117,57,66.1417,0.0175,0.5993
SAT11/random/large/unif-k7-r85-v250-c21250-S1274193329-021-UNKNOWN.cnf,1,21250,21250,250,0.028,0.028,0.028,47,47,0.0314,40.9505,0.0117,0.0117,35,41.0515,0.028,0.6196
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S338979727-056-UNKNOWN.cnf,1,41711,42000,9740,0.0003,0.0003,0.0003,2173,2158,0.0008,2135.76,0.0017,0.0001,2096,2110.47,0.0006,0.2391
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1910317962-059.UNKNOWN.cnf,1,1897,1917,438,0.0069,0.0069,0.0068,106,106,0.0153,96.7849,0.0295,0.0063,87,96.6968,0.0091,0.3213
