@RELATION 'FEATURE_VALUES-SAT12-ALL-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE cluster_coeff_mean NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE cluster_coeff_max NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE CG_coeff_variation NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE CG_entropy NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE VG_min NUMERIC

@DATA
SAT_RACE2006/SAT-Race-Benchmarks/velev-fvp-sat-3.0-b18.cnf,1,0.4959,0.9971,0.1745,0.2773,1010000,1.1802,1.8787,1.0885,0.594,0.0308,0.1742,7.3333,0.0006,7,3,0.2889,0.3856,0.5,0.7708,10,3,15,1.2442,998000,35853,0.808,0.4972,0.1674,30712,20,0.9744,0.6168,0,0.5889,6,46.667,4.0645,1,0,0.4527,0.9764,23.688,0.2971,3.9795,59.5,5,1,0,0.8854,1.7139,?,4,1.0306,?,18.293,?,1.0145,0.0107,0.6428,?,0,4.8088,1.0206,0
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1216095115-028.SATISFIABLE.cnf,1,0.0034,0.2332,0.0018,0.0022,3195,0.0856,0.0251,0.8473,0.056,0.0469,0.0016,4146.4,0.0011,4111,4067,0.7983,0.0802,0.0056,0.1649,4284,4057,4390,0.2323,3195,150,0.1358,0,0,150,4390,0,0.6517,35,0.3814,30.982,31.433,3,0.3884,29.865,0.019,0.1887,30.982,0.0708,2.9629,32.354,3,4057,0.0008,0,0,0.0802,3,0.8682,0.1016,1.4912,0.0589,0.8551,0.046,0.028,4.1262,30,2.8814,0.5751,0.0404
SAT_Competition2009/CRAFTED/parity-games/instance_n7_i7_pp.cnf,1,0.2517,0.8406,0.067,0.0684,134000,1.5381,1.2516,1.5921,0.3237,0.0736,0.0296,1203.2,0.0058,1080,983,0.5378,0.3204,0.3659,0.5968,1201,831,2509,1.7709,123000,13041,0.7489,0.1699,0.4356,9084,2509,0.6047,0.6278,2640,0.5316,13.009,14.457,6.2988,0.9298,2591.7,0.0753,0.7992,13.494,0.2688,3.4243,15.927,7,771,0.0002,1.3044,0.3296,?,5,0.9546,?,2.3687,?,0.9539,0.0084,0.3883,?,2594,3.2807,1.4483,0
SAT_Competition2009/CRAFTED/parity-games/instance_n4_i4_pp.cnf,1,0.2563,0.741,0.0891,0.1247,9007,0.8902,0.8046,1.5931,0.1425,0.1414,0.0575,0,0.0127,0,0,0.7096,0.2487,0.372,0.4451,0,0,0,1.0315,7777,1572,0.4417,0.2185,0.4291,1100,0,0.5952,0.7237,294,0.4708,0,0,5.9509,0.873,277.99,0.0505,0.7125,0,0.2382,3.0956,0,7,0,0.001,1.2863,0.2915,0.2079,5,0.9005,0.5556,1.29,0.8484,0.9189,0.0249,0,3.983,278,2.9805,1.1816,0.0009
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/2000/unif-k3-r4.2-v2000-c8400-S7007454-009.cnf,1,0.1761,0.5685,0.0932,0.1263,8400,0.2931,0.2955,0.7025,0.2101,0.2343,0.0812,154.35,0.0477,140,131,0.5806,0.2222,0.5951,0.3962,159,121,195,0.4083,8348,2000,0.3979,0,0.0225,1956,362,0.9687,0.5882,449,0.4955,28.338,31.136,4.7524,0.7075,428.25,0.0822,0.4951,30.139,0.1686,3.3354,32.377,5,107,0.0294,0.1449,0.0613,0.1033,4,0.8472,0.2857,0.711,0.2484,0.8317,0.0079,0.3014,2.962,429,2.3527,0.6446,0.0005
SAT_Competition2009/CRAFTED/rbsat/random/forced/rbsat-v945c61409gyes9.cnf,1,0,0.8216,0,0,61409,0.1884,0.1989,0.2398,0.7995,0.015,0,1477.2,0,1677,514,0.0204,0.2001,0,0.8109,1688,257,3250,0.1817,60163,945,0.811,0.9359,0.05,900,3250,0.9359,0.0235,430,0.994,48.7,52.883,3.0402,0.832,405.93,0.7898,0.9359,48.7,0.0451,2.868,74.866,4,257,0,0.2599,1.4656,?,3,0.9929,?,27.428,?,0.9996,0.0067,0.7192,?,407,4.4436,6.2866,0.0021
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S2124311399-085.cnf,1,0.005,0.2477,0.0027,0.0035,18000,0.0979,0.0796,0.8325,0.0725,0.05,0.0023,49.254,0.0015,47,42,0.6791,0.0798,0.0145,0.1681,55,38,63,0.2318,18000,900,0.1494,0,0,900,98,0,0.6498,187,0.3758,43.118,52.061,3,0.3328,172.42,0.0292,0.1856,49.667,0.0587,3.0043,55.366,3,32,0.0011,0,0,?,3,0.855,?,1.0675,?,0.8441,0.0227,0.2348,?,173,2.8609,0.6633,0.0123
SAT_RACE2008/fuhs-aprove-16.cnf,1,0.047,0.3617,0.0307,0.0439,182000,1.402,2.6617,1.1494,0.0573,0.1786,0.0251,907.4,0.0229,776,735,0.9083,0.04,0.2371,0.2064,994,663,1369,2.2324,98030,52382,0.1193,0.1674,1.9922,17506,1369,0.5703,0.5305,3393,0.3587,25.121,34.718,7.2038,0.4175,3341.2,0.0295,0.6044,25.121,0.065,1.3141,37.084,9,663,0.0133,1.0929,0.2376,?,5,1.0697,?,1.5175,?,0.849,0.0162,0.282,?,3348,1.4993,0.6622,0
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/dated-5-15-u.cnf,1,0.0319,0.8014,0.015,0.0253,697000,0.4931,0.49,1.3593,0.2231,0.1704,0.0128,100.5,0.0018,120,81,0.5795,0.2459,0.2023,0.5277,120,81,120,0.4839,274000,152000,0.6354,0.5939,2.2512,46737,120,0.9031,1.041,15743,0.3625,2.0123,2.0123,14.154,0.8561,15725,0.0519,0.7491,2.0123,0.1578,3.1086,14.25,15,81,0,1.0111,0.426,0.1489,14,1.2228,0.6111,3.2605,0.6075,0.9251,0.0001,0.194,3.5563,15743,2.5387,0.8863,0
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v750-c3195-S1378008329-078.SATISFIABLE.cnf,1,0.1663,0.5653,0.0875,0.1205,3195,0.2891,0.2871,0.7034,0.2077,0.2308,0.074,3530.3,0.043,3540,3507,0.5792,0.2177,0.3477,0.3935,3571,3362,3676,0.3928,3167,750,0.3841,0,0.026,731,3676,0.9662,0.589,174,0.4967,35.747,36.498,4.0164,0.7198,161.88,0.0904,0.4938,35.747,0.1713,3.3104,36.594,5,3362,0.0254,0.1477,0.0596,0.1044,4,0.8513,0.25,0.8579,0.2383,0.8393,0.0186,0.0283,2.9439,162,2.3184,0.6456,0.0032
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/360/unif-k3-r4.25-v360-c1530-S1711406314-093.cnf,1,0.1839,0.5907,0.0973,0.1344,1530,0.3058,0.297,0.7308,0.2144,0.2304,0.0856,4000.5,0.05,3998,3953,0.5811,0.2338,0.2874,0.4088,4097,3903,4100,0.3956,1519,360,0.4111,0,0.0286,350,4100,0.9572,0.5903,87,0.4886,19.683,22.034,4,0.7315,78.517,0.0873,0.4812,19.683,0.1816,3.3042,22.132,4,3903,0.0276,0.1767,0.0665,0.1116,4,0.8594,0.2949,0.9807,0.2595,0.8508,0.0435,0.0163,3.0217,78,2.2892,0.6239,0.0066
SAT_Competition2007/crafted/Hard/contest04/connamacher/connm-ue-csp-sat-n1200-d-0.02-s405595518.sat05-531.reshuffled-07.cnf,1,0.0105,0.6674,0.0043,0.0085,13289,0.3465,0.3176,1.0498,0.582,0.0648,0.0012,2870.2,0.0005,2906,2901,0.1013,0.3448,0.0164,0.6273,2923,2526,3095,0.4834,13008,1124,0.6224,0,0.3333,843,3095,0.8465,0.5989,266,0.4755,43.27,44.338,6.4121,0.7067,249.72,0.5452,0.4384,43.27,0.0523,2.5595,47.491,7,2526,0.0001,0.4822,0.2507,0.1955,6,0.9681,0.4046,3.1265,0.5746,0.9768,0.0034,0.065,4.6958,249,3.5894,1.0137,0.001
SAT_Competition2007/random/LargeSize/3SAT/v7000/unif-k3-r4.2-v7000-c29400-S2118640909-06.cnf,1,0.1754,0.5679,0.093,0.1256,29400,0.2894,0.2927,0.7127,0.2045,0.234,0.0795,29.017,0.0477,27,23,0.5783,0.2289,0.6048,0.3947,34,19,40,0.3985,29225,7000,0.3909,0,0.0235,6839,61,0.9658,0.5885,1537,0.4966,34.366,43.724,5,0.7095,1493.7,0.0849,0.4945,40.207,0.1721,3.375,47.4,5,15,0.0289,0.1526,0.062,0.1027,5,0.8455,0.3333,0.59,0.2455,0.8274,0.0023,0.3093,2.9658,1488,2.33,0.6427,0.0002
SAT_Competition2007/crafted/Difficult/contest05/QG/QG6-gensys-icl006.sat05-2718.reshuffled-07.cnf,1,0.5,0.7999,0.433,0.4999,7617,4.1534,1.4738,2.9512,0.665,0.1931,0.4997,1821.7,0.4976,2123,749,0.23,0.5023,1,0.696,2675,627,3088,2.5535,6306,1321,0.7462,0.1009,0.0846,1218,3226,0.1218,0.8843,75,0.3019,11.241,16.414,3.226,0.8332,66.333,0.5245,0.1262,11.979,0.2279,2.7975,19.954,4,48,0.0942,2.5799,0.4588,?,3,0.9331,?,1.0414,?,0.9654,0.1898,0.5746,?,66,1.3623,0.4059,0.0002
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-07r-k100.cnf,1,0.2543,0.121,0.1233,0.1942,61378,0.4909,1.2148,1.3065,0,0.2282,0.0634,349.59,0.0266,219,178,2.2163,0.0761,0.372,0.0484,442,163,641,0.8366,10063,24767,0,0.1013,9.787,2296,1264,0.6572,0.7696,447,0.3833,4.4909,7.1966,7.6566,0.181,428.77,0,0.556,5.9822,0.1431,0.8607,10.495,9,121,0.0015,0.9646,1.0144,0.3083,6,0.8249,0.619,0.6371,0.7405,0.8867,0.0206,0.7319,2.8296,428,2.0114,0.8724,0.0005
SAT_Competition2011/SAT_RACE08/cnf/ibm-2004-01-k90.cnf,1,0.0892,0.7817,0.0349,0.0497,276000,1.0046,0.7817,1.7411,0.2578,0.1645,0.0174,458.64,0.0071,478,249,0.5675,0.1717,0.2337,0.512,545,170,802,0.878,213000,64699,0.5717,0.5476,0.8505,34963,956,0.7126,1.0647,10714,0.3638,4,11.51,64.543,0.8666,9138.6,0.0795,0.6185,10.167,0.1445,3.0442,13.499,89,43,0.0027,1.4353,0.6092,?,46,3.1259,?,6.7877,?,1.1733,0.0011,0.5328,?,10690,2.8098,1.2396,0
SAT_Competition2007/random/LargeSize/3SAT/v16000/unif-k3-r4.2-v16000-c67200-S886048189-14.cnf,1,0.1763,0.5639,0.0923,0.1254,67200,0.2973,0.3018,0.7389,0.2057,0.2331,0.0787,10.491,0.0467,9,8,0.5788,0.2257,0.7109,0.3905,12,6,18,0.3996,66707,16000,0.3791,0,0.029,15549,23,0.9579,0.5898,3442,0.4942,27.556,52.125,5.1365,0.7037,3403.3,0.087,0.4924,45.286,0.1705,3.3691,63,6,3,0.0275,0.1837,0.0716,0.1014,5,0.8487,0.2857,0.6068,0.2512,0.83,0.0014,0.4069,2.9923,3391,2.3328,0.6546,0
SAT_RACE2008/ibm-2002-24r3-k100.cnf,1,0.1402,0.7783,0.0555,0.084,550000,0.9978,0.8203,1.7572,0.2301,0.1716,0.0297,405.29,0.0044,388,360,0.5911,0.1759,0.386,0.5141,444,334,502,1.1824,369000,148000,0.4801,0.5132,1.338,63321,548,0.7334,1.053,19978,0.3481,10.92,11.701,101.61,0.923,19896,0.0943,0.6528,11.073,0.1451,3.0241,12.608,105,297,0.0007,1.493,0.6433,?,100,1.2526,?,3.6125,?,0.9712,0.0004,0.1671,?,19848,2.8342,1.1696,0
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1100/unif-k5-r20-v1100-c22000-S1441840675-053.cnf,1,0.0047,0.24,0.0027,0.0034,22000,0.0957,0.0812,0.835,0.0735,0.05,0.0023,37.791,0.0015,36,31,0.6803,0.0787,0.0123,0.1656,42,28,51,0.2308,22000,1100,0.1486,0,0,1100,76,0,0.6507,223,0.3766,48.098,55.667,3,0.3306,209.02,0.0322,0.1871,52.921,0.0592,2.999,59.4,3,23,0.0011,0,0,?,3,0.8586,?,1.0378,?,0.8437,0.0195,0.2728,?,210,2.8634,0.6265,0.0116
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/10000/unif-k3-r4.2-v10000-c42000-S1618450766-063.cnf,1,0.1763,0.5667,0.0921,0.124,42000,0.2866,0.29,0.7041,0.2021,0.2339,0.0792,17.286,0.0467,16,14,0.5872,0.2266,0.5374,0.3908,19,12,24,0.3932,41735,10000,0.382,0,0.0243,9763,37,0.9674,0.5865,2176,0.4955,34.579,46.714,5.0046,0.7087,2141.2,0.082,0.4957,42.852,0.1708,3.3593,51.278,6,7,0.0283,0.1485,0.0616,0.1026,5,0.9823,0.2857,0.689,0.2403,0.8256,0.0017,0.3013,2.9494,2146,2.3201,0.6476,0.0001
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v350-c1491-S1090604743-089.UNKNOWN.cnf,1,0.1809,0.5964,0.0904,0.1257,1491,0.3249,0.3126,0.764,0.2005,0.2276,0.0779,4004.3,0.047,4009,3953,0.5943,0.235,0.2923,0.3961,4074,3930,4106,0.4664,1476,350,0.3813,0,0.0417,336,4106,0.9485,0.588,83,0.4991,19.383,20.286,3.997,0.7264,74.981,0.0896,0.4756,19.383,0.1687,3.3659,21.062,4,3930,0.0271,0.2092,0.0752,0.1086,3,0.862,0.2576,1.0084,0.2843,0.8513,0.0481,0.0162,3.1046,75,2.3972,0.6493,0.0075
SAT_Competition2009/CRAFTED/Difficult/contest05/sabharwal/counting-harder-php-018-017.sat05-1189.reshuffled-07.cnf,1,0.1761,0.8789,0.1705,0.176,2619,0,0.2063,1.1187,0.8683,0.1107,0.1703,4716.2,0.165,4740,4697,0.0058,0,0.1823,0.8736,4741,4512,4891,0.3584,2601,306,0.8739,0.8854,0.0625,288,4891,0.8854,1.0502,136,0.4615,50.149,53.062,3,0.879,124.95,0.8681,0.6713,50.149,0,0,54.814,3,4512,0.1649,0.3701,1.3212,0.1017,3,0.9965,0.1177,4.1457,1.3169,0.9966,0.0404,0.0258,0.5602,125,2.3366,0.0307,0.0188
SAT_Competition2007/industrial/industrial/anbulagan/diag-sat/total-10-13-s.cnf,1,0.03,0.7902,0.0136,0.0235,1030000,0.4744,0.4865,1.3173,0.2129,0.1661,0.0116,31.75,0.0005,40,34,0.5878,0.2447,0.2049,0.5198,44,9,44,0.4469,374000,227000,0.6321,0.5972,2.649,62155,44,0.9253,1.067,20419,0.3513,2.8636,3.5588,14.625,0.8515,20543,0.0409,0.7595,2.8636,0.1602,3.0606,3.9,15,9,0,0.9652,0.3897,0.1491,14,1.5197,0.6111,4.1776,0.5998,0.8963,0.0001,0.4286,3.5297,20543,2.5292,0.9214,0
SAT_Competition2007/random/LargeSize/5SAT/v1100/unif-k5-r20-v1100-c22000-S260814579-03.cnf,1,0.0049,0.2401,0.0027,0.0034,22000,0.1001,0.0845,0.8315,0.0739,0.05,0.0023,38.692,0.0015,38,32,0.6679,0.0786,0.0153,0.1662,44,29,48,0.23,22000,1100,0.1496,0,0,1100,75,0,0.6484,228,0.3757,42.564,54.841,3,0.3238,210.6,0.0338,0.188,51.556,0.0578,2.989,59.194,3,24,0.001,0,0,?,3,0.8598,?,1.0522,?,0.8436,0.0194,0.2385,?,211,2.8729,0.6527,0.0111
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-160-100.cnf,1,0.2296,0.5832,0.2295,0.2295,384,0,0.0321,0,0.5831,0.4167,0.2295,4633.7,0.2295,4641,4612,0.0001,0.3333,0.2296,0.5832,4656,4603,4665,0,384,160,0.5832,0.8333,0,160,4665,0.8333,0,49,1,29.748,29.823,4.0818,0.5833,41.832,0.5831,0.8333,29.748,0,0,30.107,5,4603,0.2295,0.4506,0.4472,0.3492,4,0.935,0.4,1.1577,0.8944,0.9045,0.0313,0.0048,0.4506,42,0,0.0001,0.0286
SAT_Competition2009/RANDOM/MEDIUM/7SAT/UNKNOWN/65/unif-k7-r89-v65-c5785-S254828838-055.cnf,1,0.0001,0.0848,0.0001,0.0001,5785,0.0297,0,0.9916,0.0228,0.0112,0.0001,4474.7,0.0001,4479,4394,0.6952,0.0305,0.0001,0.0618,4545,4390,4612,0.1369,5785,65,0.0577,0,0,65,4612,0,0.6842,14,0.3083,23.762,23.982,2,0.12,11.294,0.0103,0.0551,23.762,0.0219,2.0071,24.172,2,4390,0,0,0,?,2,0.8886,?,2.126,?,0.8751,0.0111,0.0182,?,11,2.828,0.2926,0.0111
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/380/unif-k3-r4.25-v380-c1615-S1807135406-059.cnf,1,0.1676,0.5687,0.0859,0.1133,1615,0.2674,0.2636,0.6377,0.2052,0.2328,0.071,3981.9,0.045,3966,3947,0.5678,0.2176,0.333,0.394,4057,3885,4094,0.39,1611,380,0.3927,0,0.0133,375,4094,0.9814,0.5804,92,0.4971,21.914,22.611,4,0.7019,83.395,0.0859,0.4916,21.914,0.1627,3.2997,23.152,4,3885,0.0264,0.0926,0.0448,0.1105,4,0.8581,0.2545,0.9689,0.2217,0.8459,0.0286,0.0156,2.8612,83,2.2917,0.659,0.0062
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-21r-k95.cnf,1,0.0839,0.8312,0.0311,0.0471,788000,1.1688,0.9826,1.9733,0.4,0.1352,0.0157,843.67,0.0036,870,821,0.4763,0.225,0.34,0.5955,1071,200,1257,1.2369,432000,192000,0.6648,0.5208,2.2757,58468,1257,0.6574,0.9999,20159,0.3724,23.594,23.725,95.97,0.9177,20129,0.1304,0.5996,23.594,0.164,3.69,36.591,98,200,0.0002,1.643,0.6949,?,94,1.1945,?,3.7957,?,0.9544,0.0007,0.3865,?,20107,2.984,1.2435,0
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/70/unif-k7-r89-v70-c6230-S1723021362-073.cnf,1,0.0001,0.0951,0.0001,0.0001,6230,0.0317,0,0.9981,0.0262,0.0112,0.0001,4452.6,0.0001,4429,4409,0.7633,0.0308,0.0001,0.0622,4486,4393,4546,0.159,6230,70,0.0424,0,0,70,4546,0,0.69,15,0.3094,25.583,25.603,2,0.1429,12.104,0.0134,0.0621,25.583,0.0243,1.9297,25.859,2,4393,0,0,0,?,2,0.8834,?,2.0437,?,0.8744,0.0111,0.0126,?,12,2.9235,0.3213,0.0111
SAT_Competition2011/SAT05/crafted/markstrom05/eulcbip/eulcbip-7-UNSAT.shuffled-as.sat05-3936.cnf,1,0.2679,0,0.2648,0.2677,672,0.0086,0,0.9993,0,0.2,0.2672,4347.1,0.2654,4338,4257,8.3598,0.0008,0.2683,0.0011,4409,4256,4486,0.2606,670,135,0,0,0.0075,134,4486,0.003,0.9336,23,0.3599,31.707,32.044,5.6015,0.0003,18.857,0,0.297,31.707,0.0096,0.044,34.633,7,4256,0.2649,0.0203,0.0136,0.4252,5,0.8021,0.4529,0.8972,0.0129,0.7252,0.009,0.0185,0.0846,19,1.4061,0.0347,0.009
SAT_Competition2007/random/LargeSize/5SAT/v600/unif-k5-r20-v600-c12000-S1791291573-05.cnf,1,0.0048,0.2415,0.0027,0.0036,12000,0.0984,0.0707,0.8308,0.0714,0.05,0.0023,90.162,0.0015,85,78,0.6979,0.0792,0.0125,0.1664,95,73,112,0.2338,12000,600,0.1432,0,0,600,187,0,0.6537,126,0.3743,40.446,44.635,3,0.3429,114.98,0.0315,0.1901,43.18,0.0608,2.9984,46.82,3,64,0.001,0,0,?,3,0.857,?,1.1291,?,0.845,0.0315,0.2332,?,115,2.8729,0.6024,0.0194
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v300-c1278-S768688898-014.UNKNOWN.cnf,1,0.1634,0.5877,0.0874,0.1252,1278,0.301,0.2938,0.6532,0.2019,0.2311,0.0747,4057.6,0.0419,4065,3995,0.5623,0.2256,0.2765,0.4013,4103,3958,4130,0.402,1272,300,0.4184,0,0.0204,294,4130,0.978,0.5794,73,0.5014,17.16,18.021,4,0.7015,65.448,0.0737,0.4835,17.16,0.1518,3.2506,18.369,4,3958,0.0226,0.1058,0.0486,0.1114,4,0.8568,0.218,1.0037,0.2368,0.8445,0.0417,0.014,2.9123,65,2.2849,0.6452,0.0079
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v5000-c21000-S72547786-008-UNKNOWN.cnf,1,0.1711,0.5613,0.0902,0.1214,21000,0.2881,0.2912,0.7005,0.2042,0.2336,0.0769,44.569,0.0458,41,37,0.5775,0.226,0.5628,0.3899,48,33,58,0.3954,20877,4999,0.3859,0,0.0252,4876,100,0.9665,0.5868,1097,0.4933,31.576,39.452,5,0.6996,1064.2,0.0891,0.4949,36.063,0.1705,3.3512,42.218,5,22,0.0276,0.1499,0.061,0.1026,5,0.8508,0.2889,0.6317,0.2437,0.8257,0.0033,0.2874,2.9609,1069.5,2.3207,0.6509,0.0003
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-uns-1.0-8.cnf,1,0.3415,1,0.069,0.031,1330000,4.946,2.9842,0.6014,0.9776,0.0233,0.001,18,0,18,18,0.2738,0.5096,1,0.8972,18,18,18,4.4253,1320000,35065,0.9992,0.9501,0.1435,30665,18,0.9566,0.3128,0,0.9028,49.111,49.111,4,1,0,0.5447,0.9564,49.111,0.2785,4.249,49.111,4,18,0,0.3747,2.409,?,4,1.0242,?,50.061,?,1.0202,0.0105,0,?,0,4.6455,1.9965,0
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/520/unif-k3-r4.25-v520-c2210-S621134782-041.cnf,1,0.1756,0.5836,0.0909,0.1184,2210,0.2757,0.2729,0.6555,0.1983,0.2318,0.0773,3829.4,0.0455,3806,3714,0.5843,0.2296,0.3995,0.3995,3934,3665,4054,0.4031,2200,520,0.3831,0,0.0196,510,4054,0.9755,0.5837,124,0.487,27.24,27.953,4.0039,0.7389,113.75,0.1002,0.4836,27.24,0.1773,3.3061,29.147,5,3665,0.028,0.1152,0.0512,0.1082,4,0.8526,0.2857,0.9089,0.2353,0.8441,0.0241,0.0317,2.9236,114,2.3145,0.6752,0.0045
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bobsmhdlc2-tseitin.cnf,1,0.1227,0.4969,0.0508,0.0647,130000,0.8554,0.773,1.4844,0.1248,0.2023,0.0376,781.67,0.0173,750,610,0.7097,0.1039,0.3296,0.3332,842,591,982,0.8279,68921,44692,0.3101,0.2386,2.2049,13945,1418,0.7257,0.7917,3467,0.4266,9.2369,11.017,9.9762,0.6612,3278.5,0.045,0.4885,9.4557,0.1197,2.6337,11.795,12,532,0.0043,1.2788,0.3446,0.1514,8,0.8647,0.6667,0.7985,0.8677,0.8953,0.0027,0.2685,4.3945,3406.5,2.4085,0.9816,0.0001
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/90/unif-k5-r21.3-v90-c1917-S1916972979-060.cnf,1,0.003,0.2141,0.0017,0.0019,1917,0.0993,0.0103,0.8372,0.0491,0.0469,0.0013,4343,0.0009,4324,4297,0.7423,0.0663,0.0077,0.1397,4435,4270,4452,0.2059,1917,90,0.1249,0,0,90,4452,0,0.6456,22,0.3786,21.062,21.272,2.5618,0.307,18.021,0.0259,0.1972,21.062,0.0525,2.737,21.768,3,4270,0.0006,0,0,0.1284,2,0.8738,0.152,1.6295,0.0561,0.858,0.0464,0.0146,4.053,18,2.6991,0.807,0.0449
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/uts/uts-l06-ipc5-h35-unknown.cnf,1,0.4488,0.9467,0.151,0.2849,912000,1.9823,1.687,1.695,0.4148,0.0256,0.0698,0,0.0144,0,0,0.4767,0.4074,0.5,0.6781,0,0,0,2.6952,539000,200000,0.8287,0.631,13.432,13828,0,0.7228,1.4142,4548,0.2594,0,0,19.13,0.9765,3601.6,0.1335,0.7722,0,0.3093,4.2501,0,20,0,0.0004,1.8178,2.5726,?,19,0.9855,?,5.055,?,0.9982,0.0039,0,?,4489,4.3395,1.1077,0
