@RELATION 'FEATURE_VALUES-SAT11-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE cl_size_coeff_variation NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC

@DATA
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.085-SAT.cnf,1,0.025,2.0421,1.2721,0.9844,0.2604,3.6048,0.9812,0,0.5342,0.3801,0,0.9176,0.1645,0,0,0,0.6166,0,266733,0,0,0.2366,0,0.0263,0.0001,0.3234,0.9935,0.5728,86,86,0,0.9794
./SAT07/industrial/anbulagan/hard-sat/partial-10-15-s.cnf,1,0,0.4802,0.9944,0.8796,0.0255,2.3706,0.5987,16.6592,0.1437,0.3878,16.6592,0.7406,0.1634,0,0,16.6592,1.092,0,105596,0,0,0.7083,16.6592,0.0047,0,0.0309,0.9667,0.0695,17,15.8,0,0.7393
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom24.cnf,1,0.0336,0.7205,0.6773,0.5997,0.1711,0.3231,0.1177,28.1126,0.2404,0.4219,24.4611,0.1567,0.2461,0.0305,0.0071,20.3748,1.5255,0.1472,2633.33,1.2491,6996,0.5292,28.1126,0.0626,0.0002,0.2402,0.8982,0.0004,6,5.1862,0,0.3808
./SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.120-NOTKNOWN.cnf,1,0.0086,3.3608,0.5025,0.9945,0.0577,23.3785,0.961,0,0.5,0.7901,0,0.9835,0.3259,0,0,0,0.4312,0,1453970,0,0,0.4878,0,0.0104,0.0001,0.0736,1.3758,0.9479,89,89,0,0.961
./SAT09/APPLICATIONS/crypto/desgen/gss-16-s100.cnf,1,0.0134,1.0765,1.5565,0.9252,0.0424,0.6295,0.6633,0,0.1739,0.188,0,0.853,0.1522,0.0033,0.0098,0,1.3431,0,482.333,0.765,4005,0.6937,0,0.0216,0.0004,0.0559,0.9378,0.3044,10,8.4634,0,0.8961
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom23.cnf,1,0.0326,0.7182,0.6771,0.5983,0.171,0.1749,0.1192,31.1259,0.2404,0.4231,24.6828,0.1568,0.2457,0.0041,0.0083,21.5799,1.5302,0.1642,520.667,0.5034,6437,0.5309,31.1259,0.0625,0.0002,0.2402,0.8861,0.0005,6,5.2976,6344,0.3807
SAT_RACE08/cnf/velev-vliw-uns-4.0-9-i1.cnf,1,0,2.9522,0.752,1,0.0912,140.876,0.6001,0,0.5,0.5373,0,0.9969,0.2587,0,0,0,0.1264,0,283957,0,0,0.0118,0,0,0.0003,0.3485,1.6155,0.4894,5,4.25,0,0.9461
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.030-NOTKNOWN.cnf,1,0,1.2589,0.6895,0.9676,0.0003,2.5072,0.9575,174.64,0.1694,0.6691,174.64,0.9218,0.2521,0.0003,0.0037,174.64,0.842,0,21626.5,0.5407,0,1.1773,174.64,0,0.0002,0.0034,0.9947,0.8516,32,30.95,0,0.9575
./SAT03/industrial/goldberg/hard_eq_check/k2mul.miter.shuffled-as.sat03-355.cnf,1,0.0171,0.4234,0.7466,0.7804,0.0577,0.3107,0.2298,14.7017,0.3026,0.4619,11.1035,0.6883,0.0773,0.0073,0.0203,10.0491,0.0131,0.1642,647.1,0.9066,3406,0.006,14.7017,0.0316,0.0002,0.0889,0.8803,0.3379,13,10.3312,0,0.4635
./SAT11/application/fuhs/AProVE11/AProVE11-07.cnf,1,0.0216,0.2352,0.6562,0.4743,0.0621,0.9953,0.1576,15.6047,0.3049,0.3663,9.7174,0.1503,0.0677,0,0,6.7647,1.0198,0.4059,46998,0,0,0.4235,15.6047,0.026,0,0.1007,0.865,0.0157,11,10.125,0,0.5439
SAT_RACE06/ibm-2002-21r-k95.cnf,1,0.0004,0.6949,0.9999,0.92,0.0475,1.9354,0.5208,39.155,0.3573,0.3724,32.5834,0.6552,0.164,0.2972,0.6667,29.8735,2.2757,0.1904,13055,0,0,0.8234,39.155,0.0037,0.0001,0.0899,1.119,0.1473,98,96,0,0.5996
./SAT11/application/kullmann/AES/Benchmarks/128/aes_128_1_keyfind_1.cnf,1,0.0024,0.2664,0.7444,0.0908,0.1221,0.3251,0.04,28.4741,0.1505,0.3513,19.6602,0.0016,0.018,0.0373,0.0592,16.8962,0.49,0.1865,54.2213,0.2142,124,0.1109,24.5356,0.0225,0.0013,0.1373,0.7421,0,8,6.8323,105,0.1437
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_004_127_112-tseitin.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
./SAT11/application/leberre/2dimensionalstrippacking/E15N15.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.045-NOTKNOWN.cnf,1,0.0029,2.0203,1.2613,0.9771,0.2674,2.2244,0.9782,0,0.5294,0.3836,0,0.9466,0.1615,0.0258,0.866,0,0.9993,0,70927,0,0,0.5388,0,0.0036,0.0002,0.3041,0.9946,0.3285,47,46.197,0,0.9759
./SAT07/industrial/fuhs/hard/AProVE07-01.cnf,1,0.0028,0.6425,0.6862,0.6364,0.0739,0.4755,0.1962,65.9261,0.2424,0.3772,34.9818,0.1741,0.1553,0.0115,0.029,25.4213,1.8066,0.3983,149.509,0.2594,623,0.8449,65.9261,0.0163,0.0012,0.1321,0.879,0.0099,9,7.6236,580,0.509
./SAT03/industrial/li/li-test4/li-test4-100.shuffled-as.sat03-370.cnf,1,0.0935,2.0614,0.7466,0.4703,0.2503,0.1771,0.1001,18.006,0.3924,0.4502,5.0146,0.1201,0.2885,0.0056,0.0127,3.5,0.2122,0.5014,412,0.2115,5394,0.1115,7.9565,0.1291,0.0009,0.3042,0.8435,0.0113,16,14.5849,5394,0.4518
./SAT04/industrial/velev/vliw_unsat_2.0/9dlx_vliw_at_b_iq8.used-as.sat04-718.cnf,1,0,2.3209,0.5136,1,0.0747,2147.7,0.9186,0,1,0.777,0,0.9978,0.2614,0,0,0,0.2245,0,1085440,0,0,0.0253,0,0,0,0.3162,2.617,0.4896,4,4,0,0.9362
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.045-NOTKNOWN.cnf,1,0.0028,2.0117,1.2724,0.9772,0.2674,2.2629,0.9787,830.1,0.5294,0.3795,830.1,0.9469,0.1648,0.0248,0.866,830.1,0.9942,0,69194,0,0,0.5345,830.1,0.0036,0.0001,0.3037,0.9947,0.3277,47,46.2131,0,0.9764
./SAT03/industrial/schuppan/l2s/valves-gates-1-k617-unsat.shuffled-as.sat03-412.cnf,1,0.1476,1.1789,0.7175,0.6586,0.5,2.4647,0.1786,0,0.5,0.4763,0,0.293,0.1635,0,0,0,2.9273,0,158980,0,0,1.2534,0,0.2791,0,0.5,1.2995,0,11,11,0,0.5003
./SAT11/application/leberre/2dimensionalstrippacking/E05F18.cnf,1,0.0002,0.6184,0.4389,0.9054,0.0066,2.2266,0.1383,26.7918,0.1505,0.8147,23.4198,0.8327,0.2197,0.0659,1.4142,21.2688,0.1786,0.0989,349.333,0.3077,2890,0.0257,26.7918,0.0004,0.0003,0.0304,1.0178,0.8162,6,5.6139,0,0.9405
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtpmspalu-tseitin.cnf,1,0.0007,0.3486,0.7084,0.695,0.0832,0.4752,0.1742,354.619,0.2541,0.4595,70.9834,0.3256,0.1051,0.0398,0.0054,10.6108,3.152,1.6036,882,0.7164,5319,1.0331,309.6552,0.0211,0.0002,0.0972,0.9002,0.0755,10,9.7865,5299,0.3923
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top30.cnf,1,0.0313,0.5773,0.6614,0.5916,0.0825,0.5673,0.1414,27.4281,0.2478,0.381,20.0913,0.5528,0.1846,0.1638,0.4899,17.7641,1.7003,0.1847,5091.5,0.6321,0,0.6955,27.4281,0.0626,0.0001,0.1749,0.9488,0.0266,6,5.375,0,0.4259
SAT-Race-2010-CNF/hardware-verification/velev/11pipe_11_ooo.cnf,1,0,2.8577,0.4526,1,0.0123,189.118,0.8928,0,0.5,0.8073,0,1,0.2832,0,0,0,0.1348,0,51026,0,0,0.0078,0,0,0.0001,0.2939,1.048,0.5015,4,4,0,0.9713
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvtms14x8p1-tseitin.cnf,1,0,0.4942,0.5997,0.8049,0.0777,0.4718,0.1765,28.8828,0.3234,0.5636,21.2316,0.3712,0.1379,0.0046,0.0132,19.2205,5.4295,0.2638,1185.57,1.2461,4158,1.681,28.8828,0.0149,0.0002,0.1137,0.9274,0.0497,9,7.8333,0,0.4848
./SAT11/application/fuhs/AProVE11/AProVE11-11.cnf,1,0.0208,0.2564,0.7506,0.4822,0.0635,0.6328,0.1823,16.1104,0.3182,0.3507,14.6931,0.1793,0.0893,0.054,0.0065,13.4373,0.9256,0.0747,4867,0,10468,0.4018,16.1104,0.0266,0,0.1162,0.8676,0.0433,14,11.4444,10468,0.5384
./SAT11/application/manthey/traffic/traffic_r_uc_sat.cnf,1,0.0519,0.207,2.124,0.8319,0.3295,7.5949,0.1396,0,0.5,0.0881,0,0.5335,0.0605,0,0,0,0.0308,0,428898,0,0,0.0033,0,0.1744,0,0.3457,2.573,0.1399,21,21,0,0.2316
./SAT07/industrial/fuhs/medium/AProVE07-21.cnf,1,0.0105,0.2967,0.6166,0.5773,0.0469,0.5805,0.2034,44.7557,0.2681,0.339,35.2172,0.166,0.0957,0.0201,0.0447,30.6977,1.6509,0.1387,53.7933,0.2019,253,0.6823,43.8845,0.0231,0.0015,0.08,0.8589,0.0263,10,7.515,226,0.6087
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k45.cnf,1,0.0007,0.6415,0.7733,0.9068,0.1384,0.6303,0.3348,20.6508,0.2916,0.4138,14.211,0.0483,0.1557,0.4439,0.267,10.1595,1.3636,0.3103,1255,0.637,3983,0.2771,20.5397,0.0032,0.0002,0.1397,1.0227,0,51,49.5698,0,0.5925
./SAT11/application/rintanen/SATPlanning/transport-transport-two-cities-sequential-15nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.040-SAT.cnf,1,0.0136,4.3411,1.2125,0.9952,0.3283,5.1623,0.9874,0,0.799,0.4031,0,0.9375,0.2355,0,0,0,0.6377,0,505377,0,0,0.2897,0,0.0329,0.0002,0.4329,1.1687,0.4145,43,43,0,0.9874
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.050-NOTKNOWN.cnf,1,0,1.2819,0.6844,0.9823,0,3.4731,0.9585,497.6667,0.1855,0.6725,347.5208,0.9323,0.2539,0,0.0014,330.4,0.5277,0.3616,98010,0,0,0.7744,497.6667,0,0.0001,0.0015,0.9952,0.7935,52,51.4634,0,0.9585
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_008_063_080-tseitin.cnf,1,0,1.9281,0.5093,0.9809,0.1075,4.6466,0.5851,91,0.4956,0.7163,54.0179,0.8903,0.2233,0.0156,0.1191,41.9466,67.4305,0.2622,7.9623,0.2441,1026,9.6744,70.0576,0.0022,0.0012,0.3315,0.9731,0.0817,5,4.8314,965,0.8478
./SAT05/industrial/grieu05/vmpc/vmpc_36.renamed-as.sat05-1922.cnf,1,0,0.2928,0.5471,0.6919,0,59.2591,0.394,49.0307,0,0.5957,46.7545,0.6919,0.0012,0.1598,0.142,42.7177,0,0.0612,24.025,0.0724,642,0,49.0307,0,0.0011,0,1.022,0.6919,3,3,601,0.9997
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom12.cnf,1,0.0115,0.706,0.685,0.5947,0.164,0.1638,0.1608,53.0094,0.2404,0.4436,44.605,0.1588,0.2404,0.0095,0.0198,37.9864,1.5726,0.1404,198.8,1.8305,1814,0.5626,53.0094,0.0525,0.0006,0.2401,0.8762,0.0065,6,5.614,1724,0.3889
