@RELATION 'FEATURE_VALUES_COP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE c_max_dom_cons NUMERIC
@ATTRIBUTE c_avg_deg_cons NUMERIC
@ATTRIBUTE d_int_vars NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE v_num_consts NUMERIC
@ATTRIBUTE v_ratio_bounded NUMERIC
@ATTRIBUTE gr_cv_deg_vg NUMERIC
@ATTRIBUTE gr_avg_diam_vg NUMERIC
@ATTRIBUTE v_ent_dom_vars NUMERIC
@ATTRIBUTE c_max_deg_cons NUMERIC
@ATTRIBUTE gr_avg_deg_vg NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE v_cv_domdeg_vars NUMERIC

@DATA
mznc12-problems/fast-food/fastfood.mzn_AND_mznc12-problems/fast-food/ff58.dzn,1,1.008075,0.991989,2.344549,357.382494,2.325768,743,0.021092,49,0.067295,1.684737,13.903096,4.214195,37,4.950202,1.55882,2.997207
mznc12-problems/ship-schedule/ship-schedule.cp.mzn_AND_mznc12-problems/ship-schedule/5Ships.dzn,1,1.132597,0.882927,3.013487,101.735662,2.660689,1590,0.638157,463,0.076048,2.403366,8.937602,0.821882,15,6.916152,41.464452,52.414635
mznc12-problems/still-life-wastage/still-life.mzn_AND_mznc12-problems/still-life-wastage/09.dzn,1,1.236579,0.808683,5.101911,33.284213,4.125828,821,0.420737,0,0,1.570342,4.356688,0.950719,13,11.353048,4.368694,3.098101
mznc12-problems/still-life-wastage/still-life.mzn_AND_mznc12-problems/still-life-wastage/10.dzn,1,1.236579,0.808683,5.113291,35.369401,4.13503,1001,0.412219,0,0,1.582794,4.355424,0.940732,14,11.41207,4.813023,3.394864
mznc12-problems/mspsp/mspsp.mzn_AND_mznc12-problems/mspsp/medium_05.dzn,1,0.921671,1.084986,2.887728,122.09903,3.133144,159,0.860159,153,0.399478,1.538291,2.939948,0.321716,38,21.853786,2.193825,0.692358
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/48_24_6.2.dzn,1,0.876289,1.141176,4.731959,50.807355,5.4,49,0.00282,1200,6.190722,0.940475,8.216495,0.046592,49,22.185567,0.176749,0.579021
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_6.dzn,1,1.537332,0.650478,2.536707,994.393366,1.650071,3201,0,80,0.024992,1.010351,76.185255,0,41,27.646361,0,0.210497
mznc12-problems/ship-schedule/ship-schedule.cp.mzn_AND_mznc12-problems/ship-schedule/6ShipsMixed.dzn,1,1.158721,0.863021,3.050366,109.958634,2.632529,1449,0.624156,567,0.085637,2.529774,8.487969,0.787578,13,6.387386,42.614001,53.853309
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/48_24_6.1.dzn,1,0.876289,1.141176,4.675258,50.807355,5.335294,49,0.00282,1200,6.190722,0.943378,7.768041,0.046592,49,22.072165,0.176749,0.578514
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_5_5_20_1.dzn,1,0.907445,1.101996,5.028169,207.469667,5.54102,287,0.543924,1105,2.263581,0.985038,7.672032,2.31155,57,28.519115,2.980295,3.795834
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_3.dzn,1,1.537332,0.650478,2.536707,994.393366,1.650071,3201,0,80,0.024992,1.010264,76.185255,0,41,27.64886,0,0.210497
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/52_26_6.1.dzn,1,0.875,1.142857,4.903846,54.807355,5.604396,53,0.00252,1404,6.754808,0.943644,8.096154,0.043941,53,23.932692,0.170873,0.56962
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_7_5_20_1.dzn,1,0.899543,1.111675,5.721461,251.682057,6.360406,367,0.557252,1905,2.929985,1.013187,8.611872,2.290084,77,36.748858,3.193293,4.02017
mznc12-problems/fast-food/fastfood.mzn_AND_mznc12-problems/fast-food/ff59.dzn,1,1.011524,0.988608,2.341869,254.232599,2.31519,781,0.015857,32,0.042254,1.311141,25.861716,3.876575,27,4.09219,1.004767,1.988981
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/52_26_6.2.dzn,1,0.876777,1.140541,4.886256,54.807355,5.572973,53,0.0025,1404,6.658768,0.953467,8.293839,0.043414,53,23.668246,0.169688,0.565425
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/52_26_6.3.dzn,1,0.871921,1.146893,5.093596,54.807355,5.841808,53,0.002555,1404,6.921182,0.916728,8.714286,0.04485,53,24.70936,0.172904,0.579053
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_3_3_30_1.dzn,1,0.950178,1.052434,3.839858,180.909558,4.041199,199,0.511989,321,1.24911,1.060765,5.996441,2.468371,40,16.868327,2.372341,3.229792
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model20-3-5.dzn,1,1.412037,0.708197,3.74537,48.76049,2.652459,76,0.28431,40,0.189815,0.754759,8.884259,1.060879,21,9.574074,14.585228,14.63863
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model30-4-6.dzn,1,1.85877,0.53799,4.808656,92.321928,2.58701,127,0.358875,60,0.138952,0.753422,11.881549,0.878584,31,12.984055,20.828948,20.902384
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_5_3_20_1.dzn,1,0.922849,1.083601,4.27003,163.18438,4.62701,207,0.524348,505,1.557864,0.954104,6.72997,2.365588,37,20.189911,2.663326,3.59156
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model50-4-4.dzn,1,1.902834,0.525532,5.153846,168.681367,2.708511,151,0.390604,100,0.136302,0.675835,13.25776,0.812855,51,23.465587,27.021675,27.158314
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model55-3-12.dzn,1,1.699374,0.588452,4.660752,192.853702,2.742629,254,0.408632,110,0.115866,0.997887,11.681628,0.719483,56,16.279749,30.584922,30.837763
mznc12-problems/mspsp/mspsp.mzn_AND_mznc12-problems/mspsp/hard_01.dzn,1,1.192429,0.838624,2.955836,178.232075,2.478836,67,0.777129,130,0.410095,1.690173,4.444795,0.428544,50,12.700315,2.460887,1.316517
mznc12-problems/mspsp/mspsp.mzn_AND_mznc12-problems/mspsp/hard_03.dzn,1,1.073718,0.931343,2.69391,165.817427,2.508955,140,0.835597,252,0.403846,1.924432,3.753205,0.295248,46,13.346154,2.803522,0.940773
mznc12-problems/still-life-wastage/still-life.mzn_AND_mznc12-problems/still-life-wastage/11.dzn,1,1.236486,0.808743,5.122236,37.414795,4.142573,1199,0.404559,0,0,1.592371,4.354423,0.932567,15,11.46683,5.26117,3.700643
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.15.dzn,1,1.38404,0.722523,3.219451,117.045556,2.326126,201,0.493897,69,0.187032,0.476541,10.209476,1.47433,6,4.294264,10.606967,13.497089
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_7_5_30_1.dzn,1,0.905308,1.104596,6.02439,295.846038,6.654517,407,0.559529,2245,3.263989,1.023917,8.404591,2.372869,77,38.470588,3.369892,3.791863
mznc12-problems/radiation/radiation.mzn_AND_mznc12-problems/radiation/m12_10_20.dzn,1,0.710237,1.407981,2.351576,93.338818,3.310974,4093,0.020927,144,0.035671,0.850788,17.040557,0.913375,13,10.353286,8.002356,15.210992
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.2.dzn,1,1.366584,0.731752,3.201995,117.045556,2.343066,201,0.497307,69,0.187032,0.476541,10.209476,1.47433,6,4.294264,10.606967,13.496761
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.7.dzn,1,1.374065,0.727768,3.209476,117.045556,2.335753,201,0.495838,69,0.187032,0.476541,10.209476,1.47433,6,4.294264,10.606967,13.4969
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_7_3_20_1.dzn,1,0.91224,1.096203,4.736721,189.766253,5.192405,255,0.537062,841,1.988453,0.972249,7.295612,2.044041,49,25.205543,2.866642,3.701846
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.12.dzn,1,1.38404,0.722523,3.219451,117.045556,2.326126,201,0.493897,69,0.187032,0.476541,10.209476,1.47433,6,4.294264,10.606967,13.497089
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.6.dzn,1,1.369478,0.730205,3.172691,97.603023,2.316716,129,0.490018,47,0.208835,0.477045,9.799197,1.519784,5,4.200803,8.55969,10.697946
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.3.dzn,1,1.369077,0.730419,3.204489,117.045556,2.340619,201,0.496816,69,0.187032,0.476541,10.209476,1.47433,6,4.294264,10.606967,13.496801
mznc12-problems/ship-schedule/ship-schedule.cp.mzn_AND_mznc12-problems/ship-schedule/7ShipsMixedUnconst.dzn,1,1.153488,0.866935,3.046889,126.54751,2.641456,1752,0.624301,675,0.085732,2.412772,8.708988,0.779131,15,6.853048,45.904142,58.621594
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_4.dzn,1,1.537332,0.650478,2.53702,994.393366,1.650274,3201,0,80,0.024992,1.010018,76.18463,0,41,27.666354,0,0.210598
mznc12-problems/ship-schedule/ship-schedule.cp.mzn_AND_mznc12-problems/ship-schedule/7ShipsMixed.dzn,1,1.153488,0.866935,3.046889,127.078236,2.641456,1752,0.624775,675,0.085732,2.412772,8.708988,0.779131,15,6.853048,45.97092,58.679668
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_10.dzn,1,1.537332,0.650478,2.53702,994.393366,1.650274,3201,0,80,0.024992,1.010018,76.18463,0,41,27.666354,0,0.210598
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_2.dzn,1,1.537332,0.650478,2.53702,994.393366,1.650274,3201,0,80,0.024992,1.010018,76.18463,0,41,27.666354,0,0.210598
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model90-18-20.dzn,1,2.080315,0.480697,5.278203,443.620154,2.537214,871,0.542648,180,0.037466,1.279325,5.888843,0.377832,91,17.058166,69.311839,69.4506
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_5.dzn,1,1.537332,0.650478,2.53702,994.393366,1.650274,3201,0,80,0.024992,1.010018,76.18463,0,41,27.666354,0,0.210598
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model100-21-12.dzn,1,2.054912,0.486639,5.321983,510.746284,2.589884,713,0.540863,200,0.035835,1.044891,5.654127,0.368222,101,23.344268,74.705763,74.841973
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_9.dzn,1,1.537332,0.650478,2.53702,994.393366,1.650274,3201,0,80,0.024992,1.010018,76.18463,0,41,27.666354,0,0.210598
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_7.dzn,1,1.537332,0.650478,2.536707,994.393366,1.650071,3201,0,80,0.024992,1.009887,76.185255,0,41,27.641987,0,0.210497
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_1.dzn,1,1.574282,0.63521,2.573034,509.323431,1.634417,801,0,40,0.049938,0.988801,36.126092,0,21,14.332085,0,0.22329
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_10.dzn,1,1.574282,0.63521,2.573034,509.323431,1.634417,801,0,40,0.049938,0.988801,36.126092,0,21,14.332085,0,0.22329
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_7.dzn,1,1.574282,0.63521,2.573034,509.323431,1.634417,801,0,40,0.049938,0.988801,36.126092,0,21,14.332085,0,0.22329
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_8.dzn,1,1.574282,0.63521,2.573034,509.323431,1.634417,801,0,40,0.049938,0.988801,36.126092,0,21,14.332085,0,0.22329
mznc12-problems/still-life-wastage/still-life.mzn_AND_mznc12-problems/still-life-wastage/13.dzn,1,1.236179,0.808945,5.135338,41.408405,4.154204,1649,0.391243,0,0,1.605694,4.352941,0.920021,17,11.56789,6.164847,4.333647
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_6.dzn,1,1.574282,0.63521,2.573034,509.323431,1.634417,801,0,40,0.049938,0.988801,36.126092,0,21,14.332085,0,0.22329
mznc12-problems/still-life-wastage/still-life.mzn_AND_mznc12-problems/still-life-wastage/12.dzn,1,1.236345,0.808836,5.129433,39.426246,4.148869,1415,0.397605,0,0,1.599829,4.353611,0.925769,16,11.518509,5.712071,4.013971
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_8.dzn,1,1.537332,0.650478,2.53702,994.393366,1.650274,3201,0,80,0.024992,1.010018,76.18463,0,41,27.666354,0,0.210598
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_2.dzn,1,1.524927,0.655769,2.52451,1479.463301,1.655496,7201,0,120,0.016664,1.017107,116.206221,0,61,40.98403,-1,0.206733
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_3.dzn,1,1.524927,0.655769,2.524788,1479.463301,1.655678,7201,0,120,0.016664,1.016998,116.205666,0,61,40.999861,-1,0.206824
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_1.dzn,1,1.524927,0.655769,2.524788,1479.463301,1.655678,7201,0,120,0.016664,1.016998,116.205666,0,61,40.999861,-1,0.206824
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_6.dzn,1,1.524927,0.655769,2.524788,1479.463301,1.655678,7201,0,120,0.016664,1.016998,116.205666,0,61,40.999861,-1,0.206824
mznc12-problems/radiation/radiation.mzn_AND_mznc12-problems/radiation/m07_07_20.dzn,1,0.7322,1.365747,2.363443,46.735812,3.227866,941,0.031727,49,0.054198,0.70336,13.61424,0.91887,8,7.683316,3.31787,6.43157
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_5.dzn,1,1.537332,0.650478,2.532958,994.393366,1.647633,3201,0,80,0.024992,1.009594,76.686348,0,41,27.418307,0,0.209279
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_7.dzn,1,1.524927,0.655769,2.524788,1479.463301,1.655678,7201,0,120,0.016664,1.016998,116.205666,0,61,40.999861,-1,0.206824
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_9.dzn,1,1.524927,0.655769,2.524649,1479.463301,1.655587,7201,0,120,0.016664,1.016934,116.205944,0,61,40.983475,-1,0.206779
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_4.dzn,1,1.524927,0.655769,2.524649,1479.463301,1.655587,7201,0,120,0.016664,1.017134,116.205944,0,61,40.986807,-1,0.206779
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_8.dzn,1,1.524927,0.655769,2.524788,1479.463301,1.655678,7201,0,120,0.016664,1.016998,116.205666,0,61,40.999861,-1,0.206824
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_4.dzn,1,1.537332,0.650478,2.535145,994.393366,1.649055,3201,0,80,0.024992,1.011327,2.371759,0,41,27.532646,0,0.20999
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_40_6.dzn,1,1.537332,0.650478,2.53702,994.393366,1.650274,3201,0,80,0.024992,1.010018,76.18463,0,41,27.666354,0,0.210598
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_10.dzn,1,1.537332,0.650478,2.536082,994.393366,1.649665,3201,0,80,0.024992,1.009842,76.185879,0,41,27.606998,0,0.210294
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_2.dzn,1,1.537332,0.650478,2.535145,994.393366,1.649055,3201,0,80,0.024992,1.009378,76.185879,0,41,27.547017,0,0.20999
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_5.dzn,1,1.524927,0.655769,2.524649,1479.463301,1.655587,7201,0,120,0.016664,1.016998,116.205944,0,61,40.996528,-1,0.206779
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_10.dzn,1,1.524927,0.655769,2.524649,1479.463301,1.655587,7201,0,120,0.016664,1.017001,116.205944,0,61,40.995973,-1,0.206779
mznc12-problems/ship-schedule/ship-schedule.cp.mzn_AND_mznc12-problems/ship-schedule/8ShipsUnconst.dzn,1,1.128882,0.885832,3.016186,153.074127,2.671834,2499,0.640198,787,0.080425,2.106632,9.303288,0.791017,24,8.523217,51.038807,65.941
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_9.dzn,1,1.574282,0.63521,2.573034,509.323431,1.634417,801,0,40,0.049938,0.988801,36.126092,0,21,14.332085,0,0.22329
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_6.dzn,1,1.537332,0.650478,2.535458,994.393366,1.649258,3201,0,80,0.024992,1.010036,76.186504,0,41,27.566386,0,0.210092
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_7.dzn,1,1.537332,0.650478,2.532958,994.393366,1.647633,3201,0,80,0.024992,1.009736,76.188379,0,41,27.432677,0,0.209279
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_8.dzn,1,1.537332,0.650478,2.532958,994.393366,1.647633,3201,0,80,0.024992,1.009216,76.188379,0,41,27.449547,0,0.209279
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_9.dzn,1,1.53702,0.65061,2.534833,994.393366,1.649187,3201,0,80,0.024992,1.009551,76.186504,0,41,27.562012,0,0.209889
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_1.dzn,1,1.537332,0.650478,2.53577,994.393366,1.649461,3201,0,80,0.024992,1.010237,76.187129,0,41,27.605748,0,0.210193
mznc12-problems/radiation/radiation.mzn_AND_mznc12-problems/radiation/m18_12_05.dzn,1,0.701254,1.426017,2.345603,158.541622,3.344871,11247,0.016054,324,0.028986,0.984763,20.83071,0.913845,19,12.9992,12.459324,23.861845
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_3.dzn,1,1.537332,0.650478,2.533583,994.393366,1.648039,3201,0,80,0.024992,1.010217,2.371759,0,41,27.445798,0,0.209483
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_80_10.dzn,1,1.518709,0.658454,2.518475,1964.533236,1.658299,12801,0,160,0.012499,1.020505,156.21678,0,81,54.311069,-1,0.204975
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_80_1.dzn,1,1.518709,0.658454,2.518631,1964.533236,1.658402,12801,0,160,0.012499,1.020466,156.216467,0,81,54.333255,-1,0.205027
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_80_3.dzn,1,1.518709,0.658454,2.518553,1964.533236,1.658351,12801,0,160,0.012499,1.020535,156.216624,0,81,54.323881,-1,0.205001
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_80_2.dzn,1,1.518709,0.658454,2.518631,1964.533236,1.658402,12801,0,160,0.012499,1.020466,156.216467,0,81,54.333255,-1,0.205027
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_2.dzn,1,1.524927,0.655769,2.522983,1479.463301,1.654494,7201,0,120,0.016664,1.01704,2.333009,0,61,40.83044,-1,0.206229
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_5.dzn,1,1.524927,0.655769,2.523538,1479.463301,1.654858,7201,0,120,0.016664,1.01679,116.206777,0,61,40.880156,-1,0.206413
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_7.dzn,1,1.524927,0.655769,2.523677,1479.463301,1.654949,7201,0,120,0.016664,1.016995,116.207055,0,61,40.899042,-1,0.206458
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_80_8.dzn,1,1.518709,0.658454,2.518475,1964.533236,1.658299,12801,0,160,0.012499,1.020703,2.300914,0,81,54.309507,-1,0.204975
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_8.dzn,1,1.524927,0.655769,2.523261,1479.463301,1.654676,7201,0,120,0.016664,1.01707,116.207332,0,61,40.852937,-1,0.206321
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_9.dzn,1,1.524927,0.655769,2.522705,1479.463301,1.654312,7201,0,120,0.016664,1.01732,116.208443,0,61,40.813776,-1,0.206138
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_40_10.dzn,1,1.537332,0.650478,2.53702,994.393366,1.650274,3201,0,80,0.024992,1.010018,76.18463,0,41,27.666354,0,0.210598
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_40_1.dzn,1,1.537332,0.650478,2.53702,994.393366,1.650274,3201,0,80,0.024992,1.010018,76.18463,0,41,27.666354,0,0.210598
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_10.dzn,1,1.524927,0.655769,2.522983,1479.463301,1.654494,7201,0,120,0.016664,1.016993,116.207888,0,61,40.849326,-1,0.206229
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_1.dzn,1,1.524927,0.655769,2.522983,1479.463301,1.654494,7201,0,120,0.016664,1.017223,116.208166,0,61,40.853215,-1,0.206229
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_4.dzn,1,1.524927,0.655769,2.523261,1479.463301,1.654676,7201,0,120,0.016664,1.01693,116.207332,0,61,40.853215,-1,0.206321
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_80_4.dzn,1,1.518709,0.658454,2.518553,1964.533236,1.658351,12801,0,160,0.012499,1.020581,156.216624,0,81,54.321537,-1,0.205001
