@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 1'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC

@DATA
normalized-aim-100-1-6-1.xml.mzn_AND_NODATA,1,0.769231
normalized-aim-200-1-6-sat-2_ext.xml.mzn_AND_NODATA,1,0.833333
normalized-aim-200-6-0-sat-4_ext.xml.mzn_AND_NODATA,1,0.379267
normalized-3-fullins-5-7.xml.mzn_AND_NODATA,1,0.060146
normalized-aim-200-2-0-2.xml.mzn_AND_NODATA,1,0.666667
normalized-3-fullins-4-6.xml.mzn_AND_NODATA,1,0.114926
normalized-aim-50-2-0-3.xml.mzn_AND_NODATA,1,0.666667
normalized-aim-200-2-0-4.xml.mzn_AND_NODATA,1,0.666667
normalized-aim-100-2-0-sat-4_ext.xml.mzn_AND_NODATA,1,0.75188
normalized-aim-200-3-4-sat-1_ext.xml.mzn_AND_NODATA,1,0.55607
normalized-aim-100-2-0-2.xml.mzn_AND_NODATA,1,0.666667
normalized-army8-9ls.xml.mzn_AND_NODATA,1,0.662651
normalized-aim-100-2-0-unsat-4_ext.xml.mzn_AND_NODATA,1,0.75
normalized-aim-200-2-0-unsat-1_ext.xml.mzn_AND_NODATA,1,0.750939
normalized-5-fullins-4-7.xml.mzn_AND_NODATA,1,0.095217
normalized-army13-24bt.xml.mzn_AND_NODATA,1,0.451613
normalized-aim-100-1-6-unsat-3_ext.xml.mzn_AND_NODATA,1,0.840336
normalized-aim-200-3-4-3.xml.mzn_AND_NODATA,1,0.454545
normalized-anna-10.xml.mzn_AND_NODATA,1,0.279919
normalized-aim-200-2-0-sat-1_ext.xml.mzn_AND_NODATA,1,0.752823
normalized-army12-21bt.xml.mzn_AND_NODATA,1,0.454352
normalized-army10-14ls.xml.mzn_AND_NODATA,1,0.663866
normalized-army12-21ls.xml.mzn_AND_NODATA,1,0.664596
normalized-aim-200-6-0-4.xml.mzn_AND_NODATA,1,0.288809
normalized-aim-200-6-0-3.xml.mzn_AND_NODATA,1,0.287356
normalized-aim-200-3-4-sat-4_ext.xml.mzn_AND_NODATA,1,0.557103
normalized-army10-14bt.xml.mzn_AND_NODATA,1,0.460641
normalized-2-fullins-4-5.xml.mzn_AND_NODATA,1,0.130783
normalized-aim-200-2-0-sat-4_ext.xml.mzn_AND_NODATA,1,0.750939
normalized-aim-200-6-0-1.xml.mzn_AND_NODATA,1,0.287977
normalized-aim-50-1-6-unsat-3_ext.xml.mzn_AND_NODATA,1,0.833333
normalized-aim-200-6-0-sat-2_ext.xml.mzn_AND_NODATA,1,0.377596
normalized-aim-100-3-4-1.xml.mzn_AND_NODATA,1,0.454545
normalized-aim-100-2-0-unsat-1_ext.xml.mzn_AND_NODATA,1,0.75
normalized-aim-200-3-4-1.xml.mzn_AND_NODATA,1,0.455063
normalized-aim-200-2-0-unsat-4_ext.xml.mzn_AND_NODATA,1,0.75
normalized-aim-200-3-4-4.xml.mzn_AND_NODATA,1,0.454545
normalized-aim-50-1-6-2.xml.mzn_AND_NODATA,1,0.769231
normalized-aim-50-1-6-1.xml.mzn_AND_NODATA,1,0.769231
normalized-aim-50-1-6-4.xml.mzn_AND_NODATA,1,0.769231
normalized-anna-9.xml.mzn_AND_NODATA,1,0.279919
normalized-army9-12ls.xml.mzn_AND_NODATA,1,0.663342
normalized-aim-200-6-0-2.xml.mzn_AND_NODATA,1,0.286533
normalized-bibd-6-50-25-3-10_glb.xml.mzn_AND_NODATA,1,1.278928
normalized-aim-200-1-6-4.xml.mzn_AND_NODATA,1,0.769231
normalized-bibd-6-60-30-3-12_glb.xml.mzn_AND_NODATA,1,1.284404
normalized-ash608GPIA-4.xml.mzn_AND_NODATA,1,0.155023
normalized-army9-12bt.xml.mzn_AND_NODATA,1,0.464223
normalized-22s-smv.xml.mzn_AND_NODATA,1,0.453822
normalized-aim-200-2-0-3.xml.mzn_AND_NODATA,1,0.666667
normalized-aim-100-2-0-sat-2_ext.xml.mzn_AND_NODATA,1,0.75
normalized-bibd-7-42-18-3-6_glb.xml.mzn_AND_NODATA,1,1.235294
normalized-aim-100-3-4-4.xml.mzn_AND_NODATA,1,0.454545
normalized-5-fullins-4-6.xml.mzn_AND_NODATA,1,0.095217
normalized-army13-24ls.xml.mzn_AND_NODATA,1,0.664858
normalized-aim-200-1-6-1.xml.mzn_AND_NODATA,1,0.769231
normalized-bibd-6-40-20-3-8_glb.xml.mzn_AND_NODATA,1,1.270802
normalized-aim-200-2-0-sat-3_ext.xml.mzn_AND_NODATA,1,0.750939
normalized-bibd-6-70-35-3-14_glb.xml.mzn_AND_NODATA,1,1.288344
normalized-aim-200-6-0-sat-3_ext.xml.mzn_AND_NODATA,1,0.379027
normalized-aim-50-2-0-unsat-1_ext.xml.mzn_AND_NODATA,1,0.75
normalized-bibd-7-35-15-3-5_glb.xml.mzn_AND_NODATA,1,1.22807
normalized-bibd-9-36-12-3-3_glb.xml.mzn_AND_NODATA,1,1.176471
normalized-bibd-7-63-27-3-9_glb.xml.mzn_AND_NODATA,1,1.247525
normalized-bibd-8-42-21-4-9_glb.xml.mzn_AND_NODATA,1,1.205742
normalized-bibd-16-16-6-6-2_glb.xml.mzn_AND_NODATA,1,1.050193
normalized-bibd-6-100-50-3-20_glb.xml.mzn_AND_NODATA,1,1.295497
normalized-ash958GPIA-4.xml.mzn_AND_NODATA,1,0.153206
normalized-army11-17bt.xml.mzn_AND_NODATA,1,0.457355
normalized-bf-2670-001.xml.mzn_AND_NODATA,1,0.671164
normalized-anna-8.xml.mzn_AND_NODATA,1,0.279919
normalized-bibd-13-26-6-3-1_glb.xml.mzn_AND_NODATA,1,1.10303
normalized-bibd-7-77-33-3-11_glb.xml.mzn_AND_NODATA,1,1.252033
normalized-bibd-7-28-12-3-4_glb.xml.mzn_AND_NODATA,1,1.217391
normalized-aim-200-3-4-2.xml.mzn_AND_NODATA,1,0.454545
normalized-bibd-8-28-14-4-6_glb.xml.mzn_AND_NODATA,1,1.188679
normalized-bibd-9-48-16-3-4_glb.xml.mzn_AND_NODATA,1,1.186161
normalized-bibd-6-80-40-3-16_glb.xml.mzn_AND_NODATA,1,1.291314
normalized-abb313GPIA-8.xml.mzn_AND_NODATA,1,0.029181
normalized-bibd-11-22-10-5-4_glb.xml.mzn_AND_NODATA,1,1.118644
normalized-3-fullins-5-5.xml.mzn_AND_NODATA,1,0.060146
normalized-bibd-10-90-27-3-6_glb.xml.mzn_AND_NODATA,1,1.179976
normalized-bibd-10-30-9-3-2_glb.xml.mzn_AND_NODATA,1,1.149826
normalized-bibd-8-56-21-3-6_glb.xml.mzn_AND_NODATA,1,1.214458
normalized-abb313GPIA-9.xml.mzn_AND_NODATA,1,0.029181
normalized-bibd-6-90-45-3-18_glb.xml.mzn_AND_NODATA,1,1.293634
normalized-bibd-16-24-9-6-3_glb.xml.mzn_AND_NODATA,1,1.073684
normalized-bibd-7-98-42-3-14_glb.xml.mzn_AND_NODATA,1,1.25641
normalized-aim-100-1-6-sat-2_ext.xml.mzn_AND_NODATA,1,0.833333
normalized-bqwh-15-106-14_glb.xml.mzn_AND_NODATA,1,0.80303
normalized-bf-0432-007.xml.mzn_AND_NODATA,1,0.515362
normalized-bibd-15-21-7-5-2_glb.xml.mzn_AND_NODATA,1,1.074169
normalized-bibd-7-70-30-3-10_glb.xml.mzn_AND_NODATA,1,1.25
normalized-bqwh-15-106-83_ext.xml.mzn_AND_NODATA,1,0.289813
normalized-bibd-12-22-11-6-5_glb.xml.mzn_AND_NODATA,1,1.10567
normalized-bibd-15-45-24-8-12_glb.xml.mzn_AND_NODATA,1,1.104294
normalized-bf-1355-075.xml.mzn_AND_NODATA,1,0.625807
normalized-bqwh-18-141-15_glb.xml.mzn_AND_NODATA,1,0.819767
normalized-BlackHole-4-4-e-2_ext.xml.mzn_AND_NODATA,1,0.060579
normalized-bibd-8-70-35-4-15_glb.xml.mzn_AND_NODATA,1,1.219748
normalized-aim-50-1-6-unsat-4_ext.xml.mzn_AND_NODATA,1,0.833333
normalized-BlackHole-4-4-e-9_ext.xml.mzn_AND_NODATA,1,0.060579
normalized-bibd-10-60-18-3-4_glb.xml.mzn_AND_NODATA,1,1.172291
normalized-bqwh-18-141-23_glb.xml.mzn_AND_NODATA,1,0.810345
normalized-bqwh-18-141-21_ext.xml.mzn_AND_NODATA,1,0.285714
normalized-bqwh-18-141-14_ext.xml.mzn_AND_NODATA,1,0.284549
normalized-bqwh-18-141-22_ext.xml.mzn_AND_NODATA,1,0.265344
normalized-bibd-9-108-36-3-9_glb.xml.mzn_AND_NODATA,1,1.202673
normalized-aim-200-3-4-sat-2_ext.xml.mzn_AND_NODATA,1,0.55607
normalized-bqwh-18-141-27_ext.xml.mzn_AND_NODATA,1,0.292016
normalized-bqwh-18-141-29_ext.xml.mzn_AND_NODATA,1,0.277349
normalized-BlackHole-4-4-e-3_ext.xml.mzn_AND_NODATA,1,0.060579
normalized-bqwh-18-141-14_glb.xml.mzn_AND_NODATA,1,0.810345
normalized-4-fullins-5-8.xml.mzn_AND_NODATA,1,0.053632
normalized-bqwh-18-141-23_ext.xml.mzn_AND_NODATA,1,0.2692
normalized-bqwh-18-141-19_glb.xml.mzn_AND_NODATA,1,0.83432
normalized-bibd-9-72-24-3-6_glb.xml.mzn_AND_NODATA,1,1.196013
normalized-bqwh-18-141-2_ext.xml.mzn_AND_NODATA,1,0.275456
normalized-bibd-12-44-11-3-2_glb.xml.mzn_AND_NODATA,1,1.134171
normalized-4-fullins-5-5.xml.mzn_AND_NODATA,1,0.053632
normalized-bibd-7-56-24-3-8_glb.xml.mzn_AND_NODATA,1,1.244444
normalized-bqwh-18-141-22_glb.xml.mzn_AND_NODATA,1,0.801136
normalized-BlackHole-4-4-e-6_ext.xml.mzn_AND_NODATA,1,0.060579
normalized-bqwh-18-141-17_ext.xml.mzn_AND_NODATA,1,0.297003
normalized-bibd-7-49-21-3-7_glb.xml.mzn_AND_NODATA,1,1.240506
normalized-bibd-14-26-13-7-6_glb.xml.mzn_AND_NODATA,1,1.093312
normalized-bqwh-18-141-57_ext.xml.mzn_AND_NODATA,1,0.298988
normalized-bqwh-18-141-52_ext.xml.mzn_AND_NODATA,1,0.280922
normalized-bqwh-18-141-32_ext.xml.mzn_AND_NODATA,1,0.278723
normalized-bibd-7-210-60-2-10_glb.xml.mzn_AND_NODATA,1,1.26506
normalized-BlackHole-4-4-e-4_ext.xml.mzn_AND_NODATA,1,0.060579
normalized-bqwh-18-141-40_glb.xml.mzn_AND_NODATA,1,0.79661
normalized-BlackHole-4-4-e-7_ext.xml.mzn_AND_NODATA,1,0.060579
normalized-bqwh-18-141-59_ext.xml.mzn_AND_NODATA,1,0.284384
normalized-bqwh-18-141-40_ext.xml.mzn_AND_NODATA,1,0.275779
normalized-bqwh-18-141-15_ext.xml.mzn_AND_NODATA,1,0.287879
normalized-bqwh-18-141-39_ext.xml.mzn_AND_NODATA,1,0.285163
normalized-bqwh-18-141-5_ext.xml.mzn_AND_NODATA,1,0.279703
normalized-bqwh-18-141-46_ext.xml.mzn_AND_NODATA,1,0.276459
normalized-bqwh-18-141-41_glb.xml.mzn_AND_NODATA,1,0.815029
normalized-bibd-6-30-15-3-6_glb.xml.mzn_AND_NODATA,1,1.257485
normalized-bqwh-18-141-10_ext.xml.mzn_AND_NODATA,1,0.283966
normalized-bqwh-18-141-71_glb.xml.mzn_AND_NODATA,1,0.819767
normalized-bqwh-18-141-29_glb.xml.mzn_AND_NODATA,1,0.815029
normalized-bqwh-18-141-73_glb.xml.mzn_AND_NODATA,1,0.810345
normalized-bqwh-18-141-19_ext.xml.mzn_AND_NODATA,1,0.277256
normalized-bqwh-18-141-36_glb.xml.mzn_AND_NODATA,1,0.819767
normalized-bqwh-18-141-7_glb.xml.mzn_AND_NODATA,1,0.810345
normalized-bqwh-18-141-6_ext.xml.mzn_AND_NODATA,1,0.286701
normalized-bqwh-18-141-79_ext.xml.mzn_AND_NODATA,1,0.301255
normalized-bqwh-18-141-72_ext.xml.mzn_AND_NODATA,1,0.296228
normalized-bqwh-18-141-49_glb.xml.mzn_AND_NODATA,1,0.805714
normalized-bqwh-18-141-7_ext.xml.mzn_AND_NODATA,1,0.285714
normalized-bibd-8-56-28-4-12_glb.xml.mzn_AND_NODATA,1,1.214458
normalized-BlackHole-4-4-e-5_ext.xml.mzn_AND_NODATA,1,0.060579
normalized-bqwh-18-141-3_ext.xml.mzn_AND_NODATA,1,0.286142
normalized-bqwh-18-141-64_glb.xml.mzn_AND_NODATA,1,0.805714
normalized-bibd-11-55-15-3-3_glb.xml.mzn_AND_NODATA,1,1.153846
normalized-bqwh-18-141-87_glb.xml.mzn_AND_NODATA,1,0.805714
normalized-bqwh-18-141-66_ext.xml.mzn_AND_NODATA,1,0.279418
normalized-BlackHole-4-4-e-8_ext.xml.mzn_AND_NODATA,1,0.060579
normalized-bqwh-18-141-74_ext.xml.mzn_AND_NODATA,1,0.2507
normalized-bqwh-18-141-58_glb.xml.mzn_AND_NODATA,1,0.815029
normalized-bqwh-18-141-82_glb.xml.mzn_AND_NODATA,1,0.801136
normalized-bqwh-18-141-61_ext.xml.mzn_AND_NODATA,1,0.278005
normalized-bqwh-18-141-3_glb.xml.mzn_AND_NODATA,1,0.805714
normalized-bqwh-18-141-55_ext.xml.mzn_AND_NODATA,1,0.292563
normalized-bqwh-15-106-14_ext.xml.mzn_AND_NODATA,1,0.256836
normalized-bqwh-18-141-41_ext.xml.mzn_AND_NODATA,1,0.293697
normalized-bqwh-18-141-9_glb.xml.mzn_AND_NODATA,1,0.815029
normalized-bqwh-18-141-77_ext.xml.mzn_AND_NODATA,1,0.270588
normalized-bqwh-18-141-90_ext.xml.mzn_AND_NODATA,1,0.299354
normalized-bibd-22-22-7-7-2_glb.xml.mzn_AND_NODATA,1,1.039014
normalized-bqwh-18-141-42_ext.xml.mzn_AND_NODATA,1,0.28832
normalized-C1-1-20.xml.mzn_AND_NODATA,1,0.853448
normalized-C1-2-20.xml.mzn_AND_NODATA,1,0.850384
normalized-bqwh-18-141-20_glb.xml.mzn_AND_NODATA,1,0.79661
normalized-bqwh-18-141-83_ext.xml.mzn_AND_NODATA,1,0.296989
normalized-bqwh-18-141-90_glb.xml.mzn_AND_NODATA,1,0.805714
normalized-bqwh-18-141-47_ext.xml.mzn_AND_NODATA,1,0.281513
normalized-bqwh-18-141-71_ext.xml.mzn_AND_NODATA,1,0.284139
normalized-4-fullins-5-6.xml.mzn_AND_NODATA,1,0.053632
normalized-block.xml.mzn_AND_NODATA,1,0.752959
normalized-bibd-8-98-49-4-21_glb.xml.mzn_AND_NODATA,1,1.225851
normalized-bqwh-18-141-98_ext.xml.mzn_AND_NODATA,1,0.290917
normalized-bqwh-18-141-69_ext.xml.mzn_AND_NODATA,1,0.304924
normalized-bqwh-18-141-97_glb.xml.mzn_AND_NODATA,1,0.815029
normalized-bqwh-18-141-20_ext.xml.mzn_AND_NODATA,1,0.261013
normalized-bqwh-18-141-62_ext.xml.mzn_AND_NODATA,1,0.27757
normalized-bqwh-18-141-49_ext.xml.mzn_AND_NODATA,1,0.273585
normalized-bqwh-18-141-25_ext.xml.mzn_AND_NODATA,1,0.289956
normalized-bqwh-18-141-89_ext.xml.mzn_AND_NODATA,1,0.269414
normalized-bqwh-18-141-64_ext.xml.mzn_AND_NODATA,1,0.277438
normalized-bibd-7-91-39-3-13_glb.xml.mzn_AND_NODATA,1,1.255172
normalized-bqwh-18-141-88_glb.xml.mzn_AND_NODATA,1,0.805714
normalized-bqwh-18-141-82_ext.xml.mzn_AND_NODATA,1,0.291776
normalized-bqwh-18-141-84_glb.xml.mzn_AND_NODATA,1,0.801136
normalized-bqwh-18-141-59_glb.xml.mzn_AND_NODATA,1,0.83432
normalized-bqwh-18-141-94_glb.xml.mzn_AND_NODATA,1,0.819767
normalized-bqwh-18-141-46_glb.xml.mzn_AND_NODATA,1,0.810345
normalized-bqwh-18-141-94_ext.xml.mzn_AND_NODATA,1,0.266055
normalized-abb313GPIA-7.xml.mzn_AND_NODATA,1,0.029181
normalized-bqwh-18-141-43_ext.xml.mzn_AND_NODATA,1,0.2671
normalized-C2-2-15.xml.mzn_AND_NODATA,1,0.834545
normalized-bqwh-18-141-39_glb.xml.mzn_AND_NODATA,1,0.805714
normalized-C3-1-30.xml.mzn_AND_NODATA,1,0.830904
normalized-bibd-9-84-28-3-7_glb.xml.mzn_AND_NODATA,1,1.198858
normalized-C1-2-21.xml.mzn_AND_NODATA,1,0.850384
normalized-bqwh-18-141-47_glb.xml.mzn_AND_NODATA,1,0.805714
normalized-bqwh-18-141-32_glb.xml.mzn_AND_NODATA,1,0.824561
normalized-BlackHole-4-4-e-0_ext.xml.mzn_AND_NODATA,1,0.060579
normalized-chnl10-11-pb-cnf-cr.xml.mzn_AND_NODATA,1,5.238095
normalized-chnl10-15-pb-cnf-cr.xml.mzn_AND_NODATA,1,6
normalized-bibd-12-88-22-3-4_glb.xml.mzn_AND_NODATA,1,1.148979
normalized-bqwh-18-141-60_ext.xml.mzn_AND_NODATA,1,0.27972
normalized-bqwh-18-141-88_ext.xml.mzn_AND_NODATA,1,0.271495
normalized-C2-2-16.xml.mzn_AND_NODATA,1,0.834545
normalized-bqwh-18-141-61_glb.xml.mzn_AND_NODATA,1,0.801136
normalized-chnl-15-16.xml.mzn_AND_NODATA,1,7.741935
normalized-chnl15-25-pb-cnf-cr.xml.mzn_AND_NODATA,1,9.375
normalized-bibd-9-96-32-3-8_glb.xml.mzn_AND_NODATA,1,1.201001
normalized-C2-1-15.xml.mzn_AND_NODATA,1,0.834545
normalized-C2-1-16.xml.mzn_AND_NODATA,1,0.834545
normalized-blast-floppy1-8.xml.mzn_AND_NODATA,1,0.920611
normalized-C4-2-60.xml.mzn_AND_NODATA,1,0.817784
normalized-bqwh-18-141-43_glb.xml.mzn_AND_NODATA,1,0.810345
normalized-abb313GPIA-5.xml.mzn_AND_NODATA,1,0.029181
normalized-chnl15-16-pb-cnf-cr.xml.mzn_AND_NODATA,1,7.741935
normalized-C4-1-60.xml.mzn_AND_NODATA,1,0.817784
normalized-C3-3-30.xml.mzn_AND_NODATA,1,0.830904
normalized-cc-7-7-2.xml.mzn_AND_NODATA,1,0.757576
normalized-bqwh-18-141-97_ext.xml.mzn_AND_NODATA,1,0.292956
normalized-chnl10-20-pb-cnf-cr.xml.mzn_AND_NODATA,1,6.666667
normalized-bqwh-18-141-73_ext.xml.mzn_AND_NODATA,1,0.275362
normalized-chnl-20-25.xml.mzn_AND_NODATA,1,11.111111
normalized-C4-1-61.xml.mzn_AND_NODATA,1,0.817784
normalized-C4-3-61.xml.mzn_AND_NODATA,1,0.817784
normalized-cc-7-7-3.xml.mzn_AND_NODATA,1,0.757576
normalized-C3-3-31.xml.mzn_AND_NODATA,1,0.830904
normalized-chnl-15-25.xml.mzn_AND_NODATA,1,9.375
normalized-C2-3-15.xml.mzn_AND_NODATA,1,0.834545
normalized-chnl-10-20.xml.mzn_AND_NODATA,1,6.666667
normalized-cc-8-8-3.xml.mzn_AND_NODATA,1,0.742857
normalized-cc-10-10-3.xml.mzn_AND_NODATA,1,0.724014
normalized-bqwh-18-141-85_ext.xml.mzn_AND_NODATA,1,0.301772
normalized-bibd-11-110-30-3-6_glb.xml.mzn_AND_NODATA,1,1.166078
normalized-C3-2-30.xml.mzn_AND_NODATA,1,0.829855
normalized-chnl-30-40.xml.mzn_AND_NODATA,1,17.142857
normalized-bibd-7-84-36-3-12_glb.xml.mzn_AND_NODATA,1,1.253731
normalized-chnl-20-30.xml.mzn_AND_NODATA,1,12
normalized-C4-2-61.xml.mzn_AND_NODATA,1,0.817784
normalized-chnl-10-11.xml.mzn_AND_NODATA,1,5.238095
normalized-chnl35-36-pb-cnf-cr.xml.mzn_AND_NODATA,1,17.746479
normalized-bqwh-18-141-87_ext.xml.mzn_AND_NODATA,1,0.269276
normalized-chnl20-21-pb-cnf-cr.xml.mzn_AND_NODATA,1,10.243902
normalized-chnl-20-21.xml.mzn_AND_NODATA,1,10.243902
normalized-cc-9-9-2.xml.mzn_AND_NODATA,1,0.732143
normalized-bqwh-18-141-84_ext.xml.mzn_AND_NODATA,1,0.284384
normalized-cc-9-9-3.xml.mzn_AND_NODATA,1,0.732143
normalized-chnl-30-31.xml.mzn_AND_NODATA,1,15.245902
normalized-chnl-35-40.xml.mzn_AND_NODATA,1,18.666667
normalized-chnl35-40-pb-cnf-cr.xml.mzn_AND_NODATA,1,18.666667
normalized-C3-2-31.xml.mzn_AND_NODATA,1,0.829855
normalized-chnl30-40-pb-cnf-cr.xml.mzn_AND_NODATA,1,17.142857
normalized-chnl35-45-pb-cnf-cr.xml.mzn_AND_NODATA,1,19.6875
normalized-bibd-21-28-8-6-2_glb.xml.mzn_AND_NODATA,1,1.053592
normalized-chnl40-41-pb-cnf-cr.xml.mzn_AND_NODATA,1,20.246914
normalized-bqwh-18-141-92_glb.xml.mzn_AND_NODATA,1,0.801136
normalized-C1-3-21.xml.mzn_AND_NODATA,1,0.853448
normalized-bqwh-18-141-9_ext.xml.mzn_AND_NODATA,1,0.279449
normalized-circ-6-3.xml.mzn_AND_NODATA,1,0.116732
normalized-bf-1355-638.xml.mzn_AND_NODATA,1,0.599725
normalized-chnl40-45-pb-cnf-cr.xml.mzn_AND_NODATA,1,21.176471
normalized-chnl15-20-pb-cnf-cr.xml.mzn_AND_NODATA,1,8.571429
normalized-bqwh-18-141-92_ext.xml.mzn_AND_NODATA,1,0.272836
normalized-costasArray-18.xml.mzn_AND_NODATA,1,0.529968
normalized-costasArray-19.xml.mzn_AND_NODATA,1,0.528249
normalized-costasArray-20.xml.mzn_AND_NODATA,1,0.526718
normalized-chnl-35-36.xml.mzn_AND_NODATA,1,17.746479
normalized-chnl-35-45.xml.mzn_AND_NODATA,1,19.6875
