@RELATION 'FEATURE_VALUES-SAT11-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC

@DATA
./SAT11/crafted/mosoi/289/289-unsat-6x30.cnf,1,0.6013,28.5849,1.2241,0.8507,0.457,0.7551,1.5435,0.0203,0.5871,0.457,7.0723,0.3333,0.0004,0.9633,5.9841,27360
./SAT03/handmade/anton/UNSAT/SGI_30_60_20_50_3-dir.shuffled-as.sat03-114.cnf,1,45.4502,9.5123,15.4138,0.9047,0.9087,0.7464,11.9654,0.9787,1.8278,0.8978,38.6444,0.0345,2.6608,0.9711,37.6613,49070
./SAT05/crafted/sabharwal05/planning/logistics/unsat/logistics-rotate-07t5.shuffled-as.sat05-1137.cnf,1,18.45,10.5878,0.1085,0.445,0.9235,0.7281,141.434,0.9511,0.5835,0.9432,20.538,0.5513,2.805,0.8863,17.2005,88373
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-14_186.cnf,1,10.7719,1.8442,0.2592,0.6767,0.6217,0.1265,14.2115,0,0.8326,0.56,11.2954,0,2.0373,0.809,10.9847,9795
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q446.25-n35-p15-s25120921.cnf,1,35.494,9.1035,2.3059,0.8669,0.8872,0.9714,346.25,0.9714,1.989,0.8722,53.1227,0.0327,13.3554,0.9483,53.8444,129272
./SAT11/crafted/skvortsov/battleship/battleship-11-11-unsat.cnf,1,11.0207,0.0623,0.0844,0.7902,0.692,0.8333,10.5361,0.8333,0.9583,0.6919,2.6539,0,0.0014,0.8269,2.0976,726
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q1041.25-n50-p30-s30907550.cnf,1,160.4,0.1525,3.3021,0.8838,0.9762,0.9819,25.5625,0.9819,2.5629,0.9705,88.9836,0.0199,1.2831,0.9362,78.0606,490309
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-21_406.cnf,1,13.692,0.2669,6.8078,0.7061,0.7056,0.0831,15.7566,0.0031,1.105,0.657,23.0011,0,2.3313,0.8066,25.1053,22241
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-21_401.cnf,1,13.9374,0.2613,5.9256,0.6597,0.7095,0.0782,15.4287,0.0124,1.0967,0.6648,22.3937,0,2.3077,0.8034,23.8414,21509
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g7.cnf,1,42.4065,0.1731,13.0574,0.7373,0.7983,0.9299,24.5809,0.9299,1.3783,0.7848,23.9299,0.0556,4.4534,0.9048,28.2714,43649
./SAT03/handmade/anton/UNSAT/SGI_30_70_19_80_8-log.shuffled-as.sat03-143.cnf,1,7.1515,0.1839,0.2791,0.5703,0.1178,0.0107,6.1613,0,0.016,0.0647,1.6871,0,0.0013,0.6947,0.9785,36888
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-20_390.cnf,1,13.3078,3.8385,0.252,0.6841,0.6932,0.0873,20.8631,0.0032,1.0699,0.6422,21.9479,0,2.3978,0.803,24.563,20607
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-250-2.shuffled-as.sat05-2534.cnf,1,27.6506,0.1298,0.1453,0.2067,0.0391,0.2504,27.7525,0,0.1608,0.0025,1.572,0,0.2011,0.4878,0.9852,2596
./SAT11/crafted/skvortsov/battleship/battleship-16-16-unsat.cnf,1,15.9889,0.1163,0.1419,0.8331,0.7578,0.8824,16.5052,0.8824,1.2368,0.7577,3.5387,0,0.0023,0.8745,2.9757,2176
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_506.cnf,1,18.2982,4.8589,6.3842,0.7105,0.7191,0.0769,27.2359,0.0024,1.1742,0.6777,27.3461,0,2.5317,0.8383,31.1432,34386
./SAT11/crafted/spence/sgen/sgen3-n160-s40283905-sat.cnf,1,5.8605,0.2689,0.2577,0.6879,0.5832,0.6484,3.377,0.8333,0.4472,0.5832,1.1568,0,0.0001,0.8353,0.6404,384
./SAT11/crafted/skvortsov/automata-synchronization/crn_11_100_s.cnf,1,7.7162,0.3223,0.4112,0.2282,0.1128,0.2945,8.4172,0.0371,0.1226,0.0153,0.33,1.1104,0.2819,0.6422,0.1286,2355
./SAT11/crafted/skvortsov/automata-synchronization/rnd_150_42_s.cnf,1,18.9421,0.1485,0.8017,0.0758,0.2458,0.5668,23.3935,0.2481,0.3607,0.0814,1.4237,1.6948,0.2901,0.2912,0.2982,23817
./SAT05/crafted/sabharwal05/ordering/gt-ordering/sat/gt-030.shuffled-as.sat05-1295.cnf,1,5.8135,0.5634,21.1475,0.7089,0.5268,0.5096,1.261,0.0175,0.3031,0.5267,11.0015,0,0.0142,0.9146,9.087,24824
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes2.cnf,1,552.595,7.0432,6.2059,0.7862,0.8314,0.9494,525.9,0.9494,1.7337,0.8085,40.4446,0.037,6.3213,0.8976,48.0292,171155
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_505.cnf,1,14.9568,0.2336,0.2364,0.6685,0.7216,0.073,22.1837,0.0099,1.1668,0.6803,27.3145,0,2.4589,0.7873,30.593,34014
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-17_279.cnf,1,15.6557,0.391,0.2327,0.6938,0.6592,0.1062,22.3273,0,0.9613,0.6083,15.8477,0,2.2495,0.81,16.5202,21616
./SAT11/crafted/mosoi/289/289-sat-6x20.cnf,1,0.2882,49.5278,45.8912,0.9528,0.5028,0.7577,0.0069,0.0306,0.592,0.5027,6.8911,0.3333,0.0003,0.9962,6.7749,12240
./SAT05/crafted/sorge05/QG7a/gensys-ukn004.shuffled-as.sat05-3844.cnf,1,39.9948,0.1502,0.1991,0.2363,0.735,0.14,51.2065,0.0794,0.386,0.6662,0.7141,0.0321,0.3457,0.5014,0.0912,17983
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-20_388.cnf,1,22.3005,0.1925,0.1884,0.7082,0.6903,0.0915,33.6683,0,1.0759,0.6469,21.2435,0,2.4221,0.8318,23.8546,41212
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2640c305320gyes10.cnf,1,956.105,5.0777,4.2196,0.8414,0.8489,0.9546,2695.93,0.9546,1.9116,0.8496,51.0022,0.0313,9.358,0.9271,55.1258,305320
./SAT05/crafted/sabharwal05/pebbling/grid-pebbling/unsat/grid-pbl-0250.shuffled-as.sat05-1349.shuffled-as.sat05-1349.cnf,1,7.8171,0.4557,0.2916,0.2989,0.0519,0.3109,7.9255,0.0018,0.0275,0,0.5364,53.8514,0.011,0.6806,0.1313,124752
./SAT11/crafted/skvortsov/battleship/battleship-9-17-sat.cnf,1,1.8504,0.6686,0.4184,0.9026,0.8006,0.8831,0.8798,0.8831,1.284,0.8006,2.2866,0,0,0.9273,1.7426,693
./SAT04/handmade/connamacher/connm-d-0.02/connm-ue-csp-sat-n1200-d-0.02-s405595518.used-as.sat04-950.cnf,1,47.7751,0.0982,0.1512,0.2713,0.6283,0.8448,61.9426,0,0.2498,0.5808,3.1008,0.3333,1.0254,0.7147,2.9724,13289
./SAT11/crafted/skvortsov/battleship/battleship-7-12-unsat.cnf,1,1.8401,0.2446,0.3367,0.8838,0.757,0.8372,1.0747,0.8372,1.0176,0.7569,1.9216,0,0,0.9116,1.4979,301
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q326.25-n30-p15-s44266159.cnf,1,92.1546,10.7595,11.1013,0.8665,0.8751,0.9682,99.2536,0.9682,1.7983,0.8619,37.763,0.0394,15.7362,0.957,39.9038,67279
./SAT03/handmade/anton/UNSAT/SGI_30_70_26_40_6-dir.shuffled-as.sat03-163.cnf,1,8.6485,0.2183,0.1977,0.8664,0.8977,0.7118,11.5737,0.9756,1.9114,0.8879,39.5103,0.0345,3.1726,0.9522,40.138,66810
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,1,13.4185,0.1068,0.0896,0.8681,0.8682,0.9669,14.0778,0.9669,1.5366,0.854,30.9983,0.0476,4.5829,0.9466,28.6553,35586
./SAT04/handmade/connamacher/connm-d0.04/connm-ue-csp-sat-n800-d0.04-s1788334438.used-as.sat04-976.cnf,1,42.3919,0.1039,0.6504,0.3025,0.6203,0.8432,51.8103,0,0.2489,0.5674,3.4495,0.3333,1.1816,0.6844,3.3594,9695
./SAT11/crafted/skvortsov/battleship/battleship-5-8-unsat.cnf,1,1.326,0.0589,0.3624,0.8885,0.6799,0.7619,1.0035,0.7619,0.7454,0.6799,1.5092,0,0.0001,0.9249,1.3375,105
./SAT05/crafted/sorge05/QG7/iso-ukn004.shuffled-as.sat05-3385.cnf,1,11.2841,0.1761,0.2501,0.2832,0.7766,0.5443,15.6248,0.5255,0.7449,0.6636,2.6775,1.0575,0.7789,0.8422,1.0838,12666
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2400c266431gyes3.cnf,1,2068.63,4.2549,4.2994,0.8653,0.8473,0.9536,318.667,0.9536,1.8783,0.8497,50.2069,0.0323,6.4195,0.9403,56.4269,266431
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2100c215164g4.cnf,1,0.0009,38.5616,33.1361,1,0.9305,0.9822,0.0195,0.9822,2.3509,0.9304,13.5107,0.037,0.0094,1,13.5515,18954
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-12_135.cnf,1,8.1399,0.7271,0.2778,0.6727,0.5916,0.1451,9.3027,0,0.7362,0.5185,8.702,0,1.8631,0.8003,8.015,5251
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-15_218.cnf,1,13.5208,0.2327,0.2346,0.682,0.6338,0.119,17.521,0,0.8775,0.5764,12.7827,0,2.1374,0.8151,13.0056,13362
./SAT03/handmade/stanion/hwb/hwb-n28-02-S818962541.shuffled-as.sat03-1628.cnf,1,4.7117,0.4262,0.4479,0.4858,0.0316,0.3456,4.1596,0.0101,0.2894,0.0015,1.2794,0.4046,1.0462,0.9373,0.9764,896
./SAT05/crafted/sorge05/QG7a/gensys-icl005.shuffled-as.sat05-3826.cnf,1,40.2964,0.1283,0.1934,0.2363,0.7356,0.1458,51.67,0.0801,0.3885,0.6664,0.7022,0.0325,0.3399,0.5283,0.0812,18312
./SAT11/crafted/spence/sgen/sgen3-n140-s20078956-unsat.cnf,1,2.6965,0.3053,0.5425,0.8046,0.0326,0.5034,1.1037,0,0,0.003,0.746,0,0.0473,0.9605,0.4445,292
./SAT03/handmade/anton/UNSAT/SGI_30_70_20_70_1-dir.shuffled-as.sat03-146.cnf,1,42.8065,6.6556,15.5556,0.9219,0.8885,0.7058,8.8963,0.9694,1.7616,0.8742,36.7272,0.0345,3.706,0.9674,33.8019,46988
./SAT11/crafted/skvortsov/battleship/battleship-14-27-sat.cnf,1,2.3693,0.5712,0.4158,0.9182,0.8577,0.9261,1.4099,0.9261,1.6999,0.8577,3.109,0,0.0001,0.9355,2.4353,2653
./SAT03/handmade/anton/UNSAT/SGI_30_70_22_70_7-dir.shuffled-as.sat03-154.cnf,1,7.7368,0.1601,2.0854,0.9163,0.8896,0.7131,7.5683,0.9718,1.8073,0.8749,41.3467,0.0345,3.9908,0.9665,40.984,56654
./SAT02/handmade/chu-min-li/urquhart/urquhart3_25bis.shuffled.cnf,1,2.2246,0.2076,0.6409,0.9922,0,0.3636,1.0228,0,0.101,0,1.3984,0.375,0.0783,0.9986,1.0672,264
./SAT03/handmade/bevan/cnf/marg3x3add8.shuffled-as.sat03-1449.cnf,1,1.1544,0,0.4637,0.9909,0,0.2545,1,0,0.0958,0,1.6543,0,0.0476,0.9976,1.6657,224
./SAT05/crafted/sorge05/QG7a/gensys-ukn003.shuffled-as.sat05-3843.cnf,1,42.0563,0.4731,0.2135,0.2322,0.7349,0.1264,53.4433,0.07,0.3783,0.6665,0.6316,0.0352,0.3244,0.5297,0.0737,18767
./SAT11/crafted/skvortsov/battleship/battleship-13-13-unsat.cnf,1,13.9373,0.0779,0.0917,0.8087,0.7234,0.8571,13.3747,0.8571,1.0778,0.7233,3.0163,0,0.0014,0.849,2.308,1183
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-6_2072.cnf,1,51.4167,3.2271,0.3334,0.3934,0.5751,0.1004,87.2564,0,0.518,0.3464,6.9805,0.5737,5.6306,0.4943,3.8478,159039
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q326.25-n30-p30-s48700942.cnf,1,198.04,0.2285,10.4124,0.8475,0.8892,0.9713,16.9612,0.9713,1.9806,0.8762,43.9567,0.0329,5.9158,0.9517,43.6786,93431
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_464.cnf,1,14.3355,0.2529,1.7188,0.6915,0.7112,0.08,20.4194,0.0027,1.1402,0.6667,25.4655,0,2.4657,0.8052,28.9393,28991
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q585-n40-p30-s19690873.cnf,1,1299.6,6.3565,5.8027,0.8265,0.9031,0.979,616.4,0.979,2.2519,0.8845,70.3192,0.025,9.4155,0.9153,75.1825,253275
./SAT03/handmade/anton/UNSAT/SGI_30_70_20_60_10-dir.shuffled-as.sat03-144.cnf,1,46.7563,0.2026,13.616,0.9096,0.8886,0.7195,6.7374,0.9697,1.8913,0.8797,36.4543,0.0345,2.5197,0.9583,37.4356,46074
./SAT11/crafted/skvortsov/automata-synchronization/crn_11_99_u.cnf,1,7.8195,0.3276,0.4874,0.2088,0.115,0.2961,8.6223,0.0323,0.1205,0.0153,0.3286,1.1029,0.2805,0.5971,0.1301,2332
./SAT04/handmade/anton/l4k4/lksat-n900-m6174-k4-l4-s819398222.used-as.sat04-929.cnf,1,30.0438,0.1653,0.3913,0.117,0.2353,0.3081,31.42,0.0017,0.0323,0.1122,0.6928,0.0905,0.8625,0.2724,0.2403,6174
./SAT04/handmade/anton/l5k3/lksat-n900-m3357-k3-l5-s950595579.used-as.sat04-938.cnf,1,20.2231,0.2233,0.3062,0.1234,0.3938,0.4563,19.4106,0.0049,0.1261,0.2029,0.7915,0.2078,0.8596,0.4112,0.2524,3357
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q255-n25-p15-s2076598.cnf,1,18.4692,14.9625,13.4794,0.9234,0.9025,0.9871,23.9741,0.9871,1.6828,0.8899,26.3538,0.0481,1.3865,0.9647,20.4521,29734
./SAT02/handmade/simon/satex-challenges/c6288.shuffled.cnf,1,97.9036,0.1444,0.3683,0.1566,0.1154,0.5419,108.052,0.2396,0.571,0.0083,0.6973,1.5319,0.834,0.4333,0.284,14813
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-18_312.cnf,1,19.6965,3.6691,2.9179,0.7052,0.6706,0.1007,29.7086,0,1.0008,0.6225,17.2726,0,2.3066,0.8053,18.4885,26889
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1375c111739g4.cnf,1,14.8376,7.5757,0.2192,0.7565,0.8093,0.9349,56.4521,0.9349,1.4666,0.7983,26.832,0.05,6.763,0.9073,32.2747,61409
./SAT05/crafted/roussel05/visbmc-PHNF/phnf-size10-exclusive-philo.used-as.sat04-988.shuffled-as.sat05-4195.cnf,1,5121,0.1803,0,0.0273,0.8356,0.6449,4568.5,0.8588,0.8257,0.791,25.6627,0.1326,1.1746,0.0871,18.7974,1711065
./SAT04/handmade/kexu/frb-0.8/frb45-21-1.used-as.sat04-883.cnf,1,87.0537,0.1572,11.6992,0.7478,0.8085,0.9348,28.7069,0.9348,1.4682,0.7971,27.6208,0.05,4.7234,0.9059,32.2678,61855
./SAT11/crafted/skvortsov/battleship/battleship-11-21-sat.cnf,1,2.4794,0.515,1.2217,0.9074,0.8288,0.9052,1.5199,0.9052,1.4642,0.8288,2.6288,0,0.0001,0.9245,2.0464,1276
./SAT05/crafted/sorge05/QG7a/gensys-brn002.shuffled-as.sat05-3935.cnf,1,36.7216,0.134,0.199,0.2475,0.7366,0.1178,47.0583,0.0801,0.3821,0.6662,0.6482,0.0398,0.3236,0.572,0.0878,15897
./SAT04/handmade/kexu/frb-0.8/frb59-26-2.used-as.sat04-892.cnf,1,30.5,0.1247,2.1412,0.726,0.8362,0.9463,43.092,0.9463,1.6619,0.824,36.5561,0.04,5.0976,0.9286,42.7295,132295
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2100c215164gyes2.cnf,1,703.75,0.1174,4.2899,0.8016,0.8382,0.9552,55,0.9552,1.8716,0.7988,49.8732,0.0323,14.3093,0.9243,52.6108,266431
./SAT11/crafted/spence/sgen/sgen3-n260-s62321009-sat.cnf,1,8.7583,0.2271,0.2081,0.6511,0.5832,0.6298,4.9794,0.8333,0.4472,0.5832,1.0406,0,0.0001,0.8229,0.5184,624
./SAT11/crafted/mosoi/289/289-sat-6x19.cnf,1,0.0004,52.3259,48.3735,0.9662,0.509,0.7581,0.0007,0.0323,0.5928,0.509,6.6574,0.3333,0.0002,0.9973,6.5448,11058
./SAT11/crafted/skvortsov/automata-synchronization/rnd_100_28_u.cnf,1,16.2543,0.1618,0.3569,0.1085,0.3044,0.6326,18.511,0.272,1.0135,0.0979,1.5156,1.4943,0.3744,0.5299,0.4049,10578
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_4300_4300_170.shuffled.cnf,1,10.306,0.2737,0.2783,0.5555,0.0249,0.1925,9.0018,0,0.0467,0.0077,1.3049,0,0.1059,0.7388,0.8235,2924
./SAT11/crafted/skvortsov/battleship/battleship-16-31-sat.cnf,1,3.6968,6.5197,5.1193,0.9239,0.8716,0.9356,3.0186,0.9356,1.8405,0.8716,3.4461,0,0.0002,0.9393,2.6771,3976
./SAT11/crafted/mosoi/289/289-unsat-9x32.cnf,1,48.1882,0.0016,0.0128,0.7197,0.3987,0.753,48.0057,0.012,0.5831,0.3985,12.7416,0.3333,0.0066,0.813,11.9033,73440
./SAT11/crafted/skvortsov/battleship/battleship-15-29-sat.cnf,1,2.8741,0.4844,2.8354,0.9209,0.865,0.9312,1.955,0.9312,1.7716,0.865,3.2788,0,0.0001,0.9367,2.5804,3270
./SAT11/crafted/spence/sgen/sgen3-n140-s18527668-sat.cnf,1,5.2772,0.2802,0.2679,0.6989,0.5832,0.6756,3.0262,0.8333,0.4472,0.5831,1.1919,0,0.0001,0.8357,0.6773,336
./SAT11/crafted/spence/sgen/sgen3-n220-s24359701-sat.cnf,1,7.6201,0.2379,0.221,0.6645,0.5832,0.6117,4.3764,0.8333,0.4472,0.5832,1.0796,0,0.0001,0.8368,0.556,528
./SAT11/crafted/mosoi/289/289-sat-6x9.cnf,1,0,0,0,0.9992,0.619,0.7674,0,0.0698,0.6106,0.619,3.8406,0.3333,0,0.9999,3.8581,2538
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1327.5-n60-p15-s1351253.cnf,1,46903.8,0.0704,2.4459,0.879,0.9812,0.9798,88.3333,0.9798,2.6652,0.9857,109.81,0.0179,1.8952,0.9283,163.344,1120760
./SAT11/crafted/mosoi/289/289-unsat-17x27.cnf,1,227.9,0.0277,0.0138,0.6172,0.3519,0.7518,228.306,0.0072,0.5808,0.3304,17.0365,0.3333,12.0454,0.6698,14.6792,194157
./SAT05/crafted/sorge05/QG6/dead-dnd002.shuffled-as.sat05-2713.cnf,1,7.6118,0.185,0.3084,0.4355,0.685,0.1419,14.9506,0.1019,0.4536,0.6105,1.0203,0.0807,0.4237,0.8731,0.3467,7095
./SAT11/crafted/skvortsov/battleship/battleship-10-18-sat.cnf,1,1.9359,0.5729,0.411,0.8977,0.8154,0.8901,0.9264,0.8901,1.3315,0.8154,2.4348,0,0.0001,0.9216,1.8782,910
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v1150c84314gyes1.cnf,1,14.6154,0.159,0.2714,0.7691,0.8092,0.9349,27.0723,0.9349,1.4631,0.7982,26.8379,0.05,8.7813,0.9403,31.7733,61409
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_508.cnf,1,13.9332,0.2442,0.2622,0.7047,0.7189,0.077,22.3921,0.0025,1.1742,0.6772,27.5149,0,2.4937,0.8067,31.9825,34661
