@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 5'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_sums_count NUMERIC
@ATTRIBUTE stats_var_bool NUMERIC
@ATTRIBUTE stats_edge_density NUMERIC
@ATTRIBUTE stats_branchingvars NUMERIC
@ATTRIBUTE stats_varcount NUMERIC

@DATA
3-fullins-5-6.xml.watchless.minion.gz,1,0,0,0.016388,2030,2030
3-fullins-5-7.xml.watchless.minion.gz,1,0,0,0.016388,2030,2030
3-fullins-5-8.xml.watchless.minion.gz,1,0,0,0.016388,2030,2030
3-insertions-3-3.xml.watchless.minion.gz,1,0,0,0.071429,56,56
3-insertions-3-4.xml.watchless.minion.gz,1,0,0,0.071429,56,56
3-insertions-4-3.xml.watchless.minion.gz,1,0,0,0.026589,281,281
3-insertions-4-4.xml.watchless.minion.gz,1,0,0,0.026589,281,281
3-insertions-4-5.xml.watchless.minion.gz,1,0,0,0.026589,281,281
3-insertions-5-3.xml.watchless.minion.gz,1,0,0,0.009816,1406,1406
3-insertions-5-4.xml.watchless.minion.gz,1,0,0,0.009816,1406,1406
3-insertions-5-5.xml.watchless.minion.gz,1,0,0,0.009816,1406,1406
3-insertions-5-6.xml.watchless.minion.gz,1,0,0,0.009816,1406,1406
4-fullins-3-6.xml.watchless.minion.gz,1,0,0,0.083993,114,114
4-fullins-3-7.xml.watchless.minion.gz,1,0,0,0.083993,114,114
4-fullins-4-6.xml.watchless.minion.gz,1,0,0,0.027976,690,690
4-fullins-4-7.xml.watchless.minion.gz,1,0,0,0.027976,690,690
4-fullins-4-8.xml.watchless.minion.gz,1,0,0,0.027976,690,690
4-fullins-5-5.xml.watchless.minion.gz,1,0,0,0.008997,4146,4146
4-fullins-5-6.xml.watchless.minion.gz,1,0,0,0.008997,4146,4146
4-fullins-5-7.xml.watchless.minion.gz,1,0,0,0.008997,4146,4146
4-fullins-5-8.xml.watchless.minion.gz,1,0,0,0.008997,4146,4146
4-insertions-3-3.xml.watchless.minion.gz,1,0,0,0.050633,79,79
4-insertions-3-4.xml.watchless.minion.gz,1,0,0,0.050633,79,79
4-insertions-4-3.xml.watchless.minion.gz,1,0,0,0.015945,475,475
4-insertions-4-4.xml.watchless.minion.gz,1,0,0,0.015945,475,475
4-insertions-4-5.xml.watchless.minion.gz,1,0,0,0.015945,475,475
5-fullins-3-6.xml.watchless.minion.gz,1,0,0,0.067227,154,154
5-fullins-3-7.xml.watchless.minion.gz,1,0,0,0.067227,154,154
5-fullins-3-8.xml.watchless.minion.gz,1,0,0,0.067227,154,154
5-fullins-4-6.xml.watchless.minion.gz,1,0,0,0.019377,1085,1085
5-fullins-4-7.xml.watchless.minion.gz,1,0,0,0.019377,1085,1085
5-fullins-4-8.xml.watchless.minion.gz,1,0,0,0.019377,1085,1085
5-fullins-4-9.xml.watchless.minion.gz,1,0,0,0.019377,1085,1085
abb313GPIA-10.xml.watchless.minion.gz,1,0,0,0.044047,1557,1557
abb313GPIA-5.xml.watchless.minion.gz,1,0,0,0.044047,1557,1557
abb313GPIA-7.xml.watchless.minion.gz,1,0,0,0.044047,1557,1557
abb313GPIA-8.xml.watchless.minion.gz,1,0,0,0.044047,1557,1557
abb313GPIA-9.xml.watchless.minion.gz,1,0,0,0.044047,1557,1557
aim-100-1-6-sat-1_ext.xml.minion.converted.minion.gz,1,0,0,0.071919,100,100
aim-100-1-6-sat-2_ext.xml.minion.converted.minion.gz,1,0,0,0.071717,100,100
aim-100-1-6-sat-3_ext.xml.minion.converted.minion.gz,1,0,0,0.074141,100,100
aim-100-1-6-sat-4_ext.xml.minion.converted.minion.gz,1,0,0,0.073333,100,100
aim-100-1-6-unsat-1_ext.xml.minion.converted.minion.gz,1,0,0,0.082828,100,100
aim-100-1-6-unsat-2_ext.xml.minion.converted.minion.gz,1,0,0,0.078788,100,100
aim-100-1-6-unsat-3_ext.xml.minion.converted.minion.gz,1,0,0,0.080404,100,100
aim-100-1-6-unsat-4_ext.xml.minion.converted.minion.gz,1,0,0,0.08202,100,100
aim-100-2-0-sat-1_ext.xml.minion.converted.minion.gz,1,0,0,0.090505,100,100
aim-100-2-0-sat-2_ext.xml.minion.converted.minion.gz,1,0,0,0.093737,100,100
aim-100-2-0-sat-3_ext.xml.minion.converted.minion.gz,1,0,0,0.089899,100,100
aim-100-2-0-sat-4_ext.xml.minion.converted.minion.gz,1,0,0,0.093131,100,100
aim-100-2-0-unsat-1_ext.xml.minion.converted.minion.gz,1,0,0,0.104444,100,100
aim-100-2-0-unsat-2_ext.xml.minion.converted.minion.gz,1,0,0,0.102424,100,100
aim-100-2-0-unsat-3_ext.xml.minion.converted.minion.gz,1,0,0,0.099798,100,100
aim-100-2-0-unsat-4_ext.xml.minion.converted.minion.gz,1,0,0,0.100808,100,100
aim-100-3-4-sat-1_ext.xml.minion.converted.minion.gz,1,0,0,0.150909,100,100
aim-100-3-4-sat-2_ext.xml.minion.converted.minion.gz,1,0,0,0.151515,100,100
aim-100-3-4-sat-3_ext.xml.minion.converted.minion.gz,1,0,0,0.149091,100,100
aim-100-3-4-sat-4_ext.xml.minion.converted.minion.gz,1,0,0,0.150505,100,100
aim-100-6-0-sat-1_ext.xml.minion.converted.minion.gz,1,0,0,0.243838,100,100
aim-100-6-0-sat-2_ext.xml.minion.converted.minion.gz,1,0,0,0.242222,100,100
aim-100-6-0-sat-3_ext.xml.minion.converted.minion.gz,1,0,0,0.249091,100,100
aim-100-6-0-sat-4_ext.xml.minion.converted.minion.gz,1,0,0,0.243434,100,100
aim-200-1-6-sat-1_ext.xml.minion.converted.minion.gz,1,0,0,0.037186,200,200
aim-200-1-6-sat-2_ext.xml.minion.converted.minion.gz,1,0,0,0.037136,200,200
aim-200-1-6-sat-3_ext.xml.minion.converted.minion.gz,1,0,0,0.036985,200,200
aim-200-1-6-sat-4_ext.xml.minion.converted.minion.gz,1,0,0,0.037136,200,200
aim-200-1-6-unsat-1_ext.xml.minion.converted.minion.gz,1,0,0,0.04201,200,200
aim-200-1-6-unsat-2_ext.xml.minion.converted.minion.gz,1,0,0,0.042111,200,200
aim-200-1-6-unsat-3_ext.xml.minion.converted.minion.gz,1,0,0,0.040553,200,200
aim-200-1-6-unsat-4_ext.xml.minion.converted.minion.gz,1,0,0,0.042663,200,200
aim-200-2-0-sat-1_ext.xml.minion.converted.minion.gz,1,0,0,0.046533,200,200
aim-200-2-0-sat-2_ext.xml.minion.converted.minion.gz,1,0,0,0.046482,200,200
aim-200-2-0-sat-3_ext.xml.minion.converted.minion.gz,1,0,0,0.046482,200,200
aim-200-2-0-sat-4_ext.xml.minion.converted.minion.gz,1,0,0,0.046533,200,200
aim-200-2-0-unsat-1_ext.xml.minion.converted.minion.gz,1,0,0,0.05206,200,200
aim-200-2-0-unsat-2_ext.xml.minion.converted.minion.gz,1,0,0,0.051658,200,200
aim-200-2-0-unsat-3_ext.xml.minion.converted.minion.gz,1,0,0,0.051859,200,200
aim-200-2-0-unsat-4_ext.xml.minion.converted.minion.gz,1,0,0,0.052462,200,200
aim-200-3-4-sat-1_ext.xml.minion.converted.minion.gz,1,0,0,0.077889,200,200
aim-200-3-4-sat-2_ext.xml.minion.converted.minion.gz,1,0,0,0.076985,200,200
aim-200-3-4-sat-3_ext.xml.minion.converted.minion.gz,1,0,0,0.077387,200,200
aim-200-3-4-sat-4_ext.xml.minion.converted.minion.gz,1,0,0,0.077236,200,200
aim-200-6-0-sat-1_ext.xml.minion.converted.minion.gz,1,0,0,0.152261,200,200
aim-200-6-0-sat-2_ext.xml.minion.converted.minion.gz,1,0,0,0.153467,200,200
aim-200-6-0-sat-3_ext.xml.minion.converted.minion.gz,1,0,0,0.153166,200,200
aim-200-6-0-sat-4_ext.xml.minion.converted.minion.gz,1,0,0,0.152261,200,200
aim-50-1-6-sat-1_ext.xml.minion.converted.minion.gz,1,0,0,0.14449,50,50
aim-50-1-6-sat-2_ext.xml.minion.converted.minion.gz,1,0,0,0.14449,50,50
aim-50-1-6-sat-3_ext.xml.minion.converted.minion.gz,1,0,0,0.142857,50,50
aim-50-1-6-sat-4_ext.xml.minion.converted.minion.gz,1,0,0,0.140408,50,50
aim-50-1-6-unsat-1_ext.xml.minion.converted.minion.gz,1,0,0,0.142041,50,50
aim-50-1-6-unsat-2_ext.xml.minion.converted.minion.gz,1,0,0,0.155102,50,50
aim-50-1-6-unsat-3_ext.xml.minion.converted.minion.gz,1,0,0,0.142857,50,50
aim-50-1-6-unsat-4_ext.xml.minion.converted.minion.gz,1,0,0,0.157551,50,50
aim-50-2-0-sat-1_ext.xml.minion.converted.minion.gz,1,0,0,0.177959,50,50
aim-50-2-0-sat-2_ext.xml.minion.converted.minion.gz,1,0,0,0.17551,50,50
aim-50-2-0-sat-3_ext.xml.minion.converted.minion.gz,1,0,0,0.179592,50,50
aim-50-2-0-sat-4_ext.xml.minion.converted.minion.gz,1,0,0,0.166531,50,50
aim-50-2-0-unsat-1_ext.xml.minion.converted.minion.gz,1,0,0,0.201633,50,50
aim-50-2-0-unsat-2_ext.xml.minion.converted.minion.gz,1,0,0,0.195918,50,50
aim-50-2-0-unsat-3_ext.xml.minion.converted.minion.gz,1,0,0,0.190204,50,50
aim-50-2-0-unsat-4_ext.xml.minion.converted.minion.gz,1,0,0,0.190204,50,50
aim-50-3-4-sat-1_ext.xml.minion.converted.minion.gz,1,0,0,0.286531,50,50
aim-50-3-4-sat-2_ext.xml.minion.converted.minion.gz,1,0,0,0.28898,50,50
aim-50-3-4-sat-3_ext.xml.minion.converted.minion.gz,1,0,0,0.292245,50,50
aim-50-3-4-sat-4_ext.xml.minion.converted.minion.gz,1,0,0,0.277551,50,50
aim-50-6-0-sat-1_ext.xml.minion.converted.minion.gz,1,0,0,0.453878,50,50
aim-50-6-0-sat-2_ext.xml.minion.converted.minion.gz,1,0,0,0.440816,50,50
aim-50-6-0-sat-3_ext.xml.minion.converted.minion.gz,1,0,0,0.427755,50,50
aim-50-6-0-sat-4_ext.xml.minion.converted.minion.gz,1,0,0,0.441633,50,50
ash331GPIA-3.xml.watchless.minion.gz,1,0,0,0.01911,662,662
ash331GPIA-4.xml.watchless.minion.gz,1,0,0,0.01911,662,662
ash608GPIA-3.xml.watchless.minion.gz,1,0,0,0.010618,1216,1216
ash608GPIA-4.xml.watchless.minion.gz,1,0,0,0.010618,1216,1216
ash958GPIA-3.xml.watchless.minion.gz,1,0,0,0.006817,1916,1916
ash958GPIA-4.xml.watchless.minion.gz,1,0,0,0.006817,1916,1916
bf-0432-007_ext.xml.minion.converted.minion.gz,1,0,0,0.006013,970,970
bf-1355-075_ext.xml.minion.converted.minion.gz,1,0,0,0.002226,1818,1818
bf-1355-638_ext.xml.minion.converted.minion.gz,1,0,0,0.004439,532,532
bf-2670-001_ext.xml.minion.converted.minion.gz,1,0,0,0.00222,1244,1244
BlackHole-4-13-e-0_ext.xml.minion.converted.minion.gz,1,0,0,0.195838,208,208
BlackHole-4-13-e-1_ext.xml.minion.converted.minion.gz,1,0,0,0.195838,208,208
BlackHole-4-13-e-2_ext.xml.minion.converted.minion.gz,1,0,0,0.195838,208,208
BlackHole-4-13-e-3_ext.xml.minion.converted.minion.gz,1,0,0,0.195838,208,208
BlackHole-4-13-m-0_ext.xml.minion.converted.minion.gz,1,0,0,0.195838,208,208
BlackHole-4-13-m-1_ext.xml.minion.converted.minion.gz,1,0,0,0.195838,208,208
BlackHole-4-13-m-2_ext.xml.minion.converted.minion.gz,1,0,0,0.195838,208,208
BlackHole-4-4-e-0_ext.xml.minion.converted.minion.gz,1,0,0,0.213294,64,64
BlackHole-4-4-e-0_ext.xml.minion.conv.minion,1,0,0,0.213294,64,64
BlackHole-4-4-e-1_ext.xml.minion.converted.minion.gz,1,0,0,0.213294,64,64
BlackHole-4-4-e-1_ext.xml.minion.conv.minion,1,0,0,0.213294,64,64
BlackHole-4-4-e-2_ext.xml.minion.converted.minion.gz,1,0,0,0.213294,64,64
BlackHole-4-4-e-2_ext.xml.minion.conv.minion,1,0,0,0.213294,64,64
BlackHole-4-4-e-3_ext.xml.minion.converted.minion.gz,1,0,0,0.213294,64,64
BlackHole-4-4-e-3_ext.xml.minion.conv.minion,1,0,0,0.213294,64,64
BlackHole-4-4-e-4_ext.xml.minion.converted.minion.gz,1,0,0,0.213294,64,64
BlackHole-4-4-e-4_ext.xml.minion.conv.minion,1,0,0,0.213294,64,64
BlackHole-4-4-e-5_ext.xml.minion.converted.minion.gz,1,0,0,0.213294,64,64
BlackHole-4-4-e-5_ext.xml.minion.conv.minion,1,0,0,0.213294,64,64
BlackHole-4-4-e-6_ext.xml.minion.converted.minion.gz,1,0,0,0.213294,64,64
BlackHole-4-4-e-6_ext.xml.minion.conv.minion,1,0,0,0.213294,64,64
BlackHole-4-4-e-7_ext.xml.minion.converted.minion.gz,1,0,0,0.213294,64,64
BlackHole-4-4-e-7_ext.xml.minion.conv.minion,1,0,0,0.213294,64,64
BlackHole-4-4-e-8_ext.xml.minion.converted.minion.gz,1,0,0,0.213294,64,64
BlackHole-4-4-e-8_ext.xml.minion.conv.minion,1,0,0,0.213294,64,64
BlackHole-4-4-e-9_ext.xml.minion.converted.minion.gz,1,0,0,0.213294,64,64
BlackHole-4-4-e-9_ext.xml.minion.conv.minion,1,0,0,0.213294,64,64
BlackHole-4-7-e-0_ext.xml.minion.converted.minion.gz,1,0,0,0.202703,112,112
BlackHole-4-7-e-1_ext.xml.minion.converted.minion.gz,1,0,0,0.202703,112,112
BlackHole-4-7-e-2_ext.xml.minion.converted.minion.gz,1,0,0,0.202703,112,112
BlackHole-4-7-e-3_ext.xml.minion.converted.minion.gz,1,0,0,0.202703,112,112
BlackHole-4-7-e-4_ext.xml.minion.converted.minion.gz,1,0,0,0.202703,112,112
BlackHole-4-7-e-5_ext.xml.minion.converted.minion.gz,1,0,0,0.202703,112,112
BlackHole-4-7-e-6_ext.xml.minion.converted.minion.gz,1,0,0,0.202703,112,112
BlackHole-4-7-e-7_ext.xml.minion.converted.minion.gz,1,0,0,0.202703,112,112
BlackHole-4-7-e-8_ext.xml.minion.converted.minion.gz,1,0,0,0.202703,112,112
BlackHole-4-7-e-9_ext.xml.minion.converted.minion.gz,1,0,0,0.202703,112,112
BlackHole-4-7-h-0_ext.xml.minion.converted.minion.gz,1,0,0,0.202703,112,112
BlackHole-4-7-h-1_ext.xml.minion.converted.minion.gz,1,0,0,0.202703,112,112
BlackHole-4-7-h-2_ext.xml.minion.converted.minion.gz,1,0,0,0.202703,112,112
BlackHole-4-7-h-3_ext.xml.minion.converted.minion.gz,1,0,0,0.202703,112,112
BlackHole-4-7-h-4_ext.xml.minion.converted.minion.gz,1,0,0,0.202703,112,112
BlackHole-4-7-h-5_ext.xml.minion.converted.minion.gz,1,0,0,0.202703,112,112
BlackHole-4-7-h-6_ext.xml.minion.converted.minion.gz,1,0,0,0.202703,112,112
BlackHole-4-7-h-7_ext.xml.minion.converted.minion.gz,1,0,0,0.202703,112,112
BlackHole-4-7-h-8_ext.xml.minion.converted.minion.gz,1,0,0,0.202703,112,112
BlackHole-4-7-h-9_ext.xml.minion.converted.minion.gz,1,0,0,0.202703,112,112
bqwh-15-106-0_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-10_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-11_ext.xml.minion.converted.minion.gz,1,0,0,0.108895,106,106
bqwh-15-106-11_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106
bqwh-15-106-13_ext.xml.minion.converted.minion.gz,1,0,0,0.103324,106,106
bqwh-15-106-13_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-14_glb.xml.minion.conv.minion,1,0,0,0.115903,106,106
bqwh-15-106-15_ext.xml.minion.converted.minion.gz,1,0,0,0.10602,106,106
bqwh-15-106-15_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106
bqwh-15-106-17_ext.xml.minion.converted.minion.gz,1,0,0,0.106739,106,106
bqwh-15-106-18_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106
bqwh-15-106-19_ext.xml.minion.converted.minion.gz,1,0,0,0.104403,106,106
bqwh-15-106-19_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-1_ext.xml.minion.converted.minion.gz,1,0,0,0.103684,106,106
bqwh-15-106-1_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-20_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106
bqwh-15-106-21_ext.xml.minion.converted.minion.gz,1,0,0,0.101168,106,106
bqwh-15-106-21_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-22_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-23_ext.xml.minion.converted.minion.gz,1,0,0,0.103863,106,106
bqwh-15-106-23_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-24_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-25_ext.xml.minion.converted.minion.gz,1,0,0,0.106918,106,106
bqwh-15-106-25_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-26_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106
bqwh-15-106-27_ext.xml.minion.converted.minion.gz,1,0,0,0.103145,106,106
bqwh-15-106-28_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106
bqwh-15-106-29_ext.xml.minion.converted.minion.gz,1,0,0,0.105301,106,106
bqwh-15-106-29_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-2_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-30_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106
bqwh-15-106-31_ext.xml.minion.converted.minion.gz,1,0,0,0.108176,106,106
bqwh-15-106-31_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-32_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-33_ext.xml.minion.converted.minion.gz,1,0,0,0.104223,106,106
bqwh-15-106-33_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-34_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106
bqwh-15-106-35_ext.xml.minion.converted.minion.gz,1,0,0,0.112129,106,106
bqwh-15-106-35_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-36_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-37_ext.xml.minion.converted.minion.gz,1,0,0,0.100988,106,106
bqwh-15-106-37_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-38_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-39_ext.xml.minion.converted.minion.gz,1,0,0,0.109434,106,106
bqwh-15-106-39_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106
bqwh-15-106-3_ext.xml.minion.converted.minion.gz,1,0,0,0.107457,106,106
bqwh-15-106-3_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106
bqwh-15-106-40_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-41_ext.xml.minion.converted.minion.gz,1,0,0,0.103324,106,106
bqwh-15-106-41_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106
bqwh-15-106-42_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-43_ext.xml.minion.converted.minion.gz,1,0,0,0.105301,106,106
bqwh-15-106-43_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-44_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-45_ext.xml.minion.converted.minion.gz,1,0,0,0.110153,106,106
bqwh-15-106-45_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-46_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-47_ext.xml.minion.converted.minion.gz,1,0,0,0.104942,106,106
bqwh-15-106-47_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-48_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-49_ext.xml.minion.converted.minion.gz,1,0,0,0.106199,106,106
bqwh-15-106-49_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-4_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-50_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-51_ext.xml.minion.converted.minion.gz,1,0,0,0.108715,106,106
bqwh-15-106-51_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-53_ext.xml.minion.converted.minion.gz,1,0,0,0.107098,106,106
bqwh-15-106-53_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106
bqwh-15-106-54_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-55_ext.xml.minion.converted.minion.gz,1,0,0,0.108895,106,106
bqwh-15-106-55_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106
bqwh-15-106-56_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-57_ext.xml.minion.converted.minion.gz,1,0,0,0.106379,106,106
bqwh-15-106-57_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-58_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-59_ext.xml.minion.converted.minion.gz,1,0,0,0.108895,106,106
bqwh-15-106-59_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106
bqwh-15-106-5_ext.xml.minion.converted.minion.gz,1,0,0,0.105481,106,106
bqwh-15-106-5_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-60_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-61_ext.xml.minion.converted.minion.gz,1,0,0,0.107817,106,106
bqwh-15-106-61_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-62_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-63_ext.xml.minion.converted.minion.gz,1,0,0,0.105481,106,106
bqwh-15-106-63_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-65_ext.xml.minion.converted.minion.gz,1,0,0,0.104762,106,106
bqwh-15-106-65_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-66_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-67_ext.xml.minion.converted.minion.gz,1,0,0,0.105121,106,106
bqwh-15-106-67_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106
bqwh-15-106-68_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-69_ext.xml.minion.converted.minion.gz,1,0,0,0.109254,106,106
bqwh-15-106-69_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-6_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-70_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106
bqwh-15-106-71_ext.xml.minion.converted.minion.gz,1,0,0,0.109973,106,106
bqwh-15-106-71_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106
bqwh-15-106-72_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-73_ext.xml.minion.converted.minion.gz,1,0,0,0.103504,106,106
bqwh-15-106-73_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-74_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-75_ext.xml.minion.converted.minion.gz,1,0,0,0.110692,106,106
bqwh-15-106-75_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106
bqwh-15-106-76_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-77_ext.xml.minion.converted.minion.gz,1,0,0,0.106559,106,106
bqwh-15-106-77_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-78_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-79_ext.xml.minion.converted.minion.gz,1,0,0,0.10584,106,106
bqwh-15-106-79_glb.xml.minion.conv.minion,1,?,?,?,?,?
bqwh-15-106-7_ext.xml.minion.converted.minion.gz,1,0,0,0.104582,106,106
