@RELATION 'FEATURE_VALUES-SAT12-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC

@DATA
SAT_Competition2009/CRAFTED/Hard/contest04/others/ramsey.sat05-511.reshuffled-07.cnf,1,11.5101,0,0.0005,0.0005,0.0005,0.0005,0,1.1311,0.0001,1.8778,0.1047,0,0.0392,0,0.0005,30.6719,0,0,1.4088,0,6120,0,0,32.3808,0,0,0.8518,0.3057,30.6719,0.0005,2,0.0003
SAT_Competition2011/SAT02/handmade/zhang-lintao/xor-chain/x1_80.shuffled.cnf,1,1.0426,0.3798,0.3717,0.3644,0.3186,0.3777,0,1.23,0.0776,1.0809,0.3339,0,0.0253,0.0032,0.3804,26.6047,0,0,0.742,0,634,0.0858,0.6518,28.9112,0,0,0.8484,0.3892,26.1054,0.3501,6.8802,0.0032
SAT_Competition2007/crafted/Medium/contest05/sabharwal/counting-easier-php-012-010.sat05-1172.reshuffled-07.cnf,1,2,0.5281,0.2006,0.1925,0.185,0.2009,0.0152,1.0987,0.0479,2.9631,0.6424,0.7776,0.0333,0.0182,0.2198,29.0587,0,0.8121,3.0021,0.8041,672,0.9539,0,29.1234,0.8242,0.806,1.0372,0.4599,29.0587,0.1935,3,0.003
SAT_Competition2011/SAT11/crafted/mosoi/289/289-unsat-17x30.cnf,1,702.467,0.5976,0,0,0,0,0.1556,0,13.8583,19.4733,0.7516,0.0044,0.0039,0.0086,0,28.7399,1,0.0064,17.3879,0.3048,240210,0.5804,0,29.1343,0.376,0.3164,0,1,27.6741,0,2,0.002
SAT_Competition2007/crafted/Medium/contest05/sabharwal/sat-strips-gripper-10t19.sat05-1143.reshuffled-07.cnf,1,10.3624,0.8195,0.0126,0.0006,0.0001,0.1492,0.2081,1.168,2.0204,6.7556,0.616,0.0038,0.0031,0.1902,0.2756,17.2676,0,0.6806,3.7622,0.621,53225,0.4033,3.7306,17.8108,0.9942,0.9064,0.9848,0.4608,17.2676,0.0294,14.3455,0
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hidden-k3-s0-r5-n700-01-S2069048075.sat05-488.reshuffled-07.cnf,1,39.9026,0.0833,0.0612,0.0342,0.0189,0.1009,0.5903,0.6373,0.8491,0.9808,0.4961,0.0008,0.0094,0.002,0.2992,28.6595,0,0,0.3077,0.0856,3500,0.042,2.7545,29.7633,0.559,0.2001,0.5796,0.5036,28.6595,0.0462,4,0
SAT_Competition2009/CRAFTED/edgematching/explicit/em_11_3_4_exp.cnf,1,47.92,0.7105,0.0242,0.01,0.006,0.0384,0.26,0.7715,0.7755,12.9135,0.9005,0.0003,0.0009,0,0.0601,20.6051,0,0.7691,12.7535,0.9376,384843,0.7667,3.0174,22.6443,0.9862,0.9648,0.3314,0.8453,16.0711,0.0164,5.0667,0
SAT_Competition2007/crafted/Medium/contest05/pebbling/sat-pbl-00400.sat05-1322.reshuffled-07.cnf,1,3.1705,1.9367,0.4715,0.4376,0.3746,0.4842,0.4802,2.69,0.2259,5.9822,0.0522,0.0009,0.1098,0.0172,0.4994,8.5822,0,0.0006,3.4374,0.1395,73374,0.24,5.5859,9.6556,0.7497,0.3635,0.7862,0.2918,6.1538,0.4079,5.0889,0
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/forced/rbsat-v2100c215164gyes7.cnf,1,558.617,0.2045,0,0,0,0,0.0869,0.1921,9.1212,41.9114,0.9523,0.5578,0.0026,0.0126,0,54.2945,0.8,0.9523,51.7643,0.7182,215164,1.8075,5.3919,57.0853,0.8815,0.7894,0.0142,0.9969,50.5436,0,3.2522,0.0005
SAT_Competition2007/crafted/Medium/contest05/others/QG-gensys-brn008.sat05-2685.reshuffled-07.cnf,1,13.9409,2.5446,0.4999,0.4996,0.4947,0.5,0.2349,2.9219,0.3568,0.8645,0.1118,0,0.6456,0.2415,1,11.6017,0,0.0949,0.2503,0.5377,7521,0.4317,3.3595,15.3595,0.7998,0.6647,0.9249,0.2822,11.0465,0.4508,4.5216,0
SAT_Competition2009/CRAFTED/Medium/contest05/others/QG8-gensys-ukn005.sat05-3584.reshuffled-07.cnf,1,22.6881,0.7151,0.5,0.4948,0,0.5,0.2088,1.5704,0.9579,5.6508,0.1554,0,0.0451,0.1316,0.5,31.5315,0,0.1393,2.3838,0.6667,56210,0.3599,3.6431,39.0084,0.9951,0.8,0.8393,0.3316,30.0728,0.2601,3.9192,0
SAT_Competition2011/SAT04/handmade/hirsch03/hgen8-n320-01-S1432474240.shuffled-as.sat03-890.used-as.sat04-841.cnf,1,1.0314,1.0012,0.3303,0.2757,0.2654,0.359,0.1806,1.2178,0.1613,0.9831,0.5831,0.0604,0.0217,0.1711,0.4643,32.1482,0,0.6675,0.7151,0.4484,486,0.5727,1.2828,32.404,0.627,0.5314,1.1112,0.4024,32.1482,0.2986,4.8798,0
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes5.cnf,1,39.3098,0.2884,0,0,0,0,0.0197,0.272,4.4328,24.6901,0.9252,0.7454,0.0063,0.0177,0,46.4618,0.8182,0.9252,28.3213,0.7698,43649,1.3906,4.4471,48.464,0.8021,0.7788,0.0278,0.9923,45.1425,0,3,0.0018
SAT_Competition2009/CRAFTED/Hard/contest02/hgen2-v500-s1216665065.sat05-467.reshuffled-07.cnf,1,16.0699,0,0.0846,0.0784,0.0692,0.0886,0.9563,0.5537,0.1454,0.7624,0.5023,0,0.0069,0,0.0975,35.5037,0.3333,0,0.2673,0.0099,1750,0,0.9004,36.2989,0.1543,0.0228,0.5772,0.4949,35.5037,0.0761,4,0.0006
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/crn_11_100_s.cnf,1,8.4398,0.4854,0.3887,0.3853,0.3418,0.3904,1.3536,1.0749,0.2819,0.3306,0.2945,0.0001,0.0201,0.2145,0.3907,9.5839,0,0.0371,0.1298,0.0047,2355,0.1226,1.3674,10.7071,0.1855,0.0153,0.9523,0.2847,8.6826,0.3335,36.9301,0.0005
SAT_Competition2009/CRAFTED/rbsat/random/forced/rbsat-v760c43649gyes1.cnf,1,23.9907,0.2807,0,0,0,0,0.0247,0.2678,6.6153,24.1377,0.9284,0.7346,0.0068,0.0228,0,46.3279,0.6,0.9284,28.3751,0.7709,43649,1.3765,4.8338,50.7909,0.808,0.7818,0.0274,0.9925,46.3279,0,3,0.0015
SAT_Competition2007/crafted/Hard/contest05/counting-clq/unsat-set-a-clqcolor-16-10-11.sat05-1253.reshuffled-07.cnf,1,4.0595,0.6664,0.1601,0.0828,0.0193,0.1696,0.0312,1.2234,0.7269,12.8518,0.4642,0.7833,0.0209,0.0018,0.1935,35.2666,0,0.0507,9.9297,0.8153,15307,1.001,1.412,36.3478,0.8369,0.8208,0.6629,0.4509,33.3549,0.0874,3.0841,0
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-230-3.shuffled-as.sat05-2505.cnf,1,25.4457,0.8437,0.119,0.1042,0.0923,0.1384,1.5117,1.6431,0.2068,1.5698,0.2633,0,0.0257,0,0.1901,8.3323,0,0,1.0238,0.0004,2332,0.1374,1.365,30.2928,0.0347,0.0032,0.7972,0.3739,8.3323,0.1092,6.0185,0.0013
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-6x9.cnf,1,0,0.7761,0.3429,0.3429,0.3429,0.3429,0,0,0,3.8687,0.7674,0.619,0.0353,0.093,0.343,35.2217,1,0.0698,3.8533,0.619,2538,0.6106,0,35.2217,0.6191,0.619,0,1,35.2217,0.3429,2,0.0181
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n180-s34713902-sat.cnf,1,3.6927,0.4506,0.2295,0.2295,0.2295,0.2295,0.0001,1.0976,0.0001,1.1291,0.6713,0.5831,0.0139,0,0.2295,29.6164,0,0.8333,0.6064,0.5831,432,0.4472,0,32.0081,0.5832,0.5832,1.067,0.438,29.6164,0.2295,4.1899,0
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-14x8.cnf,1,0.1661,0.6857,0.006,0.006,0.006,0.006,0.0001,0,0.0007,6.6725,0.758,0.5075,0.0175,0.0426,0.006,30.7394,1,0.0319,6.5175,0.5077,10976,0.5926,0,30.7394,0.5077,0.5077,0,1,30.7394,0.006,2,0.0088
SAT_Competition2011/SAT05/crafted/sabharwal05/counting/php/unsat/harder/php-020-019.shuffled-as.sat05-1190.cnf,1,1.005,0.3424,0.1608,0.1608,0.1562,0.1658,0.0045,1.1095,0.0269,4.5895,0.6632,0.8749,0.0105,0.0055,0.1712,59.106,0,0.897,4.7415,0.88,3630,1.4088,0,61.4895,0.8888,0.8846,1.0418,0.4639,59.106,0.161,3,0.0017
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes10.cnf,1,93,0.1905,0,0,0,0,0.1795,0.1803,5.3636,54.2698,0.9561,0.1783,0.0021,0.0108,0.0023,59.6358,0.8667,0.9561,58.0656,0.6798,305320,1.9062,5.445,62.6294,0.9364,0.8486,0.0124,0.9974,56.4144,0,3,0.0005
SAT_Competition2009/CRAFTED/rbsat/crafted/forced/rbsat-v1820c171155gyes6.cnf,1,46.9875,0.2157,0,0,0,0,0.0422,0.2053,12.668,38.6442,0.9477,0.729,0.0027,0.0107,0,63.6571,0.8889,0.9477,47.678,0.7796,171155,1.7405,5.2246,70.7879,0.8548,0.805,0.0159,0.9963,62.3128,0,3,0.0006
SAT_Competition2007/crafted/Difficult/contest05/QG/QG6-gensys-icl004.sat05-2716.reshuffled-07.cnf,1,15.0514,2.5543,0.4999,0.4995,0.4923,0.5,0.2301,3.0185,0.3118,0.7673,0.1132,0,0.6068,0.2099,1,13.2415,0,0.0811,0.1836,0.5529,8025,0.4169,3.333,14.8881,0.7998,0.6651,0.8604,0.299,10.9765,0.4549,4.8162,0
SAT_Competition2007/crafted/Hard/contest05/QG/QG7a-gensys-icl001.sat05-3822.reshuffled-07.cnf,1,47.5758,2.0397,0.4991,0.496,0.4735,0.4997,0.1909,2.5461,0.31,0.6705,0.1143,0,0.0204,0.1402,0.9999,14.3094,0,0.0774,0.0829,0.6315,16065,0.38,3.1474,15.347,0.8261,0.6663,0.8835,0.3101,11.1796,0.4471,4.871,0
SAT_Competition2011/SAT11/crafted/mosoi/289/289-unsat-21x39.cnf,1,1128.64,0.5858,0.3496,0.2689,0.1988,0.4057,0.3374,0,0.4418,32.2208,0.751,0.0026,0.0024,0.0052,0.5,28.9153,1,0.0039,35.9162,0.3476,628173,0.5792,0,28.9153,0.8119,0.5804,0,1,28.9153,0.2646,2,0.0012
SAT_Competition2007/crafted/spence/hard/s97-100.cnf,1,1.0765,0,0.3214,0.3199,0.3132,0.3224,1.4321,0,0.0544,0.9032,0.5,0.0001,0.0441,0,0.3232,15.4512,1,0,0.5381,0.0009,204,0,0.3318,15.7298,0.0616,0.0036,0,1,14.9968,0.313,5.2708,0.0147
SAT_Competition2009/CRAFTED/Hard/contest04/connamacher/connm-ue-csp-sat-n1200-d-0.02-s383740539.sat05-534.reshuffled-07.cnf,1,63.9048,0.4845,0.0089,0.0012,0.0006,0.0107,0.1,1.0488,1.015,3.0742,0.4453,0.4614,0.0092,0.0219,0.0176,26.1271,0.1429,0,2.9331,0.5454,13833,0.2489,3.1513,28.2553,0.67,0.5813,0.5945,0.4781,26.1271,0.0044,6.5124,0.0002
SAT_Competition2009/CRAFTED/Difficult/contest-02-03-04/contest02-Mat26.sat05-457.reshuffled-07.cnf,1,23.9902,1.0891,0.0455,0.0454,0.012,0.0647,0.7198,1.4994,0.7102,1.139,0.4416,0,0.0435,0.1159,0.0651,19.2391,0,0.087,0.5543,0.0069,2464,0.2145,1.6886,19.3243,0.3509,0.0296,0.7255,0.4544,19.2391,0.032,6.2006,0.0009
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2c-rand3bip-sat-210-3.sat05-2475.reshuffled-07.cnf,1,23.2316,0.9131,0.1201,0.1044,0.0894,0.151,1.4477,1.7119,0.2475,1.5751,0.2495,0,0.0331,0,0.2242,17.3457,0,0,1.042,0.0002,2176,0.1543,1.4988,25.6658,0.0479,0.0018,0.8508,0.3645,17.3457,0.111,6.0101,0.0023
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/forced/rbsat-v1820c171155gyes3.cnf,1,48.6203,0.2129,0,0,0,0,0.0409,0.2012,6.3213,38.2766,0.9494,0.7356,0.0029,0.0141,0,51,0.8333,0.9494,46.8152,0.7825,171155,1.7337,5.2316,52.1942,0.8559,0.8085,0.0157,0.9964,49.0591,0,3.0465,0.0006
SAT_Competition2009/CRAFTED/sgi/new-difficult-28-302-26-75.cnf,1,20.8071,0.1332,0,0,0,0,0.018,0.0857,2.3846,30.3323,0.9769,0.8634,0.0054,0.0153,0.0004,49.5974,0.9048,0.9769,27.5277,0.8817,48442,1.9073,3.9729,50.9105,0.9129,0.8939,0.0092,0.9988,49.5974,0,2,0.0016
SAT_Competition2009/CRAFTED/edgematching/compact/em_8_4_5_cmp.cnf,1,36.7651,1.0969,0.1709,0.0215,0.0122,0.2279,0.3639,1.1741,1.1594,1.5101,0.644,0.0201,0.0078,0,0.3407,15.0823,0,0.1413,0.7324,0.2416,22340,0.6702,2.7505,16.6453,0.9638,0.6211,0.5383,0.4042,12.9002,0.0847,5.7665,0
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v2640c305320g2.cnf,1,678.316,0.1908,0,0,0,0.0001,0.1789,0.1807,5.1671,47.7567,0.9559,0.1705,0.0022,0.0108,0.0047,60.949,0.8,0.9559,60.3965,0.6782,305320,1.9067,5.5607,64.4885,0.9362,0.8514,0.0124,0.9974,60.949,0,3,0.0005
