@RELATION 'FEATURE_VALUES-SAT11-RANDOM-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 7'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC

@DATA
SAT11/random/large/unif-k5-r20-v750-c15000-S957625236-045-UNKNOWN.cnf,1,0.0067,143.701,48.28,15000,0.0067,0.0067,15000
SAT11/random/large/unif-k3-r4.2-v5000-c21000-S901912629-090-UNKNOWN.cnf,1,0.0012,1062.74,38.925,20886,0.0006,0.0006,21000
SAT11/random/large/unif-k5-r20-v1250-c25000-S313445894-099-UNKNOWN.cnf,1,0.004,238.557,57.3824,25000,0.004,0.004,25000
SAT11/random/large/unif-k7-r85-v250-c21250-S381985918-018-UNKNOWN.cnf,1,0.028,41.4695,48.1209,21250,0.028,0.028,21250
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,0.0115,96.0299,25.0392,1901,0.007,0.007,1917
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S1110880865-004.SATISFIABLE.cnf,1,0.0286,34.7645,34.5153,3727,0.0286,0.0286,3727
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1336161514-068.UNKNOWN.cnf,1,0.05,20.0789,22.8011,2130,0.05,0.05,2130
SAT11/random/medium/unif-k7-r89-v60-c5340-S1831136826-075.UNKNOWN.cnf,1,0.1167,10.4062,22.5398,5340,0.1167,0.1167,5340
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1114532273-035.SATISFIABLE.cnf,1,0.0074,119.094,28.8798,2323,0.0056,0.0056,2343
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S1592669696-022.SATISFIABLE.cnf,1,0.0286,34.508,34.2444,3727,0.0286,0.0286,3727
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S224791863-033.UNKNOWN.cnf,1,0.0085,130.664,30.5134,2544,0.0051,0.0051,2556
SAT11/random/medium/unif-k7-r89-v80-c7120-S474185167-033.SATISFIABLE.cnf,1,0.0875,13.7232,28.3487,7120,0.0875,0.0875,7120
SAT11/random/medium/unif-k7-r89-v70-c6230-S2045410966-069.SATISFIABLE.cnf,1,0.1,12.1403,25.6296,6230,0.1,0.1,6230
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1339958817-007.UNKNOWN.cnf,1,0.0085,129.178,29.9869,2546,0.0051,0.0051,2556
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1744841484-003.SATISFIABLE.cnf,1,0.0073,151.66,34.025,2969,0.0044,0.0044,2982
SAT11/random/large/unif-k3-r4.2-v15000-c63000-S1386494586-003-UNKNOWN.cnf,1,0.0003,2794.88,50.5714,62563,0.0002,0.0002,63000
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S690749326-001.UNKNOWN.cnf,1,0.0128,86.1355,23.1007,1694,0.0078,0.0078,1704
SAT11/random/large/unif-k5-r20-v2000-c40000-S922811046-076-UNKNOWN.cnf,1,0.0025,379.756,66.4706,40000,0.0025,0.0025,40000
SAT11/random/medium/unif-k7-r89-v90-c8010-S1475406203-080.UNKNOWN.cnf,1,0.0778,15.3228,31.2588,8010,0.0778,0.0778,8010
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1694067460-072.UNKNOWN.cnf,1,0.0093,118.109,27.3653,2330,0.0057,0.0057,2343
SAT11/random/medium/unif-k7-r89-v70-c6230-S1960545292-083.UNKNOWN.cnf,1,0.1,12.0776,25.6508,6230,0.1,0.1,6230
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S510739670-068.UNKNOWN.cnf,1,0.0078,140.704,32.5426,2758,0.0047,0.0047,2769
SAT11/random/medium/unif-k7-r89-v60-c5340-S385597856-055.SATISFIABLE.cnf,1,0.1167,10.4927,22.6794,5340,0.1167,0.1167,5340
SAT11/random/medium/unif-k3-r4.26-v800-c3408-S890760919-021.SATISFIABLE.cnf,1,0.0051,174.318,29.0426,3393,0.0039,0.0039,3408
SAT11/random/large/unif-k7-r85-v300-c25500-S926861876-013-UNKNOWN.cnf,1,0.0233,49.5494,50.4254,25500,0.0233,0.0233,25500
SAT11/random/large/unif-k5-r20-v1500-c30000-S64154096-097-UNKNOWN.cnf,1,0.0033,288.781,61,30000,0.0033,0.0033,30000
SAT11/random/large/unif-k5-r20-v1250-c25000-S1103412232-098-UNKNOWN.cnf,1,0.004,240.004,57.2188,25000,0.004,0.004,25000
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S471691933-060-UNKNOWN.cnf,1,0.0002,4231,70.3333,167019,0.0001,0.0001,168000
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1406921020-013.UNKNOWN.cnf,1,0.0112,98.5054,25.6325,1912,0.0068,0.0068,1917
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S30721646-064.SATISFIABLE.cnf,1,0.0079,139.582,32.2526,2752,0.0048,0.0048,2769
SAT11/random/large/unif-k5-r20-v1500-c30000-S1793954886-065-UNKNOWN.cnf,1,0.0033,286.574,63.9524,30000,0.0033,0.0033,30000
SAT11/random/medium/unif-k7-r89-v90-c8010-S1828831772-021.SATISFIABLE.cnf,1,0.0778,15.3776,31.3078,8010,0.0778,0.0778,8010
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1465579926-097.UNKNOWN.cnf,1,0.05,19.9553,22.7303,2130,0.05,0.05,2130
SAT11/random/medium/unif-k7-r89-v70-c6230-S560963242-048.UNKNOWN.cnf,1,0.1,12.0771,25.4865,6230,0.1,0.1,6230
SAT11/random/medium/unif-k7-r89-v50-c4450-S1082084494-034.UNKNOWN.cnf,1,0.14,8.8805,19.403,4450,0.14,0.14,4450
SAT11/random/large/unif-k5-r20-v1000-c20000-S107009952-009-UNKNOWN.cnf,1,0.005,190.84,52.5556,20000,0.005,0.005,20000
SAT11/random/large/unif-k5-r20-v750-c15000-S3662714-068-UNKNOWN.cnf,1,0.0067,142.708,49.0417,15000,0.0067,0.0067,15000
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S816372663-049.UNKNOWN.cnf,1,0.0074,119.246,29.2055,2335,0.0056,0.0056,2343
SAT11/random/large/unif-k7-r85-v300-c25500-S1286362348-008-UNKNOWN.cnf,1,0.0233,49.3793,50.313,25500,0.0233,0.0233,25500
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1023920765-089.SATISFIABLE.cnf,1,0.0127,87.8492,23.9974,1696,0.0077,0.0077,1704
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S1514125851-037.UNKNOWN.cnf,1,0.0102,108.269,26.6677,2119,0.0062,0.0062,2130
SAT11/random/medium/unif-k7-r89-v60-c5340-S969033069-088.SATISFIABLE.cnf,1,0.1167,10.4967,22.6497,5340,0.1167,0.1167,5340
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S709305826-098-UNKNOWN.cnf,1,0.0002,8494,72.3333,166812,0.0001,0.0001,168000
SAT11/random/medium/unif-k7-r89-v70-c6230-S1351138814-007.SATISFIABLE.cnf,1,0.1,12.1041,25.5742,6230,0.1,0.1,6230
SAT11/random/large/unif-k3-r4.2-v15000-c63000-S43885340-006-UNKNOWN.cnf,1,0.0004,3186.88,55.125,62521,0.0002,0.0002,63000
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S1452052526-056.UNKNOWN.cnf,1,0.0169,65.5259,17.3745,1274,0.0102,0.0102,1278
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S903594090-011-UNKNOWN.cnf,1,0.0005,2129.76,48.9286,41691,0.0003,0.0003,42000
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S709804505-031-UNKNOWN.cnf,1,0.0005,2001.94,47,41704,0.0003,0.0003,42000
SAT11/random/large/unif-k5-r20-v2000-c40000-S1993071608-084-UNKNOWN.cnf,1,0.0025,380.661,65.8125,40000,0.0025,0.0025,40000
SAT11/random/medium/unif-k7-r89-v50-c4450-S1374457799-001.UNKNOWN.cnf,1,0.14,8.903,19.6593,4450,0.14,0.14,4450
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1741857700-014.UNKNOWN.cnf,1,0.05,19.9537,22.6185,2130,0.05,0.05,2130
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S906725726-060.SATISFIABLE.cnf,1,0.0667,15.1997,18.3724,1597,0.0667,0.0667,1597
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S1397972185-007.UNKNOWN.cnf,1,0.04,24.7812,26.4645,2662,0.04,0.04,2662
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1383380994-043.SATISFIABLE.cnf,1,0.0085,130.674,30.1524,2544,0.0051,0.0051,2556
SAT11/random/medium/unif-k7-r89-v80-c7120-S1254315629-032.SATISFIABLE.cnf,1,0.0875,13.7363,28.2267,7120,0.0875,0.0875,7120
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1081907273-083.UNKNOWN.cnf,1,0.0104,85.1691,23.0978,1690,0.0079,0.0079,1704
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S89508070-083-UNKNOWN.cnf,1,0.0021,535.223,32.7021,10422,0.0013,0.0013,10500
SAT11/random/medium/unif-k7-r89-v60-c5340-S642174893-006.UNKNOWN.cnf,1,0.1167,10.5717,22.7396,5340,0.1167,0.1167,5340
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S707565158-096.SATISFIABLE.cnf,1,0.05,20.07,22.8825,2130,0.05,0.05,2130
SAT11/random/medium/unif-k7-r89-v60-c5340-S1675230100-032.UNKNOWN.cnf,1,0.1167,10.4404,22.7445,5340,0.1167,0.1167,5340
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1462223811-042.SATISFIABLE.cnf,1,0.0102,87.5713,23.5205,1699,0.0077,0.0077,1704
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S25975519-056.SATISFIABLE.cnf,1,0.0667,15.203,18.3692,1597,0.0667,0.0667,1597
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S2051088205-036.UNKNOWN.cnf,1,0.05,20.0243,22.7322,2130,0.05,0.05,2130
SAT11/random/medium/unif-k7-r89-v70-c6230-S1805176884-064.UNKNOWN.cnf,1,0.1,12.0648,25.523,6230,0.1,0.1,6230
SAT11/random/medium/unif-k7-r89-v50-c4450-S1786071619-083.SATISFIABLE.cnf,1,0.14,8.9055,19.6172,4450,0.14,0.14,4450
SAT11/random/large/unif-k7-r85-v400-c34000-S1275797759-041-UNKNOWN.cnf,1,0.0175,65.4172,54.9265,34000,0.0175,0.0175,34000
SAT11/random/large/unif-k7-r85-v250-c21250-S1274193329-021-UNKNOWN.cnf,1,0.028,40.9505,47.0176,21250,0.028,0.028,21250
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S338979727-056-UNKNOWN.cnf,1,0.0006,2135.76,45.6667,41711,0.0003,0.0003,42000
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1910317962-059.UNKNOWN.cnf,1,0.0091,96.7849,25.1893,1897,0.0069,0.0069,1917
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S248192082-054.UNKNOWN.cnf,1,0.0086,128.105,31.0727,2538,0.0052,0.0052,2556
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S183128297-005.SATISFIABLE.cnf,1,0.0101,88.5473,23.0008,1701,0.0076,0.0076,1704
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S118521533-021.UNKNOWN.cnf,1,0.04,24.9157,26.7086,2662,0.04,0.04,2662
SAT11/random/medium/unif-k7-r89-v50-c4450-S768928417-025.SATISFIABLE.cnf,1,0.14,8.885,19.7098,4450,0.14,0.14,4450
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S207562876-057.UNKNOWN.cnf,1,0.0333,29.5953,30.4974,3195,0.0333,0.0333,3195
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S648642831-094-UNKNOWN.cnf,1,0.0002,3723.5,72.4,145968,0.0001,0.0001,147000
SAT11/random/medium/unif-k7-r89-v50-c4450-S1430772875-039.SATISFIABLE.cnf,1,0.14,8.9281,19.5384,4450,0.14,0.14,4450
SAT11/random/large/unif-k3-r4.2-v5000-c21000-S1259410977-065-UNKNOWN.cnf,1,0.0012,1058.38,38.2955,20886,0.0006,0.0006,21000
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S675870149-098.SATISFIABLE.cnf,1,0.04,24.9485,27.0289,2662,0.04,0.04,2662
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S970100151-015-UNKNOWN.cnf,1,0.0002,3687,72,146031,0.0001,0.0001,147000
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S722024572-014-UNKNOWN.cnf,1,0.0025,524.984,32.4063,10414,0.0013,0.0013,10500
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S1085677759-100.UNKNOWN.cnf,1,0.0102,108.42,26.0937,2119,0.0062,0.0062,2130
SAT11/random/large/unif-k7-r85-v300-c25500-S1859210562-077-UNKNOWN.cnf,1,0.0233,49.2141,50.3506,25500,0.0233,0.0233,25500
SAT11/random/large/unif-k5-r20-v1000-c20000-S945664020-055-UNKNOWN.cnf,1,0.005,189.072,54.2222,20000,0.005,0.005,20000
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S2050053883-062.SATISFIABLE.cnf,1,0.0067,131.776,30.7937,2549,0.0051,0.0051,2556
SAT11/random/medium/unif-k7-r89-v50-c4450-S2039518547-066.UNKNOWN.cnf,1,0.14,8.8485,19.8398,4450,0.14,0.14,4450
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1926673460-089.SATISFIABLE.cnf,1,0.05,20.0584,22.7389,2130,0.05,0.05,2130
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S218235649-089.SATISFIABLE.cnf,1,0.04,24.7035,26.7543,2662,0.04,0.04,2662
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1298256564-085.UNKNOWN.cnf,1,0.0078,141.682,32.8876,2760,0.0047,0.0047,2769
SAT11/random/large/unif-k5-r20-v2000-c40000-S971556279-001-UNKNOWN.cnf,1,0.0025,383.112,66.1176,40000,0.0025,0.0025,40000
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S2058622508-076.SATISFIABLE.cnf,1,0.0094,116.715,28.8707,2309,0.0057,0.0057,2343
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S82160031-050.SATISFIABLE.cnf,1,0.0286,34.7079,34.414,3727,0.0286,0.0286,3727
SAT11/random/large/unif-k5-r20-v2000-c40000-S1143439968-082-UNKNOWN.cnf,1,0.0025,383.722,69.4286,40000,0.0025,0.0025,40000
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S840292785-048-UNKNOWN.cnf,1,0.0003,3382.2,57,83430,0.0002,0.0002,84000
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S785747282-100.UNKNOWN.cnf,1,0.0101,87.6979,22.4467,1699,0.0076,0.0076,1704
SAT11/random/medium/unif-k3-r4.26-v750-c3195-S973075635-083.SATISFIABLE.cnf,1,0.0068,163.412,34.8253,3175,0.0041,0.0041,3195
SAT11/random/large/unif-k7-r85-v250-c21250-S981492757-074-UNKNOWN.cnf,1,0.028,41.3419,47.3826,21250,0.028,0.028,21250
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S812011128-009.SATISFIABLE.cnf,1,0.0073,151.853,34.402,2973,0.0044,0.0044,2982
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1059781282-048.UNKNOWN.cnf,1,0.05,19.9199,22.6494,2130,0.05,0.05,2130
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1230934123-063.UNKNOWN.cnf,1,0.0074,149.938,33.9146,2944,0.0045,0.0045,2982
SAT11/random/large/unif-k7-r85-v250-c21250-S655589261-059-UNKNOWN.cnf,1,0.028,41.0289,47.0828,21250,0.028,0.028,21250
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1677156340-036.UNKNOWN.cnf,1,0.0068,128.982,30.6715,2543,0.0052,0.0052,2556
SAT11/random/large/unif-k5-r20-v1000-c20000-S72635791-098-UNKNOWN.cnf,1,0.005,191.776,52.8043,20000,0.005,0.005,20000
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S295912653-089.UNKNOWN.cnf,1,0.0667,15.2511,18.2838,1597,0.0667,0.0667,1597
SAT11/random/large/unif-k5-r20-v1500-c30000-S976428817-077-UNKNOWN.cnf,1,0.0033,288.557,61.1304,30000,0.0033,0.0033,30000
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S761041117-050.UNKNOWN.cnf,1,0.0147,75.2184,21.2002,1471,0.0089,0.0089,1491
SAT11/random/medium/unif-k3-r4.26-v250-c1065-S1295196126-061.UNKNOWN.cnf,1,0.0204,54.6603,17.1792,1061,0.0124,0.0124,1065
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S313385224-076-UNKNOWN.cnf,1,0.0003,3413.6,59.5833,83454,0.0002,0.0002,84000
SAT11/random/large/unif-k5-r20-v2000-c40000-S394483079-002-UNKNOWN.cnf,1,0.0025,379.273,67.3182,40000,0.0025,0.0025,40000
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1610857498-043.SATISFIABLE.cnf,1,0.0093,120.778,28.8143,2333,0.0056,0.0056,2343
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S332580795-055.SATISFIABLE.cnf,1,0.05,20.0608,23.0862,2130,0.05,0.05,2130
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1693168158-005.UNKNOWN.cnf,1,0.0093,117.552,29.1189,2329,0.0057,0.0057,2343
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S900569154-026.SATISFIABLE.cnf,1,0.0073,151.49,34.0771,2964,0.0045,0.0045,2982
SAT11/random/medium/unif-k7-r89-v60-c5340-S1720200795-004.UNKNOWN.cnf,1,0.1167,10.5036,22.571,5340,0.1167,0.1167,5340
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S895938734-057-UNKNOWN.cnf,1,0.0001,8467,75.25,166834,0.0001,0.0001,168000
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1440346932-010.SATISFIABLE.cnf,1,0.0104,84.9884,24.3142,1690,0.008,0.008,1704
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S797651048-056.UNKNOWN.cnf,1,0.0115,76.9038,21.7804,1487,0.0087,0.0087,1491
SAT11/random/large/unif-k5-r20-v1500-c30000-S877088425-001-UNKNOWN.cnf,1,0.0033,286.345,59.1905,30000,0.0033,0.0033,30000
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1565617179-002.UNKNOWN.cnf,1,0.0074,149.234,33.4143,2960,0.0045,0.0045,2982
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S481747904-003.SATISFIABLE.cnf,1,0.0104,107.254,27.374,2114,0.0063,0.0063,2130
SAT11/random/large/unif-k7-r85-v250-c21250-S977260632-016-UNKNOWN.cnf,1,0.028,41.6383,48.3456,21250,0.028,0.028,21250
SAT11/random/medium/unif-k7-r89-v90-c8010-S1458811765-091.UNKNOWN.cnf,1,0.0778,15.377,31.1107,8010,0.0778,0.0778,8010
SAT11/random/medium/unif-k7-r89-v90-c8010-S423984545-074.UNKNOWN.cnf,1,0.0778,15.3595,31.017,8010,0.0778,0.0778,8010
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1940049314-069.SATISFIABLE.cnf,1,0.0093,118.087,27.6306,2328,0.0057,0.0057,2343
