@RELATION 'FEATURE_VALUES-SAT12-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 5'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC

@DATA
SAT-Race-2010-CNF/cryptography/mizh/md5_48_3.cnf,1,0,0.0205,0.9718,0.0001,0.0385
SAT_RACE2008/post-c32s-gcdm16-22.cnf,1,0,0.061,1.6455,0.0001,0.1052
SAT_RACE2008/post-c32s-ss-8.cnf,1,0,0.19,1.76,0.0001,0.124
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_kkb_unknown.cnf,1,0,0.0314,1.8364,0,0.0506
SAT-Race-2010-CNF/mixed/bioinf/q_query_3_l48_lambda.cnf,1,0,0.3658,3.1041,0.0002,0.1635
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-g10bidw.cnf,1,0,0.1729,2.7152,0,0.1496
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-c7bidw_i.cnf,1,0,0.1711,2.9052,0.0001,0.1516
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_24.cnf,1,0.6857,0.5229,0.3614,0.0045,0.0021
SAT_RACE2006/SAT-Race_TS_1/simon-mixed-s02bis-01.cnf,1,0,0.1386,2.4435,0.0006,0.1231
SAT_Competition2011/SAT-Race-2010-CNF/software-verification/nec/hard-25-U-7061.cnf,1,?,?,?,?,?
SAT_Competition2011/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_08_UNSAT.cnf,1,0.0096,0.2882,2.6677,0.0035,0.2792
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-1_31_2-k25.cnf,1,0,0.1777,3.3454,0.0002,0.1366
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_f_unknown.cnf,1,0,0.0227,1.6787,0,0.0395
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-c6nidw_i.cnf,1,0,0.1757,2.9405,0.0001,0.1548
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/total-5-17-s.cnf,1,0,0.2463,3.0643,0,0.1595
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-f10ni.cnf,1,0,0.1969,2.8303,0,0.1523
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bc57sensorsp2-tseitin.cnf,1,0,0.1862,2.8716,0.0001,0.136
SAT_RACE2008/velev-vliw-uns-4.0-9-i1.cnf,1,0,0.4607,4.0488,0,0.2587
SAT_Competition2011/SAT07/industrial/anbulagan/hard-unsat/partial-5-11-u.cnf,1,0,0.2707,2.8848,0,0.1602
SAT_RACE2008/post-cbmc-aes-d-r2.cnf,1,0,0.0949,2.6334,0.0001,0.1396
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_11_UNSAT.cnf,1,0.0006,0.2881,2.6131,0.0019,0.2849
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/32/aes_32_5_keyfind_1.cnf,1,0,0.0496,1.7617,0.0019,0.0678
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h29-unknown.cnf,1,0,0.4002,4.2573,0.0004,0.312
SAT-Race-2010-CNF/mixed/jarvisalo/eq.atree.braun.12.unsat.cnf,1,0,0.0776,2.0475,0.0011,0.0901
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/partial-10-17-u.cnf,1,0,0.2635,2.8612,0,0.1632
SAT_Competition2007/industrial/industrial/anbulagan/medium-unsat/dated-5-11-u.cnf,1,0,0.2522,3.0944,0,0.1552
SAT_Competition2011/SAT02/industrial/nam/fpga-routing/k2fix_gr_rcs_w8.shuffled.cnf,1,0.1556,0.0023,0.0896,0.0001,0.0352
SAT_RACE2006/SAT-Race-Benchmarks/simon-s03-fifo8-400.cnf,1,0,0.1403,2.8031,0,0.163
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_008_079_112-tseitin.cnf,1,0,0.3397,3.169,0.0003,0.2535
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-pipe-o-uns-1.1-6.cnf,1,0,0.3978,4.037,0.0002,0.2954
SAT_Competition2011/SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k80.cnf,1,0,0.1107,1.7922,0.0001,0.1608
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom15.cnf,1,0,0.1974,2.3483,0.0001,0.2415
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_b_unsat.cnf,1,0,0.0223,1.7163,0,0.0361
SAT_RACE2008/babic-dspam-vc973.cnf,1,?,?,?,?,?
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-26r-k45.cnf,1,0.0002,0.2369,3.4492,0,0.2391
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_12_UNKNOWN.cnf,1,0.0028,0.2424,2.2046,0.0023,0.3064
SAT_RACE2008/ibm-2004-29-k25.cnf,1,0,0.1929,3.3525,0.0002,0.1604
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-03.cnf,1,0,0.2564,3.4323,0.0004,0.2476
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/dated-5-17-u.cnf,1,0,0.2452,3.1127,0,0.1573
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top22.cnf,1,0,0.1582,2.1335,0.0001,0.1809
SAT-Race-2010-CNF/software-verification/nec/hard-11-U-7061.cnf,1,?,?,?,?,?
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/hard/safe-50-h49-unsat.cnf,1,0,0.4212,4.1327,0.0004,0.3201
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-18-step15.cnf,1,0,0.4943,3.2353,0,0.3145
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-15.cnf,1,0,0.0405,1.1936,0,0.0665
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c7_i.cnf,1,0,0.2062,3.3927,0.0007,0.1738
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-f6nid.cnf,1,0,0.1897,2.8613,0.0001,0.1564
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-15.cnf,1,0,0.0735,1.9442,0.0003,0.1129
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_L100_coli.sat.cnf,1,0,0.3796,2.4475,0,0.1599
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.025-NOTKNOWN.cnf,1,0,0.185,2.4951,0.0001,0.1617
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc1033.cnf,1,0,0.091,1.6293,0,0.0829
SAT_RACE2008/mizh-md5-48-2.cnf,1,0,0.0205,0.9713,0.0001,0.0385
SAT_RACE2006/SAT-Race_TS_2/miza-sr06-md5-47-03.cnf,1,0,0.0207,0.9811,0.0001,0.0385
SAT-Race-2010-CNF/software-verification/babic/dspam_dump_vc972.cnf,1,0,0.0823,0.9825,0,0.0289
SAT_RACE2008/manol-pipe-f7nidw.cnf,1,0,0.1888,2.8031,0,0.1536
SAT_Competition2007/industrial/industrial/babic/hsatv17/hsat_vc12070.cnf,1,?,?,?,?,?
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc909.cnf,1,0,0.0899,1.6402,0,0.0879
SAT_RACE2006/SAT-Race_TS_1/narai-vpn-10s.cnf,1,0,0.3423,2.0392,0,0.1631
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bjrb07amba2andenv-tseitin.cnf,1,0,0.1837,3.1934,0.0001,0.1293
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-12-step15.cnf,1,0,0.436,3.111,0,0.3087
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/icbrt/icbrt1_32.cnf,1,0,0.1333,2.2022,0.0002,0.0961
SAT-Race-2010-CNF/mixed/diagnosis/UCG-20-10p1.cnf,1,0,0.2256,2.9439,0,0.1483
SAT_Competition2011/SAT07/industrial/babic/hsatv17/hsat_vc12062.cnf,1,?,?,?,?,?
SAT_RACE2008/velev-vliw-uns-2.0-iq1.cnf,1,0,0.2912,3.9885,0.0001,0.2492
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-1.1-03.cnf,1,0,0.5142,4.0378,0,0.3272
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_12_UNKNOWN.cnf,1,0.0036,0.2482,2.275,0.0023,0.3078
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-f10ni.cnf,1,0,0.1969,2.8303,0,0.1523
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-ext_con_032_008_0256-tseitin.cnf,1,?,?,?,?,?
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/uts/uts-l05-ipc5-h27-unknown.cnf,1,0,0.3644,4.2382,0.0004,0.2985
SAT-Race-2010-CNF/cryptography/mizh/sha0_36_5.cnf,1,0,0.0189,0.8221,0.0001,0.0382
SAT_Competition2011/SAT_RACE06/ibm-2002-21r-k95.cnf,1,0.0002,0.225,3.69,0,0.164
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/countbitsrotate/countbitsrotate032.cnf,1,0,0.0877,1.47,0.0003,0.0676
SAT_Competition2007/industrial/industrial/babic/hsatv17/hsat_vc11803.cnf,1,?,?,?,?,?
SAT_Competition2011/SAT-Race-2010-CNF/software-verification/nec/hard-18-U-10652.cnf,1,0,0.229,3.2103,0,0.2239
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/partial-5-17-u.cnf,1,0,0.2634,2.8392,0,0.163
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-uns-1.1-7.cnf,1,0,0.4314,3.997,0.0001,0.3097
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/128/aes_128_3_keyfind_1.cnf,1,0,0.0096,0.9854,0.0002,0.018
SAT_Competition2007/industrial/industrial/palacios/medium/cube-11-h14-sat.cnf,1,0,0.1626,3.001,0,0.1209
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c10nid_s.cnf,1,0,0.1719,2.6279,0,0.1488
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/partial-10-19-u.cnf,1,0,0.2618,2.8471,0,0.1639
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-28-s100.cnf,1,0,0.1796,2.3336,0.0001,0.1507
SAT_RACE2006/SAT-Race-Benchmarks/simon-s02b-k2f-gr-rcs-w8.cnf,1,0.1408,0.0023,0.0896,0.0001,0.0352
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-15-5p0.cnf,1,0,0.2298,2.8687,0,0.1466
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-uns-1.0-08.cnf,1,0,0.5096,4.249,0.0001,0.2785
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/total-5-19-s.cnf,1,0,0.2447,3.0893,0,0.1592
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E02F20.cnf,1,0.0032,0.3724,1.2131,0.0007,0.2278
SAT_RACE2008/schup-l2s-bc56s-1-k391.cnf,1,0,0.1798,2.5283,0,0.1818
SAT_Competition2011/SAT09/APPLICATIONS/crypto/desgen/gss-22-s100.cnf,1,0,0.1842,2.3826,0.0001,0.1543
SAT_Competition2007/industrial/industrial/crypto/mizh-md5-47-4.cnf,1,0,0.0207,0.9795,0.0001,0.0385
SAT_RACE2008/babic-dspam-vc1080.cnf,1,?,?,?,?,?
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc972.cnf,1,0,0.0823,0.9825,0,0.0289
SAT_RACE2006/SAT-Race_TS_1/velev-fvp-sat-3.0-07.cnf,1,0.0014,0.3856,3.9796,0.0001,0.2971
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c6ni_s.cnf,1,0,0.1808,2.9328,0.0001,0.1569
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-13-s.cnf,1,0,0.2668,2.8563,0,0.1616
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/partial-5-15-u.cnf,1,0,0.2652,2.8925,0,0.1624
SAT_Competition2009/APPLICATION/SAT07/industrial/jarvisalo/eq.atree.braun.9.unsat.cnf,1,0,0.0749,1.9997,0.0021,0.0886
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/c32sat/post-c32s-gcdm16-22.cnf,1,0,0.061,1.6455,0.0001,0.1052
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.050-SAT.cnf,1,0,0.339,1.2856,0,0.2287
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/uts/uts-l06-ipc5-h31-unknown.cnf,1,0,0.4033,4.2559,0.0003,0.3112
SAT_Competition2007/industrial/industrial/palacios/medium/cube-9-h11-sat.cnf,1,0,0.1691,3.0732,0,0.1266
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/maxxor/maxxor064.cnf,1,0,0.1649,2.3703,0.0001,0.1798
SAT_RACE2006/SAT-Race_TS_1/goldb-heqc-desmul.cnf,1,0.0003,0.1709,2.0042,0,0.0907
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitsrotate/countbitsrotate128.cnf,1,0,0.0883,1.3426,0,0.0613
SAT_RACE2006/SAT-Race_TS_2/velev-pipe-sat-1.0-01.cnf,1,0,0.5811,4.2511,0,0.276
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/emptyroom-4-h21-unsat.cnf,1,0,0.1577,2.7559,0.0001,0.1239
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-03.cnf,1,0,0.0696,1.9873,0.0013,0.0986
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-f6b.cnf,1,0,0.2093,3.2062,0.0003,0.1549
SAT_RACE2006/SAT-Race_TS_1/simon-mixed-s02bis-05.cnf,1,0,0.135,2.4849,0.0006,0.1209
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.020-NOTKNOWN.cnf,1,0,0.3406,1.3576,0,0.2279
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/maxxororand/maxxororand128.cnf,1,0,0.1436,2.1508,0,0.181
SAT_Competition2009/APPLICATION/SAT07/industrial/jarvisalo/eq.atree.braun.10.unsat.cnf,1,0,0.0755,2.0227,0.0017,0.0884
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf,1,0,0.1895,2.5225,0.0001,0.1659
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/maxor/maxor128.cnf,1,0,0.1641,2.2843,0,0.1814
SAT-Race-2010-CNF/software-verification/post/zfcp.cnf,1,?,?,?,?,?
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h32-unknown.cnf,1,0,0.4036,4.2532,0.0003,0.3096
SAT_Competition2011/SAT04/industrial/velev/pipe-sat-1-1/12pipe_bug4_q0.used-as.sat04-723.cnf,1,0,0.5132,4.0386,0,0.3273
SAT_Competition2007/industrial/industrial/palacios/hard/safe-50-h49-unsat.cnf,1,0,0.4212,4.1327,0.0004,0.3201
SAT_RACE2006/SAT-Race_TS_2/schup-l2s-s04s2-09.cnf,1,0,0.1714,3.0137,0.0003,0.1421
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitssrl/countbitssrl128.cnf,1,0.0001,0.0765,1.6358,0,0.0513
SAT_Competition2011/SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug6.cnf,1,0,0.4832,4.1237,0,0.2698
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.080-SAT.cnf,1,0.0017,0.3252,1.7343,0,0.2546
SAT_RACE2008/anbul-part-10-13-s.cnf,1,0,0.2668,2.8563,0,0.1616
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-f7idw.cnf,1,0,0.1818,2.7419,0,0.1566
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-uns-1.0-9.cnf,1,0,0.5357,4.2416,0,0.2855
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.150-SAT.cnf,1,0.0001,0.4269,1.6665,0,0.3269
SAT_RACE2006/SAT-Race-Benchmarks/schup-l2s-guid-1-k56.cnf,1,0,0.1512,2.7501,0,0.1368
SAT_Competition2007/industrial/industrial/babic/hsatv17/hsat_vc11813.cnf,1,?,?,?,?,?
SAT-Race-2010-CNF/hardware-verification/velev/12pipe_q0_k.cnf,1,0,0.5084,3.8899,0,0.3429
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom22.cnf,1,0,0.2048,2.2303,0.0001,0.2453
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/dated-10-17-u.cnf,1,0,0.2398,3.1308,0,0.1585
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_L150_coli.sat.cnf,1,0,0.3848,2.1455,0,0.1402
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/c32sat/post-c32s-ss-8.cnf,1,0,0.19,1.76,0.0001,0.124
SAT_Competition2011/SAT_RACE08/cnf/manol-pipe-c6bidw_i.cnf,1,0,0.1761,2.9427,0.0001,0.1541
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-08.cnf,1,0,0.0932,2.2492,0.0007,0.1146
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-2_14-k45.cnf,1,0,0.1528,2.9239,0.0001,0.1546
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitsarray/countbitsarray08_32.cnf,1,0,0.0612,1.6874,0.0001,0.0647
SAT_Competition2009/APPLICATION/SAT07/industrial/babic/hsatv17/hsat_vc11803.cnf,1,?,?,?,?,?
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/partial-10-15-u.cnf,1,0,0.265,2.9107,0,0.1626
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtviseisenberg1-tseitin.cnf,1,0.0001,0.1478,2.8663,0,0.1406
SAT_RACE2008/ibm-2002-22r-k60.cnf,1,0,0.1847,3.4105,0,0.1574
SAT_Competition2011/SAT_RACE06/velev-pipe-o-uns-1.1-6.cnf,1,0,0.3978,4.037,0.0002,0.2954
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E02F22.cnf,1,0.0078,0.3733,1.1107,0.0007,0.2282
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitsarray/countbitsarray02_32.cnf,1,0,0.065,1.7069,0.0005,0.084
SAT_RACE2008/cmu-bmc-longmult15.cnf,1,0,0.0884,2.2025,0.0009,0.0801
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-04.cnf,1,0,0.1195,2.6901,0.0002,0.1615
SAT_RACE2008/schup-l2s-motst-2-k315.cnf,1,0.0003,0.1771,2.5402,0,0.1795
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/md5gen/gus-md5-15.cnf,1,0,0.025,1.0516,0.0001,0.0433
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-cha05-113.cnf,1,0.0001,0.1879,3.0866,0.0003,0.157
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/total-5-17-u.cnf,1,0,0.247,3.0708,0,0.1596
SAT_Competition2007/industrial/industrial/jarvisalo/eq.atree.braun.10.unsat.cnf,1,0,0.0755,2.0227,0.0017,0.0884
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_34.cnf,1,0.6875,0.5274,0.2903,0.0023,0.0013
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_13_UNSAT.cnf,1,0,0.2698,2.5287,0.0016,0.2938
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-pipe-sat-1.0-b7.cnf,1,0,0.5811,4.251,0,0.276
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq3.cnf,1,0,0.3308,4.1162,0,0.2643
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-01.cnf,1,0.0001,0.2402,3.4414,0.0003,0.2131
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-c10nidw_s.cnf,1,0,0.1711,2.621,0,0.1479
SAT_RACE2006/SAT-Race_TS_2/miza-sr06-sha0-35-03.cnf,1,0,0.0194,0.846,0.0001,0.0385
SAT_Competition2011/SAT09/APPLICATIONS/crypto/desgen/gss-16-s100.cnf,1,0,0.1827,2.3661,0.0002,0.1522
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.045-NOTKNOWN.cnf,1,0.0001,0.1882,2.3196,0,0.1648
